ID;Geslacht;Persoonskenmerken;RegioS;WmoClientenGebruikWlz2017Totaal_1;WmoClienten2016InstroomWlz2017_2;SamenloopWmoWlz2016Wlz2017_3;WmoClientenGebruikWlz2017Totaal_4;WmoClienten2016InstroomWlzIn2017_5;SamenloopWmoWlz2016WlzIn2017_6;WmoClientenGebruikWlz2017Totaal_7;WmoClienten2016InstroomWlzIn2017_8;SamenloopWmoWlz2016WlzIn2017_9
2391;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Borsele;;;;;;;;;
2392;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Boxmeer;;;;;;;;;
2393;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Boxtel;125.0;30.0;95.0;26.9;6.51;20.39;135.0;33.0;102.0
2394;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Breda;;;;;;;;;
2395;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Brielle;90.0;30.0;60.0;27.96;9.12;18.84;184.0;60.0;124.0
2396;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Bronckhorst;175.0;50.0;125.0;23.83;6.89;16.94;125.0;36.0;89.0
2397;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Brummen;105.0;25.0;80.0;24.7;5.76;18.94;138.0;32.0;106.0
2398;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Brunssum;205.0;50.0;155.0;34.58;8.64;25.93;191.0;48.0;143.0
2399;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Bunnik;70.0;25.0;45.0;26.02;10.04;15.99;137.0;53.0;84.0
2400;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Bunschoten;105.0;25.0;80.0;40.39;9.02;31.37;261.0;58.0;203.0
2401;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Buren;;;;;;;;;
2402;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Capelle aan den IJssel;350.0;95.0;255.0;27.68;7.49;20.19;170.0;46.0;124.0
2403;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Castricum;;;;;;;;;
2404;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Coevorden;230.0;50.0;180.0;28.03;6.0;22.03;180.0;39.0;142.0
2405;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Cranendonck;85.0;25.0;60.0;27.27;8.46;18.81;140.0;43.0;96.0
2406;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Cromstrijen;;;;;;;;;
2407;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Cuijk;;;;;;;;;
2408;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Culemborg;45.0;15.0;25.0;20.28;7.83;12.44;65.0;25.0;40.0
2409;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Dalfsen;;;;;;;;;
2410;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Dantumadiel;90.0;25.0;65.0;48.63;14.21;34.43;150.0;44.0;106.0
2411;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Delft;565.0;150.0;410.0;26.54;7.12;19.42;204.0;55.0;150.0
2412;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Delfzijl;;;;;;;;;
2413;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Deurne;;;;;;;;;
2414;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Deventer;560.0;140.0;420.0;31.3;7.73;23.57;186.0;46.0;140.0
2415;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Diemen;130.0;35.0;95.0;23.32;6.01;17.3;171.0;44.0;127.0
2416;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Dinkelland;225.0;50.0;175.0;37.01;8.55;28.45;255.0;59.0;196.0
2417;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Doesburg;30.0;15.0;15.0;20.39;9.87;10.53;104.0;50.0;54.0
2418;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Doetinchem;185.0;70.0;115.0;24.93;9.57;15.36;101.0;39.0;62.0
2419;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Dongen;;;;;;;;;
2420;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Dongeradeel;75.0;20.0;55.0;32.34;8.09;24.26;96.0;24.0;72.0
2421;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Dordrecht;;;;;;;;;
2422;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Drechterland;;;;;;;;;
2423;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Drimmelen;145.0;40.0;100.0;28.77;8.45;20.32;195.0;57.0;137.0
2424;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Dronten;75.0;35.0;40.0;19.27;9.11;10.16;71.0;34.0;38.0
2425;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Druten;;;;;;;;;
2426;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Duiven;;;;;;;;;
2427;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Echt-Susteren;;;;;;;;;
2428;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Edam-Volendam;;;;;;;;;
2429;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Ede;380.0;120.0;260.0;25.99;8.12;17.87;110.0;34.0;76.0
2430;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Eemnes;10.0;0.0;10.0;21.43;3.57;17.86;61.0;10.0;51.0
2431;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Eemsmond;;;;;;;;;
2432;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Eersel;50.0;20.0;35.0;26.94;9.84;17.1;90.0;33.0;57.0
2433;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Eijsden-Margraten;;;;;;;;;
2434;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Eindhoven;695.0;225.0;465.0;21.75;7.12;14.63;103.0;34.0;69.0
2435;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Elburg;90.0;25.0;65.0;37.24;9.62;27.62;137.0;35.0;101.0
2436;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Emmen;680.0;170.0;510.0;27.14;6.79;20.34;196.0;49.0;147.0
2437;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Enkhuizen;;;;;;;;;
2438;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Enschede;575.0;190.0;385.0;27.66;9.06;18.6;137.0;45.0;92.0
2439;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Epe;75.0;40.0;40.0;19.74;10.0;9.74;60.0;31.0;30.0
2440;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Ermelo;110.0;30.0;80.0;35.24;10.16;25.08;115.0;33.0;82.0
2441;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Etten-Leur;140.0;45.0;95.0;23.8;7.36;16.44;131.0;40.0;90.0
2442;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Ferwerderadiel;40.0;5.0;35.0;47.06;8.24;38.82;162.0;28.0;134.0
2443;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Franekeradeel;130.0;35.0;95.0;31.76;8.68;23.08;213.0;58.0;154.0
2444;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;De Fryske Marren;235.0;55.0;175.0;29.4;7.16;22.24;142.0;35.0;108.0
2445;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Geertruidenberg;140.0;30.0;110.0;32.71;7.19;25.52;245.0;54.0;191.0
2446;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Geldermalsen;95.0;30.0;70.0;36.47;10.9;25.56;154.0;46.0;108.0
2447;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Geldrop-Mierlo;;;;;;;;;
2448;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Gemert-Bakel;100.0;20.0;75.0;20.41;4.54;15.88;136.0;30.0;105.0
2449;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Gennep;70.0;25.0;45.0;33.64;12.15;21.5;139.0;50.0;89.0
2450;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Giessenlanden;40.0;20.0;15.0;19.59;10.82;8.76;101.0;56.0;45.0
2451;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Gilze en Rijen;110.0;25.0;85.0;27.64;6.78;20.85;173.0;42.0;131.0
2452;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Goeree-Overflakkee;;;;;;;;;
2453;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Goes;;;;;;;;;
2454;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Goirle;80.0;20.0;60.0;25.0;6.71;18.29;135.0;36.0;99.0
2455;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Gooise Meren;425.0;95.0;330.0;29.11;6.54;22.56;176.0;40.0;137.0
2456;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Gorinchem;200.0;60.0;140.0;29.35;8.7;20.65;179.0;53.0;126.0
2457;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Gouda;;;;;;;;;
2458;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Grave;;;;;;;;;
2459;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;'s-Gravenhage;2275.0;570.0;1705.0;30.98;7.76;23.21;172.0;43.0;129.0
2460;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Groningen;;;;;;;;;
2461;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Grootegast;40.0;10.0;30.0;36.04;9.01;27.03;123.0;31.0;92.0
2462;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Gulpen-Wittem;;;;;;;;;
2463;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Haaksbergen;115.0;25.0;90.0;26.28;5.81;20.47;154.0;34.0;120.0
2464;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Haaren;40.0;10.0;30.0;25.16;6.29;18.87;128.0;32.0;96.0
2465;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Haarlem;735.0;195.0;540.0;26.56;7.06;19.5;159.0;42.0;117.0
2466;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Haarlemmerliede en Spaarnwoude;;;;;;;;;
2467;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Haarlemmermeer;510.0;120.0;390.0;24.7;5.71;18.98;168.0;39.0;129.0
2468;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Halderberge;155.0;20.0;130.0;30.14;4.31;25.83;171.0;24.0;147.0
2469;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Hardenberg;;;;;;;;;
2470;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Harderwijk;180.0;65.0;115.0;26.05;9.7;16.35;143.0;53.0;90.0
2471;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Hardinxveld-Giessendam;60.0;25.0;35.0;25.42;10.0;15.42;107.0;42.0;65.0
2472;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Haren;;;;;;;;;
2473;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Harlingen;95.0;20.0;75.0;31.29;6.45;24.84;196.0;40.0;156.0
2474;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Hattem;15.0;0.0;15.0;35.9;2.56;33.33;34.0;2.0;31.0
2475;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Heemskerk;;;;;;;;;
2476;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Heemstede;;;;;;;;;
2477;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Heerde;40.0;10.0;25.0;42.22;12.22;30.0;55.0;16.0;39.0
2478;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Heerenveen;;;;;;;;;
2479;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Heerhugowaard;125.0;40.0;85.0;36.39;11.24;25.15;126.0;39.0;87.0
2480;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Heerlen;695.0;190.0;505.0;32.77;8.89;23.88;203.0;55.0;148.0
2481;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Heeze-Leende;;;;;;;;;
2482;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Heiloo;55.0;20.0;35.0;33.97;12.18;21.79;50.0;18.0;32.0
2483;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Den Helder;270.0;85.0;185.0;34.39;10.57;23.82;154.0;47.0;106.0
2484;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Hellendoorn;170.0;40.0;130.0;28.05;6.93;21.12;155.0;38.0;117.0
2485;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Hellevoetsluis;125.0;35.0;90.0;26.82;7.94;18.88;132.0;39.0;93.0
2486;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Helmond;375.0;135.0;240.0;24.03;8.75;15.27;191.0;69.0;121.0
2487;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Hendrik-Ido-Ambacht;;;;;;;;;
2488;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Hengelo (O.);390.0;140.0;250.0;21.71;7.72;13.99;141.0;50.0;91.0
2489;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;'s-Hertogenbosch;720.0;190.0;530.0;35.16;9.33;25.83;185.0;49.0;136.0
2490;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Heumen;;;;;;;;;
2491;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Heusden;;;;;;;;;
2492;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Hillegom;130.0;30.0;100.0;31.1;7.18;23.92;179.0;41.0;137.0
2493;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Hilvarenbeek;;;;;;;;;
2494;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Hilversum;;;;;;;;;
2495;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Hof van Twente;175.0;40.0;135.0;24.93;5.76;19.16;135.0;31.0;104.0
2496;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Hollands Kroon;145.0;45.0;100.0;29.84;8.85;20.99;119.0;35.0;84.0
2497;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Hoogeveen;130.0;55.0;75.0;19.52;8.47;11.04;69.0;30.0;39.0
2498;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Hoogezand-Sappemeer;;;;;;;;;
2499;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Hoorn;170.0;55.0;115.0;20.56;6.57;13.99;98.0;31.0;67.0
2500;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Horst aan de Maas;170.0;40.0;130.0;27.21;6.12;21.1;146.0;33.0;113.0
2501;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Houten;130.0;35.0;90.0;30.0;8.6;21.4;131.0;38.0;93.0
2502;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Huizen;125.0;35.0;90.0;28.74;7.59;21.15;97.0;26.0;72.0
2503;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Hulst;75.0;35.0;35.0;23.32;11.5;11.82;68.0;33.0;34.0
2504;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;IJsselstein;125.0;40.0;85.0;24.9;8.03;16.87;151.0;49.0;102.0
2505;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Kaag en Braassem;;;;;;;;;
2506;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Kampen;75.0;30.0;50.0;33.19;12.23;20.96;57.0;21.0;36.0
2507;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Kapelle;;;;;;;;;
2508;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Katwijk;220.0;65.0;155.0;29.57;8.6;20.97;140.0;41.0;100.0
2509;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Kerkrade;180.0;95.0;85.0;30.43;15.89;14.55;107.0;56.0;51.0
2510;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Koggenland;;;;;;;;;
2511;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Kollumerland en Nieuwkruisland;60.0;15.0;45.0;36.2;9.2;26.99;180.0;46.0;135.0
2512;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Korendijk;;;;;;;;;
2513;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Krimpen aan den IJssel;150.0;40.0;110.0;30.83;7.92;22.92;129.0;33.0;96.0
2514;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Krimpenerwaard;;;;;;;;;
2515;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Laarbeek;;;;;;;;;
2516;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Landerd;;;;;;;;;
2517;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Landgraaf;235.0;60.0;180.0;32.11;7.99;24.12;189.0;47.0;142.0
2518;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Landsmeer;75.0;15.0;60.0;30.36;6.88;23.48;203.0;46.0;157.0
2519;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Langedijk;60.0;15.0;45.0;26.55;6.19;20.35;95.0;22.0;73.0
2520;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Lansingerland;160.0;35.0;125.0;28.93;6.61;22.32;137.0;31.0;106.0
2521;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Laren (NH.);60.0;10.0;50.0;38.96;7.14;31.82;72.0;13.0;59.0
2522;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Leek;130.0;30.0;100.0;32.57;7.12;25.45;208.0;46.0;163.0
2523;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Leerdam;90.0;35.0;55.0;30.07;11.44;18.63;135.0;51.0;83.0
2524;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Leeuwarden;;;;;;;;;
2525;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Leeuwarderadeel;45.0;15.0;30.0;23.4;7.98;15.43;139.0;47.0;92.0
2526;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Leiden;475.0;120.0;355.0;27.67;7.03;20.64;172.0;44.0;128.0
2527;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Leiderdorp;130.0;30.0;100.0;24.02;5.25;18.76;138.0;30.0;108.0
2528;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Leidschendam-Voorburg;310.0;105.0;205.0;32.06;11.07;20.99;97.0;33.0;63.0
2529;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Lelystad;;;;;;;;;
2530;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Leudal;190.0;50.0;140.0;25.85;6.9;18.94;156.0;42.0;114.0
2531;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Leusden;130.0;45.0;85.0;25.44;8.93;16.5;145.0;51.0;94.0
2532;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Lingewaal;30.0;5.0;25.0;22.14;5.0;17.14;118.0;27.0;92.0
2533;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Lingewaard;165.0;50.0;115.0;24.34;7.52;16.81;140.0;43.0;97.0
2534;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Lisse;95.0;30.0;65.0;23.23;6.85;16.38;128.0;38.0;91.0
2535;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Littenseradiel;;;;;;;;;
2536;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Lochem;70.0;25.0;45.0;27.2;10.34;16.86;47.0;18.0;29.0
2537;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Loon op Zand;155.0;35.0;120.0;33.26;7.73;25.54;218.0;51.0;167.0
2538;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Lopik;25.0;10.0;10.0;30.38;15.19;15.19;94.0;47.0;47.0
2539;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Loppersum;;;;;;;;;
2540;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Losser;;;;;;;;;
2541;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Maasdriel;;;;;;;;;
2542;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Maasgouw;;;;;;;;;
2543;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Maassluis;205.0;40.0;165.0;27.21;5.42;21.8;199.0;40.0;160.0
2544;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Maastricht;;;;;;;;;
2545;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;De Marne;;;;;;;;;
2546;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Marum;65.0;10.0;55.0;45.32;6.47;38.85;255.0;36.0;219.0
2547;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Medemblik;225.0;55.0;170.0;33.68;8.23;25.45;213.0;52.0;161.0
2548;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Meerssen;;;;;;;;;
2549;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Menameradiel;55.0;10.0;45.0;24.55;3.64;20.91;142.0;21.0;121.0
2550;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Menterwolde;;;;;;;;;
2551;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Meppel;175.0;45.0;130.0;31.1;8.3;22.79;169.0;45.0;124.0
2552;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Middelburg (Z.);;;;;;;;;
2553;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Midden-Delfland;;;;;;;;;
2554;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Midden-Drenthe;;;;;;;;;
2555;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Mill en Sint Hubert;;;;;;;;;
2556;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Moerdijk;;;;;;;;;
2557;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Molenwaard;55.0;20.0;35.0;23.35;8.37;14.98;78.0;28.0;50.0
2558;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Montferland;100.0;45.0;55.0;22.2;10.09;12.11;94.0;43.0;51.0
2559;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Montfoort;45.0;20.0;25.0;36.59;17.07;19.51;162.0;76.0;87.0
2560;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Mook en Middelaar;;;;;;;;;
2561;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Neder-Betuwe;80.0;25.0;55.0;26.42;7.69;18.73;140.0;41.0;99.0
2562;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Nederweert;45.0;15.0;30.0;18.44;6.97;11.48;93.0;35.0;58.0
2563;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Neerijnen;25.0;10.0;15.0;24.32;10.81;13.51;97.0;43.0;54.0
2564;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Nieuwegein;;;;;;;;;
2565;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Nieuwkoop;;;;;;;;;
2566;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Nijkerk;45.0;25.0;25.0;20.09;9.83;10.26;47.0;23.0;24.0
2567;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Nijmegen;530.0;155.0;375.0;27.57;8.1;19.47;132.0;39.0;93.0
2568;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Nissewaard;380.0;130.0;250.0;23.79;8.14;15.65;179.0;61.0;118.0
2569;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Noord-Beveland;;;;;;;;;
2570;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Noordenveld;;;;;;;;;
2571;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Noordoostpolder;170.0;45.0;130.0;30.5;7.62;22.87;143.0;36.0;107.0
2572;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Noordwijk;130.0;20.0;105.0;27.77;4.77;22.99;166.0;29.0;138.0
2573;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Noordwijkerhout;65.0;20.0;45.0;25.0;7.84;17.16;152.0;48.0;104.0
2574;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Nuenen, Gerwen en Nederwetten;65.0;25.0;40.0;25.29;9.58;15.71;101.0;38.0;63.0
2575;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Nunspeet;;;;;;;;;
2576;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Nuth;;;;;;;;;
2577;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Oegstgeest;105.0;20.0;85.0;22.96;4.72;18.24;117.0;24.0;93.0
2578;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Oirschot;70.0;25.0;45.0;33.02;10.85;22.17;123.0;41.0;83.0
2579;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Oisterwijk;;;;;;;;;
2580;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Oldambt;290.0;75.0;215.0;26.92;7.12;19.8;200.0;53.0;147.0
2581;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Oldebroek;90.0;25.0;65.0;26.43;7.21;19.22;144.0;39.0;105.0
2582;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Oldenzaal;220.0;65.0;155.0;28.06;8.04;20.03;211.0;60.0;150.0
2583;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Olst-Wijhe;85.0;20.0;65.0;30.43;7.25;23.19;138.0;33.0;105.0
2584;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Ommen;;;;;;;;;
2585;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Onderbanken;;;;;;;;;
2586;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Oost Gelre;;;;;;;;;
2587;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Oosterhout;;;;;;;;;
2588;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Ooststellingwerf;;;;;;;;;
2589;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Oostzaan;20.0;5.0;15.0;27.85;6.33;21.52;77.0;17.0;59.0
2590;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Opmeer;35.0;15.0;20.0;26.72;9.92;16.79;128.0;48.0;81.0
2591;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Opsterland;;;;;;;;;
2592;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Oss;355.0;115.0;245.0;28.81;9.12;19.69;147.0;47.0;100.0
