ID;Geslacht;Leerweg;OpleidingsrichtingEnSector;Herkomstgroepering;Regiokenmerken;Perioden;TotaalGediplomeerden_1;EntreeopleidingNiveau1_2;BasisberoepsopleidingNiveau2_3;VakopleidingNiveau3_4;MiddenkaderopleidingNiveau4a_5;SpecialistenopleidingNiveau4b_6;KorteOpleiding_7;LangeOpleiding_8;PrimaireOpleiding_9;VoortgezetteOpleiding_10
334;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Utrecht (PV);2012/'13;11253.0;1133.0;3262.0;2694.0;4106.0;58.0;;;;
335;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Utrecht (PV);2013/'14;11249.0;1116.0;3119.0;2791.0;4175.0;48.0;;;;
336;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Utrecht (PV);2014/'15;10276.0;667.0;2762.0;2701.0;4135.0;11.0;0.0;0.0;0.0;0.0
337;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Utrecht (PV);2015/'16;9650.0;667.0;2392.0;2471.0;4117.0;3.0;;;;
338;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noord-Holland (PV);1990/'91;;;;;;;;;;
339;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noord-Holland (PV);1991/'92;;;;;;;;;;
340;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noord-Holland (PV);1992/'93;;;;;;;;;;
341;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noord-Holland (PV);1993/'94;;;;;;;;;;
342;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noord-Holland (PV);1994/'95;;;;;;;;;;
343;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noord-Holland (PV);1995/'96;;;;;;;;;;
344;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noord-Holland (PV);1996/'97;;;;;;;;;;
345;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noord-Holland (PV);1997/'98;;;;;;;;;;
346;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noord-Holland (PV);1998/'99;;;;;;;;;;
347;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noord-Holland (PV);1999/'00;;;;;;;;;;
348;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noord-Holland (PV);2000/'01;;;;;;;;;;
349;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noord-Holland (PV);2001/'02;;;;;;;;;;
350;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noord-Holland (PV);2002/'03;;;;;;;;;;
351;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noord-Holland (PV);2003/'04;;;;;;;;;;
352;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noord-Holland (PV);2004/'05;;;;;;;;;;
353;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noord-Holland (PV);2005/'06;20390.0;2218.0;6125.0;5193.0;6483.0;371.0;;;;
354;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noord-Holland (PV);2006/'07;20664.0;2267.0;6241.0;5171.0;6589.0;396.0;;;;
355;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noord-Holland (PV);2007/'08;22092.0;2134.0;7170.0;5225.0;7201.0;362.0;;;;
356;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noord-Holland (PV);2008/'09;22848.0;2080.0;7337.0;5477.0;7678.0;276.0;;;;
357;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noord-Holland (PV);2009/'10;27557.0;2367.0;11215.0;5588.0;8133.0;254.0;;;;
358;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noord-Holland (PV);2010/'11;24918.0;2626.0;8177.0;5812.0;8086.0;217.0;;;;
359;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noord-Holland (PV);2011/'12;25114.0;2558.0;8296.0;5789.0;8326.0;145.0;;;;
360;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noord-Holland (PV);2012/'13;26010.0;2548.0;8591.0;6195.0;8591.0;85.0;;;;
361;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noord-Holland (PV);2013/'14;25743.0;2546.0;7471.0;6570.0;9100.0;56.0;;;;
362;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noord-Holland (PV);2014/'15;24370.0;2007.0;7084.0;6218.0;9060.0;1.0;0.0;0.0;0.0;0.0
363;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noord-Holland (PV);2015/'16;22008.0;1853.0;5766.0;5723.0;8666.0;;;;;
364;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid-Holland (PV);1990/'91;;;;;;;;;;
365;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid-Holland (PV);1991/'92;;;;;;;;;;
366;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid-Holland (PV);1992/'93;;;;;;;;;;
367;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid-Holland (PV);1993/'94;;;;;;;;;;
368;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid-Holland (PV);1994/'95;;;;;;;;;;
369;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid-Holland (PV);1995/'96;;;;;;;;;;
370;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid-Holland (PV);1996/'97;;;;;;;;;;
371;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid-Holland (PV);1997/'98;;;;;;;;;;
372;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid-Holland (PV);1998/'99;;;;;;;;;;
373;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid-Holland (PV);1999/'00;;;;;;;;;;
374;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid-Holland (PV);2000/'01;;;;;;;;;;
375;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid-Holland (PV);2001/'02;;;;;;;;;;
376;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid-Holland (PV);2002/'03;;;;;;;;;;
377;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid-Holland (PV);2003/'04;;;;;;;;;;
378;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid-Holland (PV);2004/'05;;;;;;;;;;
379;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid-Holland (PV);2005/'06;30232.0;2695.0;9561.0;7633.0;9823.0;520.0;;;;
380;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid-Holland (PV);2006/'07;30752.0;2938.0;9430.0;7844.0;10081.0;459.0;;;;
381;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid-Holland (PV);2007/'08;32510.0;3227.0;10214.0;8199.0;10364.0;506.0;;;;
382;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid-Holland (PV);2008/'09;32868.0;2732.0;10396.0;8649.0;10723.0;368.0;;;;
383;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid-Holland (PV);2009/'10;38044.0;3421.0;14083.0;8824.0;11392.0;324.0;;;;
384;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid-Holland (PV);2010/'11;34862.0;3177.0;11464.0;8762.0;11202.0;257.0;;;;
385;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid-Holland (PV);2011/'12;36298.0;3398.0;11976.0;9070.0;11675.0;179.0;;;;
386;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid-Holland (PV);2012/'13;37205.0;3717.0;11843.0;9074.0;12431.0;140.0;;;;
387;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid-Holland (PV);2013/'14;36346.0;3794.0;10860.0;9069.0;12577.0;46.0;;;;
388;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid-Holland (PV);2014/'15;35248.0;2971.0;10212.0;9035.0;13013.0;17.0;0.0;0.0;0.0;0.0
389;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid-Holland (PV);2015/'16;32428.0;2699.0;8769.0;8713.0;12246.0;1.0;;;;
390;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zeeland (PV);1990/'91;;;;;;;;;;
391;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zeeland (PV);1991/'92;;;;;;;;;;
392;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zeeland (PV);1992/'93;;;;;;;;;;
393;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zeeland (PV);1993/'94;;;;;;;;;;
394;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zeeland (PV);1994/'95;;;;;;;;;;
395;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zeeland (PV);1995/'96;;;;;;;;;;
396;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zeeland (PV);1996/'97;;;;;;;;;;
397;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zeeland (PV);1997/'98;;;;;;;;;;
398;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zeeland (PV);1998/'99;;;;;;;;;;
399;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zeeland (PV);1999/'00;;;;;;;;;;
400;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zeeland (PV);2000/'01;;;;;;;;;;
401;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zeeland (PV);2001/'02;;;;;;;;;;
402;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zeeland (PV);2002/'03;;;;;;;;;;
403;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zeeland (PV);2003/'04;;;;;;;;;;
404;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zeeland (PV);2004/'05;;;;;;;;;;
405;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zeeland (PV);2005/'06;3924.0;351.0;1154.0;976.0;1372.0;71.0;;;;
406;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zeeland (PV);2006/'07;3611.0;256.0;1064.0;995.0;1227.0;69.0;;;;
407;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zeeland (PV);2007/'08;3982.0;248.0;1341.0;1077.0;1264.0;52.0;;;;
408;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zeeland (PV);2008/'09;4119.0;220.0;1345.0;1150.0;1322.0;82.0;;;;
409;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zeeland (PV);2009/'10;4980.0;333.0;2030.0;1290.0;1253.0;74.0;;;;
410;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zeeland (PV);2010/'11;4278.0;276.0;1317.0;1243.0;1383.0;59.0;;;;
411;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zeeland (PV);2011/'12;4713.0;233.0;1486.0;1394.0;1499.0;101.0;;;;
412;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zeeland (PV);2012/'13;4477.0;285.0;1366.0;1276.0;1478.0;72.0;;;;
413;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zeeland (PV);2013/'14;4088.0;292.0;1207.0;1124.0;1444.0;21.0;;;;
414;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zeeland (PV);2014/'15;3865.0;203.0;1003.0;1160.0;1494.0;5.0;0.0;0.0;0.0;0.0
415;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zeeland (PV);2015/'16;3696.0;145.0;975.0;1157.0;1419.0;;;;;
416;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noord-Brabant (PV);1990/'91;;;;;;;;;;
417;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noord-Brabant (PV);1991/'92;;;;;;;;;;
418;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noord-Brabant (PV);1992/'93;;;;;;;;;;
419;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noord-Brabant (PV);1993/'94;;;;;;;;;;
420;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noord-Brabant (PV);1994/'95;;;;;;;;;;
421;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noord-Brabant (PV);1995/'96;;;;;;;;;;
422;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noord-Brabant (PV);1996/'97;;;;;;;;;;
423;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noord-Brabant (PV);1997/'98;;;;;;;;;;
424;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noord-Brabant (PV);1998/'99;;;;;;;;;;
425;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noord-Brabant (PV);1999/'00;;;;;;;;;;
426;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noord-Brabant (PV);2000/'01;;;;;;;;;;
427;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noord-Brabant (PV);2001/'02;;;;;;;;;;
428;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noord-Brabant (PV);2002/'03;;;;;;;;;;
429;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noord-Brabant (PV);2003/'04;;;;;;;;;;
430;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noord-Brabant (PV);2004/'05;;;;;;;;;;
431;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noord-Brabant (PV);2005/'06;20817.0;1772.0;6403.0;5076.0;7137.0;429.0;;;;
432;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noord-Brabant (PV);2006/'07;21428.0;1986.0;6317.0;5325.0;7400.0;400.0;;;;
433;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noord-Brabant (PV);2007/'08;22583.0;2298.0;6952.0;5328.0;7671.0;334.0;;;;
434;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noord-Brabant (PV);2008/'09;23235.0;1799.0;6959.0;6007.0;8153.0;317.0;;;;
435;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noord-Brabant (PV);2009/'10;30620.0;2955.0;12050.0;6647.0;8675.0;293.0;;;;
436;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noord-Brabant (PV);2010/'11;26638.0;2855.0;7759.0;6727.0;8987.0;310.0;;;;
437;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noord-Brabant (PV);2011/'12;26276.0;2223.0;7916.0;6694.0;9246.0;197.0;;;;
438;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noord-Brabant (PV);2012/'13;25850.0;2144.0;7738.0;6671.0;9209.0;88.0;;;;
439;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noord-Brabant (PV);2013/'14;25413.0;2102.0;7208.0;6650.0;9416.0;37.0;;;;
440;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noord-Brabant (PV);2014/'15;23768.0;1359.0;6094.0;6578.0;9725.0;12.0;0.0;0.0;0.0;0.0
441;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Noord-Brabant (PV);2015/'16;22261.0;1308.0;5309.0;6153.0;9491.0;;;;;
442;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Limburg (PV);1990/'91;;;;;;;;;;
443;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Limburg (PV);1991/'92;;;;;;;;;;
444;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Limburg (PV);1992/'93;;;;;;;;;;
445;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Limburg (PV);1993/'94;;;;;;;;;;
446;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Limburg (PV);1994/'95;;;;;;;;;;
447;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Limburg (PV);1995/'96;;;;;;;;;;
448;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Limburg (PV);1996/'97;;;;;;;;;;
449;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Limburg (PV);1997/'98;;;;;;;;;;
450;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Limburg (PV);1998/'99;;;;;;;;;;
451;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Limburg (PV);1999/'00;;;;;;;;;;
452;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Limburg (PV);2000/'01;;;;;;;;;;
453;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Limburg (PV);2001/'02;;;;;;;;;;
454;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Limburg (PV);2002/'03;;;;;;;;;;
455;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Limburg (PV);2003/'04;;;;;;;;;;
456;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Limburg (PV);2004/'05;;;;;;;;;;
457;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Limburg (PV);2005/'06;9255.0;929.0;2647.0;2369.0;3193.0;117.0;;;;
458;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Limburg (PV);2006/'07;9739.0;977.0;2968.0;2409.0;3241.0;144.0;;;;
459;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Limburg (PV);2007/'08;9974.0;977.0;3038.0;2538.0;3316.0;105.0;;;;
460;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Limburg (PV);2008/'09;10997.0;1028.0;3505.0;2851.0;3503.0;110.0;;;;
461;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Limburg (PV);2009/'10;14712.0;1161.0;6253.0;3323.0;3840.0;135.0;;;;
462;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Limburg (PV);2010/'11;11636.0;1222.0;3528.0;3182.0;3605.0;99.0;;;;
463;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Limburg (PV);2011/'12;11394.0;960.0;3436.0;3204.0;3716.0;78.0;;;;
464;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Limburg (PV);2012/'13;11566.0;1009.0;3158.0;3600.0;3711.0;88.0;;;;
465;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Limburg (PV);2013/'14;11364.0;863.0;2985.0;3472.0;3972.0;72.0;;;;
466;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Limburg (PV);2014/'15;10136.0;527.0;2411.0;3292.0;3857.0;49.0;0.0;0.0;0.0;0.0
467;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Limburg (PV);2015/'16;8964.0;396.0;2159.0;2680.0;3729.0;;;;;
468;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Niet in te delen (PV);1990/'91;;;;;;;;;;
469;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Niet in te delen (PV);1991/'92;;;;;;;;;;
470;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Niet in te delen (PV);1992/'93;;;;;;;;;;
471;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Niet in te delen (PV);1993/'94;;;;;;;;;;
472;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Niet in te delen (PV);1994/'95;;;;;;;;;;
473;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Niet in te delen (PV);1995/'96;;;;;;;;;;
