ID;Geslacht;Leerweg;OpleidingsrichtingEnSector;Herkomstgroepering;Regiokenmerken;Perioden;TotaalGediplomeerden_1;EntreeopleidingNiveau1_2;BasisberoepsopleidingNiveau2_3;VakopleidingNiveau3_4;MiddenkaderopleidingNiveau4a_5;SpecialistenopleidingNiveau4b_6;KorteOpleiding_7;LangeOpleiding_8;PrimaireOpleiding_9;VoortgezetteOpleiding_10
58;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Oost-Nederland (LD);1996/'97;;;;;;;;;;
59;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Oost-Nederland (LD);1997/'98;;;;;;;;;;
60;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Oost-Nederland (LD);1998/'99;;;;;;;;;;
61;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Oost-Nederland (LD);1999/'00;;;;;;;;;;
62;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Oost-Nederland (LD);2000/'01;;;;;;;;;;
63;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Oost-Nederland (LD);2001/'02;;;;;;;;;;
64;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Oost-Nederland (LD);2002/'03;;;;;;;;;;
65;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Oost-Nederland (LD);2003/'04;;;;;;;;;;
66;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Oost-Nederland (LD);2004/'05;;;;;;;;;;
67;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Oost-Nederland (LD);2005/'06;34858.0;2754.0;10558.0;8653.0;12206.0;687.0;;;;
68;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Oost-Nederland (LD);2006/'07;35332.0;2717.0;10532.0;8916.0;12508.0;659.0;;;;
69;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Oost-Nederland (LD);2007/'08;36403.0;2589.0;11026.0;9395.0;12774.0;619.0;;;;
70;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Oost-Nederland (LD);2008/'09;38069.0;2844.0;11601.0;9887.0;13163.0;574.0;;;;
71;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Oost-Nederland (LD);2009/'10;47504.0;3592.0;19636.0;10264.0;13644.0;368.0;;;;
72;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Oost-Nederland (LD);2010/'11;40861.0;3635.0;12623.0;10652.0;13598.0;353.0;;;;
73;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Oost-Nederland (LD);2011/'12;42296.0;3845.0;13031.0;11069.0;14128.0;223.0;;;;
74;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Oost-Nederland (LD);2012/'13;43786.0;3929.0;12951.0;11619.0;15188.0;99.0;;;;
75;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Oost-Nederland (LD);2013/'14;42236.0;3690.0;11658.0;11464.0;15376.0;48.0;;;;
76;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Oost-Nederland (LD);2014/'15;39500.0;2588.0;10155.0;11279.0;15463.0;15.0;0.0;0.0;0.0;0.0
77;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Oost-Nederland (LD);2015/'16;36540.0;2225.0;9103.0;10120.0;15081.0;11.0;;;;
78;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;West-Nederland (LD);1990/'91;;;;;;;;;;
79;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;West-Nederland (LD);1991/'92;;;;;;;;;;
80;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;West-Nederland (LD);1992/'93;;;;;;;;;;
81;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;West-Nederland (LD);1993/'94;;;;;;;;;;
82;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;West-Nederland (LD);1994/'95;;;;;;;;;;
83;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;West-Nederland (LD);1995/'96;;;;;;;;;;
84;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;West-Nederland (LD);1996/'97;;;;;;;;;;
85;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;West-Nederland (LD);1997/'98;;;;;;;;;;
86;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;West-Nederland (LD);1998/'99;;;;;;;;;;
87;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;West-Nederland (LD);1999/'00;;;;;;;;;;
88;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;West-Nederland (LD);2000/'01;;;;;;;;;;
89;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;West-Nederland (LD);2001/'02;;;;;;;;;;
90;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;West-Nederland (LD);2002/'03;;;;;;;;;;
91;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;West-Nederland (LD);2003/'04;;;;;;;;;;
92;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;West-Nederland (LD);2004/'05;;;;;;;;;;
93;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;West-Nederland (LD);2005/'06;63345.0;6063.0;19417.0;15837.0;20917.0;1111.0;;;;
94;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;West-Nederland (LD);2006/'07;64218.0;6308.0;19377.0;16053.0;21338.0;1142.0;;;;
95;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;West-Nederland (LD);2007/'08;68071.0;6564.0;21570.0;16625.0;22200.0;1112.0;;;;
96;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;West-Nederland (LD);2008/'09;69582.0;5966.0;22026.0;17305.0;23359.0;926.0;;;;
97;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;West-Nederland (LD);2009/'10;82346.0;7070.0;31872.0;18055.0;24577.0;772.0;;;;
98;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;West-Nederland (LD);2010/'11;74926.0;7162.0;24308.0;18295.0;24514.0;647.0;;;;
99;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;West-Nederland (LD);2011/'12;77721.0;7376.0;25627.0;18818.0;25425.0;475.0;;;;
100;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;West-Nederland (LD);2012/'13;78945.0;7683.0;25062.0;19239.0;26606.0;355.0;;;;
101;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;West-Nederland (LD);2013/'14;77426.0;7748.0;22657.0;19554.0;27296.0;171.0;;;;
102;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;West-Nederland (LD);2014/'15;73759.0;5848.0;21061.0;19114.0;27702.0;34.0;0.0;0.0;0.0;0.0
103;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;West-Nederland (LD);2015/'16;67782.0;5364.0;17902.0;18064.0;26448.0;4.0;;;;
104;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid-Nederland (LD);1990/'91;;;;;;;;;;
105;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid-Nederland (LD);1991/'92;;;;;;;;;;
106;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid-Nederland (LD);1992/'93;;;;;;;;;;
107;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid-Nederland (LD);1993/'94;;;;;;;;;;
108;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid-Nederland (LD);1994/'95;;;;;;;;;;
109;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid-Nederland (LD);1995/'96;;;;;;;;;;
110;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid-Nederland (LD);1996/'97;;;;;;;;;;
111;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid-Nederland (LD);1997/'98;;;;;;;;;;
112;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid-Nederland (LD);1998/'99;;;;;;;;;;
113;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid-Nederland (LD);1999/'00;;;;;;;;;;
114;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid-Nederland (LD);2000/'01;;;;;;;;;;
115;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid-Nederland (LD);2001/'02;;;;;;;;;;
116;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid-Nederland (LD);2002/'03;;;;;;;;;;
117;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid-Nederland (LD);2003/'04;;;;;;;;;;
118;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid-Nederland (LD);2004/'05;;;;;;;;;;
119;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid-Nederland (LD);2005/'06;30072.0;2701.0;9050.0;7445.0;10330.0;546.0;;;;
120;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid-Nederland (LD);2006/'07;31167.0;2963.0;9285.0;7734.0;10641.0;544.0;;;;
121;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid-Nederland (LD);2007/'08;32557.0;3275.0;9990.0;7866.0;10987.0;439.0;;;;
122;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid-Nederland (LD);2008/'09;34232.0;2827.0;10464.0;8858.0;11656.0;427.0;;;;
123;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid-Nederland (LD);2009/'10;45332.0;4116.0;18303.0;9970.0;12515.0;428.0;;;;
124;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid-Nederland (LD);2010/'11;38274.0;4077.0;11287.0;9909.0;12592.0;409.0;;;;
125;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid-Nederland (LD);2011/'12;37670.0;3183.0;11352.0;9898.0;12962.0;275.0;;;;
126;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid-Nederland (LD);2012/'13;37416.0;3153.0;10896.0;10271.0;12920.0;176.0;;;;
127;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid-Nederland (LD);2013/'14;36777.0;2965.0;10193.0;10122.0;13388.0;109.0;;;;
128;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid-Nederland (LD);2014/'15;33904.0;1886.0;8505.0;9870.0;13582.0;61.0;0.0;0.0;0.0;0.0
129;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Zuid-Nederland (LD);2015/'16;31225.0;1704.0;7468.0;8833.0;13220.0;;;;;
130;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Niet in te delen (LD);1990/'91;;;;;;;;;;
131;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Niet in te delen (LD);1991/'92;;;;;;;;;;
132;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Niet in te delen (LD);1992/'93;;;;;;;;;;
133;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Niet in te delen (LD);1993/'94;;;;;;;;;;
134;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Niet in te delen (LD);1994/'95;;;;;;;;;;
135;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Niet in te delen (LD);1995/'96;;;;;;;;;;
136;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Niet in te delen (LD);1996/'97;;;;;;;;;;
137;Totaal mannen en vrouwen;Totaal leerweg (incl. extraneï);Totaal opleidingsrichting en sector;Totaal herkomstgroepering;Niet in te delen (LD);1997/'98;;;;;;;;;;
