ID;Perioden;TotaleBevolking_1;k_0Tot20Jaar_2;k_20Tot65Jaar_3;k_65JaarOfOuder_4;k_0Tot20Jaar_5;k_20Tot65Jaar_6;k_65JaarOfOuder_7;DemografischeDruk_8;Levendgeborenen_9;TotaalVruchtbaarheidscijfer_10;Overledenen_11;LevensverwachtingMannen_12;LevensverwachtingVrouwen_13;Immigratie_14;EmigratieInclSaldoAdmCorrecties_15;MigratiesaldoInclSaldoAdmCorr_16
0;2003;16192572;3968999;10003117;2220456;24.5;61.8;13.7;0.619;203607.0;1.78;141506.0;76.15;80.75;102095.0;102102.0;-6.0
1;2004;16257694;3992999;10013439;2251256;24.6;61.6;13.8;0.624;196965.0;1.75;142817.0;76.38;80.7;100019.0;102058.0;-2039.0
2;2005;16312831;4004608;10024015;2284208;24.5;61.4;14.0;0.627;193086.0;1.75;145188.0;76.47;80.69;100086.0;102025.0;-1939.0
3;2006;16361819;4009523;10032056;2320240;24.5;61.3;14.2;0.631;189459.0;1.76;147526.0;76.55;80.69;104190.0;97598.0;6593.0
4;2007;16413373;4007901;10055805;2349667;24.4;61.3;14.3;0.632;186294.0;1.76;149482.0;76.68;80.69;107832.0;91274.0;16558.0
5;2008;16469770;4004135;10081436;2384199;24.3;61.2;14.5;0.634;183829.0;1.76;151442.0;76.8;80.69;112589.0;88016.0;24573.0
6;2009;16529758;4000554;10099859;2429345;24.2;61.1;14.7;0.637;;;;;;;;
