ID;Landen;SITC;Perioden;TotaleInvoerwaarde_1;TotaleUitvoerwaarde_2
0;Totaal landen;00 Levende dieren, anders dan dieren ...;2015 januari;75.0;149.0
1;Totaal landen;00 Levende dieren, anders dan dieren ...;2015 februari;70.0;146.0
2;Totaal landen;00 Levende dieren, anders dan dieren ...;2015 maart;93.0;159.0
3;Totaal landen;00 Levende dieren, anders dan dieren ...;2015 april;96.0;154.0
4;Totaal landen;00 Levende dieren, anders dan dieren ...;2015 mei;91.0;157.0
5;Totaal landen;00 Levende dieren, anders dan dieren ...;2015 juni;117.0;158.0
6;Totaal landen;00 Levende dieren, anders dan dieren ...;2015 juli;98.0;159.0
7;Totaal landen;00 Levende dieren, anders dan dieren ...;2015 augustus;91.0;146.0
8;Totaal landen;00 Levende dieren, anders dan dieren ...;2015 september;97.0;179.0
9;Totaal landen;00 Levende dieren, anders dan dieren ...;2015 oktober;92.0;158.0
10;Totaal landen;00 Levende dieren, anders dan dieren ...;2015 november;89.0;162.0
11;Totaal landen;00 Levende dieren, anders dan dieren ...;2015 december;95.0;185.0
12;Totaal landen;00 Levende dieren, anders dan dieren ...;2015 ;1103.0;1912.0
13;Totaal landen;00 Levende dieren, anders dan dieren ...;2016 januari;84.0;159.0
14;Totaal landen;00 Levende dieren, anders dan dieren ...;2016 februari;85.0;147.0
15;Totaal landen;00 Levende dieren, anders dan dieren ...;2016 maart;92.0;164.0
16;Totaal landen;00 Levende dieren, anders dan dieren ...;2016 april;101.0;148.0
17;Totaal landen;00 Levende dieren, anders dan dieren ...;2016 mei;94.0;153.0
18;Totaal landen;00 Levende dieren, anders dan dieren ...;2016 juni;106.0;165.0
19;Totaal landen;00 Levende dieren, anders dan dieren ...;2016 juli;96.0;167.0
20;Totaal landen;00 Levende dieren, anders dan dieren ...;2016 augustus;103.0;187.0
21;Totaal landen;00 Levende dieren, anders dan dieren ...;2016 september;108.0;187.0
22;Totaal landen;00 Levende dieren, anders dan dieren ...;2016 oktober;105.0;175.0
23;Totaal landen;00 Levende dieren, anders dan dieren ...;2016 november;100.0;191.0
24;Totaal landen;00 Levende dieren, anders dan dieren ...;2016 december;106.0;204.0
25;Totaal landen;00 Levende dieren, anders dan dieren ...;2016;1179.0;2046.0
26;Totaal landen;00 Levende dieren, anders dan dieren ...;2017 januari;105.0;185.0
27;Totaal landen;00 Levende dieren, anders dan dieren ...;2017 februari;96.0;172.0
28;Totaal landen;00 Levende dieren, anders dan dieren ...;2017 maart;117.0;197.0
29;Totaal landen;00 Levende dieren, anders dan dieren ...;2017 april;97.0;171.0
30;Totaal landen;00 Levende dieren, anders dan dieren ...;2017 mei;110.0;193.0
31;Totaal landen;00 Levende dieren, anders dan dieren ...;2017 juni;108.0;199.0
32;Totaal landen;00 Levende dieren, anders dan dieren ...;2017 juli;97.0;186.0
33;Totaal landen;00 Levende dieren, anders dan dieren ...;2017 augustus;104.0;203.0
34;Totaal landen;00 Levende dieren, anders dan dieren ...;2017 september;105.0;188.0
35;Totaal landen;00 Levende dieren, anders dan dieren ...;2017 oktober;108.0;179.0
36;Totaal landen;00 Levende dieren, anders dan dieren ...;2017 november;102.0;192.0
37;Totaal landen;00 Levende dieren, anders dan dieren ...;2017 december;99.0;196.0
38;Totaal landen;00 Levende dieren, anders dan dieren ...;2017;1247.0;2261.0
39;Totaal landen;00 Levende dieren, anders dan dieren ...;2018 januari;85.0;182.0
40;Totaal landen;00 Levende dieren, anders dan dieren ...;2018 februari;89.0;147.0
41;Totaal landen;00 Levende dieren, anders dan dieren ...;2018 maart;107.0;174.0
42;Totaal landen;00 Levende dieren, anders dan dieren ...;2018 april;102.0;173.0
43;Totaal landen;00 Levende dieren, anders dan dieren ...;2018 mei;106.0;170.0
44;Totaal landen;00 Levende dieren, anders dan dieren ...;2018 juni;112.0;155.0
45;Totaal landen;00 Levende dieren, anders dan dieren ...;2018 juli;98.0;154.0
46;Totaal landen;00 Levende dieren, anders dan dieren ...;2018 augustus;98.0;157.0
47;Totaal landen;00 Levende dieren, anders dan dieren ...;2018 september;95.0;158.0
48;Totaal landen;00 Levende dieren, anders dan dieren ...;2018 oktober;102.0;159.0
49;Totaal landen;00 Levende dieren, anders dan dieren ...;2018 november;103.0;176.0
50;Totaal landen;00 Levende dieren, anders dan dieren ...;2018 december;97.0;172.0
51;Totaal landen;00 Levende dieren, anders dan dieren ...;2018 ;1193.0;1977.0
52;Totaal landen;00 Levende dieren, anders dan dieren ...;2019 januari;100.0;175.0
53;Totaal landen;00 Levende dieren, anders dan dieren ...;2019 februari;93.0;151.0
54;Totaal landen;00 Levende dieren, anders dan dieren ...;2019 maart;108.0;157.0
55;Totaal landen;00 Levende dieren, anders dan dieren ...;2019 april;110.0;174.0
56;Totaal landen;00 Levende dieren, anders dan dieren ...;2019 mei;115.0;180.0
57;Totaal landen;00 Levende dieren, anders dan dieren ...;2019 juni;104.0;164.0
58;Totaal landen;00 Levende dieren, anders dan dieren ...;2019 juli;113.0;178.0
59;Totaal landen;00 Levende dieren, anders dan dieren ...;2019 augustus;101.0;167.0
60;Totaal landen;00 Levende dieren, anders dan dieren ...;2019 september;102.0;167.0
61;Totaal landen;00 Levende dieren, anders dan dieren ...;2019 oktober;112.0;185.0
62;Totaal landen;00 Levende dieren, anders dan dieren ...;2019 november;106.0;174.0
63;Totaal landen;00 Levende dieren, anders dan dieren ...;2019 december;103.0;193.0
64;Totaal landen;00 Levende dieren, anders dan dieren ...;2019;1267.0;2064.0
65;Totaal landen;00 Levende dieren, anders dan dieren ...;2020 januari;101.0;189.0
66;Totaal landen;00 Levende dieren, anders dan dieren ...;2020 februari;99.0;171.0
67;Totaal landen;00 Levende dieren, anders dan dieren ...;2020 maart;111.0;178.0
68;Totaal landen;00 Levende dieren, anders dan dieren ...;2020 april;100.0;153.0
69;Totaal landen;00 Levende dieren, anders dan dieren ...;2020 mei;83.0;135.0
70;Totaal landen;00 Levende dieren, anders dan dieren ...;2020 juni;90.0;148.0
71;Totaal landen;00 Levende dieren, anders dan dieren ...;2020 juli;101.0;131.0
72;Totaal landen;00 Levende dieren, anders dan dieren ...;2020 augustus;89.0;128.0
73;Totaal landen;00 Levende dieren, anders dan dieren ...;2020 september;98.0;140.0
74;Totaal landen;00 Levende dieren, anders dan dieren ...;2020 oktober;92.0;130.0
75;Totaal landen;00 Levende dieren, anders dan dieren ...;2020 november;78.0;135.0
76;Totaal landen;00 Levende dieren, anders dan dieren ...;2020 december;93.0;139.0
77;Totaal landen;00 Levende dieren, anders dan dieren ...;2020;1137.0;1776.0
78;Totaal landen;00 Levende dieren, anders dan dieren ...;2021 januari;;
79;Totaal landen;00 Levende dieren, anders dan dieren ...;2021 februari;;
80;Totaal landen;00 Levende dieren, anders dan dieren ...;2021 maart;;
81;Totaal landen;00 Levende dieren, anders dan dieren ...;2021 april;;
82;Totaal landen;00 Levende dieren, anders dan dieren ...;2021 mei;;
83;Totaal landen;00 Levende dieren, anders dan dieren ...;2021 juni;;
84;Totaal landen;00 Levende dieren, anders dan dieren ...;2021 juli;;
85;Totaal landen;00 Levende dieren, anders dan dieren ...;2021 augustus;;
86;Totaal landen;00 Levende dieren, anders dan dieren ...;2021 september;;
87;Totaal landen;00 Levende dieren, anders dan dieren ...;2021 oktober;;
88;Totaal landen;00 Levende dieren, anders dan dieren ...;2021 november;;
89;Totaal landen;00 Levende dieren, anders dan dieren ...;2021 december;;
90;Totaal landen;00 Levende dieren, anders dan dieren ...;2021;;
91;Totaal landen;00 Levende dieren, anders dan dieren ...;2022 januari;101.0;145.0
92;Totaal landen;00 Levende dieren, anders dan dieren ...;2022 februari;103.0;139.0
93;Totaal landen;00 Levende dieren, anders dan dieren ...;2022 maart;132.0;148.0
94;Totaal landen;00 Levende dieren, anders dan dieren ...;2022 april;126.0;174.0
95;Totaal landen;00 Levende dieren, anders dan dieren ...;2022 mei;140.0;161.0
96;Totaal landen;00 Levende dieren, anders dan dieren ...;2022 juni;137.0;166.0
97;Totaal landen;00 Levende dieren, anders dan dieren ...;2022 juli;121.0;137.0
98;Totaal landen;00 Levende dieren, anders dan dieren ...;2022 augustus;146.0;170.0
99;Totaal landen;00 Levende dieren, anders dan dieren ...;2022 september;130.0;183.0
100;Totaal landen;00 Levende dieren, anders dan dieren ...;2022 oktober;134.0;193.0
101;Totaal landen;00 Levende dieren, anders dan dieren ...;2022 november;136.0;174.0
102;Totaal landen;00 Levende dieren, anders dan dieren ...;2022 december;148.0;186.0
103;Totaal landen;00 Levende dieren, anders dan dieren ...;2022;1553.0;1976.0
104;Totaal landen;00 Levende dieren, anders dan dieren ...;2023 januari;117.0;181.0
