ID;Landen;SITC;Perioden;TotaleInvoerwaarde_1;TotaleUitvoerwaarde_2
105;Totaal landen;00 Levende dieren, anders dan dieren ...;2023 februari;124.0;175.0
106;Totaal landen;00 Levende dieren, anders dan dieren ...;2023 maart;137.0;210.0
107;Totaal landen;00 Levende dieren, anders dan dieren ...;2023 april;139.0;173.0
108;Totaal landen;00 Levende dieren, anders dan dieren ...;2023 mei;151.0;201.0
109;Totaal landen;00 Levende dieren, anders dan dieren ...;2023 juni;148.0;211.0
110;Totaal landen;00 Levende dieren, anders dan dieren ...;2023 juli;130.0;177.0
111;Totaal landen;00 Levende dieren, anders dan dieren ...;2023 augustus;141.0;204.0
112;Totaal landen;00 Levende dieren, anders dan dieren ...;2023 september;128.0;184.0
113;Totaal landen;00 Levende dieren, anders dan dieren ...;2023 oktober;147.0;189.0
114;Totaal landen;00 Levende dieren, anders dan dieren ...;2023 november;139.0;187.0
115;Totaal landen;00 Levende dieren, anders dan dieren ...;2023 december;132.0;199.0
116;Totaal landen;00 Levende dieren, anders dan dieren ...;2023;1634.0;2290.0
117;Totaal landen;00 Levende dieren, anders dan dieren ...;2024 januari;117.0;188.0
118;Totaal landen;00 Levende dieren, anders dan dieren ...;2024 februari;112.0;186.0
119;Totaal landen;00 Levende dieren, anders dan dieren ...;2024 maart;130.0;207.0
120;Totaal landen;00 Levende dieren, anders dan dieren ...;2024 april;132.0;212.0
121;Totaal landen;00 Levende dieren, anders dan dieren ...;2024 mei;134.0;195.0
122;Totaal landen;00 Levende dieren, anders dan dieren ...;2024 juni;130.0;190.0
123;Totaal landen;00 Levende dieren, anders dan dieren ...;2024 juli;128.0;198.0
124;Totaal landen;00 Levende dieren, anders dan dieren ...;2024 augustus;120.0;172.0
125;Totaal landen;00 Levende dieren, anders dan dieren ...;2024 september;126.0;188.0
126;Totaal landen;00 Levende dieren, anders dan dieren ...;2024 oktober;151.0;197.0
127;Totaal landen;00 Levende dieren, anders dan dieren ...;2024 november;139.0;196.0
128;Totaal landen;00 Levende dieren, anders dan dieren ...;2024 januari-november;1420.0;2131.0
129;Totaal landen;001 Levende dieren, anders dan dieren...;2015 januari;75.0;149.0
130;Totaal landen;001 Levende dieren, anders dan dieren...;2015 februari;70.0;146.0
131;Totaal landen;001 Levende dieren, anders dan dieren...;2015 maart;93.0;159.0
132;Totaal landen;001 Levende dieren, anders dan dieren...;2015 april;96.0;154.0
133;Totaal landen;001 Levende dieren, anders dan dieren...;2015 mei;91.0;157.0
134;Totaal landen;001 Levende dieren, anders dan dieren...;2015 juni;117.0;158.0
135;Totaal landen;001 Levende dieren, anders dan dieren...;2015 juli;98.0;159.0
136;Totaal landen;001 Levende dieren, anders dan dieren...;2015 augustus;91.0;146.0
137;Totaal landen;001 Levende dieren, anders dan dieren...;2015 september;97.0;179.0
138;Totaal landen;001 Levende dieren, anders dan dieren...;2015 oktober;92.0;158.0
139;Totaal landen;001 Levende dieren, anders dan dieren...;2015 november;89.0;162.0
140;Totaal landen;001 Levende dieren, anders dan dieren...;2015 december;95.0;185.0
141;Totaal landen;001 Levende dieren, anders dan dieren...;2015 ;1103.0;1912.0
142;Totaal landen;001 Levende dieren, anders dan dieren...;2016 januari;84.0;159.0
143;Totaal landen;001 Levende dieren, anders dan dieren...;2016 februari;85.0;147.0
144;Totaal landen;001 Levende dieren, anders dan dieren...;2016 maart;92.0;164.0
145;Totaal landen;001 Levende dieren, anders dan dieren...;2016 april;101.0;148.0
146;Totaal landen;001 Levende dieren, anders dan dieren...;2016 mei;94.0;153.0
147;Totaal landen;001 Levende dieren, anders dan dieren...;2016 juni;106.0;165.0
148;Totaal landen;001 Levende dieren, anders dan dieren...;2016 juli;96.0;167.0
149;Totaal landen;001 Levende dieren, anders dan dieren...;2016 augustus;103.0;187.0
150;Totaal landen;001 Levende dieren, anders dan dieren...;2016 september;108.0;187.0
151;Totaal landen;001 Levende dieren, anders dan dieren...;2016 oktober;105.0;175.0
152;Totaal landen;001 Levende dieren, anders dan dieren...;2016 november;100.0;191.0
153;Totaal landen;001 Levende dieren, anders dan dieren...;2016 december;106.0;204.0
154;Totaal landen;001 Levende dieren, anders dan dieren...;2016;1179.0;2046.0
155;Totaal landen;001 Levende dieren, anders dan dieren...;2017 januari;105.0;185.0
156;Totaal landen;001 Levende dieren, anders dan dieren...;2017 februari;96.0;172.0
157;Totaal landen;001 Levende dieren, anders dan dieren...;2017 maart;117.0;197.0
158;Totaal landen;001 Levende dieren, anders dan dieren...;2017 april;97.0;171.0
159;Totaal landen;001 Levende dieren, anders dan dieren...;2017 mei;110.0;193.0
160;Totaal landen;001 Levende dieren, anders dan dieren...;2017 juni;108.0;199.0
161;Totaal landen;001 Levende dieren, anders dan dieren...;2017 juli;97.0;186.0
162;Totaal landen;001 Levende dieren, anders dan dieren...;2017 augustus;104.0;203.0
163;Totaal landen;001 Levende dieren, anders dan dieren...;2017 september;105.0;188.0
164;Totaal landen;001 Levende dieren, anders dan dieren...;2017 oktober;108.0;179.0
165;Totaal landen;001 Levende dieren, anders dan dieren...;2017 november;102.0;192.0
166;Totaal landen;001 Levende dieren, anders dan dieren...;2017 december;99.0;196.0
167;Totaal landen;001 Levende dieren, anders dan dieren...;2017;1247.0;2261.0
168;Totaal landen;001 Levende dieren, anders dan dieren...;2018 januari;85.0;182.0
169;Totaal landen;001 Levende dieren, anders dan dieren...;2018 februari;89.0;147.0
170;Totaal landen;001 Levende dieren, anders dan dieren...;2018 maart;107.0;174.0
171;Totaal landen;001 Levende dieren, anders dan dieren...;2018 april;102.0;173.0
172;Totaal landen;001 Levende dieren, anders dan dieren...;2018 mei;106.0;170.0
173;Totaal landen;001 Levende dieren, anders dan dieren...;2018 juni;112.0;155.0
174;Totaal landen;001 Levende dieren, anders dan dieren...;2018 juli;98.0;154.0
175;Totaal landen;001 Levende dieren, anders dan dieren...;2018 augustus;98.0;157.0
176;Totaal landen;001 Levende dieren, anders dan dieren...;2018 september;95.0;158.0
177;Totaal landen;001 Levende dieren, anders dan dieren...;2018 oktober;102.0;159.0
178;Totaal landen;001 Levende dieren, anders dan dieren...;2018 november;103.0;176.0
179;Totaal landen;001 Levende dieren, anders dan dieren...;2018 december;97.0;172.0
180;Totaal landen;001 Levende dieren, anders dan dieren...;2018 ;1193.0;1977.0
181;Totaal landen;001 Levende dieren, anders dan dieren...;2019 januari;100.0;175.0
182;Totaal landen;001 Levende dieren, anders dan dieren...;2019 februari;93.0;151.0
183;Totaal landen;001 Levende dieren, anders dan dieren...;2019 maart;108.0;157.0
184;Totaal landen;001 Levende dieren, anders dan dieren...;2019 april;110.0;174.0
185;Totaal landen;001 Levende dieren, anders dan dieren...;2019 mei;115.0;180.0
186;Totaal landen;001 Levende dieren, anders dan dieren...;2019 juni;104.0;164.0
187;Totaal landen;001 Levende dieren, anders dan dieren...;2019 juli;113.0;178.0
188;Totaal landen;001 Levende dieren, anders dan dieren...;2019 augustus;101.0;167.0
189;Totaal landen;001 Levende dieren, anders dan dieren...;2019 september;102.0;167.0
190;Totaal landen;001 Levende dieren, anders dan dieren...;2019 oktober;112.0;185.0
191;Totaal landen;001 Levende dieren, anders dan dieren...;2019 november;106.0;174.0
192;Totaal landen;001 Levende dieren, anders dan dieren...;2019 december;103.0;193.0
193;Totaal landen;001 Levende dieren, anders dan dieren...;2019;1267.0;2064.0
194;Totaal landen;001 Levende dieren, anders dan dieren...;2020 januari;101.0;189.0
195;Totaal landen;001 Levende dieren, anders dan dieren...;2020 februari;99.0;171.0
196;Totaal landen;001 Levende dieren, anders dan dieren...;2020 maart;111.0;178.0
197;Totaal landen;001 Levende dieren, anders dan dieren...;2020 april;100.0;153.0
198;Totaal landen;001 Levende dieren, anders dan dieren...;2020 mei;83.0;135.0
199;Totaal landen;001 Levende dieren, anders dan dieren...;2020 juni;90.0;148.0
200;Totaal landen;001 Levende dieren, anders dan dieren...;2020 juli;101.0;131.0
201;Totaal landen;001 Levende dieren, anders dan dieren...;2020 augustus;89.0;128.0
202;Totaal landen;001 Levende dieren, anders dan dieren...;2020 september;98.0;140.0
203;Totaal landen;001 Levende dieren, anders dan dieren...;2020 oktober;92.0;130.0
204;Totaal landen;001 Levende dieren, anders dan dieren...;2020 november;78.0;135.0
205;Totaal landen;001 Levende dieren, anders dan dieren...;2020 december;93.0;139.0
206;Totaal landen;001 Levende dieren, anders dan dieren...;2020;1137.0;1776.0
207;Totaal landen;001 Levende dieren, anders dan dieren...;2021 januari;;
208;Totaal landen;001 Levende dieren, anders dan dieren...;2021 februari;;
209;Totaal landen;001 Levende dieren, anders dan dieren...;2021 maart;;
210;Totaal landen;001 Levende dieren, anders dan dieren...;2021 april;;
211;Totaal landen;001 Levende dieren, anders dan dieren...;2021 mei;;
212;Totaal landen;001 Levende dieren, anders dan dieren...;2021 juni;;
213;Totaal landen;001 Levende dieren, anders dan dieren...;2021 juli;;
214;Totaal landen;001 Levende dieren, anders dan dieren...;2021 augustus;;
215;Totaal landen;001 Levende dieren, anders dan dieren...;2021 september;;
216;Totaal landen;001 Levende dieren, anders dan dieren...;2021 oktober;;
217;Totaal landen;001 Levende dieren, anders dan dieren...;2021 november;;
218;Totaal landen;001 Levende dieren, anders dan dieren...;2021 december;;
219;Totaal landen;001 Levende dieren, anders dan dieren...;2021;;
220;Totaal landen;001 Levende dieren, anders dan dieren...;2022 januari;101.0;145.0
221;Totaal landen;001 Levende dieren, anders dan dieren...;2022 februari;103.0;139.0
222;Totaal landen;001 Levende dieren, anders dan dieren...;2022 maart;132.0;148.0
223;Totaal landen;001 Levende dieren, anders dan dieren...;2022 april;126.0;174.0
224;Totaal landen;001 Levende dieren, anders dan dieren...;2022 mei;140.0;161.0
225;Totaal landen;001 Levende dieren, anders dan dieren...;2022 juni;137.0;166.0
226;Totaal landen;001 Levende dieren, anders dan dieren...;2022 juli;121.0;137.0
227;Totaal landen;001 Levende dieren, anders dan dieren...;2022 augustus;146.0;170.0
228;Totaal landen;001 Levende dieren, anders dan dieren...;2022 september;130.0;183.0
229;Totaal landen;001 Levende dieren, anders dan dieren...;2022 oktober;134.0;193.0
230;Totaal landen;001 Levende dieren, anders dan dieren...;2022 november;136.0;174.0
231;Totaal landen;001 Levende dieren, anders dan dieren...;2022 december;148.0;186.0
232;Totaal landen;001 Levende dieren, anders dan dieren...;2022;1553.0;1976.0
233;Totaal landen;001 Levende dieren, anders dan dieren...;2023 januari;117.0;181.0
234;Totaal landen;001 Levende dieren, anders dan dieren...;2023 februari;124.0;175.0
235;Totaal landen;001 Levende dieren, anders dan dieren...;2023 maart;137.0;210.0
236;Totaal landen;001 Levende dieren, anders dan dieren...;2023 april;139.0;173.0
237;Totaal landen;001 Levende dieren, anders dan dieren...;2023 mei;151.0;201.0
238;Totaal landen;001 Levende dieren, anders dan dieren...;2023 juni;148.0;211.0
239;Totaal landen;001 Levende dieren, anders dan dieren...;2023 juli;130.0;177.0
240;Totaal landen;001 Levende dieren, anders dan dieren...;2023 augustus;141.0;204.0
241;Totaal landen;001 Levende dieren, anders dan dieren...;2023 september;128.0;184.0
242;Totaal landen;001 Levende dieren, anders dan dieren...;2023 oktober;147.0;189.0
243;Totaal landen;001 Levende dieren, anders dan dieren...;2023 november;139.0;187.0
244;Totaal landen;001 Levende dieren, anders dan dieren...;2023 december;132.0;199.0
245;Totaal landen;001 Levende dieren, anders dan dieren...;2023;1634.0;2290.0
246;Totaal landen;001 Levende dieren, anders dan dieren...;2024 januari;117.0;188.0
247;Totaal landen;001 Levende dieren, anders dan dieren...;2024 februari;112.0;186.0
248;Totaal landen;001 Levende dieren, anders dan dieren...;2024 maart;130.0;207.0
249;Totaal landen;001 Levende dieren, anders dan dieren...;2024 april;132.0;212.0
250;Totaal landen;001 Levende dieren, anders dan dieren...;2024 mei;134.0;195.0
251;Totaal landen;001 Levende dieren, anders dan dieren...;2024 juni;130.0;190.0
252;Totaal landen;001 Levende dieren, anders dan dieren...;2024 juli;128.0;198.0
253;Totaal landen;001 Levende dieren, anders dan dieren...;2024 augustus;120.0;172.0
254;Totaal landen;001 Levende dieren, anders dan dieren...;2024 september;126.0;188.0
255;Totaal landen;001 Levende dieren, anders dan dieren...;2024 oktober;151.0;197.0
256;Totaal landen;001 Levende dieren, anders dan dieren...;2024 november;139.0;196.0
257;Totaal landen;001 Levende dieren, anders dan dieren...;2024 januari-november;1420.0;2131.0
258;Totaal landen;00111 Raszuivere fokrunderen, levend;2015 januari;5.0;5.0
259;Totaal landen;00111 Raszuivere fokrunderen, levend;2015 februari;4.0;5.0
260;Totaal landen;00111 Raszuivere fokrunderen, levend;2015 maart;5.0;9.0
261;Totaal landen;00111 Raszuivere fokrunderen, levend;2015 april;6.0;6.0
262;Totaal landen;00111 Raszuivere fokrunderen, levend;2015 mei;5.0;9.0
263;Totaal landen;00111 Raszuivere fokrunderen, levend;2015 juni;5.0;4.0
264;Totaal landen;00111 Raszuivere fokrunderen, levend;2015 juli;5.0;10.0
265;Totaal landen;00111 Raszuivere fokrunderen, levend;2015 augustus;4.0;7.0
266;Totaal landen;00111 Raszuivere fokrunderen, levend;2015 september;5.0;8.0
267;Totaal landen;00111 Raszuivere fokrunderen, levend;2015 oktober;4.0;9.0
268;Totaal landen;00111 Raszuivere fokrunderen, levend;2015 november;6.0;12.0
269;Totaal landen;00111 Raszuivere fokrunderen, levend;2015 december;5.0;8.0
270;Totaal landen;00111 Raszuivere fokrunderen, levend;2015 ;59.0;91.0
271;Totaal landen;00111 Raszuivere fokrunderen, levend;2016 januari;4.0;8.0
272;Totaal landen;00111 Raszuivere fokrunderen, levend;2016 februari;4.0;3.0
273;Totaal landen;00111 Raszuivere fokrunderen, levend;2016 maart;4.0;5.0
274;Totaal landen;00111 Raszuivere fokrunderen, levend;2016 april;4.0;5.0
275;Totaal landen;00111 Raszuivere fokrunderen, levend;2016 mei;3.0;6.0
276;Totaal landen;00111 Raszuivere fokrunderen, levend;2016 juni;4.0;9.0
277;Totaal landen;00111 Raszuivere fokrunderen, levend;2016 juli;6.0;7.0
278;Totaal landen;00111 Raszuivere fokrunderen, levend;2016 augustus;6.0;6.0
279;Totaal landen;00111 Raszuivere fokrunderen, levend;2016 september;6.0;5.0
280;Totaal landen;00111 Raszuivere fokrunderen, levend;2016 oktober;6.0;6.0
281;Totaal landen;00111 Raszuivere fokrunderen, levend;2016 november;6.0;11.0
282;Totaal landen;00111 Raszuivere fokrunderen, levend;2016 december;6.0;14.0
283;Totaal landen;00111 Raszuivere fokrunderen, levend;2016;57.0;84.0
284;Totaal landen;00111 Raszuivere fokrunderen, levend;2017 januari;5.0;9.0
285;Totaal landen;00111 Raszuivere fokrunderen, levend;2017 februari;4.0;10.0
286;Totaal landen;00111 Raszuivere fokrunderen, levend;2017 maart;5.0;12.0
287;Totaal landen;00111 Raszuivere fokrunderen, levend;2017 april;6.0;11.0
288;Totaal landen;00111 Raszuivere fokrunderen, levend;2017 mei;6.0;13.0
289;Totaal landen;00111 Raszuivere fokrunderen, levend;2017 juni;6.0;14.0
290;Totaal landen;00111 Raszuivere fokrunderen, levend;2017 juli;4.0;12.0
291;Totaal landen;00111 Raszuivere fokrunderen, levend;2017 augustus;8.0;12.0
292;Totaal landen;00111 Raszuivere fokrunderen, levend;2017 september;7.0;10.0
293;Totaal landen;00111 Raszuivere fokrunderen, levend;2017 oktober;7.0;10.0
294;Totaal landen;00111 Raszuivere fokrunderen, levend;2017 november;6.0;11.0
295;Totaal landen;00111 Raszuivere fokrunderen, levend;2017 december;7.0;14.0
296;Totaal landen;00111 Raszuivere fokrunderen, levend;2017;70.0;138.0
297;Totaal landen;00111 Raszuivere fokrunderen, levend;2018 januari;4.0;11.0
298;Totaal landen;00111 Raszuivere fokrunderen, levend;2018 februari;5.0;7.0
299;Totaal landen;00111 Raszuivere fokrunderen, levend;2018 maart;7.0;15.0
300;Totaal landen;00111 Raszuivere fokrunderen, levend;2018 april;6.0;12.0
301;Totaal landen;00111 Raszuivere fokrunderen, levend;2018 mei;8.0;15.0
302;Totaal landen;00111 Raszuivere fokrunderen, levend;2018 juni;10.0;13.0
303;Totaal landen;00111 Raszuivere fokrunderen, levend;2018 juli;6.0;13.0
304;Totaal landen;00111 Raszuivere fokrunderen, levend;2018 augustus;6.0;11.0
305;Totaal landen;00111 Raszuivere fokrunderen, levend;2018 september;7.0;8.0
306;Totaal landen;00111 Raszuivere fokrunderen, levend;2018 oktober;6.0;14.0
307;Totaal landen;00111 Raszuivere fokrunderen, levend;2018 november;8.0;12.0
308;Totaal landen;00111 Raszuivere fokrunderen, levend;2018 december;6.0;10.0
309;Totaal landen;00111 Raszuivere fokrunderen, levend;2018 ;80.0;143.0
310;Totaal landen;00111 Raszuivere fokrunderen, levend;2019 januari;5.0;8.0
311;Totaal landen;00111 Raszuivere fokrunderen, levend;2019 februari;5.0;8.0
312;Totaal landen;00111 Raszuivere fokrunderen, levend;2019 maart;5.0;8.0
313;Totaal landen;00111 Raszuivere fokrunderen, levend;2019 april;5.0;8.0
314;Totaal landen;00111 Raszuivere fokrunderen, levend;2019 mei;6.0;9.0
315;Totaal landen;00111 Raszuivere fokrunderen, levend;2019 juni;4.0;8.0
316;Totaal landen;00111 Raszuivere fokrunderen, levend;2019 juli;5.0;9.0
317;Totaal landen;00111 Raszuivere fokrunderen, levend;2019 augustus;7.0;7.0
318;Totaal landen;00111 Raszuivere fokrunderen, levend;2019 september;7.0;8.0
319;Totaal landen;00111 Raszuivere fokrunderen, levend;2019 oktober;6.0;9.0
320;Totaal landen;00111 Raszuivere fokrunderen, levend;2019 november;5.0;5.0
321;Totaal landen;00111 Raszuivere fokrunderen, levend;2019 december;6.0;8.0
322;Totaal landen;00111 Raszuivere fokrunderen, levend;2019;66.0;95.0
323;Totaal landen;00111 Raszuivere fokrunderen, levend;2020 januari;4.0;8.0
324;Totaal landen;00111 Raszuivere fokrunderen, levend;2020 februari;8.0;7.0
325;Totaal landen;00111 Raszuivere fokrunderen, levend;2020 maart;6.0;9.0
326;Totaal landen;00111 Raszuivere fokrunderen, levend;2020 april;6.0;5.0
327;Totaal landen;00111 Raszuivere fokrunderen, levend;2020 mei;6.0;7.0
328;Totaal landen;00111 Raszuivere fokrunderen, levend;2020 juni;7.0;6.0
329;Totaal landen;00111 Raszuivere fokrunderen, levend;2020 juli;6.0;8.0
330;Totaal landen;00111 Raszuivere fokrunderen, levend;2020 augustus;8.0;6.0
331;Totaal landen;00111 Raszuivere fokrunderen, levend;2020 september;6.0;8.0
332;Totaal landen;00111 Raszuivere fokrunderen, levend;2020 oktober;7.0;5.0
333;Totaal landen;00111 Raszuivere fokrunderen, levend;2020 november;4.0;8.0
334;Totaal landen;00111 Raszuivere fokrunderen, levend;2020 december;6.0;6.0
335;Totaal landen;00111 Raszuivere fokrunderen, levend;2020;76.0;84.0
336;Totaal landen;00111 Raszuivere fokrunderen, levend;2021 januari;;
337;Totaal landen;00111 Raszuivere fokrunderen, levend;2021 februari;;
338;Totaal landen;00111 Raszuivere fokrunderen, levend;2021 maart;;
339;Totaal landen;00111 Raszuivere fokrunderen, levend;2021 april;;
