ID;Omvang;EconomischeActiviteit;Perioden;AantalOndernemingen_1;BalanstotaalEindstand_2;ImmaterieleVasteActiva_3;MaterieleVasteActiva_4;Deelnemingen_5;LanglVorderingenEnBeleggingen_6;Voorraden_7;KortlVorderingenEnBeleggingen_8;LiquideMiddelen_9;EigenVermogen_10;BelangVanDerden_11;EgalRekInvestPremiesSubsidiesED_12;Voorzieningen_13;LanglopendeSchuldenRentedragend_14;KortlopendeSchulden_15;NettoOmzetEnOvBedrijfsopbrengsten_16;LonenSalSocialeEnPensioenlasten_17;AfschrijvingenMinusInvesteringspremies_18;KostenVanDeOmzet_19;Bedrijfsresultaat_20;OverigeBedrijfskostenSaldo_21;ResultaatUitDeelnemingen_22;Rentebaten_23;Rentelasten_24;OverigeFinancieleResultaten_25;BuitengewoneBatenEnLastenSaldo_26;BuitengewoneBaten_27;BuitengewoneLasten_28;ResultaatVoorBelastingen_29;Vennootschapsbelasting_30;AandeelVanDerden_31;Nettoresultaat_32;Winstuitkeringen_33;ToevoegingOnttrekkingAanDeReserves_34
10;Alle ondernemingen;A.Alle ondernemingen;2002;201794.0;853906.4;35312.3;197453.1;131415.1;98250.8;63716.4;260513.2;67243.1;300994.9;16635.8;10527.9;48714.2;187248.2;289785.6;825878.2;-133671.5;-32755.2;-620186.3;39265.2;-6058.6;1837.2;10861.2;-17596.6;-1160.3;2056.5;10728.4;-8672.0;35261.3;-11296.7;-3623.4;20341.2;24940.3;-4599.1
11;Alle ondernemingen;B.Nijverheid;1992;32918.0;235131.3;3086.1;74613.9;57668.3;14548.3;23443.2;49019.3;12752.1;91782.1;5304.3;1186.2;15484.8;47795.1;73578.3;229869.9;-41267.1;-10559.9;-164246.6;13796.0;1139.7;;;;;-449.4;;;14486.2;-3339.2;-1371.1;9775.9;7416.8;2359.1
12;Alle ondernemingen;B.Nijverheid;1993;34170.0;237012.3;3409.7;75597.6;59867.0;13820.9;21971.7;49059.2;13286.7;96905.7;5628.1;878.5;15932.3;48899.0;68769.0;225073.2;-41479.6;-10585.4;-160381.9;12626.3;904.8;;;;;681.0;;;14212.2;-3155.9;-1256.7;9799.5;6265.5;3534.0
13;Alle ondernemingen;B.Nijverheid;1994;35933.0;243610.2;3787.2;75797.3;62000.6;15780.3;22390.1;49623.1;14232.1;102638.0;6133.0;651.2;16943.4;48253.8;68991.2;229749.9;-41324.5;-10612.2;-163055.9;14757.3;5904.5;;;;;-879.3;2453.4;-3332.6;19782.5;-3593.1;-1373.0;14816.4;7951.0;6865.4
14;Alle ondernemingen;B.Nijverheid;1995;36329.0;252515.8;4911.8;77158.1;66498.0;14707.8;23129.8;50997.5;15113.1;105923.2;6346.2;498.5;18226.2;48050.1;73471.8;240397.5;-41625.3;-10813.5;-171009.8;16948.8;5815.7;8882.0;2155.9;-4981.2;-240.9;-106.0;2211.8;-2317.8;22658.5;-4538.5;-1772.6;16347.4;8574.1;7773.3
15;Alle ondernemingen;B.Nijverheid;1996;38187.0;271406.9;5974.6;79024.7;76463.7;17026.1;22644.3;55868.2;14405.8;114969.4;6501.7;1925.9;18226.2;52703.8;77080.2;255714.9;-42782.4;-11205.3;-183388.1;18339.1;6686.5;9377.0;2128.1;-4835.1;16.5;660.7;2449.8;-1789.2;25686.3;-5375.5;-2528.4;17782.4;9471.3;8311.1
16;Alle ondernemingen;B.Nijverheid;1997;40197.0;298402.0;7748.0;80925.6;86321.6;21535.7;24528.4;61524.1;15819.1;130166.1;7886.9;2057.9;18737.6;54625.9;84928.0;278349.8;-44823.3;-11668.5;-202021.4;19836.5;9344.5;11843.3;2393.9;-4950.5;57.8;3775.6;5704.6;-1929.0;32956.6;-5885.2;-2845.1;24226.3;10108.1;14118.2
17;Alle ondernemingen;B.Nijverheid;1998;41235.0;307632.4;10851.7;82200.7;76376.2;27441.8;25217.2;64267.6;21277.6;126136.8;7474.9;2149.9;19501.6;60456.7;91912.9;283894.1;-46461.7;-12245.2;-205810.1;19377.1;4686.0;7232.3;2798.8;-5556.3;211.2;5225.5;7592.7;-2367.3;29288.5;-5068.5;-2264.0;21956.0;14636.1;7319.9
18;Alle ondernemingen;B.Nijverheid;1999;40561.0;346231.6;10878.7;85484.1;88880.1;34805.6;26296.1;78675.3;21212.3;146142.2;9709.4;2063.9;22619.5;68853.2;96843.7;290655.2;-48076.1;-12811.3;-209882.5;19885.3;9054.8;11127.6;3540.7;-5992.9;379.4;3834.9;7258.0;-3423.1;32775.1;-5475.9;-2905.0;24394.1;12244.7;12149.4
19;Alle ondernemingen;B.Nijverheid;2000;39956.0;401679.0;14637.7;87357.0;106695.4;41206.7;28561.0;103379.5;19842.2;174949.2;11879.7;2125.2;21384.2;73159.0;118182.0;332730.9;-48788.4;-13183.1;-246200.6;24558.8;15479.5;15069.9;5382.4;-7304.3;2331.6;13714.0;16120.9;-2406.9;53752.4;-7077.1;-4406.3;42268.9;15899.8;26369.1
20;Alle ondernemingen;B.Nijverheid;2001;44636.0;438867.2;20670.4;89910.9;105444.0;55726.6;30158.1;113418.8;23538.6;183366.2;14114.6;2103.9;22065.0;88486.0;128731.5;348671.5;-52043.1;-14150.8;-259549.2;22928.4;8125.8;10948.0;6271.2;-8615.4;-478.0;2896.2;6542.4;-3646.2;33950.3;-5871.1;-4250.6;23828.6;15806.2;8022.4
21;Alle ondernemingen;B.Nijverheid;2002;45314.0;453340.4;20273.9;91715.4;105501.3;49305.0;30881.9;129549.4;26113.2;180192.7;15557.7;2230.9;21451.9;92029.5;141877.7;347141.1;-55229.7;-14374.1;-258485.7;19051.5;7373.9;11445.2;6042.5;-8181.8;-1931.9;3285.7;7012.0;-3726.3;29711.5;-5071.4;-3444.7;21195.4;12439.7;8755.7
22;Alle ondernemingen;100;1992;1412.0;84021.8;502.4;20504.6;36539.0;4756.9;4804.3;15111.9;1802.7;41574.1;3893.3;470.2;4419.2;12200.2;21464.7;55447.8;-5979.5;-3028.9;-41328.5;5110.7;2315.0;;;;;98.5;;;7524.2;-1380.2;-1106.9;5037.1;4983.6;53.5
23;Alle ondernemingen;100;1993;1455.0;83447.8;464.7;20474.8;36942.0;4462.3;4357.5;14642.4;2104.2;43520.0;3836.0;327.9;4254.2;13221.4;18288.4;53223.8;-6071.3;-3035.7;-39508.6;4608.3;1915.3;;;;;46.4;;;6570.0;-1378.2;-1057.0;4134.8;4001.3;133.5
24;Alle ondernemingen;100;1994;1506.0;82310.9;686.5;19927.2;36846.8;5277.3;4292.5;13391.9;1888.9;44496.6;4136.2;246.6;4481.7;12779.5;16170.2;52207.1;-5760.0;-3015.6;-38466.1;4965.4;4457.2;;;;;-971.8;1201.6;-2173.4;8450.8;-1525.7;-1167.2;5757.9;4155.1;1602.8
25;Alle ondernemingen;100;1995;1479.0;84057.7;905.7;20273.1;39434.3;3474.9;4475.5;13128.0;2366.2;44692.6;4059.8;170.0;4850.0;12332.0;17953.2;55334.6;-5646.1;-3114.1;-39844.6;6729.7;4380.8;5130.4;667.8;-1203.9;-213.5;-616.4;304.5;-920.9;10494.1;-1951.8;-1425.8;7116.5;4650.7;2465.8
26;Alle ondernemingen;100;1996;1519.0;95708.6;769.9;20605.1;48835.2;3652.2;5219.5;14727.3;1899.5;53197.1;4116.9;120.8;4654.9;14502.6;19116.3;60940.9;-5613.4;-3122.8;-44799.7;7405.0;5524.5;6130.8;588.6;-1096.0;-98.8;695.7;1040.8;-345.1;13625.2;-2503.1;-2234.7;8887.4;5478.9;3408.5
27;Alle ondernemingen;100;1997;1623.0;103516.0;2105.9;21363.7;52490.7;4878.4;5636.8;15043.3;1997.1;57417.6;5074.0;92.0;4752.3;15490.7;20689.4;67133.4;-5861.0;-3271.8;-51193.6;6807.0;5942.9;6387.6;606.9;-1077.3;25.6;379.2;961.9;-582.7;13129.1;-2381.1;-2446.3;8301.8;5509.6;2792.2
28;Alle ondernemingen;100;1998;1657.0;98797.8;2144.6;21180.4;45701.0;7193.2;5420.5;15305.3;1852.8;49311.9;5453.3;66.2;5177.6;16968.0;21820.9;63103.4;-5816.3;-3566.2;-47767.7;5953.1;1519.8;2178.1;807.2;-1468.2;2.7;-205.1;469.2;-674.3;7267.8;-1502.6;-1934.0;3831.2;5664.1;-1832.9
29;Alle ondernemingen;100;1999;1574.0;111810.7;2212.2;20663.0;52821.1;7709.3;5959.5;20201.4;2244.2;55017.1;7422.9;50.5;6675.1;20716.3;21928.7;63098.7;-5966.2;-3512.0;-47660.7;5959.9;5402.8;6062.8;910.7;-1544.3;-26.4;1815.4;3059.4;-1244.0;13178.1;-1878.1;-2511.3;8788.6;6202.9;2585.7
30;Alle ondernemingen;100;2000;1572.0;127022.2;2992.1;21987.7;57565.2;8506.4;6769.8;26273.7;2927.1;65549.6;9207.3;42.8;5574.3;20332.2;26316.0;86026.1;-6282.5;-3635.6;-67181.7;8926.3;5780.9;6753.1;1290.5;-2105.9;-156.9;6873.7;7525.5;-651.9;21580.9;-2521.6;-3883.2;15176.1;6701.9;8474.2
31;Alle ondernemingen;100;2001;1787.0;135682.5;3685.4;21236.3;60737.4;12095.8;7006.3;27265.8;3655.4;70585.0;11672.7;36.3;5311.0;18336.2;29741.2;90303.5;-6435.5;-3616.0;-71104.7;9147.3;9499.9;10177.6;1608.8;-2201.9;-84.6;372.0;1554.7;-1182.7;19019.1;-2464.3;-3746.4;12808.4;7152.5;5655.9
32;Alle ondernemingen;100;2002;1806.0;143865.9;5098.9;22433.9;62174.1;10682.2;7538.9;31549.0;4388.9;64954.3;13228.6;30.0;5157.0;22061.2;38434.7;87438.2;-7133.3;-3575.3;-70684.4;6045.3;8249.7;9091.8;1264.0;-2015.0;-91.1;1147.8;2514.0;-1366.2;15442.8;-1778.2;-2963.6;10701.1;6337.6;4363.5
33;Alle ondernemingen;1;1992;80.0;276.7;3.1;114.0;12.3;8.5;20.6;69.1;49.1;124.5;0.1;1.7;38.4;31.6;80.5;258.2;-41.6;-19.1;-172.8;24.8;4.0;;;;;2.0;;;30.7;-9.6;0.0;21.2;7.7;13.5
34;Alle ondernemingen;1;1993;85.0;466.2;41.6;167.6;23.4;26.7;46.3;102.8;57.8;197.0;0.7;1.6;67.6;87.2;111.9;367.7;-62.3;-32.1;-242.5;30.7;11.8;;;;;0.0;;;42.5;-13.2;0.0;29.2;11.4;17.8
35;Alle ondernemingen;1;1994;90.0;487.6;23.8;164.0;29.3;48.4;46.9;110.7;64.6;207.5;0.6;1.2;59.0;86.6;132.6;435.5;-65.3;-32.7;-286.6;50.9;-0.8;;;;;1.9;8.0;-6.1;52.1;-18.0;-0.1;34.0;5.7;28.3
36;Alle ondernemingen;1;1995;93.0;596.6;21.5;202.7;42.1;44.5;60.2;132.9;92.6;259.6;4.1;0.1;84.2;90.9;157.6;447.4;-66.2;-35.2;-290.3;55.5;8.0;8.0;7.4;-7.4;-0.1;8.0;11.3;-3.2;71.6;-23.4;-1.0;47.2;10.4;36.8
37;Alle ondernemingen;1;1996;99.0;600.6;5.3;193.9;44.4;66.6;56.3;132.9;101.3;255.2;6.5;0.1;92.0;92.8;154.0;442.6;-67.0;-28.4;-296.4;50.8;1.0;0.6;6.8;-6.0;-0.4;9.3;11.9;-2.6;61.1;-21.6;-1.2;38.2;20.3;17.9
38;Alle ondernemingen;1;1997;100.0;859.5;14.2;339.4;79.4;66.6;66.2;191.4;102.2;361.5;7.7;10.1;106.5;143.4;230.3;606.3;-95.8;-51.6;-392.5;66.4;6.2;7.3;8.6;-14.8;5.2;7.4;12.4;-5.0;80.1;-26.9;-1.0;52.2;12.9;39.3
39;Alle ondernemingen;1;1998;94.0;830.3;16.9;334.9;85.8;69.1;62.1;164.1;97.3;335.3;10.2;7.3;107.2;136.3;234.0;587.4;-87.3;-47.6;-401.1;51.4;-1.0;6.7;4.9;-12.8;0.3;14.6;15.8;-1.2;65.0;-8.6;-2.1;54.3;12.4;41.9
40;Alle ondernemingen;1;1999;101.0;924.7;21.6;296.9;119.0;77.4;73.0;219.9;116.9;422.7;10.9;0.2;112.3;129.1;249.6;697.9;-108.9;-50.1;-472.7;66.2;12.6;14.6;8.4;-12.5;2.1;29.5;34.9;-5.4;108.3;-26.7;-1.7;79.9;31.1;48.8
41;Alle ondernemingen;1;2000;98.0;929.5;22.9;344.0;119.9;77.1;67.9;212.8;84.9;381.0;12.5;0.1;108.6;163.5;263.9;705.2;-107.9;-50.2;-488.9;58.2;4.9;9.5;7.6;-12.9;0.8;3.1;7.3;-4.2;66.3;-18.7;-2.0;45.6;18.5;27.1
42;Alle ondernemingen;1;2001;106.0;931.2;42.4;334.6;75.4;62.6;90.1;222.5;103.7;393.5;13.0;0.1;101.0;174.9;248.7;759.9;-109.6;-52.7;-540.2;57.3;3.9;13.7;8.1;-18.6;0.7;30.2;38.8;-8.6;91.5;-16.9;-1.2;73.4;14.6;58.8
43;Alle ondernemingen;1;2002;107.0;898.1;35.3;312.7;94.4;60.5;73.1;220.3;101.8;416.6;11.5;0.1;91.2;154.5;224.2;677.6;-104.8;-57.5;-478.6;36.6;9.2;18.1;4.8;-14.5;0.8;21.6;31.8;-10.2;67.4;-7.5;0.5;60.5;27.9;32.6
44;Alle ondernemingen;2;1992;649.0;75306.7;474.9;17275.6;35899.5;3928.7;3790.1;12452.9;1484.8;38803.9;3882.7;397.2;3980.9;9982.4;18259.4;42340.4;-4771.4;-2546.8;-30258.9;4763.3;2335.1;;;;;113.3;;;7211.7;-1308.5;-1105.3;4798.0;3791.7;1006.3
45;Alle ondernemingen;2;1993;661.0;74900.5;398.0;16877.1;36251.0;3693.7;3422.3;12516.4;1742.0;40854.1;3805.4;272.8;3622.9;10808.9;15536.4;42012.9;-4772.0;-2516.5;-30298.0;4426.4;1966.4;;;;;39.7;;;6432.5;-1305.3;-1051.5;4075.7;3744.7;331.0
46;Alle ondernemingen;2;1994;679.0;74381.2;635.4;16529.8;36284.6;4618.2;3297.5;11484.3;1531.4;41808.1;4115.4;206.9;3907.8;10588.3;13754.7;42245.3;-4501.5;-2496.1;-30627.6;4620.1;4547.2;;;;;-1029.2;1107.3;-2136.5;8138.2;-1437.8;-1165.7;5534.7;4029.4;1505.3
47;Alle ondernemingen;2;1995;651.0;76263.7;846.4;16911.9;38562.4;2983.0;3453.2;11479.7;2027.0;41818.4;4046.9;142.8;4190.3;10336.9;15728.3;45502.4;-4402.3;-2570.0;-32058.7;6471.3;4423.4;5072.9;587.9;-1011.3;-226.1;-579.4;246.7;-826.1;10315.3;-1836.1;-1425.2;7054.1;4437.7;2616.4
48;Alle ondernemingen;2;1996;656.0;87497.1;726.6;17280.8;47960.3;3045.0;4070.6;12867.7;1546.1;50098.5;4102.2;103.1;3964.3;12516.3;16712.6;49387.9;-4344.4;-2549.9;-35483.8;7009.8;5553.7;6068.3;519.2;-933.9;-100.0;696.9;999.9;-303.1;13260.4;-2369.8;-2233.5;8657.1;5285.2;3371.9
49;Alle ondernemingen;2;1997;693.0;93642.3;1923.3;17655.6;51389.0;4344.5;4328.2;12402.6;1598.9;53519.9;5054.6;70.2;4098.6;13198.6;17700.3;53094.8;-4420.6;-2632.1;-39846.4;6195.7;5968.5;6301.4;536.8;-893.1;23.4;408.0;900.3;-492.3;12572.2;-2181.0;-2439.5;7951.7;5373.7;2578.0
50;Alle ondernemingen;2;1998;707.0;89262.0;2077.7;17458.6;44710.2;6731.3;4271.1;12534.1;1479.0;45650.8;5442.7;53.1;4561.7;14842.6;18711.2;50219.3;-4355.7;-2978.9;-37515.6;5369.1;1605.1;2175.7;722.1;-1289.4;-3.3;-194.5;423.5;-618.0;6779.7;-1379.6;-1911.6;3488.5;5511.1;-2022.6
51;Alle ondernemingen;2;1999;692.0;101564.7;2116.2;17068.9;51950.7;6966.0;4626.8;17005.5;1830.7;51351.0;7411.6;45.0;6040.8;18190.6;18525.6;49150.9;-4527.8;-2908.5;-36396.4;5318.2;5402.1;5973.2;808.6;-1363.8;-16.0;1805.3;2927.3;-1122.0;12525.6;-1694.1;-2509.5;8322.0;5913.5;2408.5
52;Alle ondernemingen;2;2000;701.0;114911.2;2545.7;18401.7;56542.4;7543.3;5252.3;22062.2;2563.6;60931.5;9191.2;38.1;4966.0;17337.0;22447.5;64600.0;-4745.9;-3018.1;-49002.6;7833.4;5908.4;6702.5;1153.4;-1839.0;-108.5;6700.4;7223.0;-522.6;20442.1;-2328.8;-3882.4;14230.9;6571.8;7659.1
53;Alle ondernemingen;2;2001;784.0;123365.8;3347.1;17766.5;59611.0;11082.2;5505.6;22760.8;3292.7;66160.9;11657.5;33.6;4695.2;15319.5;25499.2;71596.8;-4893.4;-2997.2;-55258.1;8448.1;9563.7;10119.1;1407.6;-1902.2;-60.8;366.8;1478.8;-1112.0;18378.5;-2271.2;-3744.7;12362.6;6511.1;5851.5
54;Alle ondernemingen;2;2002;830.0;130537.9;4691.3;18563.9;61017.8;9321.0;5942.4;27036.2;3965.2;59888.6;13216.8;27.0;4514.3;18715.9;34175.3;68590.3;-5437.0;-2943.4;-54562.0;5648.0;8258.2;9016.2;1084.3;-1735.4;-107.0;1049.7;2361.0;-1311.3;14955.8;-1699.2;-2964.1;10292.5;6220.2;4072.3
55;Alle ondernemingen;3;1992;683.0;8438.4;24.3;3114.9;627.3;819.7;993.6;2589.8;268.7;2645.8;10.5;71.3;399.9;2186.1;3124.8;12849.1;-1166.6;-463.0;-10896.8;322.7;-24.1;;;;;-16.8;;;281.7;-62.2;-1.6;218.0;1184.2;-966.2
56;Alle ondernemingen;3;1993;709.0;8081.1;25.0;3430.1;667.5;741.9;888.9;2023.2;304.4;2468.8;29.9;53.5;563.6;2325.3;2640.0;10843.2;-1236.9;-487.1;-8968.0;151.2;-62.8;;;;;6.7;;;95.1;-59.6;-5.5;30.0;245.2;-215.2
57;Alle ondernemingen;3;1994;737.0;7442.1;27.3;3233.3;532.9;610.7;948.1;1796.9;292.9;2481.1;20.2;38.4;514.9;2104.6;2282.9;9526.3;-1193.2;-486.8;-7551.9;294.4;-89.3;;;;;55.5;86.2;-30.7;260.6;-69.9;-1.4;189.3;119.9;69.4
58;Alle ondernemingen;3;1995;735.0;7197.4;37.7;3158.5;829.8;447.5;962.0;1515.3;246.6;2614.6;8.8;27.1;575.5;1904.3;2067.3;9384.8;-1177.6;-508.8;-7495.5;202.9;-50.7;49.4;72.5;-185.2;12.6;-45.0;46.6;-91.6;107.2;-92.3;0.4;15.3;202.6;-187.3
59;Alle ondernemingen;3;1996;764.0;7610.9;38.0;3130.4;830.5;540.7;1092.6;1726.7;252.1;2843.4;8.3;17.5;598.6;1893.4;2249.7;11110.4;-1202.0;-544.5;-9019.5;344.4;-30.2;61.9;62.6;-156.1;1.5;-10.4;29.1;-39.5;303.7;-111.7;0.0;192.0;173.3;18.7
60;Alle ondernemingen;3;1997;830.0;9014.2;168.3;3368.6;1022.3;467.3;1242.4;2449.3;295.9;3536.2;11.6;11.7;547.2;2148.7;2758.8;13432.3;-1344.6;-588.0;-10954.8;544.9;-31.8;79.0;61.5;-169.3;-3.1;-36.3;49.1;-85.5;476.8;-173.2;-5.8;297.9;123.0;174.9
61;Alle ondernemingen;3;1998;856.0;8705.5;50.0;3386.9;905.0;392.8;1087.3;2607.1;276.5;3325.8;0.4;5.8;508.7;1989.1;2875.7;12296.8;-1373.4;-539.8;-9851.0;532.6;-84.3;-4.4;80.2;-165.9;5.8;-25.2;29.8;-55.0;423.1;-114.4;-20.3;288.4;140.7;147.7
62;Alle ondernemingen;3;1999;781.0;9321.2;74.4;3297.2;751.5;665.9;1259.7;2976.0;296.6;3243.3;0.4;5.3;521.9;2396.6;3153.6;13249.9;-1329.4;-553.4;-10791.6;575.5;-11.9;75.0;93.6;-168.0;-12.5;-19.4;97.2;-116.6;544.1;-157.3;-0.1;386.7;258.4;128.3
63;Alle ondernemingen;3;2000;773.0;11181.5;423.6;3242.0;902.9;886.1;1449.6;3998.7;278.6;4237.1;3.7;4.6;499.8;2831.6;3604.6;20720.9;-1428.6;-567.3;-17690.3;1034.7;-132.4;41.1;129.5;-253.9;-49.2;170.2;295.3;-125.1;1072.5;-174.1;1.1;899.5;111.6;787.9
64;Alle ondernemingen;3;2001;897.0;11385.4;296.0;3135.3;1051.1;950.9;1410.6;4282.5;259.1;4030.6;2.2;2.6;514.8;2841.9;3993.3;17946.8;-1432.4;-566.1;-15306.5;641.9;-67.8;44.8;193.1;-281.1;-24.6;-25.0;37.1;-62.2;549.1;-176.2;-0.5;372.4;626.8;-254.4
65;Alle ondernemingen;3;2002;869.0;12429.9;372.3;3557.3;1061.8;1300.7;1523.4;4292.5;321.9;4649.1;0.4;2.9;551.5;3190.8;4035.2;18170.4;-1591.5;-574.4;-15643.8;360.7;-17.7;57.4;174.8;-265.1;15.2;76.5;121.3;-44.7;419.6;-71.5;0.0;348.0;89.5;258.5
66;Alle ondernemingen;4;1992;1687.0;34166.2;411.8;8413.2;8479.4;1938.4;4748.9;8224.4;1950.0;14071.8;1067.0;189.6;2229.9;5115.9;11491.8;44285.6;-4994.6;-1218.8;-35642.6;2429.6;1356.3;;;;;-68.9;;;3717.0;-690.9;-159.8;2866.3;975.4;1890.9
67;Alle ondernemingen;4;1993;1686.0;34498.4;751.8;8603.3;8547.3;1949.8;4530.4;8367.9;1748.0;14565.6;1129.4;139.5;2354.1;4956.0;11353.9;44105.9;-5186.1;-1290.8;-35339.3;2289.7;1024.4;;;;;82.3;;;3396.4;-581.3;-139.1;2676.1;841.0;1835.1
68;Alle ondernemingen;4;1994;1729.0;36394.2;694.1;8605.6;9890.6;2373.0;4616.3;8113.9;2100.8;16145.1;1200.7;97.7;2428.1;5492.8;11029.8;43387.2;-5089.9;-1300.5;-34488.9;2507.8;1893.0;;;;;11.9;251.1;-239.3;4412.7;-602.5;-172.8;3637.3;1746.6;1890.7
69;Alle ondernemingen;4;1995;1757.0;37681.2;959.4;8646.5;9991.1;2944.9;4566.7;8380.8;2191.7;16678.0;1327.4;75.8;2687.0;5682.3;11230.6;44237.3;-5078.6;-1293.0;-35496.4;2369.3;1425.0;1693.6;507.1;-737.0;-38.7;171.3;456.5;-285.2;3965.6;-670.0;-180.7;3114.9;1769.5;1345.4
70;Alle ondernemingen;4;1996;1823.0;37229.0;1373.1;8602.8;8992.1;3294.4;4650.1;8466.4;1850.1;15684.3;1258.8;66.3;2594.7;6528.5;11096.5;46704.2;-5050.1;-1382.5;-37601.0;2670.5;1732.7;1912.3;499.3;-705.4;26.4;11.2;162.6;-151.4;4414.4;-810.3;-174.6;3429.6;1702.0;1727.6
