ID;Margins;SectorBranches;Periods;TurnoverLastThreeMonths_1;TurnoverNextThreeMonths_2;TurnoverNextYear_3;ForeignTurnoverLastThreeMonths_4;ForeignTurnoverNextThreeMonths_5;ForeignTurnoverNextYear_6;SellingPricesRatesNextThreeMonths_7;OrderIntakeLastThreeMonths_8;ExpectedOrderIntakeNextThreeMonths_9;ExportOrdersNextThreeMonths_10;PurchaseOrdersNextThreeMonths_11;AssessmentOrderPosition_12;AssessmentOfFinishedProductsStocks_13;WorkforceNextYear_14;WorkforceLastThreeMonths_15;WorkforceNextThreeMonths_16;InvestmentsCurrentYear_17;InvestmentsNextYear_18;CompetitivePositionDomesticMarket_19;CompetitivePositionWithinEU_20;CompetitivePositionOutsideEU_21;EconomicClimateLast3Months_22;EconomicClimateNext3Months_23;ProfitabilityLast3Months_24
2014;Value;91 Libraries, museums, zoos etc;2017 1st quarter;13.1;-16.4;;;;;9.8;0.0;0.0;;0.0;6.4;;;6.6;3.3;0.0;;0.0;;;3.3;6.6;6.6
2015;Value;91 Libraries, museums, zoos etc;2017 2nd quarter;-5.2;29.8;;;;;0.0;1.9;12.2;;10.5;-0.5;;;0.0;21.1;-14.0;;10.5;;;3.5;7.0;7.0
2016;Value;91 Libraries, museums, zoos etc;2017 3rd quarter;15.7;14.0;;;;;0.0;7.0;0.0;;3.5;-0.4;;;7.0;21.1;7.0;;0.0;;;3.5;0.0;0.0
2017;Value;91 Libraries, museums, zoos etc;2017 4th quarter;3.4;-10.2;6.8;;;;3.4;3.4;0.0;;3.4;-0.3;;10.2;6.8;0.0;13.6;0.0;-3.4;;;0.0;0.0;0.0
2018;Value;91 Libraries, museums, zoos etc;2018 1st quarter;0.0;-3.4;;;;;27.3;6.8;3.4;;3.4;-7.0;;;17.1;15.4;17.1;;3.4;;;6.8;3.4;3.4
2019;Value;91 Libraries, museums, zoos etc;2018 2nd quarter;0.0;15.6;;;;;-3.7;3.7;-3.7;;7.3;-3.6;;;-3.7;3.7;11.0;;-3.7;;;0.0;3.7;-3.7
2020;Value;91 Libraries, museums, zoos etc;2018 3rd quarter;-7.3;-7.3;;;;;0.0;11.0;0.0;;3.7;-7.3;;;18.3;3.7;-3.7;;-14.7;;;3.7;-3.7;-7.3
2021;Value;91 Libraries, museums, zoos etc;2018 4th quarter;4.5;0.0;4.5;;;;7.1;-2.6;3.5;;-10.6;0.3;;-7.1;-3.5;0.0;0.0;17.7;-7.1;;;-3.5;7.1;0.0
2022;Value;91 Libraries, museums, zoos etc;2019 1st quarter;16.5;-13.2;;;;;39.0;6.6;-5.5;;-15.4;0.2;;;6.6;6.6;14.8;;6.6;;;6.6;0.0;11.0
2023;Value;91 Libraries, museums, zoos etc;2019 2nd quarter;0.0;25.0;;;;;3.4;-3.4;6.8;;13.6;4.5;;;13.6;17.1;13.6;;3.4;;;-6.8;6.8;0.0
2024;Value;91 Libraries, museums, zoos etc;2019 3rd quarter;3.4;-3.4;;;;;0.0;6.8;0.0;;10.2;4.6;;;10.2;10.2;13.6;;0.0;;;0.0;3.4;-6.8
2025;Value;91 Libraries, museums, zoos etc;2019 4th quarter;7.1;-3.5;3.5;;;;3.5;3.5;0.0;;-3.5;1.2;;3.5;0.0;-2.4;14.1;7.1;0.0;;;-3.5;-14.1;0.0
2026;Value;91 Libraries, museums, zoos etc;2020 1st quarter;-3.4;5.1;;;;;10.3;-10.3;3.4;;-6.9;-1.5;;;-3.4;3.4;-4.5;;3.4;;;-3.4;8.6;-6.9
2027;Value;91 Libraries, museums, zoos etc;2020 2nd quarter;-24.7;-62.9;;;;;5.0;-36.3;-49.6;;-66.2;-35.1;;;-6.6;-26.4;-39.6;;-13.3;;;-29.7;-82.8;-46.3
2028;Value;91 Libraries, museums, zoos etc;2020 3rd quarter;-46.0;21.3;;;;;5.3;-42.4;8.9;;7.1;-40.0;;;-10.5;-1.8;-35.5;;3.6;;;-46.0;39.1;-67.3
2029;Value;91 Libraries, museums, zoos etc;2020 4th quarter;24.7;-46.0;0.0;;;;14.2;0.0;-21.3;;-3.7;-3.8;;3.7;-14.0;-17.6;-14.0;1.8;10.7;;;-3.4;-35.5;-7.1
2030;Value;91 Libraries, museums, zoos etc;2021 1st quarter;-59.2;-27.1;;;;;6.8;-27.0;-16.9;;-35.1;-44.2;;;-46.9;6.3;-13.6;;-3.4;;;-41.0;-20.4;-42.3
2031;Value;91 Libraries, museums, zoos etc;2021 2nd quarter;-44.8;38.2;;;;;0.0;-18.4;16.4;;22.6;-17.0;;;-9.2;0.0;0.0;;-4.6;;;-14.3;21.5;-16.9
2032;Value;91 Libraries, museums, zoos etc;2021 3rd quarter;39.4;48.3;;;;;2.7;13.6;21.2;;16.3;-13.5;;;-2.6;14.9;7.3;;2.7;;;21.8;41.4;14.9
2033;Value;91 Libraries, museums, zoos etc;2021 4th quarter;43.3;21.7;64.7;;;;12.9;24.9;24.0;;12.9;-10.1;;29.3;24.5;16.6;10.2;29.5;2.6;;;40.3;29.2;15.0
2034;Value;91 Libraries, museums, zoos etc;2022 1st quarter;-51.8;-32.7;;;;;23.9;-8.0;2.0;;-13.9;-24.4;;;8.8;17.9;12.8;;-8.0;;;-35.9;-10.0;-17.9
2035;Value;91 Libraries, museums, zoos etc;2022 2nd quarter;14.2;39.9;;;;;7.1;3.6;17.8;;21.4;-6.1;;;17.8;22.1;0.8;;3.6;;;10.7;26.7;14.2
2036;Value;91 Libraries, museums, zoos etc;2022 3rd quarter;27.7;26.8;;;;;7.7;7.7;19.2;;11.5;-6.0;;;12.8;27.2;0.8;;-3.8;;;3.8;7.7;-3.8
2037;Value;91 Libraries, museums, zoos etc;2022 4th quarter;16.2;-19.2;25.7;;;;23.8;3.8;-3.8;;-11.5;-2.1;;11.5;12.3;-3.0;12.3;-3.4;-7.7;;;-7.2;-11.0;-11.0
2038;Value;91 Libraries, museums, zoos etc;2023 1st quarter;-5.5;-7.2;;;;;51.2;-3.4;10.3;;10.3;-4.9;;;-2.2;13.7;-6.9;;1.7;;;-20.6;-1.7;-6.7
2039;Value;91 Libraries, museums, zoos etc;2023 2nd quarter;20.6;30.2;;;;;9.6;6.4;16.1;;16.1;1.3;;;20.6;33.4;3.2;;2.9;;;-6.4;6.4;-4.8
2040;Value;92 Lotteries and betting;2016 1st quarter;;;;;;;;;;;;;;;;;;;;;;;;
2041;Value;92 Lotteries and betting;2016 2nd quarter;;;;;;;;;;;;;;;;;;;;;;;;
2042;Value;92 Lotteries and betting;2016 3rd quarter;;;;;;;;;;;;;;;;;;;;;;;;
2043;Value;92 Lotteries and betting;2016 4th quarter;;;;;;;;;;;;;;;;;;;;;;;;
2044;Value;92 Lotteries and betting;2017 1st quarter;;;;;;;;;;;;;;;;;;;;;;;;
2045;Value;92 Lotteries and betting;2017 2nd quarter;;;;;;;;;;;;;;;;;;;;;;;;
2046;Value;92 Lotteries and betting;2017 3rd quarter;;;;;;;;;;;;;;;;;;;;;;;;
2047;Value;92 Lotteries and betting;2017 4th quarter;;;;;;;;;;;;;;;;;;;;;;;;
2048;Value;92 Lotteries and betting;2018 1st quarter;;;;;;;;;;;;;;;;;;;;;;;;
2049;Value;92 Lotteries and betting;2018 2nd quarter;;;;;;;;;;;;;;;;;;;;;;;;
2050;Value;92 Lotteries and betting;2018 3rd quarter;;;;;;;;;;;;;;;;;;;;;;;;
2051;Value;92 Lotteries and betting;2018 4th quarter;;;;;;;;;;;;;;;;;;;;;;;;
2052;Value;92 Lotteries and betting;2019 1st quarter;;;;;;;;;;;;;;;;;;;;;;;;
2053;Value;92 Lotteries and betting;2019 2nd quarter;;;;;;;;;;;;;;;;;;;;;;;;
2054;Value;92 Lotteries and betting;2019 3rd quarter;;;;;;;;;;;;;;;;;;;;;;;;
2055;Value;92 Lotteries and betting;2019 4th quarter;;;;;;;;;;;;;;;;;;;;;;;;
2056;Value;92 Lotteries and betting;2020 1st quarter;;;;;;;;;;;;;;;;;;;;;;;;
2057;Value;92 Lotteries and betting;2020 2nd quarter;;;;;;;;;;;;;;;;;;;;;;;;
2058;Value;92 Lotteries and betting;2020 3rd quarter;;;;;;;;;;;;;;;;;;;;;;;;
2059;Value;92 Lotteries and betting;2020 4th quarter;;;;;;;;;;;;;;;;;;;;;;;;
2060;Value;92 Lotteries and betting;2021 1st quarter;;;;;;;;;;;;;;;;;;;;;;;;
2061;Value;92 Lotteries and betting;2021 2nd quarter;;;;;;;;;;;;;;;;;;;;;;;;
2062;Value;92 Lotteries and betting;2021 3rd quarter;;;;;;;;;;;;;;;;;;;;;;;;
2063;Value;92 Lotteries and betting;2021 4th quarter;;;;;;;;;;;;;;;;;;;;;;;;
2064;Value;92 Lotteries and betting;2022 1st quarter;-73.9;-35.5;;;;;0.0;1.3;-5.0;;-30.5;-33.8;;;7.0;30.5;-56.0;;-24.2;;;-39.2;-25.6;-73.9
2065;Value;92 Lotteries and betting;2022 2nd quarter;31.8;82.3;;;;;0.0;0.0;0.0;;33.4;0.0;;;28.0;78.3;-6.2;;-10.9;;;38.8;44.2;76.8
2066;Value;92 Lotteries and betting;2022 3rd quarter;71.4;5.4;;;;;0.0;0.0;0.0;;0.0;0.0;;;28.0;62.0;-18.5;;-33.4;;;28.0;5.4;66.0
2067;Value;92 Lotteries and betting;2022 4th quarter;-59.0;56.7;34.8;;;;0.0;0.0;0.0;;0.0;0.0;;71.6;41.8;71.6;-45.4;40.5;-5.0;;;-58.9;-44.0;-50.4
2068;Value;92 Lotteries and betting;2023 1st quarter;-17.2;-30.8;;;;;24.8;0.0;-6.0;;-6.0;0.0;;;18.8;66.9;48.9;;-6.0;;;-18.0;-6.0;-23.3
2069;Value;92 Lotteries and betting;2023 2nd quarter;52.7;65.7;;;;;0.0;0.0;0.0;;0.0;0.0;;;35.1;61.1;65.7;;-6.5;;;0.0;0.0;65.7
2070;Value;93 Sports and recreation;2016 1st quarter;-9.0;-0.1;;;;;23.1;-12.5;-10.0;;-14.5;-7.4;;;-17.3;-16.4;-1.1;;2.2;;;1.4;-1.5;6.8
2071;Value;93 Sports and recreation;2016 2nd quarter;1.7;16.4;;;;;5.9;6.1;6.8;;8.9;-3.7;;;-9.2;18.3;6.2;;0.8;;;4.3;9.2;-9.3
2072;Value;93 Sports and recreation;2016 3rd quarter;16.2;11.0;;;;;3.8;8.8;2.6;;13.5;-8.2;;;15.2;2.1;13.8;;4.4;;;11.9;-2.3;-3.2
2073;Value;93 Sports and recreation;2016 4th quarter;15.4;-8.5;12.7;;;;-2.1;6.1;-13.9;;-9.8;-4.7;;0.6;17.7;-18.4;6.4;13.0;-4.4;;;9.7;3.5;5.8
2074;Value;93 Sports and recreation;2017 1st quarter;-3.8;4.2;;;;;9.1;-7.3;-1.5;;-6.1;-8.2;;;-5.1;-6.2;2.9;;4.6;;;13.7;8.4;18.0
2075;Value;93 Sports and recreation;2017 2nd quarter;6.0;19.9;;;;;10.9;-4.0;18.1;;14.4;-3.3;;;-2.4;17.4;-1.5;;0.1;;;4.6;4.6;8.3
2076;Value;93 Sports and recreation;2017 3rd quarter;16.4;9.7;;;;;8.5;9.8;3.9;;11.9;-2.5;;;14.6;19.6;7.1;;7.8;;;7.5;1.4;-2.2
2077;Value;93 Sports and recreation;2017 4th quarter;14.5;-6.1;23.3;;;;12.5;10.6;-12.1;;-10.5;6.9;;15.0;4.8;-8.7;7.8;0.2;6.8;;;19.0;10.4;10.5
2078;Value;93 Sports and recreation;2018 1st quarter;0.1;11.3;;;;;14.1;-8.0;-0.8;;9.4;0.5;;;0.3;10.2;6.2;;12.5;;;24.9;11.3;14.3
2079;Value;93 Sports and recreation;2018 2nd quarter;-5.0;17.1;;;;;1.2;-2.5;13.5;;10.8;0.7;;;-1.2;19.6;-2.8;;-0.1;;;5.2;8.0;16.0
2080;Value;93 Sports and recreation;2018 3rd quarter;15.7;9.1;;;;;8.8;11.7;2.9;;6.6;-1.5;;;24.8;10.8;10.4;;-2.7;;;-2.0;0.8;-4.4
2081;Value;93 Sports and recreation;2018 4th quarter;16.1;-11.3;19.7;;;;7.0;11.6;-12.9;;-10.2;4.6;;12.2;13.6;-4.5;-3.3;8.1;-2.6;;;6.7;7.3;5.2
2082;Value;93 Sports and recreation;2019 1st quarter;2.9;-2.5;;;;;40.4;-5.0;-3.7;;6.8;0.2;;;-6.9;0.1;8.5;;-5.4;;;7.6;-4.6;7.4
2083;Value;93 Sports and recreation;2019 2nd quarter;4.9;17.2;;;;;7.6;-2.1;13.6;;11.2;-1.0;;;10.6;15.3;3.7;;-4.4;;;-2.2;1.7;-9.1
2084;Value;93 Sports and recreation;2019 3rd quarter;12.1;0.9;;;;;3.3;6.8;2.2;;-2.3;-1.6;;;9.9;5.9;-0.1;;0.0;;;-0.7;-1.8;9.5
2085;Value;93 Sports and recreation;2019 4th quarter;15.5;-13.8;10.0;;;;9.7;9.5;-14.3;;-8.8;-4.1;;6.4;7.2;-2.6;2.4;6.9;-3.5;;;-9.5;-11.7;0.9
2086;Value;93 Sports and recreation;2020 1st quarter;10.3;-11.3;;;;;14.0;-1.5;-14.1;;-0.3;-6.1;;;-2.9;8.0;-6.0;;0.5;;;-2.0;-3.8;-0.6
2087;Value;93 Sports and recreation;2020 2nd quarter;-71.4;-89.3;;;;;-12.1;-55.2;-62.1;;-75.8;-50.6;;;-5.4;-47.5;-65.1;;-16.0;;;-62.1;-91.7;-63.1
2088;Value;93 Sports and recreation;2020 3rd quarter;-65.2;12.2;;;;;-1.3;-50.4;-7.5;;-14.6;-56.3;;;-29.2;-2.1;-58.0;;-11.6;;;-71.6;-14.4;-76.9
2089;Value;93 Sports and recreation;2020 4th quarter;8.0;-56.6;41.8;;;;2.0;-19.0;-38.3;;-40.8;-45.0;;-7.3;-27.3;-43.4;-38.0;-25.7;-10.5;;;-43.8;-49.7;-49.5
2090;Value;93 Sports and recreation;2021 1st quarter;-73.5;-53.6;;;;;2.1;-43.1;-26.7;;-43.6;-50.0;;;-40.4;-25.1;-51.5;;-17.3;;;-76.3;-43.3;-73.3
2091;Value;93 Sports and recreation;2021 2nd quarter;-60.7;-1.6;;;;;-1.9;-27.3;-11.9;;0.5;-46.6;;;-33.7;12.3;-44.2;;-12.5;;;-57.0;-3.8;-67.2
2092;Value;93 Sports and recreation;2021 3rd quarter;45.9;59.9;;;;;13.0;23.5;31.6;;37.2;-26.1;;;16.7;30.7;3.1;;7.2;;;29.0;45.0;-0.5
2093;Value;93 Sports and recreation;2021 4th quarter;60.6;21.2;59.9;;;;22.2;22.6;-0.8;;5.4;-6.9;;32.3;25.5;11.1;3.1;30.7;7.8;;;52.8;34.9;47.8
2094;Value;93 Sports and recreation;2022 1st quarter;-59.9;-39.8;;;;;32.3;-35.5;-27.6;;-11.2;-34.6;;;-19.6;-10.1;-9.2;;-4.0;;;-66.6;-17.9;-60.6
2095;Value;93 Sports and recreation;2022 2nd quarter;40.7;34.6;;;;;14.7;15.1;16.7;;27.4;3.7;;;2.7;19.6;24.0;;-3.3;;;25.3;24.2;11.7
2096;Value;93 Sports and recreation;2022 3rd quarter;39.8;21.1;;;;;24.5;22.2;20.2;;22.2;3.4;;;11.5;18.7;18.7;;-1.2;;;29.1;1.5;31.7
2097;Value;93 Sports and recreation;2022 4th quarter;17.5;-11.0;20.4;;;;31.5;7.2;-7.8;;2.5;-1.4;;17.6;13.4;-6.8;21.2;28.0;2.8;;;-27.1;-31.0;-6.4
2098;Value;93 Sports and recreation;2023 1st quarter;-13.7;8.4;;;;;46.2;2.4;0.2;;-1.8;-3.0;;;-5.6;11.6;19.8;;4.0;;;-22.9;-12.6;-11.3
2099;Value;93 Sports and recreation;2023 2nd quarter;-6.3;31.7;;;;;23.0;7.6;8.2;;12.7;1.4;;;2.2;15.0;19.3;;7.1;;;-4.1;10.5;-3.9
2100;Value;S Other service activities;2016 1st quarter;13.3;-6.9;;;;;21.0;-0.9;-3.9;;-5.6;-4.3;;;-11.7;-12.0;2.0;;-0.9;;;2.7;1.3;8.0
2101;Value;S Other service activities;2016 2nd quarter;4.7;8.6;;;;;2.5;8.6;-3.2;;6.8;2.4;;;-9.8;-0.8;-0.8;;-1.3;;;10.0;10.4;10.0
2102;Value;S Other service activities;2016 3rd quarter;2.0;-3.5;;;;;-1.0;-0.7;-10.6;;-9.9;-6.4;;;6.8;-3.4;8.3;;0.8;;;11.9;-0.2;1.2
2103;Value;S Other service activities;2016 4th quarter;-9.3;6.1;20.3;;;;2.0;-7.9;4.2;;5.8;-6.0;;-2.0;-3.0;3.9;2.2;5.0;8.1;;;15.0;16.5;-5.8
2104;Value;S Other service activities;2017 1st quarter;7.5;11.6;;;;;17.8;-2.1;1.2;;-0.5;-6.3;;;-6.3;3.5;0.8;;-0.7;;;8.9;7.2;-6.2
2105;Value;S Other service activities;2017 2nd quarter;2.6;10.8;;;;;2.5;4.9;9.1;;10.1;-1.0;;;-4.6;-2.3;-4.3;;-0.6;;;9.4;13.2;-5.2
2106;Value;S Other service activities;2017 3rd quarter;-1.6;1.7;;;;;-2.8;0.3;3.0;;1.0;-3.7;;;-8.8;2.1;1.8;;2.8;;;6.3;8.8;-0.6
2107;Value;S Other service activities;2017 4th quarter;-1.5;8.1;10.3;;;;6.4;-1.6;3.4;;5.4;-3.6;;-1.9;-6.3;0.6;1.2;7.6;-1.4;;;10.5;12.5;1.5
2108;Value;S Other service activities;2018 1st quarter;4.4;9.5;;;;;15.6;4.2;5.4;;5.1;-0.4;;;0.0;1.5;1.8;;-1.1;;;2.6;7.3;3.3
2109;Value;S Other service activities;2018 2nd quarter;9.3;4.4;;;;;8.2;7.0;8.8;;1.3;-1.7;;;-0.4;8.9;2.9;;-1.7;;;3.7;8.3;0.4
2110;Value;S Other service activities;2018 3rd quarter;5.5;5.3;;;;;0.7;6.2;5.1;;-1.6;-0.5;;;5.6;8.0;3.0;;2.5;;;5.0;5.8;-0.7
2111;Value;S Other service activities;2018 4th quarter;-4.0;4.5;6.7;;;;2.0;-0.9;2.5;;3.1;-0.6;;6.4;-3.7;1.9;3.3;-0.2;0.3;;;0.8;0.7;-4.5
2112;Value;S Other service activities;2019 1st quarter;8.0;3.1;;;;;31.3;5.6;-1.6;;1.9;0.2;;;1.9;-3.4;-4.4;;-1.1;;;1.8;-0.6;-4.6
2113;Value;S Other service activities;2019 2nd quarter;-5.3;1.3;;;;;2.2;0.4;1.2;;0.1;-6.0;;;-5.7;5.8;-2.2;;-3.9;;;-5.5;-4.8;-1.9
2114;Value;S Other service activities;2019 3rd quarter;3.8;-2.4;;;;;0.2;2.1;-1.7;;-2.9;-5.0;;;4.2;-2.0;-4.5;;-1.6;;;-6.0;-3.4;-5.2
2115;Value;S Other service activities;2019 4th quarter;-2.0;-0.2;5.6;;;;8.0;0.5;3.4;;0.5;-4.0;;7.3;-6.2;-1.4;-5.3;-6.8;-1.4;;;-3.4;-0.6;-7.6
2116;Value;S Other service activities;2020 1st quarter;20.4;12.6;;;;;38.8;9.2;3.2;;1.2;-1.7;;;-16.3;0.6;0.2;;2.1;;;4.2;4.6;6.3
2117;Value;S Other service activities;2020 2nd quarter;-42.9;-76.1;;;;;-7.0;-29.2;-55.6;;-62.1;-35.7;;;-17.7;-37.6;-40.4;;-4.0;;;-40.7;-74.4;-40.2
2118;Value;S Other service activities;2020 3rd quarter;-55.0;17.8;;;;;9.8;-43.0;4.8;;2.4;-31.0;;;-28.3;-5.9;-36.4;;6.8;;;-58.5;8.6;-60.2
2119;Value;S Other service activities;2020 4th quarter;-5.2;-13.6;17.9;;;;8.2;-6.0;-13.1;;-11.5;-19.8;;-3.5;-14.0;-8.7;-22.3;-16.8;6.2;;;-24.5;-18.7;-19.9
2120;Value;S Other service activities;2021 1st quarter;-23.6;-23.8;;;;;26.4;-14.5;-24.6;;-30.9;-27.3;;;-19.4;-8.6;-24.9;;-5.0;;;-32.1;-21.2;-37.2
2121;Value;S Other service activities;2021 2nd quarter;-23.9;10.5;;;;;5.0;-16.8;3.4;;5.0;-21.1;;;-12.1;-3.0;-9.3;;0.4;;;-25.5;7.3;-29.3
2122;Value;S Other service activities;2021 3rd quarter;13.0;9.0;;;;;5.0;9.8;8.8;;5.8;-10.4;;;6.3;9.9;-11.6;;6.2;;;3.7;9.8;1.7
2123;Value;S Other service activities;2021 4th quarter;11.4;8.3;26.2;;;;14.5;6.8;4.0;;7.0;-8.8;;12.1;-0.7;6.6;4.8;4.9;6.9;;;12.1;6.7;15.5
2124;Value;S Other service activities;2022 1st quarter;-10.8;-5.8;;;;;45.2;-4.7;2.7;;-1.9;-12.7;;;-15.1;6.6;-8.9;;-1.3;;;-23.3;-13.9;-12.3
2125;Value;S Other service activities;2022 2nd quarter;-1.0;4.7;;;;;18.0;3.0;1.6;;9.7;-12.1;;;8.4;19.3;-2.5;;4.3;;;-5.2;2.9;-14.1
2126;Value;S Other service activities;2022 3rd quarter;2.8;-8.0;;;;;17.6;6.1;-2.0;;-7.0;-5.4;;;14.0;11.4;-0.3;;0.9;;;-7.4;-10.1;-2.5
2127;Value;S Other service activities;2022 4th quarter;-0.2;-9.2;8.2;;;;33.0;5.5;0.0;;2.1;-2.6;;18.1;-3.7;6.8;-5.5;13.1;10.5;;;-19.6;-23.6;-13.8
2128;Value;S Other service activities;2023 1st quarter;21.4;5.7;;;;;57.7;12.8;-1.4;;-2.2;4.3;;;-3.7;9.9;8.6;;9.6;;;-15.7;-11.5;-7.0
2129;Value;S Other service activities;2023 2nd quarter;8.9;-0.3;;;;;8.7;6.5;3.0;;5.8;-4.2;;;4.4;20.7;9.9;;7.0;;;-7.1;-0.1;7.7
2130;Value;94 Membership organisations;2016 1st quarter;4.7;-14.0;;;;;16.0;-6.7;-0.5;;0.0;-9.5;;;-22.3;-22.8;-3.2;;6.7;;;-2.5;23.1;-3.1
2131;Value;94 Membership organisations;2016 2nd quarter;-10.4;-3.9;;;;;6.5;0.0;0.4;;2.5;-8.6;;;-1.9;-4.6;-2.1;;0.0;;;-1.1;-7.6;0.1
2132;Value;94 Membership organisations;2016 3rd quarter;0.3;2.5;;;;;5.5;4.5;3.5;;11.1;-6.4;;;0.5;-9.8;10.3;;6.6;;;10.6;6.2;-3.0
2133;Value;94 Membership organisations;2016 4th quarter;-5.5;9.1;2.0;;;;0.4;-2.9;2.9;;5.3;-6.7;;-4.1;1.2;-7.5;3.7;9.4;0.6;;;7.6;15.8;-1.0
2134;Value;94 Membership organisations;2017 1st quarter;1.8;0.0;;;;;11.2;0.0;0.0;;-4.7;-4.8;;;-15.4;5.0;-11.5;;-7.0;;;4.7;9.4;-9.4
2135;Value;94 Membership organisations;2017 2nd quarter;3.9;3.1;;;;;0.0;4.3;4.3;;0.0;-0.3;;;5.0;-7.8;2.8;;0.0;;;13.0;21.7;-4.8
2136;Value;94 Membership organisations;2017 3rd quarter;10.3;-1.4;;;;;0.0;4.7;4.7;;0.0;-5.0;;;-9.3;12.6;3.2;;4.7;;;17.3;17.3;4.7
2137;Value;94 Membership organisations;2017 4th quarter;3.2;7.6;7.6;;;;8.9;4.5;4.5;;8.9;-0.3;;3.2;-1.3;7.5;3.2;26.8;0.0;;;21.0;16.6;7.6
2138;Value;94 Membership organisations;2018 1st quarter;18.1;19.9;;;;;-5.5;10.9;8.7;;12.7;-0.3;;;3.0;11.4;13.2;;0.2;;;11.6;15.7;5.6
2139;Value;94 Membership organisations;2018 2nd quarter;13.1;7.8;;;;;7.7;4.8;5.0;;3.9;3.2;;;15.2;14.6;-0.5;;0.0;;;3.9;6.8;1.1
2140;Value;94 Membership organisations;2018 3rd quarter;6.8;6.8;;;;;0.0;7.9;7.9;;7.9;2.8;;;15.4;17.5;7.4;;4.0;;;14.5;10.7;4.0
2141;Value;94 Membership organisations;2018 4th quarter;6.8;4.4;7.9;;;;3.9;1.1;-2.8;;4.0;-1.1;;21.5;10.1;7.1;4.7;4.5;4.0;;;3.0;-0.9;4.0
2142;Value;94 Membership organisations;2019 1st quarter;0.7;1.2;;;;;11.2;3.6;-6.2;;-0.6;-0.6;;;33.5;7.1;2.8;;0.0;;;-0.8;-0.8;3.6
2143;Value;94 Membership organisations;2019 2nd quarter;-2.9;0.4;;;;;0.0;-7.1;-2.9;;-4.2;0.1;;;11.3;7.0;-0.6;;-5.0;;;0.4;0.4;0.0
2144;Value;94 Membership organisations;2019 3rd quarter;4.0;-0.8;;;;;0.0;0.0;0.0;;8.0;0.1;;;17.6;7.9;3.4;;-0.8;;;0.0;-0.8;0.0
2145;Value;94 Membership organisations;2019 4th quarter;1.2;-3.7;0.4;;;;4.3;4.1;0.0;;0.8;0.2;;10.9;6.8;-0.1;8.2;0.0;3.3;;;-2.9;-3.7;1.9
2146;Value;94 Membership organisations;2020 1st quarter;25.7;25.7;;;;;21.1;25.7;15.5;;10.5;0.2;;;-10.7;15.2;30.1;;10.5;;;5.4;5.4;5.4
2147;Value;94 Membership organisations;2020 2nd quarter;-16.2;-65.0;;;;;0.0;-7.1;-50.8;;-46.6;-19.7;;;5.1;-0.6;15.7;;0.3;;;-26.3;-72.7;-5.0
2148;Value;94 Membership organisations;2020 3rd quarter;-45.4;31.0;;;;;0.0;-33.8;28.2;;6.0;-26.9;;;8.2;28.8;0.0;;8.8;;;-44.7;22.6;-50.4
2149;Value;94 Membership organisations;2020 4th quarter;18.3;12.3;35.8;;;;0.0;17.9;17.9;;6.0;-15.6;;17.5;17.9;11.9;12.3;6.0;6.4;;;12.3;-5.6;6.4
2150;Value;94 Membership organisations;2021 1st quarter;12.4;6.0;;;;;12.4;0.0;0.0;;-6.0;-25.6;;;6.0;12.0;6.0;;0.5;;;-5.5;12.4;-5.5
2151;Value;94 Membership organisations;2021 2nd quarter;-5.3;10.6;;;;;-5.3;5.3;15.9;;10.6;-3.9;;;0.0;-5.3;-5.3;;0.0;;;-5.3;0.0;-8.0
2152;Value;94 Membership organisations;2021 3rd quarter;15.9;1.7;;;;;0.0;15.9;1.7;;1.7;-2.0;;;10.6;21.2;-10.6;;15.9;;;5.3;5.3;5.3
2153;Value;94 Membership organisations;2021 4th quarter;9.6;12.0;9.6;;;;4.8;19.2;19.2;;9.6;2.8;;19.1;23.9;23.9;9.6;9.6;9.6;;;-4.8;-4.8;14.4
2154;Value;94 Membership organisations;2022 1st quarter;-4.7;7.0;;;;;27.6;0.0;12.3;;10.7;0.8;;;8.8;24.8;-13.6;;-2.1;;;-4.3;0.0;-0.2
2155;Value;94 Membership organisations;2022 2nd quarter;0.0;-4.1;;;;;4.1;-2.1;-8.3;;-10.3;6.8;;;22.8;33.3;-6.1;;0.0;;;4.0;-0.3;-2.1
2156;Value;94 Membership organisations;2022 3rd quarter;-8.2;-15.8;;;;;0.0;7.8;-9.8;;-6.4;0.2;;;31.8;29.6;2.7;;3.9;;;-4.2;-7.8;3.6
2157;Value;94 Membership organisations;2022 4th quarter;-4.5;-9.1;7.1;;;;-0.2;7.8;5.9;;7.4;4.1;;15.9;5.6;7.8;-7.8;22.1;0.0;;;-12.5;-13.1;-3.9
2158;Value;94 Membership organisations;2023 1st quarter;12.1;27.0;;;;;46.3;12.1;4.7;;2.0;2.7;;;11.6;27.1;15.7;;0.2;;;-12.1;-6.6;-3.8
2159;Value;94 Membership organisations;2023 2nd quarter;-1.8;-10.2;;;;;0.0;7.6;0.3;;0.0;-1.4;;;-6.9;32.7;12.7;;0.0;;;-5.8;-5.4;-14.7
2160;Value;95 Repair computers and consumergoods;2016 1st quarter;4.2;11.6;;18.2;4.7;;10.4;-0.5;9.0;10.1;-2.5;-9.4;;;-9.5;-4.2;-0.7;;3.5;6.2;4.7;-4.9;1.6;3.7
