ID;PrognoseInterval;Perioden;Bevolkingsomvang_1;k_0Tot20Jaar_2;k_20Tot65Jaar_3;k_65JaarEnOuder_4;k_0Tot20Jaar_5;k_20Tot65Jaar_6;k_65JaarEnOuder_7;DemografischeDruk_8;Levendgeborenen_9;TotaalVruchtbaarheidscijfer_10;Overledenen_11;LevensverwachtingMannen_12;LevensverwachtingVrouwen_13;Immigratie_14;EmigratieInclusiefCorrecties_15;MigratiesaldoInclusiefCorrecties_16
0;1;2006;;;;;;;;;184354;1.71;135849;77.64;81.69;100358;131656;-31298
1;1;2007;16353972.0;3956094.0;10030866.0;2367009.0;24.2;61.3;14.5;63.0;181630;1.72;137446;77.81;81.75;105610;129901;-24291
2;1;2008;16376893.0;3935584.0;10032240.0;2409069.0;24.0;61.3;14.7;63.2;179634;1.73;139288;77.96;81.81;111055;128302;-17247
3;1;2009;16403023.0;3916092.0;10025456.0;2461481.0;23.9;61.1;15.0;63.6;178205;1.74;141129;78.11;81.87;116160;126773;-10613
4;1;2010;16432518.0;3894870.0;10017225.0;2520420.0;23.7;61.0;15.3;64.0;176979;1.75;143032;78.25;81.92;120113;125297;-5184
5;1;2011;16464311.0;3866041.0;10029098.0;2569175.0;23.5;60.9;15.6;64.2;175914;1.75;144920;78.4;81.97;122744;123825;-1081
6;1;2012;16497252.0;3837602.0;9979309.0;2680344.0;23.3;60.5;16.2;65.3;175288;1.75;146752;78.54;82.03;123970;122345;1625
7;1;2013;16530447.0;3812065.0;9937495.0;2780888.0;23.1;60.1;16.8;66.3;175080;1.75;148615;78.68;82.09;124214;120908;3306
8;1;2014;16563247.0;3788868.0;9907649.0;2866733.0;22.9;59.8;17.3;67.2;175285;1.75;150521;78.81;82.16;123905;119547;4359
9;1;2015;16595400.0;3765864.0;9886526.0;2943012.0;22.7;59.6;17.7;67.8;175792;1.75;152486;78.93;82.22;123583;118330;5253
10;1;2016;16626987.0;3749092.0;9864712.0;3013191.0;22.5;59.3;18.1;68.6;176539;1.75;154536;79.04;82.28;123267;117364;5903
11;1;2017;16657923.0;3733810.0;9844848.0;3079271.0;22.4;59.1;18.5;69.2;177413;1.75;156437;79.18;82.34;122942;116533;6409
12;1;2018;16688340.0;3718258.0;9820986.0;3149099.0;22.3;58.8;18.9;69.9;178515;1.75;158450;79.3;82.4;122629;115707;6922
13;1;2019;16718354.0;3698056.0;9805081.0;3215224.0;22.1;58.6;19.2;70.5;179626;1.75;160571;79.41;82.46;122323;114875;7448
14;1;2020;16747887.0;3677838.0;9789015.0;3281031.0;22.0;58.4;19.6;71.1;180697;1.75;162771;79.51;82.52;122026;114046;7981
15;1;2021;16776829.0;3654522.0;9775979.0;3346321.0;21.8;58.3;19.9;71.6;181686;1.75;165071;79.6;82.58;121725;113215;8510
16;1;2022;16804980.0;3635709.0;9756373.0;3412900.0;21.6;58.1;20.3;72.2;182525;1.75;167481;79.69;82.64;121426;112374;9052
17;1;2023;16832108.0;3619940.0;9732658.0;3479509.0;21.5;57.8;20.7;72.9;183227;1.75;169990;79.77;82.7;121149;111520;9629
18;1;2024;16858000.0;3606770.0;9704666.0;3546568.0;21.4;57.6;21.0;73.7;183838;1.75;172604;79.85;82.76;120861;110666;10195
19;1;2025;16882464.0;3601133.0;9665537.0;3615792.0;21.3;57.3;21.4;74.7;184293;1.75;175331;79.92;82.82;120602;109793;10809
20;1;2026;16905262.0;3602015.0;9620974.0;3682274.0;21.3;56.9;21.8;75.7;184613;1.75;178142;79.99;82.88;120348;108917;11431
21;1;2027;16926194.0;3605228.0;9569857.0;3751115.0;21.3;56.5;22.2;76.9;184836;1.75;181052;80.05;82.93;120085;108033;12052
22;1;2028;16945060.0;3610832.0;9516660.0;3817565.0;21.3;56.2;22.5;78.0;184893;1.75;184035;80.11;82.99;119844;107144;12700
