ID;PrognoseInterval;Perioden;Levendgeborenen_1;Overledenen_2;Immigratie_3;EmigratieInclusiefCorrecties_4;MigratiesaldoInclusiefCorrecties_5
0;1;2008;185118;133296;140111;120524;19587
1;1;2009;180994;135275;129131;124201;4930
2;1;2010;178203;137240;128292;124710;3582
3;1;2011;177518;139204;129092;123534;5558
4;1;2012;177345;141167;129362;121475;7887
5;1;2013;177688;143134;129017;119063;9954
6;1;2014;177610;145089;128398;116707;11691
7;1;2015;178246;147047;128004;114972;13032
8;1;2016;179131;149028;127967;114189;13778
9;1;2017;180159;151042;127846;113947;13899
10;1;2018;181289;153086;127688;113800;13888
11;1;2019;182429;155169;127557;113704;13853
12;1;2020;183632;157303;127523;113668;13855
13;1;2021;184759;159526;127379;113672;13707
14;1;2022;185760;161828;127412;113662;13750
15;1;2023;186608;164249;127409;113647;13762
16;1;2024;187315;166762;127436;113613;13823
17;1;2025;187917;169359;127422;113564;13858
18;1;2026;188404;172032;127429;113508;13921
19;1;2027;188790;174775;127422;113427;13995
20;1;2028;189082;177565;127427;113338;14089
21;1;2029;189244;180439;127419;113220;14199
22;1;2030;189238;183374;127410;113078;14332
23;1;2031;189039;186346;127417;112943;14474
24;1;2032;188639;189317;127453;112798;14655
25;1;2033;188045;192266;127450;112659;14791
26;1;2034;187276;195141;127428;112518;14910
27;1;2035;186379;197923;127449;112406;15043
28;1;2036;185409;200584;127444;112284;15160
29;1;2037;184442;203087;127455;112181;15274
30;1;2038;183530;205392;127454;112080;15374
31;1;2039;182715;207469;127468;112008;15460
32;1;2040;182016;209295;127465;111962;15503
33;1;2041;181460;210877;127469;111935;15534
34;1;2042;181061;212209;127491;111932;15559
35;1;2043;180823;213295;127493;111963;15530
36;1;2044;180738;214165;127523;112016;15507
37;1;2045;180801;214860;127525;112099;15426
38;1;2046;180998;215335;127477;112206;15271
39;1;2047;181317;215657;127456;112323;15133
40;1;2048;181733;215855;127443;112462;14981
41;1;2049;182222;215931;127427;112634;14793
42;1;2050;182222;215931;127427;112634;14793
43;2;2008;176416;123423;120892;104452;-8120
44;2;2009;169580;122486;103383;105134;-29541
45;2;2010;163987;122075;97303;103667;-35176
46;2;2011;160991;122070;94433;101253;-35547
47;2;2012;157996;122419;91981;98218;-36036
48;2;2013;156343;122942;89542;95156;-34990
49;2;2014;154016;123862;87309;92099;-34943
50;2;2015;153018;124717;85621;89915;-34200
51;2;2016;152205;125667;84581;88502;-33894
52;2;2017;152026;126735;83613;87725;-33698
53;2;2018;151955;128077;82758;87091;-33742
54;2;2019;151693;129187;82065;86424;-32872
55;2;2020;150625;129934;81618;85557;-31920
56;2;2021;149720;130963;81158;85025;-31559
57;2;2022;148838;132020;80926;84202;-30072
58;2;2023;148524;134133;80712;83571;-28704
59;2;2024;147947;136541;80556;83159;-27701
60;2;2025;146804;139392;80390;82749;-27470
61;2;2026;145621;142032;80269;82505;-26951
62;2;2027;144745;143795;80167;82457;-27065
63;2;2028;144144;145949;80092;82013;-27749
64;2;2029;144000;147868;80013;81756;-28371
65;2;2030;142682;150468;79950;81593;-28584
66;2;2031;141424;152277;79913;81122;-28803
67;2;2032;139213;154690;79920;80520;-28837
