ID;WoonregioS;WerkregioS;Perioden;BanenVanWerknemers_1;WoonWerkafstand_2
1933;Nederland;Landsmeer;2022 december;2.1;14.3
1934;Nederland;Landsmeer;2023 december;2.0;14.0
1935;Nederland;Langedijk;2021 december;7.5;11.9
1936;Nederland;Langedijk;2022 december;;
1937;Nederland;Langedijk;2023 december;;
1938;Nederland;Lansingerland;2021 december;31.3;20.7
1939;Nederland;Lansingerland;2022 december;32.2;17.2
1940;Nederland;Lansingerland;2023 december;30.3;16.4
1941;Nederland;Laren (NH.);2021 december;4.8;14.7
1942;Nederland;Laren (NH.);2022 december;4.9;14.7
1943;Nederland;Laren (NH.);2023 december;5.3;16.4
1944;Nederland;Leeuwarden;2021 december;75.7;19.8
1945;Nederland;Leeuwarden;2022 december;77.3;19.6
1946;Nederland;Leeuwarden;2023 december;76.1;18.5
1947;Nederland;Leiden;2021 december;70.7;16.3
1948;Nederland;Leiden;2022 december;73.4;16.6
1949;Nederland;Leiden;2023 december;77.0;16.5
1950;Nederland;Leiderdorp;2021 december;11.4;12.0
1951;Nederland;Leiderdorp;2022 december;11.9;11.9
1952;Nederland;Leiderdorp;2023 december;10.7;11.8
1953;Nederland;Leidschendam-Voorburg;2021 december;19.1;12.6
1954;Nederland;Leidschendam-Voorburg;2022 december;19.4;13.8
1955;Nederland;Leidschendam-Voorburg;2023 december;19.7;13.3
1956;Nederland;Lelystad;2021 december;33.0;22.5
1957;Nederland;Lelystad;2022 december;33.8;21.6
1958;Nederland;Lelystad;2023 december;32.7;20.7
1959;Nederland;Leudal;2021 december;11.4;13.9
1960;Nederland;Leudal;2022 december;11.6;13.7
1961;Nederland;Leudal;2023 december;11.5;14.3
1962;Nederland;Leusden;2021 december;12.9;22.9
1963;Nederland;Leusden;2022 december;13.5;24.2
1964;Nederland;Leusden;2023 december;13.8;23.7
1965;Nederland;Lingewaard;2021 december;12.5;13.8
1966;Nederland;Lingewaard;2022 december;12.8;13.7
1967;Nederland;Lingewaard;2023 december;12.5;12.8
1968;Nederland;Lisse;2021 december;8.1;14.4
1969;Nederland;Lisse;2022 december;8.4;14.8
1970;Nederland;Lisse;2023 december;8.2;14.5
1971;Nederland;Lochem;2021 december;11.6;18.0
1972;Nederland;Lochem;2022 december;11.6;17.4
1973;Nederland;Lochem;2023 december;12.0;18.0
1974;Nederland;Loon op Zand;2021 december;8.9;14.3
1975;Nederland;Loon op Zand;2022 december;9.0;13.8
1976;Nederland;Loon op Zand;2023 december;9.8;14.2
1977;Nederland;Lopik;2021 december;4.4;13.8
1978;Nederland;Lopik;2022 december;4.5;14.2
1979;Nederland;Lopik;2023 december;4.4;14.1
1980;Nederland;Losser;2021 december;6.3;12.1
1981;Nederland;Losser;2022 december;6.4;13.6
1982;Nederland;Losser;2023 december;6.3;13.6
1983;Nederland;Maasdriel;2021 december;8.4;15.5
1984;Nederland;Maasdriel;2022 december;8.5;14.8
1985;Nederland;Maasdriel;2023 december;8.6;14.8
1986;Nederland;Maasgouw;2021 december;7.0;15.9
1987;Nederland;Maasgouw;2022 december;7.1;15.5
1988;Nederland;Maasgouw;2023 december;6.9;15.5
1989;Nederland;Maashorst;2021 december;;
1990;Nederland;Maashorst;2022 december;32.0;14.3
1991;Nederland;Maashorst;2023 december;34.2;16.2
1992;Nederland;Maassluis;2021 december;7.7;16.0
1993;Nederland;Maassluis;2022 december;8.2;14.9
1994;Nederland;Maassluis;2023 december;8.7;15.0
1995;Nederland;Maastricht;2021 december;71.6;22.4
1996;Nederland;Maastricht;2022 december;71.1;20.5
1997;Nederland;Maastricht;2023 december;71.7;21.5
1998;Nederland;Medemblik;2021 december;18.8;15.1
1999;Nederland;Medemblik;2022 december;18.7;14.8
2000;Nederland;Medemblik;2023 december;22.7;27.9
2001;Nederland;Meerssen;2021 december;3.8;11.6
2002;Nederland;Meerssen;2022 december;3.8;11.2
2003;Nederland;Meerssen;2023 december;3.8;11.5
2004;Nederland;Meierijstad;2021 december;44.8;16.9
2005;Nederland;Meierijstad;2022 december;45.8;16.8
2006;Nederland;Meierijstad;2023 december;46.2;16.4
2007;Nederland;Meppel;2021 december;20.2;25.1
2008;Nederland;Meppel;2022 december;20.8;25.8
2009;Nederland;Meppel;2023 december;21.7;26.4
2010;Nederland;Middelburg (Z.);2021 december;21.4;14.6
2011;Nederland;Middelburg (Z.);2022 december;22.1;14.8
2012;Nederland;Middelburg (Z.);2023 december;21.6;13.9
2013;Nederland;Midden-Delfland;2021 december;9.2;19.6
2014;Nederland;Midden-Delfland;2022 december;8.4;13.6
2015;Nederland;Midden-Delfland;2023 december;8.7;13.6
2016;Nederland;Midden-Drenthe;2021 december;12.2;19.0
2017;Nederland;Midden-Drenthe;2022 december;13.1;19.0
2018;Nederland;Midden-Drenthe;2023 december;11.9;17.9
2019;Nederland;Midden-Groningen;2021 december;20.3;17.3
2020;Nederland;Midden-Groningen;2022 december;20.0;15.5
2021;Nederland;Midden-Groningen;2023 december;19.5;15.8
2022;Nederland;Mill en Sint Hubert;2021 december;3.3;12.8
2023;Nederland;Mill en Sint Hubert;2022 december;;
2024;Nederland;Mill en Sint Hubert;2023 december;;
2025;Nederland;Moerdijk;2021 december;21.1;24.7
2026;Nederland;Moerdijk;2022 december;21.8;24.7
2027;Nederland;Moerdijk;2023 december;21.8;25.1
2028;Nederland;Molenlanden;2021 december;15.4;17.3
2029;Nederland;Molenlanden;2022 december;15.6;16.1
2030;Nederland;Molenlanden;2023 december;15.7;16.7
2031;Nederland;Montferland;2021 december;13.9;15.8
2032;Nederland;Montferland;2022 december;14.1;15.0
2033;Nederland;Montferland;2023 december;13.8;16.0
2034;Nederland;Montfoort;2021 december;5.3;18.3
2035;Nederland;Montfoort;2022 december;5.4;19.3
2036;Nederland;Montfoort;2023 december;5.6;18.5
2037;Nederland;Mook en Middelaar;2021 december;1.6;15.2
2038;Nederland;Mook en Middelaar;2022 december;1.7;16.4
2039;Nederland;Mook en Middelaar;2023 december;1.7;15.7
2040;Nederland;Neder-Betuwe;2021 december;11.0;15.6
2041;Nederland;Neder-Betuwe;2022 december;11.0;15.7
2042;Nederland;Neder-Betuwe;2023 december;11.3;15.3
2043;Nederland;Nederweert;2021 december;5.4;13.8
2044;Nederland;Nederweert;2022 december;5.7;13.3
2045;Nederland;Nederweert;2023 december;6.0;13.7
2046;Nederland;Nieuwegein;2021 december;43.7;25.6
2047;Nederland;Nieuwegein;2022 december;43.7;25.7
2048;Nederland;Nieuwegein;2023 december;42.9;24.5
2049;Nederland;Nieuwkoop;2021 december;8.9;11.7
2050;Nederland;Nieuwkoop;2022 december;8.8;10.9
2051;Nederland;Nieuwkoop;2023 december;8.9;11.7
2052;Nederland;Nijkerk;2021 december;23.2;22.1
2053;Nederland;Nijkerk;2022 december;24.4;22.1
2054;Nederland;Nijkerk;2023 december;23.9;21.7
2055;Nederland;Nijmegen;2021 december;104.0;16.9
2056;Nederland;Nijmegen;2022 december;108.8;17.9
2057;Nederland;Nijmegen;2023 december;107.5;17.3
2058;Nederland;Nissewaard;2021 december;19.9;12.8
2059;Nederland;Nissewaard;2022 december;20.4;12.3
2060;Nederland;Nissewaard;2023 december;20.8;12.3
2061;Nederland;Noardeast-Fryslân;2021 december;15.2;12.6
2062;Nederland;Noardeast-Fryslân;2022 december;14.8;11.8
2063;Nederland;Noardeast-Fryslân;2023 december;15.3;12.4
2064;Nederland;Noord-Beveland;2021 december;2.1;20.3
2065;Nederland;Noord-Beveland;2022 december;2.1;20.2
2066;Nederland;Noord-Beveland;2023 december;2.1;23.9
2067;Nederland;Noordenveld;2021 december;9.0;18.1
2068;Nederland;Noordenveld;2022 december;9.1;16.6
2069;Nederland;Noordenveld;2023 december;9.3;15.5
2070;Nederland;Noordoostpolder;2021 december;21.5;19.6
2071;Nederland;Noordoostpolder;2022 december;22.3;18.7
2072;Nederland;Noordoostpolder;2023 december;22.1;18.3
2073;Nederland;Noordwijk;2021 december;17.8;11.2
2074;Nederland;Noordwijk;2022 december;18.3;10.7
2075;Nederland;Noordwijk;2023 december;18.5;10.3
2076;Nederland;Nuenen, Gerwen en Nederwetten;2021 december;6.3;11.8
2077;Nederland;Nuenen, Gerwen en Nederwetten;2022 december;6.9;12.5
2078;Nederland;Nuenen, Gerwen en Nederwetten;2023 december;7.1;13.4
2079;Nederland;Nunspeet;2021 december;11.7;16.0
2080;Nederland;Nunspeet;2022 december;12.8;15.7
2081;Nederland;Nunspeet;2023 december;13.0;16.2
2082;Nederland;Oegstgeest;2021 december;7.4;13.2
2083;Nederland;Oegstgeest;2022 december;7.9;14.3
2084;Nederland;Oegstgeest;2023 december;8.4;15.2
2085;Nederland;Oirschot;2021 december;10.7;21.4
2086;Nederland;Oirschot;2022 december;11.1;22.6
2087;Nederland;Oirschot;2023 december;11.8;23.5
2088;Nederland;Oisterwijk;2021 december;11.7;14.2
2089;Nederland;Oisterwijk;2022 december;12.5;14.0
2090;Nederland;Oisterwijk;2023 december;12.4;14.9
2091;Nederland;Oldambt;2021 december;13.9;15.5
2092;Nederland;Oldambt;2022 december;14.0;15.1
2093;Nederland;Oldambt;2023 december;13.9;14.8
2094;Nederland;Oldebroek;2021 december;8.0;16.8
2095;Nederland;Oldebroek;2022 december;8.3;16.9
2096;Nederland;Oldebroek;2023 december;8.5;16.9
2097;Nederland;Oldenzaal;2021 december;18.4;17.1
2098;Nederland;Oldenzaal;2022 december;18.5;16.5
2099;Nederland;Oldenzaal;2023 december;18.2;16.4
2100;Nederland;Olst-Wijhe;2021 december;4.9;15.2
2101;Nederland;Olst-Wijhe;2022 december;5.2;14.9
2102;Nederland;Olst-Wijhe;2023 december;5.3;14.1
2103;Nederland;Ommen;2021 december;6.8;13.9
2104;Nederland;Ommen;2022 december;7.1;14.9
2105;Nederland;Ommen;2023 december;7.3;15.3
2106;Nederland;Oost Gelre;2021 december;15.6;18.4
2107;Nederland;Oost Gelre;2022 december;16.1;18.2
2108;Nederland;Oost Gelre;2023 december;16.5;19.6
2109;Nederland;Oosterhout;2021 december;25.9;17.9
2110;Nederland;Oosterhout;2022 december;27.0;17.1
2111;Nederland;Oosterhout;2023 december;26.4;16.7
2112;Nederland;Ooststellingwerf;2021 december;8.3;15.9
2113;Nederland;Ooststellingwerf;2022 december;8.4;16.3
2114;Nederland;Ooststellingwerf;2023 december;8.3;16.2
2115;Nederland;Oostzaan;2021 december;3.2;24.7
2116;Nederland;Oostzaan;2022 december;3.5;26.8
2117;Nederland;Oostzaan;2023 december;3.5;23.0
2118;Nederland;Opmeer;2021 december;4.7;15.9
2119;Nederland;Opmeer;2022 december;4.8;16.5
2120;Nederland;Opmeer;2023 december;4.9;16.3
2121;Nederland;Opsterland;2021 december;8.9;15.7
2122;Nederland;Opsterland;2022 december;8.7;15.3
2123;Nederland;Opsterland;2023 december;8.8;17.4
2124;Nederland;Oss;2021 december;39.4;15.1
2125;Nederland;Oss;2022 december;41.3;14.9
2126;Nederland;Oss;2023 december;41.4;15.3
2127;Nederland;Oude IJsselstreek;2021 december;15.9;13.5
2128;Nederland;Oude IJsselstreek;2022 december;16.7;13.7
2129;Nederland;Oude IJsselstreek;2023 december;16.1;13.6
2130;Nederland;Ouder-Amstel;2021 december;14.8;27.2
2131;Nederland;Ouder-Amstel;2022 december;15.4;27.1
2132;Nederland;Ouder-Amstel;2023 december;16.4;29.5
2133;Nederland;Oudewater;2021 december;3.3;12.6
2134;Nederland;Oudewater;2022 december;3.4;12.2
2135;Nederland;Oudewater;2023 december;3.4;11.6
2136;Nederland;Overbetuwe;2021 december;21.9;18.1
2137;Nederland;Overbetuwe;2022 december;21.8;17.2
2138;Nederland;Overbetuwe;2023 december;22.0;17.4
2139;Nederland;Papendrecht;2021 december;14.2;28.4
2140;Nederland;Papendrecht;2022 december;15.3;27.8
2141;Nederland;Papendrecht;2023 december;14.8;25.6
2142;Nederland;Peel en Maas;2021 december;15.8;12.6
2143;Nederland;Peel en Maas;2022 december;16.5;11.2
2144;Nederland;Peel en Maas;2023 december;16.1;11.5
2145;Nederland;Pekela;2021 december;2.8;12.7
2146;Nederland;Pekela;2022 december;2.7;13.5
2147;Nederland;Pekela;2023 december;2.7;14.5
2148;Nederland;Pijnacker-Nootdorp;2021 december;17.7;13.6
2149;Nederland;Pijnacker-Nootdorp;2022 december;18.1;12.7
2150;Nederland;Pijnacker-Nootdorp;2023 december;17.5;12.9
2151;Nederland;Purmerend;2021 december;24.3;13.5
2152;Nederland;Purmerend;2022 december;27.5;13.0
2153;Nederland;Purmerend;2023 december;27.0;12.1
2154;Nederland;Putten;2021 december;8.3;13.3
2155;Nederland;Putten;2022 december;8.6;14.4
2156;Nederland;Putten;2023 december;8.5;14.7
2157;Nederland;Raalte;2021 december;15.1;13.7
2158;Nederland;Raalte;2022 december;15.4;13.1
2159;Nederland;Raalte;2023 december;15.5;13.5
2160;Nederland;Reimerswaal;2021 december;8.7;15.1
2161;Nederland;Reimerswaal;2022 december;9.2;15.7
2162;Nederland;Reimerswaal;2023 december;9.4;17.3
2163;Nederland;Renkum;2021 december;9.0;17.6
2164;Nederland;Renkum;2022 december;9.7;17.0
2165;Nederland;Renkum;2023 december;9.7;16.7
2166;Nederland;Renswoude;2021 december;3.3;15.3
2167;Nederland;Renswoude;2022 december;3.3;14.7
2168;Nederland;Renswoude;2023 december;3.3;14.4
2169;Nederland;Reusel-De Mierden;2021 december;3.3;14.9
2170;Nederland;Reusel-De Mierden;2022 december;3.3;16.9
2171;Nederland;Reusel-De Mierden;2023 december;3.3;14.1
2172;Nederland;Rheden;2021 december;14.1;17.2
2173;Nederland;Rheden;2022 december;14.3;18.1
2174;Nederland;Rheden;2023 december;14.1;18.5
2175;Nederland;Rhenen;2021 december;5.8;13.6
2176;Nederland;Rhenen;2022 december;5.6;12.6
2177;Nederland;Rhenen;2023 december;6.0;12.2
2178;Nederland;Ridderkerk;2021 december;21.8;17.5
2179;Nederland;Ridderkerk;2022 december;22.7;16.8
2180;Nederland;Ridderkerk;2023 december;22.6;17.2
2181;Nederland;Rijssen-Holten;2021 december;21.4;19.3
2182;Nederland;Rijssen-Holten;2022 december;22.0;19.6
2183;Nederland;Rijssen-Holten;2023 december;22.4;20.8
2184;Nederland;Rijswijk (ZH.);2021 december;30.6;19.9
2185;Nederland;Rijswijk (ZH.);2022 december;29.3;20.5
2186;Nederland;Rijswijk (ZH.);2023 december;31.5;22.9
2187;Nederland;Roerdalen;2021 december;4.0;13.7
2188;Nederland;Roerdalen;2022 december;4.0;12.5
2189;Nederland;Roerdalen;2023 december;4.1;12.7
2190;Nederland;Roermond;2021 december;33.6;17.9
2191;Nederland;Roermond;2022 december;35.3;17.3
2192;Nederland;Roermond;2023 december;35.3;18.2
2193;Nederland;De Ronde Venen;2021 december;14.3;16.9
2194;Nederland;De Ronde Venen;2022 december;14.1;15.6
2195;Nederland;De Ronde Venen;2023 december;14.0;15.4
2196;Nederland;Roosendaal;2021 december;36.5;16.7
2197;Nederland;Roosendaal;2022 december;35.9;15.3
2198;Nederland;Roosendaal;2023 december;35.8;15.3
2199;Nederland;Rotterdam;2021 december;399.1;19.4
2200;Nederland;Rotterdam;2022 december;406.2;20.0
2201;Nederland;Rotterdam;2023 december;406.4;19.8
2202;Nederland;Rozendaal;2021 december;0.4;14.4
2203;Nederland;Rozendaal;2022 december;0.5;12.5
2204;Nederland;Rozendaal;2023 december;0.5;13.4
2205;Nederland;Rucphen;2021 december;4.9;10.3
2206;Nederland;Rucphen;2022 december;4.8;10.9
2207;Nederland;Rucphen;2023 december;5.3;12.3
2208;Nederland;Schagen;2021 december;18.8;16.4
2209;Nederland;Schagen;2022 december;19.8;15.8
2210;Nederland;Schagen;2023 december;20.2;16.1
2211;Nederland;Scherpenzeel;2021 december;3.7;16.6
2212;Nederland;Scherpenzeel;2022 december;3.8;16.6
2213;Nederland;Scherpenzeel;2023 december;3.7;16.9
2214;Nederland;Schiedam;2021 december;33.2;16.1
2215;Nederland;Schiedam;2022 december;33.3;16.2
2216;Nederland;Schiedam;2023 december;33.8;17.8
2217;Nederland;Schiermonnikoog;2021 december;0.5;18.4
2218;Nederland;Schiermonnikoog;2022 december;0.6;23.8
2219;Nederland;Schiermonnikoog;2023 december;0.6;23.6
2220;Nederland;Schouwen-Duiveland;2021 december;11.9;16.2
2221;Nederland;Schouwen-Duiveland;2022 december;12.2;15.9
2222;Nederland;Schouwen-Duiveland;2023 december;12.6;16.7
2223;Nederland;Simpelveld;2021 december;1.5;16.6
2224;Nederland;Simpelveld;2022 december;1.6;14.4
2225;Nederland;Simpelveld;2023 december;1.6;12.0
2226;Nederland;Sint Anthonis;2021 december;3.0;12.1
2227;Nederland;Sint Anthonis;2022 december;;
2228;Nederland;Sint Anthonis;2023 december;;
2229;Nederland;Sint-Michielsgestel;2021 december;7.1;12.5
2230;Nederland;Sint-Michielsgestel;2022 december;7.6;12.2
2231;Nederland;Sint-Michielsgestel;2023 december;7.7;12.3
2232;Nederland;Sittard-Geleen;2021 december;47.2;16.1
2233;Nederland;Sittard-Geleen;2022 december;48.7;15.7
2234;Nederland;Sittard-Geleen;2023 december;48.8;15.6
2235;Nederland;Sliedrecht;2021 december;16.6;24.1
2236;Nederland;Sliedrecht;2022 december;18.8;31.6
2237;Nederland;Sliedrecht;2023 december;18.1;30.4
2238;Nederland;Sluis;2021 december;7.0;15.8
2239;Nederland;Sluis;2022 december;7.4;16.8
2240;Nederland;Sluis;2023 december;7.4;18.7
2241;Nederland;Smallingerland;2021 december;31.2;18.7
2242;Nederland;Smallingerland;2022 december;31.7;18.8
2243;Nederland;Smallingerland;2023 december;34.3;20.6
2244;Nederland;Soest;2021 december;15.8;18.4
2245;Nederland;Soest;2022 december;16.2;18.3
2246;Nederland;Soest;2023 december;15.5;17.4
2247;Nederland;Someren;2021 december;7.1;11.8
2248;Nederland;Someren;2022 december;7.2;11.2
2249;Nederland;Someren;2023 december;7.5;12.6
2250;Nederland;Son en Breugel;2021 december;15.1;21.6
2251;Nederland;Son en Breugel;2022 december;15.5;22.5
2252;Nederland;Son en Breugel;2023 december;15.4;21.4
2253;Nederland;Stadskanaal;2021 december;10.8;12.3
2254;Nederland;Stadskanaal;2022 december;10.9;13.2
2255;Nederland;Stadskanaal;2023 december;10.9;12.6
2256;Nederland;Staphorst;2021 december;8.1;18.7
2257;Nederland;Staphorst;2022 december;8.3;17.5
2258;Nederland;Staphorst;2023 december;8.6;19.2
2259;Nederland;Stede Broec;2021 december;5.1;9.1
2260;Nederland;Stede Broec;2022 december;5.4;9.1
2261;Nederland;Stede Broec;2023 december;6.3;21.3
2262;Nederland;Steenbergen;2021 december;6.3;15.2
2263;Nederland;Steenbergen;2022 december;6.6;15.1
2264;Nederland;Steenbergen;2023 december;6.8;15.7
2265;Nederland;Steenwijkerland;2021 december;12.4;15.5
2266;Nederland;Steenwijkerland;2022 december;13.6;16.7
2267;Nederland;Steenwijkerland;2023 december;13.4;15.4
2268;Nederland;Stein (L.);2021 december;7.6;13.8
2269;Nederland;Stein (L.);2022 december;7.6;13.3
2270;Nederland;Stein (L.);2023 december;7.2;13.5
2271;Nederland;Stichtse Vecht;2021 december;19.5;22.1
2272;Nederland;Stichtse Vecht;2022 december;19.2;21.1
2273;Nederland;Stichtse Vecht;2023 december;19.0;21.2
2274;Nederland;Súdwest-Fryslân;2021 december;35.9;19.6
2275;Nederland;Súdwest-Fryslân;2022 december;36.3;17.9
2276;Nederland;Súdwest-Fryslân;2023 december;35.5;16.6
2277;Nederland;Terneuzen;2021 december;26.1;16.8
2278;Nederland;Terneuzen;2022 december;27.0;17.4
2279;Nederland;Terneuzen;2023 december;26.0;17.2
2280;Nederland;Terschelling;2021 december;2.0;19.6
2281;Nederland;Terschelling;2022 december;2.0;20.4
2282;Nederland;Terschelling;2023 december;2.0;19.1
2283;Nederland;Texel;2021 december;6.6;20.4
2284;Nederland;Texel;2022 december;6.8;20.3
2285;Nederland;Texel;2023 december;6.7;20.5
2286;Nederland;Teylingen;2021 december;15.7;16.2
2287;Nederland;Teylingen;2022 december;15.5;15.4
2288;Nederland;Teylingen;2023 december;16.1;15.5
2289;Nederland;Tholen;2021 december;7.6;14.1
2290;Nederland;Tholen;2022 december;7.7;13.7
2291;Nederland;Tholen;2023 december;7.8;14.2
2292;Nederland;Tiel;2021 december;23.0;19.9
2293;Nederland;Tiel;2022 december;23.5;19.5
2294;Nederland;Tiel;2023 december;22.9;18.4
2295;Nederland;Tilburg;2021 december;133.9;25.1
2296;Nederland;Tilburg;2022 december;134.2;23.2
2297;Nederland;Tilburg;2023 december;132.8;22.7
2298;Nederland;Tubbergen;2021 december;7.4;11.1
2299;Nederland;Tubbergen;2022 december;7.4;10.0
2300;Nederland;Tubbergen;2023 december;7.5;10.7
2301;Nederland;Twenterand;2021 december;10.7;10.7
2302;Nederland;Twenterand;2022 december;11.0;10.2
2303;Nederland;Twenterand;2023 december;11.4;11.2
2304;Nederland;Tynaarlo;2021 december;10.4;16.5
2305;Nederland;Tynaarlo;2022 december;11.0;17.6
2306;Nederland;Tynaarlo;2023 december;11.2;17.6
2307;Nederland;Tytsjerksteradiel;2021 december;8.2;17.2
2308;Nederland;Tytsjerksteradiel;2022 december;8.3;16.5
2309;Nederland;Tytsjerksteradiel;2023 december;8.4;18.4
2310;Nederland;Uden;2021 december;26.8;15.2
2311;Nederland;Uden;2022 december;;
2312;Nederland;Uden;2023 december;;
2313;Nederland;Uitgeest;2021 december;3.7;22.6
2314;Nederland;Uitgeest;2022 december;3.5;15.1
2315;Nederland;Uitgeest;2023 december;3.4;13.9
2316;Nederland;Uithoorn;2021 december;12.2;16.5
2317;Nederland;Uithoorn;2022 december;12.3;16.9
2318;Nederland;Uithoorn;2023 december;11.7;15.7
2319;Nederland;Urk;2021 december;10.0;9.9
2320;Nederland;Urk;2022 december;10.6;10.4
2321;Nederland;Urk;2023 december;10.7;12.0
2322;Nederland;Utrecht (gemeente);2021 december;310.2;27.6
2323;Nederland;Utrecht (gemeente);2022 december;326.3;28.9
2324;Nederland;Utrecht (gemeente);2023 december;338.6;30.1
2325;Nederland;Utrechtse Heuvelrug;2021 december;21.1;20.9
2326;Nederland;Utrechtse Heuvelrug;2022 december;21.6;20.7
2327;Nederland;Utrechtse Heuvelrug;2023 december;21.3;21.0
2328;Nederland;Vaals;2021 december;1.6;13.3
2329;Nederland;Vaals;2022 december;1.7;18.2
2330;Nederland;Vaals;2023 december;1.6;12.2
2331;Nederland;Valkenburg aan de Geul;2021 december;5.1;11.8
2332;Nederland;Valkenburg aan de Geul;2022 december;5.4;12.9
2333;Nederland;Valkenburg aan de Geul;2023 december;5.3;12.4
2334;Nederland;Valkenswaard;2021 december;9.8;13.0
2335;Nederland;Valkenswaard;2022 december;10.3;12.9
2336;Nederland;Valkenswaard;2023 december;10.2;14.0
2337;Nederland;Veendam;2021 december;11.6;17.6
2338;Nederland;Veendam;2022 december;11.8;16.0
2339;Nederland;Veendam;2023 december;11.7;17.4
2340;Nederland;Veenendaal;2021 december;31.9;19.0
2341;Nederland;Veenendaal;2022 december;33.3;19.0
2342;Nederland;Veenendaal;2023 december;32.7;18.1
2343;Nederland;Veere;2021 december;6.8;13.1
2344;Nederland;Veere;2022 december;7.1;13.2
2345;Nederland;Veere;2023 december;7.3;14.3
2346;Nederland;Veldhoven;2021 december;34.7;18.9
2347;Nederland;Veldhoven;2022 december;36.0;18.9
2348;Nederland;Veldhoven;2023 december;37.8;19.0
2349;Nederland;Velsen;2021 december;32.4;16.6
2350;Nederland;Velsen;2022 december;34.3;18.5
2351;Nederland;Velsen;2023 december;34.2;17.7
2352;Nederland;Venlo;2021 december;59.0;15.8
2353;Nederland;Venlo;2022 december;59.6;15.2
2354;Nederland;Venlo;2023 december;58.9;15.8
2355;Nederland;Venray;2021 december;22.0;17.5
2356;Nederland;Venray;2022 december;22.6;15.9
2357;Nederland;Venray;2023 december;22.7;16.1
2358;Nederland;Vijfheerenlanden;2021 december;25.7;23.9
2359;Nederland;Vijfheerenlanden;2022 december;26.0;23.0
2360;Nederland;Vijfheerenlanden;2023 december;26.7;21.8
2361;Nederland;Vlaardingen;2021 december;19.2;12.5
2362;Nederland;Vlaardingen;2022 december;19.6;12.7
2363;Nederland;Vlaardingen;2023 december;19.4;12.5
2364;Nederland;Vlieland;2021 december;0.7;22.2
2365;Nederland;Vlieland;2022 december;0.8;23.8
2366;Nederland;Vlieland;2023 december;0.7;20.3
2367;Nederland;Vlissingen;2021 december;16.5;16.7
2368;Nederland;Vlissingen;2022 december;16.9;17.2
2369;Nederland;Vlissingen;2023 december;18.0;18.9
2370;Nederland;Voerendaal;2021 december;1.9;14.6
2371;Nederland;Voerendaal;2022 december;2.0;12.9
2372;Nederland;Voerendaal;2023 december;2.1;13.6
2373;Nederland;Voorne aan Zee;2021 december;;
2374;Nederland;Voorne aan Zee;2022 december;;
2375;Nederland;Voorne aan Zee;2023 december;17.5;13.5
2376;Nederland;Voorschoten;2021 december;5.3;11.9
2377;Nederland;Voorschoten;2022 december;5.4;13.1
2378;Nederland;Voorschoten;2023 december;5.5;13.1
2379;Nederland;Voorst;2021 december;10.8;16.1
2380;Nederland;Voorst;2022 december;10.6;15.8
2381;Nederland;Voorst;2023 december;10.3;14.7
2382;Nederland;Vught;2021 december;13.7;17.2
2383;Nederland;Vught;2022 december;13.5;16.2
2384;Nederland;Vught;2023 december;13.6;15.8
2385;Nederland;Waadhoeke;2021 december;13.8;14.8
2386;Nederland;Waadhoeke;2022 december;13.8;14.9
2387;Nederland;Waadhoeke;2023 december;13.6;15.0
2388;Nederland;Waalre;2021 december;4.5;18.1
2389;Nederland;Waalre;2022 december;4.6;16.6
2390;Nederland;Waalre;2023 december;4.8;18.8
2391;Nederland;Waalwijk;2021 december;30.8;17.5
2392;Nederland;Waalwijk;2022 december;32.2;17.9
2393;Nederland;Waalwijk;2023 december;30.7;17.8
2394;Nederland;Waddinxveen;2021 december;12.5;16.7
2395;Nederland;Waddinxveen;2022 december;12.9;16.5
2396;Nederland;Waddinxveen;2023 december;13.4;16.0
2397;Nederland;Wageningen;2021 december;20.4;19.3
2398;Nederland;Wageningen;2022 december;21.5;20.0
2399;Nederland;Wageningen;2023 december;22.8;19.6
2400;Nederland;Wassenaar;2021 december;6.7;11.5
2401;Nederland;Wassenaar;2022 december;6.8;11.4
2402;Nederland;Wassenaar;2023 december;6.9;11.5
2403;Nederland;Waterland;2021 december;3.3;13.6
2404;Nederland;Waterland;2022 december;3.5;19.6
2405;Nederland;Waterland;2023 december;3.5;14.0
2406;Nederland;Weert;2021 december;22.8;16.6
2407;Nederland;Weert;2022 december;22.8;16.2
2408;Nederland;Weert;2023 december;22.9;16.2
2409;Nederland;Weesp;2021 december;9.0;24.7
2410;Nederland;Weesp;2022 december;8.9;23.7
2411;Nederland;Weesp;2023 december;;
2412;Nederland;West Betuwe;2021 december;25.0;23.1
2413;Nederland;West Betuwe;2022 december;25.2;23.3
2414;Nederland;West Betuwe;2023 december;24.9;21.8
2415;Nederland;West Maas en Waal;2021 december;5.4;12.4
2416;Nederland;West Maas en Waal;2022 december;5.7;12.1
2417;Nederland;West Maas en Waal;2023 december;5.9;14.2
2418;Nederland;Westerkwartier;2021 december;19.4;17.1
2419;Nederland;Westerkwartier;2022 december;19.4;15.5
2420;Nederland;Westerkwartier;2023 december;19.9;15.0
2421;Nederland;Westerveld;2021 december;7.5;21.3
2422;Nederland;Westerveld;2022 december;7.5;21.8
2423;Nederland;Westerveld;2023 december;7.6;21.2
2424;Nederland;Westervoort;2021 december;2.4;11.5
2425;Nederland;Westervoort;2022 december;2.4;10.4
2426;Nederland;Westervoort;2023 december;2.4;10.0
2427;Nederland;Westerwolde;2021 december;7.6;21.2
