ID;RegioS;Geslacht;Leeftijd;AantalPersonenMet52WekenInkomen_1;GemiddeldBesteedbaarInkomen_2
69;Zuid-Nederland (LD);Man;65 jaar en ouder;233.8;20.0
70;Zuid-Nederland (LD);Vrouw;Totaal leeftijd;1190.5;13.2
71;Zuid-Nederland (LD);Vrouw;15 tot 25 jaar;120.9;7.9
72;Zuid-Nederland (LD);Vrouw;25 tot 45 jaar;408.9;14.6
73;Zuid-Nederland (LD);Vrouw;45 tot 65 jaar;361.8;13.8
74;Zuid-Nederland (LD);Vrouw;65 jaar en ouder;298.9;12.7
75;Groningen (PV);Totaal mannen en vrouwen;Totaal leeftijd;399.2;16.9
76;Groningen (PV);Totaal mannen en vrouwen;15 tot 25 jaar;44.4;8.4
77;Groningen (PV);Totaal mannen en vrouwen;25 tot 45 jaar;141.4;17.7
78;Groningen (PV);Totaal mannen en vrouwen;45 tot 65 jaar;129.1;20.2
79;Groningen (PV);Totaal mannen en vrouwen;65 jaar en ouder;84.4;15.2
80;Groningen (PV);Man;Totaal leeftijd;208.8;20.3
81;Groningen (PV);Man;15 tot 25 jaar;22.1;8.9
82;Groningen (PV);Man;25 tot 45 jaar;75.7;20.4
83;Groningen (PV);Man;45 tot 65 jaar;74.9;24.2
84;Groningen (PV);Man;65 jaar en ouder;36.2;18.9
85;Groningen (PV);Vrouw;Totaal leeftijd;190.5;13.3
86;Groningen (PV);Vrouw;15 tot 25 jaar;22.2;7.8
87;Groningen (PV);Vrouw;25 tot 45 jaar;65.7;14.7
88;Groningen (PV);Vrouw;45 tot 65 jaar;54.3;14.5
89;Groningen (PV);Vrouw;65 jaar en ouder;48.2;12.4
90;Friesland (PV);Totaal mannen en vrouwen;Totaal leeftijd;442.6;17.3
91;Friesland (PV);Totaal mannen en vrouwen;15 tot 25 jaar;43.7;8.7
92;Friesland (PV);Totaal mannen en vrouwen;25 tot 45 jaar;154.8;18.0
93;Friesland (PV);Totaal mannen en vrouwen;45 tot 65 jaar;146.9;20.2
94;Friesland (PV);Totaal mannen en vrouwen;65 jaar en ouder;97.2;15.5
95;Friesland (PV);Man;Totaal leeftijd;235.2;21.2
96;Friesland (PV);Man;15 tot 25 jaar;22.8;9.6
97;Friesland (PV);Man;25 tot 45 jaar;83.9;21.4
98;Friesland (PV);Man;45 tot 65 jaar;85.7;24.9
99;Friesland (PV);Man;65 jaar en ouder;42.8;19.6
100;Friesland (PV);Vrouw;Totaal leeftijd;207.4;12.8
101;Friesland (PV);Vrouw;15 tot 25 jaar;20.9;7.8
102;Friesland (PV);Vrouw;25 tot 45 jaar;70.9;13.9
103;Friesland (PV);Vrouw;45 tot 65 jaar;61.2;13.7
104;Friesland (PV);Vrouw;65 jaar en ouder;54.4;12.3
105;Drenthe (PV);Totaal mannen en vrouwen;Totaal leeftijd;341.3;17.5
106;Drenthe (PV);Totaal mannen en vrouwen;15 tot 25 jaar;29.8;8.4
107;Drenthe (PV);Totaal mannen en vrouwen;25 tot 45 jaar;113.2;18.1
108;Drenthe (PV);Totaal mannen en vrouwen;45 tot 65 jaar;118.3;20.6
109;Drenthe (PV);Totaal mannen en vrouwen;65 jaar en ouder;80.0;15.7
110;Drenthe (PV);Man;Totaal leeftijd;178.7;21.7
111;Drenthe (PV);Man;15 tot 25 jaar;15.6;9.0
112;Drenthe (PV);Man;25 tot 45 jaar;60.0;21.9
113;Drenthe (PV);Man;45 tot 65 jaar;68.0;25.5
114;Drenthe (PV);Man;65 jaar en ouder;35.2;19.8
115;Drenthe (PV);Vrouw;Totaal leeftijd;162.6;12.9
116;Drenthe (PV);Vrouw;15 tot 25 jaar;14.2;7.6
117;Drenthe (PV);Vrouw;25 tot 45 jaar;53.2;13.8
118;Drenthe (PV);Vrouw;45 tot 65 jaar;50.3;13.9
119;Drenthe (PV);Vrouw;65 jaar en ouder;44.8;12.4
120;Overijssel (PV);Totaal mannen en vrouwen;Totaal leeftijd;770.7;17.4
121;Overijssel (PV);Totaal mannen en vrouwen;15 tot 25 jaar;85.8;8.6
122;Overijssel (PV);Totaal mannen en vrouwen;25 tot 45 jaar;281.5;18.3
123;Overijssel (PV);Totaal mannen en vrouwen;45 tot 65 jaar;244.3;20.5
124;Overijssel (PV);Totaal mannen en vrouwen;65 jaar en ouder;159.1;15.6
125;Overijssel (PV);Man;Totaal leeftijd;408.4;21.4
126;Overijssel (PV);Man;15 tot 25 jaar;45.4;9.2
127;Overijssel (PV);Man;25 tot 45 jaar;152.6;22.0
128;Overijssel (PV);Man;45 tot 65 jaar;141.7;25.7
129;Overijssel (PV);Man;65 jaar en ouder;68.7;19.5
130;Overijssel (PV);Vrouw;Totaal leeftijd;362.3;12.8
131;Overijssel (PV);Vrouw;15 tot 25 jaar;40.4;7.9
132;Overijssel (PV);Vrouw;25 tot 45 jaar;128.9;14.0
133;Overijssel (PV);Vrouw;45 tot 65 jaar;102.7;13.4
134;Overijssel (PV);Vrouw;65 jaar en ouder;90.3;12.7
135;Flevoland (PV);Totaal mannen en vrouwen;Totaal leeftijd;245.0;18.3
136;Flevoland (PV);Totaal mannen en vrouwen;15 tot 25 jaar;28.3;9.1
137;Flevoland (PV);Totaal mannen en vrouwen;25 tot 45 jaar;101.8;19.3
138;Flevoland (PV);Totaal mannen en vrouwen;45 tot 65 jaar;82.1;21.3
139;Flevoland (PV);Totaal mannen en vrouwen;65 jaar en ouder;32.8;15.4
140;Flevoland (PV);Man;Totaal leeftijd;128.3;22.3
141;Flevoland (PV);Man;15 tot 25 jaar;14.8;9.7
142;Flevoland (PV);Man;25 tot 45 jaar;53.4;23.2
143;Flevoland (PV);Man;45 tot 65 jaar;45.5;26.3
144;Flevoland (PV);Man;65 jaar en ouder;14.7;19.3
145;Flevoland (PV);Vrouw;Totaal leeftijd;116.6;13.8
146;Flevoland (PV);Vrouw;15 tot 25 jaar;13.5;8.4
147;Flevoland (PV);Vrouw;25 tot 45 jaar;48.4;15.0
148;Flevoland (PV);Vrouw;45 tot 65 jaar;36.6;15.0
149;Flevoland (PV);Vrouw;65 jaar en ouder;18.1;12.3
150;Gelderland (PV);Totaal mannen en vrouwen;Totaal leeftijd;1372.5;18.2
151;Gelderland (PV);Totaal mannen en vrouwen;15 tot 25 jaar;143.1;8.7
152;Gelderland (PV);Totaal mannen en vrouwen;25 tot 45 jaar;485.9;19.1
153;Gelderland (PV);Totaal mannen en vrouwen;45 tot 65 jaar;457.3;21.5
154;Gelderland (PV);Totaal mannen en vrouwen;65 jaar en ouder;286.1;16.4
155;Gelderland (PV);Man;Totaal leeftijd;717.5;22.7
156;Gelderland (PV);Man;15 tot 25 jaar;73.4;9.4
157;Gelderland (PV);Man;25 tot 45 jaar;259.2;23.1
158;Gelderland (PV);Man;45 tot 65 jaar;261.8;26.9
159;Gelderland (PV);Man;65 jaar en ouder;123.2;20.8
160;Gelderland (PV);Vrouw;Totaal leeftijd;655.1;13.4
161;Gelderland (PV);Vrouw;15 tot 25 jaar;69.8;7.9
162;Gelderland (PV);Vrouw;25 tot 45 jaar;226.8;14.6
163;Gelderland (PV);Vrouw;45 tot 65 jaar;195.6;14.2
164;Gelderland (PV);Vrouw;65 jaar en ouder;162.9;13.0
165;Utrecht (PV);Totaal mannen en vrouwen;Totaal leeftijd;826.5;20.1
166;Utrecht (PV);Totaal mannen en vrouwen;15 tot 25 jaar;91.3;8.6
167;Utrecht (PV);Totaal mannen en vrouwen;25 tot 45 jaar;322.4;21.2
168;Utrecht (PV);Totaal mannen en vrouwen;45 tot 65 jaar;261.6;24.0
169;Utrecht (PV);Totaal mannen en vrouwen;65 jaar en ouder;151.2;18.0
170;Utrecht (PV);Man;Totaal leeftijd;421.0;24.9
171;Utrecht (PV);Man;15 tot 25 jaar;44.7;9.0
172;Utrecht (PV);Man;25 tot 45 jaar;168.1;25.1
173;Utrecht (PV);Man;45 tot 65 jaar;144.4;30.4
174;Utrecht (PV);Man;65 jaar en ouder;63.8;23.1
175;Utrecht (PV);Vrouw;Totaal leeftijd;405.5;15.1
176;Utrecht (PV);Vrouw;15 tot 25 jaar;46.7;8.3
177;Utrecht (PV);Vrouw;25 tot 45 jaar;154.3;16.9
178;Utrecht (PV);Vrouw;45 tot 65 jaar;117.1;16.2
179;Utrecht (PV);Vrouw;65 jaar en ouder;87.4;14.3
180;Noord-Holland (PV);Totaal mannen en vrouwen;Totaal leeftijd;1831.8;19.8
181;Noord-Holland (PV);Totaal mannen en vrouwen;15 tot 25 jaar;168.7;9.0
182;Noord-Holland (PV);Totaal mannen en vrouwen;25 tot 45 jaar;694.1;21.0
183;Noord-Holland (PV);Totaal mannen en vrouwen;45 tot 65 jaar;609.1;22.8
184;Noord-Holland (PV);Totaal mannen en vrouwen;65 jaar en ouder;360.0;17.4
185;Noord-Holland (PV);Man;Totaal leeftijd;935.0;24.0
186;Noord-Holland (PV);Man;15 tot 25 jaar;84.6;9.5
187;Noord-Holland (PV);Man;25 tot 45 jaar;361.0;24.6
188;Noord-Holland (PV);Man;45 tot 65 jaar;335.2;28.1
189;Noord-Holland (PV);Man;65 jaar en ouder;154.2;21.8
190;Noord-Holland (PV);Vrouw;Totaal leeftijd;896.9;15.4
191;Noord-Holland (PV);Vrouw;15 tot 25 jaar;84.1;8.5
192;Noord-Holland (PV);Vrouw;25 tot 45 jaar;333.1;17.2
193;Noord-Holland (PV);Vrouw;45 tot 65 jaar;273.9;16.3
194;Noord-Holland (PV);Vrouw;65 jaar en ouder;205.8;14.0
195;Zuid-Holland (PV);Totaal mannen en vrouwen;Totaal leeftijd;2382.7;19.2
196;Zuid-Holland (PV);Totaal mannen en vrouwen;15 tot 25 jaar;245.7;9.1
197;Zuid-Holland (PV);Totaal mannen en vrouwen;25 tot 45 jaar;877.4;20.3
198;Zuid-Holland (PV);Totaal mannen en vrouwen;45 tot 65 jaar;773.0;22.8
199;Zuid-Holland (PV);Totaal mannen en vrouwen;65 jaar en ouder;486.5;16.9
200;Zuid-Holland (PV);Man;Totaal leeftijd;1230.4;23.6
201;Zuid-Holland (PV);Man;15 tot 25 jaar;126.2;9.6
202;Zuid-Holland (PV);Man;25 tot 45 jaar;463.5;23.9
203;Zuid-Holland (PV);Man;45 tot 65 jaar;433.6;28.4
204;Zuid-Holland (PV);Man;65 jaar en ouder;207.0;21.3
205;Zuid-Holland (PV);Vrouw;Totaal leeftijd;1152.3;14.5
206;Zuid-Holland (PV);Vrouw;15 tot 25 jaar;119.4;8.6
207;Zuid-Holland (PV);Vrouw;25 tot 45 jaar;413.9;16.1
208;Zuid-Holland (PV);Vrouw;45 tot 65 jaar;339.4;15.5
209;Zuid-Holland (PV);Vrouw;65 jaar en ouder;279.5;13.6
210;Zeeland (PV);Totaal mannen en vrouwen;Totaal leeftijd;265.0;18.0
211;Zeeland (PV);Totaal mannen en vrouwen;15 tot 25 jaar;25.8;9.0
212;Zeeland (PV);Totaal mannen en vrouwen;25 tot 45 jaar;85.4;18.9
213;Zeeland (PV);Totaal mannen en vrouwen;45 tot 65 jaar;88.9;21.4
214;Zeeland (PV);Totaal mannen en vrouwen;65 jaar en ouder;64.9;15.9
215;Zeeland (PV);Man;Totaal leeftijd;140.0;22.7
216;Zeeland (PV);Man;15 tot 25 jaar;13.8;10.0
217;Zeeland (PV);Man;25 tot 45 jaar;45.9;23.2
218;Zeeland (PV);Man;45 tot 65 jaar;51.6;27.1
219;Zeeland (PV);Man;65 jaar en ouder;28.7;20.1
220;Zeeland (PV);Vrouw;Totaal leeftijd;125.0;12.8
221;Zeeland (PV);Vrouw;15 tot 25 jaar;12.0;7.9
222;Zeeland (PV);Vrouw;25 tot 45 jaar;39.5;13.8
223;Zeeland (PV);Vrouw;45 tot 65 jaar;37.3;13.5
224;Zeeland (PV);Vrouw;65 jaar en ouder;36.2;12.6
225;Noord-Brabant (PV);Totaal mannen en vrouwen;Totaal leeftijd;1708.4;18.4
226;Noord-Brabant (PV);Totaal mannen en vrouwen;15 tot 25 jaar;177.9;8.6
227;Noord-Brabant (PV);Totaal mannen en vrouwen;25 tot 45 jaar;612.6;19.5
228;Noord-Brabant (PV);Totaal mannen en vrouwen;45 tot 65 jaar;571.0;21.7
229;Noord-Brabant (PV);Totaal mannen en vrouwen;65 jaar en ouder;346.9;16.1
230;Noord-Brabant (PV);Man;Totaal leeftijd;902.9;22.9
231;Noord-Brabant (PV);Man;15 tot 25 jaar;92.6;9.2
232;Noord-Brabant (PV);Man;25 tot 45 jaar;327.4;23.6
233;Noord-Brabant (PV);Man;45 tot 65 jaar;329.9;27.4
234;Noord-Brabant (PV);Man;65 jaar en ouder;152.9;20.3
235;Noord-Brabant (PV);Vrouw;Totaal leeftijd;805.6;13.4
236;Noord-Brabant (PV);Vrouw;15 tot 25 jaar;85.3;8.0
237;Noord-Brabant (PV);Vrouw;25 tot 45 jaar;285.1;14.8
238;Noord-Brabant (PV);Vrouw;45 tot 65 jaar;241.1;14.0
239;Noord-Brabant (PV);Vrouw;65 jaar en ouder;194.0;12.8
240;Limburg (PV);Totaal mannen en vrouwen;Totaal leeftijd;803.5;17.3
241;Limburg (PV);Totaal mannen en vrouwen;15 tot 25 jaar;72.8;8.3
242;Limburg (PV);Totaal mannen en vrouwen;25 tot 45 jaar;261.5;18.1
243;Limburg (PV);Totaal mannen en vrouwen;45 tot 65 jaar;283.4;20.0
244;Limburg (PV);Totaal mannen en vrouwen;65 jaar en ouder;185.8;15.5
245;Limburg (PV);Man;Totaal leeftijd;418.5;21.3
246;Limburg (PV);Man;15 tot 25 jaar;37.2;8.7
247;Limburg (PV);Man;25 tot 45 jaar;137.7;21.6
248;Limburg (PV);Man;45 tot 65 jaar;162.7;24.9
249;Limburg (PV);Man;65 jaar en ouder;80.8;19.4
250;Limburg (PV);Vrouw;Totaal leeftijd;385.0;12.9
251;Limburg (PV);Vrouw;15 tot 25 jaar;35.6;7.7
252;Limburg (PV);Vrouw;25 tot 45 jaar;123.8;14.3
253;Limburg (PV);Vrouw;45 tot 65 jaar;120.7;13.3
254;Limburg (PV);Vrouw;65 jaar en ouder;104.9;12.6
255;Oost-Groningen (CR);Totaal mannen en vrouwen;Totaal leeftijd;107.7;16.2
256;Oost-Groningen (CR);Totaal mannen en vrouwen;15 tot 25 jaar;8.9;8.4
257;Oost-Groningen (CR);Totaal mannen en vrouwen;25 tot 45 jaar;35.5;17.1
258;Oost-Groningen (CR);Totaal mannen en vrouwen;45 tot 65 jaar;37.0;18.8
259;Oost-Groningen (CR);Totaal mannen en vrouwen;65 jaar en ouder;26.3;14.0
260;Oost-Groningen (CR);Man;Totaal leeftijd;57.4;19.7
261;Oost-Groningen (CR);Man;15 tot 25 jaar;4.7;9.2
262;Oost-Groningen (CR);Man;25 tot 45 jaar;19.2;20.3
263;Oost-Groningen (CR);Man;45 tot 65 jaar;22.1;22.8
264;Oost-Groningen (CR);Man;65 jaar en ouder;11.4;17.0
265;Oost-Groningen (CR);Vrouw;Totaal leeftijd;50.3;12.2
266;Oost-Groningen (CR);Vrouw;15 tot 25 jaar;4.2;7.4
267;Oost-Groningen (CR);Vrouw;25 tot 45 jaar;16.3;13.3
268;Oost-Groningen (CR);Vrouw;45 tot 65 jaar;14.9;12.9
269;Oost-Groningen (CR);Vrouw;65 jaar en ouder;15.0;11.7
270;Delfzijl en omgeving (CR);Totaal mannen en vrouwen;Totaal leeftijd;34.9;17.1
271;Delfzijl en omgeving (CR);Totaal mannen en vrouwen;15 tot 25 jaar;2.8;8.4
272;Delfzijl en omgeving (CR);Totaal mannen en vrouwen;25 tot 45 jaar;11.1;17.5
273;Delfzijl en omgeving (CR);Totaal mannen en vrouwen;45 tot 65 jaar;12.1;20.3
274;Delfzijl en omgeving (CR);Totaal mannen en vrouwen;65 jaar en ouder;8.9;14.8
275;Delfzijl en omgeving (CR);Man;Totaal leeftijd;18.7;21.0
276;Delfzijl en omgeving (CR);Man;15 tot 25 jaar;1.5;9.1
277;Delfzijl en omgeving (CR);Man;25 tot 45 jaar;6.0;21.0
278;Delfzijl en omgeving (CR);Man;45 tot 65 jaar;7.2;24.8
279;Delfzijl en omgeving (CR);Man;65 jaar en ouder;3.9;18.7
280;Delfzijl en omgeving (CR);Vrouw;Totaal leeftijd;16.3;12.6
281;Delfzijl en omgeving (CR);Vrouw;15 tot 25 jaar;1.3;7.6
282;Delfzijl en omgeving (CR);Vrouw;25 tot 45 jaar;5.1;13.5
283;Delfzijl en omgeving (CR);Vrouw;45 tot 65 jaar;4.9;13.7
284;Delfzijl en omgeving (CR);Vrouw;65 jaar en ouder;5.0;11.8
285;Overig Groningen (CR);Totaal mannen en vrouwen;Totaal leeftijd;256.6;17.2
286;Overig Groningen (CR);Totaal mannen en vrouwen;15 tot 25 jaar;32.7;8.3
287;Overig Groningen (CR);Totaal mannen en vrouwen;25 tot 45 jaar;94.7;18.0
288;Overig Groningen (CR);Totaal mannen en vrouwen;45 tot 65 jaar;80.0;20.8
289;Overig Groningen (CR);Totaal mannen en vrouwen;65 jaar en ouder;49.2;15.9
290;Overig Groningen (CR);Man;Totaal leeftijd;132.7;20.4
291;Overig Groningen (CR);Man;15 tot 25 jaar;15.9;8.8
292;Overig Groningen (CR);Man;25 tot 45 jaar;50.4;20.3
293;Overig Groningen (CR);Man;45 tot 65 jaar;45.5;24.8
294;Overig Groningen (CR);Man;65 jaar en ouder;20.9;19.9
295;Overig Groningen (CR);Vrouw;Totaal leeftijd;123.9;13.8
296;Overig Groningen (CR);Vrouw;15 tot 25 jaar;16.8;8.0
297;Overig Groningen (CR);Vrouw;25 tot 45 jaar;44.3;15.3
298;Overig Groningen (CR);Vrouw;45 tot 65 jaar;34.5;15.4
299;Overig Groningen (CR);Vrouw;65 jaar en ouder;28.3;12.9
300;Noord-Friesland (CR);Totaal mannen en vrouwen;Totaal leeftijd;227.7;17.0
301;Noord-Friesland (CR);Totaal mannen en vrouwen;15 tot 25 jaar;24.2;8.8
302;Noord-Friesland (CR);Totaal mannen en vrouwen;25 tot 45 jaar;80.9;17.8
303;Noord-Friesland (CR);Totaal mannen en vrouwen;45 tot 65 jaar;74.7;19.9
304;Noord-Friesland (CR);Totaal mannen en vrouwen;65 jaar en ouder;47.9;15.4
305;Noord-Friesland (CR);Man;Totaal leeftijd;121.1;20.7
306;Noord-Friesland (CR);Man;15 tot 25 jaar;12.3;9.6
307;Noord-Friesland (CR);Man;25 tot 45 jaar;43.9;21.0
308;Noord-Friesland (CR);Man;45 tot 65 jaar;43.8;24.2
309;Noord-Friesland (CR);Man;65 jaar en ouder;21.0;19.3
310;Noord-Friesland (CR);Vrouw;Totaal leeftijd;106.7;12.8
311;Noord-Friesland (CR);Vrouw;15 tot 25 jaar;11.8;7.9
312;Noord-Friesland (CR);Vrouw;25 tot 45 jaar;37.0;14.1
313;Noord-Friesland (CR);Vrouw;45 tot 65 jaar;30.9;13.7
314;Noord-Friesland (CR);Vrouw;65 jaar en ouder;26.9;12.3
315;Zuidwest-Friesland (CR);Totaal mannen en vrouwen;Totaal leeftijd;71.8;17.7
316;Zuidwest-Friesland (CR);Totaal mannen en vrouwen;15 tot 25 jaar;6.6;8.7
317;Zuidwest-Friesland (CR);Totaal mannen en vrouwen;25 tot 45 jaar;25.0;18.5
318;Zuidwest-Friesland (CR);Totaal mannen en vrouwen;45 tot 65 jaar;24.0;20.7
319;Zuidwest-Friesland (CR);Totaal mannen en vrouwen;65 jaar en ouder;16.2;15.7
320;Zuidwest-Friesland (CR);Man;Totaal leeftijd;38.6;22.0
321;Zuidwest-Friesland (CR);Man;15 tot 25 jaar;3.5;9.7
322;Zuidwest-Friesland (CR);Man;25 tot 45 jaar;13.6;22.4
323;Zuidwest-Friesland (CR);Man;45 tot 65 jaar;14.2;25.5
324;Zuidwest-Friesland (CR);Man;65 jaar en ouder;7.2;20.2
325;Zuidwest-Friesland (CR);Vrouw;Totaal leeftijd;33.2;12.7
326;Zuidwest-Friesland (CR);Vrouw;15 tot 25 jaar;3.1;7.5
327;Zuidwest-Friesland (CR);Vrouw;25 tot 45 jaar;11.4;13.8
328;Zuidwest-Friesland (CR);Vrouw;45 tot 65 jaar;9.8;13.6
329;Zuidwest-Friesland (CR);Vrouw;65 jaar en ouder;8.9;12.0
330;Zuidoost-Friesland (CR);Totaal mannen en vrouwen;Totaal leeftijd;143.2;17.4
331;Zuidoost-Friesland (CR);Totaal mannen en vrouwen;15 tot 25 jaar;12.9;8.6
332;Zuidoost-Friesland (CR);Totaal mannen en vrouwen;25 tot 45 jaar;48.9;18.0
333;Zuidoost-Friesland (CR);Totaal mannen en vrouwen;45 tot 65 jaar;48.2;20.5
334;Zuidoost-Friesland (CR);Totaal mannen en vrouwen;65 jaar en ouder;33.2;15.6
335;Zuidoost-Friesland (CR);Man;Totaal leeftijd;75.6;21.6
336;Zuidoost-Friesland (CR);Man;15 tot 25 jaar;6.9;9.5
337;Zuidoost-Friesland (CR);Man;25 tot 45 jaar;26.4;21.6
338;Zuidoost-Friesland (CR);Man;45 tot 65 jaar;27.6;25.5
339;Zuidoost-Friesland (CR);Man;65 jaar en ouder;14.6;19.8
340;Zuidoost-Friesland (CR);Vrouw;Totaal leeftijd;67.6;12.8
341;Zuidoost-Friesland (CR);Vrouw;15 tot 25 jaar;6.0;7.6
342;Zuidoost-Friesland (CR);Vrouw;25 tot 45 jaar;22.5;13.7
343;Zuidoost-Friesland (CR);Vrouw;45 tot 65 jaar;20.5;13.8
344;Zuidoost-Friesland (CR);Vrouw;65 jaar en ouder;18.6;12.3
345;Noord-Drenthe (CR);Totaal mannen en vrouwen;Totaal leeftijd;130.3;18.4
346;Noord-Drenthe (CR);Totaal mannen en vrouwen;15 tot 25 jaar;10.0;7.8
347;Noord-Drenthe (CR);Totaal mannen en vrouwen;25 tot 45 jaar;42.7;18.7
348;Noord-Drenthe (CR);Totaal mannen en vrouwen;45 tot 65 jaar;46.8;21.7
349;Noord-Drenthe (CR);Totaal mannen en vrouwen;65 jaar en ouder;30.8;16.4
350;Noord-Drenthe (CR);Man;Totaal leeftijd;67.4;22.8
351;Noord-Drenthe (CR);Man;15 tot 25 jaar;5.2;8.3
352;Noord-Drenthe (CR);Man;25 tot 45 jaar;22.2;22.4
353;Noord-Drenthe (CR);Man;45 tot 65 jaar;26.5;26.9
