ID;RegioS;Perioden;TotaalUitgesprokenSchuldsaneringen_1;DirectDefinitief_2;NaVoorafgaandeVoorlopigeToepassing_3;NatuurlijkePersonenTotaal_4;NatuurlijkePersonenMetBedrijf_5;NatuurlijkePersonenZonderBedrijf_6;TotaalUitgesprokenSchuldsaneringen_7;TotaalBeeindigd_8;BeeindigdDoorSchoneLei_9;BeeindigdDoorAkkoord_10;BeeindigdDoorFaillissement_11;OverigeBeeindigingen_12;NogNietBeeindigd_13;TotaalUitgesprokenSchuldsaneringen_14;JongerDan25Jaar_15;k_25Tot35Jaar_16;k_35Tot45Jaar_17;k_45Tot55Jaar_18;k_55Tot65Jaar_19;k_65JaarEnOuder_20;Onbekend_21
196;Oost-Nederland (LD);2000 2e kwartaal;521;491;30.0;521;71;450;521;521;398;11;66;46;0;521;36;177;161;103;41;3;0
197;Oost-Nederland (LD);2000 3e kwartaal;617;575;42.0;617;68;549;617;617;480;19;76;42;0;617;47;212;196;103;49;10;0
198;Oost-Nederland (LD);2000 4e kwartaal;666;624;42.0;666;92;574;666;666;482;21;109;54;0;666;43;232;217;131;36;7;0
199;Oost-Nederland (LD);2000;2466;2313;153.0;2466;334;2132;2466;2466;1835;78;367;186;0;2466;173;853;785;467;163;25;0
200;Oost-Nederland (LD);2001 1e kwartaal;636;587;49.0;636;127;509;636;636;438;9;138;51;0;636;53;236;207;103;32;5;0
201;Oost-Nederland (LD);2001 2e kwartaal;538;489;49.0;538;92;446;538;538;379;12;108;39;0;538;40;191;186;87;27;7;0
202;Oost-Nederland (LD);2001 3e kwartaal;595;536;59.0;595;104;491;595;595;424;11;107;53;0;595;57;211;191;96;33;7;0
203;Oost-Nederland (LD);2001 4e kwartaal;651;576;75.0;651;96;555;651;651;478;16;104;53;0;651;73;202;205;127;38;6;0
204;Oost-Nederland (LD);2001;2420;2188;232.0;2420;419;2001;2420;2420;1719;48;457;196;0;2420;223;840;789;413;130;25;0
205;Oost-Nederland (LD);2002 1e kwartaal;664;590;74.0;664;123;541;664;664;469;6;120;69;0;664;67;235;223;101;30;8;0
206;Oost-Nederland (LD);2002 2e kwartaal;579;512;67.0;579;82;497;579;579;393;8;109;69;0;579;53;202;187;96;36;5;0
207;Oost-Nederland (LD);2002 3e kwartaal;649;593;56.0;649;97;552;649;649;458;4;112;75;0;649;57;205;240;107;34;6;0
208;Oost-Nederland (LD);2002 4e kwartaal;646;592;54.0;646;104;542;646;646;465;6;101;74;0;646;59;219;208;119;38;3;0
209;Oost-Nederland (LD);2002;2538;2287;251.0;2538;406;2132;2538;2538;1785;24;442;287;0;2538;236;861;858;423;138;22;0
210;Oost-Nederland (LD);2003 1e kwartaal;669;618;51.0;669;105;564;669;669;495;9;99;66;0;669;62;260;195;115;30;7;0
211;Oost-Nederland (LD);2003 2e kwartaal;689;649;40.0;689;81;608;689;689;504;6;118;61;0;689;59;231;227;132;35;5;0
212;Oost-Nederland (LD);2003 3e kwartaal;701;671;30.0;701;86;615;701;701;523;1;110;67;0;701;74;225;222;124;45;11;0
213;Oost-Nederland (LD);2003 4e kwartaal;793;761;32.0;793;105;688;793;793;597;7;114;75;0;793;80;268;228;145;66;6;0
214;Oost-Nederland (LD);2003;2852;2699;153.0;2852;377;2475;2852;2852;2119;23;441;269;0;2852;275;984;872;516;176;29;0
215;Oost-Nederland (LD);2004 1e kwartaal;793;766;27.0;793;107;686;793;793;594;11;115;73;0;793;52;260;254;164;54;9;0
216;Oost-Nederland (LD);2004 2e kwartaal;924;871;53.0;924;125;799;924;924;696;9;147;72;0;924;84;287;276;186;70;21;0
217;Oost-Nederland (LD);2004 3e kwartaal;824;803;21.0;824;108;716;824;824;603;12;151;58;0;824;64;236;275;170;64;15;0
218;Oost-Nederland (LD);2004 4e kwartaal;883;836;47.0;883;92;791;883;883;641;10;167;65;0;883;64;280;273;174;79;13;0
219;Oost-Nederland (LD);2004;3424;3276;148.0;3424;432;2992;3424;3424;2534;42;580;268;0;3424;264;1063;1078;694;267;58;0
220;Oost-Nederland (LD);2005 1e kwartaal;881;834;47.0;881;114;767;881;881;671;12;133;65;0;881;53;268;290;188;65;17;0
221;Oost-Nederland (LD);2005 2e kwartaal;846;816;30.0;846;83;763;846;846;656;10;107;73;0;846;71;250;270;174;72;9;0
222;Oost-Nederland (LD);2005 3e kwartaal;805;769;36.0;805;97;708;805;805;614;11;125;55;0;805;61;227;237;165;92;23;0
223;Oost-Nederland (LD);2005 4e kwartaal;899;873;26.0;899;99;800;899;899;677;18;124;80;0;899;54;274;273;190;87;21;0
224;Oost-Nederland (LD);2005;3431;3292;139.0;3431;393;3038;3431;3431;2618;51;489;273;0;3431;239;1019;1070;717;316;70;0
225;Oost-Nederland (LD);2006 1e kwartaal;896;856;40.0;896;121;775;896;896;716;7;99;74;0;896;59;246;295;203;75;18;0
226;Oost-Nederland (LD);2006 2e kwartaal;797;749;48.0;797;127;670;797;797;612;22;95;68;0;797;48;246;259;159;77;8;0
227;Oost-Nederland (LD);2006 3e kwartaal;757;718;39.0;757;135;622;757;757;594;15;76;72;0;757;46;213;256;154;71;17;0
228;Oost-Nederland (LD);2006 4e kwartaal;939;878;61.0;939;123;816;939;939;715;14;77;133;0;939;51;259;307;222;83;17;0
229;Oost-Nederland (LD);2006;3389;3201;188.0;3389;506;2883;3389;3389;2637;58;347;347;0;3389;204;964;1117;738;306;60;0
230;Oost-Nederland (LD);2007 1e kwartaal;954;880;74.0;954;120;834;954;954;763;13;58;120;0;954;57;211;353;219;102;12;0
231;Oost-Nederland (LD);2007 2e kwartaal;824;768;56.0;824;103;721;824;824;651;7;45;121;0;824;43;205;256;219;82;19;0
232;Oost-Nederland (LD);2007 3e kwartaal;766;710;56.0;766;108;658;766;766;599;7;44;116;0;766;47;182;250;181;83;23;0
233;Oost-Nederland (LD);2007 4e kwartaal;781;738;43.0;781;93;688;781;781;640;3;57;81;0;781;32;174;272;205;84;14;0
234;Oost-Nederland (LD);2007;3325;3096;229.0;3325;424;2901;3325;3325;2653;30;204;438;0;3325;179;772;1131;824;351;68;0
235;Oost-Nederland (LD);2008 1e kwartaal;615;615;;615;100;515;615;615;523;6;31;55;0;615;28;156;226;134;59;12;0
236;Oost-Nederland (LD);2008 2e kwartaal;576;576;;576;86;490;576;576;465;6;28;77;0;576;25;135;220;118;67;11;0
237;Oost-Nederland (LD);2008 3e kwartaal;595;595;;595;88;507;595;595;478;12;24;81;0;595;18;158;190;151;68;10;0
238;Oost-Nederland (LD);2008 4e kwartaal;444;444;;444;66;378;444;444;348;1;31;64;0;444;22;109;141;104;54;14;0
239;Oost-Nederland (LD);2008;2230;2230;;2230;340;1890;2230;2230;1814;25;114;277;0;2230;93;558;777;507;248;47;0
240;Oost-Nederland (LD);2009 1e kwartaal;529;529;;529;95;434;529;529;415;11;23;80;0;529;21;151;169;127;50;11;0
241;Oost-Nederland (LD);2009 2e kwartaal;427;427;;427;82;345;427;427;377;3;17;30;0;427;20;105;131;110;56;5;0
242;Oost-Nederland (LD);2009 3e kwartaal;445;445;;445;67;378;445;445;370;3;25;47;0;445;19;105;129;114;69;9;0
243;Oost-Nederland (LD);2009 4e kwartaal;516;516;;516;83;433;516;516;393;6;40;77;0;516;21;153;177;121;33;11;0
244;Oost-Nederland (LD);2009;1917;1917;;1917;327;1590;1917;1917;1555;23;105;234;0;1917;81;514;606;472;208;36;0
245;Oost-Nederland (LD);2010 1e kwartaal;625;625;;625;120;505;625;625;492;5;40;88;0;625;33;162;210;141;60;19;0
246;Oost-Nederland (LD);2010 2e kwartaal;605;605;;605;111;494;605;605;486;6;42;71;0;605;24;155;198;158;65;5;0
247;Oost-Nederland (LD);2010 3e kwartaal;646;646;;646;118;528;646;646;512;12;34;88;0;646;17;150;221;172;71;15;0
248;Oost-Nederland (LD);2010 4e kwartaal;877;877;;877;144;733;877;877;708;14;34;121;0;877;29;234;273;231;97;13;0
249;Oost-Nederland (LD);2010;2753;2753;;2753;493;2260;2753;2753;2198;37;150;368;0;2753;103;701;902;702;293;52;0
250;Oost-Nederland (LD);2011 1e kwartaal;928;928;;928;132;796;928;928;735;5;62;126;0;928;27;232;285;248;122;14;0
251;Oost-Nederland (LD);2011 2e kwartaal;872;872;;872;146;726;872;872;671;14;62;125;0;872;27;220;289;218;102;16;0
252;Oost-Nederland (LD);2011 3e kwartaal;805;805;;805;132;673;805;805;664;11;36;94;0;805;38;221;254;185;94;13;0
253;Oost-Nederland (LD);2011 4e kwartaal;969;969;;969;177;792;969;968;770;26;52;120;1;969;34;264;307;235;105;24;0
254;Oost-Nederland (LD);2011;3574;3574;;3574;587;2987;3574;3573;2840;56;212;465;1;3574;126;937;1135;886;423;67;0
255;Oost-Nederland (LD);2012 1e kwartaal;841;841;;841;157;684;841;841;652;8;47;134;0;841;26;204;286;207;92;26;0
256;Oost-Nederland (LD);2012 2e kwartaal;706;706;;706;130;576;706;704;544;7;37;116;2;706;28;173;224;174;87;20;0
257;Oost-Nederland (LD);2012 3e kwartaal;766;766;;766;163;603;766;762;628;11;28;95;4;766;21;180;194;231;116;24;0
258;Oost-Nederland (LD);2012 4e kwartaal;822;822;;822;135;687;822;813;665;9;39;100;9;822;15;192;259;242;102;12;0
259;Oost-Nederland (LD);2012;3135;3135;;3135;585;2550;3135;3120;2489;35;151;445;15;3135;90;749;963;854;397;82;0
260;Oost-Nederland (LD);2013 1e kwartaal;720;720;;720;153;567;720;713;590;6;17;100;7;720;19;161;225;197;87;31;0
261;Oost-Nederland (LD);2013 2e kwartaal;574;574;;574;110;464;574;559;473;6;23;57;15;574;17;137;168;162;73;17;0
262;Oost-Nederland (LD);2013 3e kwartaal;530;530;;530;130;400;530;519;440;5;17;57;11;530;11;100;177;156;73;13;0
263;Oost-Nederland (LD);2013 4e kwartaal;528;528;;528;117;411;528;504;442;6;11;45;24;528;9;123;158;152;71;15;0
264;Oost-Nederland (LD);2013;2352;2352;;2352;510;1842;2352;2295;1945;23;68;259;57;2352;56;521;728;667;304;76;0
265;Oost-Nederland (LD);2014 1e kwartaal;566;566;;566;137;429;566;544;475;4;7;58;22;566;13;115;171;160;81;26;0
266;Oost-Nederland (LD);2014 2e kwartaal;614;614;;614;128;486;614;571;488;5;8;70;43;614;9;126;193;181;89;16;0
267;Oost-Nederland (LD);2014 3e kwartaal;591;591;;591;135;456;591;543;482;2;5;54;48;591;14;119;186;173;80;19;0
268;Oost-Nederland (LD);2014 4e kwartaal;588;588;;588;159;429;588;317;266;3;6;42;271;588;11;115;168;163;105;26;0
269;Oost-Nederland (LD);2014;2359;2359;;2359;559;1800;2359;1975;1711;14;26;224;384;2359;47;475;718;677;355;87;0
270;Oost-Nederland (LD);2015 1e kwartaal;672;672;;672;123;549;672;154;87;10;5;52;518;672;8;145;185;194;108;32;0
271;Oost-Nederland (LD);2015 2e kwartaal;715;715;;715;154;561;715;149;78;3;8;60;566;715;15;127;199;239;103;32;0
272;Oost-Nederland (LD);2015 3e kwartaal;677;677;;677;133;544;677;118;75;3;2;38;559;677;6;123;205;210;101;32;0
273;Oost-Nederland (LD);2015 4e kwartaal;615;615;;615;146;469;615;92;42;0;9;41;523;615;12;108;185;196;94;20;0
274;Oost-Nederland (LD);2015;2679;2679;;2679;556;2123;2679;513;282;16;24;191;2166;2679;41;503;774;839;406;116;0
275;Oost-Nederland (LD);2016 1e kwartaal;592;592;;592;122;470;592;80;41;2;7;30;512;592;7;120;172;185;96;12;0
276;Oost-Nederland (LD);2016 2e kwartaal;519;519;;519;91;428;519;54;27;4;2;21;465;519;4;94;171;158;76;16;0
277;Oost-Nederland (LD);2016 3e kwartaal;520;520;;520;100;420;520;47;24;1;2;20;473;520;3;82;133;196;84;22;0
278;Oost-Nederland (LD);2016 4e kwartaal;608;608;;608;98;510;608;26;8;2;3;13;582;608;6;123;181;171;91;36;0
279;Oost-Nederland (LD);2016;2239;2239;;2239;411;1828;2239;207;100;9;14;84;2032;2239;20;419;657;710;347;86;0
280;Oost-Nederland (LD);2017 1e kwartaal;603;603;;603;113;490;603;14;0;1;0;13;589;603;9;100;176;188;106;24;0
281;Oost-Nederland (LD);2017 2e kwartaal;540;540;;540;101;439;540;2;0;0;0;2;538;540;2;100;151;171;94;22;0
282;Oost-Nederland (LD);2017 3e kwartaal;489;489;;489;74;415;489;3;0;0;2;1;486;489;3;84;156;140;90;16;0
283;Oost-Nederland (LD);2017 4e kwartaal;443;443;;443;67;376;443;0;0;0;0;0;443;443;3;91;115;129;89;16;0
284;Oost-Nederland (LD);2017;2075;2075;;2075;355;1720;2075;19;0;1;2;16;2056;2075;17;375;598;628;379;78;0
285;West-Nederland (LD);1999 1e kwartaal;374;352;22.0;374;115;259;374;374;248;46;60;20;0;374;19;116;128;78;24;8;1
286;West-Nederland (LD);1999 2e kwartaal;605;596;9.0;605;136;469;605;605;424;46;95;40;0;605;33;192;218;116;39;7;0
287;West-Nederland (LD);1999 3e kwartaal;676;661;15.0;676;120;556;676;676;463;51;100;62;0;676;31;210;235;131;61;8;0
288;West-Nederland (LD);1999 4e kwartaal;763;736;27.0;763;99;664;763;763;523;54;122;64;0;763;45;250;251;153;53;11;0
289;West-Nederland (LD);1999;2418;2345;73.0;2418;470;1948;2418;2418;1658;197;377;186;0;2418;128;768;832;478;177;34;1
290;West-Nederland (LD);2000 1e kwartaal;835;811;24.0;835;103;732;835;835;612;40;109;74;0;835;31;285;284;179;41;15;0
291;West-Nederland (LD);2000 2e kwartaal;851;841;10.0;851;88;763;851;851;640;32;103;76;0;851;52;297;260;165;63;14;0
292;West-Nederland (LD);2000 3e kwartaal;844;820;24.0;844;111;733;844;844;621;37;112;74;0;844;45;261;295;172;61;10;0
293;West-Nederland (LD);2000 4e kwartaal;817;790;27.0;817;130;687;817;817;571;38;114;94;0;817;48;269;267;162;60;11;0
294;West-Nederland (LD);2000;3347;3262;85.0;3347;432;2915;3347;3347;2444;147;438;318;0;3347;176;1112;1106;678;225;50;0
295;West-Nederland (LD);2001 1e kwartaal;814;783;31.0;814;177;637;814;814;573;38;103;100;0;814;43;267;277;155;60;12;0
296;West-Nederland (LD);2001 2e kwartaal;852;835;17.0;852;168;684;852;852;606;17;130;99;0;852;52;283;255;190;62;10;0
297;West-Nederland (LD);2001 3e kwartaal;859;837;22.0;859;134;725;859;859;603;23;115;118;0;859;50;244;281;195;76;13;0
298;West-Nederland (LD);2001 4e kwartaal;876;850;26.0;876;149;727;876;876;585;27;133;131;0;876;47;313;278;157;67;14;0
299;West-Nederland (LD);2001;3401;3305;96.0;3401;628;2773;3401;3401;2367;105;481;448;0;3401;192;1107;1091;697;265;49;0
300;West-Nederland (LD);2002 1e kwartaal;825;806;19.0;825;89;736;825;825;544;27;136;118;0;825;69;271;281;143;44;17;0
301;West-Nederland (LD);2002 2e kwartaal;1006;972;34.0;1006;155;851;1006;1006;684;21;145;156;0;1006;56;329;336;178;92;15;0
302;West-Nederland (LD);2002 3e kwartaal;1139;1112;27.0;1139;190;949;1139;1139;765;27;186;161;0;1139;74;374;365;216;89;21;0
303;West-Nederland (LD);2002 4e kwartaal;1065;1050;15.0;1065;143;922;1065;1065;681;21;190;173;0;1065;74;337;383;184;74;13;0
304;West-Nederland (LD);2002;4035;3940;95.0;4035;577;3458;4035;4035;2674;96;657;608;0;4035;273;1311;1365;721;299;66;0
305;West-Nederland (LD);2003 1e kwartaal;1096;1052;44.0;1096;173;923;1096;1096;714;21;201;160;0;1096;67;333;382;216;78;20;0
306;West-Nederland (LD);2003 2e kwartaal;1143;1097;46.0;1143;193;950;1143;1143;709;30;243;161;0;1143;82;368;368;243;70;12;0
307;West-Nederland (LD);2003 3e kwartaal;1171;1150;21.0;1171;198;973;1171;1171;809;16;196;150;0;1171;61;390;373;235;87;25;0
308;West-Nederland (LD);2003 4e kwartaal;1156;1125;31.0;1156;212;944;1156;1156;751;14;248;143;0;1156;82;368;394;213;75;24;0
309;West-Nederland (LD);2003;4566;4424;142.0;4566;776;3790;4566;4566;2983;81;888;614;0;4566;292;1459;1517;907;310;81;0
310;West-Nederland (LD);2004 1e kwartaal;1494;1430;64.0;1494;248;1246;1494;1494;1028;20;286;160;0;1494;106;452;496;284;130;26;0
311;West-Nederland (LD);2004 2e kwartaal;1643;1597;46.0;1643;287;1356;1643;1643;1079;32;332;200;0;1643;97;493;547;351;131;24;0
312;West-Nederland (LD);2004 3e kwartaal;1512;1482;30.0;1512;272;1240;1512;1512;1033;32;283;164;0;1512;97;446;502;314;127;26;0
313;West-Nederland (LD);2004 4e kwartaal;1603;1572;31.0;1603;269;1334;1603;1603;1153;24;256;170;0;1603;91;437;529;374;143;29;0
314;West-Nederland (LD);2004;6252;6081;171.0;6252;1076;5176;6252;6252;4293;108;1157;694;0;6252;391;1828;2074;1323;531;105;0
315;West-Nederland (LD);2005 1e kwartaal;1696;1673;23.0;1696;253;1443;1696;1696;1190;32;315;159;0;1696;96;446;554;382;179;39;0
316;West-Nederland (LD);2005 2e kwartaal;1748;1695;53.0;1748;238;1510;1748;1748;1230;20;309;189;0;1748;98;468;556;396;192;38;0
317;West-Nederland (LD);2005 3e kwartaal;1567;1521;46.0;1567;226;1341;1567;1567;1129;35;254;149;0;1567;71;431;554;342;136;33;0
318;West-Nederland (LD);2005 4e kwartaal;1691;1641;50.0;1691;241;1450;1691;1691;1217;42;226;206;0;1691;70;427;580;381;192;41;0
319;West-Nederland (LD);2005;6702;6530;172.0;6702;958;5744;6702;6702;4766;129;1104;703;0;6702;335;1772;2244;1501;699;151;0
320;West-Nederland (LD);2006 1e kwartaal;1712;1682;30.0;1712;277;1435;1712;1712;1247;42;229;194;0;1712;71;407;576;430;179;49;0
321;West-Nederland (LD);2006 2e kwartaal;1862;1830;32.0;1862;270;1592;1862;1862;1344;30;231;257;0;1862;84;461;623;448;206;40;0
322;West-Nederland (LD);2006 3e kwartaal;1572;1548;24.0;1572;219;1353;1572;1572;1130;32;156;254;0;1572;70;392;536;367;159;48;0
323;West-Nederland (LD);2006 4e kwartaal;1609;1576;33.0;1609;193;1416;1609;1609;1156;33;155;265;0;1609;59;420;507;381;187;55;0
324;West-Nederland (LD);2006;6755;6636;119.0;6755;959;5796;6755;6755;4877;137;771;970;0;6755;284;1680;2242;1626;731;192;0
325;West-Nederland (LD);2007 1e kwartaal;1832;1797;35.0;1832;237;1595;1832;1832;1307;31;146;348;0;1832;76;436;607;466;193;54;0
326;West-Nederland (LD);2007 2e kwartaal;1663;1631;32.0;1663;249;1414;1663;1663;1191;25;118;329;0;1663;63;428;519;403;199;51;0
327;West-Nederland (LD);2007 3e kwartaal;1708;1673;35.0;1708;204;1504;1708;1708;1197;29;110;372;0;1708;67;390;579;407;205;60;0
328;West-Nederland (LD);2007 4e kwartaal;1633;1609;24.0;1633;196;1437;1633;1633;1149;23;104;357;0;1633;76;370;511;414;203;59;0
329;West-Nederland (LD);2007;6836;6710;126.0;6836;886;5950;6836;6836;4844;108;478;1406;0;6836;282;1624;2216;1690;800;224;0
330;West-Nederland (LD);2008 1e kwartaal;1225;1225;;1225;196;1029;1225;1225;896;29;77;223;0;1225;44;288;392;328;138;35;0
331;West-Nederland (LD);2008 2e kwartaal;863;863;;863;144;719;863;863;618;16;54;175;0;863;34;200;298;200;104;27;0
332;West-Nederland (LD);2008 3e kwartaal;798;798;;798;110;688;798;798;615;14;59;110;0;798;20;194;256;215;89;24;0
333;West-Nederland (LD);2008 4e kwartaal;796;796;;796;117;679;796;796;596;14;54;132;0;796;21;185;274;203;93;20;0
334;West-Nederland (LD);2008;3682;3682;;3682;567;3115;3682;3682;2725;73;244;640;0;3682;119;867;1220;946;424;106;0
335;West-Nederland (LD);2009 1e kwartaal;890;890;;890;137;753;890;890;699;7;45;139;0;890;26;202;316;221;98;25;2
336;West-Nederland (LD);2009 2e kwartaal;817;817;;817;139;678;817;817;625;14;36;142;0;817;27;178;283;184;114;31;0
337;West-Nederland (LD);2009 3e kwartaal;1037;1037;;1037;189;848;1037;1037;771;9;50;207;0;1037;30;235;364;257;117;34;0
338;West-Nederland (LD);2009 4e kwartaal;1033;1033;;1033;187;846;1033;1032;780;4;64;184;1;1033;20;249;341;269;124;30;0
339;West-Nederland (LD);2009;3777;3777;;3777;652;3125;3777;3776;2875;34;195;672;1;3777;103;864;1304;931;453;120;2
340;West-Nederland (LD);2010 1e kwartaal;1082;1082;;1082;191;891;1082;1082;798;16;68;200;0;1082;27;260;366;272;137;20;0
341;West-Nederland (LD);2010 2e kwartaal;1009;1009;;1009;196;813;1009;1009;749;13;58;189;0;1009;29;236;330;277;114;23;0
342;West-Nederland (LD);2010 3e kwartaal;1083;1083;;1083;165;918;1083;1083;819;18;58;188;0;1083;34;284;340;277;121;27;0
343;West-Nederland (LD);2010 4e kwartaal;1461;1461;;1461;272;1189;1461;1461;1107;23;72;259;0;1461;40;346;495;382;168;30;0
344;West-Nederland (LD);2010;4635;4635;;4635;824;3811;4635;4635;3473;70;256;836;0;4635;130;1126;1531;1208;540;100;0
345;West-Nederland (LD);2011 1e kwartaal;1292;1292;;1292;236;1056;1292;1292;1013;21;44;214;0;1292;31;304;421;335;164;37;0
346;West-Nederland (LD);2011 2e kwartaal;1674;1674;;1674;274;1400;1674;1672;1253;17;99;303;2;1674;40;377;565;440;216;36;0
347;West-Nederland (LD);2011 3e kwartaal;1668;1668;;1668;281;1387;1668;1667;1237;13;87;330;1;1668;52;389;527;441;213;46;0
348;West-Nederland (LD);2011 4e kwartaal;1663;1663;;1663;289;1374;1663;1658;1255;11;76;316;5;1663;24;388;542;436;229;44;0
349;West-Nederland (LD);2011;6297;6297;;6297;1080;5217;6297;6289;4758;62;306;1163;8;6297;147;1458;2055;1652;822;163;0
350;West-Nederland (LD);2012 1e kwartaal;1535;1535;;1535;284;1251;1535;1517;1199;11;53;254;18;1535;29;364;483;416;201;42;0
351;West-Nederland (LD);2012 2e kwartaal;1316;1316;;1316;236;1080;1316;1286;997;15;54;220;30;1316;30;283;394;386;194;29;0
352;West-Nederland (LD);2012 3e kwartaal;1373;1373;;1373;257;1116;1373;1363;1064;16;51;232;10;1373;36;305;416;404;177;35;0
353;West-Nederland (LD);2012 4e kwartaal;1351;1351;;1351;250;1101;1351;1332;1079;10;39;204;19;1351;28;289;414;366;200;54;0
354;West-Nederland (LD);2012;5575;5575;;5575;1027;4548;5575;5498;4339;52;197;910;77;5575;123;1241;1707;1572;772;160;0
355;West-Nederland (LD);2013 1e kwartaal;1334;1334;;1334;253;1081;1334;1296;1034;13;47;202;38;1334;26;298;427;359;181;43;0
356;West-Nederland (LD);2013 2e kwartaal;1190;1190;;1190;241;949;1190;1145;946;9;38;152;45;1190;28;257;388;310;165;42;0
357;West-Nederland (LD);2013 3e kwartaal;1186;1186;;1186;267;919;1186;1127;933;16;39;139;59;1186;20;256;356;346;165;43;0
358;West-Nederland (LD);2013 4e kwartaal;1307;1307;;1307;282;1025;1307;1225;1022;8;30;165;82;1307;22;275;382;386;201;41;0
359;West-Nederland (LD);2013;5017;5017;;5017;1043;3974;5017;4793;3935;46;154;658;224;5017;96;1086;1553;1401;712;169;0
360;West-Nederland (LD);2014 1e kwartaal;1406;1406;;1406;277;1129;1406;1275;1078;10;26;161;131;1406;18;286;440;401;207;54;0
361;West-Nederland (LD);2014 2e kwartaal;1259;1259;;1259;270;989;1259;1112;923;15;20;154;147;1259;23;287;345;368;196;40;0
362;West-Nederland (LD);2014 3e kwartaal;1179;1179;;1179;233;946;1179;948;787;8;9;144;231;1179;34;260;333;351;161;40;0
363;West-Nederland (LD);2014 4e kwartaal;1231;1231;;1231;236;995;1231;629;481;12;17;119;602;1231;28;268;353;334;199;49;0
364;West-Nederland (LD);2014;5075;5075;;5075;1016;4059;5075;3964;3269;45;72;578;1111;5075;103;1101;1471;1454;763;183;0
365;West-Nederland (LD);2015 1e kwartaal;1232;1232;;1232;249;983;1232;278;137;9;22;110;954;1232;17;252;359;374;173;57;0
366;West-Nederland (LD);2015 2e kwartaal;1146;1146;;1146;207;939;1146;222;105;5;25;87;924;1146;16;243;309;346;198;34;0
367;West-Nederland (LD);2015 3e kwartaal;1250;1250;;1250;271;979;1250;220;108;6;16;90;1030;1250;16;265;391;376;155;47;0
368;West-Nederland (LD);2015 4e kwartaal;1225;1225;;1225;241;984;1225;160;87;9;9;55;1065;1225;14;243;382;373;167;46;0
369;West-Nederland (LD);2015;4853;4853;;4853;968;3885;4853;880;437;29;72;342;3973;4853;63;1003;1441;1469;693;184;0
370;West-Nederland (LD);2016 1e kwartaal;1074;1074;;1074;190;884;1074;124;65;9;3;47;950;1074;12;237;320;320;140;45;0
371;West-Nederland (LD);2016 2e kwartaal;936;936;;936;171;765;936;76;27;2;3;44;860;936;8;203;286;269;136;34;0
372;West-Nederland (LD);2016 3e kwartaal;1014;1014;;1014;186;828;1014;68;32;6;2;28;946;1014;11;188;311;327;146;31;0
373;West-Nederland (LD);2016 4e kwartaal;982;982;;982;190;792;982;25;1;5;1;18;957;982;8;170;306;309;156;33;0
374;West-Nederland (LD);2016;4006;4006;;4006;737;3269;4006;293;125;22;9;137;3713;4006;39;798;1223;1225;578;143;0
375;West-Nederland (LD);2017 1e kwartaal;914;914;;914;153;761;914;14;0;2;1;11;900;914;9;158;275;291;132;49;0
376;West-Nederland (LD);2017 2e kwartaal;826;826;;826;150;676;826;6;0;0;0;6;820;826;13;156;234;248;150;25;0
377;West-Nederland (LD);2017 3e kwartaal;807;807;;807;143;664;807;4;0;0;0;4;803;807;10;148;253;247;116;33;0
378;West-Nederland (LD);2017 4e kwartaal;789;789;;789;135;654;789;0;0;0;0;0;789;789;9;176;229;208;136;31;0
379;West-Nederland (LD);2017;3336;3336;;3336;581;2755;3336;24;0;2;1;21;3312;3336;41;638;991;994;534;138;0
380;Zuid-Nederland (LD);1999 1e kwartaal;207;193;14.0;207;88;119;207;207;138;25;35;9;0;207;16;65;69;42;12;3;0
381;Zuid-Nederland (LD);1999 2e kwartaal;348;337;11.0;348;114;234;348;348;254;40;37;17;0;348;19;101;137;67;20;4;0
382;Zuid-Nederland (LD);1999 3e kwartaal;377;364;13.0;377;90;287;377;377;255;28;63;31;0;377;23;102;124;92;27;9;0
383;Zuid-Nederland (LD);1999 4e kwartaal;460;441;19.0;460;67;393;460;460;314;25;84;37;0;460;18;148;151;104;32;7;0
384;Zuid-Nederland (LD);1999;1392;1335;57.0;1392;359;1033;1392;1392;961;118;219;94;0;1392;76;416;481;305;91;23;0
385;Zuid-Nederland (LD);2000 1e kwartaal;468;455;13.0;468;69;399;468;468;337;32;62;37;0;468;29;154;157;89;31;8;0
386;Zuid-Nederland (LD);2000 2e kwartaal;421;407;14.0;421;53;368;421;421;278;15;85;43;0;421;28;149;133;86;24;1;0
387;Zuid-Nederland (LD);2000 3e kwartaal;462;450;12.0;462;39;423;462;462;338;15;68;41;0;462;23;149;159;91;34;6;0
388;Zuid-Nederland (LD);2000 4e kwartaal;518;500;18.0;518;60;458;518;518;347;17;89;65;0;518;26;194;178;79;31;10;0
389;Zuid-Nederland (LD);2000;1869;1812;57.0;1869;221;1648;1869;1869;1300;79;304;186;0;1869;106;646;627;345;120;25;0
390;Zuid-Nederland (LD);2001 1e kwartaal;446;443;3.0;446;87;359;446;446;273;8;80;85;0;446;28;142;152;85;32;7;0
391;Zuid-Nederland (LD);2001 2e kwartaal;541;532;9.0;541;79;462;541;541;397;14;74;56;0;541;38;180;193;99;26;5;0
392;Zuid-Nederland (LD);2001 3e kwartaal;426;413;13.0;426;79;347;426;426;301;6;62;57;0;426;19;114;140;117;31;5;0
393;Zuid-Nederland (LD);2001 4e kwartaal;461;449;12.0;461;66;395;461;461;339;9;72;41;0;461;31;165;156;77;24;8;0
