ID;Geslacht;Persoonskenmerken;Perioden;Nooit_1;Totaal_2;MinderDan1XPerKwartaal_3;k_1XPerKwartaalOfVaker_4;Nooit_5;Totaal_6;MinderDan1XPerKwartaal_7;k_1XPerKwartaalOfVaker_8;Nooit_9;Totaal_10;MinderDan1XPerKwartaal_11;k_1XPerKwartaalOfVaker_12;Nooit_13;Minstens1XPerJaar_14;Nooit_15;Totaal_16;MinderDan1XPerKwartaal_17;k_1XPerKwartaalOfVaker_18;Nooit_19;Totaal_20;MinderDan1XPerKwartaal_21;k_1XPerKwartaalOfVaker_22;Nooit_23;Totaal_24;MinderDan1XPerKwartaal_25;k_1XPerKwartaalOfVaker_26;Nooit_27;Minstens1XPerJaar_28;Nooit_29;Minstens1XPerJaar_30;Nooit_31;Totaal_32;MinderDan1XPerKwartaal_33;k_1XPerKwartaalOfVaker_34;Nooit_35;Totaal_36;MinderDan1XPerKwartaal_37;k_1XPerKwartaalOfVaker_38;Nooit_39;Minstens1XPerJaar_40;Nooit_41;Totaal_42;MinderDan1XPerKwartaal_43;k_1XPerKwartaalOfVaker_44;Nooit_45;Totaal_46;MinderDan1XPerKwartaal_47;k_1XPerKwartaalOfVaker_48;Nooit_49;Totaal_50;MinderDan1XPerKwartaal_51;k_1XPerKwartaalOfVaker_52;Nooit_53;Totaal_54;MinderDan1XPerKwartaal_55;k_1XPerKwartaalOfVaker_56;Nooit_57;Totaal_58;MinderDan1XPerKwartaal_59;k_1XPerKwartaalOfVaker_60;Nooit_61;Minstens1XPerJaar_62;Nooit_63;Minstens1XPerJaar_64;Nooit_65;Minstens1XPerJaar_66;Nooit_67;Minstens1XPerJaar_68;Nooit_69;Minstens1XPerJaar_70;Nooit_71;Minstens1XPerJaar_72;BezitMuseumJaarKaart_73
10;1100;13;1995;67.0;33.0;29.0;3.0;88.0;12.0;11.0;1.0;96.0;4.0;3.0;0.0;;;94.0;6.0;6.0;1.0;97.0;3.0;3.0;0.0;92.0;8.0;7.0;1.0;;;;;85.0;15.0;13.0;1.0;97.0;3.0;3.0;0.0;;;28.0;72.0;54.0;19.0;93.0;7.0;6.0;2.0;26.0;74.0;54.0;19.0;89.0;11.0;10.0;1.0;59.0;41.0;37.0;5.0;75.0;25.0;91.0;9.0;88.0;12.0;90.0;10.0;85.0;15.0;84.0;16.0;4.0
11;1100;13;1999;63.0;37.0;34.0;3.0;84.0;16.0;15.0;1.0;95.0;5.0;5.0;0.0;89.0;11.0;94.0;6.0;5.0;1.0;98.0;2.0;2.0;0.0;93.0;7.0;6.0;1.0;85.0;15.0;99.0;1.0;76.0;24.0;23.0;1.0;96.0;4.0;4.0;0.0;85.0;15.0;24.0;76.0;51.0;25.0;94.0;6.0;5.0;1.0;23.0;77.0;52.0;25.0;89.0;11.0;10.0;1.0;56.0;44.0;41.0;4.0;;;;;;;;;;;;;9.0
12;1100;13;2003;60.0;40.0;37.0;3.0;84.0;16.0;14.0;1.0;94.0;6.0;6.0;0.0;84.0;16.0;93.0;7.0;6.0;1.0;98.0;2.0;2.0;0.0;92.0;8.0;7.0;1.0;84.0;16.0;98.0;2.0;74.0;26.0;24.0;3.0;96.0;4.0;4.0;1.0;87.0;13.0;17.0;83.0;47.0;36.0;91.0;9.0;7.0;2.0;16.0;84.0;48.0;37.0;86.0;14.0;13.0;1.0;49.0;51.0;45.0;6.0;71.0;29.0;87.0;13.0;80.0;20.0;90.0;10.0;80.0;20.0;81.0;19.0;10.0
13;1100;13;2007;59.0;41.0;37.0;3.0;82.0;18.0;16.0;1.0;94.0;6.0;6.0;1.0;83.0;17.0;94.0;6.0;6.0;0.0;99.0;1.0;1.0;0.0;93.0;7.0;6.0;1.0;83.0;17.0;98.0;2.0;71.0;29.0;26.0;3.0;95.0;5.0;4.0;0.0;87.0;13.0;16.0;84.0;50.0;34.0;92.0;8.0;6.0;2.0;16.0;84.0;49.0;34.0;83.0;17.0;15.0;2.0;43.0;57.0;49.0;8.0;66.0;34.0;83.0;17.0;77.0;23.0;88.0;12.0;79.0;21.0;74.0;26.0;4.0
14;1100;14;1983;75.0;25.0;20.0;5.0;86.0;14.0;12.0;3.0;84.0;16.0;15.0;1.0;;;;;;;;;;;90.0;10.0;7.0;3.0;;;;;56.0;44.0;34.0;11.0;95.0;5.0;5.0;1.0;;;16.0;84.0;33.0;51.0;88.0;12.0;7.0;5.0;16.0;84.0;32.0;51.0;;;;;64.0;36.0;30.0;6.0;;;;;;;;;;;;;6.0
15;1100;14;1987;75.0;25.0;20.0;5.0;86.0;14.0;11.0;3.0;87.0;13.0;12.0;1.0;;;91.0;9.0;6.0;2.0;98.0;2.0;2.0;0.0;90.0;10.0;7.0;2.0;;;;;54.0;46.0;35.0;11.0;95.0;5.0;4.0;1.0;;;16.0;84.0;38.0;46.0;88.0;12.0;7.0;4.0;16.0;84.0;37.0;47.0;;;;;62.0;38.0;31.0;7.0;;;;;;;;;;;;;4.0
16;1100;14;1991;74.0;26.0;22.0;4.0;87.0;13.0;10.0;2.0;85.0;15.0;13.0;1.0;;;91.0;9.0;7.0;2.0;97.0;3.0;3.0;0.0;89.0;11.0;9.0;2.0;;;;;47.0;53.0;43.0;11.0;96.0;4.0;3.0;0.0;;;15.0;85.0;36.0;49.0;90.0;10.0;7.0;4.0;15.0;85.0;36.0;50.0;84.0;16.0;13.0;3.0;62.0;38.0;32.0;6.0;;;;;;;;;;;;;15.0
17;1100;14;1995;75.0;25.0;22.0;3.0;87.0;13.0;12.0;1.0;87.0;13.0;12.0;1.0;;;93.0;7.0;5.0;2.0;95.0;5.0;5.0;0.0;89.0;11.0;9.0;2.0;;;;;54.0;46.0;38.0;9.0;96.0;4.0;3.0;0.0;;;18.0;82.0;34.0;48.0;93.0;7.0;5.0;2.0;17.0;83.0;34.0;48.0;84.0;16.0;14.0;2.0;72.0;28.0;22.0;5.0;86.0;14.0;95.0;5.0;85.0;15.0;96.0;4.0;93.0;7.0;89.0;11.0;15.0
18;1100;14;1999;76.0;24.0;20.0;4.0;85.0;15.0;13.0;2.0;83.0;17.0;15.0;2.0;87.0;13.0;93.0;7.0;7.0;1.0;98.0;2.0;2.0;0.0;92.0;8.0;8.0;1.0;59.0;41.0;95.0;5.0;54.0;46.0;35.0;10.0;97.0;3.0;2.0;0.0;74.0;26.0;15.0;85.0;32.0;53.0;92.0;8.0;5.0;2.0;14.0;86.0;33.0;53.0;90.0;10.0;8.0;1.0;72.0;28.0;25.0;3.0;;;;;;;;;;;;;28.0
19;1100;14;2003;77.0;23.0;20.0;2.0;88.0;12.0;11.0;1.0;84.0;16.0;14.0;1.0;85.0;15.0;93.0;7.0;5.0;2.0;97.0;3.0;2.0;0.0;92.0;8.0;7.0;2.0;65.0;35.0;96.0;4.0;58.0;42.0;34.0;8.0;98.0;2.0;2.0;0.0;66.0;34.0;14.0;86.0;25.0;61.0;90.0;10.0;5.0;5.0;13.0;87.0;25.0;62.0;87.0;13.0;11.0;2.0;71.0;29.0;25.0;3.0;85.0;15.0;95.0;5.0;85.0;15.0;94.0;6.0;94.0;6.0;90.0;10.0;25.0
20;1100;14;2007;71.0;29.0;25.0;4.0;86.0;14.0;12.0;2.0;80.0;20.0;18.0;3.0;82.0;18.0;94.0;6.0;4.0;2.0;97.0;3.0;3.0;0.0;92.0;8.0;6.0;2.0;66.0;34.0;94.0;6.0;57.0;43.0;32.0;12.0;95.0;5.0;5.0;0.0;63.0;37.0;14.0;86.0;31.0;55.0;86.0;14.0;10.0;4.0;14.0;86.0;30.0;56.0;84.0;16.0;13.0;3.0;67.0;33.0;28.0;5.0;83.0;17.0;96.0;4.0;83.0;17.0;96.0;4.0;92.0;8.0;86.0;14.0;4.0
21;1100;Leeftijd: 25 tot 35 jaar;1983;76.0;24.0;19.0;5.0;84.0;16.0;12.0;3.0;86.0;14.0;13.0;1.0;;;;;;;;;;;88.0;12.0;10.0;3.0;;;;;74.0;26.0;21.0;5.0;95.0;5.0;5.0;1.0;;;41.0;59.0;34.0;24.0;91.0;9.0;6.0;3.0;41.0;59.0;35.0;24.0;;;;;65.0;35.0;30.0;6.0;;;;;;;;;;;;;3.0
22;1100;Leeftijd: 25 tot 35 jaar;1987;76.0;24.0;19.0;5.0;86.0;14.0;11.0;3.0;85.0;15.0;13.0;2.0;;;88.0;12.0;9.0;2.0;96.0;4.0;4.0;0.0;87.0;13.0;11.0;2.0;;;;;68.0;32.0;26.0;6.0;94.0;6.0;6.0;1.0;;;43.0;57.0;36.0;21.0;91.0;9.0;6.0;3.0;43.0;57.0;36.0;22.0;;;;;61.0;39.0;32.0;7.0;;;;;;;;;;;;;3.0
23;1100;Leeftijd: 25 tot 35 jaar;1991;74.0;26.0;20.0;5.0;84.0;16.0;12.0;4.0;84.0;16.0;15.0;1.0;;;86.0;14.0;10.0;4.0;96.0;4.0;4.0;0.0;84.0;16.0;12.0;4.0;;;;;59.0;41.0;33.0;8.0;94.0;6.0;5.0;1.0;;;38.0;62.0;35.0;26.0;91.0;9.0;6.0;3.0;38.0;62.0;35.0;27.0;76.0;24.0;20.0;4.0;59.0;41.0;34.0;7.0;;;;;;;;;;;;;19.0
24;1100;Leeftijd: 25 tot 35 jaar;1995;74.0;26.0;20.0;6.0;84.0;16.0;12.0;4.0;85.0;15.0;13.0;2.0;;;89.0;11.0;9.0;2.0;93.0;7.0;6.0;0.0;85.0;15.0;13.0;2.0;;;;;60.0;40.0;32.0;8.0;96.0;4.0;3.0;1.0;;;37.0;63.0;35.0;28.0;90.0;10.0;6.0;4.0;36.0;64.0;35.0;29.0;81.0;19.0;15.0;4.0;68.0;32.0;27.0;6.0;83.0;17.0;95.0;5.0;82.0;18.0;92.0;8.0;92.0;8.0;89.0;11.0;11.0
25;1100;Leeftijd: 25 tot 35 jaar;1999;74.0;26.0;22.0;4.0;83.0;17.0;15.0;3.0;80.0;20.0;17.0;3.0;86.0;14.0;91.0;9.0;7.0;1.0;97.0;3.0;3.0;0.0;90.0;10.0;9.0;1.0;64.0;36.0;94.0;6.0;58.0;42.0;35.0;7.0;97.0;3.0;2.0;0.0;90.0;10.0;31.0;69.0;38.0;30.0;92.0;8.0;5.0;4.0;31.0;69.0;38.0;31.0;85.0;15.0;12.0;2.0;72.0;28.0;24.0;4.0;;;;;;;;;;;;;26.0
26;1100;Leeftijd: 25 tot 35 jaar;2003;76.0;24.0;20.0;4.0;84.0;16.0;14.0;2.0;80.0;20.0;17.0;4.0;78.0;22.0;91.0;9.0;7.0;2.0;97.0;3.0;3.0;0.0;90.0;10.0;9.0;2.0;62.0;38.0;94.0;6.0;53.0;47.0;40.0;7.0;96.0;4.0;3.0;0.0;87.0;13.0;31.0;69.0;36.0;33.0;89.0;11.0;8.0;3.0;30.0;70.0;36.0;34.0;85.0;15.0;12.0;2.0;74.0;26.0;23.0;4.0;86.0;14.0;96.0;4.0;85.0;15.0;95.0;5.0;93.0;7.0;92.0;8.0;28.0
27;1100;Leeftijd: 25 tot 35 jaar;2007;74.0;26.0;23.0;4.0;86.0;14.0;11.0;2.0;76.0;24.0;20.0;4.0;82.0;18.0;89.0;11.0;10.0;1.0;98.0;2.0;2.0;0.0;89.0;11.0;11.0;1.0;61.0;39.0;93.0;7.0;54.0;46.0;35.0;11.0;97.0;3.0;2.0;1.0;86.0;14.0;32.0;68.0;39.0;30.0;86.0;14.0;10.0;4.0;31.0;69.0;39.0;30.0;83.0;17.0;14.0;2.0;70.0;30.0;26.0;4.0;84.0;16.0;96.0;4.0;86.0;14.0;96.0;4.0;92.0;8.0;90.0;10.0;4.0
28;1100;Leeftijd: 35 tot 45 jaar;1983;75.0;25.0;21.0;4.0;85.0;15.0;12.0;3.0;84.0;16.0;15.0;1.0;;;;;;;;;;;85.0;15.0;12.0;4.0;;;;;88.0;12.0;11.0;1.0;96.0;4.0;3.0;0.0;;;53.0;47.0;38.0;9.0;96.0;4.0;3.0;1.0;53.0;47.0;38.0;9.0;;;;;63.0;37.0;32.0;5.0;;;;;;;;;;;;;2.0
29;1100;Leeftijd: 35 tot 45 jaar;1987;74.0;26.0;22.0;4.0;84.0;16.0;13.0;3.0;86.0;14.0;13.0;1.0;;;84.0;16.0;13.0;3.0;94.0;6.0;6.0;0.0;82.0;18.0;15.0;4.0;;;;;81.0;19.0;16.0;2.0;94.0;6.0;5.0;1.0;;;58.0;42.0;33.0;9.0;94.0;6.0;4.0;2.0;57.0;43.0;34.0;9.0;;;;;57.0;43.0;36.0;8.0;;;;;;;;;;;;;3.0
30;1100;Leeftijd: 35 tot 45 jaar;1991;74.0;26.0;22.0;4.0;85.0;15.0;12.0;3.0;85.0;15.0;13.0;1.0;;;85.0;15.0;11.0;4.0;95.0;5.0;5.0;0.0;83.0;17.0;13.0;4.0;;;;;77.0;23.0;20.0;3.0;95.0;5.0;4.0;1.0;;;58.0;42.0;34.0;8.0;95.0;5.0;4.0;2.0;58.0;42.0;34.0;8.0;76.0;24.0;20.0;4.0;57.0;43.0;37.0;6.0;;;;;;;;;;;;;18.0
31;1100;Leeftijd: 35 tot 45 jaar;1995;74.0;26.0;22.0;5.0;84.0;16.0;14.0;2.0;86.0;14.0;12.0;2.0;;;85.0;15.0;11.0;3.0;92.0;8.0;8.0;1.0;81.0;19.0;16.0;4.0;;;;;69.0;31.0;27.0;4.0;95.0;5.0;5.0;0.0;;;52.0;48.0;37.0;11.0;93.0;7.0;5.0;2.0;52.0;48.0;37.0;11.0;76.0;24.0;19.0;4.0;62.0;38.0;31.0;7.0;78.0;22.0;92.0;8.0;82.0;18.0;90.0;10.0;87.0;13.0;86.0;14.0;10.0
32;1100;Leeftijd: 35 tot 45 jaar;1999;75.0;25.0;20.0;4.0;84.0;16.0;12.0;3.0;85.0;15.0;12.0;2.0;88.0;12.0;89.0;11.0;9.0;1.0;96.0;4.0;4.0;0.0;87.0;13.0;11.0;2.0;77.0;23.0;95.0;5.0;69.0;31.0;28.0;4.0;96.0;4.0;4.0;0.0;97.0;3.0;44.0;56.0;42.0;14.0;94.0;6.0;5.0;2.0;43.0;57.0;43.0;14.0;83.0;17.0;15.0;2.0;63.0;37.0;32.0;5.0;;;;;;;;;;;;;25.0
33;1100;Leeftijd: 35 tot 45 jaar;2003;74.0;26.0;21.0;4.0;84.0;16.0;13.0;3.0;85.0;15.0;13.0;2.0;80.0;20.0;90.0;10.0;8.0;2.0;96.0;4.0;4.0;0.0;88.0;12.0;10.0;2.0;70.0;30.0;95.0;5.0;60.0;40.0;36.0;4.0;95.0;5.0;5.0;1.0;96.0;4.0;38.0;62.0;46.0;16.0;90.0;10.0;6.0;3.0;37.0;63.0;46.0;17.0;82.0;18.0;16.0;2.0;63.0;37.0;33.0;5.0;80.0;20.0;92.0;8.0;82.0;18.0;91.0;9.0;86.0;14.0;85.0;15.0;28.0
34;1100;Leeftijd: 35 tot 45 jaar;2007;75.0;25.0;22.0;3.0;87.0;13.0;11.0;2.0;85.0;15.0;13.0;2.0;82.0;18.0;92.0;8.0;6.0;2.0;98.0;2.0;2.0;0.0;91.0;9.0;7.0;2.0;63.0;37.0;93.0;7.0;56.0;44.0;39.0;5.0;97.0;3.0;3.0;0.0;95.0;5.0;40.0;60.0;44.0;16.0;91.0;9.0;7.0;2.0;39.0;61.0;45.0;16.0;84.0;16.0;14.0;2.0;63.0;37.0;32.0;6.0;79.0;21.0;92.0;8.0;85.0;15.0;92.0;8.0;88.0;12.0;82.0;18.0;5.0
35;1100;Leeftijd: 45 tot 55 jaar;1983;75.0;25.0;21.0;4.0;86.0;14.0;11.0;3.0;87.0;13.0;13.0;0.0;;;;;;;;;;;82.0;18.0;15.0;4.0;;;;;89.0;11.0;10.0;1.0;97.0;3.0;3.0;0.0;;;70.0;30.0;26.0;4.0;98.0;2.0;2.0;0.0;69.0;31.0;27.0;4.0;;;;;68.0;32.0;28.0;4.0;;;;;;;;;;;;;2.0
36;1100;Leeftijd: 45 tot 55 jaar;1987;76.0;24.0;19.0;5.0;85.0;15.0;12.0;3.0;87.0;13.0;13.0;1.0;;;83.0;17.0;13.0;4.0;91.0;9.0;8.0;1.0;79.0;21.0;17.0;5.0;;;;;85.0;15.0;14.0;1.0;96.0;4.0;4.0;0.0;;;69.0;31.0;26.0;5.0;97.0;3.0;3.0;1.0;68.0;32.0;27.0;5.0;;;;;61.0;39.0;32.0;7.0;;;;;;;;;;;;;3.0
37;1100;Leeftijd: 45 tot 55 jaar;1991;71.0;29.0;24.0;5.0;82.0;18.0;14.0;4.0;86.0;14.0;12.0;1.0;;;79.0;21.0;17.0;4.0;92.0;8.0;7.0;1.0;77.0;23.0;19.0;4.0;;;;;82.0;18.0;16.0;2.0;95.0;5.0;4.0;1.0;;;71.0;29.0;23.0;5.0;96.0;4.0;3.0;1.0;71.0;29.0;24.0;5.0;71.0;29.0;25.0;4.0;57.0;43.0;35.0;8.0;;;;;;;;;;;;;17.0
38;1100;Leeftijd: 45 tot 55 jaar;1995;74.0;26.0;21.0;5.0;84.0;16.0;13.0;3.0;84.0;16.0;14.0;1.0;;;79.0;21.0;16.0;5.0;90.0;10.0;9.0;1.0;75.0;25.0;20.0;5.0;;;;;80.0;20.0;17.0;2.0;95.0;5.0;5.0;0.0;;;67.0;33.0;25.0;7.0;96.0;4.0;3.0;1.0;67.0;33.0;26.0;7.0;72.0;28.0;23.0;5.0;62.0;38.0;31.0;7.0;77.0;23.0;94.0;6.0;79.0;21.0;91.0;9.0;88.0;12.0;89.0;11.0;13.0
39;1100;Leeftijd: 45 tot 55 jaar;1999;72.0;28.0;23.0;5.0;82.0;18.0;15.0;3.0;83.0;17.0;15.0;2.0;89.0;11.0;82.0;18.0;14.0;4.0;92.0;8.0;7.0;0.0;79.0;21.0;17.0;4.0;86.0;14.0;95.0;5.0;75.0;25.0;23.0;2.0;95.0;5.0;5.0;1.0;99.0;1.0;59.0;41.0;33.0;8.0;94.0;6.0;5.0;1.0;58.0;42.0;34.0;9.0;74.0;26.0;21.0;5.0;57.0;43.0;35.0;8.0;;;;;;;;;;;;;27.0
40;1100;Leeftijd: 45 tot 55 jaar;2003;76.0;24.0;19.0;4.0;85.0;15.0;12.0;3.0;84.0;16.0;14.0;2.0;82.0;18.0;85.0;15.0;12.0;3.0;94.0;6.0;5.0;1.0;83.0;17.0;14.0;4.0;81.0;19.0;94.0;6.0;67.0;33.0;29.0;4.0;94.0;6.0;6.0;1.0;98.0;2.0;54.0;46.0;34.0;12.0;90.0;10.0;7.0;4.0;52.0;48.0;35.0;13.0;74.0;26.0;20.0;6.0;57.0;43.0;35.0;8.0;75.0;25.0;93.0;7.0;74.0;26.0;89.0;11.0;87.0;13.0;85.0;15.0;28.0
41;1100;Leeftijd: 45 tot 55 jaar;2007;74.0;26.0;20.0;6.0;85.0;15.0;12.0;3.0;82.0;18.0;15.0;4.0;83.0;17.0;84.0;16.0;12.0;4.0;96.0;4.0;4.0;0.0;83.0;17.0;13.0;4.0;72.0;28.0;90.0;10.0;60.0;40.0;34.0;6.0;94.0;6.0;5.0;1.0;98.0;2.0;51.0;49.0;37.0;12.0;88.0;12.0;8.0;3.0;50.0;50.0;37.0;13.0;75.0;25.0;20.0;5.0;57.0;43.0;35.0;9.0;75.0;25.0;93.0;7.0;76.0;24.0;90.0;10.0;87.0;13.0;81.0;19.0;8.0
42;1100;Leeftijd: 55 tot 65 jaar;1983;80.0;20.0;16.0;4.0;88.0;12.0;9.0;3.0;89.0;11.0;10.0;1.0;;;;;;;;;;;82.0;18.0;14.0;4.0;;;;;94.0;6.0;5.0;1.0;97.0;3.0;3.0;0.0;;;82.0;18.0;15.0;2.0;99.0;1.0;1.0;0.0;82.0;18.0;16.0;2.0;;;;;71.0;29.0;26.0;4.0;;;;;;;;;;;;;2.0
43;1100;Leeftijd: 55 tot 65 jaar;1987;77.0;23.0;17.0;5.0;87.0;13.0;9.0;4.0;89.0;11.0;10.0;1.0;;;84.0;16.0;12.0;4.0;90.0;10.0;9.0;1.0;80.0;20.0;16.0;4.0;;;;;92.0;8.0;7.0;1.0;97.0;3.0;3.0;0.0;;;84.0;16.0;15.0;1.0;99.0;1.0;1.0;0.0;83.0;17.0;15.0;1.0;;;;;67.0;33.0;27.0;6.0;;;;;;;;;;;;;5.0
44;1100;Leeftijd: 55 tot 65 jaar;1991;78.0;22.0;18.0;4.0;87.0;13.0;10.0;3.0;91.0;9.0;9.0;0.0;;;83.0;17.0;14.0;3.0;91.0;9.0;8.0;1.0;78.0;22.0;18.0;3.0;;;;;90.0;10.0;9.0;0.0;97.0;3.0;3.0;0.0;;;84.0;16.0;14.0;2.0;98.0;2.0;1.0;0.0;84.0;16.0;14.0;2.0;75.0;25.0;22.0;3.0;63.0;37.0;31.0;6.0;;;;;;;;;;;;;14.0
