ID;KenmerkenHuishouden;AantalKinderen;Perioden;Paren_1;BeidePartnersWerkzaam_2;BeidePartnersVoltijd_3;EenPartnerVoltijdEenDeeltijd_4;ManVoltijdPartnerDeeltijd_5;VrouwVoltijdPartnerDeeltijd_6;VoltijdPartner20Tot35Uur_7;ManVoltijdPartner20Tot35Uur_8;VrouwVoltijdPartner20Tot35Uur_9;VoltijdPartner12Tot20Uur_10;ManVoltijdPartner12Tot20Uur_11;VrouwVoltijdPartner12Tot20Uur_12;VoltijdPartner12Uur_13;ManVoltijdPartner12Uur_14;VrouwVoltijdPartner12Uur_15;BeidePartnersDeeltijd_16;BeidePartners20Tot35Uur_17;k_20Tot35UurPartner12Tot20Uur_18;Man20Tot35UurPartner12Tot20_19;Vrouw20Tot35UurPartner12Tot20_20;k_20Tot35UurPartner12Uur_21;Man20Tot35UurPartner12Uur_22;Vrouw20Tot35UurPartner12Uur_23;BeidePartners12Tot20Uur_24;k_12Tot20UurPartner12Uur_25;Man12Tot20UurPartner12Uur_26;Vrouw12Tot20UurPartner12Uur_27;BeidePartners12Uur_28;EenVanDePartnersWerkzaam_29;ManWerkzaamPartnerNiet_30;VrouwWerkzaamPartnerNiet_31;VoltijdWerkzaamPartnerNiet_32;ManVoltijdWerkzaamPartnerNiet_33;VrouwVoltijdWerkzaamPartnerNiet_34;DeeltijdWerkzaamPartnerNiet_35;ManDeeltijdWerkzaamPartnerNiet_36;VrouwDeeltijdWerkzaamPartnerNiet_37;k_20Tot35UurWerkzaamPartnerNiet_38;Man20Tot35UurPartnerNiet_39;Vrouw20Tot35UurPartnerNiet_40;k_12Tot20UurWerkzaamPartnerNiet_41;Man12Tot20UurPartnerNiet_42;Vrouw12Tot20UurPartnerNiet_43;k_12UurWerkzaamPartnerNiet_44;Man12UurWerkzaamPartnerNiet_45;Vrouw12UurWerkzaamPartnerNiet_46;BeidePartnersNietWerkzaam_47
352;Totaal ;Paar: met 2 kinderen;2017 4e kwartaal;921.0;732.0;100.0;547.0;526.0;22.0;418.0;400.0;18.0;88.0;87.0;2.0;41.0;39.0;1.0;84.0;67.0;9.0;6.0;3.0;6.0;3.0;3.0;1.0;2.0;0.0;2.0;1.0;164.0;135.0;29.0;131.0;124.0;7.0;33.0;12.0;21.0;25.0;10.0;15.0;5.0;1.0;4.0;3.0;1.0;2.0;25.0
353;Totaal ;Paar: met 2 kinderen;2017;925.0;732.0;96.0;556.0;534.0;22.0;419.0;400.0;19.0;95.0;94.0;1.0;42.0;40.0;2.0;80.0;63.0;8.0;6.0;2.0;6.0;3.0;3.0;1.0;1.0;0.0;1.0;1.0;167.0;135.0;32.0;133.0;123.0;10.0;34.0;12.0;22.0;25.0;9.0;16.0;5.0;1.0;4.0;4.0;2.0;2.0;26.0
354;Totaal ;Paar: met 2 kinderen;2018 1e kwartaal;920.0;730.0;99.0;548.0;524.0;24.0;422.0;401.0;22.0;90.0;89.0;1.0;36.0;35.0;1.0;84.0;64.0;11.0;8.0;3.0;7.0;5.0;2.0;1.0;1.0;0.0;0.0;1.0;162.0;131.0;31.0;126.0;117.0;9.0;37.0;14.0;22.0;29.0;12.0;17.0;5.0;1.0;4.0;3.0;1.0;2.0;27.0
355;Totaal ;Paar: met 2 kinderen;2018 2e kwartaal;932.0;743.0;98.0;560.0;537.0;23.0;433.0;413.0;20.0;91.0;89.0;2.0;37.0;35.0;1.0;84.0;66.0;10.0;8.0;2.0;6.0;4.0;3.0;0.0;1.0;0.0;1.0;0.0;167.0;135.0;32.0;133.0;122.0;11.0;34.0;13.0;21.0;25.0;10.0;15.0;5.0;1.0;4.0;3.0;2.0;2.0;23.0
356;Totaal ;Paar: met 2 kinderen;2018 3e kwartaal;943.0;751.0;99.0;569.0;546.0;22.0;439.0;420.0;19.0;89.0;87.0;2.0;41.0;40.0;2.0;83.0;62.0;12.0;8.0;4.0;7.0;4.0;3.0;0.0;1.0;1.0;1.0;0.0;170.0;138.0;32.0;135.0;124.0;11.0;35.0;14.0;21.0;27.0;11.0;15.0;5.0;1.0;4.0;3.0;2.0;2.0;22.0
357;Totaal ;Paar: met 2 kinderen;2018 4e kwartaal;933.0;751.0;98.0;567.0;544.0;24.0;437.0;417.0;20.0;91.0;89.0;2.0;39.0;38.0;2.0;85.0;64.0;13.0;9.0;4.0;6.0;4.0;2.0;0.0;1.0;1.0;0.0;1.0;159.0;128.0;31.0;128.0;117.0;11.0;32.0;12.0;20.0;23.0;9.0;14.0;4.0;1.0;3.0;5.0;2.0;3.0;23.0
358;Totaal ;Paar: met 2 kinderen;2018;932.0;744.0;99.0;561.0;538.0;23.0;433.0;413.0;20.0;90.0;89.0;2.0;38.0;37.0;1.0;84.0;64.0;11.0;8.0;3.0;7.0;4.0;2.0;0.0;1.0;0.0;1.0;1.0;165.0;133.0;31.0;131.0;120.0;10.0;34.0;13.0;21.0;26.0;11.0;15.0;5.0;1.0;4.0;4.0;2.0;2.0;24.0
359;Totaal ;Paar: met 2 kinderen;2019 1e kwartaal;950.0;757.0;102.0;572.0;549.0;23.0;445.0;425.0;20.0;89.0;88.0;2.0;38.0;36.0;2.0;83.0;64.0;11.0;8.0;3.0;5.0;3.0;2.0;0.0;1.0;1.0;1.0;1.0;172.0;136.0;36.0;132.0;119.0;13.0;40.0;17.0;23.0;29.0;13.0;17.0;4.0;1.0;2.0;7.0;3.0;4.0;21.0
360;Totaal ;Paar: met 2 kinderen;2019 2e kwartaal;964.0;775.0;110.0;583.0;559.0;25.0;450.0;430.0;20.0;93.0;90.0;2.0;41.0;39.0;2.0;82.0;66.0;11.0;7.0;3.0;4.0;2.0;2.0;0.0;1.0;1.0;0.0;0.0;168.0;132.0;35.0;129.0;118.0;11.0;39.0;14.0;24.0;28.0;11.0;18.0;6.0;2.0;4.0;5.0;2.0;3.0;22.0
361;Totaal ;Paar: met 2 kinderen;2019 3e kwartaal;942.0;764.0;104.0;575.0;553.0;22.0;447.0;428.0;19.0;90.0;89.0;1.0;38.0;35.0;2.0;84.0;68.0;10.0;7.0;3.0;5.0;3.0;2.0;0.0;1.0;0.0;0.0;1.0;153.0;121.0;32.0;114.0;105.0;9.0;39.0;15.0;23.0;30.0;12.0;18.0;3.0;1.0;3.0;6.0;3.0;2.0;26.0
362;Totaal ;Paar: met 2 kinderen;2019 4e kwartaal;938.0;764.0;108.0;570.0;550.0;21.0;445.0;428.0;17.0;91.0;90.0;2.0;34.0;32.0;2.0;86.0;71.0;9.0;7.0;3.0;5.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;155.0;121.0;34.0;119.0;108.0;11.0;36.0;13.0;23.0;27.0;11.0;17.0;5.0;1.0;3.0;4.0;1.0;3.0;20.0
363;Totaal ;Paar: met 2 kinderen;2019;949.0;765.0;106.0;575.0;552.0;23.0;447.0;428.0;19.0;91.0;89.0;2.0;38.0;36.0;2.0;84.0;67.0;10.0;7.0;3.0;5.0;3.0;2.0;0.0;1.0;0.0;0.0;0.0;162.0;127.0;34.0;123.0;112.0;11.0;38.0;15.0;23.0;29.0;11.0;17.0;4.0;1.0;3.0;5.0;2.0;3.0;22.0
364;Totaal ;Paar: met 2 kinderen;2020 1e kwartaal;953.0;777.0;106.0;576.0;555.0;22.0;449.0;430.0;19.0;94.0;93.0;2.0;33.0;32.0;1.0;95.0;77.0;11.0;9.0;2.0;6.0;3.0;3.0;1.0;0.0;0.0;0.0;0.0;154.0;118.0;35.0;115.0;105.0;10.0;38.0;13.0;25.0;30.0;10.0;20.0;4.0;1.0;4.0;4.0;3.0;2.0;23.0
365;Totaal ;Paar: met 2 kinderen;2020 2e kwartaal;938.0;759.0;107.0;561.0;538.0;22.0;443.0;422.0;20.0;82.0;81.0;1.0;36.0;35.0;1.0;92.0;69.0;13.0;11.0;2.0;7.0;4.0;4.0;1.0;1.0;0.0;1.0;1.0;160.0;124.0;36.0;122.0;111.0;11.0;39.0;13.0;25.0;31.0;10.0;21.0;4.0;1.0;3.0;4.0;2.0;2.0;18.0
366;Totaal ;Paar: met 2 kinderen;2020 3e kwartaal;931.0;761.0;106.0;559.0;535.0;24.0;440.0;419.0;21.0;86.0;84.0;2.0;34.0;32.0;1.0;95.0;73.0;11.0;9.0;2.0;9.0;5.0;4.0;0.0;2.0;1.0;1.0;0.0;153.0;120.0;33.0;115.0;106.0;9.0;38.0;14.0;24.0;30.0;10.0;20.0;5.0;2.0;3.0;3.0;1.0;1.0;18.0
367;Totaal ;Paar: met 2 kinderen;2020 4e kwartaal;934.0;765.0;111.0;559.0;533.0;26.0;444.0;421.0;23.0;79.0;78.0;1.0;37.0;35.0;2.0;95.0;74.0;12.0;9.0;3.0;8.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;146.0;115.0;31.0;112.0;101.0;11.0;34.0;14.0;20.0;27.0;10.0;17.0;5.0;2.0;2.0;3.0;2.0;1.0;23.0
368;Totaal ;Paar: met 2 kinderen;2020;939.0;765.0;107.0;564.0;540.0;24.0;444.0;423.0;21.0;85.0;84.0;1.0;35.0;34.0;1.0;94.0;73.0;12.0;10.0;2.0;7.0;4.0;4.0;0.0;1.0;0.0;1.0;0.0;153.0;119.0;34.0;116.0;106.0;10.0;37.0;14.0;24.0;29.0;10.0;19.0;5.0;2.0;3.0;4.0;2.0;1.0;20.0
369;Totaal ;Paar: met 2 kinderen;2021 1e kwartaal;950.0;784.0;114.0;572.0;547.0;26.0;452.0;430.0;22.0;83.0;82.0;1.0;38.0;35.0;3.0;98.0;73.0;13.0;9.0;4.0;9.0;5.0;4.0;0.0;1.0;1.0;1.0;1.0;149.0;121.0;29.0;112.0;103.0;9.0;38.0;18.0;20.0;29.0;13.0;17.0;4.0;2.0;2.0;4.0;3.0;1.0;17.0
370;Totaal ;Paar: met 2 kinderen;2021 2e kwartaal;972.0;808.0;122.0;591.0;562.0;29.0;476.0;450.0;26.0;77.0;76.0;1.0;38.0;35.0;2.0;94.0;67.0;15.0;10.0;5.0;10.0;4.0;6.0;0.0;1.0;0.0;1.0;1.0;147.0;119.0;27.0;114.0;105.0;8.0;33.0;14.0;19.0;27.0;11.0;17.0;3.0;2.0;1.0;3.0;2.0;1.0;17.0
371;Totaal ;Paar: met 2 kinderen;2021 3e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372;Totaal ;Paar: met 3 of meer kinderen;2003 1e kwartaal;406.0;236.0;20.0;197.0;195.0;2.0;89.0;87.0;2.0;62.0;62.0;0.0;46.0;46.0;0.0;18.0;11.0;3.0;3.0;0.0;2.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;148.0;133.0;15.0;128.0;124.0;3.0;20.0;9.0;11.0;15.0;7.0;7.0;3.0;0.0;2.0;2.0;1.0;2.0;22.0
373;Totaal ;Paar: met 3 of meer kinderen;2003 2e kwartaal;412.0;238.0;20.0;198.0;195.0;3.0;91.0;88.0;3.0;60.0;60.0;0.0;48.0;47.0;0.0;19.0;12.0;5.0;4.0;1.0;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;147.0;132.0;15.0;129.0;125.0;5.0;18.0;7.0;11.0;13.0;6.0;8.0;2.0;1.0;1.0;3.0;1.0;2.0;27.0
374;Totaal ;Paar: met 3 of meer kinderen;2003 3e kwartaal;406.0;235.0;22.0;193.0;191.0;3.0;87.0;84.0;2.0;57.0;57.0;0.0;49.0;49.0;0.0;20.0;12.0;5.0;4.0;1.0;3.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;148.0;133.0;15.0;129.0;124.0;5.0;19.0;9.0;9.0;12.0;7.0;5.0;3.0;1.0;2.0;4.0;1.0;3.0;23.0
375;Totaal ;Paar: met 3 of meer kinderen;2003 4e kwartaal;411.0;246.0;20.0;206.0;202.0;5.0;93.0;89.0;3.0;63.0;62.0;1.0;51.0;50.0;1.0;19.0;13.0;4.0;3.0;1.0;2.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;138.0;125.0;13.0;120.0;117.0;3.0;18.0;8.0;10.0;13.0;7.0;6.0;2.0;1.0;2.0;3.0;1.0;2.0;27.0
376;Totaal ;Paar: met 3 of meer kinderen;2003;409.0;239.0;21.0;199.0;196.0;3.0;90.0;87.0;3.0;60.0;60.0;0.0;49.0;48.0;0.0;19.0;12.0;4.0;3.0;1.0;2.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;145.0;131.0;15.0;127.0;122.0;4.0;19.0;8.0;10.0;13.0;7.0;7.0;2.0;1.0;2.0;3.0;1.0;2.0;25.0
377;Totaal ;Paar: met 3 of meer kinderen;2004 1e kwartaal;410.0;239.0;20.0;199.0;196.0;3.0;87.0;84.0;2.0;62.0;61.0;1.0;51.0;50.0;1.0;20.0;11.0;6.0;5.0;0.0;3.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;140.0;125.0;15.0;121.0;117.0;4.0;19.0;8.0;11.0;14.0;7.0;7.0;2.0;1.0;2.0;3.0;0.0;3.0;31.0
378;Totaal ;Paar: met 3 of meer kinderen;2004 2e kwartaal;396.0;233.0;19.0;195.0;193.0;2.0;88.0;87.0;2.0;61.0;60.0;0.0;47.0;46.0;1.0;19.0;11.0;4.0;4.0;0.0;3.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;135.0;123.0;12.0;116.0;113.0;3.0;19.0;10.0;9.0;12.0;7.0;5.0;3.0;1.0;2.0;4.0;2.0;2.0;28.0
379;Totaal ;Paar: met 3 of meer kinderen;2004 3e kwartaal;407.0;238.0;20.0;198.0;195.0;3.0;88.0;85.0;2.0;64.0;64.0;0.0;47.0;46.0;0.0;20.0;12.0;4.0;3.0;1.0;3.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;139.0;125.0;14.0;121.0;117.0;4.0;18.0;8.0;10.0;13.0;7.0;6.0;2.0;1.0;1.0;3.0;1.0;2.0;30.0
380;Totaal ;Paar: met 3 of meer kinderen;2004 4e kwartaal;409.0;246.0;21.0;204.0;201.0;3.0;91.0;88.0;3.0;65.0;64.0;0.0;48.0;48.0;0.0;21.0;12.0;4.0;3.0;1.0;4.0;3.0;1.0;0.0;0.0;0.0;0.0;1.0;134.0;121.0;13.0;115.0;112.0;3.0;19.0;9.0;10.0;12.0;7.0;5.0;4.0;1.0;3.0;3.0;1.0;2.0;29.0
381;Totaal ;Paar: met 3 of meer kinderen;2004;406.0;239.0;20.0;199.0;196.0;3.0;88.0;86.0;2.0;63.0;62.0;0.0;48.0;48.0;0.0;20.0;11.0;4.0;4.0;1.0;3.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;137.0;124.0;13.0;118.0;115.0;3.0;19.0;9.0;10.0;13.0;7.0;6.0;3.0;1.0;2.0;3.0;1.0;2.0;30.0
382;Totaal ;Paar: met 3 of meer kinderen;2005 1e kwartaal;409.0;244.0;22.0;200.0;197.0;3.0;88.0;86.0;2.0;64.0;64.0;0.0;47.0;47.0;0.0;22.0;13.0;5.0;4.0;1.0;3.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;142.0;128.0;15.0;121.0;117.0;4.0;21.0;11.0;11.0;14.0;9.0;6.0;4.0;1.0;3.0;3.0;1.0;2.0;23.0
383;Totaal ;Paar: met 3 of meer kinderen;2005 2e kwartaal;408.0;246.0;21.0;204.0;200.0;4.0;90.0;87.0;3.0;64.0;63.0;1.0;50.0;50.0;0.0;21.0;13.0;5.0;4.0;1.0;2.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;138.0;124.0;13.0;117.0;114.0;3.0;20.0;11.0;10.0;14.0;8.0;6.0;4.0;1.0;2.0;2.0;1.0;1.0;24.0
384;Totaal ;Paar: met 3 of meer kinderen;2005 3e kwartaal;408.0;249.0;21.0;205.0;201.0;4.0;86.0;84.0;3.0;67.0;67.0;1.0;51.0;50.0;1.0;23.0;14.0;6.0;5.0;2.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;136.0;123.0;12.0;117.0;113.0;4.0;18.0;10.0;8.0;14.0;9.0;5.0;3.0;1.0;2.0;2.0;0.0;1.0;23.0
385;Totaal ;Paar: met 3 of meer kinderen;2005 4e kwartaal;406.0;254.0;22.0;211.0;207.0;4.0;90.0;87.0;3.0;71.0;70.0;1.0;50.0;50.0;0.0;21.0;13.0;5.0;4.0;1.0;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;129.0;116.0;13.0;111.0;107.0;4.0;18.0;9.0;9.0;14.0;8.0;6.0;3.0;1.0;2.0;2.0;0.0;2.0;22.0
386;Totaal ;Paar: met 3 of meer kinderen;2005;408.0;248.0;21.0;205.0;201.0;4.0;89.0;86.0;3.0;67.0;66.0;1.0;50.0;49.0;0.0;22.0;13.0;6.0;4.0;1.0;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;136.0;123.0;13.0;117.0;113.0;4.0;20.0;10.0;10.0;14.0;8.0;6.0;3.0;1.0;2.0;2.0;1.0;1.0;23.0
387;Totaal ;Paar: met 3 of meer kinderen;2006 1e kwartaal;404.0;253.0;22.0;208.0;205.0;3.0;96.0;93.0;3.0;65.0;64.0;0.0;48.0;48.0;1.0;23.0;14.0;5.0;4.0;1.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;130.0;117.0;13.0;111.0;108.0;4.0;19.0;9.0;9.0;13.0;8.0;5.0;3.0;1.0;2.0;3.0;1.0;2.0;21.0
388;Totaal ;Paar: met 3 of meer kinderen;2006 2e kwartaal;398.0;255.0;22.0;211.0;208.0;3.0;98.0;96.0;3.0;65.0;64.0;1.0;49.0;49.0;0.0;21.0;13.0;5.0;4.0;1.0;3.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;123.0;112.0;12.0;107.0;103.0;4.0;16.0;8.0;8.0;13.0;8.0;5.0;2.0;1.0;1.0;2.0;0.0;2.0;20.0
389;Totaal ;Paar: met 3 of meer kinderen;2006 3e kwartaal;399.0;254.0;22.0;212.0;207.0;5.0;101.0;97.0;3.0;61.0;60.0;1.0;50.0;50.0;0.0;20.0;12.0;6.0;5.0;1.0;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;124.0;113.0;11.0;109.0;106.0;3.0;15.0;8.0;8.0;11.0;6.0;5.0;2.0;1.0;1.0;3.0;1.0;2.0;21.0
390;Totaal ;Paar: met 3 of meer kinderen;2006 4e kwartaal;403.0;263.0;24.0;217.0;213.0;4.0;104.0;101.0;3.0;68.0;67.0;1.0;45.0;45.0;0.0;22.0;13.0;5.0;4.0;1.0;3.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;119.0;107.0;12.0;106.0;102.0;4.0;14.0;6.0;8.0;10.0;5.0;5.0;2.0;0.0;2.0;2.0;1.0;1.0;21.0
391;Totaal ;Paar: met 3 of meer kinderen;2006;401.0;256.0;23.0;212.0;208.0;4.0;100.0;97.0;3.0;65.0;64.0;1.0;48.0;48.0;0.0;21.0;13.0;5.0;4.0;1.0;3.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;124.0;112.0;12.0;108.0;105.0;4.0;16.0;8.0;8.0;12.0;7.0;5.0;2.0;1.0;2.0;2.0;1.0;2.0;21.0
392;Totaal ;Paar: met 3 of meer kinderen;2007 1e kwartaal;397.0;255.0;20.0;214.0;210.0;5.0;105.0;101.0;3.0;64.0;63.0;1.0;46.0;45.0;0.0;20.0;12.0;5.0;4.0;1.0;2.0;2.0;0.0;0.0;1.0;1.0;1.0;0.0;120.0;109.0;11.0;104.0;101.0;3.0;16.0;9.0;8.0;11.0;7.0;5.0;2.0;0.0;1.0;3.0;1.0;2.0;21.0
393;Totaal ;Paar: met 3 of meer kinderen;2007 2e kwartaal;396.0;262.0;22.0;218.0;214.0;5.0;103.0;99.0;4.0;69.0;68.0;0.0;46.0;46.0;0.0;21.0;12.0;5.0;5.0;1.0;2.0;2.0;1.0;0.0;1.0;0.0;1.0;0.0;114.0;106.0;8.0;101.0;99.0;3.0;13.0;7.0;6.0;8.0;5.0;4.0;2.0;1.0;1.0;2.0;1.0;1.0;20.0
394;Totaal ;Paar: met 3 of meer kinderen;2007 3e kwartaal;399.0;263.0;21.0;221.0;216.0;4.0;105.0;102.0;4.0;70.0;70.0;0.0;46.0;45.0;1.0;22.0;13.0;5.0;4.0;1.0;3.0;2.0;0.0;0.0;1.0;0.0;1.0;0.0;118.0;109.0;9.0;103.0;99.0;3.0;15.0;9.0;6.0;11.0;7.0;4.0;2.0;0.0;1.0;3.0;2.0;1.0;18.0
395;Totaal ;Paar: met 3 of meer kinderen;2007 4e kwartaal;399.0;271.0;23.0;225.0;221.0;4.0;108.0;105.0;4.0;71.0;70.0;0.0;46.0;46.0;0.0;22.0;13.0;5.0;5.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;108.0;99.0;10.0;94.0;91.0;3.0;14.0;8.0;7.0;9.0;5.0;4.0;3.0;1.0;2.0;2.0;2.0;0.0;20.0
396;Totaal ;Paar: met 3 of meer kinderen;2007;398.0;263.0;22.0;220.0;215.0;4.0;105.0;102.0;4.0;68.0;68.0;0.0;46.0;46.0;0.0;21.0;13.0;5.0;4.0;1.0;2.0;2.0;0.0;0.0;1.0;0.0;1.0;0.0;115.0;106.0;10.0;100.0;97.0;3.0;15.0;8.0;7.0;10.0;6.0;4.0;2.0;1.0;2.0;3.0;2.0;1.0;20.0
397;Totaal ;Paar: met 3 of meer kinderen;2008 1e kwartaal;401.0;269.0;21.0;225.0;221.0;5.0;110.0;106.0;4.0;67.0;67.0;0.0;49.0;49.0;0.0;22.0;14.0;5.0;3.0;1.0;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;114.0;106.0;8.0;100.0;98.0;2.0;14.0;8.0;6.0;11.0;6.0;5.0;2.0;1.0;1.0;1.0;1.0;1.0;18.0
398;Totaal ;Paar: met 3 of meer kinderen;2008 2e kwartaal;406.0;280.0;25.0;233.0;228.0;5.0;114.0;109.0;5.0;70.0;69.0;1.0;49.0;49.0;0.0;22.0;12.0;6.0;5.0;1.0;3.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;110.0;102.0;8.0;97.0;95.0;2.0;13.0;6.0;6.0;9.0;5.0;4.0;2.0;1.0;1.0;2.0;1.0;1.0;17.0
399;Totaal ;Paar: met 3 of meer kinderen;2008 3e kwartaal;401.0;275.0;25.0;230.0;225.0;5.0;116.0;111.0;5.0;69.0;68.0;0.0;46.0;46.0;0.0;20.0;11.0;6.0;4.0;1.0;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;110.0;102.0;9.0;95.0;93.0;2.0;15.0;8.0;7.0;10.0;6.0;4.0;3.0;1.0;1.0;3.0;2.0;1.0;16.0
400;Totaal ;Paar: met 3 of meer kinderen;2008 4e kwartaal;396.0;278.0;29.0;227.0;221.0;6.0;120.0;115.0;5.0;68.0;67.0;1.0;38.0;38.0;0.0;22.0;12.0;6.0;5.0;1.0;3.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;105.0;96.0;9.0;92.0;90.0;3.0;13.0;6.0;7.0;9.0;4.0;5.0;2.0;2.0;1.0;1.0;0.0;0.0;13.0
401;Totaal ;Paar: met 3 of meer kinderen;2008;401.0;275.0;25.0;229.0;223.0;5.0;115.0;110.0;5.0;69.0;68.0;1.0;45.0;45.0;0.0;22.0;12.0;6.0;4.0;1.0;3.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;110.0;101.0;9.0;96.0;94.0;2.0;14.0;7.0;7.0;10.0;5.0;5.0;2.0;1.0;1.0;2.0;1.0;1.0;16.0
402;Totaal ;Paar: met 3 of meer kinderen;2009 1e kwartaal;400.0;277.0;26.0;228.0;222.0;6.0;119.0;114.0;5.0;69.0;68.0;1.0;40.0;40.0;0.0;22.0;13.0;6.0;4.0;1.0;2.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;109.0;99.0;10.0;93.0;91.0;3.0;15.0;8.0;7.0;12.0;7.0;6.0;2.0;1.0;1.0;1.0;1.0;0.0;15.0
403;Totaal ;Paar: met 3 of meer kinderen;2009 2e kwartaal;400.0;276.0;26.0;228.0;222.0;5.0;121.0;117.0;5.0;65.0;65.0;0.0;41.0;40.0;0.0;23.0;14.0;6.0;5.0;1.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;107.0;95.0;12.0;90.0;87.0;3.0;17.0;7.0;10.0;12.0;6.0;7.0;2.0;0.0;1.0;3.0;2.0;1.0;16.0
404;Totaal ;Paar: met 3 of meer kinderen;2009 3e kwartaal;396.0;271.0;29.0;219.0;214.0;6.0;117.0;113.0;5.0;65.0;65.0;0.0;37.0;36.0;0.0;23.0;13.0;6.0;5.0;1.0;3.0;1.0;2.0;0.0;1.0;0.0;0.0;0.0;108.0;97.0;11.0;90.0;88.0;2.0;18.0;9.0;9.0;13.0;7.0;6.0;2.0;0.0;2.0;3.0;2.0;2.0;17.0
405;Totaal ;Paar: met 3 of meer kinderen;2009 4e kwartaal;390.0;271.0;28.0;221.0;216.0;5.0;117.0;112.0;4.0;66.0;66.0;1.0;38.0;38.0;0.0;22.0;14.0;5.0;4.0;1.0;2.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;106.0;93.0;13.0;90.0;86.0;4.0;16.0;7.0;9.0;9.0;4.0;5.0;4.0;1.0;2.0;3.0;1.0;2.0;13.0
406;Totaal ;Paar: met 3 of meer kinderen;2009;396.0;274.0;27.0;224.0;219.0;6.0;119.0;114.0;5.0;66.0;66.0;1.0;39.0;39.0;0.0;22.0;14.0;6.0;5.0;1.0;2.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;108.0;96.0;12.0;91.0;88.0;3.0;17.0;8.0;9.0;12.0;6.0;6.0;2.0;1.0;2.0;3.0;1.0;1.0;15.0
407;Totaal ;Paar: met 3 of meer kinderen;2010 1e kwartaal;400.0;272.0;22.0;224.0;219.0;4.0;120.0;117.0;4.0;66.0;66.0;0.0;37.0;37.0;0.0;26.0;17.0;6.0;5.0;1.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;110.0;95.0;15.0;93.0;87.0;6.0;18.0;8.0;10.0;10.0;5.0;5.0;3.0;1.0;3.0;4.0;2.0;2.0;18.0
408;Totaal ;Paar: met 3 of meer kinderen;2010 2e kwartaal;397.0;274.0;24.0;225.0;219.0;6.0;124.0;120.0;4.0;64.0;64.0;0.0;36.0;35.0;1.0;25.0;14.0;7.0;6.0;1.0;3.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;107.0;95.0;11.0;90.0;87.0;3.0;17.0;8.0;9.0;12.0;6.0;6.0;3.0;1.0;2.0;2.0;1.0;1.0;16.0
409;Totaal ;Paar: met 3 of meer kinderen;2010 3e kwartaal;398.0;277.0;23.0;230.0;223.0;7.0;126.0;121.0;4.0;66.0;65.0;1.0;38.0;37.0;2.0;24.0;15.0;5.0;5.0;0.0;3.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;105.0;93.0;12.0;91.0;87.0;3.0;14.0;6.0;8.0;11.0;5.0;6.0;3.0;1.0;2.0;1.0;0.0;0.0;16.0
410;Totaal ;Paar: met 3 of meer kinderen;2010 4e kwartaal;404.0;279.0;23.0;230.0;225.0;5.0;125.0;122.0;3.0;68.0;67.0;1.0;37.0;37.0;1.0;26.0;17.0;6.0;5.0;1.0;3.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;108.0;98.0;10.0;91.0;88.0;2.0;17.0;10.0;8.0;12.0;8.0;4.0;3.0;1.0;3.0;2.0;1.0;1.0;17.0
