ID;Herkomstgroeperingen;Opleidingsniveau;Beroepsniveau;Perioden;OrganisatiegraadVanWerknemers_1;Mannen15Tot65Jaar_2;Vrouwen15Tot65Jaar_3;k_15Tot25Jaar_4;k_25Tot45Jaar_5;k_45Tot65Jaar_6;LedenVakverenigingTotaal_7;Mannen15Tot65Jaar_8;Vrouwen15Tot65Jaar_9;k_15Tot25Jaar_10;k_25Tot45Jaar_11;k_45Tot65Jaar_12
162;Herkomstgroeperingen, totaal;Hoger onderwijsniveau;Beroepsniveau onbekend;2000;;;;;;;;;;;;
163;Herkomstgroeperingen, totaal;Hoger onderwijsniveau;Beroepsniveau onbekend;2001;;;;;;;;;;;;
164;Herkomstgroeperingen, totaal;Hoger onderwijsniveau;Beroepsniveau onbekend;2002;;;;;;;;;;;;
165;Herkomstgroeperingen, totaal;Hoger onderwijsniveau;Beroepsniveau onbekend;2003;;;;;;;;;;;;
166;Herkomstgroeperingen, totaal;Hoger onderwijsniveau;Beroepsniveau onbekend;2004;;;;;;;;;;;;
167;Herkomstgroeperingen, totaal;Hoger onderwijsniveau;Beroepsniveau onbekend;2006;;;;;;;;;;;;
168;Herkomstgroeperingen, totaal;Onderwijsniveau onbekend;Beroepsniveau, totaal;2000;;;;;;;;;;;;
169;Herkomstgroeperingen, totaal;Onderwijsniveau onbekend;Beroepsniveau, totaal;2001;;;;;;;;;;;;
170;Herkomstgroeperingen, totaal;Onderwijsniveau onbekend;Beroepsniveau, totaal;2002;;;;;;;;;;;;
171;Herkomstgroeperingen, totaal;Onderwijsniveau onbekend;Beroepsniveau, totaal;2003;;;;;;;;;;;;
172;Herkomstgroeperingen, totaal;Onderwijsniveau onbekend;Beroepsniveau, totaal;2004;;;;;;;;;;;;
173;Herkomstgroeperingen, totaal;Onderwijsniveau onbekend;Beroepsniveau, totaal;2006;;;;;;;;;;;;
174;Herkomstgroeperingen, totaal;Onderwijsniveau onbekend;Lager beroepsniveau;2000;;;;;;;;;;;;
175;Herkomstgroeperingen, totaal;Onderwijsniveau onbekend;Lager beroepsniveau;2001;;;;;;;;;;;;
176;Herkomstgroeperingen, totaal;Onderwijsniveau onbekend;Lager beroepsniveau;2002;;;;;;;;;;;;
177;Herkomstgroeperingen, totaal;Onderwijsniveau onbekend;Lager beroepsniveau;2003;;;;;;;;;;;;
178;Herkomstgroeperingen, totaal;Onderwijsniveau onbekend;Lager beroepsniveau;2004;;;;;;;;;;;;
179;Herkomstgroeperingen, totaal;Onderwijsniveau onbekend;Lager beroepsniveau;2006;;;;;;;;;;;;
180;Herkomstgroeperingen, totaal;Onderwijsniveau onbekend;Elementair beroepsniveau;2000;;;;;;;;;;;;
181;Herkomstgroeperingen, totaal;Onderwijsniveau onbekend;Elementair beroepsniveau;2001;;;;;;;;;;;;
182;Herkomstgroeperingen, totaal;Onderwijsniveau onbekend;Elementair beroepsniveau;2002;;;;;;;;;;;;
183;Herkomstgroeperingen, totaal;Onderwijsniveau onbekend;Elementair beroepsniveau;2003;;;;;;;;;;;;
184;Herkomstgroeperingen, totaal;Onderwijsniveau onbekend;Elementair beroepsniveau;2004;;;;;;;;;;;;
185;Herkomstgroeperingen, totaal;Onderwijsniveau onbekend;Elementair beroepsniveau;2006;;;;;;;;;;;;
186;Herkomstgroeperingen, totaal;Onderwijsniveau onbekend;Middelbaar beroepsniveau;2000;;;;;;;;;;;;
187;Herkomstgroeperingen, totaal;Onderwijsniveau onbekend;Middelbaar beroepsniveau;2001;;;;;;;;;;;;
188;Herkomstgroeperingen, totaal;Onderwijsniveau onbekend;Middelbaar beroepsniveau;2002;;;;;;;;;;;;
189;Herkomstgroeperingen, totaal;Onderwijsniveau onbekend;Middelbaar beroepsniveau;2003;;;;;;;;;;;;
190;Herkomstgroeperingen, totaal;Onderwijsniveau onbekend;Middelbaar beroepsniveau;2004;;;;;;;;;;;;
191;Herkomstgroeperingen, totaal;Onderwijsniveau onbekend;Middelbaar beroepsniveau;2006;;;;;;;;;;;;
192;Herkomstgroeperingen, totaal;Onderwijsniveau onbekend;Hoger beroepsniveau;2000;;;;;;;;;;;;
193;Herkomstgroeperingen, totaal;Onderwijsniveau onbekend;Hoger beroepsniveau;2001;;;;;;;;;;;;
194;Herkomstgroeperingen, totaal;Onderwijsniveau onbekend;Hoger beroepsniveau;2002;;;;;;;;;;;;
195;Herkomstgroeperingen, totaal;Onderwijsniveau onbekend;Hoger beroepsniveau;2003;;;;;;;;;;;;
196;Herkomstgroeperingen, totaal;Onderwijsniveau onbekend;Hoger beroepsniveau;2004;;;;;;;;;;;;
197;Herkomstgroeperingen, totaal;Onderwijsniveau onbekend;Hoger beroepsniveau;2006;;;;;;;;;;;;
198;Herkomstgroeperingen, totaal;Onderwijsniveau onbekend;Wetenschappelijke beroepsniveau;2000;;;;;;;;;;;;
199;Herkomstgroeperingen, totaal;Onderwijsniveau onbekend;Wetenschappelijke beroepsniveau;2001;;;;;;;;;;;;
200;Herkomstgroeperingen, totaal;Onderwijsniveau onbekend;Wetenschappelijke beroepsniveau;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
201;Herkomstgroeperingen, totaal;Onderwijsniveau onbekend;Wetenschappelijke beroepsniveau;2003;;;;;;;;;;;;
202;Herkomstgroeperingen, totaal;Onderwijsniveau onbekend;Wetenschappelijke beroepsniveau;2004;;;;;;;;;;;;
203;Herkomstgroeperingen, totaal;Onderwijsniveau onbekend;Wetenschappelijke beroepsniveau;2006;;;;;;;;;;;;
204;Herkomstgroeperingen, totaal;Onderwijsniveau onbekend;Beroepsniveau onbekend;2000;;;;;;;;;;;;
205;Herkomstgroeperingen, totaal;Onderwijsniveau onbekend;Beroepsniveau onbekend;2001;;;;;;;;;;;;
206;Herkomstgroeperingen, totaal;Onderwijsniveau onbekend;Beroepsniveau onbekend;2002;;;;;;;;;;;;
207;Herkomstgroeperingen, totaal;Onderwijsniveau onbekend;Beroepsniveau onbekend;2003;;;;;;;;;;;;
208;Herkomstgroeperingen, totaal;Onderwijsniveau onbekend;Beroepsniveau onbekend;2004;;;;;;;;;;;;
209;Herkomstgroeperingen, totaal;Onderwijsniveau onbekend;Beroepsniveau onbekend;2006;;;;;;;;;;;;
210;Autochtoon;Opleidingsniveau, totaal;Beroepsniveau, totaal;2000;26.0;31.0;20.0;11.0;24.0;38.0;1359.9;935.1;424.8;78.0;710.5;571.4
211;Autochtoon;Opleidingsniveau, totaal;Beroepsniveau, totaal;2001;26.0;30.0;19.0;11.0;23.0;37.0;1339.6;920.5;419.1;79.5;674.3;585.8
212;Autochtoon;Opleidingsniveau, totaal;Beroepsniveau, totaal;2002;26.0;30.0;19.0;11.0;22.0;37.0;1337.0;914.7;422.3;75.2;638.7;623.1
213;Autochtoon;Opleidingsniveau, totaal;Beroepsniveau, totaal;2003;25.0;30.0;19.0;12.0;22.0;36.0;1294.9;884.5;410.4;77.5;610.7;606.7
214;Autochtoon;Opleidingsniveau, totaal;Beroepsniveau, totaal;2004;25.0;30.0;19.0;11.0;22.0;35.0;1282.7;855.7;427.0;67.7;597.7;617.3
215;Autochtoon;Opleidingsniveau, totaal;Beroepsniveau, totaal;2006;24.0;28.0;19.0;11.0;20.0;34.0;1239.9;810.9;429.0;66.7;537.9;635.3
216;Autochtoon;Opleidingsniveau, totaal;Lager beroepsniveau;2000;27.0;36.0;13.0;13.0;27.0;36.0;343.3;273.2;70.1;36.5;175.7;131.1
217;Autochtoon;Opleidingsniveau, totaal;Lager beroepsniveau;2001;25.0;34.0;12.0;12.0;25.0;34.0;325.3;260.7;64.7;34.4;157.8;133.2
218;Autochtoon;Opleidingsniveau, totaal;Lager beroepsniveau;2002;25.0;35.0;13.0;12.0;26.0;34.0;317.2;249.8;67.4;31.9;149.1;136.2
219;Autochtoon;Opleidingsniveau, totaal;Lager beroepsniveau;2003;25.0;34.0;12.0;12.0;25.0;32.0;296.7;233.3;63.4;30.7;138.4;127.5
220;Autochtoon;Opleidingsniveau, totaal;Lager beroepsniveau;2004;24.0;33.0;12.0;11.0;25.0;31.0;298.2;237.9;60.3;25.9;138.4;133.9
221;Autochtoon;Opleidingsniveau, totaal;Lager beroepsniveau;2006;24.0;34.0;11.0;11.0;23.0;33.0;289.0;229.0;60.0;28.7;120.0;140.3
222;Autochtoon;Opleidingsniveau, totaal;Elementair beroepsniveau;2000;20.0;27.0;13.0;;23.0;29.0;67.6;48.1;19.5;;34.1;30.0
223;Autochtoon;Opleidingsniveau, totaal;Elementair beroepsniveau;2001;19.0;24.0;13.0;;21.0;28.0;62.1;43.0;19.1;;31.1;28.2
224;Autochtoon;Opleidingsniveau, totaal;Elementair beroepsniveau;2002;19.0;23.0;14.0;;21.0;28.0;63.7;44.2;19.5;;30.8;28.6
225;Autochtoon;Opleidingsniveau, totaal;Elementair beroepsniveau;2003;20.0;25.0;14.0;;24.0;27.0;65.8;45.7;20.1;;34.1;27.6
226;Autochtoon;Opleidingsniveau, totaal;Elementair beroepsniveau;2004;19.0;22.0;14.0;;18.0;29.0;59.7;39.6;20.1;;24.0;30.6
227;Autochtoon;Opleidingsniveau, totaal;Elementair beroepsniveau;2006;19.0;23.0;14.0;;20.0;29.0;66.9;46.1;20.8;;27.5;35.3
228;Autochtoon;Opleidingsniveau, totaal;Middelbaar beroepsniveau;2000;26.0;31.0;20.0;12.0;25.0;37.0;525.4;361.8;163.6;27.9;297.7;199.8
229;Autochtoon;Opleidingsniveau, totaal;Middelbaar beroepsniveau;2001;27.0;32.0;20.0;13.0;24.0;38.0;545.7;376.9;168.7;33.5;293.8;218.4
230;Autochtoon;Opleidingsniveau, totaal;Middelbaar beroepsniveau;2002;26.0;32.0;17.0;13.0;23.0;37.0;516.8;362.5;154.3;32.3;267.0;217.5
231;Autochtoon;Opleidingsniveau, totaal;Middelbaar beroepsniveau;2003;26.0;32.0;17.0;15.0;22.0;36.0;503.0;349.5;153.5;33.5;253.3;216.2
232;Autochtoon;Opleidingsniveau, totaal;Middelbaar beroepsniveau;2004;27.0;33.0;19.0;14.0;24.0;36.0;510.0;344.9;165.2;30.4;259.1;220.6
233;Autochtoon;Opleidingsniveau, totaal;Middelbaar beroepsniveau;2006;25.0;30.0;18.0;13.0;21.0;34.0;481.5;317.4;164.1;26.0;233.3;222.2
234;Autochtoon;Opleidingsniveau, totaal;Hoger beroepsniveau;2000;28.0;27.0;31.0;;23.0;41.0;292.1;161.3;130.7;;145.1;138.1
235;Autochtoon;Opleidingsniveau, totaal;Hoger beroepsniveau;2001;27.0;25.0;28.0;;21.0;39.0;281.8;155.5;126.3;;135.5;138.3
236;Autochtoon;Opleidingsniveau, totaal;Hoger beroepsniveau;2002;28.0;27.0;29.0;;21.0;41.0;308.6;172.7;136.0;;141.5;161.2
237;Autochtoon;Opleidingsniveau, totaal;Hoger beroepsniveau;2003;27.0;27.0;28.0;;20.0;41.0;309.9;173.4;136.5;;136.5;166.4
238;Autochtoon;Opleidingsniveau, totaal;Hoger beroepsniveau;2004;27.0;26.0;28.0;;20.0;40.0;325.4;177.5;147.8;;144.3;174.9
239;Autochtoon;Opleidingsniveau, totaal;Hoger beroepsniveau;2006;25.0;24.0;27.0;;18.0;38.0;282.4;145.5;136.8;;111.8;163.4
240;Autochtoon;Opleidingsniveau, totaal;Wetenschappelijke beroepsniveau;2000;27.0;27.0;27.0;;18.0;43.0;114.5;76.9;37.7;;48.7;65.2
241;Autochtoon;Opleidingsniveau, totaal;Wetenschappelijke beroepsniveau;2001;24.0;25.0;23.0;;17.0;39.0;106.3;69.6;36.7;;46.1;60.1
242;Autochtoon;Opleidingsniveau, totaal;Wetenschappelijke beroepsniveau;2002;25.0;25.0;26.0;;15.0;41.0;113.5;72.7;40.8;;41.9;71.4
243;Autochtoon;Opleidingsniveau, totaal;Wetenschappelijke beroepsniveau;2003;23.0;24.0;21.0;;15.0;35.0;98.1;65.9;32.2;;39.4;57.6
244;Autochtoon;Opleidingsniveau, totaal;Wetenschappelijke beroepsniveau;2004;22.0;21.0;23.0;;13.0;36.0;86.4;53.3;33.2;;30.3;55.9
245;Autochtoon;Opleidingsniveau, totaal;Wetenschappelijke beroepsniveau;2006;24.0;24.0;25.0;;16.0;36.0;108.7;64.5;44.1;;40.5;67.6
246;Autochtoon;Opleidingsniveau, totaal;Beroepsniveau onbekend;2000;25.0;28.0;;;;;16.9;13.6;;;;
247;Autochtoon;Opleidingsniveau, totaal;Beroepsniveau onbekend;2001;25.0;27.0;;;24.0;;18.5;14.8;;;10.1;
248;Autochtoon;Opleidingsniveau, totaal;Beroepsniveau onbekend;2002;26.0;28.0;;;;;17.1;12.8;;;;
249;Autochtoon;Opleidingsniveau, totaal;Beroepsniveau onbekend;2003;28.0;35.0;;;;40.0;21.4;16.7;;;;11.4
250;Autochtoon;Opleidingsniveau, totaal;Beroepsniveau onbekend;2004;;;;;;;;;;;;
251;Autochtoon;Opleidingsniveau, totaal;Beroepsniveau onbekend;2006;19.0;;;;;;11.6;;;;;
252;Autochtoon;Lager onderwijsniveau;Beroepsniveau, totaal;2000;27.0;35.0;14.0;11.0;27.0;35.0;375.8;304.6;71.1;29.2;176.2;170.4
253;Autochtoon;Lager onderwijsniveau;Beroepsniveau, totaal;2001;26.0;33.0;14.0;11.0;26.0;35.0;370.1;294.2;75.9;29.3;162.7;178.1
254;Autochtoon;Lager onderwijsniveau;Beroepsniveau, totaal;2002;26.0;34.0;13.0;11.0;25.0;34.0;346.7;277.1;69.7;28.9;149.6;168.3
255;Autochtoon;Lager onderwijsniveau;Beroepsniveau, totaal;2003;25.0;33.0;14.0;10.0;25.0;32.0;320.6;253.1;67.5;24.9;133.6;162.2
256;Autochtoon;Lager onderwijsniveau;Beroepsniveau, totaal;2004;25.0;32.0;13.0;11.0;24.0;32.0;312.7;248.4;64.2;23.8;125.0;163.9
257;Autochtoon;Lager onderwijsniveau;Beroepsniveau, totaal;2006;24.0;31.0;13.0;10.0;24.0;31.0;289.3;227.4;61.9;23.2;110.3;155.9
258;Autochtoon;Lager onderwijsniveau;Lager beroepsniveau;2000;28.0;37.0;13.0;13.0;29.0;36.0;208.8;171.9;36.9;20.2;98.8;89.8
259;Autochtoon;Lager onderwijsniveau;Lager beroepsniveau;2001;26.0;35.0;12.0;12.0;27.0;33.0;197.9;160.8;37.0;20.8;88.7;88.4
260;Autochtoon;Lager onderwijsniveau;Lager beroepsniveau;2002;27.0;37.0;12.0;13.0;27.0;34.0;192.1;156.2;36.0;19.8;83.7;88.6
261;Autochtoon;Lager onderwijsniveau;Lager beroepsniveau;2003;25.0;35.0;12.0;12.0;27.0;32.0;175.2;140.3;34.9;17.5;74.5;83.3
262;Autochtoon;Lager onderwijsniveau;Lager beroepsniveau;2004;25.0;35.0;11.0;12.0;26.0;31.0;179.4;146.1;33.3;15.6;73.9;89.8
263;Autochtoon;Lager onderwijsniveau;Lager beroepsniveau;2006;25.0;36.0;11.0;12.0;25.0;32.0;170.7;139.3;31.4;16.1;63.7;90.9
264;Autochtoon;Lager onderwijsniveau;Elementair beroepsniveau;2000;22.0;30.0;13.0;;24.0;30.0;48.5;34.4;14.1;;23.6;22.8
265;Autochtoon;Lager onderwijsniveau;Elementair beroepsniveau;2001;20.0;26.0;13.0;;22.0;27.0;43.1;29.6;13.5;;20.0;20.7
266;Autochtoon;Lager onderwijsniveau;Elementair beroepsniveau;2002;19.0;24.0;14.0;;20.0;27.0;42.8;28.7;14.1;;18.6;20.7
267;Autochtoon;Lager onderwijsniveau;Elementair beroepsniveau;2003;21.0;27.0;13.0;;24.0;27.0;42.4;29.5;12.9;;19.9;19.7
268;Autochtoon;Lager onderwijsniveau;Elementair beroepsniveau;2004;19.0;23.0;14.0;;19.0;30.0;38.4;24.8;13.6;;14.3;21.9
269;Autochtoon;Lager onderwijsniveau;Elementair beroepsniveau;2006;19.0;23.0;14.0;;20.0;26.0;40.6;26.0;14.6;;15.6;22.4
270;Autochtoon;Lager onderwijsniveau;Middelbaar beroepsniveau;2000;30.0;34.0;18.0;;28.0;38.0;102.6;84.6;18.0;;48.3;48.4
271;Autochtoon;Lager onderwijsniveau;Middelbaar beroepsniveau;2001;31.0;35.0;20.0;;27.0;41.0;109.7;89.3;20.4;;45.5;58.6
272;Autochtoon;Lager onderwijsniveau;Middelbaar beroepsniveau;2002;28.0;34.0;16.0;;25.0;37.0;94.7;78.6;16.2;;40.4;49.2
273;Autochtoon;Lager onderwijsniveau;Middelbaar beroepsniveau;2003;27.0;32.0;16.0;;24.0;36.0;85.1;69.1;15.9;;33.1;47.7
274;Autochtoon;Lager onderwijsniveau;Middelbaar beroepsniveau;2004;29.0;33.0;18.0;;25.0;36.0;85.0;69.3;15.7;;33.5;45.8
275;Autochtoon;Lager onderwijsniveau;Middelbaar beroepsniveau;2006;26.0;29.0;19.0;;25.0;31.0;67.0;53.5;13.5;;27.9;34.9
276;Autochtoon;Lager onderwijsniveau;Hoger beroepsniveau;2000;;;;;;;;;;;;
277;Autochtoon;Lager onderwijsniveau;Hoger beroepsniveau;2001;26.0;;;;;;10.9;;;;;
278;Autochtoon;Lager onderwijsniveau;Hoger beroepsniveau;2002;;;;;;;;;;;;
279;Autochtoon;Lager onderwijsniveau;Hoger beroepsniveau;2003;;;;;;;;;;;;
280;Autochtoon;Lager onderwijsniveau;Hoger beroepsniveau;2004;;;;;;;;;;;;
281;Autochtoon;Lager onderwijsniveau;Hoger beroepsniveau;2006;;;;;;;;;;;;
282;Autochtoon;Lager onderwijsniveau;Wetenschappelijke beroepsniveau;2000;;;;;;;;;;;;
283;Autochtoon;Lager onderwijsniveau;Wetenschappelijke beroepsniveau;2001;;;;;;;;;;;;
284;Autochtoon;Lager onderwijsniveau;Wetenschappelijke beroepsniveau;2002;;;;;;;;;;;;
285;Autochtoon;Lager onderwijsniveau;Wetenschappelijke beroepsniveau;2003;;;;;;;;;;;;
286;Autochtoon;Lager onderwijsniveau;Wetenschappelijke beroepsniveau;2004;;;;;;;;;;;;
287;Autochtoon;Lager onderwijsniveau;Wetenschappelijke beroepsniveau;2006;;;;;;;;;;;;
288;Autochtoon;Lager onderwijsniveau;Beroepsniveau onbekend;2000;;;;;;;;;;;;
289;Autochtoon;Lager onderwijsniveau;Beroepsniveau onbekend;2001;;;;;;;;;;;;
290;Autochtoon;Lager onderwijsniveau;Beroepsniveau onbekend;2002;;;;;;;;;;;;
291;Autochtoon;Lager onderwijsniveau;Beroepsniveau onbekend;2003;;;;;;;;;;;;
292;Autochtoon;Lager onderwijsniveau;Beroepsniveau onbekend;2004;;;;;;;;;;;;
293;Autochtoon;Lager onderwijsniveau;Beroepsniveau onbekend;2006;;;;;;;;;;;;
294;Autochtoon;Middelbaar onderwijsniveau;Beroepsniveau, totaal;2000;26.0;32.0;18.0;11.0;25.0;36.0;605.4;420.1;185.3;39.7;346.9;218.8
295;Autochtoon;Middelbaar onderwijsniveau;Beroepsniveau, totaal;2001;26.0;31.0;18.0;12.0;24.0;36.0;616.1;429.6;186.5;42.5;340.9;232.7
296;Autochtoon;Middelbaar onderwijsniveau;Beroepsniveau, totaal;2002;26.0;32.0;18.0;12.0;24.0;38.0;606.3;422.7;183.6;40.7;315.0;250.6
297;Autochtoon;Middelbaar onderwijsniveau;Beroepsniveau, totaal;2003;25.0;32.0;17.0;13.0;23.0;35.0;584.3;412.4;172.0;43.8;300.7;239.8
298;Autochtoon;Middelbaar onderwijsniveau;Beroepsniveau, totaal;2004;25.0;32.0;18.0;12.0;23.0;35.0;550.3;378.9;171.3;35.2;284.1;231.0
299;Autochtoon;Middelbaar onderwijsniveau;Beroepsniveau, totaal;2006;24.0;30.0;17.0;11.0;21.0;34.0;543.6;369.8;173.8;35.1;261.0;247.5
300;Autochtoon;Middelbaar onderwijsniveau;Lager beroepsniveau;2000;25.0;34.0;14.0;14.0;27.0;36.0;125.0;94.4;30.6;15.9;71.2;37.8
301;Autochtoon;Middelbaar onderwijsniveau;Lager beroepsniveau;2001;24.0;34.0;12.0;12.0;24.0;35.0;117.4;92.2;25.2;13.1;64.2;40.2
302;Autochtoon;Middelbaar onderwijsniveau;Lager beroepsniveau;2002;24.0;32.0;14.0;11.0;24.0;36.0;115.8;87.5;28.2;11.8;59.2;44.9
303;Autochtoon;Middelbaar onderwijsniveau;Lager beroepsniveau;2003;24.0;33.0;13.0;12.0;25.0;33.0;112.1;86.6;25.5;12.5;59.8;39.9
304;Autochtoon;Middelbaar onderwijsniveau;Lager beroepsniveau;2004;23.0;32.0;12.0;;25.0;33.0;104.2;82.1;22.1;;56.2;38.8
305;Autochtoon;Middelbaar onderwijsniveau;Lager beroepsniveau;2006;23.0;32.0;11.0;11.0;22.0;34.0;107.9;83.3;24.7;12.0;51.4;44.6
306;Autochtoon;Middelbaar onderwijsniveau;Elementair beroepsniveau;2000;18.0;22.0;;;;;18.1;13.2;;;;
307;Autochtoon;Middelbaar onderwijsniveau;Elementair beroepsniveau;2001;18.0;21.0;;;21.0;;17.7;12.7;;;10.7;
308;Autochtoon;Middelbaar onderwijsniveau;Elementair beroepsniveau;2002;20.0;23.0;;;24.0;;19.7;14.5;;;11.5;
309;Autochtoon;Middelbaar onderwijsniveau;Elementair beroepsniveau;2003;19.0;21.0;;;24.0;;21.6;15.0;;;13.3;
310;Autochtoon;Middelbaar onderwijsniveau;Elementair beroepsniveau;2004;19.0;23.0;;;;;19.2;13.2;;;;
311;Autochtoon;Middelbaar onderwijsniveau;Elementair beroepsniveau;2006;20.0;23.0;;;20.0;37.0;24.2;18.6;;;10.9;12.2
312;Autochtoon;Middelbaar onderwijsniveau;Middelbaar beroepsniveau;2000;27.0;32.0;20.0;12.0;26.0;37.0;375.2;250.2;125.1;20.9;222.8;131.6
313;Autochtoon;Middelbaar onderwijsniveau;Middelbaar beroepsniveau;2001;27.0;33.0;20.0;14.0;25.0;38.0;392.9;262.8;130.1;27.4;224.4;141.2
314;Autochtoon;Middelbaar onderwijsniveau;Middelbaar beroepsniveau;2002;27.0;34.0;18.0;15.0;24.0;38.0;386.5;261.7;124.8;26.9;207.1;152.6
315;Autochtoon;Middelbaar onderwijsniveau;Middelbaar beroepsniveau;2003;26.0;34.0;18.0;17.0;23.0;36.0;371.2;253.5;117.8;28.2;195.3;147.7
316;Autochtoon;Middelbaar onderwijsniveau;Middelbaar beroepsniveau;2004;27.0;34.0;20.0;15.0;25.0;37.0;364.5;238.8;125.6;23.2;194.0;147.3
317;Autochtoon;Middelbaar onderwijsniveau;Middelbaar beroepsniveau;2006;25.0;32.0;18.0;14.0;22.0;34.0;359.1;232.6;126.5;21.3;178.8;159.0
318;Autochtoon;Middelbaar onderwijsniveau;Hoger beroepsniveau;2000;25.0;26.0;21.0;;21.0;34.0;63.9;44.7;19.2;;31.5;31.3
319;Autochtoon;Middelbaar onderwijsniveau;Hoger beroepsniveau;2001;22.0;24.0;20.0;;19.0;31.0;64.2;44.1;20.1;;30.8;32.0
320;Autochtoon;Middelbaar onderwijsniveau;Hoger beroepsniveau;2002;24.0;27.0;20.0;;19.0;38.0;63.1;43.9;19.2;;27.2;34.9
321;Autochtoon;Middelbaar onderwijsniveau;Hoger beroepsniveau;2003;23.0;25.0;18.0;;17.0;35.0;59.0;41.6;17.4;;24.9;33.2
322;Autochtoon;Middelbaar onderwijsniveau;Hoger beroepsniveau;2004;23.0;25.0;19.0;;17.0;35.0;57.0;40.6;16.4;;22.7;33.9
323;Autochtoon;Middelbaar onderwijsniveau;Hoger beroepsniveau;2006;20.0;21.0;19.0;;14.0;30.0;39.7;26.3;13.4;;15.4;23.7
324;Autochtoon;Middelbaar onderwijsniveau;Wetenschappelijke beroepsniveau;2000;27.0;29.0;;;;;15.8;11.2;;;;
325;Autochtoon;Middelbaar onderwijsniveau;Wetenschappelijke beroepsniveau;2001;27.0;31.0;;;;;16.4;12.2;;;;
326;Autochtoon;Middelbaar onderwijsniveau;Wetenschappelijke beroepsniveau;2002;27.0;;;;;;14.4;;;;;
327;Autochtoon;Middelbaar onderwijsniveau;Wetenschappelijke beroepsniveau;2003;27.0;;;;;;12.3;;;;;
328;Autochtoon;Middelbaar onderwijsniveau;Wetenschappelijke beroepsniveau;2004;;;;;;;;;;;;
329;Autochtoon;Middelbaar onderwijsniveau;Wetenschappelijke beroepsniveau;2006;;;;;;;;;;;;
330;Autochtoon;Middelbaar onderwijsniveau;Beroepsniveau onbekend;2000;;;;;;;;;;;;
331;Autochtoon;Middelbaar onderwijsniveau;Beroepsniveau onbekend;2001;;;;;;;;;;;;
332;Autochtoon;Middelbaar onderwijsniveau;Beroepsniveau onbekend;2002;;;;;;;;;;;;
333;Autochtoon;Middelbaar onderwijsniveau;Beroepsniveau onbekend;2003;;;;;;;;;;;;
334;Autochtoon;Middelbaar onderwijsniveau;Beroepsniveau onbekend;2004;;;;;;;;;;;;
335;Autochtoon;Middelbaar onderwijsniveau;Beroepsniveau onbekend;2006;;;;;;;;;;;;
336;Autochtoon;Hoger onderwijsniveau;Beroepsniveau, totaal;2000;27.0;25.0;29.0;;20.0;43.0;374.3;207.4;166.9;;185.1;180.4
337;Autochtoon;Hoger onderwijsniveau;Beroepsniveau, totaal;2001;25.0;24.0;26.0;;19.0;40.0;349.2;193.6;155.6;;168.6;172.9
338;Autochtoon;Hoger onderwijsniveau;Beroepsniveau, totaal;2002;25.0;25.0;26.0;;18.0;41.0;381.1;213.1;168.0;;172.2;203.4
339;Autochtoon;Hoger onderwijsniveau;Beroepsniveau, totaal;2003;25.0;25.0;25.0;;18.0;40.0;387.1;217.1;170.0;;175.2;203.1
340;Autochtoon;Hoger onderwijsniveau;Beroepsniveau, totaal;2004;25.0;25.0;25.0;;19.0;39.0;416.0;225.9;190.1;;187.2;220.0
341;Autochtoon;Hoger onderwijsniveau;Beroepsniveau, totaal;2006;24.0;24.0;25.0;;17.0;38.0;405.4;212.4;193.0;;165.9;231.2
342;Autochtoon;Hoger onderwijsniveau;Lager beroepsniveau;2000;;;;;;;;;;;;
343;Autochtoon;Hoger onderwijsniveau;Lager beroepsniveau;2001;;;;;;;;;;;;
344;Autochtoon;Hoger onderwijsniveau;Lager beroepsniveau;2002;;;;;;;;;;;;
345;Autochtoon;Hoger onderwijsniveau;Lager beroepsniveau;2003;;;;;;;;;;;;
346;Autochtoon;Hoger onderwijsniveau;Lager beroepsniveau;2004;19.0;;;;;;12.8;;;;;
347;Autochtoon;Hoger onderwijsniveau;Lager beroepsniveau;2006;;;;;;;;;;;;
348;Autochtoon;Hoger onderwijsniveau;Elementair beroepsniveau;2000;;;;;;;;;;;;
349;Autochtoon;Hoger onderwijsniveau;Elementair beroepsniveau;2001;;;;;;;;;;;;
350;Autochtoon;Hoger onderwijsniveau;Elementair beroepsniveau;2002;;;;;;;;;;;;
351;Autochtoon;Hoger onderwijsniveau;Elementair beroepsniveau;2003;;;;;;;;;;;;
352;Autochtoon;Hoger onderwijsniveau;Elementair beroepsniveau;2004;;;;;;;;;;;;
353;Autochtoon;Hoger onderwijsniveau;Elementair beroepsniveau;2006;;;;;;;;;;;;
354;Autochtoon;Hoger onderwijsniveau;Middelbaar beroepsniveau;2000;20.0;20.0;20.0;;16.0;36.0;46.1;26.1;20.0;;25.9;19.1
355;Autochtoon;Hoger onderwijsniveau;Middelbaar beroepsniveau;2001;20.0;20.0;19.0;;17.0;31.0;42.0;24.1;17.9;;23.7;17.8
356;Autochtoon;Hoger onderwijsniveau;Middelbaar beroepsniveau;2002;15.0;18.0;12.0;;12.0;28.0;35.1;21.8;13.3;;19.2;15.7
357;Autochtoon;Hoger onderwijsniveau;Middelbaar beroepsniveau;2003;20.0;23.0;17.0;;16.0;36.0;46.2;26.7;19.6;;24.6;20.6
