ID;Geslacht;LeeftijdOp31December;Perioden;VanEchtScheidendePersonen_1;VanEchtScheidendenPer1000Gehuwden_2;VanEchtScheidendenPer1000Inwoners_3;VerweduwendePersonen_4;VerweduwendePersonenPer1000Gehuwden_5;VerweduwendePersonenPer1000Inwoners_6
5252;Totaal mannen en vrouwen;90 jaar;1952;0;0.0;0.0;45;122.6;17.9
5253;Totaal mannen en vrouwen;90 jaar;1953;0;0.0;0.0;43;107.2;15.3
5254;Totaal mannen en vrouwen;90 jaar;1954;0;0.0;0.0;42;97.7;14.3
5255;Totaal mannen en vrouwen;90 jaar;1955;0;0.0;0.0;58;130.6;19.3
5256;Totaal mannen en vrouwen;90 jaar;1956;0;0.0;0.0;66;143.8;21.3
5257;Totaal mannen en vrouwen;90 jaar;1957;0;0.0;0.0;53;113.5;16.5
5258;Totaal mannen en vrouwen;90 jaar;1958;0;0.0;0.0;60;114.5;17.3
5259;Totaal mannen en vrouwen;90 jaar;1959;0;0.0;0.0;58;108.2;16.6
5260;Totaal mannen en vrouwen;90 jaar;1960;0;0.0;0.0;62;101.0;15.9
5261;Totaal mannen en vrouwen;90 jaar;1961;0;0.0;0.0;73;115.9;19.0
5262;Totaal mannen en vrouwen;90 jaar;1962;0;0.0;0.0;87;120.0;20.1
5263;Totaal mannen en vrouwen;90 jaar;1963;0;0.0;0.0;95;124.2;20.8
5264;Totaal mannen en vrouwen;90 jaar;1964;0;0.0;0.0;89;115.0;18.9
5265;Totaal mannen en vrouwen;90 jaar;1965;0;0.0;0.0;101;116.9;19.7
5266;Totaal mannen en vrouwen;90 jaar;1966;0;0.0;0.0;108;115.1;19.8
5267;Totaal mannen en vrouwen;90 jaar;1967;0;0.0;0.0;106;107.4;18.8
5268;Totaal mannen en vrouwen;90 jaar;1968;0;0.0;0.0;123;123.1;21.1
5269;Totaal mannen en vrouwen;90 jaar;1969;0;0.0;0.0;124;116.4;20.1
5270;Totaal mannen en vrouwen;90 jaar;1970;0;0.0;0.0;129;112.9;19.4
5271;Totaal mannen en vrouwen;90 jaar;1971;0;0.0;0.0;132;117.1;20.0
5272;Totaal mannen en vrouwen;90 jaar;1972;0;0.0;0.0;144;117.6;20.3
5273;Totaal mannen en vrouwen;90 jaar;1973;0;0.0;0.0;163;139.0;23.6
5274;Totaal mannen en vrouwen;90 jaar;1974;0;0.0;0.0;136;103.7;17.8
5275;Totaal mannen en vrouwen;90 jaar;1975;0;0.0;0.0;138;110.6;17.4
5276;Totaal mannen en vrouwen;90 jaar;1976;0;0.0;0.0;168;136.1;20.1
5277;Totaal mannen en vrouwen;90 jaar;1977;0;0.0;0.0;148;105.0;16.8
5278;Totaal mannen en vrouwen;90 jaar;1978;0;0.0;0.0;182;117.6;19.5
5279;Totaal mannen en vrouwen;90 jaar;1979;0;0.0;0.0;169;111.0;17.6
5280;Totaal mannen en vrouwen;90 jaar;1980;1;0.6;0.1;191;120.2;19.1
5281;Totaal mannen en vrouwen;90 jaar;1981;1;0.6;0.1;187;107.6;17.0
5282;Totaal mannen en vrouwen;90 jaar;1982;0;0.0;0.0;212;119.6;19.2
5283;Totaal mannen en vrouwen;90 jaar;1983;1;0.5;0.1;215;117.6;17.7
5284;Totaal mannen en vrouwen;90 jaar;1984;0;0.0;0.0;199;115.4;16.4
5285;Totaal mannen en vrouwen;90 jaar;1985;5;2.6;0.4;248;129.0;19.4
5286;Totaal mannen en vrouwen;90 jaar;1986;2;1.0;0.1;261;129.3;19.3
5287;Totaal mannen en vrouwen;90 jaar;1987;1;0.5;0.1;228;115.9;16.6
5288;Totaal mannen en vrouwen;90 jaar;1988;1;0.5;0.1;239;120.2;16.9
5289;Totaal mannen en vrouwen;90 jaar;1989;0;0.0;0.0;251;119.9;17.0
5290;Totaal mannen en vrouwen;90 jaar;1990;0;0.0;0.0;280;133.2;18.7
5291;Totaal mannen en vrouwen;90 jaar;1991;0;0.0;0.0;303;136.9;18.9
5292;Totaal mannen en vrouwen;90 jaar;1992;1;0.4;0.1;305;131.9;18.5
5293;Totaal mannen en vrouwen;90 jaar;1993;2;0.9;0.1;318;136.1;19.1
5294;Totaal mannen en vrouwen;90 jaar;1994;1;0.4;0.1;316;136.1;18.3
5295;Totaal mannen en vrouwen;90 jaar;1995;0;0.0;0.0;304;122.5;17.2
5296;Totaal mannen en vrouwen;90 jaar;1996;1;0.4;0.1;325;128.9;18.0
5297;Totaal mannen en vrouwen;90 jaar;1997;0;0.0;0.0;334;128.1;17.9
5298;Totaal mannen en vrouwen;90 jaar;1998;1;0.4;0.1;389;139.3;20.4
5299;Totaal mannen en vrouwen;90 jaar;1999;3;1.1;0.2;329;117.1;16.9
5300;Totaal mannen en vrouwen;90 jaar;2000;1;0.4;0.1;389;138.1;19.9
5301;Totaal mannen en vrouwen;90 jaar;2001;0;0.0;0.0;363;123.1;18.6
5302;Totaal mannen en vrouwen;90 jaar;2002;1;0.3;0.0;395;124.1;19.1
5303;Totaal mannen en vrouwen;90 jaar;2003;1;0.3;0.0;428;126.4;20.2
5304;Totaal mannen en vrouwen;90 jaar;2004;0;0.0;0.0;404;117.3;18.6
5305;Totaal mannen en vrouwen;90 jaar;2005;1;0.3;0.0;452;130.7;21.5
5306;Totaal mannen en vrouwen;90 jaar;2006;1;0.3;0.0;396;112.9;18.5
5307;Totaal mannen en vrouwen;90 jaar;2007;0;0.0;0.0;455;120.3;20.7
5308;Totaal mannen en vrouwen;90 jaar;2008;3;0.8;0.1;474;121.3;21.8
5309;Totaal mannen en vrouwen;90 jaar;2009;1;0.2;0.0;490;116.0;21.0
5310;Totaal mannen en vrouwen;90 jaar;2010;1;0.2;0.0;613;113.1;21.8
5311;Totaal mannen en vrouwen;90 jaar;2011;2;0.4;0.1;615;109.4;21.3
5312;Totaal mannen en vrouwen;90 jaar;2012;0;0.0;0.0;660;114.0;22.7
5313;Totaal mannen en vrouwen;90 jaar;2013;2;0.3;0.1;729;113.3;23.7
5314;Totaal mannen en vrouwen;90 jaar;2014;2;0.3;0.1;648;99.8;21.0
5315;Totaal mannen en vrouwen;90 jaar;2015;1;0.1;0.0;733;108.0;23.9
5316;Totaal mannen en vrouwen;90 jaar;2016;3;0.4;0.1;844;116.0;26.8
5317;Totaal mannen en vrouwen;90 jaar;2017;1;0.1;0.0;843;112.7;26.7
5318;Totaal mannen en vrouwen;90 jaar;2018;2;0.3;0.1;925;116.8;28.0
5319;Totaal mannen en vrouwen;90 jaar;2019;3;0.4;0.1;868;104.5;26.1
5320;Totaal mannen en vrouwen;91 jaar;1950;0;0.0;0.0;28;120.2;17.3
5321;Totaal mannen en vrouwen;91 jaar;1951;0;0.0;0.0;34;138.8;20.3
5322;Totaal mannen en vrouwen;91 jaar;1952;0;0.0;0.0;35;136.2;19.5
5323;Totaal mannen en vrouwen;91 jaar;1953;0;0.0;0.0;34;120.6;17.5
5324;Totaal mannen en vrouwen;91 jaar;1954;0;0.0;0.0;33;107.1;15.4
5325;Totaal mannen en vrouwen;91 jaar;1955;0;0.0;0.0;46;138.1;20.4
5326;Totaal mannen en vrouwen;91 jaar;1956;0;0.0;0.0;51;153.6;22.5
5327;Totaal mannen en vrouwen;91 jaar;1957;0;0.0;0.0;42;122.1;18.0
5328;Totaal mannen en vrouwen;91 jaar;1958;0;0.0;0.0;47;130.2;19.3
5329;Totaal mannen en vrouwen;91 jaar;1959;0;0.0;0.0;46;112.7;17.1
5330;Totaal mannen en vrouwen;91 jaar;1960;0;0.0;0.0;49;115.8;18.2
5331;Totaal mannen en vrouwen;91 jaar;1961;0;0.0;0.0;57;117.3;19.0
5332;Totaal mannen en vrouwen;91 jaar;1962;0;0.0;0.0;69;141.4;23.4
5333;Totaal mannen en vrouwen;91 jaar;1963;0;0.0;0.0;75;133.7;22.4
5334;Totaal mannen en vrouwen;91 jaar;1964;0;0.0;0.0;70;117.4;19.5
5335;Totaal mannen en vrouwen;91 jaar;1965;0;0.0;0.0;80;130.3;21.5
5336;Totaal mannen en vrouwen;91 jaar;1966;0;0.0;0.0;86;126.8;21.5
5337;Totaal mannen en vrouwen;91 jaar;1967;0;0.0;0.0;84;114.9;19.7
5338;Totaal mannen en vrouwen;91 jaar;1968;0;0.0;0.0;96;123.4;21.6
5339;Totaal mannen en vrouwen;91 jaar;1969;0;0.0;0.0;98;126.5;21.6
5340;Totaal mannen en vrouwen;91 jaar;1970;0;0.0;0.0;101;121.4;20.8
5341;Totaal mannen en vrouwen;91 jaar;1971;0;0.0;0.0;104;114.7;19.7
5342;Totaal mannen en vrouwen;91 jaar;1972;1;1.1;0.2;120;136.1;23.1
5343;Totaal mannen en vrouwen;91 jaar;1973;0;0.0;0.0;89;93.5;16.1
5344;Totaal mannen en vrouwen;91 jaar;1974;0;0.0;0.0;81;87.4;14.8
5345;Totaal mannen en vrouwen;91 jaar;1975;0;0.0;0.0;100;110.1;16.4
5346;Totaal mannen en vrouwen;91 jaar;1976;1;1.1;0.2;120;137.9;18.8
5347;Totaal mannen en vrouwen;91 jaar;1977;0;0.0;0.0;112;124.0;16.5
5348;Totaal mannen en vrouwen;91 jaar;1978;0;0.0;0.0;119;115.3;16.5
5349;Totaal mannen en vrouwen;91 jaar;1979;0;0.0;0.0;155;136.9;20.3
5350;Totaal mannen en vrouwen;91 jaar;1980;0;0.0;0.0;139;121.9;17.6
5351;Totaal mannen en vrouwen;91 jaar;1981;1;0.8;0.1;126;106.6;15.3
5352;Totaal mannen en vrouwen;91 jaar;1982;0;0.0;0.0;155;119.0;17.0
5353;Totaal mannen en vrouwen;91 jaar;1983;2;1.7;0.2;182;152.6;20.4
5354;Totaal mannen en vrouwen;91 jaar;1984;1;0.8;0.1;185;139.8;18.6
5355;Totaal mannen en vrouwen;91 jaar;1985;0;0.0;0.0;179;142.3;17.9
5356;Totaal mannen en vrouwen;91 jaar;1986;0;0.0;0.0;187;135.8;18.0
5357;Totaal mannen en vrouwen;91 jaar;1987;0;0.0;0.0;200;138.7;18.0
5358;Totaal mannen en vrouwen;91 jaar;1988;0;0.0;0.0;194;134.4;17.1
5359;Totaal mannen en vrouwen;91 jaar;1989;1;0.7;0.1;208;147.4;17.9
5360;Totaal mannen en vrouwen;91 jaar;1990;0;0.0;0.0;198;138.3;16.4
5361;Totaal mannen en vrouwen;91 jaar;1991;0;0.0;0.0;263;179.0;21.3
5362;Totaal mannen en vrouwen;91 jaar;1992;0;0.0;0.0;225;143.5;17.1
5363;Totaal mannen en vrouwen;91 jaar;1993;1;0.6;0.1;265;165.2;19.7
5364;Totaal mannen en vrouwen;91 jaar;1994;0;0.0;0.0;257;158.5;18.9
5365;Totaal mannen en vrouwen;91 jaar;1995;1;0.6;0.1;223;134.4;15.7
5366;Totaal mannen en vrouwen;91 jaar;1996;1;0.6;0.1;240;133.1;16.6
5367;Totaal mannen en vrouwen;91 jaar;1997;0;0.0;0.0;255;141.4;17.2
5368;Totaal mannen en vrouwen;91 jaar;1998;0;0.0;0.0;253;137.5;16.6
5369;Totaal mannen en vrouwen;91 jaar;1999;0;0.0;0.0;255;128.9;16.3
5370;Totaal mannen en vrouwen;91 jaar;2000;0;0.0;0.0;259;130.3;16.2
5371;Totaal mannen en vrouwen;91 jaar;2001;1;0.5;0.1;254;126.3;15.8
5372;Totaal mannen en vrouwen;91 jaar;2002;1;0.5;0.1;302;142.5;19.0
5373;Totaal mannen en vrouwen;91 jaar;2003;1;0.4;0.1;311;135.1;18.3
5374;Totaal mannen en vrouwen;91 jaar;2004;0;0.0;0.0;312;126.3;17.8
5375;Totaal mannen en vrouwen;91 jaar;2005;1;0.4;0.1;319;125.7;17.7
5376;Totaal mannen en vrouwen;91 jaar;2006;1;0.4;0.1;305;120.7;17.5
5377;Totaal mannen en vrouwen;91 jaar;2007;1;0.4;0.1;324;125.6;18.1
5378;Totaal mannen en vrouwen;91 jaar;2008;0;0.0;0.0;358;128.5;19.5
5379;Totaal mannen en vrouwen;91 jaar;2009;0;0.0;0.0;372;128.1;20.3
5380;Totaal mannen en vrouwen;91 jaar;2010;0;0.0;0.0;367;116.0;18.7
5381;Totaal mannen en vrouwen;91 jaar;2011;1;0.2;0.0;462;113.6;19.4
5382;Totaal mannen en vrouwen;91 jaar;2012;2;0.5;0.1;486;115.0;20.0
5383;Totaal mannen en vrouwen;91 jaar;2013;1;0.2;0.0;515;120.6;21.0
5384;Totaal mannen en vrouwen;91 jaar;2014;0;0.0;0.0;554;114.8;21.3
5385;Totaal mannen en vrouwen;91 jaar;2015;1;0.2;0.0;607;124.4;23.3
5386;Totaal mannen en vrouwen;91 jaar;2016;3;0.6;0.1;634;124.2;24.5
5387;Totaal mannen en vrouwen;91 jaar;2017;2;0.4;0.1;682;124.9;25.6
5388;Totaal mannen en vrouwen;91 jaar;2018;3;0.5;0.1;708;126.6;26.7
5389;Totaal mannen en vrouwen;91 jaar;2019;1;0.2;0.0;699;118.3;25.1
5390;Totaal mannen en vrouwen;92 jaar;1950;0;0.0;0.0;15;99.3;14.1
5391;Totaal mannen en vrouwen;92 jaar;1951;0;0.0;0.0;17;98.3;14.1
5392;Totaal mannen en vrouwen;92 jaar;1952;0;0.0;0.0;18;98.4;14.2
5393;Totaal mannen en vrouwen;92 jaar;1953;0;0.0;0.0;17;89.0;12.6
5394;Totaal mannen en vrouwen;92 jaar;1954;0;0.0;0.0;17;79.1;11.6
5395;Totaal mannen en vrouwen;92 jaar;1955;0;0.0;0.0;24;102.1;14.8
5396;Totaal mannen en vrouwen;92 jaar;1956;0;0.0;0.0;27;110.2;16.2
5397;Totaal mannen en vrouwen;92 jaar;1957;0;0.0;0.0;22;91.3;13.2
5398;Totaal mannen en vrouwen;92 jaar;1958;0;0.0;0.0;24;89.6;13.7
5399;Totaal mannen en vrouwen;92 jaar;1959;0;0.0;0.0;24;87.6;13.1
5400;Totaal mannen en vrouwen;92 jaar;1960;0;0.0;0.0;26;84.4;13.1
5401;Totaal mannen en vrouwen;92 jaar;1961;0;0.0;0.0;29;86.6;14.0
5402;Totaal mannen en vrouwen;92 jaar;1962;0;0.0;0.0;35;93.1;15.3
5403;Totaal mannen en vrouwen;92 jaar;1963;0;0.0;0.0;38;107.0;17.4
5404;Totaal mannen en vrouwen;92 jaar;1964;0;0.0;0.0;36;83.9;13.9
5405;Totaal mannen en vrouwen;92 jaar;1965;0;0.0;0.0;41;88.2;14.8
5406;Totaal mannen en vrouwen;92 jaar;1966;0;0.0;0.0;44;92.2;15.4
5407;Totaal mannen en vrouwen;92 jaar;1967;0;0.0;0.0;43;82.1;14.0
5408;Totaal mannen en vrouwen;92 jaar;1968;0;0.0;0.0;50;89.8;15.4
5409;Totaal mannen en vrouwen;92 jaar;1969;0;0.0;0.0;50;85.0;14.9
5410;Totaal mannen en vrouwen;92 jaar;1970;0;0.0;0.0;52;87.8;14.9
5411;Totaal mannen en vrouwen;92 jaar;1971;1;1.6;0.3;53;82.7;14.0
5412;Totaal mannen en vrouwen;92 jaar;1972;0;0.0;0.0;58;82.0;14.0
5413;Totaal mannen en vrouwen;92 jaar;1973;1;1.5;0.3;57;84.4;14.3
5414;Totaal mannen en vrouwen;92 jaar;1974;0;0.0;0.0;69;92.7;16.0
5415;Totaal mannen en vrouwen;92 jaar;1975;0;0.0;0.0;65;104.5;14.9
5416;Totaal mannen en vrouwen;92 jaar;1976;0;0.0;0.0;73;132.5;15.3
5417;Totaal mannen en vrouwen;92 jaar;1977;0;0.0;0.0;62;98.3;12.2
5418;Totaal mannen en vrouwen;92 jaar;1978;0;0.0;0.0;90;137.0;16.5
5419;Totaal mannen en vrouwen;92 jaar;1979;0;0.0;0.0;99;133.2;17.1
5420;Totaal mannen en vrouwen;92 jaar;1980;0;0.0;0.0;91;111.1;14.8
5421;Totaal mannen en vrouwen;92 jaar;1981;0;0.0;0.0;102;123.6;16.0
5422;Totaal mannen en vrouwen;92 jaar;1982;0;0.0;0.0;106;120.9;15.9
5423;Totaal mannen en vrouwen;92 jaar;1983;0;0.0;0.0;107;132.1;14.9
5424;Totaal mannen en vrouwen;92 jaar;1984;0;0.0;0.0;120;144.9;16.7
5425;Totaal mannen en vrouwen;92 jaar;1985;0;0.0;0.0;130;139.8;16.1
5426;Totaal mannen en vrouwen;92 jaar;1986;0;0.0;0.0;126;142.1;15.7
5427;Totaal mannen en vrouwen;92 jaar;1987;1;1.0;0.1;135;140.5;16.2
5428;Totaal mannen en vrouwen;92 jaar;1988;0;0.0;0.0;158;153.5;17.5
5429;Totaal mannen en vrouwen;92 jaar;1989;0;0.0;0.0;140;137.1;15.2
5430;Totaal mannen en vrouwen;92 jaar;1990;0;0.0;0.0;148;163.5;16.0
5431;Totaal mannen en vrouwen;92 jaar;1991;0;0.0;0.0;153;152.4;15.7
5432;Totaal mannen en vrouwen;92 jaar;1992;0;0.0;0.0;152;154.8;15.4
5433;Totaal mannen en vrouwen;92 jaar;1993;0;0.0;0.0;183;169.6;17.3
5434;Totaal mannen en vrouwen;92 jaar;1994;1;0.9;0.1;173;159.9;16.2
5435;Totaal mannen en vrouwen;92 jaar;1995;0;0.0;0.0;186;167.3;17.0
5436;Totaal mannen en vrouwen;92 jaar;1996;0;0.0;0.0;154;132.6;13.6
5437;Totaal mannen en vrouwen;92 jaar;1997;0;0.0;0.0;170;134.1;14.6
5438;Totaal mannen en vrouwen;92 jaar;1998;0;0.0;0.0;194;158.1;16.3
5439;Totaal mannen en vrouwen;92 jaar;1999;0;0.0;0.0;174;140.3;14.3
5440;Totaal mannen en vrouwen;92 jaar;2000;0;0.0;0.0;186;134.2;14.9
5441;Totaal mannen en vrouwen;92 jaar;2001;0;0.0;0.0;202;147.2;15.7
5442;Totaal mannen en vrouwen;92 jaar;2002;0;0.0;0.0;229;164.3;17.8
5443;Totaal mannen en vrouwen;92 jaar;2003;0;0.0;0.0;225;153.5;17.6
5444;Totaal mannen en vrouwen;92 jaar;2004;0;0.0;0.0;216;132.4;15.8
5445;Totaal mannen en vrouwen;92 jaar;2005;0;0.0;0.0;248;142.0;17.5
5446;Totaal mannen en vrouwen;92 jaar;2006;1;0.6;0.1;249;137.0;16.9
5447;Totaal mannen en vrouwen;92 jaar;2007;0;0.0;0.0;251;139.2;17.7
5448;Totaal mannen en vrouwen;92 jaar;2008;0;0.0;0.0;218;118.0;14.9
5449;Totaal mannen en vrouwen;92 jaar;2009;0;0.0;0.0;269;134.7;17.8
5450;Totaal mannen en vrouwen;92 jaar;2010;1;0.5;0.1;283;135.0;18.7
5451;Totaal mannen en vrouwen;92 jaar;2011;2;0.9;0.1;293;127.7;18.1
5452;Totaal mannen en vrouwen;92 jaar;2012;1;0.3;0.1;403;136.3;20.5
5453;Totaal mannen en vrouwen;92 jaar;2013;0;0.0;0.0;386;126.3;19.3
5454;Totaal mannen en vrouwen;92 jaar;2014;3;1.0;0.1;391;127.0;19.2
5455;Totaal mannen en vrouwen;92 jaar;2015;0;0.0;0.0;449;126.9;20.8
5456;Totaal mannen en vrouwen;92 jaar;2016;1;0.3;0.0;432;122.4;20.1
5457;Totaal mannen en vrouwen;92 jaar;2017;2;0.5;0.1;448;120.5;21.0
5458;Totaal mannen en vrouwen;92 jaar;2018;1;0.3;0.0;547;138.1;24.9
5459;Totaal mannen en vrouwen;92 jaar;2019;0;0.0;0.0;559;138.4;25.5
5460;Totaal mannen en vrouwen;93 jaar;1950;0;0.0;0.0;11;110.0;15.5
5461;Totaal mannen en vrouwen;93 jaar;1951;0;0.0;0.0;13;119.3;16.9
5462;Totaal mannen en vrouwen;93 jaar;1952;0;0.0;0.0;14;114.8;16.1
5463;Totaal mannen en vrouwen;93 jaar;1953;0;0.0;0.0;13;98.5;13.9
5464;Totaal mannen en vrouwen;93 jaar;1954;0;0.0;0.0;12;83.9;12.0
5465;Totaal mannen en vrouwen;93 jaar;1955;0;0.0;0.0;18;111.1;16.6
5466;Totaal mannen en vrouwen;93 jaar;1956;0;0.0;0.0;20;117.0;16.9
5467;Totaal mannen en vrouwen;93 jaar;1957;0;0.0;0.0;16;92.0;13.4
5468;Totaal mannen en vrouwen;93 jaar;1958;0;0.0;0.0;19;107.3;15.8
5469;Totaal mannen en vrouwen;93 jaar;1959;0;0.0;0.0;18;91.4;14.2
5470;Totaal mannen en vrouwen;93 jaar;1960;0;0.0;0.0;19;91.3;14.0
5471;Totaal mannen en vrouwen;93 jaar;1961;0;0.0;0.0;22;97.3;15.4
5472;Totaal mannen en vrouwen;93 jaar;1962;0;0.0;0.0;27;107.1;17.5
5473;Totaal mannen en vrouwen;93 jaar;1963;0;0.0;0.0;29;105.1;17.3
5474;Totaal mannen en vrouwen;93 jaar;1964;0;0.0;0.0;27;107.1;16.9
5475;Totaal mannen en vrouwen;93 jaar;1965;0;0.0;0.0;31;94.2;15.8
5476;Totaal mannen en vrouwen;93 jaar;1966;0;0.0;0.0;33;95.1;16.0
5477;Totaal mannen en vrouwen;93 jaar;1967;0;0.0;0.0;32;90.1;15.0
5478;Totaal mannen en vrouwen;93 jaar;1968;0;0.0;0.0;37;93.7;16.1
5479;Totaal mannen en vrouwen;93 jaar;1969;0;0.0;0.0;38;93.4;15.9
5480;Totaal mannen en vrouwen;93 jaar;1970;0;0.0;0.0;39;89.9;15.7
5481;Totaal mannen en vrouwen;93 jaar;1971;0;0.0;0.0;40;90.9;15.3
5482;Totaal mannen en vrouwen;93 jaar;1972;0;0.0;0.0;50;103.5;17.5
5483;Totaal mannen en vrouwen;93 jaar;1973;1;1.9;0.3;59;109.5;18.5
5484;Totaal mannen en vrouwen;93 jaar;1974;1;2.0;0.3;37;73.0;12.4
5485;Totaal mannen en vrouwen;93 jaar;1975;2;4.4;0.6;60;131.9;18.0
5486;Totaal mannen en vrouwen;93 jaar;1976;0;0.0;0.0;51;143.7;14.8
5487;Totaal mannen en vrouwen;93 jaar;1977;0;0.0;0.0;46;117.0;12.5
5488;Totaal mannen en vrouwen;93 jaar;1978;1;2.2;0.3;56;125.6;14.2
5489;Totaal mannen en vrouwen;93 jaar;1979;0;0.0;0.0;51;109.2;11.9
5490;Totaal mannen en vrouwen;93 jaar;1980;0;0.0;0.0;49;88.8;10.6
5491;Totaal mannen en vrouwen;93 jaar;1981;0;0.0;0.0;59;97.0;12.0
5492;Totaal mannen en vrouwen;93 jaar;1982;0;0.0;0.0;60;101.4;11.9
5493;Totaal mannen en vrouwen;93 jaar;1983;0;0.0;0.0;73;142.9;14.4
5494;Totaal mannen en vrouwen;93 jaar;1984;0;0.0;0.0;91;161.1;16.0
5495;Totaal mannen en vrouwen;93 jaar;1985;0;0.0;0.0;86;147.3;15.0
5496;Totaal mannen en vrouwen;93 jaar;1986;1;1.6;0.2;98;154.8;15.4
5497;Totaal mannen en vrouwen;93 jaar;1987;0;0.0;0.0;86;139.2;13.6
5498;Totaal mannen en vrouwen;93 jaar;1988;0;0.0;0.0;94;140.7;14.2
5499;Totaal mannen en vrouwen;93 jaar;1989;0;0.0;0.0;108;150.2;15.1
5500;Totaal mannen en vrouwen;93 jaar;1990;0;0.0;0.0;89;135.1;12.4
5501;Totaal mannen en vrouwen;93 jaar;1991;0;0.0;0.0;112;187.6;15.3
5502;Totaal mannen en vrouwen;93 jaar;1992;0;0.0;0.0;129;191.7;16.9
5503;Totaal mannen en vrouwen;93 jaar;1993;0;0.0;0.0;115;178.8;14.9
5504;Totaal mannen en vrouwen;93 jaar;1994;0;0.0;0.0;129;183.2;15.6
5505;Totaal mannen en vrouwen;93 jaar;1995;0;0.0;0.0;94;127.9;11.2
5506;Totaal mannen en vrouwen;93 jaar;1996;1;1.3;0.1;110;146.3;12.8
5507;Totaal mannen en vrouwen;93 jaar;1997;0;0.0;0.0;120;150.9;13.5
5508;Totaal mannen en vrouwen;93 jaar;1998;0;0.0;0.0;127;151.9;13.8
5509;Totaal mannen en vrouwen;93 jaar;1999;0;0.0;0.0;128;155.7;13.6
5510;Totaal mannen en vrouwen;93 jaar;2000;1;1.2;0.1;147;177.5;15.5
5511;Totaal mannen en vrouwen;93 jaar;2001;0;0.0;0.0;118;122.9;12.1
5512;Totaal mannen en vrouwen;93 jaar;2002;1;1.1;0.1;158;172.5;15.7
5513;Totaal mannen en vrouwen;93 jaar;2003;0;0.0;0.0;140;150.2;14.0
5514;Totaal mannen en vrouwen;93 jaar;2004;0;0.0;0.0;136;137.5;13.5
5515;Totaal mannen en vrouwen;93 jaar;2005;0;0.0;0.0;165;146.7;15.2
5516;Totaal mannen en vrouwen;93 jaar;2006;0;0.0;0.0;151;125.0;13.4
5517;Totaal mannen en vrouwen;93 jaar;2007;0;0.0;0.0;165;128.8;13.8
5518;Totaal mannen en vrouwen;93 jaar;2008;0;0.0;0.0;148;119.1;13.0
5519;Totaal mannen en vrouwen;93 jaar;2009;0;0.0;0.0;187;144.6;15.9
5520;Totaal mannen en vrouwen;93 jaar;2010;0;0.0;0.0;173;122.5;14.1
5521;Totaal mannen en vrouwen;93 jaar;2011;1;0.7;0.1;191;130.4;15.6
5522;Totaal mannen en vrouwen;93 jaar;2012;1;0.6;0.1;218;136.8;16.6
5523;Totaal mannen en vrouwen;93 jaar;2013;0;0.0;0.0;296;144.2;18.7
5524;Totaal mannen en vrouwen;93 jaar;2014;1;0.5;0.1;278;129.3;17.1
5525;Totaal mannen en vrouwen;93 jaar;2015;0;0.0;0.0;269;124.9;16.4
5526;Totaal mannen en vrouwen;93 jaar;2016;1;0.4;0.1;362;144.8;20.8
5527;Totaal mannen en vrouwen;93 jaar;2017;0;0.0;0.0;365;146.8;21.1
5528;Totaal mannen en vrouwen;93 jaar;2018;1;0.4;0.1;379;144.7;22.2
5529;Totaal mannen en vrouwen;93 jaar;2019;1;0.4;0.1;370;133.8;20.9
5530;Totaal mannen en vrouwen;94 jaar;1950;0;0.0;0.0;6;95.2;12.7
5531;Totaal mannen en vrouwen;94 jaar;1951;0;0.0;0.0;8;114.3;15.8
5532;Totaal mannen en vrouwen;94 jaar;1952;0;0.0;0.0;8;106.7;15.0
5533;Totaal mannen en vrouwen;94 jaar;1953;0;0.0;0.0;8;95.2;13.1
5534;Totaal mannen en vrouwen;94 jaar;1954;0;0.0;0.0;8;84.2;11.9
5535;Totaal mannen en vrouwen;94 jaar;1955;0;0.0;0.0;10;96.2;13.9
5536;Totaal mannen en vrouwen;94 jaar;1956;0;0.0;0.0;12;102.6;15.2
5537;Totaal mannen en vrouwen;94 jaar;1957;0;0.0;0.0;10;83.3;11.8
5538;Totaal mannen en vrouwen;94 jaar;1958;0;0.0;0.0;11;90.2;13.3
5539;Totaal mannen en vrouwen;94 jaar;1959;0;0.0;0.0;10;80.0;11.8
5540;Totaal mannen en vrouwen;94 jaar;1960;0;0.0;0.0;11;75.9;11.9
5541;Totaal mannen en vrouwen;94 jaar;1961;0;0.0;0.0;14;90.9;14.2
5542;Totaal mannen en vrouwen;94 jaar;1962;0;0.0;0.0;16;98.2;15.7
5543;Totaal mannen en vrouwen;94 jaar;1963;0;0.0;0.0;18;102.3;16.6
5544;Totaal mannen en vrouwen;94 jaar;1964;0;0.0;0.0;16;80.4;13.0
5545;Totaal mannen en vrouwen;94 jaar;1965;0;0.0;0.0;19;105.0;16.6
5546;Totaal mannen en vrouwen;94 jaar;1966;0;0.0;0.0;20;81.6;13.9
5547;Totaal mannen en vrouwen;94 jaar;1967;0;0.0;0.0;20;78.4;13.2
5548;Totaal mannen en vrouwen;94 jaar;1968;0;0.0;0.0;23;89.1;14.7
5549;Totaal mannen en vrouwen;94 jaar;1969;0;0.0;0.0;23;81.6;14.1
5550;Totaal mannen en vrouwen;94 jaar;1970;0;0.0;0.0;24;82.8;14.0
5551;Totaal mannen en vrouwen;94 jaar;1971;0;0.0;0.0;24;76.4;13.6
5552;Totaal mannen en vrouwen;94 jaar;1972;0;0.0;0.0;19;60.5;10.1
