ID;Migratieachtergrond;Generatie;Perioden;BevolkingOp1Januari_1;LevendGeborenKinderen_2;Overledenen_3;Immigratie_4;EmigratieInclusiefCorrecties_5;MigratiesaldoInclusiefCorrecties_6
229;Westerse migratieachtergrond;1e generatie migratieachtergrond;2045;1660554.0;;9193;156623;125318;31304
230;Westerse migratieachtergrond;1e generatie migratieachtergrond;2046;1682667.0;;9252;156623;125396;31227
231;Westerse migratieachtergrond;1e generatie migratieachtergrond;2047;1704641.0;;9311;156623;125466;31156
232;Westerse migratieachtergrond;1e generatie migratieachtergrond;2048;1726488.0;;9373;156623;125518;31105
233;Westerse migratieachtergrond;1e generatie migratieachtergrond;2049;1748222.0;;9444;156623;125551;31072
234;Westerse migratieachtergrond;1e generatie migratieachtergrond;2050;1769851.0;;9527;156623;125561;31062
235;Westerse migratieachtergrond;1e generatie migratieachtergrond;2051;1791387.0;;9626;156623;125607;31016
236;Westerse migratieachtergrond;1e generatie migratieachtergrond;2052;1812777.0;;9740;156623;125626;30997
237;Westerse migratieachtergrond;1e generatie migratieachtergrond;2053;1834036.0;;9870;156623;125611;31012
238;Westerse migratieachtergrond;1e generatie migratieachtergrond;2054;1855179.0;;10013;156623;125590;31033
239;Westerse migratieachtergrond;1e generatie migratieachtergrond;2055;1876199.0;;10170;156623;125567;31056
240;Westerse migratieachtergrond;1e generatie migratieachtergrond;2056;1897085.0;;10340;156623;125540;31083
241;Westerse migratieachtergrond;1e generatie migratieachtergrond;2057;1917828.0;;10523;156623;125517;31106
242;Westerse migratieachtergrond;1e generatie migratieachtergrond;2058;1938411.0;;10717;156623;125493;31130
243;Westerse migratieachtergrond;1e generatie migratieachtergrond;2059;1958824.0;;10922;156623;125471;31152
244;Westerse migratieachtergrond;1e generatie migratieachtergrond;2060;1979052.0;;11138;156623;125453;31170
245;Westerse migratieachtergrond;1e generatie migratieachtergrond;2061;1999085.0;;11361;156623;125437;31185
246;Westerse migratieachtergrond;1e generatie migratieachtergrond;2062;2018910.0;;11592;156623;125425;31198
247;Westerse migratieachtergrond;1e generatie migratieachtergrond;2063;2038516.0;;11831;156623;125416;31208
248;Westerse migratieachtergrond;1e generatie migratieachtergrond;2064;2057892.0;;12075;156623;125408;31215
249;Westerse migratieachtergrond;1e generatie migratieachtergrond;2065;2077033.0;;12324;156623;125403;31220
250;Westerse migratieachtergrond;1e generatie migratieachtergrond;2066;2095930.0;;12580;156623;125399;31224
251;Westerse migratieachtergrond;1e generatie migratieachtergrond;2067;2114573.0;;12840;156623;125396;31227
252;Westerse migratieachtergrond;1e generatie migratieachtergrond;2068;2132961.0;;13105;156623;125392;31232
253;Westerse migratieachtergrond;1e generatie migratieachtergrond;2069;2151087.0;;13374;156623;125390;31233
254;Westerse migratieachtergrond;1e generatie migratieachtergrond;2070;2168946.0;;13647;156623;125388;31235
255;Westerse migratieachtergrond;2e generatie migratieachtergrond;2020;;16061.0;8575;3071;4903;-1833
256;Westerse migratieachtergrond;2e generatie migratieachtergrond;2021;908353.0;16772.0;8346;3087;5662;-2576
257;Westerse migratieachtergrond;2e generatie migratieachtergrond;2022;914202.0;17762.0;8418;3090;5906;-2816
258;Westerse migratieachtergrond;2e generatie migratieachtergrond;2023;920730.0;18957.0;8543;2942;6036;-3094
259;Westerse migratieachtergrond;2e generatie migratieachtergrond;2024;928049.0;19890.0;8719;2870;6236;-3366
260;Westerse migratieachtergrond;2e generatie migratieachtergrond;2025;935853.0;20798.0;8884;2831;6480;-3649
261;Westerse migratieachtergrond;2e generatie migratieachtergrond;2026;944115.0;21448.0;9036;2776;6661;-3885
262;Westerse migratieachtergrond;2e generatie migratieachtergrond;2027;952643.0;22093.0;9175;2795;6835;-4040
263;Westerse migratieachtergrond;2e generatie migratieachtergrond;2028;961521.0;22652.0;9304;2965;6984;-4019
264;Westerse migratieachtergrond;2e generatie migratieachtergrond;2029;970850.0;23128.0;9423;3071;7109;-4038
265;Westerse migratieachtergrond;2e generatie migratieachtergrond;2030;980516.0;23549.0;9532;3167;7207;-4040
266;Westerse migratieachtergrond;2e generatie migratieachtergrond;2031;990492.0;23918.0;9631;3257;7305;-4047
267;Westerse migratieachtergrond;2e generatie migratieachtergrond;2032;1000733.0;24212.0;9723;3348;7395;-4047
268;Westerse migratieachtergrond;2e generatie migratieachtergrond;2033;1011171.0;24469.0;9808;3423;7482;-4059
269;Westerse migratieachtergrond;2e generatie migratieachtergrond;2034;1021776.0;24705.0;9885;3495;7558;-4063
270;Westerse migratieachtergrond;2e generatie migratieachtergrond;2035;1032533.0;24908.0;9957;3548;7629;-4082
271;Westerse migratieachtergrond;2e generatie migratieachtergrond;2036;1043401.0;25094.0;10024;3608;7702;-4095
272;Westerse migratieachtergrond;2e generatie migratieachtergrond;2037;1054376.0;25264.0;10090;3646;7774;-4128
273;Westerse migratieachtergrond;2e generatie migratieachtergrond;2038;1065423.0;25420.0;10151;3686;7841;-4155
274;Westerse migratieachtergrond;2e generatie migratieachtergrond;2039;1076537.0;25573.0;10207;3737;7908;-4171
275;Westerse migratieachtergrond;2e generatie migratieachtergrond;2040;1087733.0;25717.0;10258;3770;7973;-4203
276;Westerse migratieachtergrond;2e generatie migratieachtergrond;2041;1098987.0;25854.0;10305;3792;8041;-4249
277;Westerse migratieachtergrond;2e generatie migratieachtergrond;2042;1110288.0;25996.0;10348;3830;8113;-4283
278;Westerse migratieachtergrond;2e generatie migratieachtergrond;2043;1121653.0;26136.0;10389;3866;8192;-4326
279;Westerse migratieachtergrond;2e generatie migratieachtergrond;2044;1133075.0;26291.0;10425;3897;8275;-4379
280;Westerse migratieachtergrond;2e generatie migratieachtergrond;2045;1144562.0;26442.0;10462;3949;8368;-4419
281;Westerse migratieachtergrond;2e generatie migratieachtergrond;2046;1156124.0;26596.0;10493;3996;8467;-4471
282;Westerse migratieachtergrond;2e generatie migratieachtergrond;2047;1167757.0;26755.0;10526;4027;8570;-4544
283;Westerse migratieachtergrond;2e generatie migratieachtergrond;2048;1179444.0;26924.0;10560;4078;8678;-4600
284;Westerse migratieachtergrond;2e generatie migratieachtergrond;2049;1191206.0;27091.0;10599;4119;8789;-4670
285;Westerse migratieachtergrond;2e generatie migratieachtergrond;2050;1203029.0;27272.0;10637;4168;8900;-4732
286;Westerse migratieachtergrond;2e generatie migratieachtergrond;2051;1214932.0;27463.0;10672;4214;9016;-4802
287;Westerse migratieachtergrond;2e generatie migratieachtergrond;2052;1226922.0;27655.0;10700;4270;9129;-4859
288;Westerse migratieachtergrond;2e generatie migratieachtergrond;2053;1239018.0;27857.0;10720;4329;9239;-4910
289;Westerse migratieachtergrond;2e generatie migratieachtergrond;2054;1251244.0;28067.0;10731;4390;9348;-4958
290;Westerse migratieachtergrond;2e generatie migratieachtergrond;2055;1263621.0;28275.0;10725;4441;9456;-5015
291;Westerse migratieachtergrond;2e generatie migratieachtergrond;2056;1276158.0;28490.0;10702;4493;9558;-5065
292;Westerse migratieachtergrond;2e generatie migratieachtergrond;2057;1288880.0;28704.0;10658;4542;9657;-5115
293;Westerse migratieachtergrond;2e generatie migratieachtergrond;2058;1301812.0;28915.0;10590;4592;9755;-5164
294;Westerse migratieachtergrond;2e generatie migratieachtergrond;2059;1314974.0;29130.0;10498;4639;9851;-5213
295;Westerse migratieachtergrond;2e generatie migratieachtergrond;2060;1328393.0;29332.0;10385;4706;9945;-5240
296;Westerse migratieachtergrond;2e generatie migratieachtergrond;2061;1342102.0;29525.0;10250;4750;10038;-5288
297;Westerse migratieachtergrond;2e generatie migratieachtergrond;2062;1356091.0;29708.0;10094;4801;10127;-5326
298;Westerse migratieachtergrond;2e generatie migratieachtergrond;2063;1370381.0;29880.0;9924;4862;10215;-5354
299;Westerse migratieachtergrond;2e generatie migratieachtergrond;2064;1384984.0;30039.0;9740;4897;10300;-5403
300;Westerse migratieachtergrond;2e generatie migratieachtergrond;2065;1399880.0;30183.0;9552;4931;10383;-5452
301;Westerse migratieachtergrond;2e generatie migratieachtergrond;2066;1415059.0;30319.0;9364;4992;10464;-5472
302;Westerse migratieachtergrond;2e generatie migratieachtergrond;2067;1430541.0;30438.0;9182;5031;10542;-5511
303;Westerse migratieachtergrond;2e generatie migratieachtergrond;2068;1446287.0;30554.0;9008;5070;10619;-5549
304;Westerse migratieachtergrond;2e generatie migratieachtergrond;2069;1462287.0;30651.0;8845;5097;10691;-5594
305;Westerse migratieachtergrond;2e generatie migratieachtergrond;2070;1478498.0;30748.0;8701;5154;10761;-5607
306;Niet-westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2020;;28635.0;6896;69654;41113;28542
307;Niet-westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2021;2442249.0;28905.0;6942;84449;47135;37315
308;Niet-westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2022;2501527.0;29827.0;7189;101846;48181;53667
309;Niet-westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2023;2577831.0;31152.0;7495;107051;54431;52621
310;Niet-westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2024;2654106.0;32029.0;7846;106735;59376;47358
311;Niet-westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2025;2725648.0;32899.0;8205;108491;63218;45272
312;Niet-westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2026;2795616.0;33418.0;8568;109746;66521;43225
313;Niet-westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2027;2863691.0;34076.0;8936;110391;69332;41059
314;Niet-westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2028;2929889.0;34665.0;9312;111344;71764;39580
315;Niet-westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2029;2994818.0;35161.0;9693;111366;74014;37354
316;Niet-westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2030;3057644.0;35536.0;10077;111461;76104;35358
317;Niet-westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2031;3118461.0;35842.0;10470;111739;76936;34803
318;Niet-westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2032;3178636.0;36027.0;10868;112006;77657;34349
319;Niet-westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2033;3238144.0;36209.0;11279;112286;78225;34060
320;Niet-westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2034;3297138.0;36374.0;11694;112529;78716;33812
321;Niet-westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2035;3355629.0;36527.0;12126;112733;79220;33513
322;Niet-westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2036;3413543.0;36650.0;12567;112899;79677;33223
323;Niet-westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2037;3470846.0;36742.0;13026;113029;80107;32923
324;Niet-westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2038;3527485.0;36825.0;13501;113156;80490;32667
325;Niet-westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2039;3583471.0;36888.0;14002;113265;80826;32438
326;Niet-westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2040;3638801.0;36957.0;14512;113374;81143;32231
327;Niet-westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2041;3693476.0;37007.0;15046;113468;81428;32040
328;Niet-westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2042;3747474.0;37053.0;15597;113553;81714;31839
329;Niet-westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2043;3800769.0;37106.0;16169;113646;82000;31646
330;Niet-westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2044;3853353.0;37155.0;16755;113740;82257;31483
331;Niet-westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2045;3905232.0;37207.0;17356;113822;82505;31317
332;Niet-westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2046;3956404.0;37265.0;17970;113903;82712;31192
333;Niet-westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2047;4006893.0;37331.0;18597;113975;82870;31107
334;Niet-westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2048;4056737.0;37401.0;19227;114049;83017;31034
335;Niet-westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2049;4105944.0;37483.0;19872;114128;83168;30960
336;Niet-westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2050;4154511.0;37583.0;20518;114231;83300;30931
337;Niet-westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2051;4202509.0;37721.0;21172;114325;83491;30834
338;Niet-westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2052;4249897.0;37878.0;21826;114399;83662;30736
339;Niet-westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2053;4296690.0;38048.0;22478;114452;83789;30663
340;Niet-westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2054;4342920.0;38234.0;23129;114526;83911;30615
341;Niet-westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2055;4388637.0;38422.0;23779;114589;84045;30544
342;Niet-westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2056;4433828.0;38626.0;24424;114642;84165;30478
343;Niet-westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2057;4478507.0;38839.0;25068;114736;84278;30458
344;Niet-westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2058;4522737.0;39056.0;25707;114785;84393;30391
345;Niet-westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2059;4566478.0;39278.0;26346;114843;84504;30339
346;Niet-westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2060;4609749.0;39493.0;26981;114918;84616;30303
347;Niet-westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2061;4652562.0;39700.0;27620;114984;84722;30262
348;Niet-westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2062;4694904.0;39892.0;28265;115071;84829;30243
349;Niet-westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2063;4736775.0;40071.0;28917;115114;84933;30181
350;Niet-westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2064;4778110.0;40232.0;29579;115188;85035;30154
351;Niet-westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2065;4818919.0;40378.0;30254;115268;85131;30136
352;Niet-westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2066;4859176.0;40513.0;30944;115321;85227;30094
353;Niet-westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2067;4898838.0;40629.0;31660;115401;85319;30081
354;Niet-westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2068;4937890.0;40739.0;32391;115451;85411;30040
355;Niet-westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2069;4976280.0;40830.0;33139;115536;85500;30036
356;Niet-westerse migratieachtergrond;Totaal niet-Nederlandse achtergrond;2070;5014005.0;40917.0;33910;115583;85583;30002
357;Niet-westerse migratieachtergrond;1e generatie migratieachtergrond;2020;;;6318;63242;34614;28629
358;Niet-westerse migratieachtergrond;1e generatie migratieachtergrond;2021;1358530.0;;6354;78386;38218;40169
359;Niet-westerse migratieachtergrond;1e generatie migratieachtergrond;2022;1392344.0;;6584;96251;39571;56681
360;Niet-westerse migratieachtergrond;1e generatie migratieachtergrond;2023;1442443.0;;6867;102061;45203;56857
361;Niet-westerse migratieachtergrond;1e generatie migratieachtergrond;2024;1492433.0;;7192;101913;49609;52303
362;Niet-westerse migratieachtergrond;1e generatie migratieachtergrond;2025;1537544.0;;7525;103788;52935;50852
363;Niet-westerse migratieachtergrond;1e generatie migratieachtergrond;2026;1580873.0;;7861;104951;55782;49169
364;Niet-westerse migratieachtergrond;1e generatie migratieachtergrond;2027;1622181.0;;8199;105383;58163;47220
365;Niet-westerse migratieachtergrond;1e generatie migratieachtergrond;2028;1661202.0;;8541;105890;60167;45723
366;Niet-westerse migratieachtergrond;1e generatie migratieachtergrond;2029;1698382.0;;8887;105677;62006;43671
367;Niet-westerse migratieachtergrond;1e generatie migratieachtergrond;2030;1733168.0;;9233;105473;63643;41830
368;Niet-westerse migratieachtergrond;1e generatie migratieachtergrond;2031;1765764.0;;9585;105472;64227;41245
369;Niet-westerse migratieachtergrond;1e generatie migratieachtergrond;2032;1797423.0;;9941;105468;64728;40740
370;Niet-westerse migratieachtergrond;1e generatie migratieachtergrond;2033;1828222.0;;10304;105476;65123;40352
371;Niet-westerse migratieachtergrond;1e generatie migratieachtergrond;2034;1858273.0;;10670;105474;65443;40030
372;Niet-westerse migratieachtergrond;1e generatie migratieachtergrond;2035;1887633.0;;11047;105477;65789;39688
373;Niet-westerse migratieachtergrond;1e generatie migratieachtergrond;2036;1916275.0;;11431;105477;66089;39388
374;Niet-westerse migratieachtergrond;1e generatie migratieachtergrond;2037;1944232.0;;11828;105479;66361;39118
375;Niet-westerse migratieachtergrond;1e generatie migratieachtergrond;2038;1971522.0;;12237;105480;66592;38889
376;Niet-westerse migratieachtergrond;1e generatie migratieachtergrond;2039;1998174.0;;12664;105476;66780;38695
377;Niet-westerse migratieachtergrond;1e generatie migratieachtergrond;2040;2024207.0;;13100;105473;66957;38516
378;Niet-westerse migratieachtergrond;1e generatie migratieachtergrond;2041;2049624.0;;13551;105476;67106;38370
379;Niet-westerse migratieachtergrond;1e generatie migratieachtergrond;2042;2074440.0;;14016;105472;67256;38216
380;Niet-westerse migratieachtergrond;1e generatie migratieachtergrond;2043;2098641.0;;14494;105469;67409;38060
381;Niet-westerse migratieachtergrond;1e generatie migratieachtergrond;2044;2122208.0;;14980;105470;67536;37934
382;Niet-westerse migratieachtergrond;1e generatie migratieachtergrond;2045;2145162.0;;15473;105471;67651;37820
383;Niet-westerse migratieachtergrond;1e generatie migratieachtergrond;2046;2167511.0;;15970;105472;67729;37743
384;Niet-westerse migratieachtergrond;1e generatie migratieachtergrond;2047;2189284.0;;16474;105471;67764;37709
385;Niet-westerse migratieachtergrond;1e generatie migratieachtergrond;2048;2210521.0;;16971;105473;67788;37686
386;Niet-westerse migratieachtergrond;1e generatie migratieachtergrond;2049;2231235.0;;17470;105473;67818;37655
387;Niet-westerse migratieachtergrond;1e generatie migratieachtergrond;2050;2251417.0;;17958;105468;67828;37639
388;Niet-westerse migratieachtergrond;1e generatie migratieachtergrond;2051;2271100.0;;18441;105476;67894;37582
389;Niet-westerse migratieachtergrond;1e generatie migratieachtergrond;2052;2290242.0;;18909;105471;67937;37533
390;Niet-westerse migratieachtergrond;1e generatie migratieachtergrond;2053;2308869.0;;19361;105473;67941;37532
391;Niet-westerse migratieachtergrond;1e generatie migratieachtergrond;2054;2327038.0;;19794;105478;67941;37537
392;Niet-westerse migratieachtergrond;1e generatie migratieachtergrond;2055;2344779.0;;20207;105470;67947;37523
393;Niet-westerse migratieachtergrond;1e generatie migratieachtergrond;2056;2362097.0;;20597;105466;67946;37521
394;Niet-westerse migratieachtergrond;1e generatie migratieachtergrond;2057;2379023.0;;20961;105472;67940;37531
395;Niet-westerse migratieachtergrond;1e generatie migratieachtergrond;2058;2395594.0;;21299;105476;67939;37538
396;Niet-westerse migratieachtergrond;1e generatie migratieachtergrond;2059;2411832.0;;21611;105471;67935;37536
397;Niet-westerse migratieachtergrond;1e generatie migratieachtergrond;2060;2427756.0;;21895;105472;67933;37539
398;Niet-westerse migratieachtergrond;1e generatie migratieachtergrond;2061;2443400.0;;22153;105475;67930;37545
399;Niet-westerse migratieachtergrond;1e generatie migratieachtergrond;2062;2458793.0;;22389;105472;67928;37544
400;Niet-westerse migratieachtergrond;1e generatie migratieachtergrond;2063;2473949.0;;22600;105474;67926;37548
401;Niet-westerse migratieachtergrond;1e generatie migratieachtergrond;2064;2488897.0;;22791;105470;67923;37546
402;Niet-westerse migratieachtergrond;1e generatie migratieachtergrond;2065;2503652.0;;22967;105469;67921;37547
403;Niet-westerse migratieachtergrond;1e generatie migratieachtergrond;2066;2518232.0;;23127;105469;67920;37549
404;Niet-westerse migratieachtergrond;1e generatie migratieachtergrond;2067;2532653.0;;23282;105467;67918;37549
405;Niet-westerse migratieachtergrond;1e generatie migratieachtergrond;2068;2546919.0;;23427;105466;67918;37548
406;Niet-westerse migratieachtergrond;1e generatie migratieachtergrond;2069;2561042.0;;23567;105467;67915;37552
407;Niet-westerse migratieachtergrond;1e generatie migratieachtergrond;2070;2575026.0;;23706;105467;67911;37556
408;Niet-westerse migratieachtergrond;2e generatie migratieachtergrond;2020;;28635.0;578;6412;6499;-87
409;Niet-westerse migratieachtergrond;2e generatie migratieachtergrond;2021;1083719.0;28905.0;588;6063;8917;-2854
410;Niet-westerse migratieachtergrond;2e generatie migratieachtergrond;2022;1109183.0;29827.0;605;5595;8610;-3014
411;Niet-westerse migratieachtergrond;2e generatie migratieachtergrond;2023;1135388.0;31152.0;628;4990;9228;-4236
412;Niet-westerse migratieachtergrond;2e generatie migratieachtergrond;2024;1161673.0;32029.0;654;4822;9767;-4945
413;Niet-westerse migratieachtergrond;2e generatie migratieachtergrond;2025;1188104.0;32899.0;680;4703;10283;-5580
414;Niet-westerse migratieachtergrond;2e generatie migratieachtergrond;2026;1214743.0;33418.0;707;4795;10739;-5944
415;Niet-westerse migratieachtergrond;2e generatie migratieachtergrond;2027;1241510.0;34076.0;737;5008;11169;-6161
416;Niet-westerse migratieachtergrond;2e generatie migratieachtergrond;2028;1268687.0;34665.0;771;5454;11597;-6143
417;Niet-westerse migratieachtergrond;2e generatie migratieachtergrond;2029;1296436.0;35161.0;806;5689;12008;-6317
418;Niet-westerse migratieachtergrond;2e generatie migratieachtergrond;2030;1324476.0;35536.0;844;5988;12461;-6472
419;Niet-westerse migratieachtergrond;2e generatie migratieachtergrond;2031;1352697.0;35842.0;885;6267;12709;-6442
420;Niet-westerse migratieachtergrond;2e generatie migratieachtergrond;2032;1381213.0;36027.0;927;6538;12929;-6391
421;Niet-westerse migratieachtergrond;2e generatie migratieachtergrond;2033;1409922.0;36209.0;975;6810;13102;-6292
422;Niet-westerse migratieachtergrond;2e generatie migratieachtergrond;2034;1438865.0;36374.0;1024;7055;13273;-6218
423;Niet-westerse migratieachtergrond;2e generatie migratieachtergrond;2035;1467996.0;36527.0;1079;7256;13431;-6175
424;Niet-westerse migratieachtergrond;2e generatie migratieachtergrond;2036;1497268.0;36650.0;1136;7422;13588;-6165
425;Niet-westerse migratieachtergrond;2e generatie migratieachtergrond;2037;1526614.0;36742.0;1198;7550;13746;-6195
426;Niet-westerse migratieachtergrond;2e generatie migratieachtergrond;2038;1555963.0;36825.0;1264;7676;13898;-6222
427;Niet-westerse migratieachtergrond;2e generatie migratieachtergrond;2039;1585297.0;36888.0;1338;7789;14046;-6257
428;Niet-westerse migratieachtergrond;2e generatie migratieachtergrond;2040;1614594.0;36957.0;1412;7901;14186;-6285
429;Niet-westerse migratieachtergrond;2e generatie migratieachtergrond;2041;1643852.0;37007.0;1495;7992;14322;-6330
430;Niet-westerse migratieachtergrond;2e generatie migratieachtergrond;2042;1673034.0;37053.0;1581;8081;14458;-6377
431;Niet-westerse migratieachtergrond;2e generatie migratieachtergrond;2043;1702128.0;37106.0;1675;8177;14591;-6414
432;Niet-westerse migratieachtergrond;2e generatie migratieachtergrond;2044;1731145.0;37155.0;1775;8270;14721;-6451
433;Niet-westerse migratieachtergrond;2e generatie migratieachtergrond;2045;1760070.0;37207.0;1883;8351;14854;-6503
434;Niet-westerse migratieachtergrond;2e generatie migratieachtergrond;2046;1788893.0;37265.0;2000;8431;14983;-6551
435;Niet-westerse migratieachtergrond;2e generatie migratieachtergrond;2047;1817609.0;37331.0;2123;8504;15106;-6602
436;Niet-westerse migratieachtergrond;2e generatie migratieachtergrond;2048;1846216.0;37401.0;2256;8576;15229;-6652
437;Niet-westerse migratieachtergrond;2e generatie migratieachtergrond;2049;1874709.0;37483.0;2402;8655;15350;-6695
438;Niet-westerse migratieachtergrond;2e generatie migratieachtergrond;2050;1903094.0;37583.0;2560;8763;15472;-6708
439;Niet-westerse migratieachtergrond;2e generatie migratieachtergrond;2051;1931409.0;37721.0;2731;8849;15597;-6748
440;Niet-westerse migratieachtergrond;2e generatie migratieachtergrond;2052;1959655.0;37878.0;2917;8928;15725;-6797
441;Niet-westerse migratieachtergrond;2e generatie migratieachtergrond;2053;1987821.0;38048.0;3117;8979;15848;-6869
442;Niet-westerse migratieachtergrond;2e generatie migratieachtergrond;2054;2015882.0;38234.0;3335;9048;15970;-6922
443;Niet-westerse migratieachtergrond;2e generatie migratieachtergrond;2055;2043858.0;38422.0;3572;9119;16098;-6979
444;Niet-westerse migratieachtergrond;2e generatie migratieachtergrond;2056;2071731.0;38626.0;3827;9176;16219;-7043
445;Niet-westerse migratieachtergrond;2e generatie migratieachtergrond;2057;2099484.0;38839.0;4107;9264;16338;-7073
446;Niet-westerse migratieachtergrond;2e generatie migratieachtergrond;2058;2127143.0;39056.0;4408;9309;16454;-7147
447;Niet-westerse migratieachtergrond;2e generatie migratieachtergrond;2059;2154646.0;39278.0;4735;9372;16569;-7197
448;Niet-westerse migratieachtergrond;2e generatie migratieachtergrond;2060;2181993.0;39493.0;5086;9446;16683;-7236
449;Niet-westerse migratieachtergrond;2e generatie migratieachtergrond;2061;2209162.0;39700.0;5467;9509;16792;-7283
450;Niet-westerse migratieachtergrond;2e generatie migratieachtergrond;2062;2236111.0;39892.0;5876;9599;16901;-7301
451;Niet-westerse migratieachtergrond;2e generatie migratieachtergrond;2063;2262826.0;40071.0;6317;9640;17007;-7367
452;Niet-westerse migratieachtergrond;2e generatie migratieachtergrond;2064;2289213.0;40232.0;6788;9718;17112;-7392
453;Niet-westerse migratieachtergrond;2e generatie migratieachtergrond;2065;2315267.0;40378.0;7287;9799;17210;-7411
454;Niet-westerse migratieachtergrond;2e generatie migratieachtergrond;2066;2340944.0;40513.0;7817;9852;17307;-7455
455;Niet-westerse migratieachtergrond;2e generatie migratieachtergrond;2067;2366185.0;40629.0;8378;9934;17401;-7468
456;Niet-westerse migratieachtergrond;2e generatie migratieachtergrond;2068;2390971.0;40739.0;8964;9985;17493;-7508
457;Niet-westerse migratieachtergrond;2e generatie migratieachtergrond;2069;2415238.0;40830.0;9572;10069;17585;-7516
458;Niet-westerse migratieachtergrond;2e generatie migratieachtergrond;2070;2438979.0;40917.0;10204;10116;17672;-7554
