ID;Afzet;BedrijfstakkenBranchesSBI2008;Perioden;ProducentenprijsindexPPI_1;OntwikkelingTOV1JaarEerder_2;OntwikkelingTOV1MaandEerder_3;Wegingcoefficient_4
2122;Totaal;10-12 Voedings-, genotmiddelenindustrie;1996 april;;;;0
2123;Totaal;10-12 Voedings-, genotmiddelenindustrie;1996 mei;;;;0
2124;Totaal;10-12 Voedings-, genotmiddelenindustrie;1996 juni;;;;0
2125;Totaal;10-12 Voedings-, genotmiddelenindustrie;1996 juli;;;;0
2126;Totaal;10-12 Voedings-, genotmiddelenindustrie;1996 augustus;;;;0
2127;Totaal;10-12 Voedings-, genotmiddelenindustrie;1996 september;;;;0
2128;Totaal;10-12 Voedings-, genotmiddelenindustrie;1996 oktober;;;;0
2129;Totaal;10-12 Voedings-, genotmiddelenindustrie;1996 november;;;;0
2130;Totaal;10-12 Voedings-, genotmiddelenindustrie;1996 december;;;;0
2131;Totaal;10-12 Voedings-, genotmiddelenindustrie;1996;;;;0
2132;Totaal;10-12 Voedings-, genotmiddelenindustrie;1997 januari;;;;0
2133;Totaal;10-12 Voedings-, genotmiddelenindustrie;1997 februari;;;;0
2134;Totaal;10-12 Voedings-, genotmiddelenindustrie;1997 maart;;;;0
2135;Totaal;10-12 Voedings-, genotmiddelenindustrie;1997 april;;;;0
2136;Totaal;10-12 Voedings-, genotmiddelenindustrie;1997 mei;;;;0
2137;Totaal;10-12 Voedings-, genotmiddelenindustrie;1997 juni;;;;0
2138;Totaal;10-12 Voedings-, genotmiddelenindustrie;1997 juli;;;;0
2139;Totaal;10-12 Voedings-, genotmiddelenindustrie;1997 augustus;;;;0
2140;Totaal;10-12 Voedings-, genotmiddelenindustrie;1997 september;;;;0
2141;Totaal;10-12 Voedings-, genotmiddelenindustrie;1997 oktober;;;;0
2142;Totaal;10-12 Voedings-, genotmiddelenindustrie;1997 november;;;;0
2143;Totaal;10-12 Voedings-, genotmiddelenindustrie;1997 december;;;;0
2144;Totaal;10-12 Voedings-, genotmiddelenindustrie;1997;;;;0
2145;Totaal;10-12 Voedings-, genotmiddelenindustrie;1998 januari;;;;0
2146;Totaal;10-12 Voedings-, genotmiddelenindustrie;1998 februari;;;;0
2147;Totaal;10-12 Voedings-, genotmiddelenindustrie;1998 maart;;;;0
2148;Totaal;10-12 Voedings-, genotmiddelenindustrie;1998 april;;;;0
2149;Totaal;10-12 Voedings-, genotmiddelenindustrie;1998 mei;;;;0
2150;Totaal;10-12 Voedings-, genotmiddelenindustrie;1998 juni;;;;0
2151;Totaal;10-12 Voedings-, genotmiddelenindustrie;1998 juli;;;;0
2152;Totaal;10-12 Voedings-, genotmiddelenindustrie;1998 augustus;;;;0
2153;Totaal;10-12 Voedings-, genotmiddelenindustrie;1998 september;;;;0
2154;Totaal;10-12 Voedings-, genotmiddelenindustrie;1998 oktober;;;;0
2155;Totaal;10-12 Voedings-, genotmiddelenindustrie;1998 november;;;;0
2156;Totaal;10-12 Voedings-, genotmiddelenindustrie;1998 december;;;;0
2157;Totaal;10-12 Voedings-, genotmiddelenindustrie;1998;;;;0
2158;Totaal;10-12 Voedings-, genotmiddelenindustrie;1999 januari;;;;0
2159;Totaal;10-12 Voedings-, genotmiddelenindustrie;1999 februari;;;;0
2160;Totaal;10-12 Voedings-, genotmiddelenindustrie;1999 maart;;;;0
2161;Totaal;10-12 Voedings-, genotmiddelenindustrie;1999 april;;;;0
2162;Totaal;10-12 Voedings-, genotmiddelenindustrie;1999 mei;;;;0
2163;Totaal;10-12 Voedings-, genotmiddelenindustrie;1999 juni;;;;0
2164;Totaal;10-12 Voedings-, genotmiddelenindustrie;1999 juli;;;;0
2165;Totaal;10-12 Voedings-, genotmiddelenindustrie;1999 augustus;;;;0
2166;Totaal;10-12 Voedings-, genotmiddelenindustrie;1999 september;;;;0
2167;Totaal;10-12 Voedings-, genotmiddelenindustrie;1999 oktober;;;;0
2168;Totaal;10-12 Voedings-, genotmiddelenindustrie;1999 november;;;;0
2169;Totaal;10-12 Voedings-, genotmiddelenindustrie;1999 december;;;;0
2170;Totaal;10-12 Voedings-, genotmiddelenindustrie;1999;;;;0
2171;Totaal;10-12 Voedings-, genotmiddelenindustrie;2000 januari;;;;0
2172;Totaal;10-12 Voedings-, genotmiddelenindustrie;2000 februari;;;;0
2173;Totaal;10-12 Voedings-, genotmiddelenindustrie;2000 maart;;;;0
2174;Totaal;10-12 Voedings-, genotmiddelenindustrie;2000 april;;;;0
2175;Totaal;10-12 Voedings-, genotmiddelenindustrie;2000 mei;;;;0
2176;Totaal;10-12 Voedings-, genotmiddelenindustrie;2000 juni;;;;0
2177;Totaal;10-12 Voedings-, genotmiddelenindustrie;2000 juli;;;;0
2178;Totaal;10-12 Voedings-, genotmiddelenindustrie;2000 augustus;;;;0
2179;Totaal;10-12 Voedings-, genotmiddelenindustrie;2000 september;;;;0
2180;Totaal;10-12 Voedings-, genotmiddelenindustrie;2000 oktober;;;;0
2181;Totaal;10-12 Voedings-, genotmiddelenindustrie;2000 november;;;;0
2182;Totaal;10-12 Voedings-, genotmiddelenindustrie;2000 december;;;;0
2183;Totaal;10-12 Voedings-, genotmiddelenindustrie;2000;;;;0
2184;Totaal;10-12 Voedings-, genotmiddelenindustrie;2001 januari;;;;0
2185;Totaal;10-12 Voedings-, genotmiddelenindustrie;2001 februari;;;;0
2186;Totaal;10-12 Voedings-, genotmiddelenindustrie;2001 maart;;;;0
2187;Totaal;10-12 Voedings-, genotmiddelenindustrie;2001 april;;;;0
2188;Totaal;10-12 Voedings-, genotmiddelenindustrie;2001 mei;;;;0
2189;Totaal;10-12 Voedings-, genotmiddelenindustrie;2001 juni;;;;0
2190;Totaal;10-12 Voedings-, genotmiddelenindustrie;2001 juli;;;;0
2191;Totaal;10-12 Voedings-, genotmiddelenindustrie;2001 augustus;;;;0
2192;Totaal;10-12 Voedings-, genotmiddelenindustrie;2001 september;;;;0
2193;Totaal;10-12 Voedings-, genotmiddelenindustrie;2001 oktober;;;;0
2194;Totaal;10-12 Voedings-, genotmiddelenindustrie;2001 november;;;;0
2195;Totaal;10-12 Voedings-, genotmiddelenindustrie;2001 december;;;;0
2196;Totaal;10-12 Voedings-, genotmiddelenindustrie;2001;;;;0
2197;Totaal;10-12 Voedings-, genotmiddelenindustrie;2002 januari;;;;0
2198;Totaal;10-12 Voedings-, genotmiddelenindustrie;2002 februari;;;;0
2199;Totaal;10-12 Voedings-, genotmiddelenindustrie;2002 maart;;;;0
2200;Totaal;10-12 Voedings-, genotmiddelenindustrie;2002 april;;;;0
2201;Totaal;10-12 Voedings-, genotmiddelenindustrie;2002 mei;;;;0
2202;Totaal;10-12 Voedings-, genotmiddelenindustrie;2002 juni;;;;0
2203;Totaal;10-12 Voedings-, genotmiddelenindustrie;2002 juli;;;;0
2204;Totaal;10-12 Voedings-, genotmiddelenindustrie;2002 augustus;;;;0
2205;Totaal;10-12 Voedings-, genotmiddelenindustrie;2002 september;;;;0
2206;Totaal;10-12 Voedings-, genotmiddelenindustrie;2002 oktober;;;;0
2207;Totaal;10-12 Voedings-, genotmiddelenindustrie;2002 november;;;;0
2208;Totaal;10-12 Voedings-, genotmiddelenindustrie;2002 december;;;;0
2209;Totaal;10-12 Voedings-, genotmiddelenindustrie;2002;;;;0
2210;Totaal;10-12 Voedings-, genotmiddelenindustrie;2003 januari;;;;0
2211;Totaal;10-12 Voedings-, genotmiddelenindustrie;2003 februari;;;;0
2212;Totaal;10-12 Voedings-, genotmiddelenindustrie;2003 maart;;;;0
2213;Totaal;10-12 Voedings-, genotmiddelenindustrie;2003 april;;;;0
2214;Totaal;10-12 Voedings-, genotmiddelenindustrie;2003 mei;;;;0
2215;Totaal;10-12 Voedings-, genotmiddelenindustrie;2003 juni;;;;0
2216;Totaal;10-12 Voedings-, genotmiddelenindustrie;2003 juli;;;;0
2217;Totaal;10-12 Voedings-, genotmiddelenindustrie;2003 augustus;;;;0
2218;Totaal;10-12 Voedings-, genotmiddelenindustrie;2003 september;;;;0
2219;Totaal;10-12 Voedings-, genotmiddelenindustrie;2003 oktober;;;;0
2220;Totaal;10-12 Voedings-, genotmiddelenindustrie;2003 november;;;;0
2221;Totaal;10-12 Voedings-, genotmiddelenindustrie;2003 december;;;;0
2222;Totaal;10-12 Voedings-, genotmiddelenindustrie;2003;;;;0
2223;Totaal;10-12 Voedings-, genotmiddelenindustrie;2004 januari;;;;0
2224;Totaal;10-12 Voedings-, genotmiddelenindustrie;2004 februari;;;;0
2225;Totaal;10-12 Voedings-, genotmiddelenindustrie;2004 maart;;;;0
2226;Totaal;10-12 Voedings-, genotmiddelenindustrie;2004 april;;;;0
2227;Totaal;10-12 Voedings-, genotmiddelenindustrie;2004 mei;;;;0
2228;Totaal;10-12 Voedings-, genotmiddelenindustrie;2004 juni;;;;0
2229;Totaal;10-12 Voedings-, genotmiddelenindustrie;2004 juli;;;;0
2230;Totaal;10-12 Voedings-, genotmiddelenindustrie;2004 augustus;;;;0
2231;Totaal;10-12 Voedings-, genotmiddelenindustrie;2004 september;;;;0
2232;Totaal;10-12 Voedings-, genotmiddelenindustrie;2004 oktober;;;;0
2233;Totaal;10-12 Voedings-, genotmiddelenindustrie;2004 november;;;;0
2234;Totaal;10-12 Voedings-, genotmiddelenindustrie;2004 december;;;;0
2235;Totaal;10-12 Voedings-, genotmiddelenindustrie;2004;;;;0
2236;Totaal;10-12 Voedings-, genotmiddelenindustrie;2005 januari;84.3;;;58420
2237;Totaal;10-12 Voedings-, genotmiddelenindustrie;2005 februari;84.0;;-0.3;58420
2238;Totaal;10-12 Voedings-, genotmiddelenindustrie;2005 maart;83.9;;-0.2;58420
2239;Totaal;10-12 Voedings-, genotmiddelenindustrie;2005 april;83.5;;-0.5;58420
2240;Totaal;10-12 Voedings-, genotmiddelenindustrie;2005 mei;83.8;;0.3;58420
2241;Totaal;10-12 Voedings-, genotmiddelenindustrie;2005 juni;84.3;;0.7;58420
2242;Totaal;10-12 Voedings-, genotmiddelenindustrie;2005 juli;84.5;;0.1;58420
2243;Totaal;10-12 Voedings-, genotmiddelenindustrie;2005 augustus;84.5;;0.1;58420
2244;Totaal;10-12 Voedings-, genotmiddelenindustrie;2005 september;85.0;;0.6;58420
2245;Totaal;10-12 Voedings-, genotmiddelenindustrie;2005 oktober;85.3;;0.4;58420
2246;Totaal;10-12 Voedings-, genotmiddelenindustrie;2005 november;85.5;;0.2;58420
2247;Totaal;10-12 Voedings-, genotmiddelenindustrie;2005 december;85.8;;0.4;58420
2248;Totaal;10-12 Voedings-, genotmiddelenindustrie;2005;84.5;;;58420
2249;Totaal;10-12 Voedings-, genotmiddelenindustrie;2006 januari;85.9;1.9;0.1;58420
2250;Totaal;10-12 Voedings-, genotmiddelenindustrie;2006 februari;86.1;2.4;0.2;58420
2251;Totaal;10-12 Voedings-, genotmiddelenindustrie;2006 maart;86.2;2.7;0.1;58420
2252;Totaal;10-12 Voedings-, genotmiddelenindustrie;2006 april;86.2;3.2;0.0;58420
2253;Totaal;10-12 Voedings-, genotmiddelenindustrie;2006 mei;85.8;2.4;-0.4;58420
2254;Totaal;10-12 Voedings-, genotmiddelenindustrie;2006 juni;85.6;1.6;-0.2;58420
2255;Totaal;10-12 Voedings-, genotmiddelenindustrie;2006 juli;85.6;1.3;-0.1;58420
2256;Totaal;10-12 Voedings-, genotmiddelenindustrie;2006 augustus;86.0;1.7;0.5;58420
2257;Totaal;10-12 Voedings-, genotmiddelenindustrie;2006 september;86.6;1.9;0.8;58420
2258;Totaal;10-12 Voedings-, genotmiddelenindustrie;2006 oktober;87.6;2.7;1.1;58420
2259;Totaal;10-12 Voedings-, genotmiddelenindustrie;2006 november;87.8;2.7;0.2;58420
2260;Totaal;10-12 Voedings-, genotmiddelenindustrie;2006 december;88.8;3.5;1.1;58420
2261;Totaal;10-12 Voedings-, genotmiddelenindustrie;2006;86.5;2.3;;58420
2262;Totaal;10-12 Voedings-, genotmiddelenindustrie;2007 januari;89.7;4.4;1.0;58420
2263;Totaal;10-12 Voedings-, genotmiddelenindustrie;2007 februari;90.3;4.9;0.6;58420
2264;Totaal;10-12 Voedings-, genotmiddelenindustrie;2007 maart;90.8;5.4;0.6;58420
2265;Totaal;10-12 Voedings-, genotmiddelenindustrie;2007 april;92.5;7.4;1.9;58420
2266;Totaal;10-12 Voedings-, genotmiddelenindustrie;2007 mei;93.2;8.6;0.8;58420
2267;Totaal;10-12 Voedings-, genotmiddelenindustrie;2007 juni;93.5;9.2;0.4;58420
2268;Totaal;10-12 Voedings-, genotmiddelenindustrie;2007 juli;95.4;11.5;2.0;58420
2269;Totaal;10-12 Voedings-, genotmiddelenindustrie;2007 augustus;96.6;12.3;1.2;58420
2270;Totaal;10-12 Voedings-, genotmiddelenindustrie;2007 september;98.2;13.4;1.7;58420
2271;Totaal;10-12 Voedings-, genotmiddelenindustrie;2007 oktober;99.2;13.3;1.0;58420
2272;Totaal;10-12 Voedings-, genotmiddelenindustrie;2007 november;99.8;13.6;0.5;58420
2273;Totaal;10-12 Voedings-, genotmiddelenindustrie;2007 december;100.0;12.6;0.2;58420
2274;Totaal;10-12 Voedings-, genotmiddelenindustrie;2007;94.9;9.7;;58420
2275;Totaal;10-12 Voedings-, genotmiddelenindustrie;2008 januari;100.5;12.0;0.5;58420
2276;Totaal;10-12 Voedings-, genotmiddelenindustrie;2008 februari;101.2;12.1;0.7;58420
2277;Totaal;10-12 Voedings-, genotmiddelenindustrie;2008 maart;100.8;11.0;-0.4;58420
2278;Totaal;10-12 Voedings-, genotmiddelenindustrie;2008 april;101.0;9.2;0.2;58420
2279;Totaal;10-12 Voedings-, genotmiddelenindustrie;2008 mei;101.4;8.8;0.4;58420
2280;Totaal;10-12 Voedings-, genotmiddelenindustrie;2008 juni;102.2;9.2;0.8;58420
2281;Totaal;10-12 Voedings-, genotmiddelenindustrie;2008 juli;101.5;6.4;-0.6;58420
2282;Totaal;10-12 Voedings-, genotmiddelenindustrie;2008 augustus;101.4;5.0;-0.1;58420
2283;Totaal;10-12 Voedings-, genotmiddelenindustrie;2008 september;101.0;2.8;-0.4;58420
2284;Totaal;10-12 Voedings-, genotmiddelenindustrie;2008 oktober;99.9;0.6;-1.1;58420
2285;Totaal;10-12 Voedings-, genotmiddelenindustrie;2008 november;98.5;-1.3;-1.4;58420
2286;Totaal;10-12 Voedings-, genotmiddelenindustrie;2008 december;97.7;-2.3;-0.8;58420
2287;Totaal;10-12 Voedings-, genotmiddelenindustrie;2008;100.6;5.9;;58420
2288;Totaal;10-12 Voedings-, genotmiddelenindustrie;2009 januari;97.2;-3.3;-0.5;58420
2289;Totaal;10-12 Voedings-, genotmiddelenindustrie;2009 februari;96.8;-4.3;-0.4;58420
2290;Totaal;10-12 Voedings-, genotmiddelenindustrie;2009 maart;96.3;-4.5;-0.6;58420
2291;Totaal;10-12 Voedings-, genotmiddelenindustrie;2009 april;95.4;-5.5;-0.9;58420
2292;Totaal;10-12 Voedings-, genotmiddelenindustrie;2009 mei;95.3;-6.0;-0.1;58420
2293;Totaal;10-12 Voedings-, genotmiddelenindustrie;2009 juni;95.3;-6.8;0.0;58420
2294;Totaal;10-12 Voedings-, genotmiddelenindustrie;2009 juli;95.3;-6.1;0.0;58420
2295;Totaal;10-12 Voedings-, genotmiddelenindustrie;2009 augustus;95.3;-6.0;0.0;58420
2296;Totaal;10-12 Voedings-, genotmiddelenindustrie;2009 september;95.3;-5.6;0.0;58420
2297;Totaal;10-12 Voedings-, genotmiddelenindustrie;2009 oktober;95.4;-4.5;0.0;58420
2298;Totaal;10-12 Voedings-, genotmiddelenindustrie;2009 november;95.9;-2.6;0.6;58420
2299;Totaal;10-12 Voedings-, genotmiddelenindustrie;2009 december;96.5;-1.2;0.6;58420
2300;Totaal;10-12 Voedings-, genotmiddelenindustrie;2009;95.8;-4.7;;58420
2301;Totaal;10-12 Voedings-, genotmiddelenindustrie;2010 januari;97.0;-0.2;0.5;58420
2302;Totaal;10-12 Voedings-, genotmiddelenindustrie;2010 februari;97.1;0.3;0.1;58420
2303;Totaal;10-12 Voedings-, genotmiddelenindustrie;2010 maart;97.5;1.3;0.4;58420
2304;Totaal;10-12 Voedings-, genotmiddelenindustrie;2010 april;98.0;2.7;0.5;58420
2305;Totaal;10-12 Voedings-, genotmiddelenindustrie;2010 mei;98.9;3.9;0.9;58420
2306;Totaal;10-12 Voedings-, genotmiddelenindustrie;2010 juni;99.6;4.6;0.7;58420
2307;Totaal;10-12 Voedings-, genotmiddelenindustrie;2010 juli;99.8;4.7;0.1;58420
2308;Totaal;10-12 Voedings-, genotmiddelenindustrie;2010 augustus;100.4;5.3;0.6;58420
2309;Totaal;10-12 Voedings-, genotmiddelenindustrie;2010 september;101.2;6.2;0.8;58420
2310;Totaal;10-12 Voedings-, genotmiddelenindustrie;2010 oktober;102.5;7.5;1.3;58420
2311;Totaal;10-12 Voedings-, genotmiddelenindustrie;2010 november;103.4;7.7;0.8;58420
2312;Totaal;10-12 Voedings-, genotmiddelenindustrie;2010 december;104.6;8.4;1.2;58420
2313;Totaal;10-12 Voedings-, genotmiddelenindustrie;2010;100.0;4.4;;58420
2314;Totaal;10-12 Voedings-, genotmiddelenindustrie;2011 januari;106.9;10.2;2.1;58420
2315;Totaal;10-12 Voedings-, genotmiddelenindustrie;2011 februari;108.2;11.5;1.3;58420
2316;Totaal;10-12 Voedings-, genotmiddelenindustrie;2011 maart;109.0;11.8;0.7;58420
2317;Totaal;10-12 Voedings-, genotmiddelenindustrie;2011 april;109.7;11.9;0.6;58420
2318;Totaal;10-12 Voedings-, genotmiddelenindustrie;2011 mei;109.7;10.9;0.0;58420
2319;Totaal;10-12 Voedings-, genotmiddelenindustrie;2011 juni;109.2;9.6;-0.4;58420
2320;Totaal;10-12 Voedings-, genotmiddelenindustrie;2011 juli;109.7;9.9;0.4;58420
2321;Totaal;10-12 Voedings-, genotmiddelenindustrie;2011 augustus;109.1;8.6;-0.6;58420
2322;Totaal;10-12 Voedings-, genotmiddelenindustrie;2011 september;109.2;7.9;0.1;58420
2323;Totaal;10-12 Voedings-, genotmiddelenindustrie;2011 oktober;109.4;6.7;0.2;58420
2324;Totaal;10-12 Voedings-, genotmiddelenindustrie;2011 november;110.0;6.4;0.5;58420
2325;Totaal;10-12 Voedings-, genotmiddelenindustrie;2011 december;110.7;5.8;0.7;58420
2326;Totaal;10-12 Voedings-, genotmiddelenindustrie;2011;109.2;9.2;;58420
2327;Totaal;10-12 Voedings-, genotmiddelenindustrie;2012 januari;111.7;4.5;0.9;58420
2328;Totaal;10-12 Voedings-, genotmiddelenindustrie;2012 februari;111.7;3.2;0.0;58420
2329;Totaal;10-12 Voedings-, genotmiddelenindustrie;2012 maart;111.9;2.7;0.1;58420
2330;Totaal;10-12 Voedings-, genotmiddelenindustrie;2012 april;112.1;2.2;0.2;58420
2331;Totaal;10-12 Voedings-, genotmiddelenindustrie;2012 mei;112.4;2.5;0.3;58420
2332;Totaal;10-12 Voedings-, genotmiddelenindustrie;2012 juni;112.8;3.3;0.4;58420
2333;Totaal;10-12 Voedings-, genotmiddelenindustrie;2012 juli;114.0;3.9;1.0;58420
2334;Totaal;10-12 Voedings-, genotmiddelenindustrie;2012 augustus;115.6;6.0;1.4;58420
2335;Totaal;10-12 Voedings-, genotmiddelenindustrie;2012 september;116.3;6.5;0.6;58420
2336;Totaal;10-12 Voedings-, genotmiddelenindustrie;2012 oktober;117.2;7.1;0.7;58420
2337;Totaal;10-12 Voedings-, genotmiddelenindustrie;2012 november;118.0;7.3;0.7;58420
2338;Totaal;10-12 Voedings-, genotmiddelenindustrie;2012 december;117.7;6.3;-0.3;58420
2339;Totaal;10-12 Voedings-, genotmiddelenindustrie;2012;114.3;4.6;;58420
2340;Totaal;10-12 Voedings-, genotmiddelenindustrie;2013 januari;117.5;5.2;-0.1;58420
2341;Totaal;10-12 Voedings-, genotmiddelenindustrie;2013 februari;116.9;4.7;-0.5;58420
2342;Totaal;10-12 Voedings-, genotmiddelenindustrie;2013 maart;116.7;4.3;-0.2;58420
2343;Totaal;10-12 Voedings-, genotmiddelenindustrie;2013 april;116.5;4.0;-0.1;58420
2344;Totaal;10-12 Voedings-, genotmiddelenindustrie;2013 mei;116.6;3.7;0.0;58420
2345;Totaal;10-12 Voedings-, genotmiddelenindustrie;2013 juni;116.4;3.1;-0.1;58420
2346;Totaal;10-12 Voedings-, genotmiddelenindustrie;2013 juli;116.0;1.8;-0.3;58420
2347;Totaal;10-12 Voedings-, genotmiddelenindustrie;2013 augustus;116.1;0.4;0.0;58420
2348;Totaal;10-12 Voedings-, genotmiddelenindustrie;2013 september;116.2;-0.1;0.1;58420
2349;Totaal;10-12 Voedings-, genotmiddelenindustrie;2013 oktober;115.6;-1.4;-0.6;58420
2350;Totaal;10-12 Voedings-, genotmiddelenindustrie;2013 november;116.1;-1.6;0.5;58420
2351;Totaal;10-12 Voedings-, genotmiddelenindustrie;2013 december;116.5;-1.0;0.3;58420
2352;Totaal;10-12 Voedings-, genotmiddelenindustrie;2013;116.4;1.9;;58420
2353;Totaal;10-12 Voedings-, genotmiddelenindustrie;2014 januari;116.4;-0.9;-0.1;58420
2354;Totaal;10-12 Voedings-, genotmiddelenindustrie;2014 februari;116.4;-0.5;0.0;58420
2355;Totaal;10-12 Voedings-, genotmiddelenindustrie;2014 maart;116.0;-0.6;-0.3;58420
2356;Totaal;10-12 Voedings-, genotmiddelenindustrie;2014 april;116.2;-0.3;0.2;58420
2357;Totaal;10-12 Voedings-, genotmiddelenindustrie;2014 mei;116.1;-0.4;-0.1;58420
2358;Totaal;10-12 Voedings-, genotmiddelenindustrie;2014 juni;115.9;-0.4;-0.2;58420
2359;Totaal;10-12 Voedings-, genotmiddelenindustrie;2014 juli;115.7;-0.3;-0.2;58420
2360;Totaal;10-12 Voedings-, genotmiddelenindustrie;2014 augustus;115.0;-1.0;-0.6;58420
2361;Totaal;10-12 Voedings-, genotmiddelenindustrie;2014 september;114.5;-1.5;-0.4;58420
2362;Totaal;10-12 Voedings-, genotmiddelenindustrie;2014 oktober;112.9;-2.3;-1.4;58420
2363;Totaal;10-12 Voedings-, genotmiddelenindustrie;2014 november;112.2;-3.4;-0.7;58420
2364;Totaal;10-12 Voedings-, genotmiddelenindustrie;2014 december;111.9;-3.9;-0.2;58420
2365;Totaal;10-12 Voedings-, genotmiddelenindustrie;2014;114.9;-1.3;;58420
2366;Totaal;10-12 Voedings-, genotmiddelenindustrie;2015 januari;111.6;-4.1;-0.3;58420
2367;Totaal;10-12 Voedings-, genotmiddelenindustrie;2015 februari;111.5;-4.2;-0.1;58420
2368;Totaal;10-12 Voedings-, genotmiddelenindustrie;2015 maart;112.0;-3.4;0.5;58420
2369;Totaal;10-12 Voedings-, genotmiddelenindustrie;2015 april;112.0;-3.6;0.0;58420
2370;Totaal;10-12 Voedings-, genotmiddelenindustrie;2015 mei;111.5;-4.0;-0.5;58420
2371;Totaal;10-12 Voedings-, genotmiddelenindustrie;2015 juni;111.5;-3.8;0.0;58420
2372;Totaal;10-12 Voedings-, genotmiddelenindustrie;2015 juli;110.8;-4.2;-0.5;58420
2373;Totaal;10-12 Voedings-, genotmiddelenindustrie;2015 augustus;109.8;-4.5;-0.9;58420
2374;Totaal;10-12 Voedings-, genotmiddelenindustrie;2015 september;109.9;-4.0;0.1;58420
2375;Totaal;10-12 Voedings-, genotmiddelenindustrie;2015 oktober;109.9;-2.7;0.0;58420
2376;Totaal;10-12 Voedings-, genotmiddelenindustrie;2015 november;111.2;-0.9;1.2;58420
2377;Totaal;10-12 Voedings-, genotmiddelenindustrie;2015 december;110.6;-1.2;-0.5;58420
2378;Totaal;10-12 Voedings-, genotmiddelenindustrie;2015;111.0;-3.4;;58420
2379;Totaal;10-12 Voedings-, genotmiddelenindustrie;2016 januari;109.8;-1.6;-0.7;58420
2380;Totaal;10-12 Voedings-, genotmiddelenindustrie;2016 februari;109.2;-2.0;-0.6;58420
2381;Totaal;10-12 Voedings-, genotmiddelenindustrie;2016 maart;109.9;-1.9;0.6;58420
2382;Totaal;10-12 Voedings-, genotmiddelenindustrie;2016 april;109.0;-2.7;-0.7;58420
2383;Totaal;10-12 Voedings-, genotmiddelenindustrie;2016 mei;109.7;-1.6;0.6;58420
2384;Totaal;10-12 Voedings-, genotmiddelenindustrie;2016 juni;111.3;-0.1;1.5;58420
2385;Totaal;10-12 Voedings-, genotmiddelenindustrie;2016 juli;112.0;1.1;0.7;58420
2386;Totaal;10-12 Voedings-, genotmiddelenindustrie;2016 augustus;112.5;2.4;0.4;58420
2387;Totaal;10-12 Voedings-, genotmiddelenindustrie;2016 september;113.5;3.2;0.9;58420
2388;Totaal;10-12 Voedings-, genotmiddelenindustrie;2016 oktober;114.6;4.3;1.0;58420
2389;Totaal;10-12 Voedings-, genotmiddelenindustrie;2016 november;115.3;3.6;0.6;58420
2390;Totaal;10-12 Voedings-, genotmiddelenindustrie;2016 december;115.6;4.5;0.3;58420
2391;Totaal;10-12 Voedings-, genotmiddelenindustrie;2016;111.9;0.8;;58420
2392;Totaal;10-12 Voedings-, genotmiddelenindustrie;2017 januari;116.7;6.2;0.9;58420
2393;Totaal;10-12 Voedings-, genotmiddelenindustrie;2017 februari;117.1;7.2;0.3;58420
2394;Totaal;10-12 Voedings-, genotmiddelenindustrie;2017 maart;117.0;6.5;-0.1;58420
2395;Totaal;10-12 Voedings-, genotmiddelenindustrie;2017 april;117.1;7.4;0.1;58420
2396;Totaal;10-12 Voedings-, genotmiddelenindustrie;2017 mei;117.3;6.9;0.1;58420
2397;Totaal;10-12 Voedings-, genotmiddelenindustrie;2017 juni;116.8;4.9;-0.4;58420
2398;Totaal;10-12 Voedings-, genotmiddelenindustrie;2017 juli;116.5;4.0;-0.2;58420
2399;Totaal;10-12 Voedings-, genotmiddelenindustrie;2017 augustus;116.2;3.4;-0.3;58420
2400;Totaal;10-12 Voedings-, genotmiddelenindustrie;2017 september;116.6;2.7;0.3;58420
2401;Totaal;10-12 Voedings-, genotmiddelenindustrie;2017 oktober;116.2;1.4;-0.3;58420
2402;Totaal;10-12 Voedings-, genotmiddelenindustrie;2017 november;115.9;0.6;-0.2;58420
2403;Totaal;10-12 Voedings-, genotmiddelenindustrie;2017 december;115.8;0.1;-0.1;58420
2404;Totaal;10-12 Voedings-, genotmiddelenindustrie;2017;116.6;4.2;;58420
2405;Totaal;10 Voedingsmiddelenindustrie;1981 januari;76.8;;;0
2406;Totaal;10 Voedingsmiddelenindustrie;1981 februari;77.1;;0.3;0
2407;Totaal;10 Voedingsmiddelenindustrie;1981 maart;77.8;;0.9;0
2408;Totaal;10 Voedingsmiddelenindustrie;1981 april;78.3;;0.7;0
2409;Totaal;10 Voedingsmiddelenindustrie;1981 mei;79.3;;1.4;0
2410;Totaal;10 Voedingsmiddelenindustrie;1981 juni;80.2;;1.1;0
2411;Totaal;10 Voedingsmiddelenindustrie;1981 juli;81.2;;1.2;0
2412;Totaal;10 Voedingsmiddelenindustrie;1981 augustus;82.0;;1.0;0
2413;Totaal;10 Voedingsmiddelenindustrie;1981 september;82.9;;1.0;0
2414;Totaal;10 Voedingsmiddelenindustrie;1981 oktober;82.6;;-0.3;0
2415;Totaal;10 Voedingsmiddelenindustrie;1981 november;82.7;;0.1;0
2416;Totaal;10 Voedingsmiddelenindustrie;1981 december;82.7;;0.0;0
2417;Totaal;10 Voedingsmiddelenindustrie;1981;80.3;;;0
2418;Totaal;10 Voedingsmiddelenindustrie;1982 januari;83.1;8.1;0.4;0
2419;Totaal;10 Voedingsmiddelenindustrie;1982 februari;83.2;7.9;0.1;0
2420;Totaal;10 Voedingsmiddelenindustrie;1982 maart;83.2;7.0;0.0;0
