ID;Woningtype;EigendomWoning;Huishoudenskenmerken;RegioS;Perioden;WoningenInVoorraad_1
239;Totaal;Totaal;10000;Zuidwest-Overijssel (CR);2022;66590.0
240;Totaal;Totaal;10000;Twente (CR);2015;251650.0
241;Totaal;Totaal;10000;Twente (CR);2016;253180.0
242;Totaal;Totaal;10000;Twente (CR);2017;254010.0
243;Totaal;Totaal;10000;Twente (CR);2018;256160.0
244;Totaal;Totaal;10000;Twente (CR);2019;258045.0
245;Totaal;Totaal;10000;Twente (CR);2020;260475.0
246;Totaal;Totaal;10000;Twente (CR);2021;262515.0
247;Totaal;Totaal;10000;Twente (CR);2022;262990.0
248;Totaal;Totaal;10000;Veluwe (CR);2015;257770.0
249;Totaal;Totaal;10000;Veluwe (CR);2016;258760.0
250;Totaal;Totaal;10000;Veluwe (CR);2017;261965.0
251;Totaal;Totaal;10000;Veluwe (CR);2018;265635.0
252;Totaal;Totaal;10000;Veluwe (CR);2019;269675.0
253;Totaal;Totaal;10000;Veluwe (CR);2020;274145.0
254;Totaal;Totaal;10000;Veluwe (CR);2021;277970.0
255;Totaal;Totaal;10000;Veluwe (CR);2022;279980.0
256;Totaal;Totaal;10000;Achterhoek (CR);2015;163295.0
257;Totaal;Totaal;10000;Achterhoek (CR);2016;164715.0
258;Totaal;Totaal;10000;Achterhoek (CR);2017;165685.0
259;Totaal;Totaal;10000;Achterhoek (CR);2018;166960.0
260;Totaal;Totaal;10000;Achterhoek (CR);2019;167780.0
261;Totaal;Totaal;10000;Achterhoek (CR);2020;169250.0
262;Totaal;Totaal;10000;Achterhoek (CR);2021;170535.0
263;Totaal;Totaal;10000;Achterhoek (CR);2022;171220.0
264;Totaal;Totaal;10000;Arnhem/Nijmegen (CR);2015;299530.0
265;Totaal;Totaal;10000;Arnhem/Nijmegen (CR);2016;300810.0
266;Totaal;Totaal;10000;Arnhem/Nijmegen (CR);2017;304515.0
267;Totaal;Totaal;10000;Arnhem/Nijmegen (CR);2018;308360.0
268;Totaal;Totaal;10000;Arnhem/Nijmegen (CR);2019;311530.0
269;Totaal;Totaal;10000;Arnhem/Nijmegen (CR);2020;314965.0
270;Totaal;Totaal;10000;Arnhem/Nijmegen (CR);2021;318540.0
271;Totaal;Totaal;10000;Arnhem/Nijmegen (CR);2022;319960.0
272;Totaal;Totaal;10000;Zuidwest-Gelderland (CR);2015;90145.0
273;Totaal;Totaal;10000;Zuidwest-Gelderland (CR);2016;91235.0
274;Totaal;Totaal;10000;Zuidwest-Gelderland (CR);2017;92305.0
275;Totaal;Totaal;10000;Zuidwest-Gelderland (CR);2018;93300.0
276;Totaal;Totaal;10000;Zuidwest-Gelderland (CR);2019;94530.0
277;Totaal;Totaal;10000;Zuidwest-Gelderland (CR);2020;95630.0
278;Totaal;Totaal;10000;Zuidwest-Gelderland (CR);2021;96705.0
279;Totaal;Totaal;10000;Zuidwest-Gelderland (CR);2022;97190.0
280;Totaal;Totaal;10000;Utrecht (CR);2015;499840.0
281;Totaal;Totaal;10000;Utrecht (CR);2016;505815.0
282;Totaal;Totaal;10000;Utrecht (CR);2017;510400.0
283;Totaal;Totaal;10000;Utrecht (CR);2018;517180.0
284;Totaal;Totaal;10000;Utrecht (CR);2019;538250.0
285;Totaal;Totaal;10000;Utrecht (CR);2020;546175.0
286;Totaal;Totaal;10000;Utrecht (CR);2021;553985.0
287;Totaal;Totaal;10000;Utrecht (CR);2022;558845.0
288;Totaal;Totaal;10000;Kop van Noord-Holland (CR);2015;153100.0
289;Totaal;Totaal;10000;Kop van Noord-Holland (CR);2016;154360.0
290;Totaal;Totaal;10000;Kop van Noord-Holland (CR);2017;155050.0
291;Totaal;Totaal;10000;Kop van Noord-Holland (CR);2018;155955.0
292;Totaal;Totaal;10000;Kop van Noord-Holland (CR);2019;156920.0
293;Totaal;Totaal;10000;Kop van Noord-Holland (CR);2020;158585.0
294;Totaal;Totaal;10000;Kop van Noord-Holland (CR);2021;160260.0
295;Totaal;Totaal;10000;Kop van Noord-Holland (CR);2022;161095.0
296;Totaal;Totaal;10000;Alkmaar en omgeving (CR);2015;100615.0
297;Totaal;Totaal;10000;Alkmaar en omgeving (CR);2016;101640.0
298;Totaal;Totaal;10000;Alkmaar en omgeving (CR);2017;102515.0
299;Totaal;Totaal;10000;Alkmaar en omgeving (CR);2018;103470.0
300;Totaal;Totaal;10000;Alkmaar en omgeving (CR);2019;104495.0
301;Totaal;Totaal;10000;Alkmaar en omgeving (CR);2020;105730.0
302;Totaal;Totaal;10000;Alkmaar en omgeving (CR);2021;107455.0
303;Totaal;Totaal;10000;Alkmaar en omgeving (CR);2022;108575.0
304;Totaal;Totaal;10000;IJmond (CR);2015;81700.0
305;Totaal;Totaal;10000;IJmond (CR);2016;82390.0
306;Totaal;Totaal;10000;IJmond (CR);2017;82605.0
307;Totaal;Totaal;10000;IJmond (CR);2018;82930.0
308;Totaal;Totaal;10000;IJmond (CR);2019;83650.0
309;Totaal;Totaal;10000;IJmond (CR);2020;84400.0
310;Totaal;Totaal;10000;IJmond (CR);2021;84840.0
311;Totaal;Totaal;10000;IJmond (CR);2022;85070.0
312;Totaal;Totaal;10000;Agglomeratie Haarlem (CR);2015;97465.0
313;Totaal;Totaal;10000;Agglomeratie Haarlem (CR);2016;98145.0
314;Totaal;Totaal;10000;Agglomeratie Haarlem (CR);2017;99070.0
315;Totaal;Totaal;10000;Agglomeratie Haarlem (CR);2018;100020.0
316;Totaal;Totaal;10000;Agglomeratie Haarlem (CR);2019;98760.0
317;Totaal;Totaal;10000;Agglomeratie Haarlem (CR);2020;99655.0
318;Totaal;Totaal;10000;Agglomeratie Haarlem (CR);2021;100450.0
319;Totaal;Totaal;10000;Agglomeratie Haarlem (CR);2022;100915.0
320;Totaal;Totaal;10000;Zaanstreek (CR);2015;69035.0
321;Totaal;Totaal;10000;Zaanstreek (CR);2016;69805.0
322;Totaal;Totaal;10000;Zaanstreek (CR);2017;70320.0
323;Totaal;Totaal;10000;Zaanstreek (CR);2018;70625.0
324;Totaal;Totaal;10000;Zaanstreek (CR);2019;70905.0
325;Totaal;Totaal;10000;Zaanstreek (CR);2020;71180.0
326;Totaal;Totaal;10000;Zaanstreek (CR);2021;71860.0
327;Totaal;Totaal;10000;Zaanstreek (CR);2022;72120.0
328;Totaal;Totaal;10000;Groot-Amsterdam (CR);2015;568325.0
329;Totaal;Totaal;10000;Groot-Amsterdam (CR);2016;570280.0
330;Totaal;Totaal;10000;Groot-Amsterdam (CR);2017;576100.0
331;Totaal;Totaal;10000;Groot-Amsterdam (CR);2018;585110.0
332;Totaal;Totaal;10000;Groot-Amsterdam (CR);2019;597030.0
333;Totaal;Totaal;10000;Groot-Amsterdam (CR);2020;603610.0
334;Totaal;Totaal;10000;Groot-Amsterdam (CR);2021;614455.0
335;Totaal;Totaal;10000;Groot-Amsterdam (CR);2022;623360.0
336;Totaal;Totaal;10000;Het Gooi en Vechtstreek (CR);2015;104345.0
337;Totaal;Totaal;10000;Het Gooi en Vechtstreek (CR);2016;105855.0
338;Totaal;Totaal;10000;Het Gooi en Vechtstreek (CR);2017;106940.0
339;Totaal;Totaal;10000;Het Gooi en Vechtstreek (CR);2018;107895.0
340;Totaal;Totaal;10000;Het Gooi en Vechtstreek (CR);2019;108730.0
341;Totaal;Totaal;10000;Het Gooi en Vechtstreek (CR);2020;110025.0
342;Totaal;Totaal;10000;Het Gooi en Vechtstreek (CR);2021;111015.0
343;Totaal;Totaal;10000;Het Gooi en Vechtstreek (CR);2022;111770.0
344;Totaal;Totaal;10000;Agglomeratie Leiden en Bollenstreek (CR);2015;167710.0
345;Totaal;Totaal;10000;Agglomeratie Leiden en Bollenstreek (CR);2016;170420.0
346;Totaal;Totaal;10000;Agglomeratie Leiden en Bollenstreek (CR);2017;172920.0
347;Totaal;Totaal;10000;Agglomeratie Leiden en Bollenstreek (CR);2018;174625.0
348;Totaal;Totaal;10000;Agglomeratie Leiden en Bollenstreek (CR);2019;176685.0
349;Totaal;Totaal;10000;Agglomeratie Leiden en Bollenstreek (CR);2020;179580.0
350;Totaal;Totaal;10000;Agglomeratie Leiden en Bollenstreek (CR);2021;182410.0
351;Totaal;Totaal;10000;Agglomeratie Leiden en Bollenstreek (CR);2022;184190.0
352;Totaal;Totaal;10000;Agglomeratie 's-Gravenhage (CR);2015;355395.0
353;Totaal;Totaal;10000;Agglomeratie 's-Gravenhage (CR);2016;359440.0
354;Totaal;Totaal;10000;Agglomeratie 's-Gravenhage (CR);2017;363455.0
355;Totaal;Totaal;10000;Agglomeratie 's-Gravenhage (CR);2018;366325.0
356;Totaal;Totaal;10000;Agglomeratie 's-Gravenhage (CR);2019;369630.0
357;Totaal;Totaal;10000;Agglomeratie 's-Gravenhage (CR);2020;374020.0
358;Totaal;Totaal;10000;Agglomeratie 's-Gravenhage (CR);2021;378565.0
359;Totaal;Totaal;10000;Agglomeratie 's-Gravenhage (CR);2022;381660.0
360;Totaal;Totaal;10000;Delft en Westland (CR);2015;90640.0
361;Totaal;Totaal;10000;Delft en Westland (CR);2016;91750.0
362;Totaal;Totaal;10000;Delft en Westland (CR);2017;92445.0
363;Totaal;Totaal;10000;Delft en Westland (CR);2018;93925.0
364;Totaal;Totaal;10000;Delft en Westland (CR);2019;94825.0
365;Totaal;Totaal;10000;Delft en Westland (CR);2020;96480.0
366;Totaal;Totaal;10000;Delft en Westland (CR);2021;97925.0
367;Totaal;Totaal;10000;Delft en Westland (CR);2022;98420.0
368;Totaal;Totaal;10000;Oost-Zuid-Holland (CR);2015;128375.0
369;Totaal;Totaal;10000;Oost-Zuid-Holland (CR);2016;130220.0
370;Totaal;Totaal;10000;Oost-Zuid-Holland (CR);2017;132215.0
371;Totaal;Totaal;10000;Oost-Zuid-Holland (CR);2018;134295.0
372;Totaal;Totaal;10000;Oost-Zuid-Holland (CR);2019;135600.0
373;Totaal;Totaal;10000;Oost-Zuid-Holland (CR);2020;137585.0
374;Totaal;Totaal;10000;Oost-Zuid-Holland (CR);2021;139090.0
375;Totaal;Totaal;10000;Oost-Zuid-Holland (CR);2022;140480.0
376;Totaal;Totaal;10000;Groot-Rijnmond (CR);2015;600090.0
377;Totaal;Totaal;10000;Groot-Rijnmond (CR);2016;602765.0
378;Totaal;Totaal;10000;Groot-Rijnmond (CR);2017;606875.0
379;Totaal;Totaal;10000;Groot-Rijnmond (CR);2018;608995.0
380;Totaal;Totaal;10000;Groot-Rijnmond (CR);2019;613495.0
381;Totaal;Totaal;10000;Groot-Rijnmond (CR);2020;618685.0
382;Totaal;Totaal;10000;Groot-Rijnmond (CR);2021;622395.0
383;Totaal;Totaal;10000;Groot-Rijnmond (CR);2022;625615.0
384;Totaal;Totaal;10000;Zuidoost-Zuid-Holland (CR);2015;162550.0
385;Totaal;Totaal;10000;Zuidoost-Zuid-Holland (CR);2016;163600.0
386;Totaal;Totaal;10000;Zuidoost-Zuid-Holland (CR);2017;164525.0
387;Totaal;Totaal;10000;Zuidoost-Zuid-Holland (CR);2018;165380.0
388;Totaal;Totaal;10000;Zuidoost-Zuid-Holland (CR);2019;152705.0
389;Totaal;Totaal;10000;Zuidoost-Zuid-Holland (CR);2020;154010.0
390;Totaal;Totaal;10000;Zuidoost-Zuid-Holland (CR);2021;155370.0
391;Totaal;Totaal;10000;Zuidoost-Zuid-Holland (CR);2022;155835.0
