ID;Woningtype;EigendomWoning;Huishoudenskenmerken;RegioS;Perioden;WoningenInVoorraad_1
0;Totaal;Totaal;10000;Nederland;2015;6971110.0
1;Totaal;Totaal;10000;Nederland;2016;7032115.0
2;Totaal;Totaal;10000;Nederland;2017;7094285.0
3;Totaal;Totaal;10000;Nederland;2018;7164240.0
4;Totaal;Totaal;10000;Nederland;2019;7235150.0
5;Totaal;Totaal;10000;Nederland;2020;7316595.0
6;Totaal;Totaal;10000;Nederland;2021;7398745.0
7;Totaal;Totaal;10000;Nederland;2022;7450855.0
8;Totaal;Totaal;10000;Noord-Nederland (LD);2015;719570.0
9;Totaal;Totaal;10000;Noord-Nederland (LD);2016;726420.0
10;Totaal;Totaal;10000;Noord-Nederland (LD);2017;730360.0
11;Totaal;Totaal;10000;Noord-Nederland (LD);2018;736205.0
12;Totaal;Totaal;10000;Noord-Nederland (LD);2019;742435.0
13;Totaal;Totaal;10000;Noord-Nederland (LD);2020;749685.0
14;Totaal;Totaal;10000;Noord-Nederland (LD);2021;756170.0
15;Totaal;Totaal;10000;Noord-Nederland (LD);2022;759685.0
16;Totaal;Totaal;10000;Oost-Nederland (LD);2015;1416485.0
17;Totaal;Totaal;10000;Oost-Nederland (LD);2016;1427905.0
18;Totaal;Totaal;10000;Oost-Nederland (LD);2017;1441815.0
19;Totaal;Totaal;10000;Oost-Nederland (LD);2018;1459010.0
20;Totaal;Totaal;10000;Oost-Nederland (LD);2019;1475040.0
21;Totaal;Totaal;10000;Oost-Nederland (LD);2020;1493670.0
22;Totaal;Totaal;10000;Oost-Nederland (LD);2021;1510760.0
23;Totaal;Totaal;10000;Oost-Nederland (LD);2022;1519410.0
24;Totaal;Totaal;10000;West-Nederland (LD);2015;3342275.0
25;Totaal;Totaal;10000;West-Nederland (LD);2016;3370650.0
26;Totaal;Totaal;10000;West-Nederland (LD);2017;3400675.0
27;Totaal;Totaal;10000;West-Nederland (LD);2018;3433015.0
28;Totaal;Totaal;10000;West-Nederland (LD);2019;3468560.0
29;Totaal;Totaal;10000;West-Nederland (LD);2020;3508375.0
30;Totaal;Totaal;10000;West-Nederland (LD);2021;3549840.0
31;Totaal;Totaal;10000;West-Nederland (LD);2022;3578775.0
32;Totaal;Totaal;10000;Zuid-Nederland (LD);2015;1492775.0
33;Totaal;Totaal;10000;Zuid-Nederland (LD);2016;1507140.0
34;Totaal;Totaal;10000;Zuid-Nederland (LD);2017;1521440.0
35;Totaal;Totaal;10000;Zuid-Nederland (LD);2018;1536010.0
36;Totaal;Totaal;10000;Zuid-Nederland (LD);2019;1549115.0
37;Totaal;Totaal;10000;Zuid-Nederland (LD);2020;1564865.0
38;Totaal;Totaal;10000;Zuid-Nederland (LD);2021;1581975.0
39;Totaal;Totaal;10000;Zuid-Nederland (LD);2022;1592985.0
40;Totaal;Totaal;10000;Niet in te delen (LD);2015;
41;Totaal;Totaal;10000;Niet in te delen (LD);2016;
42;Totaal;Totaal;10000;Niet in te delen (LD);2017;
43;Totaal;Totaal;10000;Niet in te delen (LD);2018;
44;Totaal;Totaal;10000;Niet in te delen (LD);2019;
45;Totaal;Totaal;10000;Niet in te delen (LD);2020;
46;Totaal;Totaal;10000;Niet in te delen (LD);2021;
47;Totaal;Totaal;10000;Niet in te delen (LD);2022;
48;Totaal;Totaal;10000;Groningen (PV);2015;247340.0
49;Totaal;Totaal;10000;Groningen (PV);2016;250620.0
50;Totaal;Totaal;10000;Groningen (PV);2017;251095.0
51;Totaal;Totaal;10000;Groningen (PV);2018;253540.0
52;Totaal;Totaal;10000;Groningen (PV);2019;256035.0
53;Totaal;Totaal;10000;Groningen (PV);2020;259790.0
54;Totaal;Totaal;10000;Groningen (PV);2021;261800.0
55;Totaal;Totaal;10000;Groningen (PV);2022;263500.0
56;Totaal;Totaal;10000;Fryslân (PV);2015;270965.0
57;Totaal;Totaal;10000;Fryslân (PV);2016;272880.0
58;Totaal;Totaal;10000;Fryslân (PV);2017;274855.0
59;Totaal;Totaal;10000;Fryslân (PV);2018;276810.0
60;Totaal;Totaal;10000;Fryslân (PV);2019;279040.0
61;Totaal;Totaal;10000;Fryslân (PV);2020;281130.0
62;Totaal;Totaal;10000;Fryslân (PV);2021;283595.0
63;Totaal;Totaal;10000;Fryslân (PV);2022;284955.0
64;Totaal;Totaal;10000;Drenthe (PV);2015;201265.0
65;Totaal;Totaal;10000;Drenthe (PV);2016;202920.0
66;Totaal;Totaal;10000;Drenthe (PV);2017;204410.0
67;Totaal;Totaal;10000;Drenthe (PV);2018;205850.0
68;Totaal;Totaal;10000;Drenthe (PV);2019;207355.0
69;Totaal;Totaal;10000;Drenthe (PV);2020;208765.0
70;Totaal;Totaal;10000;Drenthe (PV);2021;210780.0
71;Totaal;Totaal;10000;Drenthe (PV);2022;211225.0
72;Totaal;Totaal;10000;Overijssel (PV);2015;454960.0
73;Totaal;Totaal;10000;Overijssel (PV);2016;459905.0
74;Totaal;Totaal;10000;Overijssel (PV);2017;462720.0
75;Totaal;Totaal;10000;Overijssel (PV);2018;467725.0
76;Totaal;Totaal;10000;Overijssel (PV);2019;472350.0
77;Totaal;Totaal;10000;Overijssel (PV);2020;477780.0
78;Totaal;Totaal;10000;Overijssel (PV);2021;481640.0
79;Totaal;Totaal;10000;Overijssel (PV);2022;483505.0
80;Totaal;Totaal;10000;Flevoland (PV);2015;150785.0
81;Totaal;Totaal;10000;Flevoland (PV);2016;152485.0
82;Totaal;Totaal;10000;Flevoland (PV);2017;154625.0
83;Totaal;Totaal;10000;Flevoland (PV);2018;157035.0
84;Totaal;Totaal;10000;Flevoland (PV);2019;159175.0
85;Totaal;Totaal;10000;Flevoland (PV);2020;161895.0
86;Totaal;Totaal;10000;Flevoland (PV);2021;165370.0
87;Totaal;Totaal;10000;Flevoland (PV);2022;167555.0
88;Totaal;Totaal;10000;Gelderland (PV);2015;810740.0
89;Totaal;Totaal;10000;Gelderland (PV);2016;815520.0
90;Totaal;Totaal;10000;Gelderland (PV);2017;824465.0
91;Totaal;Totaal;10000;Gelderland (PV);2018;834255.0
92;Totaal;Totaal;10000;Gelderland (PV);2019;843515.0
93;Totaal;Totaal;10000;Gelderland (PV);2020;853995.0
94;Totaal;Totaal;10000;Gelderland (PV);2021;863745.0
95;Totaal;Totaal;10000;Gelderland (PV);2022;868355.0
96;Totaal;Totaal;10000;Utrecht (PV);2015;499840.0
97;Totaal;Totaal;10000;Utrecht (PV);2016;505815.0
98;Totaal;Totaal;10000;Utrecht (PV);2017;510400.0
99;Totaal;Totaal;10000;Utrecht (PV);2018;517180.0
100;Totaal;Totaal;10000;Utrecht (PV);2019;538250.0
101;Totaal;Totaal;10000;Utrecht (PV);2020;546175.0
102;Totaal;Totaal;10000;Utrecht (PV);2021;553985.0
103;Totaal;Totaal;10000;Utrecht (PV);2022;558845.0
104;Totaal;Totaal;10000;Noord-Holland (PV);2015;1174580.0
105;Totaal;Totaal;10000;Noord-Holland (PV);2016;1182470.0
106;Totaal;Totaal;10000;Noord-Holland (PV);2017;1192600.0
107;Totaal;Totaal;10000;Noord-Holland (PV);2018;1206010.0
108;Totaal;Totaal;10000;Noord-Holland (PV);2019;1220495.0
109;Totaal;Totaal;10000;Noord-Holland (PV);2020;1233190.0
110;Totaal;Totaal;10000;Noord-Holland (PV);2021;1250330.0
111;Totaal;Totaal;10000;Noord-Holland (PV);2022;1262905.0
112;Totaal;Totaal;10000;Zuid-Holland (PV);2015;1504755.0
113;Totaal;Totaal;10000;Zuid-Holland (PV);2016;1518190.0
114;Totaal;Totaal;10000;Zuid-Holland (PV);2017;1532440.0
115;Totaal;Totaal;10000;Zuid-Holland (PV);2018;1543545.0
116;Totaal;Totaal;10000;Zuid-Holland (PV);2019;1542945.0
117;Totaal;Totaal;10000;Zuid-Holland (PV);2020;1560360.0
118;Totaal;Totaal;10000;Zuid-Holland (PV);2021;1575755.0
119;Totaal;Totaal;10000;Zuid-Holland (PV);2022;1586205.0
120;Totaal;Totaal;10000;Zeeland (PV);2015;163100.0
121;Totaal;Totaal;10000;Zeeland (PV);2016;164170.0
122;Totaal;Totaal;10000;Zeeland (PV);2017;165235.0
123;Totaal;Totaal;10000;Zeeland (PV);2018;166275.0
124;Totaal;Totaal;10000;Zeeland (PV);2019;166870.0
125;Totaal;Totaal;10000;Zeeland (PV);2020;168655.0
126;Totaal;Totaal;10000;Zeeland (PV);2021;169770.0
127;Totaal;Totaal;10000;Zeeland (PV);2022;170825.0
128;Totaal;Totaal;10000;Noord-Brabant (PV);2015;1012915.0
129;Totaal;Totaal;10000;Noord-Brabant (PV);2016;1024080.0
130;Totaal;Totaal;10000;Noord-Brabant (PV);2017;1035570.0
131;Totaal;Totaal;10000;Noord-Brabant (PV);2018;1047440.0
132;Totaal;Totaal;10000;Noord-Brabant (PV);2019;1058225.0
133;Totaal;Totaal;10000;Noord-Brabant (PV);2020;1070415.0
134;Totaal;Totaal;10000;Noord-Brabant (PV);2021;1083035.0
135;Totaal;Totaal;10000;Noord-Brabant (PV);2022;1092005.0
136;Totaal;Totaal;10000;Limburg (PV);2015;479865.0
137;Totaal;Totaal;10000;Limburg (PV);2016;483065.0
138;Totaal;Totaal;10000;Limburg (PV);2017;485865.0
139;Totaal;Totaal;10000;Limburg (PV);2018;488570.0
140;Totaal;Totaal;10000;Limburg (PV);2019;490890.0
141;Totaal;Totaal;10000;Limburg (PV);2020;494450.0
142;Totaal;Totaal;10000;Limburg (PV);2021;498940.0
143;Totaal;Totaal;10000;Limburg (PV);2022;500980.0
144;Totaal;Totaal;10000;Niet in te delen (PV);2015;
145;Totaal;Totaal;10000;Niet in te delen (PV);2016;
146;Totaal;Totaal;10000;Niet in te delen (PV);2017;
147;Totaal;Totaal;10000;Niet in te delen (PV);2018;
148;Totaal;Totaal;10000;Niet in te delen (PV);2019;
149;Totaal;Totaal;10000;Niet in te delen (PV);2020;
150;Totaal;Totaal;10000;Niet in te delen (PV);2021;
151;Totaal;Totaal;10000;Niet in te delen (PV);2022;
152;Totaal;Totaal;10000;Oost-Groningen (CR);2015;63735.0
153;Totaal;Totaal;10000;Oost-Groningen (CR);2016;64055.0
154;Totaal;Totaal;10000;Oost-Groningen (CR);2017;64210.0
155;Totaal;Totaal;10000;Oost-Groningen (CR);2018;59255.0
156;Totaal;Totaal;10000;Oost-Groningen (CR);2019;59425.0
157;Totaal;Totaal;10000;Oost-Groningen (CR);2020;59680.0
158;Totaal;Totaal;10000;Oost-Groningen (CR);2021;59855.0
159;Totaal;Totaal;10000;Oost-Groningen (CR);2022;59925.0
160;Totaal;Totaal;10000;Delfzijl en omgeving (CR);2015;20595.0
161;Totaal;Totaal;10000;Delfzijl en omgeving (CR);2016;20610.0
162;Totaal;Totaal;10000;Delfzijl en omgeving (CR);2017;20610.0
163;Totaal;Totaal;10000;Delfzijl en omgeving (CR);2018;20590.0
164;Totaal;Totaal;10000;Delfzijl en omgeving (CR);2019;20590.0
165;Totaal;Totaal;10000;Delfzijl en omgeving (CR);2020;20545.0
166;Totaal;Totaal;10000;Delfzijl en omgeving (CR);2021;20430.0
167;Totaal;Totaal;10000;Delfzijl en omgeving (CR);2022;20455.0
168;Totaal;Totaal;10000;Overig Groningen (CR);2015;163010.0
169;Totaal;Totaal;10000;Overig Groningen (CR);2016;165955.0
170;Totaal;Totaal;10000;Overig Groningen (CR);2017;166275.0
171;Totaal;Totaal;10000;Overig Groningen (CR);2018;173695.0
172;Totaal;Totaal;10000;Overig Groningen (CR);2019;176020.0
173;Totaal;Totaal;10000;Overig Groningen (CR);2020;179560.0
174;Totaal;Totaal;10000;Overig Groningen (CR);2021;181515.0
175;Totaal;Totaal;10000;Overig Groningen (CR);2022;183120.0
176;Totaal;Totaal;10000;Noord-Friesland (CR);2015;136905.0
177;Totaal;Totaal;10000;Noord-Friesland (CR);2016;138010.0
178;Totaal;Totaal;10000;Noord-Friesland (CR);2017;139080.0
179;Totaal;Totaal;10000;Noord-Friesland (CR);2018;138030.0
180;Totaal;Totaal;10000;Noord-Friesland (CR);2019;139430.0
181;Totaal;Totaal;10000;Noord-Friesland (CR);2020;140805.0
182;Totaal;Totaal;10000;Noord-Friesland (CR);2021;142145.0
183;Totaal;Totaal;10000;Noord-Friesland (CR);2022;143165.0
184;Totaal;Totaal;10000;Zuidwest-Friesland (CR);2015;56195.0
185;Totaal;Totaal;10000;Zuidwest-Friesland (CR);2016;56590.0
186;Totaal;Totaal;10000;Zuidwest-Friesland (CR);2017;57005.0
187;Totaal;Totaal;10000;Zuidwest-Friesland (CR);2018;59655.0
188;Totaal;Totaal;10000;Zuidwest-Friesland (CR);2019;59950.0
189;Totaal;Totaal;10000;Zuidwest-Friesland (CR);2020;60355.0
190;Totaal;Totaal;10000;Zuidwest-Friesland (CR);2021;60780.0
191;Totaal;Totaal;10000;Zuidwest-Friesland (CR);2022;60855.0
192;Totaal;Totaal;10000;Zuidoost-Friesland (CR);2015;77870.0
193;Totaal;Totaal;10000;Zuidoost-Friesland (CR);2016;78280.0
194;Totaal;Totaal;10000;Zuidoost-Friesland (CR);2017;78770.0
195;Totaal;Totaal;10000;Zuidoost-Friesland (CR);2018;79120.0
196;Totaal;Totaal;10000;Zuidoost-Friesland (CR);2019;79660.0
197;Totaal;Totaal;10000;Zuidoost-Friesland (CR);2020;79970.0
198;Totaal;Totaal;10000;Zuidoost-Friesland (CR);2021;80670.0
199;Totaal;Totaal;10000;Zuidoost-Friesland (CR);2022;80935.0
200;Totaal;Totaal;10000;Noord-Drenthe (CR);2015;78000.0
201;Totaal;Totaal;10000;Noord-Drenthe (CR);2016;78805.0
202;Totaal;Totaal;10000;Noord-Drenthe (CR);2017;79315.0
203;Totaal;Totaal;10000;Noord-Drenthe (CR);2018;79995.0
204;Totaal;Totaal;10000;Noord-Drenthe (CR);2019;80835.0
205;Totaal;Totaal;10000;Noord-Drenthe (CR);2020;81455.0
206;Totaal;Totaal;10000;Noord-Drenthe (CR);2021;82325.0
207;Totaal;Totaal;10000;Noord-Drenthe (CR);2022;82435.0
208;Totaal;Totaal;10000;Zuidoost-Drenthe (CR);2015;69995.0
209;Totaal;Totaal;10000;Zuidoost-Drenthe (CR);2016;70265.0
210;Totaal;Totaal;10000;Zuidoost-Drenthe (CR);2017;70710.0
211;Totaal;Totaal;10000;Zuidoost-Drenthe (CR);2018;71025.0
212;Totaal;Totaal;10000;Zuidoost-Drenthe (CR);2019;71305.0
213;Totaal;Totaal;10000;Zuidoost-Drenthe (CR);2020;71575.0
214;Totaal;Totaal;10000;Zuidoost-Drenthe (CR);2021;72235.0
215;Totaal;Totaal;10000;Zuidoost-Drenthe (CR);2022;72380.0
216;Totaal;Totaal;10000;Zuidwest-Drenthe (CR);2015;53270.0
217;Totaal;Totaal;10000;Zuidwest-Drenthe (CR);2016;53850.0
218;Totaal;Totaal;10000;Zuidwest-Drenthe (CR);2017;54385.0
219;Totaal;Totaal;10000;Zuidwest-Drenthe (CR);2018;54830.0
220;Totaal;Totaal;10000;Zuidwest-Drenthe (CR);2019;55215.0
221;Totaal;Totaal;10000;Zuidwest-Drenthe (CR);2020;55735.0
222;Totaal;Totaal;10000;Zuidwest-Drenthe (CR);2021;56225.0
223;Totaal;Totaal;10000;Zuidwest-Drenthe (CR);2022;56415.0
224;Totaal;Totaal;10000;Noord-Overijssel (CR);2015;141870.0
225;Totaal;Totaal;10000;Noord-Overijssel (CR);2016;143920.0
226;Totaal;Totaal;10000;Noord-Overijssel (CR);2017;145465.0
227;Totaal;Totaal;10000;Noord-Overijssel (CR);2018;147595.0
228;Totaal;Totaal;10000;Noord-Overijssel (CR);2019;149445.0
229;Totaal;Totaal;10000;Noord-Overijssel (CR);2020;151735.0
230;Totaal;Totaal;10000;Noord-Overijssel (CR);2021;153060.0
231;Totaal;Totaal;10000;Noord-Overijssel (CR);2022;153925.0
232;Totaal;Totaal;10000;Zuidwest-Overijssel (CR);2015;61435.0
233;Totaal;Totaal;10000;Zuidwest-Overijssel (CR);2016;62800.0
234;Totaal;Totaal;10000;Zuidwest-Overijssel (CR);2017;63250.0
235;Totaal;Totaal;10000;Zuidwest-Overijssel (CR);2018;63965.0
236;Totaal;Totaal;10000;Zuidwest-Overijssel (CR);2019;64855.0
237;Totaal;Totaal;10000;Zuidwest-Overijssel (CR);2020;65570.0
238;Totaal;Totaal;10000;Zuidwest-Overijssel (CR);2021;66065.0
