ID;Geslacht;Leeftijd;Perioden;TotaalPersonenInHuishoudens_1;TotaalPersonenInParticuliereHuish_2;ThuiswonendKind_3;Alleenstaand_4;TotaalSamenwonendePersonen_5;PartnerInNietGehuwdPaarZonderKi_6;PartnerInGehuwdPaarZonderKinderen_7;PartnerInNietGehuwdPaarMetKinderen_8;PartnerInGehuwdPaarMetKinderen_9;OuderInEenouderhuishouden_10;OverigLidHuishouden_11;PersonenInInstitutioneleHuishoudens_12
1854;Totaal mannen en vrouwen;60 jaar;2019;230261;228099;949;45569.0;170091.0;15495.0;103755.0;4810.0;46031.0;8444.0;3046;2162
1855;Totaal mannen en vrouwen;60 jaar;2020;236163;233863;1061;47015.0;173672.0;16694.0;103597.0;5535.0;47846.0;9016.0;3099;2300
1856;Totaal mannen en vrouwen;60 jaar;2021;237918;235601;979;47612.0;174302.0;17314.0;101624.0;5966.0;49398.0;9526.0;3182;2317
1857;Totaal mannen en vrouwen;60 jaar;2022;243990;241552;1116;49225.0;178326.0;18748.0;102673.0;6391.0;50514.0;9836.0;3049;2438
1858;Totaal mannen en vrouwen;60 jaar;2023;246891;244410;1190;50740.0;178919.0;19095.0;99480.0;7217.0;53127.0;10366.0;3195;2481
1859;Totaal mannen en vrouwen;60 jaar;2024;251181;248631;1209;51213.0;181867.0;20161.0;98460.0;7765.0;55481.0;11077.0;3265;2550
1860;Totaal mannen en vrouwen;61 jaar;1995;138059;136910;474;21400.0;108469.0;4221.0;78250.0;453.0;25545.0;3545.0;3022;1149
1861;Totaal mannen en vrouwen;61 jaar;1996;140035;138873;455;21745.0;110252.0;4224.0;80983.0;492.0;24553.0;3398.0;3023;1162
1862;Totaal mannen en vrouwen;61 jaar;1997;140463;139231;407;22297.0;110222.0;4449.0;82405.0;458.0;22910.0;3235.0;3070;1232
1863;Totaal mannen en vrouwen;61 jaar;1998;142724;141553;442;22834.0;112138.0;4628.0;84844.0;498.0;22168.0;3093.0;3046;1171
1864;Totaal mannen en vrouwen;61 jaar;1999;143128;142033;395;23277.0;112543.0;4712.0;86800.0;465.0;20566.0;2884.0;2934;1095
1865;Totaal mannen en vrouwen;61 jaar;2000;151123;150050;372;24778.0;118858.0;5132.0;92600.0;543.0;20583.0;2935.0;3107;1073
1866;Totaal mannen en vrouwen;61 jaar;2001;153956;152881;426;25677.0;120851.0;5333.0;94765.0;511.0;20242.0;2921.0;3006;1075
1867;Totaal mannen en vrouwen;61 jaar;2002;159413;158341;378;27003.0;124800.0;5523.0;98148.0;579.0;20550.0;2936.0;3224;1072
1868;Totaal mannen en vrouwen;61 jaar;2003;154584;153653;392;26060.0;121444.0;5496.0;96295.0;550.0;19103.0;2808.0;2949;931
1869;Totaal mannen en vrouwen;61 jaar;2004;161499;160529;340;27137.0;126921.0;5730.0;100392.0;663.0;20136.0;2973.0;3158;970
1870;Totaal mannen en vrouwen;61 jaar;2005;174083;173003;385;29130.0;137155.0;6289.0;109073.0;749.0;21044.0;3087.0;3246;1080
1871;Totaal mannen en vrouwen;61 jaar;2006;182579;181517;408;30903.0;143894.0;6676.0;115011.0;777.0;21430.0;3161.0;3151;1062
1872;Totaal mannen en vrouwen;61 jaar;2007;173827;172745;389;29437.0;136783.0;6524.0;109005.0;862.0;20392.0;3189.0;2947;1082
1873;Totaal mannen en vrouwen;61 jaar;2008;240914;239401;574;41887.0;189118.0;9543.0;150954.0;1226.0;27395.0;4066.0;3756;1513
1874;Totaal mannen en vrouwen;61 jaar;2009;232554;231048;515;41206.0;181467.0;9842.0;143464.0;1247.0;26914.0;4241.0;3619;1506
1875;Totaal mannen en vrouwen;61 jaar;2010;219840;218351;505;39013.0;171185.0;9553.0;133977.0;1393.0;26262.0;4306.0;3342;1489
1876;Totaal mannen en vrouwen;61 jaar;2011;212539;210918;656;38440.0;164350.0;10085.0;126559.0;1615.0;26091.0;4389.0;3083;1621
1877;Totaal mannen en vrouwen;61 jaar;2012;208820;207249;605;38814.0;160200.0;10124.0;121340.0;1747.0;26989.0;4656.0;2974;1571
1878;Totaal mannen en vrouwen;61 jaar;2013;206833;205247;676;38745.0;158385.0;10443.0;118589.0;1883.0;27470.0;4687.0;2754;1586
1879;Totaal mannen en vrouwen;61 jaar;2014;213245;211204;688;39967.0;162600.0;11413.0;119209.0;2191.0;29787.0;5209.0;2740;2041
1880;Totaal mannen en vrouwen;61 jaar;2015;211829;209643;701;40402.0;160270.0;11702.0;115128.0;2375.0;31065.0;5509.0;2761;2186
1881;Totaal mannen en vrouwen;61 jaar;2016;214133;211911;694;41579.0;160770.0;12237.0;113195.0;2688.0;32650.0;5977.0;2891;2222
1882;Totaal mannen en vrouwen;61 jaar;2017;216574;214602;687;42848.0;161865.0;12955.0;111528.0;3145.0;34237.0;6150.0;3052;1972
1883;Totaal mannen en vrouwen;61 jaar;2018;221321;219249;731;44143.0;164413.0;13822.0;110649.0;3480.0;36462.0;6815.0;3147;2072
1884;Totaal mannen en vrouwen;61 jaar;2019;224577;222452;790;45510.0;165928.0;14659.0;109073.0;3894.0;38302.0;7190.0;3034;2125
1885;Totaal mannen en vrouwen;61 jaar;2020;228921;226754;826;46597.0;168556.0;15677.0;108397.0;4340.0;40142.0;7706.0;3069;2167
1886;Totaal mannen en vrouwen;61 jaar;2021;234687;232370;934;48161.0;172009.0;17147.0;108626.0;4871.0;41365.0;8132.0;3134;2317
1887;Totaal mannen en vrouwen;61 jaar;2022;236460;234095;832;48773.0;172589.0;17551.0;107559.0;5160.0;42319.0;8664.0;3237;2365
1888;Totaal mannen en vrouwen;61 jaar;2023;243125;240637;984;50602.0;176691.0;18622.0;107334.0;5758.0;44977.0;9084.0;3276;2488
1889;Totaal mannen en vrouwen;61 jaar;2024;245546;243120;1000;51515.0;177613.0;19599.0;105160.0;6251.0;46603.0;9561.0;3431;2426
1890;Totaal mannen en vrouwen;62 jaar;1995;140663;139385;410;22728.0;109305.0;4236.0;81710.0;394.0;22965.0;3656.0;3286;1278
1891;Totaal mannen en vrouwen;62 jaar;1996;136545;135367;411;22521.0;106102.0;4122.0;80263.0;407.0;21310.0;3297.0;3036;1178
1892;Totaal mannen en vrouwen;62 jaar;1997;138574;137409;381;22919.0;108026.0;4204.0;82965.0;428.0;20429.0;3073.0;3010;1165
1893;Totaal mannen en vrouwen;62 jaar;1998;139011;137757;332;23533.0;107920.0;4329.0;84093.0;395.0;19103.0;2930.0;3042;1254
1894;Totaal mannen en vrouwen;62 jaar;1999;141177;140039;346;23914.0;109936.0;4533.0;86671.0;409.0;18323.0;2816.0;3027;1138
1895;Totaal mannen en vrouwen;62 jaar;2000;141656;140566;316;24040.0;110555.0;4774.0;87911.0;445.0;17425.0;2622.0;3033;1090
1896;Totaal mannen en vrouwen;62 jaar;2001;149675;148619;315;25714.0;116742.0;5035.0;93618.0;506.0;17583.0;2756.0;3092;1056
1897;Totaal mannen en vrouwen;62 jaar;2002;152465;151400;358;26690.0;118688.0;5205.0;95651.0;430.0;17402.0;2666.0;2998;1065
1898;Totaal mannen en vrouwen;62 jaar;2003;157883;156830;302;27835.0;122717.0;5469.0;99123.0;553.0;17572.0;2708.0;3268;1053
1899;Totaal mannen en vrouwen;62 jaar;2004;153023;152058;328;26766.0;119397.0;5451.0;96899.0;513.0;16534.0;2593.0;2974;965
1900;Totaal mannen en vrouwen;62 jaar;2005;159871;158901;287;27824.0;124900.0;5668.0;101157.0;618.0;17457.0;2738.0;3152;970
1901;Totaal mannen en vrouwen;62 jaar;2006;172285;171213;324;30113.0;134664.0;6098.0;109878.0;640.0;18048.0;2842.0;3270;1072
1902;Totaal mannen en vrouwen;62 jaar;2007;180773;179670;337;31792.0;141524.0;6535.0;116101.0;679.0;18209.0;2900.0;3117;1103
1903;Totaal mannen en vrouwen;62 jaar;2008;172184;171049;323;30166.0;134716.0;6541.0;110095.0;765.0;17315.0;2920.0;2924;1135
1904;Totaal mannen en vrouwen;62 jaar;2009;238756;237227;471;42833.0;186434.0;9506.0;152442.0;1108.0;23378.0;3737.0;3752;1529
1905;Totaal mannen en vrouwen;62 jaar;2010;230511;228931;418;42171.0;178996.0;9754.0;145049.0;1171.0;23022.0;3803.0;3543;1580
1906;Totaal mannen en vrouwen;62 jaar;2011;218020;216455;547;39661.0;169054.0;9721.0;135420.0;1349.0;22564.0;4018.0;3175;1565
1907;Totaal mannen en vrouwen;62 jaar;2012;210857;209191;556;39382.0;162190.0;9938.0;128288.0;1461.0;22503.0;4024.0;3039;1666
1908;Totaal mannen en vrouwen;62 jaar;2013;207123;205582;520;39799.0;158149.0;10095.0;123234.0;1554.0;23266.0;4217.0;2897;1541
1909;Totaal mannen en vrouwen;62 jaar;2014;205183;203271;556;39372.0;156428.0;10493.0;120585.0;1693.0;23657.0;4263.0;2652;1912
1910;Totaal mannen en vrouwen;62 jaar;2015;211610;209547;595;40966.0;160426.0;11323.0;121330.0;2016.0;25757.0;4729.0;2831;2063
1911;Totaal mannen en vrouwen;62 jaar;2016;210154;207925;603;41314.0;158091.0;11721.0;117272.0;2132.0;26966.0;5033.0;2884;2229
1912;Totaal mannen en vrouwen;62 jaar;2017;212474;210532;580;42680.0;158712.0;12231.0;115843.0;2450.0;28188.0;5437.0;3123;1942
1913;Totaal mannen en vrouwen;62 jaar;2018;215014;212938;602;43638.0;159930.0;13015.0;114704.0;2746.0;29465.0;5657.0;3111;2076
1914;Totaal mannen en vrouwen;62 jaar;2019;219687;217598;648;44990.0;162674.0;13885.0;113910.0;3150.0;31729.0;6185.0;3101;2089
1915;Totaal mannen en vrouwen;62 jaar;2020;223075;220897;687;46283.0;164285.0;14780.0;112642.0;3514.0;33349.0;6576.0;3066;2178
1916;Totaal mannen en vrouwen;62 jaar;2021;227404;225229;699;47667.0;166765.0;15903.0;112435.0;3789.0;34638.0;6986.0;3112;2175
1917;Totaal mannen en vrouwen;62 jaar;2022;232975;230700;785;49340.0;170000.0;17278.0;113399.0;4294.0;35029.0;7344.0;3231;2275
1918;Totaal mannen en vrouwen;62 jaar;2023;235492;233084;709;50155.0;170878.0;17510.0;111343.0;4716.0;37309.0;8006.0;3336;2408
1919;Totaal mannen en vrouwen;62 jaar;2024;241603;239122;828;51422.0;175026.0;18855.0;112046.0;5049.0;39076.0;8466.0;3380;2481
1920;Totaal mannen en vrouwen;63 jaar;1995;136570;135309;352;23224.0;105102.0;4075.0;80791.0;311.0;19925.0;3467.0;3164;1261
1921;Totaal mannen en vrouwen;63 jaar;1996;138905;137612;344;23730.0;106851.0;4258.0;82956.0;362.0;19275.0;3460.0;3227;1293
1922;Totaal mannen en vrouwen;63 jaar;1997;134779;133623;331;23625.0;103625.0;4160.0;81593.0;347.0;17525.0;3045.0;2997;1156
1923;Totaal mannen en vrouwen;63 jaar;1998;136999;135809;318;24127.0;105542.0;4106.0;84082.0;333.0;17021.0;2863.0;2959;1190
1924;Totaal mannen en vrouwen;63 jaar;1999;137412;136159;274;24634.0;105614.0;4259.0;85045.0;316.0;15994.0;2664.0;2973;1253
1925;Totaal mannen en vrouwen;63 jaar;2000;139673;138559;269;24813.0;107884.0;4597.0;87501.0;382.0;15404.0;2588.0;3005;1114
1926;Totaal mannen en vrouwen;63 jaar;2001;140113;139023;268;24825.0;108484.0;4715.0;88588.0;385.0;14796.0;2466.0;2980;1090
1927;Totaal mannen en vrouwen;63 jaar;2002;148251;147166;248;26726.0;114461.0;4963.0;94065.0;435.0;14998.0;2616.0;3115;1085
1928;Totaal mannen en vrouwen;63 jaar;2003;150803;149754;277;27708.0;116369.0;5122.0;96076.0;378.0;14793.0;2445.0;2955;1049
1929;Totaal mannen en vrouwen;63 jaar;2004;156208;155135;240;28640.0;120473.0;5362.0;99519.0;503.0;15089.0;2509.0;3273;1073
1930;Totaal mannen en vrouwen;63 jaar;2005;151468;150474;262;27568.0;117305.0;5400.0;97163.0;468.0;14274.0;2417.0;2922;994
1931;Totaal mannen en vrouwen;63 jaar;2006;158206;157203;227;28885.0;122480.0;5446.0;101510.0;550.0;14974.0;2554.0;3057;1003
1932;Totaal mannen en vrouwen;63 jaar;2007;170390;169295;264;30745.0;132491.0;6074.0;110544.0;576.0;15297.0;2629.0;3166;1095
1933;Totaal mannen en vrouwen;63 jaar;2008;178934;177769;285;32586.0;139159.0;6495.0;116665.0;638.0;15361.0;2668.0;3071;1165
1934;Totaal mannen en vrouwen;63 jaar;2009;170560;169381;265;30942.0;132628.0;6508.0;110591.0;665.0;14864.0;2678.0;2868;1179
1935;Totaal mannen en vrouwen;63 jaar;2010;236571;235067;395;43961.0;183579.0;9321.0;153158.0;969.0;20131.0;3464.0;3668;1504
1936;Totaal mannen en vrouwen;63 jaar;2011;228407;226785;480;42929.0;176340.0;9904.0;145492.0;1115.0;19829.0;3666.0;3370;1622
1937;Totaal mannen en vrouwen;63 jaar;2012;216156;214555;450;40590.0;166611.0;9658.0;136317.0;1165.0;19471.0;3730.0;3174;1601
1938;Totaal mannen en vrouwen;63 jaar;2013;208919;207284;468;40373.0;159820.0;9830.0;129211.0;1278.0;19501.0;3642.0;2981;1635
1939;Totaal mannen en vrouwen;63 jaar;2014;205353;203464;446;40327.0;155915.0;10047.0;124162.0;1364.0;20342.0;3920.0;2856;1889
1940;Totaal mannen en vrouwen;63 jaar;2015;203469;201517;475;40154.0;154123.0;10351.0;121743.0;1525.0;20504.0;3997.0;2768;1952
1941;Totaal mannen en vrouwen;63 jaar;2016;209831;207682;490;41919.0;157976.0;11187.0;122662.0;1807.0;22320.0;4340.0;2957;2149
1942;Totaal mannen en vrouwen;63 jaar;2017;208453;206490;499;42402.0;155970.0;11707.0;119015.0;1959.0;23289.0;4663.0;2956;1963
1943;Totaal mannen en vrouwen;63 jaar;2018;210758;208735;494;43367.0;156770.0;12280.0;117978.0;2214.0;24298.0;5006.0;3098;2023
1944;Totaal mannen en vrouwen;63 jaar;2019;213299;211240;509;44450.0;157976.0;12913.0;117071.0;2479.0;25513.0;5270.0;3035;2059
1945;Totaal mannen en vrouwen;63 jaar;2020;218121;216017;537;45883.0;160906.0;13882.0;116649.0;2830.0;27545.0;5644.0;3047;2104
1946;Totaal mannen en vrouwen;63 jaar;2021;221404;219244;589;47193.0;162356.0;14855.0;115691.0;3107.0;28703.0;5941.0;3165;2160
1947;Totaal mannen en vrouwen;63 jaar;2022;225583;223414;578;48745.0;164631.0;15804.0;115955.0;3337.0;29535.0;6265.0;3195;2169
1948;Totaal mannen en vrouwen;63 jaar;2023;231731;229422;636;50585.0;168034.0;17082.0;116379.0;3878.0;30695.0;6819.0;3348;2309
1949;Totaal mannen en vrouwen;63 jaar;2024;233833;231439;607;50757.0;169249.0;17759.0;114945.0;4063.0;32482.0;7386.0;3440;2394
1950;Totaal mannen en vrouwen;64 jaar;1995;137618;136164;273;25286.0;104019.0;4134.0;81394.0;315.0;18176.0;3234.0;3352;1454
1951;Totaal mannen en vrouwen;64 jaar;1996;134716;133429;291;24329.0;102380.0;3983.0;81358.0;297.0;16742.0;3281.0;3148;1287
1952;Totaal mannen en vrouwen;64 jaar;1997;137014;135755;264;24931.0;104160.0;4212.0;83620.0;314.0;16014.0;3219.0;3181;1259
1953;Totaal mannen en vrouwen;64 jaar;1998;133074;131863;267;24710.0;101101.0;4007.0;82173.0;279.0;14642.0;2810.0;2975;1211
1954;Totaal mannen en vrouwen;64 jaar;1999;135223;134065;245;25208.0;102986.0;3976.0;84541.0;282.0;14187.0;2668.0;2958;1158
1955;Totaal mannen en vrouwen;64 jaar;2000;135719;134442;220;25487.0;103233.0;4247.0;85170.0;314.0;13502.0;2433.0;3069;1277
1956;Totaal mannen en vrouwen;64 jaar;2001;138052;136938;219;25776.0;105537.0;4498.0;87586.0;336.0;13117.0;2441.0;2965;1114
1957;Totaal mannen en vrouwen;64 jaar;2002;138505;137417;209;25879.0;106064.0;4485.0;88560.0;342.0;12677.0;2313.0;2952;1088
1958;Totaal mannen en vrouwen;64 jaar;2003;146443;145364;199;27667.0;111904.0;4803.0;93949.0;379.0;12773.0;2439.0;3155;1079
1959;Totaal mannen en vrouwen;64 jaar;2004;149118;148040;218;28457.0;114093.0;5031.0;95909.0;352.0;12801.0;2286.0;2986;1078
1960;Totaal mannen en vrouwen;64 jaar;2005;154409;153302;191;29476.0;118112.0;5216.0;99446.0;460.0;12990.0;2335.0;3188;1107
1961;Totaal mannen en vrouwen;64 jaar;2006;149776;148745;219;28353.0;115053.0;5254.0;97052.0;383.0;12364.0;2286.0;2834;1031
1962;Totaal mannen en vrouwen;64 jaar;2007;156479;155453;181;29595.0;120230.0;5432.0;101470.0;455.0;12873.0;2383.0;3064;1026
1963;Totaal mannen en vrouwen;64 jaar;2008;168680;167559;223;31594.0;130192.0;5950.0;110692.0;533.0;13017.0;2427.0;3123;1121
1964;Totaal mannen en vrouwen;64 jaar;2009;177164;175973;223;33456.0;136764.0;6421.0;116498.0;554.0;13291.0;2507.0;3023;1191
1965;Totaal mannen en vrouwen;64 jaar;2010;168958;167751;211;31827.0;130392.0;6371.0;110621.0;602.0;12798.0;2456.0;2865;1207
1966;Totaal mannen en vrouwen;64 jaar;2011;234345;232718;430;44676.0;180664.0;9347.0;153145.0;926.0;17246.0;3419.0;3529;1627
1967;Totaal mannen en vrouwen;64 jaar;2012;226285;224624;402;44096.0;173439.0;9619.0;145702.0;979.0;17139.0;3405.0;3282;1661
1968;Totaal mannen en vrouwen;64 jaar;2013;214113;212555;362;41703.0;163913.0;9427.0;136687.0;1078.0;16721.0;3420.0;3157;1558
1969;Totaal mannen en vrouwen;64 jaar;2014;207026;204998;397;40796.0;157427.0;9706.0;129580.0;1149.0;16992.0;3456.0;2922;2028
1970;Totaal mannen en vrouwen;64 jaar;2015;203599;201666;365;41208.0;153554.0;9856.0;124852.0;1253.0;17593.0;3653.0;2886;1933
1971;Totaal mannen en vrouwen;64 jaar;2016;201655;199651;394;41225.0;151654.0;10213.0;122431.0;1350.0;17660.0;3577.0;2801;2004
1972;Totaal mannen en vrouwen;64 jaar;2017;207996;205995;403;42994.0;155598.0;11076.0;123418.0;1682.0;19422.0;4008.0;2992;2001
1973;Totaal mannen en vrouwen;64 jaar;2018;206604;204544;425;43047.0;153653.0;11691.0;120222.0;1747.0;19993.0;4409.0;3010;2060
1974;Totaal mannen en vrouwen;64 jaar;2019;209015;206971;407;44156.0;154682.0;12213.0;119436.0;2003.0;21030.0;4624.0;3102;2044
1975;Totaal mannen en vrouwen;64 jaar;2020;211518;209387;423;45110.0;155982.0;12962.0;118648.0;2231.0;22141.0;4819.0;3053;2131
1976;Totaal mannen en vrouwen;64 jaar;2021;216248;214090;448;46741.0;158644.0;13988.0;118644.0;2487.0;23525.0;5124.0;3133;2158
1977;Totaal mannen en vrouwen;64 jaar;2022;219489;217315;477;48210.0;160061.0;14768.0;118367.0;2743.0;24183.0;5451.0;3116;2174
1978;Totaal mannen en vrouwen;64 jaar;2023;224182;221902;495;49896.0;162371.0;15557.0;117886.0;2958.0;25970.0;5805.0;3335;2280
1979;Totaal mannen en vrouwen;64 jaar;2024;229807;227464;509;51074.0;166071.0;17241.0;118822.0;3312.0;26696.0;6393.0;3417;2343
1980;Totaal mannen en vrouwen;65 jaar;1995;130313;128947;205;25157.0;97253.0;3795.0;78336.0;218.0;14904.0;3153.0;3179;1366
1981;Totaal mannen en vrouwen;65 jaar;1996;135449;133950;222;26356.0;100997.0;3899.0;81664.0;256.0;15178.0;3061.0;3314;1499
1982;Totaal mannen en vrouwen;65 jaar;1997;132686;131355;218;25491.0;99505.0;3928.0;81440.0;225.0;13912.0;3002.0;3139;1331
1983;Totaal mannen en vrouwen;65 jaar;1998;134867;133552;205;26058.0;101247.0;4072.0;83557.0;249.0;13369.0;2930.0;3112;1315
1984;Totaal mannen en vrouwen;65 jaar;1999;131190;129980;201;25831.0;98471.0;3845.0;82232.0;229.0;12165.0;2525.0;2952;1210
1985;Totaal mannen en vrouwen;65 jaar;2000;133259;132084;192;26041.0;100476.0;3928.0;84184.0;271.0;12093.0;2431.0;2944;1175
1986;Totaal mannen en vrouwen;65 jaar;2001;133928;132661;180;26480.0;100693.0;4100.0;84908.0;264.0;11421.0;2297.0;3011;1267
1987;Totaal mannen en vrouwen;65 jaar;2002;136252;135120;169;26662.0;102978.0;4307.0;87154.0;299.0;11218.0;2296.0;3015;1132
1988;Totaal mannen en vrouwen;65 jaar;2003;136611;135505;173;26713.0;103596.0;4365.0;88065.0;303.0;10863.0;2140.0;2883;1106
1989;Totaal mannen en vrouwen;65 jaar;2004;144516;143386;160;28396.0;109487.0;4707.0;93368.0;349.0;11063.0;2272.0;3071;1130
1990;Totaal mannen en vrouwen;65 jaar;2005;147153;146039;171;29097.0;111709.0;4984.0;95382.0;329.0;11014.0;2147.0;2915;1114
1991;Totaal mannen en vrouwen;65 jaar;2006;152324;151191;147;30307.0;115355.0;5036.0;98817.0;369.0;11133.0;2228.0;3154;1133
1992;Totaal mannen en vrouwen;65 jaar;2007;147934;146871;171;29105.0;112749.0;5062.0;96734.0;322.0;10631.0;2084.0;2762;1063
1993;Totaal mannen en vrouwen;65 jaar;2008;154591;153535;138;30330.0;117893.0;5361.0;101064.0;384.0;11084.0;2228.0;2946;1056
1994;Totaal mannen en vrouwen;65 jaar;2009;166541;165404;187;32406.0;127620.0;5826.0;110080.0;422.0;11292.0;2237.0;2954;1137
1995;Totaal mannen en vrouwen;65 jaar;2010;175028;173780;178;34322.0;134055.0;6148.0;115899.0;496.0;11512.0;2331.0;2894;1248
1996;Totaal mannen en vrouwen;65 jaar;2011;166954;165685;232;32426.0;127968.0;6270.0;110038.0;584.0;11076.0;2414.0;2645;1269
1997;Totaal mannen en vrouwen;65 jaar;2012;231795;230132;345;45599.0;177645.0;9148.0;152787.0;841.0;14869.0;3175.0;3368;1663
1998;Totaal mannen en vrouwen;65 jaar;2013;223702;222076;323;44959.0;170536.0;9465.0;145359.0;849.0;14863.0;3141.0;3117;1626
1999;Totaal mannen en vrouwen;65 jaar;2014;211824;209892;290;42202.0;161112.0;9218.0;136256.0;936.0;14702.0;3287.0;3001;1932
2000;Totaal mannen en vrouwen;65 jaar;2015;204833;202765;311;41724.0;154719.0;9445.0;129549.0;1024.0;14701.0;3144.0;2867;2068
2001;Totaal mannen en vrouwen;65 jaar;2016;201381;199339;298;42128.0;150678.0;9578.0;124853.0;1056.0;15191.0;3342.0;2893;2042
2002;Totaal mannen en vrouwen;65 jaar;2017;199561;197742;311;42169.0;149143.0;10043.0;122401.0;1320.0;15379.0;3256.0;2863;1819
2003;Totaal mannen en vrouwen;65 jaar;2018;206100;204042;325;43816.0;153148.0;10953.0;124044.0;1459.0;16692.0;3745.0;3008;2058
2004;Totaal mannen en vrouwen;65 jaar;2019;204712;202580;344;43839.0;151332.0;11531.0;120800.0;1571.0;17430.0;4122.0;2943;2132
2005;Totaal mannen en vrouwen;65 jaar;2020;207231;205128;332;44992.0;152457.0;12033.0;120335.0;1804.0;18285.0;4267.0;3080;2103
2006;Totaal mannen en vrouwen;65 jaar;2021;209603;207453;331;46154.0;153540.0;12859.0;119719.0;1955.0;19007.0;4360.0;3068;2150
2007;Totaal mannen en vrouwen;65 jaar;2022;214114;211950;353;47731.0;156095.0;13800.0;120048.0;2164.0;20083.0;4637.0;3134;2164
2008;Totaal mannen en vrouwen;65 jaar;2023;217945;215674;379;49307.0;157611.0;14494.0;119420.0;2384.0;21313.0;5111.0;3266;2271
2009;Totaal mannen en vrouwen;65 jaar;2024;222129;219807;388;50293.0;160361.0;15662.0;119710.0;2566.0;22423.0;5410.0;3355;2322
2010;Totaal mannen en vrouwen;66 jaar;1995;128578;127050;169;26235.0;94335.0;3790.0;77133.0;190.0;13222.0;3066.0;3245;1528
2011;Totaal mannen en vrouwen;66 jaar;1996;128037;126610;160;26312.0;94026.0;3619.0;77723.0;190.0;12494.0;2979.0;3133;1427
2012;Totaal mannen en vrouwen;66 jaar;1997;133232;131736;173;27604.0;97832.0;3886.0;81192.0;216.0;12538.0;2880.0;3247;1496
2013;Totaal mannen en vrouwen;66 jaar;1998;130590;129202;176;26657.0;96552.0;3894.0;80900.0;167.0;11591.0;2776.0;3041;1388
2014;Totaal mannen en vrouwen;66 jaar;1999;132736;131407;162;27230.0;98207.0;4008.0;82873.0;214.0;11112.0;2733.0;3075;1329
2015;Totaal mannen en vrouwen;66 jaar;2000;129161;127930;161;26670.0;95782.0;3843.0;81377.0;229.0;10333.0;2405.0;2912;1231
2016;Totaal mannen en vrouwen;66 jaar;2001;131199;129986;133;26946.0;97681.0;3863.0;83256.0;242.0;10320.0;2335.0;2891;1213
2017;Totaal mannen en vrouwen;66 jaar;2002;132035;130747;129;27432.0;97975.0;3965.0;83950.0;232.0;9828.0;2228.0;2983;1288
2018;Totaal mannen en vrouwen;66 jaar;2003;134285;133153;143;27513.0;100298.0;4237.0;86128.0;248.0;9685.0;2212.0;2987;1132
2019;Totaal mannen en vrouwen;66 jaar;2004;134504;133397;144;27442.0;100931.0;4336.0;86888.0;258.0;9449.0;2049.0;2831;1107
2020;Totaal mannen en vrouwen;66 jaar;2005;142490;141328;129;29086.0;106941.0;4646.0;92293.0;325.0;9677.0;2185.0;2987;1162
2021;Totaal mannen en vrouwen;66 jaar;2006;145030;143906;132;29938.0;109027.0;4891.0;94253.0;268.0;9615.0;2030.0;2779;1124
2022;Totaal mannen en vrouwen;66 jaar;2007;150280;149084;113;31130.0;112728.0;4924.0;97738.0;330.0;9736.0;2050.0;3063;1196
2023;Totaal mannen en vrouwen;66 jaar;2008;145916;144811;137;29745.0;110241.0;4974.0;95789.0;312.0;9166.0;1954.0;2734;1105
2024;Totaal mannen en vrouwen;66 jaar;2009;152559;151439;107;31073.0;115313.0;5273.0;100179.0;332.0;9529.0;2109.0;2837;1120
2025;Totaal mannen en vrouwen;66 jaar;2010;164506;163326;148;33285.0;124939.0;5706.0;108964.0;411.0;9858.0;2087.0;2867;1180
2026;Totaal mannen en vrouwen;66 jaar;2011;172881;171519;196;34881.0;131330.0;6187.0;114693.0;475.0;9975.0;2394.0;2718;1362
2027;Totaal mannen en vrouwen;66 jaar;2012;164904;163602;185;33121.0;125389.0;6170.0;109047.0;533.0;9639.0;2345.0;2562;1302
2028;Totaal mannen en vrouwen;66 jaar;2013;229068;227377;282;46693.0;174172.0;8996.0;151371.0;728.0;13077.0;3016.0;3214;1691
2029;Totaal mannen en vrouwen;66 jaar;2014;221130;219136;266;45610.0;167178.0;9283.0;144038.0;760.0;13097.0;3043.0;3039;1994
2030;Totaal mannen en vrouwen;66 jaar;2015;209441;207481;234;43114.0;158077.0;9086.0;135388.0;833.0;12770.0;3061.0;2995;1960
2031;Totaal mannen en vrouwen;66 jaar;2016;202457;200325;238;42651.0;151595.0;9242.0;128577.0;910.0;12866.0;2994.0;2847;2132
2032;Totaal mannen en vrouwen;66 jaar;2017;199123;197267;227;43143.0;147874.0;9419.0;124039.0;1045.0;13371.0;3098.0;2925;1856
2033;Totaal mannen en vrouwen;66 jaar;2018;197317;195344;238;42864.0;146311.0;9859.0;121943.0;1140.0;13369.0;3084.0;2847;1973
2034;Totaal mannen en vrouwen;66 jaar;2019;203761;201685;265;44743.0;150285.0;10699.0;123733.0;1273.0;14580.0;3481.0;2911;2076
2035;Totaal mannen en vrouwen;66 jaar;2020;202623;200433;271;44867.0;148730.0;11268.0;121031.0;1361.0;15070.0;3714.0;2851;2190
2036;Totaal mannen en vrouwen;66 jaar;2021;205025;202925;266;46055.0;149770.0;11831.0;120669.0;1532.0;15738.0;3845.0;2989;2100
2037;Totaal mannen en vrouwen;66 jaar;2022;207190;205025;281;47216.0;150560.0;12578.0;120251.0;1660.0;16071.0;3978.0;2990;2165
