ID;Milieudomein;BedrijfstakkenBranchesSBI2008;Perioden;ArbeidsvolumeWerkzamePersonen_1;ProductieBasisprijzen_2;BrutoToegevoegdeWaardeBasisprijzen_3;UitvoerBasisprijzen_4
316;1.Totaal milieubescherming;A-U Alle economische activiteiten;2002;80.7;12436.0;5801.0;
317;1.Totaal milieubescherming;A-U Alle economische activiteiten;2003;82.6;12887.0;6135.0;
318;1.Totaal milieubescherming;A-U Alle economische activiteiten;2004;80.9;13041.0;6145.0;
319;1.Totaal milieubescherming;A-U Alle economische activiteiten;2005;78.6;13077.0;6099.0;
320;1.Totaal milieubescherming;A-U Alle economische activiteiten;2006;82.4;13768.0;6687.0;
321;1.Totaal milieubescherming;A-U Alle economische activiteiten;2007;81.9;14433.0;7138.0;
322;1.Totaal milieubescherming;A-U Alle economische activiteiten;2008;81.0;15473.0;7664.0;
323;1.Totaal milieubescherming;A-U Alle economische activiteiten;2009;84.9;15571.0;7589.0;
324;1.Totaal milieubescherming;A-U Alle economische activiteiten;2010;88.2;17194.0;8405.0;
325;1.Totaal milieubescherming;A-U Alle economische activiteiten;2011;86.7;17568.0;8508.0;
326;1.Totaal milieubescherming;A-U Alle economische activiteiten;2012;83.4;17450.0;8418.0;
327;1.Totaal milieubescherming;A-U Alle economische activiteiten;2013;82.7;18115.0;8639.0;
328;1.Totaal milieubescherming;A-U Alle economische activiteiten;2014;80.1;18548.0;8759.0;1892.0
329;1.Totaal milieubescherming;A-U Alle economische activiteiten;2015;79.0;18937.0;8952.0;1758.0
330;1.Totaal milieubescherming;A-U Alle economische activiteiten;2016;83.4;20731.0;9425.0;2147.0
331;1.Totaal milieubescherming;A-U Alle economische activiteiten;2017;88.8;21873.0;9999.0;1920.0
332;1.Totaal milieubescherming;A-U Alle economische activiteiten;2018;91.6;23108.0;10368.0;2144.0
333;1.Totaal milieubescherming;A-U Alle economische activiteiten;2019;95.9;24701.0;11200.0;2218.0
334;1.Totaal milieubescherming;A-U Alle economische activiteiten;2020;97.2;24808.0;11229.0;2096.0
335;1.Totaal milieubescherming;A-U Alle economische activiteiten;2021;98.3;25464.0;11928.0;2602.0
336;1.Totaal milieubescherming;A Landbouw, bosbouw en visserij;2001;1.6;362.0;152.0;
337;1.Totaal milieubescherming;A Landbouw, bosbouw en visserij;2002;1.7;389.0;158.0;
338;1.Totaal milieubescherming;A Landbouw, bosbouw en visserij;2003;1.9;391.0;159.0;
339;1.Totaal milieubescherming;A Landbouw, bosbouw en visserij;2004;1.9;383.0;146.0;
340;1.Totaal milieubescherming;A Landbouw, bosbouw en visserij;2005;1.9;396.0;154.0;
341;1.Totaal milieubescherming;A Landbouw, bosbouw en visserij;2006;2.1;437.0;173.0;
342;1.Totaal milieubescherming;A Landbouw, bosbouw en visserij;2007;1.8;476.0;176.0;
343;1.Totaal milieubescherming;A Landbouw, bosbouw en visserij;2008;2.0;507.0;166.0;
344;1.Totaal milieubescherming;A Landbouw, bosbouw en visserij;2009;2.1;482.0;149.0;
345;1.Totaal milieubescherming;A Landbouw, bosbouw en visserij;2010;3.0;839.0;297.0;
346;1.Totaal milieubescherming;A Landbouw, bosbouw en visserij;2011;3.4;875.0;262.0;
347;1.Totaal milieubescherming;A Landbouw, bosbouw en visserij;2012;3.5;947.0;280.0;
348;1.Totaal milieubescherming;A Landbouw, bosbouw en visserij;2013;3.7;1023.0;325.0;
349;1.Totaal milieubescherming;A Landbouw, bosbouw en visserij;2014;3.7;1042.0;352.0;123.0
350;1.Totaal milieubescherming;A Landbouw, bosbouw en visserij;2015;3.4;1060.0;366.0;123.0
351;1.Totaal milieubescherming;A Landbouw, bosbouw en visserij;2016;3.2;841.0;299.0;134.0
352;1.Totaal milieubescherming;A Landbouw, bosbouw en visserij;2017;3.7;990.0;370.0;163.0
353;1.Totaal milieubescherming;A Landbouw, bosbouw en visserij;2018;4.2;1010.0;341.0;164.0
354;1.Totaal milieubescherming;A Landbouw, bosbouw en visserij;2019;4.6;1114.0;383.0;182.0
355;1.Totaal milieubescherming;A Landbouw, bosbouw en visserij;2020;4.7;1130.0;370.0;183.0
356;1.Totaal milieubescherming;A Landbouw, bosbouw en visserij;2021;5.1;1315.0;415.0;215.0
357;1.Totaal milieubescherming;B-E Nijverheid (geen bouw) en energie;2001;;;;
358;1.Totaal milieubescherming;B-E Nijverheid (geen bouw) en energie;2002;;;;
359;1.Totaal milieubescherming;B-E Nijverheid (geen bouw) en energie;2003;;;;
360;1.Totaal milieubescherming;B-E Nijverheid (geen bouw) en energie;2004;;;;
361;1.Totaal milieubescherming;B-E Nijverheid (geen bouw) en energie;2005;;;;
362;1.Totaal milieubescherming;B-E Nijverheid (geen bouw) en energie;2006;;;;
363;1.Totaal milieubescherming;B-E Nijverheid (geen bouw) en energie;2007;;;;
364;1.Totaal milieubescherming;B-E Nijverheid (geen bouw) en energie;2008;;;;
365;1.Totaal milieubescherming;B-E Nijverheid (geen bouw) en energie;2009;;;;
366;1.Totaal milieubescherming;B-E Nijverheid (geen bouw) en energie;2010;;;;
367;1.Totaal milieubescherming;B-E Nijverheid (geen bouw) en energie;2011;;;;
368;1.Totaal milieubescherming;B-E Nijverheid (geen bouw) en energie;2012;;;;
369;1.Totaal milieubescherming;B-E Nijverheid (geen bouw) en energie;2013;;;;
370;1.Totaal milieubescherming;B-E Nijverheid (geen bouw) en energie;2014;;;;
371;1.Totaal milieubescherming;B-E Nijverheid (geen bouw) en energie;2015;;;;
372;1.Totaal milieubescherming;B-E Nijverheid (geen bouw) en energie;2016;;;;
373;1.Totaal milieubescherming;B-E Nijverheid (geen bouw) en energie;2017;;;;
374;1.Totaal milieubescherming;B-E Nijverheid (geen bouw) en energie;2018;;;;
375;1.Totaal milieubescherming;B-E Nijverheid (geen bouw) en energie;2019;;;;
376;1.Totaal milieubescherming;B-E Nijverheid (geen bouw) en energie;2020;;;;
377;1.Totaal milieubescherming;B-E Nijverheid (geen bouw) en energie;2021;;;;
378;1.Totaal milieubescherming;B Delfstoffenwinning;2001;;;;
379;1.Totaal milieubescherming;B Delfstoffenwinning;2002;;;;
380;1.Totaal milieubescherming;B Delfstoffenwinning;2003;;;;
381;1.Totaal milieubescherming;B Delfstoffenwinning;2004;;;;
382;1.Totaal milieubescherming;B Delfstoffenwinning;2005;;;;
383;1.Totaal milieubescherming;B Delfstoffenwinning;2006;;;;
384;1.Totaal milieubescherming;B Delfstoffenwinning;2007;;;;
385;1.Totaal milieubescherming;B Delfstoffenwinning;2008;;;;
386;1.Totaal milieubescherming;B Delfstoffenwinning;2009;;;;
387;1.Totaal milieubescherming;B Delfstoffenwinning;2010;;;;
388;1.Totaal milieubescherming;B Delfstoffenwinning;2011;;;;
389;1.Totaal milieubescherming;B Delfstoffenwinning;2012;;;;
390;1.Totaal milieubescherming;B Delfstoffenwinning;2013;;;;
391;1.Totaal milieubescherming;B Delfstoffenwinning;2014;;;;
392;1.Totaal milieubescherming;B Delfstoffenwinning;2015;;;;
393;1.Totaal milieubescherming;B Delfstoffenwinning;2016;;;;
394;1.Totaal milieubescherming;B Delfstoffenwinning;2017;;;;
395;1.Totaal milieubescherming;B Delfstoffenwinning;2018;;;;
396;1.Totaal milieubescherming;B Delfstoffenwinning;2019;;;;
397;1.Totaal milieubescherming;B Delfstoffenwinning;2020;;;;
398;1.Totaal milieubescherming;B Delfstoffenwinning;2021;;;;
399;1.Totaal milieubescherming;C Industrie;2001;4.1;837.0;289.0;
400;1.Totaal milieubescherming;C Industrie;2002;4.2;858.0;295.0;
401;1.Totaal milieubescherming;C Industrie;2003;3.6;803.0;259.0;
402;1.Totaal milieubescherming;C Industrie;2004;3.7;758.0;271.0;
403;1.Totaal milieubescherming;C Industrie;2005;3.6;803.0;252.0;
404;1.Totaal milieubescherming;C Industrie;2006;3.9;868.0;284.0;
405;1.Totaal milieubescherming;C Industrie;2007;3.9;903.0;288.0;
406;1.Totaal milieubescherming;C Industrie;2008;4.0;933.0;300.0;
407;1.Totaal milieubescherming;C Industrie;2009;3.9;777.0;283.0;
408;1.Totaal milieubescherming;C Industrie;2010;4.1;881.0;303.0;
409;1.Totaal milieubescherming;C Industrie;2011;4.1;986.0;324.0;
410;1.Totaal milieubescherming;C Industrie;2012;4.0;992.0;317.0;
411;1.Totaal milieubescherming;C Industrie;2013;4.1;1018.0;327.0;
412;1.Totaal milieubescherming;C Industrie;2014;4.1;1114.0;362.0;568.0
413;1.Totaal milieubescherming;C Industrie;2015;4.4;1190.0;402.0;627.0
414;1.Totaal milieubescherming;C Industrie;2016;4.7;1400.0;417.0;794.0
415;1.Totaal milieubescherming;C Industrie;2017;5.1;1497.0;467.0;822.0
416;1.Totaal milieubescherming;C Industrie;2018;5.2;1623.0;472.0;878.0
417;1.Totaal milieubescherming;C Industrie;2019;5.6;1840.0;547.0;899.0
418;1.Totaal milieubescherming;C Industrie;2020;5.8;1783.0;605.0;840.0
419;1.Totaal milieubescherming;C Industrie;2021;5.5;1838.0;611.0;953.0
420;1.Totaal milieubescherming;D Energievoorziening;2001;;;;
421;1.Totaal milieubescherming;D Energievoorziening;2002;;;;
422;1.Totaal milieubescherming;D Energievoorziening;2003;;;;
423;1.Totaal milieubescherming;D Energievoorziening;2004;;;;
424;1.Totaal milieubescherming;D Energievoorziening;2005;;;;
425;1.Totaal milieubescherming;D Energievoorziening;2006;;;;
426;1.Totaal milieubescherming;D Energievoorziening;2007;;;;
427;1.Totaal milieubescherming;D Energievoorziening;2008;;;;
428;1.Totaal milieubescherming;D Energievoorziening;2009;;;;
429;1.Totaal milieubescherming;D Energievoorziening;2010;0.1;30.0;14.0;
430;1.Totaal milieubescherming;D Energievoorziening;2011;0.1;32.0;16.0;
431;1.Totaal milieubescherming;D Energievoorziening;2012;0.1;33.0;17.0;
432;1.Totaal milieubescherming;D Energievoorziening;2013;0.1;56.0;20.0;
433;1.Totaal milieubescherming;D Energievoorziening;2014;0.1;40.0;20.0;0.0
434;1.Totaal milieubescherming;D Energievoorziening;2015;0.4;154.0;52.0;0.0
435;1.Totaal milieubescherming;D Energievoorziening;2016;0.4;140.0;71.0;1.0
436;1.Totaal milieubescherming;D Energievoorziening;2017;0.3;134.0;72.0;0.0
437;1.Totaal milieubescherming;D Energievoorziening;2018;0.5;157.0;77.0;1.0
438;1.Totaal milieubescherming;D Energievoorziening;2019;0.6;141.0;51.0;1.0
439;1.Totaal milieubescherming;D Energievoorziening;2020;0.6;153.0;68.0;1.0
440;1.Totaal milieubescherming;D Energievoorziening;2021;0.8;174.0;80.0;4.0
441;1.Totaal milieubescherming;E Waterbedrijven en afvalbeheer;2001;20.9;4045.0;1579.0;
442;1.Totaal milieubescherming;E Waterbedrijven en afvalbeheer;2002;21.7;4314.0;1688.0;
443;1.Totaal milieubescherming;E Waterbedrijven en afvalbeheer;2003;22.5;4523.0;1814.0;
444;1.Totaal milieubescherming;E Waterbedrijven en afvalbeheer;2004;21.7;4453.0;1725.0;
445;1.Totaal milieubescherming;E Waterbedrijven en afvalbeheer;2005;21.4;4280.0;1658.0;
446;1.Totaal milieubescherming;E Waterbedrijven en afvalbeheer;2006;21.0;4433.0;1798.0;
447;1.Totaal milieubescherming;E Waterbedrijven en afvalbeheer;2007;21.2;4703.0;1976.0;
448;1.Totaal milieubescherming;E Waterbedrijven en afvalbeheer;2008;21.3;5222.0;2204.0;
449;1.Totaal milieubescherming;E Waterbedrijven en afvalbeheer;2009;22.2;5099.0;2044.0;
450;1.Totaal milieubescherming;E Waterbedrijven en afvalbeheer;2010;22.0;5014.0;1962.0;
451;1.Totaal milieubescherming;E Waterbedrijven en afvalbeheer;2011;22.0;5332.0;2046.0;
452;1.Totaal milieubescherming;E Waterbedrijven en afvalbeheer;2012;20.9;5098.0;1954.0;
453;1.Totaal milieubescherming;E Waterbedrijven en afvalbeheer;2013;20.8;5435.0;2065.0;
454;1.Totaal milieubescherming;E Waterbedrijven en afvalbeheer;2014;20.9;5705.0;2188.0;547.0
455;1.Totaal milieubescherming;E Waterbedrijven en afvalbeheer;2015;20.7;5592.0;2158.0;490.0
456;1.Totaal milieubescherming;E Waterbedrijven en afvalbeheer;2016;21.2;5591.0;2095.0;391.0
457;1.Totaal milieubescherming;E Waterbedrijven en afvalbeheer;2017;22.3;5836.0;2129.0;450.0
458;1.Totaal milieubescherming;E Waterbedrijven en afvalbeheer;2018;23.1;6175.0;2234.0;481.0
459;1.Totaal milieubescherming;E Waterbedrijven en afvalbeheer;2019;23.7;6372.0;2170.0;495.0
460;1.Totaal milieubescherming;E Waterbedrijven en afvalbeheer;2020;23.7;6292.0;2254.0;473.0
461;1.Totaal milieubescherming;E Waterbedrijven en afvalbeheer;2021;24.3;7263.0;2939.0;680.0
462;1.Totaal milieubescherming;F Bouwnijverheid;2001;2.4;483.0;149.0;
463;1.Totaal milieubescherming;F Bouwnijverheid;2002;2.5;492.0;152.0;
464;1.Totaal milieubescherming;F Bouwnijverheid;2003;2.4;502.0;152.0;
465;1.Totaal milieubescherming;F Bouwnijverheid;2004;2.1;466.0;140.0;
466;1.Totaal milieubescherming;F Bouwnijverheid;2005;2.0;455.0;134.0;
467;1.Totaal milieubescherming;F Bouwnijverheid;2006;2.0;458.0;131.0;
468;1.Totaal milieubescherming;F Bouwnijverheid;2007;2.0;490.0;137.0;
469;1.Totaal milieubescherming;F Bouwnijverheid;2008;2.0;502.0;140.0;
470;1.Totaal milieubescherming;F Bouwnijverheid;2009;2.0;553.0;145.0;
471;1.Totaal milieubescherming;F Bouwnijverheid;2010;2.3;582.0;163.0;
472;1.Totaal milieubescherming;F Bouwnijverheid;2011;2.2;566.0;164.0;
473;1.Totaal milieubescherming;F Bouwnijverheid;2012;1.7;408.0;108.0;
474;1.Totaal milieubescherming;F Bouwnijverheid;2013;1.9;453.0;132.0;
475;1.Totaal milieubescherming;F Bouwnijverheid;2014;1.8;417.0;111.0;8.0
476;1.Totaal milieubescherming;F Bouwnijverheid;2015;1.7;432.0;112.0;6.0
477;1.Totaal milieubescherming;F Bouwnijverheid;2016;1.8;517.0;124.0;13.0
478;1.Totaal milieubescherming;F Bouwnijverheid;2017;1.8;577.0;139.0;9.0
479;1.Totaal milieubescherming;F Bouwnijverheid;2018;1.8;606.0;142.0;10.0
480;1.Totaal milieubescherming;F Bouwnijverheid;2019;1.8;622.0;159.0;10.0
481;1.Totaal milieubescherming;F Bouwnijverheid;2020;1.8;624.0;159.0;9.0
482;1.Totaal milieubescherming;F Bouwnijverheid;2021;1.9;695.0;173.0;16.0
483;1.Totaal milieubescherming;G-I Handel, vervoer en horeca;2001;0.9;126.0;66.0;
484;1.Totaal milieubescherming;G-I Handel, vervoer en horeca;2002;0.9;143.0;73.0;
485;1.Totaal milieubescherming;G-I Handel, vervoer en horeca;2003;0.9;137.0;76.0;
486;1.Totaal milieubescherming;G-I Handel, vervoer en horeca;2004;0.9;141.0;80.0;
487;1.Totaal milieubescherming;G-I Handel, vervoer en horeca;2005;0.9;139.0;78.0;
488;1.Totaal milieubescherming;G-I Handel, vervoer en horeca;2006;1.1;158.0;88.0;
489;1.Totaal milieubescherming;G-I Handel, vervoer en horeca;2007;1.1;169.0;96.0;
490;1.Totaal milieubescherming;G-I Handel, vervoer en horeca;2008;1.2;196.0;129.0;
491;1.Totaal milieubescherming;G-I Handel, vervoer en horeca;2009;1.1;166.0;99.0;
492;1.Totaal milieubescherming;G-I Handel, vervoer en horeca;2010;1.3;204.0;114.0;
493;1.Totaal milieubescherming;G-I Handel, vervoer en horeca;2011;1.4;215.0;121.0;
494;1.Totaal milieubescherming;G-I Handel, vervoer en horeca;2012;1.4;217.0;112.0;
495;1.Totaal milieubescherming;G-I Handel, vervoer en horeca;2013;1.4;211.0;109.0;
496;1.Totaal milieubescherming;G-I Handel, vervoer en horeca;2014;1.3;224.0;116.0;273.0
497;1.Totaal milieubescherming;G-I Handel, vervoer en horeca;2015;1.3;227.0;121.0;165.0
498;1.Totaal milieubescherming;G-I Handel, vervoer en horeca;2016;1.7;320.0;168.0;397.0
499;1.Totaal milieubescherming;G-I Handel, vervoer en horeca;2017;1.8;398.0;194.0;300.0
500;1.Totaal milieubescherming;G-I Handel, vervoer en horeca;2018;2.2;429.0;209.0;312.0
501;1.Totaal milieubescherming;G-I Handel, vervoer en horeca;2019;2.2;515.0;257.0;365.0
502;1.Totaal milieubescherming;G-I Handel, vervoer en horeca;2020;2.5;505.0;240.0;309.0
503;1.Totaal milieubescherming;G-I Handel, vervoer en horeca;2021;2.8;615.0;307.0;427.0
504;1.Totaal milieubescherming;J Informatie en communicatie;2001;0.0;5.0;2.0;
505;1.Totaal milieubescherming;J Informatie en communicatie;2002;0.0;9.0;4.0;
506;1.Totaal milieubescherming;J Informatie en communicatie;2003;0.1;9.0;4.0;
507;1.Totaal milieubescherming;J Informatie en communicatie;2004;0.1;8.0;3.0;
508;1.Totaal milieubescherming;J Informatie en communicatie;2005;0.1;9.0;4.0;
509;1.Totaal milieubescherming;J Informatie en communicatie;2006;0.1;14.0;5.0;
510;1.Totaal milieubescherming;J Informatie en communicatie;2007;0.1;10.0;4.0;
511;1.Totaal milieubescherming;J Informatie en communicatie;2008;0.1;15.0;6.0;
512;1.Totaal milieubescherming;J Informatie en communicatie;2009;0.1;11.0;5.0;
513;1.Totaal milieubescherming;J Informatie en communicatie;2010;0.1;29.0;12.0;
514;1.Totaal milieubescherming;J Informatie en communicatie;2011;0.1;35.0;13.0;
515;1.Totaal milieubescherming;J Informatie en communicatie;2012;0.1;59.0;14.0;
516;1.Totaal milieubescherming;J Informatie en communicatie;2013;0.1;70.0;20.0;
517;1.Totaal milieubescherming;J Informatie en communicatie;2014;0.1;72.0;22.0;5.0
518;1.Totaal milieubescherming;J Informatie en communicatie;2015;0.1;67.0;18.0;5.0
519;1.Totaal milieubescherming;J Informatie en communicatie;2016;0.3;65.0;28.0;6.0
520;1.Totaal milieubescherming;J Informatie en communicatie;2017;0.2;62.0;27.0;7.0
521;1.Totaal milieubescherming;J Informatie en communicatie;2018;0.2;74.0;30.0;1.0
522;1.Totaal milieubescherming;J Informatie en communicatie;2019;0.3;85.0;32.0;1.0
523;1.Totaal milieubescherming;J Informatie en communicatie;2020;0.3;111.0;33.0;2.0
524;1.Totaal milieubescherming;J Informatie en communicatie;2021;0.3;121.0;41.0;4.0
525;1.Totaal milieubescherming;K Financiële dienstverlening;2001;0.0;0.0;0.0;
526;1.Totaal milieubescherming;K Financiële dienstverlening;2002;0.0;0.0;0.0;
527;1.Totaal milieubescherming;K Financiële dienstverlening;2003;0.0;0.0;0.0;
528;1.Totaal milieubescherming;K Financiële dienstverlening;2004;0.0;0.0;0.0;
529;1.Totaal milieubescherming;K Financiële dienstverlening;2005;0.0;0.0;0.0;
530;1.Totaal milieubescherming;K Financiële dienstverlening;2006;0.0;0.0;0.0;
531;1.Totaal milieubescherming;K Financiële dienstverlening;2007;0.0;0.0;0.0;
532;1.Totaal milieubescherming;K Financiële dienstverlening;2008;0.0;0.0;0.0;
533;1.Totaal milieubescherming;K Financiële dienstverlening;2009;0.0;0.0;0.0;
534;1.Totaal milieubescherming;K Financiële dienstverlening;2010;0.0;12.0;4.0;
535;1.Totaal milieubescherming;K Financiële dienstverlening;2011;0.0;4.0;1.0;
536;1.Totaal milieubescherming;K Financiële dienstverlening;2012;0.0;4.0;1.0;
537;1.Totaal milieubescherming;K Financiële dienstverlening;2013;0.0;4.0;1.0;
538;1.Totaal milieubescherming;K Financiële dienstverlening;2014;0.0;4.0;1.0;0.0
539;1.Totaal milieubescherming;K Financiële dienstverlening;2015;0.0;1.0;0.0;0.0
540;1.Totaal milieubescherming;K Financiële dienstverlening;2016;0.1;62.0;22.0;20.0
541;1.Totaal milieubescherming;K Financiële dienstverlening;2017;0.1;63.0;22.0;2.0
542;1.Totaal milieubescherming;K Financiële dienstverlening;2018;0.1;68.0;23.0;22.0
543;1.Totaal milieubescherming;K Financiële dienstverlening;2019;0.2;88.0;32.0;23.0
544;1.Totaal milieubescherming;K Financiële dienstverlening;2020;0.2;68.0;26.0;0.0
545;1.Totaal milieubescherming;K Financiële dienstverlening;2021;0.2;78.0;31.0;
546;1.Totaal milieubescherming;L Verhuur en handel van onroerend goed;2001;;;;
547;1.Totaal milieubescherming;L Verhuur en handel van onroerend goed;2002;;;;
548;1.Totaal milieubescherming;L Verhuur en handel van onroerend goed;2003;;;;
549;1.Totaal milieubescherming;L Verhuur en handel van onroerend goed;2004;;;;
550;1.Totaal milieubescherming;L Verhuur en handel van onroerend goed;2005;;;;
551;1.Totaal milieubescherming;L Verhuur en handel van onroerend goed;2006;;;;
552;1.Totaal milieubescherming;L Verhuur en handel van onroerend goed;2007;;;;
553;1.Totaal milieubescherming;L Verhuur en handel van onroerend goed;2008;;;;
554;1.Totaal milieubescherming;L Verhuur en handel van onroerend goed;2009;;;;
555;1.Totaal milieubescherming;L Verhuur en handel van onroerend goed;2010;;;;
556;1.Totaal milieubescherming;L Verhuur en handel van onroerend goed;2011;;;;
557;1.Totaal milieubescherming;L Verhuur en handel van onroerend goed;2012;;;;
558;1.Totaal milieubescherming;L Verhuur en handel van onroerend goed;2013;;;;
559;1.Totaal milieubescherming;L Verhuur en handel van onroerend goed;2014;;;;
560;1.Totaal milieubescherming;L Verhuur en handel van onroerend goed;2015;;;;
561;1.Totaal milieubescherming;L Verhuur en handel van onroerend goed;2016;;;;
562;1.Totaal milieubescherming;L Verhuur en handel van onroerend goed;2017;;;;
563;1.Totaal milieubescherming;L Verhuur en handel van onroerend goed;2018;;;;
564;1.Totaal milieubescherming;L Verhuur en handel van onroerend goed;2019;;;;
565;1.Totaal milieubescherming;L Verhuur en handel van onroerend goed;2020;;;;
566;1.Totaal milieubescherming;L Verhuur en handel van onroerend goed;2021;;;;
567;1.Totaal milieubescherming;M-N Zakelijke dienstverlening;2001;8.4;938.0;387.0;
568;1.Totaal milieubescherming;M-N Zakelijke dienstverlening;2002;8.6;1014.0;421.0;
569;1.Totaal milieubescherming;M-N Zakelijke dienstverlening;2003;8.2;996.0;419.0;
570;1.Totaal milieubescherming;M-N Zakelijke dienstverlening;2004;8.7;1084.0;456.0;
571;1.Totaal milieubescherming;M-N Zakelijke dienstverlening;2005;9.2;1188.0;475.0;
572;1.Totaal milieubescherming;M-N Zakelijke dienstverlening;2006;9.4;1242.0;616.0;
573;1.Totaal milieubescherming;M-N Zakelijke dienstverlening;2007;9.5;1294.0;654.0;
574;1.Totaal milieubescherming;M-N Zakelijke dienstverlening;2008;10.8;1458.0;744.0;
575;1.Totaal milieubescherming;M-N Zakelijke dienstverlening;2009;11.5;1432.0;648.0;
576;1.Totaal milieubescherming;M-N Zakelijke dienstverlening;2010;10.3;1396.0;787.0;
577;1.Totaal milieubescherming;M-N Zakelijke dienstverlening;2011;9.3;1252.0;705.0;
578;1.Totaal milieubescherming;M-N Zakelijke dienstverlening;2012;9.3;1288.0;714.0;
579;1.Totaal milieubescherming;M-N Zakelijke dienstverlening;2013;8.7;1213.0;682.0;
580;1.Totaal milieubescherming;M-N Zakelijke dienstverlening;2014;8.4;1146.0;644.0;364.0
581;1.Totaal milieubescherming;M-N Zakelijke dienstverlening;2015;8.6;1191.0;658.0;333.0
582;1.Totaal milieubescherming;M-N Zakelijke dienstverlening;2016;9.6;1443.0;798.0;374.0
583;1.Totaal milieubescherming;M-N Zakelijke dienstverlening;2017;10.6;1646.0;915.0;147.0
584;1.Totaal milieubescherming;M-N Zakelijke dienstverlening;2018;11.4;1788.0;973.0;262.0
585;1.Totaal milieubescherming;M-N Zakelijke dienstverlening;2019;11.8;1971.0;1056.0;210.0
586;1.Totaal milieubescherming;M-N Zakelijke dienstverlening;2020;12.7;2179.0;1164.0;265.0
587;1.Totaal milieubescherming;M-N Zakelijke dienstverlening;2021;12.7;2349.0;1243.0;289.0
588;1.Totaal milieubescherming;O-Q Overheid en zorg;2001;40.0;4985.0;2849.0;
589;1.Totaal milieubescherming;O-Q Overheid en zorg;2002;41.1;5216.0;3010.0;
590;1.Totaal milieubescherming;O-Q Overheid en zorg;2003;43.1;5525.0;3251.0;
591;1.Totaal milieubescherming;O-Q Overheid en zorg;2004;41.9;5746.0;3324.0;
592;1.Totaal milieubescherming;O-Q Overheid en zorg;2005;39.5;5805.0;3344.0;
593;1.Totaal milieubescherming;O-Q Overheid en zorg;2006;42.9;6155.0;3590.0;
594;1.Totaal milieubescherming;O-Q Overheid en zorg;2007;42.2;6385.0;3806.0;
595;1.Totaal milieubescherming;O-Q Overheid en zorg;2008;39.8;6637.0;3972.0;
596;1.Totaal milieubescherming;O-Q Overheid en zorg;2009;42.0;7048.0;4212.0;
597;1.Totaal milieubescherming;O-Q Overheid en zorg;2010;42.9;7510.0;4501.0;
598;1.Totaal milieubescherming;O-Q Overheid en zorg;2011;41.9;7512.0;4611.0;
599;1.Totaal milieubescherming;O-Q Overheid en zorg;2012;40.1;7609.0;4663.0;
600;1.Totaal milieubescherming;O-Q Overheid en zorg;2013;39.7;7837.0;4712.0;
601;1.Totaal milieubescherming;O-Q Overheid en zorg;2014;37.4;7962.0;4675.0;5.0
602;1.Totaal milieubescherming;O-Q Overheid en zorg;2015;36.0;8127.0;4756.0;5.0
603;1.Totaal milieubescherming;O-Q Overheid en zorg;2016;38.0;9312.0;5022.0;10.0
604;1.Totaal milieubescherming;O-Q Overheid en zorg;2017;40.2;9571.0;5277.0;12.0
605;1.Totaal milieubescherming;O-Q Overheid en zorg;2018;40.3;9972.0;5458.0;9.0
606;1.Totaal milieubescherming;O-Q Overheid en zorg;2019;42.5;10726.0;6069.0;4.0
607;1.Totaal milieubescherming;O-Q Overheid en zorg;2020;42.0;10755.0;5835.0;3.0
608;1.Totaal milieubescherming;O-Q Overheid en zorg;2021;41.9;10153.0;5784.0;3.0
609;1.Totaal milieubescherming;R-U Cultuur, recreatie, overige diensten;2001;;;;
610;1.Totaal milieubescherming;R-U Cultuur, recreatie, overige diensten;2002;;;;
611;1.Totaal milieubescherming;R-U Cultuur, recreatie, overige diensten;2003;;;;
612;1.Totaal milieubescherming;R-U Cultuur, recreatie, overige diensten;2004;;;;
613;1.Totaal milieubescherming;R-U Cultuur, recreatie, overige diensten;2005;;;;
614;1.Totaal milieubescherming;R-U Cultuur, recreatie, overige diensten;2006;;;;
615;1.Totaal milieubescherming;R-U Cultuur, recreatie, overige diensten;2007;;;;
616;1.Totaal milieubescherming;R-U Cultuur, recreatie, overige diensten;2008;;;;
617;1.Totaal milieubescherming;R-U Cultuur, recreatie, overige diensten;2009;;;;
618;1.Totaal milieubescherming;R-U Cultuur, recreatie, overige diensten;2010;;;;
619;1.Totaal milieubescherming;R-U Cultuur, recreatie, overige diensten;2011;;;;
620;1.Totaal milieubescherming;R-U Cultuur, recreatie, overige diensten;2012;;;;
621;1.Totaal milieubescherming;R-U Cultuur, recreatie, overige diensten;2013;;;;
622;1.Totaal milieubescherming;R-U Cultuur, recreatie, overige diensten;2014;;;;
623;1.Totaal milieubescherming;R-U Cultuur, recreatie, overige diensten;2015;;;;
624;1.Totaal milieubescherming;R-U Cultuur, recreatie, overige diensten;2016;;;;
625;1.Totaal milieubescherming;R-U Cultuur, recreatie, overige diensten;2017;;;;
626;1.Totaal milieubescherming;R-U Cultuur, recreatie, overige diensten;2018;;;;
627;1.Totaal milieubescherming;R-U Cultuur, recreatie, overige diensten;2019;;;;
628;1.Totaal milieubescherming;R-U Cultuur, recreatie, overige diensten;2020;;;;
629;1.Totaal milieubescherming;R-U Cultuur, recreatie, overige diensten;2021;;;;
630;2. Totaal management natuurlijke bronnen;A-U Alle economische activiteiten;2001;38.9;6477.0;2432.0;
631;2. Totaal management natuurlijke bronnen;A-U Alle economische activiteiten;2002;38.5;6858.0;2532.0;
