ID;Geslacht;Migratieachtergrond;Startjaar;BrugklastypeStartjaar;Peilmoment;OnderwijspositiePeilmoment;TotaalLeerlingenStartjaar_1;GeenNiveauverandering_2;TotaalNiveauverandering_3;NaarLagerNiveau_4;NaarHogerNiveau_5;NaarLagerEnHogerNiveau_6;NiveauveranderingOnbekend_7;GeenNiveauverandering_8;TotaalNiveauverandering_9;NaarLagerNiveau_10;NaarHogerNiveau_11;NaarLagerEnHogerNiveau_12;NiveauveranderingOnbekend_13
24;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brugklas vmbo;2 jaar na startjaar;Totaal;70904.0;57373.0;12578.0;4585.0;7355.0;638.0;953.0;81.0;18.0;6.0;10.0;1.0;1.0
25;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brugklas vmbo;2 jaar na startjaar;Leerlingen in vo op peilmoment;68793.0;56234.0;12470.0;4523.0;7309.0;638.0;89.0;82.0;18.0;7.0;11.0;1.0;0.0
26;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brugklas vmbo;2 jaar na startjaar;Leerlingen uit vo op peilmoment;2111.0;1139.0;108.0;62.0;46.0;0.0;864.0;54.0;5.0;3.0;2.0;0.0;41.0
27;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brugklas vmbo;3 jaar na startjaar;Totaal;70904.0;54143.0;15874.0;6500.0;7927.0;1447.0;887.0;76.0;22.0;9.0;11.0;2.0;1.0
28;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brugklas vmbo;3 jaar na startjaar;Leerlingen in vo op peilmoment;66754.0;51334.0;15386.0;6194.0;7767.0;1425.0;34.0;77.0;23.0;9.0;12.0;2.0;0.0
29;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brugklas vmbo;3 jaar na startjaar;Leerlingen uit vo op peilmoment;4150.0;2809.0;488.0;306.0;160.0;22.0;853.0;68.0;12.0;7.0;4.0;1.0;21.0
30;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brugklas vmbo;4 jaar na startjaar;Totaal;70904.0;51506.0;18529.0;6722.0;10108.0;1699.0;869.0;73.0;26.0;9.0;14.0;2.0;1.0
31;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brugklas vmbo;4 jaar na startjaar;Leerlingen in vo op peilmoment;13390.0;6208.0;7172.0;1662.0;4926.0;584.0;10.0;46.0;54.0;12.0;37.0;4.0;0.0
32;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brugklas vmbo;4 jaar na startjaar;Leerlingen uit vo op peilmoment;57514.0;45298.0;11357.0;5060.0;5182.0;1115.0;859.0;79.0;20.0;9.0;9.0;2.0;1.0
33;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brugklas vmbo;5 jaar na startjaar;Totaal;70904.0;51393.0;18644.0;6733.0;10193.0;1718.0;867.0;72.0;26.0;9.0;14.0;2.0;1.0
34;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brugklas vmbo;5 jaar na startjaar;Leerlingen in vo op peilmoment;3430.0;398.0;3031.0;271.0;2631.0;129.0;1.0;12.0;88.0;8.0;77.0;4.0;0.0
35;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brugklas vmbo;5 jaar na startjaar;Leerlingen uit vo op peilmoment;67474.0;50995.0;15613.0;6462.0;7562.0;1589.0;866.0;76.0;23.0;10.0;11.0;2.0;1.0
36;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brugklas vmbo;6 jaar na startjaar;Totaal;70904.0;51391.0;18646.0;6733.0;10192.0;1721.0;867.0;72.0;26.0;9.0;14.0;2.0;1.0
37;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brugklas vmbo;6 jaar na startjaar;Leerlingen in vo op peilmoment;558.0;53.0;505.0;28.0;454.0;23.0;0.0;9.0;91.0;5.0;81.0;4.0;0.0
38;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brugklas vmbo;6 jaar na startjaar;Leerlingen uit vo op peilmoment;70346.0;51338.0;18141.0;6705.0;9738.0;1698.0;867.0;73.0;26.0;10.0;14.0;2.0;1.0
39;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brugklas vmbo;7 jaar na startjaar;Totaal;70904.0;51391.0;18646.0;6733.0;10192.0;1721.0;867.0;72.0;26.0;9.0;14.0;2.0;1.0
40;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brugklas vmbo;7 jaar na startjaar;Leerlingen in vo op peilmoment;64.0;5.0;59.0;1.0;56.0;2.0;0.0;8.0;92.0;2.0;88.0;3.0;0.0
41;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brugklas vmbo;7 jaar na startjaar;Leerlingen uit vo op peilmoment;70840.0;51386.0;18587.0;6732.0;10136.0;1719.0;867.0;73.0;26.0;10.0;14.0;2.0;1.0
42;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-basis-kader;1 jaar na startjaar;Totaal;33257.0;29838.0;2986.0;478.0;2508.0;;433.0;90.0;9.0;1.0;8.0;;1.0
43;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-basis-kader;1 jaar na startjaar;Leerlingen in vo op peilmoment;32824.0;29838.0;2986.0;478.0;2508.0;;0.0;91.0;9.0;1.0;8.0;;0.0
44;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-basis-kader;1 jaar na startjaar;Leerlingen uit vo op peilmoment;433.0;0.0;0.0;0.0;0.0;;433.0;0.0;0.0;0.0;0.0;;100.0
45;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-basis-kader;2 jaar na startjaar;Totaal;33257.0;25837.0;6987.0;1251.0;5359.0;377.0;433.0;78.0;21.0;4.0;16.0;1.0;1.0
46;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-basis-kader;2 jaar na startjaar;Leerlingen in vo op peilmoment;32280.0;25305.0;6933.0;1226.0;5330.0;377.0;42.0;78.0;21.0;4.0;17.0;1.0;0.0
47;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-basis-kader;2 jaar na startjaar;Leerlingen uit vo op peilmoment;977.0;532.0;54.0;25.0;29.0;0.0;391.0;54.0;6.0;3.0;3.0;0.0;40.0
48;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-basis-kader;3 jaar na startjaar;Totaal;33257.0;24313.0;8541.0;2103.0;5598.0;840.0;403.0;73.0;26.0;6.0;17.0;3.0;1.0
49;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-basis-kader;3 jaar na startjaar;Leerlingen in vo op peilmoment;31222.0;22884.0;8318.0;1988.0;5501.0;829.0;20.0;73.0;27.0;6.0;18.0;3.0;0.0
50;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-basis-kader;3 jaar na startjaar;Leerlingen uit vo op peilmoment;2035.0;1429.0;223.0;115.0;97.0;11.0;383.0;70.0;11.0;6.0;5.0;1.0;19.0
51;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-basis-kader;4 jaar na startjaar;Totaal;33257.0;23923.0;8940.0;2190.0;5808.0;942.0;394.0;72.0;27.0;7.0;17.0;3.0;1.0
52;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-basis-kader;4 jaar na startjaar;Leerlingen in vo op peilmoment;3884.0;1821.0;2060.0;546.0;1252.0;262.0;3.0;47.0;53.0;14.0;32.0;7.0;0.0
53;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-basis-kader;4 jaar na startjaar;Leerlingen uit vo op peilmoment;29373.0;22102.0;6880.0;1644.0;4556.0;680.0;391.0;75.0;23.0;6.0;16.0;2.0;1.0
54;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-basis-kader;5 jaar na startjaar;Totaal;33257.0;23904.0;8961.0;2195.0;5818.0;948.0;392.0;72.0;27.0;7.0;17.0;3.0;1.0
55;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-basis-kader;5 jaar na startjaar;Leerlingen in vo op peilmoment;559.0;77.0;481.0;130.0;330.0;21.0;1.0;14.0;86.0;23.0;59.0;4.0;0.0
56;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-basis-kader;5 jaar na startjaar;Leerlingen uit vo op peilmoment;32698.0;23827.0;8480.0;2065.0;5488.0;927.0;391.0;73.0;26.0;6.0;17.0;3.0;1.0
57;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-basis-kader;6 jaar na startjaar;Totaal;33257.0;23904.0;8961.0;2195.0;5817.0;949.0;392.0;72.0;27.0;7.0;17.0;3.0;1.0
58;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-basis-kader;6 jaar na startjaar;Leerlingen in vo op peilmoment;77.0;6.0;71.0;9.0;55.0;7.0;0.0;8.0;92.0;12.0;71.0;9.0;0.0
59;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-basis-kader;6 jaar na startjaar;Leerlingen uit vo op peilmoment;33180.0;23898.0;8890.0;2186.0;5762.0;942.0;392.0;72.0;27.0;7.0;17.0;3.0;1.0
60;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-basis-kader;7 jaar na startjaar;Totaal;33257.0;23904.0;8961.0;2195.0;5817.0;949.0;392.0;72.0;27.0;7.0;17.0;3.0;1.0
61;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-basis-kader;7 jaar na startjaar;Leerlingen in vo op peilmoment;9.0;1.0;8.0;1.0;6.0;1.0;0.0;11.0;89.0;11.0;67.0;11.0;0.0
62;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-basis-kader;7 jaar na startjaar;Leerlingen uit vo op peilmoment;33248.0;23903.0;8953.0;2194.0;5811.0;948.0;392.0;72.0;27.0;7.0;17.0;3.0;1.0
63;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-gt;1 jaar na startjaar;Totaal;18707.0;16480.0;2110.0;985.0;1125.0;;117.0;88.0;11.0;5.0;6.0;;1.0
64;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-gt;1 jaar na startjaar;Leerlingen in vo op peilmoment;18590.0;16480.0;2110.0;985.0;1125.0;;0.0;89.0;11.0;5.0;6.0;;0.0
65;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-gt;1 jaar na startjaar;Leerlingen uit vo op peilmoment;117.0;0.0;0.0;0.0;0.0;;117.0;0.0;0.0;0.0;0.0;;100.0
66;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-gt;2 jaar na startjaar;Totaal;18707.0;14246.0;4344.0;2761.0;1378.0;205.0;117.0;76.0;23.0;15.0;7.0;1.0;1.0
67;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-gt;2 jaar na startjaar;Leerlingen in vo op peilmoment;18440.0;14110.0;4314.0;2736.0;1373.0;205.0;16.0;77.0;23.0;15.0;7.0;1.0;0.0
68;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-gt;2 jaar na startjaar;Leerlingen uit vo op peilmoment;267.0;136.0;30.0;25.0;5.0;0.0;101.0;51.0;11.0;9.0;2.0;0.0;38.0
69;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-gt;3 jaar na startjaar;Totaal;18707.0;13679.0;4923.0;3171.0;1297.0;455.0;105.0;73.0;26.0;17.0;7.0;2.0;1.0
70;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-gt;3 jaar na startjaar;Leerlingen in vo op peilmoment;18126.0;13360.0;4760.0;3034.0;1273.0;453.0;6.0;74.0;26.0;17.0;7.0;2.0;0.0
71;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-gt;3 jaar na startjaar;Leerlingen uit vo op peilmoment;581.0;319.0;163.0;137.0;24.0;2.0;99.0;55.0;28.0;24.0;4.0;0.0;17.0
72;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-gt;4 jaar na startjaar;Totaal;18707.0;12199.0;6408.0;3210.0;2657.0;541.0;100.0;65.0;34.0;17.0;14.0;3.0;1.0
73;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-gt;4 jaar na startjaar;Leerlingen in vo op peilmoment;5692.0;2286.0;3402.0;635.0;2564.0;203.0;4.0;40.0;60.0;11.0;45.0;4.0;0.0
74;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-gt;4 jaar na startjaar;Leerlingen uit vo op peilmoment;13015.0;9913.0;3006.0;2575.0;93.0;338.0;96.0;76.0;23.0;20.0;1.0;3.0;1.0
75;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-gt;5 jaar na startjaar;Totaal;18707.0;12145.0;6462.0;3210.0;2706.0;546.0;100.0;65.0;35.0;17.0;14.0;3.0;1.0
76;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-gt;5 jaar na startjaar;Leerlingen in vo op peilmoment;1936.0;173.0;1763.0;45.0;1660.0;58.0;0.0;9.0;91.0;2.0;86.0;3.0;0.0
77;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-gt;5 jaar na startjaar;Leerlingen uit vo op peilmoment;16771.0;11972.0;4699.0;3165.0;1046.0;488.0;100.0;71.0;28.0;19.0;6.0;3.0;1.0
78;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-gt;6 jaar na startjaar;Totaal;18707.0;12145.0;6462.0;3210.0;2705.0;547.0;100.0;65.0;35.0;17.0;14.0;3.0;1.0
79;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-gt;6 jaar na startjaar;Leerlingen in vo op peilmoment;305.0;25.0;280.0;2.0;271.0;7.0;0.0;8.0;92.0;1.0;89.0;2.0;0.0
80;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-gt;6 jaar na startjaar;Leerlingen uit vo op peilmoment;18402.0;12120.0;6182.0;3208.0;2434.0;540.0;100.0;66.0;34.0;17.0;13.0;3.0;1.0
81;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-gt;7 jaar na startjaar;Totaal;18707.0;12145.0;6462.0;3210.0;2705.0;547.0;100.0;65.0;35.0;17.0;14.0;3.0;1.0
82;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-gt;7 jaar na startjaar;Leerlingen in vo op peilmoment;33.0;2.0;31.0;0.0;30.0;1.0;0.0;6.0;94.0;0.0;91.0;3.0;0.0
83;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-gt;7 jaar na startjaar;Leerlingen uit vo op peilmoment;18674.0;12143.0;6431.0;3210.0;2675.0;546.0;100.0;65.0;34.0;17.0;14.0;3.0;1.0
84;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-alle leerwegen;1 jaar na startjaar;Totaal;18940.0;18059.0;478.0;159.0;319.0;;403.0;95.0;3.0;1.0;2.0;;2.0
85;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-alle leerwegen;1 jaar na startjaar;Leerlingen in vo op peilmoment;18537.0;18059.0;478.0;159.0;319.0;;0.0;97.0;3.0;1.0;2.0;;0.0
86;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-alle leerwegen;1 jaar na startjaar;Leerlingen uit vo op peilmoment;403.0;0.0;0.0;0.0;0.0;;403.0;0.0;0.0;0.0;0.0;;100.0
87;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-alle leerwegen;2 jaar na startjaar;Totaal;18940.0;17290.0;1247.0;573.0;618.0;56.0;403.0;91.0;7.0;3.0;3.0;0.0;2.0
88;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-alle leerwegen;2 jaar na startjaar;Leerlingen in vo op peilmoment;18073.0;16819.0;1223.0;561.0;606.0;56.0;31.0;93.0;7.0;3.0;3.0;0.0;0.0
89;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-alle leerwegen;2 jaar na startjaar;Leerlingen uit vo op peilmoment;867.0;471.0;24.0;12.0;12.0;0.0;372.0;54.0;3.0;1.0;1.0;0.0;43.0
90;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-alle leerwegen;3 jaar na startjaar;Totaal;18940.0;16151.0;2410.0;1226.0;1032.0;152.0;379.0;85.0;13.0;6.0;5.0;1.0;2.0
91;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-alle leerwegen;3 jaar na startjaar;Leerlingen in vo op peilmoment;17406.0;15090.0;2308.0;1172.0;993.0;143.0;8.0;87.0;13.0;7.0;6.0;1.0;0.0
92;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-alle leerwegen;3 jaar na startjaar;Leerlingen uit vo op peilmoment;1534.0;1061.0;102.0;54.0;39.0;9.0;371.0;69.0;7.0;4.0;3.0;1.0;24.0
93;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-alle leerwegen;4 jaar na startjaar;Totaal;18940.0;15384.0;3181.0;1322.0;1643.0;216.0;375.0;81.0;17.0;7.0;9.0;1.0;2.0
94;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-alle leerwegen;4 jaar na startjaar;Leerlingen in vo op peilmoment;3814.0;2101.0;1710.0;481.0;1110.0;119.0;3.0;55.0;45.0;13.0;29.0;3.0;0.0
95;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-alle leerwegen;4 jaar na startjaar;Leerlingen uit vo op peilmoment;15126.0;13283.0;1471.0;841.0;533.0;97.0;372.0;88.0;10.0;6.0;4.0;1.0;2.0
96;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-alle leerwegen;5 jaar na startjaar;Totaal;18940.0;15344.0;3221.0;1328.0;1669.0;224.0;375.0;81.0;17.0;7.0;9.0;1.0;2.0
97;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-alle leerwegen;5 jaar na startjaar;Leerlingen in vo op peilmoment;935.0;148.0;787.0;96.0;641.0;50.0;0.0;16.0;84.0;10.0;69.0;5.0;0.0
98;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-alle leerwegen;5 jaar na startjaar;Leerlingen uit vo op peilmoment;18005.0;15196.0;2434.0;1232.0;1028.0;174.0;375.0;84.0;14.0;7.0;6.0;1.0;2.0
99;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-alle leerwegen;6 jaar na startjaar;Totaal;18940.0;15342.0;3223.0;1328.0;1670.0;225.0;375.0;81.0;17.0;7.0;9.0;1.0;2.0
100;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-alle leerwegen;6 jaar na startjaar;Leerlingen in vo op peilmoment;176.0;22.0;154.0;17.0;128.0;9.0;0.0;13.0;88.0;10.0;73.0;5.0;0.0
101;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-alle leerwegen;6 jaar na startjaar;Leerlingen uit vo op peilmoment;18764.0;15320.0;3069.0;1311.0;1542.0;216.0;375.0;82.0;16.0;7.0;8.0;1.0;2.0
102;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-alle leerwegen;7 jaar na startjaar;Totaal;18940.0;15342.0;3223.0;1328.0;1670.0;225.0;375.0;81.0;17.0;7.0;9.0;1.0;2.0
103;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-alle leerwegen;7 jaar na startjaar;Leerlingen in vo op peilmoment;22.0;2.0;20.0;0.0;20.0;0.0;0.0;9.0;91.0;0.0;91.0;0.0;0.0
104;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Brugklas vmbo-alle leerwegen;7 jaar na startjaar;Leerlingen uit vo op peilmoment;18918.0;15340.0;3203.0;1328.0;1650.0;225.0;375.0;81.0;17.0;7.0;9.0;1.0;2.0
105;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brede brugklas;1 jaar na startjaar;Totaal;48705.0;45860.0;2514.0;854.0;1660.0;;331.0;94.0;5.0;2.0;3.0;;1.0
106;Totaal leerlingen startjaar;Totaal migratieachtergrond;2008;Totaal brede brugklas;1 jaar na startjaar;Leerlingen in vo op peilmoment;48374.0;45860.0;2514.0;854.0;1660.0;;0.0;95.0;5.0;2.0;3.0;;0.0
