ID;BedrijfstakkenBranchesSBI2008;Perioden;Waarde_1;Prijs_2;Volume_3;Waarde_4;Prijs_5;Volume_6
54;Traditionele Horeca;2008 1e kwartaal;96.9;94.5;102.6;2.7;3.1;-0.4
55;Traditionele Horeca;2008 april;112.7;96.3;117.0;-0.3;4.5;-4.5
56;Traditionele Horeca;2008 mei;120.6;96.2;125.3;4.6;4.5;0.1
57;Traditionele Horeca;2008 juni;115.5;96.0;120.4;-3.1;3.6;-6.4
58;Traditionele Horeca;2008 2e kwartaal;116.2;96.1;120.9;0.4;4.2;-3.6
59;Traditionele Horeca;2008 juli;109.9;95.5;115.1;-1.0;4.1;-4.9
60;Traditionele Horeca;2008 augustus;111.8;95.2;117.5;1.7;3.6;-1.8
61;Traditionele Horeca;2008 september;110.1;97.1;113.4;-3.0;3.5;-6.3
62;Traditionele Horeca;2008 3e kwartaal;110.6;95.9;115.3;-0.8;3.8;-4.4
63;Traditionele Horeca;2008 oktober;108.8;97.1;112.1;-0.5;3.7;-4.1
64;Traditionele Horeca;2008 november;101.6;97.2;104.6;-2.3;4.0;-6.1
65;Traditionele Horeca;2008 december;100.1;96.8;103.4;-6.1;3.7;-9.4
66;Traditionele Horeca;2008 4e kwartaal;103.5;97.0;106.7;-3.0;3.8;-6.5
67;Traditionele Horeca;2008;106.8;95.9;111.4;-0.2;3.7;-3.8
68;Traditionele Horeca;2009 januari;89.1;96.9;91.9;-3.2;3.1;-6.1
69;Traditionele Horeca;2009 februari;88.5;97.3;91.0;-7.2;3.1;-10.0
70;Traditionele Horeca;2009 maart;96.4;97.7;98.6;-6.7;2.9;-9.4
71;Traditionele Horeca;2009 1e kwartaal;91.3;97.3;93.8;-5.8;3.0;-8.5
72;Traditionele Horeca;2009 april;107.5;98.0;109.7;-4.6;1.8;-6.3
73;Traditionele Horeca;2009 mei;112.6;97.9;115.0;-6.6;1.8;-8.2
74;Traditionele Horeca;2009 juni;108.8;98.3;110.7;-5.8;2.4;-8.1
75;Traditionele Horeca;2009 2e kwartaal;109.6;98.1;111.8;-5.7;2.0;-7.5
76;Traditionele Horeca;2009 juli;108.0;97.6;110.7;-1.7;2.2;-3.8
77;Traditionele Horeca;2009 augustus;107.5;97.4;110.3;-3.9;2.3;-6.1
78;Traditionele Horeca;2009 september;103.0;99.2;103.8;-6.4;2.2;-8.5
79;Traditionele Horeca;2009 3e kwartaal;106.2;98.1;108.3;-4.0;2.3;-6.1
80;Traditionele Horeca;2009 oktober;103.3;98.7;104.7;-5.1;1.6;-6.6
81;Traditionele Horeca;2009 november;94.5;99.2;95.3;-7.0;2.1;-8.9
82;Traditionele Horeca;2009 december;95.1;98.6;96.5;-4.9;1.9;-6.7
83;Traditionele Horeca;2009 4e kwartaal;97.7;98.8;98.8;-5.7;1.9;-7.4
84;Traditionele Horeca;2009;101.2;98.1;103.2;-5.3;2.3;-7.4
85;Traditionele Horeca;2010 januari;83.7;99.0;84.5;-6.1;2.2;-8.1
86;Traditionele Horeca;2010 februari;83.0;99.2;83.6;-6.3;2.0;-8.1
87;Traditionele Horeca;2010 maart;92.2;99.6;92.5;-4.4;1.9;-6.2
88;Traditionele Horeca;2010 1e kwartaal;86.3;99.3;86.9;-5.6;2.0;-7.4
89;Traditionele Horeca;2010 april;104.5;100.0;104.4;-2.8;2.1;-4.8
90;Traditionele Horeca;2010 mei;107.3;100.0;107.2;-4.7;2.2;-6.8
91;Traditionele Horeca;2010 juni;105.8;100.1;105.7;-2.7;1.8;-4.5
92;Traditionele Horeca;2010 2e kwartaal;105.9;100.1;105.8;-3.4;2.0;-5.4
93;Traditionele Horeca;2010 juli;107.9;99.2;108.8;-0.1;1.6;-1.7
94;Traditionele Horeca;2010 augustus;106.0;99.8;106.2;-1.3;2.5;-3.7
95;Traditionele Horeca;2010 september;106.8;101.0;105.7;3.7;1.8;1.9
96;Traditionele Horeca;2010 3e kwartaal;106.9;100.0;106.9;0.7;2.0;-1.2
97;Traditionele Horeca;2010 oktober;108.9;100.8;108.0;5.4;2.2;3.2
98;Traditionele Horeca;2010 november;97.1;100.8;96.3;2.7;1.6;1.1
99;Traditionele Horeca;2010 december;97.0;100.4;96.5;1.9;1.8;0.1
100;Traditionele Horeca;2010 4e kwartaal;101.0;100.7;100.3;3.4;1.9;1.5
101;Traditionele Horeca;2010;100.0;100.0;100.0;-1.2;2.0;-3.1
102;Traditionele Horeca;2011 januari;88.3;101.1;87.3;5.5;2.1;3.3
103;Traditionele Horeca;2011 februari;86.4;101.7;85.0;4.2;2.4;1.7
104;Traditionele Horeca;2011 maart;100.2;102.2;98.1;8.8;2.6;6.0
105;Traditionele Horeca;2011 1e kwartaal;91.6;101.6;90.1;6.2;2.4;3.7
106;Traditionele Horeca;2011 april;112.3;102.6;109.5;7.5;2.5;4.8
107;Traditionele Horeca;2011 mei;112.6;102.9;109.4;4.9;2.9;2.0
108;Traditionele Horeca;2011 juni;115.0;102.9;111.8;8.7;2.8;5.7
109;Traditionele Horeca;2011 2e kwartaal;113.3;102.8;110.2;7.0;2.7;4.2
110;Traditionele Horeca;2011 juli;111.2;102.2;108.8;3.0;3.0;0.0
111;Traditionele Horeca;2011 augustus;106.7;102.1;104.6;0.6;2.3;-1.6
112;Traditionele Horeca;2011 september;112.4;103.7;108.4;5.2;2.7;2.5
113;Traditionele Horeca;2011 3e kwartaal;110.1;102.7;107.2;3.0;2.6;0.3
114;Traditionele Horeca;2011 oktober;109.6;103.6;105.7;0.6;2.8;-2.1
115;Traditionele Horeca;2011 november;101.0;103.2;97.8;4.1;2.5;1.6
116;Traditionele Horeca;2011 december;102.3;102.8;99.4;5.5;2.4;3.0
117;Traditionele Horeca;2011 4e kwartaal;104.3;103.2;101.0;3.3;2.5;0.7
118;Traditionele Horeca;2011;104.8;102.6;102.1;4.8;2.6;2.2
119;Traditionele Horeca;2012 januari;90.7;103.0;88.0;2.7;1.9;0.7
120;Traditionele Horeca;2012 februari;89.1;103.5;86.1;3.1;1.8;1.3
121;Traditionele Horeca;2012 maart;104.5;103.4;101.0;4.3;1.2;3.0
122;Traditionele Horeca;2012 1e kwartaal;94.7;103.3;91.7;3.4;1.6;1.7
123;Traditionele Horeca;2012 april;112.6;104.5;107.7;0.3;1.9;-1.6
124;Traditionele Horeca;2012 mei;116.5;104.8;111.2;3.5;1.8;1.6
125;Traditionele Horeca;2012 juni;115.4;104.6;110.4;0.4;1.6;-1.2
126;Traditionele Horeca;2012 2e kwartaal;114.8;104.6;109.8;1.4;1.8;-0.4
127;Traditionele Horeca;2012 juli;110.2;104.6;105.3;-0.8;2.4;-3.2
128;Traditionele Horeca;2012 augustus;109.4;104.1;105.1;2.5;2.0;0.5
129;Traditionele Horeca;2012 september;113.0;105.1;107.5;0.6;1.3;-0.8
130;Traditionele Horeca;2012 3e kwartaal;110.9;104.6;106.0;0.7;1.9;-1.2
131;Traditionele Horeca;2012 oktober;108.1;105.4;102.6;-1.4;1.7;-3.0
132;Traditionele Horeca;2012 november;102.3;105.2;97.3;1.3;1.9;-0.5
133;Traditionele Horeca;2012 december;104.7;105.1;99.6;2.4;2.2;0.2
134;Traditionele Horeca;2012 4e kwartaal;105.0;105.2;99.8;0.7;1.9;-1.2
135;Traditionele Horeca;2012;106.4;104.4;101.8;1.5;1.8;-0.3
136;Traditionele Horeca;2013 januari;89.6;105.2;85.2;-1.2;2.1;-3.2
137;Traditionele Horeca;2013 februari;86.8;105.5;82.2;-2.6;1.9;-4.5
138;Traditionele Horeca;2013 maart;102.5;105.8;96.8;-1.9;2.3;-4.2
139;Traditionele Horeca;2013 1e kwartaal;92.9;105.5;88.1;-1.9;2.1;-3.9
140;Traditionele Horeca;2013 april;111.7;106.1;105.3;-0.8;1.5;-2.2
141;Traditionele Horeca;2013 mei;117.2;106.8;109.7;0.6;1.9;-1.3
142;Traditionele Horeca;2013 juni;118.1;106.8;110.6;2.3;2.1;0.2
143;Traditionele Horeca;2013 2e kwartaal;115.7;106.5;108.6;0.7;1.8;-1.1
144;Traditionele Horeca;2013 juli;112.2;106.8;105.1;1.8;2.0;-0.3
145;Traditionele Horeca;2013 augustus;114.4;106.9;107.0;4.6;2.7;1.9
146;Traditionele Horeca;2013 september;112.4;107.6;104.5;-0.6;2.4;-2.9
147;Traditionele Horeca;2013 3e kwartaal;113.0;107.1;105.5;1.9;2.3;-0.4
148;Traditionele Horeca;2013 oktober;109.1;107.3;101.7;1.0;1.9;-0.9
149;Traditionele Horeca;2013 november;104.4;106.9;97.6;2.0;1.7;0.3
150;Traditionele Horeca;2013 december;104.9;106.5;98.5;0.2;1.3;-1.1
151;Traditionele Horeca;2013 4e kwartaal;106.1;106.9;99.2;1.0;1.6;-0.6
152;Traditionele Horeca;2013;106.9;106.5;100.4;0.5;2.0;-1.4
153;I Horeca;2005 januari;;;;;;
154;I Horeca;2005 februari;;;;;;
155;I Horeca;2005 maart;;;;;;
156;I Horeca;2005 1e kwartaal;83.6;;;;;
157;I Horeca;2005 april;;;;;;
158;I Horeca;2005 mei;;;;;;
159;I Horeca;2005 juni;;;;;;
160;I Horeca;2005 2e kwartaal;100.1;;;;;
161;I Horeca;2005 juli;;;;;;
162;I Horeca;2005 augustus;;;;;;
163;I Horeca;2005 september;;;;;;
164;I Horeca;2005 3e kwartaal;101.5;;;;;
165;I Horeca;2005 oktober;;;;;;
166;I Horeca;2005 november;;;;;;
167;I Horeca;2005 december;;;;;;
168;I Horeca;2005 4e kwartaal;96.2;;;;;
169;I Horeca;2005;95.3;;;;;
170;I Horeca;2006 januari;;;;;;
171;I Horeca;2006 februari;;;;;;
172;I Horeca;2006 maart;;;;;;
173;I Horeca;2006 1e kwartaal;86.6;;;3.5;;
174;I Horeca;2006 april;;;;;;
175;I Horeca;2006 mei;;;;;;
176;I Horeca;2006 juni;;;;;;
177;I Horeca;2006 2e kwartaal;105.4;;;5.3;;
178;I Horeca;2006 juli;;;;;;
179;I Horeca;2006 augustus;;;;;;
180;I Horeca;2006 september;;;;;;
181;I Horeca;2006 3e kwartaal;106.6;;;5.0;;
182;I Horeca;2006 oktober;;;;;;
183;I Horeca;2006 november;;;;;;
184;I Horeca;2006 december;;;;;;
185;I Horeca;2006 4e kwartaal;101.1;;;5.1;;
186;I Horeca;2006;99.9;;;4.8;;
187;I Horeca;2007 januari;;;;;;
188;I Horeca;2007 februari;;;;;;
189;I Horeca;2007 maart;;;;;;
190;I Horeca;2007 1e kwartaal;92.8;;;7.2;;
191;I Horeca;2007 april;;;;;;
192;I Horeca;2007 mei;;;;;;
193;I Horeca;2007 juni;;;;;;
194;I Horeca;2007 2e kwartaal;113.1;;;7.3;;
195;I Horeca;2007 juli;;;;;;
196;I Horeca;2007 augustus;;;;;;
197;I Horeca;2007 september;;;;;;
198;I Horeca;2007 3e kwartaal;110.2;;;3.4;;
199;I Horeca;2007 oktober;;;;;;
200;I Horeca;2007 november;;;;;;
201;I Horeca;2007 december;;;;;;
202;I Horeca;2007 4e kwartaal;105.5;;;4.4;;
203;I Horeca;2007;105.4;;;5.5;;
204;I Horeca;2008 januari;;;;;;
205;I Horeca;2008 februari;;;;;;
206;I Horeca;2008 maart;;;;;;
207;I Horeca;2008 1e kwartaal;96.3;;;3.8;;
208;I Horeca;2008 april;;;;;;
209;I Horeca;2008 mei;;;;;;
210;I Horeca;2008 juni;;;;;;
211;I Horeca;2008 2e kwartaal;113.9;;;0.7;;
212;I Horeca;2008 juli;;;;;;
213;I Horeca;2008 augustus;;;;;;
214;I Horeca;2008 september;;;;;;
215;I Horeca;2008 3e kwartaal;109.3;;;-0.9;;
216;I Horeca;2008 oktober;;;;;;
217;I Horeca;2008 november;;;;;;
218;I Horeca;2008 december;;;;;;
219;I Horeca;2008 4e kwartaal;102.7;;;-2.7;;
220;I Horeca;2008;105.5;;;0.1;;
221;I Horeca;2009 januari;;;;;;
222;I Horeca;2009 februari;;;;;;
223;I Horeca;2009 maart;;;;;;
224;I Horeca;2009 1e kwartaal;91.8;;;-4.8;;
225;I Horeca;2009 april;;;;;;
226;I Horeca;2009 mei;;;;;;
227;I Horeca;2009 juni;;;;;;
228;I Horeca;2009 2e kwartaal;108.1;;;-5.1;;
229;I Horeca;2009 juli;;;;;;
230;I Horeca;2009 augustus;;;;;;
231;I Horeca;2009 september;;;;;;
232;I Horeca;2009 3e kwartaal;105.1;;;-3.8;;
233;I Horeca;2009 oktober;;;;;;
234;I Horeca;2009 november;;;;;;
235;I Horeca;2009 december;;;;;;
236;I Horeca;2009 4e kwartaal;97.1;;;-5.5;;
237;I Horeca;2009;100.5;;;-4.8;;
238;I Horeca;2010 januari;;;;;;
239;I Horeca;2010 februari;;;;;;
240;I Horeca;2010 maart;;;;;;
241;I Horeca;2010 1e kwartaal;87.8;;;-4.3;;
242;I Horeca;2010 april;;;;;;
243;I Horeca;2010 mei;;;;;;
244;I Horeca;2010 juni;;;;;;
245;I Horeca;2010 2e kwartaal;104.7;;;-3.1;;
246;I Horeca;2010 juli;;;;;;
247;I Horeca;2010 augustus;;;;;;
248;I Horeca;2010 september;;;;;;
249;I Horeca;2010 3e kwartaal;106.7;;;1.5;;
250;I Horeca;2010 oktober;;;;;;
251;I Horeca;2010 november;;;;;;
252;I Horeca;2010 december;;;;;;
253;I Horeca;2010 4e kwartaal;100.8;;;3.9;;
254;I Horeca;2010;100.0;;;-0.5;;
255;I Horeca;2011 januari;;;;;;
256;I Horeca;2011 februari;;;;;;
257;I Horeca;2011 maart;;;;;;
258;I Horeca;2011 1e kwartaal;91.5;;;4.2;;
259;I Horeca;2011 april;;;;;;
260;I Horeca;2011 mei;;;;;;
261;I Horeca;2011 juni;;;;;;
262;I Horeca;2011 2e kwartaal;111.5;;;6.5;;
263;I Horeca;2011 juli;;;;;;
264;I Horeca;2011 augustus;;;;;;
265;I Horeca;2011 september;;;;;;
266;I Horeca;2011 3e kwartaal;109.2;;;2.3;;
267;I Horeca;2011 oktober;;;;;;
268;I Horeca;2011 november;;;;;;
269;I Horeca;2011 december;;;;;;
270;I Horeca;2011 4e kwartaal;103.5;;;2.6;;
271;I Horeca;2011;103.9;;;3.9;;
272;I Horeca;2012 januari;;;;;;
273;I Horeca;2012 februari;;;;;;
274;I Horeca;2012 maart;;;;;;
275;I Horeca;2012 1e kwartaal;94.0;;;2.8;;
276;I Horeca;2012 april;;;;;;
277;I Horeca;2012 mei;;;;;;
278;I Horeca;2012 juni;;;;;;
279;I Horeca;2012 2e kwartaal;113.7;;;1.9;;
280;I Horeca;2012 juli;;;;;;
281;I Horeca;2012 augustus;;;;;;
282;I Horeca;2012 september;;;;;;
283;I Horeca;2012 3e kwartaal;110.4;;;1.2;;
284;I Horeca;2012 oktober;;;;;;
285;I Horeca;2012 november;;;;;;
286;I Horeca;2012 december;;;;;;
287;I Horeca;2012 4e kwartaal;104.1;;;0.6;;
288;I Horeca;2012;105.6;;;1.6;;
289;I Horeca;2013 januari;;;;;;
290;I Horeca;2013 februari;;;;;;
291;I Horeca;2013 maart;;;;;;
292;I Horeca;2013 1e kwartaal;92.1;;;-2.0;;
293;I Horeca;2013 april;;;;;;
294;I Horeca;2013 mei;;;;;;
295;I Horeca;2013 juni;;;;;;
296;I Horeca;2013 2e kwartaal;114.1;;;0.4;;
297;I Horeca;2013 juli;;;;;;
298;I Horeca;2013 augustus;;;;;;
299;I Horeca;2013 september;;;;;;
300;I Horeca;2013 3e kwartaal;113.4;;;2.6;;
301;I Horeca;2013 oktober;;;;;;
302;I Horeca;2013 november;;;;;;
303;I Horeca;2013 december;;;;;;
304;I Horeca;2013 4e kwartaal;105.7;;;1.5;;
305;I Horeca;2013;106.3;;;0.7;;
306;55 Logiesverstrekking;2005 januari;;;;;;
307;55 Logiesverstrekking;2005 februari;;;;;;
308;55 Logiesverstrekking;2005 maart;;;;;;
309;55 Logiesverstrekking;2005 1e kwartaal;76.8;;;;;
310;55 Logiesverstrekking;2005 april;;;;;;
311;55 Logiesverstrekking;2005 mei;;;;;;
312;55 Logiesverstrekking;2005 juni;;;;;;
313;55 Logiesverstrekking;2005 2e kwartaal;98.7;;;;;
314;55 Logiesverstrekking;2005 juli;;;;;;
315;55 Logiesverstrekking;2005 augustus;;;;;;
316;55 Logiesverstrekking;2005 september;;;;;;
317;55 Logiesverstrekking;2005 3e kwartaal;99.2;;;;;
318;55 Logiesverstrekking;2005 oktober;;;;;;
319;55 Logiesverstrekking;2005 november;;;;;;
320;55 Logiesverstrekking;2005 december;;;;;;
321;55 Logiesverstrekking;2005 4e kwartaal;88.0;;;;;
322;55 Logiesverstrekking;2005;90.7;;;;;
323;55 Logiesverstrekking;2006 januari;;;;;;
324;55 Logiesverstrekking;2006 februari;;;;;;
325;55 Logiesverstrekking;2006 maart;;;;;;
326;55 Logiesverstrekking;2006 1e kwartaal;78.6;;;2.3;;
327;55 Logiesverstrekking;2006 april;;;;;;
328;55 Logiesverstrekking;2006 mei;;;;;;
329;55 Logiesverstrekking;2006 juni;;;;;;
330;55 Logiesverstrekking;2006 2e kwartaal;107.0;;;8.5;;
331;55 Logiesverstrekking;2006 juli;;;;;;
332;55 Logiesverstrekking;2006 augustus;;;;;;
333;55 Logiesverstrekking;2006 september;;;;;;
334;55 Logiesverstrekking;2006 3e kwartaal;104.3;;;5.1;;
335;55 Logiesverstrekking;2006 oktober;;;;;;
336;55 Logiesverstrekking;2006 november;;;;;;
337;55 Logiesverstrekking;2006 december;;;;;;
338;55 Logiesverstrekking;2006 4e kwartaal;91.8;;;4.3;;
339;55 Logiesverstrekking;2006;95.4;;;5.2;;
340;55 Logiesverstrekking;2007 januari;;;;;;
341;55 Logiesverstrekking;2007 februari;;;;;;
342;55 Logiesverstrekking;2007 maart;;;;;;
343;55 Logiesverstrekking;2007 1e kwartaal;83.7;;;6.5;;
344;55 Logiesverstrekking;2007 april;;;;;;
345;55 Logiesverstrekking;2007 mei;;;;;;
346;55 Logiesverstrekking;2007 juni;;;;;;
347;55 Logiesverstrekking;2007 2e kwartaal;112.2;;;4.8;;
348;55 Logiesverstrekking;2007 juli;;;;;;
349;55 Logiesverstrekking;2007 augustus;;;;;;
350;55 Logiesverstrekking;2007 september;;;;;;
351;55 Logiesverstrekking;2007 3e kwartaal;109.0;;;4.5;;
352;55 Logiesverstrekking;2007 oktober;;;;;;
353;55 Logiesverstrekking;2007 november;;;;;;
354;55 Logiesverstrekking;2007 december;;;;;;
355;55 Logiesverstrekking;2007 4e kwartaal;98.3;;;7.1;;
356;55 Logiesverstrekking;2007;100.8;;;5.6;;
357;55 Logiesverstrekking;2008 januari;;;;;;
358;55 Logiesverstrekking;2008 februari;;;;;;
359;55 Logiesverstrekking;2008 maart;;;;;;
360;55 Logiesverstrekking;2008 1e kwartaal;89.1;;;6.4;;
361;55 Logiesverstrekking;2008 april;;;;;;
362;55 Logiesverstrekking;2008 mei;;;;;;
363;55 Logiesverstrekking;2008 juni;;;;;;
364;55 Logiesverstrekking;2008 2e kwartaal;116.6;;;4.0;;
365;55 Logiesverstrekking;2008 juli;;;;;;
366;55 Logiesverstrekking;2008 augustus;;;;;;
367;55 Logiesverstrekking;2008 september;;;;;;
368;55 Logiesverstrekking;2008 3e kwartaal;110.3;;;1.2;;
369;55 Logiesverstrekking;2008 oktober;;;;;;
370;55 Logiesverstrekking;2008 november;;;;;;
371;55 Logiesverstrekking;2008 december;;;;;;
372;55 Logiesverstrekking;2008 4e kwartaal;96.8;;;-1.5;;
373;55 Logiesverstrekking;2008;103.2;;;2.4;;
374;55 Logiesverstrekking;2009 januari;;;;;;
375;55 Logiesverstrekking;2009 februari;;;;;;
376;55 Logiesverstrekking;2009 maart;;;;;;
377;55 Logiesverstrekking;2009 1e kwartaal;85.2;;;-4.4;;
378;55 Logiesverstrekking;2009 april;;;;;;
379;55 Logiesverstrekking;2009 mei;;;;;;
380;55 Logiesverstrekking;2009 juni;;;;;;
381;55 Logiesverstrekking;2009 2e kwartaal;108.7;;;-6.8;;
382;55 Logiesverstrekking;2009 juli;;;;;;
383;55 Logiesverstrekking;2009 augustus;;;;;;
384;55 Logiesverstrekking;2009 september;;;;;;
385;55 Logiesverstrekking;2009 3e kwartaal;108.0;;;-2.1;;
386;55 Logiesverstrekking;2009 oktober;;;;;;
387;55 Logiesverstrekking;2009 november;;;;;;
388;55 Logiesverstrekking;2009 december;;;;;;
389;55 Logiesverstrekking;2009 4e kwartaal;90.5;;;-6.5;;
390;55 Logiesverstrekking;2009;98.1;;;-4.9;;
391;55 Logiesverstrekking;2010 januari;;;;;;
392;55 Logiesverstrekking;2010 februari;;;;;;
393;55 Logiesverstrekking;2010 maart;;;;;;
394;55 Logiesverstrekking;2010 1e kwartaal;82.4;;;-3.3;;
395;55 Logiesverstrekking;2010 april;;;;;;
396;55 Logiesverstrekking;2010 mei;;;;;;
397;55 Logiesverstrekking;2010 juni;;;;;;
398;55 Logiesverstrekking;2010 2e kwartaal;107.2;;;-1.4;;
399;55 Logiesverstrekking;2010 juli;;;;;;
400;55 Logiesverstrekking;2010 augustus;;;;;;
401;55 Logiesverstrekking;2010 september;;;;;;
402;55 Logiesverstrekking;2010 3e kwartaal;110.8;;;2.6;;
403;55 Logiesverstrekking;2010 oktober;;;;;;
404;55 Logiesverstrekking;2010 november;;;;;;
405;55 Logiesverstrekking;2010 december;;;;;;
406;55 Logiesverstrekking;2010 4e kwartaal;99.6;;;10.1;;
407;55 Logiesverstrekking;2010;100.0;;;1.9;;
408;55 Logiesverstrekking;2011 januari;;;;;;
409;55 Logiesverstrekking;2011 februari;;;;;;
410;55 Logiesverstrekking;2011 maart;;;;;;
411;55 Logiesverstrekking;2011 1e kwartaal;84.5;;;2.6;;
412;55 Logiesverstrekking;2011 april;;;;;;
413;55 Logiesverstrekking;2011 mei;;;;;;
414;55 Logiesverstrekking;2011 juni;;;;;;
415;55 Logiesverstrekking;2011 2e kwartaal;114.2;;;6.6;;
416;55 Logiesverstrekking;2011 juli;;;;;;
417;55 Logiesverstrekking;2011 augustus;;;;;;
418;55 Logiesverstrekking;2011 september;;;;;;
419;55 Logiesverstrekking;2011 3e kwartaal;113.0;;;1.9;;
420;55 Logiesverstrekking;2011 oktober;;;;;;
421;55 Logiesverstrekking;2011 november;;;;;;
422;55 Logiesverstrekking;2011 december;;;;;;
423;55 Logiesverstrekking;2011 4e kwartaal;99.2;;;-0.4;;
424;55 Logiesverstrekking;2011;102.7;;;2.7;;
425;55 Logiesverstrekking;2012 januari;;;;;;
426;55 Logiesverstrekking;2012 februari;;;;;;
427;55 Logiesverstrekking;2012 maart;;;;;;
428;55 Logiesverstrekking;2012 1e kwartaal;86.8;;;2.7;;
429;55 Logiesverstrekking;2012 april;;;;;;
430;55 Logiesverstrekking;2012 mei;;;;;;
431;55 Logiesverstrekking;2012 juni;;;;;;
432;55 Logiesverstrekking;2012 2e kwartaal;118.7;;;4.0;;
433;55 Logiesverstrekking;2012 juli;;;;;;
434;55 Logiesverstrekking;2012 augustus;;;;;;
435;55 Logiesverstrekking;2012 september;;;;;;
436;55 Logiesverstrekking;2012 3e kwartaal;115.1;;;1.9;;
437;55 Logiesverstrekking;2012 oktober;;;;;;
438;55 Logiesverstrekking;2012 november;;;;;;
439;55 Logiesverstrekking;2012 december;;;;;;
440;55 Logiesverstrekking;2012 4e kwartaal;99.6;;;0.4;;
