ID;Geslacht;Leeftijd;IndicatieZZVEnOfZMV;GebruikZZVEnOfZMV;RegioS;Perioden;PersMetIndicatieGebruikInJaar_1;PersMetIndicatieGebruikInJaar_2;PersMetIndicatieGebruikOpPeildatum_3
5324;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;West-Nederland (LD);2011;;;
5325;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;West-Nederland (LD);2012;;;
5326;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;West-Nederland (LD);2013;;;
5327;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;West-Nederland (LD);2014;;;
5328;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Zuid-Nederland (LD);2009;;;
5329;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Zuid-Nederland (LD);2010;;;
5330;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Zuid-Nederland (LD);2011;;;
5331;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Zuid-Nederland (LD);2012;;;
5332;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Zuid-Nederland (LD);2013;;;
5333;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Zuid-Nederland (LD);2014;;;
5334;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Groningen (PV);2009;;;
5335;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Groningen (PV);2010;;;
5336;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Groningen (PV);2011;;;
5337;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Groningen (PV);2012;;;
5338;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Groningen (PV);2013;;;
5339;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Groningen (PV);2014;;;
5340;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Friesland (PV);2009;;;
5341;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Friesland (PV);2010;;;
5342;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Friesland (PV);2011;;;
5343;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Friesland (PV);2012;;;
5344;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Friesland (PV);2013;;;
5345;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Friesland (PV);2014;;;
5346;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Drenthe (PV);2009;;;
5347;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Drenthe (PV);2010;;;
5348;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Drenthe (PV);2011;;;
5349;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Drenthe (PV);2012;;;
5350;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Drenthe (PV);2013;;;
5351;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Drenthe (PV);2014;;;
5352;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Overijssel (PV);2009;;;
5353;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Overijssel (PV);2010;;;
5354;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Overijssel (PV);2011;;;
5355;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Overijssel (PV);2012;;;
5356;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Overijssel (PV);2013;;;
5357;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Overijssel (PV);2014;;;
5358;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Flevoland (PV);2009;;;
5359;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Flevoland (PV);2010;;;
5360;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Flevoland (PV);2011;;;
5361;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Flevoland (PV);2012;;;
5362;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Flevoland (PV);2013;;;
5363;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Flevoland (PV);2014;;;
5364;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Gelderland (PV);2009;;;
5365;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Gelderland (PV);2010;;;
5366;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Gelderland (PV);2011;;;
5367;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Gelderland (PV);2012;;;
5368;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Gelderland (PV);2013;;;
5369;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Gelderland (PV);2014;;;
5370;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Utrecht (PV);2009;;;
5371;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Utrecht (PV);2010;;;
5372;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Utrecht (PV);2011;;;
5373;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Utrecht (PV);2012;;;
5374;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Utrecht (PV);2013;;;
5375;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Utrecht (PV);2014;;;
5376;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Noord-Holland (PV);2009;;;
5377;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Noord-Holland (PV);2010;;;
5378;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Noord-Holland (PV);2011;;;
5379;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Noord-Holland (PV);2012;;;
5380;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Noord-Holland (PV);2013;;;
5381;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Noord-Holland (PV);2014;;;
5382;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Zuid-Holland (PV);2009;;;
5383;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Zuid-Holland (PV);2010;;;
5384;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Zuid-Holland (PV);2011;;;
5385;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Zuid-Holland (PV);2012;;;
5386;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Zuid-Holland (PV);2013;;;
5387;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Zuid-Holland (PV);2014;;;
5388;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Zeeland (PV);2009;;;
5389;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Zeeland (PV);2010;;;
5390;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Zeeland (PV);2011;;;
5391;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Zeeland (PV);2012;;;
5392;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Zeeland (PV);2013;;;
5393;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Zeeland (PV);2014;;;
5394;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Noord-Brabant (PV);2009;;;
5395;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Noord-Brabant (PV);2010;;;
5396;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Noord-Brabant (PV);2011;;;
5397;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Noord-Brabant (PV);2012;;;
5398;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Noord-Brabant (PV);2013;;;
5399;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Noord-Brabant (PV);2014;;;
5400;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Limburg (PV);2009;;;
5401;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Limburg (PV);2010;;;
5402;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Limburg (PV);2011;;;
5403;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Limburg (PV);2012;;;
5404;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Limburg (PV);2013;;;
5405;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-AWBZ en/of ZMV-AWBZ;Limburg (PV);2014;;;
5406;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Nederland;2009;;;
5407;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Nederland;2010;;;
5408;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Nederland;2011;;;
5409;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Nederland;2012;;;
5410;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Nederland;2013;;;
5411;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Nederland;2014;;;
5412;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Noord-Nederland (LD);2009;;;
5413;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Noord-Nederland (LD);2010;;;
5414;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Noord-Nederland (LD);2011;;;
5415;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Noord-Nederland (LD);2012;;;
5416;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Noord-Nederland (LD);2013;;;
5417;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Noord-Nederland (LD);2014;;;
5418;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Oost-Nederland (LD);2009;;;
5419;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Oost-Nederland (LD);2010;;;
5420;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Oost-Nederland (LD);2011;;;
5421;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Oost-Nederland (LD);2012;;;
5422;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Oost-Nederland (LD);2013;;;
5423;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Oost-Nederland (LD);2014;;;
5424;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;West-Nederland (LD);2009;;;
5425;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;West-Nederland (LD);2010;;;
5426;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;West-Nederland (LD);2011;;;
5427;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;West-Nederland (LD);2012;;;
5428;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;West-Nederland (LD);2013;;;
5429;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;West-Nederland (LD);2014;;;
5430;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Zuid-Nederland (LD);2009;;;
5431;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Zuid-Nederland (LD);2010;;;
5432;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Zuid-Nederland (LD);2011;;;
5433;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Zuid-Nederland (LD);2012;;;
5434;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Zuid-Nederland (LD);2013;;;
5435;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Zuid-Nederland (LD);2014;;;
5436;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Groningen (PV);2009;;;
5437;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Groningen (PV);2010;;;
5438;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Groningen (PV);2011;;;
5439;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Groningen (PV);2012;;;
5440;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Groningen (PV);2013;;;
5441;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Groningen (PV);2014;;;
5442;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Friesland (PV);2009;;;
5443;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Friesland (PV);2010;;;
5444;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Friesland (PV);2011;;;
5445;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Friesland (PV);2012;;;
5446;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Friesland (PV);2013;;;
5447;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Friesland (PV);2014;;;
5448;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Drenthe (PV);2009;;;
5449;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Drenthe (PV);2010;;;
5450;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Drenthe (PV);2011;;;
5451;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Drenthe (PV);2012;;;
5452;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Drenthe (PV);2013;;;
5453;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Drenthe (PV);2014;;;
5454;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Overijssel (PV);2009;;;
5455;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Overijssel (PV);2010;;;
5456;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Overijssel (PV);2011;;;
5457;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Overijssel (PV);2012;;;
5458;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Overijssel (PV);2013;;;
5459;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Overijssel (PV);2014;;;
5460;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Flevoland (PV);2009;;;
5461;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Flevoland (PV);2010;;;
5462;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Flevoland (PV);2011;;;
5463;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Flevoland (PV);2012;;;
5464;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Flevoland (PV);2013;;;
5465;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Flevoland (PV);2014;;;
5466;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Gelderland (PV);2009;;;
5467;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Gelderland (PV);2010;;;
5468;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Gelderland (PV);2011;;;
5469;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Gelderland (PV);2012;;;
5470;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Gelderland (PV);2013;;;
5471;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Gelderland (PV);2014;;;
5472;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Utrecht (PV);2009;;;
5473;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Utrecht (PV);2010;;;
5474;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Utrecht (PV);2011;;;
5475;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Utrecht (PV);2012;;;
5476;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Utrecht (PV);2013;;;
5477;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Utrecht (PV);2014;;;
5478;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Noord-Holland (PV);2009;;;
5479;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Noord-Holland (PV);2010;;;
5480;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Noord-Holland (PV);2011;;;
5481;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Noord-Holland (PV);2012;;;
5482;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Noord-Holland (PV);2013;;;
5483;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Noord-Holland (PV);2014;;;
5484;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Zuid-Holland (PV);2009;;;
5485;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Zuid-Holland (PV);2010;;;
5486;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Zuid-Holland (PV);2011;;;
5487;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Zuid-Holland (PV);2012;;;
5488;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Zuid-Holland (PV);2013;;;
5489;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Zuid-Holland (PV);2014;;;
5490;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Zeeland (PV);2009;;;
5491;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Zeeland (PV);2010;;;
5492;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Zeeland (PV);2011;;;
5493;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Zeeland (PV);2012;;;
5494;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Zeeland (PV);2013;;;
5495;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Zeeland (PV);2014;;;
5496;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Noord-Brabant (PV);2009;;;
5497;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Noord-Brabant (PV);2010;;;
5498;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Noord-Brabant (PV);2011;;;
5499;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Noord-Brabant (PV);2012;;;
5500;Totaal mannen en vrouwen;Totaal leeftijd;Totaal ZMV-AWBZ;Totaal ZZV-Wmo;Noord-Brabant (PV);2013;;;
