ID;Marges;Geslacht;Leeftijd;Perioden;ErgSnelWerken_1;HeelVeelWerkDoen_2;ExtraHardWerken_3;ZelfBeslissen_4;VolgordeWerkzaamhedenBepalen_5;WerktempoBepalen_6;OplossingenBedenken_7;VerlofNemen_8;EmotioneelMoeilijkeWerksituatie_9;EmotioneelVeeleisendWerk_10;EmotioneelBetrokkenBijWerk_11;OngewensteSeksueleAandacht_12;Intimidatie_13;LichamelijkGeweld_14;Pesten_15;PsychischeVermoeidheidDoorHetWerk_16;EmotioneelUitgeput_17;LeegVoelen_18;SOchtendsMoeVoelen_19;VergtVeelOmMetMensenTeWerken_20;UitgeputDoorWerk_21
139;Ondergrens 95%-interval;Totaal mannen en vrouwen;80200;2023;11.1;16.5;9.1;91.5;89.2;89.6;86.9;71.5;;;;1.0;6.4;0.8;1.8;3.0;3.3;8.7;3.5;3.7;2.8
140;Ondergrens 95%-interval;Mannen;10000;2015;26.8;38.3;27.4;88.7;87.3;83.1;88.6;57.6;3.4;7.4;14.2;1.8;10.4;2.1;4.0;6.6;6.2;16.8;9.0;6.1;5.7
141;Ondergrens 95%-interval;Mannen;10000;2017;27.2;40.4;28.6;89.9;87.7;83.7;88.5;59.1;;;;1.7;9.7;2.3;4.4;7.9;6.8;19.4;10.7;7.1;7.1
142;Ondergrens 95%-interval;Mannen;10000;2019;26.0;37.6;25.5;89.2;86.7;84.3;89.4;61.6;;;;1.9;10.1;2.5;4.4;8.4;7.9;18.3;10.9;8.1;6.9
143;Ondergrens 95%-interval;Mannen;10000;2021;26.3;39.6;27.6;88.5;86.4;84.4;87.1;62.3;;;;1.8;8.4;2.0;4.1;8.7;8.6;18.8;10.6;8.7;6.5
144;Ondergrens 95%-interval;Mannen;10000;2023;24.8;36.9;25.9;84.7;83.0;82.5;85.3;62.1;;;;2.0;11.5;2.4;4.3;10.1;10.4;20.5;12.3;9.6;8.5
145;Ondergrens 95%-interval;Mannen;53050;2015;;;;;;;;;;;;;;;;;;;;;
146;Ondergrens 95%-interval;Mannen;53050;2017;;;;;;;;;;;;;;;;;;;;;
147;Ondergrens 95%-interval;Mannen;53050;2019;;;;;;;;;;;;;;;;;;;;;
148;Ondergrens 95%-interval;Mannen;53050;2021;21.7;33.8;27.4;75.3;69.4;68.0;70.3;44.8;;;;3.5;8.2;1.3;5.7;6.2;6.2;15.3;9.0;5.8;4.2
149;Ondergrens 95%-interval;Mannen;53050;2023;18.2;29.0;22.6;59.2;57.9;63.0;62.2;51.7;;;;1.3;9.1;3.9;4.2;5.6;5.7;15.2;5.1;3.4;6.0
150;Ondergrens 95%-interval;Mannen;53500;2015;25.5;33.4;26.4;79.9;77.2;74.6;85.4;52.4;1.8;3.3;11.3;1.7;6.6;0.8;2.7;3.1;2.4;14.1;6.2;3.6;3.1
151;Ondergrens 95%-interval;Mannen;53500;2017;28.1;44.4;33.7;84.4;79.6;72.3;84.3;51.5;;;;1.5;6.1;1.4;4.2;5.9;3.8;16.1;10.3;6.1;4.8
152;Ondergrens 95%-interval;Mannen;53500;2019;29.5;41.5;28.1;80.4;78.8;73.8;83.7;55.7;;;;2.3;8.0;2.0;5.6;10.9;8.8;17.3;12.8;11.9;6.1
153;Ondergrens 95%-interval;Mannen;53500;2021;28.3;44.2;33.3;79.9;75.9;71.1;81.7;54.1;;;;2.6;6.3;2.3;4.0;10.5;10.3;19.8;11.9;9.4;8.1
154;Ondergrens 95%-interval;Mannen;53500;2023;25.9;39.8;29.0;73.9;69.6;71.7;77.4;52.6;;;;2.7;10.3;3.3;3.9;14.4;14.8;23.5;17.1;12.6;11.1
155;Ondergrens 95%-interval;Mannen;53700;2015;29.9;42.9;31.9;84.4;84.7;77.8;88.6;51.6;3.6;7.2;14.4;0.5;8.8;1.3;2.9;7.1;6.4;16.2;9.1;5.7;5.9
156;Ondergrens 95%-interval;Mannen;53700;2017;31.7;45.5;34.2;84.3;82.9;78.5;86.9;51.3;;;;2.2;9.8;2.7;5.0;8.8;8.2;21.6;12.7;8.4;8.6
157;Ondergrens 95%-interval;Mannen;53700;2019;26.2;39.6;26.4;85.5;82.4;81.1;87.2;56.3;;;;1.7;7.7;3.0;3.8;8.0;8.0;17.9;11.6;7.5;6.7
158;Ondergrens 95%-interval;Mannen;53700;2021;29.9;42.5;29.8;83.2;81.1;80.8;83.8;58.6;;;;1.7;7.1;1.5;4.6;8.9;9.2;19.1;11.7;9.9;6.1
159;Ondergrens 95%-interval;Mannen;53700;2023;26.5;40.8;29.1;78.9;78.9;77.9;84.5;56.0;;;;1.7;10.6;1.4;4.5;10.2;10.9;21.3;12.4;9.0;9.2
160;Ondergrens 95%-interval;Mannen;53800;2015;28.0;40.3;27.4;88.2;86.0;81.2;86.1;54.0;2.9;8.0;12.8;2.0;10.8;2.0;4.3;6.4;6.4;18.4;9.5;6.5;5.6
161;Ondergrens 95%-interval;Mannen;53800;2017;27.5;41.2;28.2;89.9;87.9;83.5;88.8;57.8;;;;1.0;9.6;2.1;3.5;7.2;6.1;18.9;9.3;6.4;5.6
162;Ondergrens 95%-interval;Mannen;53800;2019;26.4;38.4;27.2;89.1;86.5;84.9;89.9;59.4;;;;1.2;10.5;1.8;3.9;7.7;7.0;18.1;9.7;7.0;7.0
163;Ondergrens 95%-interval;Mannen;53800;2021;26.8;41.4;28.4;89.5;87.9;85.8;86.7;60.4;;;;0.7;8.0;1.4;3.6;7.8;7.4;18.6;10.6;8.1;5.7
164;Ondergrens 95%-interval;Mannen;53800;2023;26.8;38.2;27.8;84.2;82.8;81.1;84.6;59.3;;;;1.2;11.8;1.5;3.8;9.6;8.8;17.5;11.3;10.0;7.2
165;Ondergrens 95%-interval;Mannen;53900;2015;23.5;36.3;25.0;91.4;90.9;87.5;89.5;57.2;3.2;7.2;13.0;1.2;12.1;1.7;3.0;6.7;6.1;16.8;8.7;5.4;5.6
166;Ondergrens 95%-interval;Mannen;53900;2017;22.7;36.2;23.9;91.9;90.1;86.5;86.9;58.0;;;;1.2;10.4;1.6;3.4;8.9;7.3;19.6;9.6;6.6;8.0
167;Ondergrens 95%-interval;Mannen;53900;2019;23.7;36.2;23.0;90.3;88.2;84.2;87.6;58.9;;;;1.5;10.6;1.9;3.0;7.5;7.3;18.5;9.3;6.1;6.0
168;Ondergrens 95%-interval;Mannen;53900;2021;22.1;35.6;22.3;91.4;90.0;87.6;89.6;60.0;;;;1.1;8.3;1.4;2.4;6.5;7.2;16.4;7.4;6.5;5.1
169;Ondergrens 95%-interval;Mannen;53900;2023;21.4;33.4;21.0;90.1;88.7;86.0;86.8;62.5;;;;1.2;10.8;1.7;3.1;7.3;8.0;20.6;10.2;7.0;6.3
170;Ondergrens 95%-interval;Mannen;80200;2015;7.3;12.9;5.4;92.0;88.2;87.9;83.2;68.2;1.0;3.6;9.7;1.2;4.0;1.7;1.8;1.2;0.8;3.5;1.7;1.7;1.0
171;Ondergrens 95%-interval;Mannen;80200;2017;9.2;14.6;6.0;93.7;90.8;90.8;88.0;72.8;;;;0.3;4.3;0.7;1.1;1.3;1.3;7.3;2.6;1.2;1.5
172;Ondergrens 95%-interval;Mannen;80200;2019;10.0;15.1;7.5;94.5;90.1;88.9;88.6;72.0;;;;0.6;6.4;1.2;1.7;1.8;2.0;8.3;3.2;2.8;2.2
173;Ondergrens 95%-interval;Mannen;80200;2021;11.9;18.2;10.9;92.2;90.2;89.6;86.6;73.9;;;;1.0;6.6;0.9;1.8;3.8;3.1;10.4;4.3;3.6;2.7
174;Ondergrens 95%-interval;Mannen;80200;2023;10.6;16.3;8.8;92.3;89.0;90.6;87.5;73.4;;;;0.8;6.3;0.9;1.3;2.7;3.0;9.0;3.3;3.6;2.6
175;Ondergrens 95%-interval;Vrouwen;10000;2015;20.7;31.3;22.0;89.2;87.2;81.0;85.1;56.1;3.8;9.7;15.3;6.2;9.7;1.1;2.9;6.3;5.4;14.7;8.4;7.0;4.5
176;Ondergrens 95%-interval;Vrouwen;10000;2017;19.1;30.3;19.8;89.7;88.0;80.9;85.4;57.9;;;;6.3;10.6;1.4;3.6;7.5;7.7;16.3;10.0;9.6;5.3
177;Ondergrens 95%-interval;Vrouwen;10000;2019;18.9;31.6;21.9;89.4;87.7;80.4;85.0;61.6;;;;6.9;8.9;1.0;3.3;7.4;7.5;16.4;9.4;8.3;4.8
178;Ondergrens 95%-interval;Vrouwen;10000;2021;21.0;33.1;23.0;88.8;87.2;82.7;85.5;61.2;;;;6.7;10.3;1.3;2.8;8.2;8.7;17.0;10.0;10.4;5.7
179;Ondergrens 95%-interval;Vrouwen;10000;2023;19.1;31.6;22.7;86.0;84.5;79.8;83.8;61.1;;;;9.0;11.7;1.5;4.5;11.3;12.5;20.4;12.4;12.6;7.3
180;Ondergrens 95%-interval;Vrouwen;53050;2015;;;;;;;;;;;;;;;;;;;;;
181;Ondergrens 95%-interval;Vrouwen;53050;2017;;;;;;;;;;;;;;;;;;;;;
182;Ondergrens 95%-interval;Vrouwen;53050;2019;;;;;;;;;;;;;;;;;;;;;
183;Ondergrens 95%-interval;Vrouwen;53050;2021;;;;;;;;;;;;;;;;;;;;;
184;Ondergrens 95%-interval;Vrouwen;53050;2023;;;;;;;;;;;;;;;;;;;;;
185;Ondergrens 95%-interval;Vrouwen;53500;2015;22.7;30.7;23.9;79.0;78.8;69.5;81.2;39.8;1.0;8.7;16.9;6.3;8.2;0.0;1.8;4.5;4.8;6.9;7.5;4.4;3.8
186;Ondergrens 95%-interval;Vrouwen;53500;2017;15.8;28.1;19.6;80.8;78.4;67.2;78.3;49.2;;;;7.4;8.9;0.7;4.8;7.7;6.7;11.9;11.1;9.2;4.6
187;Ondergrens 95%-interval;Vrouwen;53500;2019;24.2;37.5;25.4;82.6;77.1;67.1;82.3;50.0;;;;10.0;9.2;0.7;2.3;9.3;9.7;17.5;10.5;8.5;4.8
188;Ondergrens 95%-interval;Vrouwen;53500;2021;21.7;36.5;24.2;78.8;72.5;70.1;78.1;48.6;;;;13.0;16.2;1.6;3.4;12.5;13.9;19.9;15.8;12.5;6.6
189;Ondergrens 95%-interval;Vrouwen;53500;2023;18.6;34.5;24.1;73.6;71.0;64.8;76.2;52.5;;;;14.7;13.2;1.2;5.7;17.0;17.6;26.2;19.1;15.4;9.8
190;Ondergrens 95%-interval;Vrouwen;53700;2015;24.4;32.7;20.7;88.8;85.8;78.4;84.4;52.1;2.3;6.9;12.8;4.8;8.9;0.6;2.6;5.0;3.2;12.9;8.1;4.3;3.0
191;Ondergrens 95%-interval;Vrouwen;53700;2017;20.2;29.6;18.5;89.2;88.0;79.1;86.1;53.5;;;;8.7;10.8;0.8;1.9;7.3;7.3;16.5;9.5;9.2;5.0
192;Ondergrens 95%-interval;Vrouwen;53700;2019;18.1;28.7;23.6;85.2;82.8;74.8;84.6;59.3;;;;7.9;7.1;1.1;4.4;7.2;7.8;12.5;8.0;8.7;4.7
193;Ondergrens 95%-interval;Vrouwen;53700;2021;20.2;29.6;20.9;87.4;86.3;80.3;82.9;60.3;;;;7.4;7.9;1.1;1.8;5.3;6.5;12.8;7.7;7.4;3.7
194;Ondergrens 95%-interval;Vrouwen;53700;2023;20.5;32.9;25.4;80.5;81.2;73.4;80.8;58.2;;;;9.4;12.0;1.8;4.5;11.1;12.4;19.3;10.9;13.5;5.6
195;Ondergrens 95%-interval;Vrouwen;53800;2015;16.9;28.7;21.9;88.8;88.4;82.0;84.3;57.6;4.0;8.5;12.3;6.6;8.7;1.5;2.2;7.0;6.4;17.5;8.2;7.5;4.3
196;Ondergrens 95%-interval;Vrouwen;53800;2017;17.8;29.1;19.1;89.1;88.8;81.3;85.7;58.2;;;;4.4;9.5;1.1;2.5;6.4;7.2;15.8;9.2;9.4;4.6
197;Ondergrens 95%-interval;Vrouwen;53800;2019;17.6;29.4;18.7;90.3;87.8;80.4;83.4;60.0;;;;5.2;8.3;0.7;2.3;5.6;5.1;15.9;8.6;6.6;3.7
198;Ondergrens 95%-interval;Vrouwen;53800;2021;22.3;35.0;25.2;90.0;88.8;83.5;88.1;60.9;;;;4.8;8.0;0.8;2.4;8.7;8.2;18.5;10.2;11.4;5.5
199;Ondergrens 95%-interval;Vrouwen;53800;2023;18.6;31.6;22.0;90.3;85.2;82.0;84.3;61.4;;;;7.3;11.2;0.7;3.9;9.4;11.1;18.0;11.1;11.5;6.2
200;Ondergrens 95%-interval;Vrouwen;53900;2015;14.0;27.7;15.4;89.2;84.6;80.0;80.1;53.7;3.8;9.2;14.2;4.2;7.7;0.9;2.5;4.8;4.0;12.9;5.6;7.0;3.8
201;Ondergrens 95%-interval;Vrouwen;53900;2017;17.9;30.4;18.1;89.0;87.3;82.5;84.1;53.6;;;;3.4;10.0;1.7;3.2;6.1;6.5;15.4;6.9;7.5;4.3
202;Ondergrens 95%-interval;Vrouwen;53900;2019;14.3;28.0;16.5;90.9;91.0;85.9;82.8;59.3;;;;3.0;8.6;0.6;1.8;4.9;5.1;15.1;7.1;6.7;3.5
203;Ondergrens 95%-interval;Vrouwen;53900;2021;17.5;30.1;19.7;89.5;89.5;84.2;84.3;59.6;;;;3.4;9.1;1.0;2.7;5.9;6.2;14.8;6.8;8.1;5.0
204;Ondergrens 95%-interval;Vrouwen;53900;2023;15.2;27.2;18.5;87.6;87.1;83.6;83.2;58.4;;;;5.1;8.8;1.1;2.0;6.5;7.9;17.2;7.8;8.6;5.2
205;Ondergrens 95%-interval;Vrouwen;80200;2015;;;;;;;;;;;;;;;;;;;;;
206;Ondergrens 95%-interval;Vrouwen;80200;2017;8.3;13.6;7.7;90.6;80.6;80.1;71.0;64.5;;;;0.1;3.3;0.0;1.0;1.9;2.2;6.9;3.2;1.4;1.3
207;Ondergrens 95%-interval;Vrouwen;80200;2019;4.6;14.7;8.8;86.0;86.5;79.4;75.4;68.3;;;;1.6;1.9;0.1;1.1;2.1;2.2;6.8;2.9;2.4;1.6
208;Ondergrens 95%-interval;Vrouwen;80200;2021;7.8;15.0;7.5;88.6;88.2;86.8;83.1;67.3;;;;0.3;3.7;0.1;0.2;1.7;2.0;5.4;2.1;4.4;2.3
209;Ondergrens 95%-interval;Vrouwen;80200;2023;9.9;13.9;7.7;86.4;86.4;83.4;81.8;61.9;;;;0.9;5.0;0.3;2.2;2.6;2.8;5.8;2.7;2.7;2.1
210;Bovengrens 95%-interval;Totaal mannen en vrouwen;10000;2015;27.9;39.4;28.8;91.2;89.6;85.2;89.7;60.7;4.9;10.2;17.3;4.8;12.4;2.8;5.1;8.4;7.7;18.8;11.0;8.3;7.0
211;Bovengrens 95%-interval;Totaal mannen en vrouwen;10000;2017;27.1;39.9;28.3;91.8;90.0;85.1;89.6;61.9;;;;4.7;12.0;3.0;5.5;9.7;8.9;20.8;12.6;9.9;8.2
212;Bovengrens 95%-interval;Totaal mannen en vrouwen;10000;2019;26.3;38.7;27.2;91.4;89.3;85.4;89.9;64.9;;;;5.2;11.7;3.0;5.5;10.1;9.7;20.3;12.6;10.2;7.9
213;Bovengrens 95%-interval;Totaal mannen en vrouwen;10000;2021;26.8;40.0;28.5;90.5;88.7;85.9;88.4;64.7;;;;4.8;10.8;2.5;4.8;10.2;10.4;20.4;12.3;11.1;7.7
214;Bovengrens 95%-interval;Totaal mannen en vrouwen;10000;2023;25.4;38.0;27.5;87.5;85.9;83.9;87.0;64.8;;;;6.0;13.7;3.1;5.8;12.7;13.3;23.1;14.6;12.8;10.0
215;Bovengrens 95%-interval;Totaal mannen en vrouwen;53050;2015;;;;;;;;;;;;;;;;;;;;;
216;Bovengrens 95%-interval;Totaal mannen en vrouwen;53050;2017;;;;;;;;;;;;;;;;;;;;;
217;Bovengrens 95%-interval;Totaal mannen en vrouwen;53050;2019;;;;;;;;;;;;;;;;;;;;;
218;Bovengrens 95%-interval;Totaal mannen en vrouwen;53050;2021;34.2;46.6;41.3;86.0;81.2;79.9;81.3;62.2;;;;11.3;21.8;9.0;14.5;17.0;17.5;29.9;19.4;16.0;14.8
219;Bovengrens 95%-interval;Totaal mannen en vrouwen;53050;2023;29.5;41.0;33.6;77.8;78.9;79.9;82.1;70.0;;;;10.2;16.8;12.3;13.0;20.1;20.4;32.2;19.8;16.1;17.4
220;Bovengrens 95%-interval;Totaal mannen en vrouwen;53500;2015;35.1;43.7;36.3;88.2;86.8;82.6;91.6;59.4;5.1;11.3;22.0;8.8;14.2;2.9;7.0;9.1;8.6;19.8;13.6;9.4;8.9
221;Bovengrens 95%-interval;Totaal mannen en vrouwen;53500;2017;32.3;48.2;37.8;90.3;87.0;79.3;89.6;60.8;;;;8.6;13.1;4.4;9.6;12.5;10.1;22.3;17.7;13.5;9.9
222;Bovengrens 95%-interval;Totaal mannen en vrouwen;53500;2019;37.2;50.3;36.7;88.8;86.2;80.2;90.4;63.9;;;;10.1;14.7;4.7;9.6;17.5;15.9;25.9;19.4;17.8;11.2
223;Bovengrens 95%-interval;Totaal mannen en vrouwen;53500;2021;33.6;50.0;38.1;85.9;81.8;78.2;86.8;60.6;;;;10.5;15.0;4.9;7.6;17.0;17.4;26.9;19.4;16.1;12.6
224;Bovengrens 95%-interval;Totaal mannen en vrouwen;53500;2023;31.7;47.3;36.1;81.9;78.6;77.6;84.7;62.0;;;;12.3;17.8;6.2;9.0;22.8;23.4;33.0;25.7;20.8;17.3
225;Bovengrens 95%-interval;Totaal mannen en vrouwen;53700;2015;35.0;46.9;35.1;91.0;90.2;84.2;92.0;59.5;6.3;11.3;19.7;4.6;13.7;3.1;5.8;10.6;9.1;20.9;13.6;9.1;8.6
226;Bovengrens 95%-interval;Totaal mannen en vrouwen;53700;2017;34.3;47.1;35.4;90.9;89.7;84.5;91.4;59.5;;;;8.0;15.0;4.5;7.2;13.0;12.4;26.0;16.8;13.4;11.9
227;Bovengrens 95%-interval;Totaal mannen en vrouwen;53700;2019;29.9;43.1;32.4;90.7;88.3;84.9;91.3;65.1;;;;7.7;12.1;5.3;7.9;12.4;12.7;22.0;15.6;12.6;10.2
228;Bovengrens 95%-interval;Totaal mannen en vrouwen;53700;2021;32.0;43.9;32.3;89.5;88.0;85.6;88.2;65.7;;;;6.7;11.1;3.2;6.3;11.3;12.1;21.9;14.4;12.9;8.4
229;Bovengrens 95%-interval;Totaal mannen en vrouwen;53700;2023;30.8;45.1;34.5;85.2;85.5;82.2;88.4;64.1;;;;7.9;16.0;3.8;8.0;15.6;16.6;26.9;17.0;15.6;12.3
230;Bovengrens 95%-interval;Totaal mannen en vrouwen;53800;2015;29.2;42.0;30.9;92.2;90.9;86.1;89.7;61.6;5.8;11.8;17.0;6.4;14.0;3.9;6.0;10.1;9.8;23.1;12.9;10.4;8.2
231;Bovengrens 95%-interval;Totaal mannen en vrouwen;53800;2017;28.6;41.9;29.6;92.7;91.6;86.6;91.1;63.4;;;;4.2;13.0;3.4;5.3;9.9;9.5;22.1;12.7;10.7;7.9
232;Bovengrens 95%-interval;Totaal mannen en vrouwen;53800;2019;28.0;40.6;29.0;93.0;90.8;87.4;91.1;65.5;;;;5.0;13.3;3.0;5.7;10.2;9.5;22.0;13.1;10.2;8.8
233;Bovengrens 95%-interval;Totaal mannen en vrouwen;53800;2021;29.6;44.0;31.9;92.7;91.5;88.5;90.6;65.7;;;;4.1;11.1;2.6;5.2;11.4;10.8;22.8;14.0;12.7;8.3
234;Bovengrens 95%-interval;Totaal mannen en vrouwen;53800;2023;28.7;41.4;30.8;90.6;88.1;86.0;88.7;66.1;;;;6.0;15.6;2.8;6.5;13.5;13.6;22.6;15.4;14.6;10.3
235;Bovengrens 95%-interval;Totaal mannen en vrouwen;53900;2015;25.7;39.9;27.5;94.5;92.9;89.6;90.9;62.9;6.2;11.8;18.5;4.7;15.0;3.4;5.5;9.7;8.7;20.6;11.5;9.6;8.4
236;Bovengrens 95%-interval;Totaal mannen en vrouwen;53900;2017;26.0;39.9;26.9;94.2;92.7;89.2;90.0;62.3;;;;3.9;14.1;3.5;5.7;11.4;10.4;22.9;12.2;10.2;10.0
237;Bovengrens 95%-interval;Totaal mannen en vrouwen;53900;2019;25.3;39.0;25.8;93.9;92.8;89.0;90.0;65.1;;;;4.0;13.7;3.0;4.7;9.8;9.7;22.1;12.2;9.5;8.1
238;Bovengrens 95%-interval;Totaal mannen en vrouwen;53900;2021;24.7;38.6;25.7;93.5;92.8;89.8;90.9;65.0;;;;3.6;11.7;2.5;4.4;9.0;9.6;19.8;10.1;10.0;7.6
239;Bovengrens 95%-interval;Totaal mannen en vrouwen;53900;2023;23.5;36.2;24.6;92.4;91.5;88.9;89.1;66.3;;;;4.8;13.4;3.1;4.7;10.0;11.2;23.8;12.7;10.7;8.8
240;Bovengrens 95%-interval;Totaal mannen en vrouwen;80200;2015;14.7;21.2;12.6;96.1;93.1;92.4;89.8;77.5;4.8;9.8;17.1;4.5;9.6;5.1;5.5;4.1;3.2;9.6;5.8;5.6;4.0
241;Bovengrens 95%-interval;Totaal mannen en vrouwen;80200;2017;15.1;21.7;12.0;97.3;93.9;93.8;90.4;79.1;;;;1.6;8.4;2.3;3.9;4.6;4.8;12.8;6.7;4.2;4.7
242;Bovengrens 95%-interval;Totaal mannen en vrouwen;80200;2019;14.3;22.3;13.6;96.8;94.6;92.5;91.5;79.4;;;;3.2;9.8;3.3;4.6;5.2;5.5;13.5;7.1;6.4;5.5
243;Bovengrens 95%-interval;Totaal mannen en vrouwen;80200;2021;15.9;23.5;15.0;95.3;94.0;93.4;90.7;78.9;;;;2.7;9.8;2.6;3.5;6.3;5.8;13.8;7.0;7.3;5.5
244;Bovengrens 95%-interval;Totaal mannen en vrouwen;80200;2023;15.6;21.7;13.4;94.8;92.8;93.1;91.0;77.3;;;;2.6;10.0;2.3;4.0;5.7;6.1;12.8;6.2;6.5;5.6
245;Bovengrens 95%-interval;Mannen;10000;2015;30.3;42.0;30.9;91.1;89.8;86.0;90.9;61.4;4.8;9.4;16.9;3.0;12.8;3.4;5.6;8.6;8.2;19.7;11.3;8.1;7.6
246;Bovengrens 95%-interval;Mannen;10000;2017;30.3;43.8;31.8;92.0;90.0;86.2;90.7;62.4;;;;2.8;11.8;3.5;6.0;10.0;8.6;22.2;13.0;9.1;9.1
247;Bovengrens 95%-interval;Mannen;10000;2019;29.2;41.1;28.7;91.5;89.1;86.9;91.5;65.1;;;;3.1;12.3;3.9;6.1;10.7;10.0;21.2;13.3;10.2;8.9
248;Bovengrens 95%-interval;Mannen;10000;2021;29.0;42.7;30.4;90.5;88.6;86.7;89.1;65.2;;;;2.8;10.2;2.9;5.5;10.6;10.5;21.3;12.7;10.6;8.2
249;Bovengrens 95%-interval;Mannen;10000;2023;27.8;40.2;29.0;87.2;85.6;85.1;87.7;65.4;;;;3.1;13.8;3.6;5.8;12.4;12.7;23.4;14.7;11.8;10.7
250;Bovengrens 95%-interval;Mannen;53050;2015;;;;;;;;;;;;;;;;;;;;;
251;Bovengrens 95%-interval;Mannen;53050;2017;;;;;;;;;;;;;;;;;;;;;
252;Bovengrens 95%-interval;Mannen;53050;2019;;;;;;;;;;;;;;;;;;;;;
253;Bovengrens 95%-interval;Mannen;53050;2021;39.5;53.7;46.8;90.0;85.8;84.8;86.4;64.8;;;;13.9;23.0;11.6;19.1;21.1;20.6;32.9;24.0;19.4;18.2
254;Bovengrens 95%-interval;Mannen;53050;2023;34.7;47.5;40.0;77.0;75.9;80.2;80.2;70.4;;;;9.0;22.3;14.7;15.5;17.2;17.7;30.8;17.2;12.4;17.4
255;Bovengrens 95%-interval;Mannen;53500;2015;37.1;45.6;38.1;88.9;86.8;84.7;93.0;64.8;6.4;9.3;20.4;6.9;14.1;4.5;8.2;8.8;7.9;23.9;13.5;9.6;9.1
256;Bovengrens 95%-interval;Mannen;53500;2017;38.4;55.3;44.5;91.7;87.8;81.6;91.7;62.4;;;;6.1;12.5;5.8;10.2;12.4;9.1;25.0;18.2;12.7;10.5
257;Bovengrens 95%-interval;Mannen;53500;2019;39.8;52.3;38.3;88.6;87.1;82.7;91.0;66.3;;;;6.4;14.7;6.1;12.1;18.9;16.1;26.4;21.1;20.0;12.6
258;Bovengrens 95%-interval;Mannen;53500;2021;36.6;53.2;42.0;86.5;83.2;78.9;88.1;62.9;;;;6.2;11.3;5.6;8.2;16.7;16.4;27.5;18.3;15.3;13.8
259;Bovengrens 95%-interval;Mannen;53500;2023;35.5;50.1;38.9;82.6;78.7;80.4;85.5;62.8;;;;7.2;17.3;8.1;8.7;22.5;23.1;32.8;25.7;20.3;18.6
260;Bovengrens 95%-interval;Mannen;53700;2015;37.7;51.1;39.9;90.1;90.1;84.4;93.4;59.9;7.4;11.9;20.8;2.6;14.2;3.9;6.3;11.9;11.1;22.7;14.5;10.1;10.4
261;Bovengrens 95%-interval;Mannen;53700;2017;39.3;53.4;41.9;89.8;88.5;84.7;92.0;59.2;;;;5.2;15.1;5.9;9.2;14.1;13.4;28.6;18.7;13.6;14.1
262;Bovengrens 95%-interval;Mannen;53700;2019;34.0;48.1;34.2;91.2;88.5;87.3;92.4;64.6;;;;5.3;13.2;7.0;8.4;13.5;13.4;25.0;17.9;12.5;11.8
263;Bovengrens 95%-interval;Mannen;53700;2021;36.8;49.8;36.7;88.6;86.8;86.3;89.0;65.8;;;;4.2;11.2;3.8;8.4;13.8;14.1;25.4;17.0;14.7;10.3
264;Bovengrens 95%-interval;Mannen;53700;2023;34.0;48.9;36.7;85.2;85.2;84.2;90.0;64.0;;;;4.4;15.9;4.0;8.5;15.7;16.6;28.4;18.3;14.1;14.5
265;Bovengrens 95%-interval;Mannen;53800;2015;34.1;46.9;33.5;92.1;90.3;86.1;90.4;60.6;5.5;11.9;17.6;4.3;15.2;4.4;7.4;10.1;10.1;23.8;13.7;10.2;9.1
266;Bovengrens 95%-interval;Mannen;53800;2017;33.0;47.1;33.7;93.2;91.6;87.6;92.3;63.6;;;;2.7;13.4;4.1;6.1;10.6;9.3;23.8;13.1;9.6;8.7
267;Bovengrens 95%-interval;Mannen;53800;2019;32.2;44.7;33.1;92.8;90.6;89.1;93.4;65.6;;;;3.1;14.7;3.9;6.8;11.6;10.7;23.4;13.9;10.8;10.8
268;Bovengrens 95%-interval;Mannen;53800;2021;32.0;47.2;33.8;92.8;91.5;89.6;90.4;66.0;;;;1.9;11.4;3.3;6.1;11.4;10.8;23.4;14.7;11.6;8.7
269;Bovengrens 95%-interval;Mannen;53800;2023;33.0;44.9;34.0;89.0;87.7;86.2;89.2;65.9;;;;3.1;16.5;3.6;6.9;14.1;13.1;23.0;16.0;14.5;11.2
270;Bovengrens 95%-interval;Mannen;53900;2015;29.7;43.3;31.5;95.0;94.6;91.8;93.5;64.2;6.0;11.1;18.1;3.2;17.0;4.0;5.9;10.7;9.9;22.5;13.0;9.1;9.3
271;Bovengrens 95%-interval;Mannen;53900;2017;28.0;42.2;29.3;95.0;93.5;90.5;90.8;64.0;;;;2.8;14.5;3.6;6.0;12.9;10.9;24.8;13.6;9.8;11.8
272;Bovengrens 95%-interval;Mannen;53900;2019;29.6;42.6;28.8;93.9;92.0;88.7;91.6;65.3;;;;3.3;14.9;4.1;5.6;11.3;11.0;24.0;13.5;9.5;9.6
273;Bovengrens 95%-interval;Mannen;53900;2021;26.9;41.1;27.1;94.2;93.1;91.1;92.7;65.5;;;;2.5;11.6;2.9;4.4;9.6;10.2;20.8;10.7;9.6;7.9
274;Bovengrens 95%-interval;Mannen;53900;2023;26.6;39.2;26.0;93.4;92.2;89.9;90.5;68.3;;;;2.9;14.7;3.6;5.6;10.7;11.5;25.6;14.1;10.3;9.6
275;Bovengrens 95%-interval;Mannen;80200;2015;13.9;21.1;11.2;97.1;94.4;94.1;90.6;78.1;4.7;8.9;17.5;5.2;9.4;6.4;6.1;4.9;4.2;9.0;5.9;5.7;4.8
