ID;ApparatenVervoerMaterieelEnOverig;WereldEUEnNietEU;Perioden;Invoerwaarde_1;Invoerhoeveelheid_2;Uitvoerwaarde_3;Uitvoerhoeveelheid_4;EenheidVanGoederensoort_5
5579;8402900000 Delen van stoomketels en v...;Niet-EU;2011 februari;5.0;500.0;1635.0;316939.0;kg                       
5580;8402900000 Delen van stoomketels en v...;Niet-EU;2011 maart;1313.0;180551.0;1505.0;97424.0;kg                       
5581;8402900000 Delen van stoomketels en v...;Niet-EU;2011 april;351.0;10100.0;256.0;47759.0;kg                       
5582;8402900000 Delen van stoomketels en v...;Niet-EU;2011 mei;899.0;106940.0;561.0;73491.0;kg                       
5583;8402900000 Delen van stoomketels en v...;Niet-EU;2011 juni;5349.0;852901.0;1845.0;85611.0;kg                       
5584;8402900000 Delen van stoomketels en v...;Niet-EU;2011 juli;9862.0;2714543.0;424.0;17740.0;kg                       
5585;8402900000 Delen van stoomketels en v...;Niet-EU;2011 augustus;2531.0;456791.0;448.0;22246.0;kg                       
5586;8402900000 Delen van stoomketels en v...;Niet-EU;2011 september;870.0;129862.0;243.0;40209.0;kg                       
5587;8402900000 Delen van stoomketels en v...;Niet-EU;2011 oktober;977.0;116940.0;1301.0;129047.0;kg                       
5588;8402900000 Delen van stoomketels en v...;Niet-EU;2011 november;22.0;2631.0;681.0;64695.0;kg                       
5589;8402900000 Delen van stoomketels en v...;Niet-EU;2011 december;3037.0;1183813.0;273.0;9571.0;kg                       
5590;8402900000 Delen van stoomketels en v...;Niet-EU;2011;25369.0;5793842.0;9663.0;997731.0;kg                       
5591;8402900000 Delen van stoomketels en v...;Niet-EU;2012 januari;4715.0;1276188.0;1194.0;46659.0;kg                       
5592;8402900000 Delen van stoomketels en v...;Niet-EU;2012 februari;18.0;2142.0;784.0;80025.0;kg                       
5593;8402900000 Delen van stoomketels en v...;Niet-EU;2012 maart;1801.0;259370.0;840.0;49691.0;kg                       
5594;8402900000 Delen van stoomketels en v...;Niet-EU;2012 april;17.0;1114.0;561.0;5889.0;kg                       
5595;8402900000 Delen van stoomketels en v...;Niet-EU;2012 mei;23.0;2685.0;216.0;15810.0;kg                       
5596;8402900000 Delen van stoomketels en v...;Niet-EU;2012 juni;49.0;2950.0;216.0;16143.0;kg                       
5597;8402900000 Delen van stoomketels en v...;Niet-EU;2012 juli;1711.0;269041.0;876.0;16348.0;kg                       
5598;8402900000 Delen van stoomketels en v...;Niet-EU;2012 augustus;17.0;753.0;296.0;26902.0;kg                       
5599;8402900000 Delen van stoomketels en v...;Niet-EU;2012 september;9.0;264.0;4330.0;567280.0;kg                       
5600;8402900000 Delen van stoomketels en v...;Niet-EU;2012 oktober;82.0;10437.0;378.0;33440.0;kg                       
5601;8402900000 Delen van stoomketels en v...;Niet-EU;2012 november;426.0;10574.0;340.0;45569.0;kg                       
5602;8402900000 Delen van stoomketels en v...;Niet-EU;2012 december;18.0;1627.0;1484.0;101388.0;kg                       
5603;8402900000 Delen van stoomketels en v...;Niet-EU;2012;8886.0;1837145.0;11514.0;1005144.0;kg                       
5604;8402900000 Delen van stoomketels en v...;Niet-EU;2013 januari;79.0;4172.0;966.0;65127.0;kg                       
5605;8402900000 Delen van stoomketels en v...;Niet-EU;2013 februari;23.0;1513.0;2502.0;101197.0;kg                       
5606;8402900000 Delen van stoomketels en v...;Niet-EU;2013 maart;11.0;883.0;1636.0;75890.0;kg                       
5607;8402900000 Delen van stoomketels en v...;Niet-EU;2013 april;16.0;158.0;4210.0;194293.0;kg                       
5608;8402900000 Delen van stoomketels en v...;Niet-EU;2013 mei;27.0;1577.0;1522.0;49006.0;kg                       
5609;8402900000 Delen van stoomketels en v...;Niet-EU;2013 juni;5.0;1104.0;2872.0;166637.0;kg                       
5610;8402900000 Delen van stoomketels en v...;Niet-EU;2013 juli;15.0;813.0;3960.0;84811.0;kg                       
5611;8402900000 Delen van stoomketels en v...;Niet-EU;2013 augustus;8.0;1034.0;1312.0;34378.0;kg                       
5612;8402900000 Delen van stoomketels en v...;Niet-EU;2013 september;24.0;248.0;408.0;10053.0;kg                       
5613;8402900000 Delen van stoomketels en v...;Niet-EU;2013 oktober;9.0;167.0;1139.0;93260.0;kg                       
5614;8402900000 Delen van stoomketels en v...;Niet-EU;2013 november;11.0;3595.0;263.0;12274.0;kg                       
5615;8402900000 Delen van stoomketels en v...;Niet-EU;2013 december;25.0;13869.0;408.0;12490.0;kg                       
5616;8402900000 Delen van stoomketels en v...;Niet-EU;2013 ;254.0;29133.0;21197.0;899416.0;kg                       
5617;8402900000 Delen van stoomketels en v...;Niet-EU;2014 januari;7.0;91.0;480.0;13948.0;kg                       
5618;8402900000 Delen van stoomketels en v...;Niet-EU;2014 februari;5.0;791.0;63.0;13826.0;kg                       
5619;8402900000 Delen van stoomketels en v...;Niet-EU;2014 maart;18.0;1366.0;502.0;26387.0;kg                       
5620;8402900000 Delen van stoomketels en v...;Niet-EU;2014 april;4.0;535.0;716.0;68693.0;kg                       
5621;8402900000 Delen van stoomketels en v...;Niet-EU;2014 mei;3.0;191.0;573.0;33801.0;kg                       
5622;8402900000 Delen van stoomketels en v...;Niet-EU;2014 juni;2.0;1110.0;361.0;68585.0;kg                       
5623;8402900000 Delen van stoomketels en v...;Niet-EU;2014 juli;2.0;109.0;117.0;17531.0;kg                       
5624;8402900000 Delen van stoomketels en v...;Niet-EU;2014 augustus;26.0;3612.0;518.0;38810.0;kg                       
5625;8402900000 Delen van stoomketels en v...;Niet-EU;2014 september;9.0;1053.0;3521.0;119943.0;kg                       
5626;8402900000 Delen van stoomketels en v...;Niet-EU;2014 oktober;5.0;275.0;229.0;40587.0;kg                       
5627;8402900000 Delen van stoomketels en v...;Niet-EU;2014 november;13.0;870.0;342.0;18229.0;kg                       
5628;8402900000 Delen van stoomketels en v...;Niet-EU;2014 december;9.0;888.0;2543.0;35709.0;kg                       
5629;8402900000 Delen van stoomketels en v...;Niet-EU;2014;104.0;10891.0;9965.0;496049.0;kg                       
5630;8402900000 Delen van stoomketels en v...;Niet-EU;2015 januari;30.0;3362.0;872.0;37714.0;kg                       
5631;8402900000 Delen van stoomketels en v...;Niet-EU;2015 februari;1.0;27.0;1380.0;50650.0;kg                       
5632;8402900000 Delen van stoomketels en v...;Niet-EU;2015 maart;38.0;985.0;288.0;18590.0;kg                       
5633;8402900000 Delen van stoomketels en v...;Niet-EU;2015 april;24.0;10651.0;1117.0;11863.0;kg                       
5634;8402900000 Delen van stoomketels en v...;Niet-EU;2015 mei;15.0;7603.0;799.0;27973.0;kg                       
5635;8402900000 Delen van stoomketels en v...;Niet-EU;2015 juni;87.0;589.0;2636.0;101417.0;kg                       
5636;8402900000 Delen van stoomketels en v...;Niet-EU;2015 juli;43.0;650.0;819.0;38528.0;kg                       
5637;8402900000 Delen van stoomketels en v...;Niet-EU;2015 augustus;1.0;1.0;922.0;58860.0;kg                       
5638;8402900000 Delen van stoomketels en v...;Niet-EU;2015 september;243.0;1192.0;713.0;112575.0;kg                       
5639;8402900000 Delen van stoomketels en v...;Niet-EU;2015 oktober;7.0;91.0;2660.0;213436.0;kg                       
5640;8402900000 Delen van stoomketels en v...;Niet-EU;2015 november;6.0;46.0;2751.0;186623.0;kg                       
5641;8402900000 Delen van stoomketels en v...;Niet-EU;2015 december;7.0;84.0;703.0;21943.0;kg                       
5642;8402900000 Delen van stoomketels en v...;Niet-EU;2015;503.0;25281.0;15662.0;880172.0;kg                       
5643;8402900000 Delen van stoomketels en v...;Niet-EU;2016 januari;70.0;284.0;923.0;103337.0;kg                       
5644;8402900000 Delen van stoomketels en v...;Niet-EU;2016 februari;56.0;47.0;2708.0;213926.0;kg                       
5645;8402900000 Delen van stoomketels en v...;Niet-EU;2016 maart;49.0;106.0;2909.0;145703.0;kg                       
5646;8402900000 Delen van stoomketels en v...;Niet-EU;2016 april;98.0;514.0;4500.0;216964.0;kg                       
5647;8402900000 Delen van stoomketels en v...;Niet-EU;2016 mei;7.0;74.0;509.0;44951.0;kg                       
5648;8402900000 Delen van stoomketels en v...;Niet-EU;2016 juni;37.0;17.0;428.0;12944.0;kg                       
5649;8402900000 Delen van stoomketels en v...;Niet-EU;2016 juli;17.0;825.0;145.0;3035.0;kg                       
5650;8402900000 Delen van stoomketels en v...;Niet-EU;2016 augustus;40.0;19.0;351.0;49422.0;kg                       
5651;8402900000 Delen van stoomketels en v...;Niet-EU;2016 september;449.0;10760.0;1816.0;146662.0;kg                       
5652;8402900000 Delen van stoomketels en v...;Niet-EU;2016 oktober;766.0;24432.0;1478.0;127715.0;kg                       
5653;8402900000 Delen van stoomketels en v...;Niet-EU;2016 november;;;1823.0;125411.0;kg                       
5654;8402900000 Delen van stoomketels en v...;Niet-EU;2016 december;28.0;117.0;1481.0;75998.0;kg                       
5655;8402900000 Delen van stoomketels en v...;Niet-EU;2016;1618.0;37195.0;19071.0;1266068.0;kg                       
5656;8402900000 Delen van stoomketels en v...;Niet-EU;2017 januari;0.0;2.0;767.0;59179.0;kg                       
5657;8402900000 Delen van stoomketels en v...;Niet-EU;2017 februari;;;659.0;69140.0;kg                       
5658;8402900000 Delen van stoomketels en v...;Niet-EU;2017 maart;23.0;118.0;284.0;12772.0;kg                       
5659;8402900000 Delen van stoomketels en v...;Niet-EU;2017 april;3.0;13.0;85.0;1909.0;kg                       
5660;8402900000 Delen van stoomketels en v...;Niet-EU;2017 mei;5.0;14.0;547.0;40479.0;kg                       
5661;8402900000 Delen van stoomketels en v...;Niet-EU;2017 juni;17.0;1795.0;304.0;6704.0;kg                       
5662;8402900000 Delen van stoomketels en v...;Niet-EU;2017 juli;0.0;1.0;666.0;53358.0;kg                       
5663;8402900000 Delen van stoomketels en v...;Niet-EU;2017 augustus;0.0;1.0;1336.0;82372.0;kg                       
5664;8402900000 Delen van stoomketels en v...;Niet-EU;2017 september;;;486.0;30482.0;kg                       
5665;8402900000 Delen van stoomketels en v...;Niet-EU;2017 oktober;16.0;89.0;174.0;6987.0;kg                       
5666;8402900000 Delen van stoomketels en v...;Niet-EU;2017 november;0.0;7.0;350.0;10106.0;kg                       
5667;8402900000 Delen van stoomketels en v...;Niet-EU;2017 december;11.0;95.0;250.0;18105.0;kg                       
5668;8402900000 Delen van stoomketels en v...;Niet-EU;2017;75.0;2135.0;5908.0;391593.0;kg                       
5669;8402900000 Delen van stoomketels en v...;Niet-EU;2018 januari;11.0;40.0;84.0;1548.0;kg                       
5670;8402900000 Delen van stoomketels en v...;Niet-EU;2018 februari;6.0;429.0;155.0;17240.0;kg                       
5671;8402900000 Delen van stoomketels en v...;Niet-EU;2018 maart;30.0;836.0;253.0;10892.0;kg                       
5672;8402900000 Delen van stoomketels en v...;Niet-EU;2018 april;1.0;3.0;95.0;2151.0;kg                       
5673;8402900000 Delen van stoomketels en v...;Niet-EU;2018 mei;6.0;443.0;142.0;12508.0;kg                       
5674;8402900000 Delen van stoomketels en v...;Niet-EU;2018 juni;25.0;296.0;78.0;1787.0;kg                       
5675;8402900000 Delen van stoomketels en v...;Niet-EU;2018 juli;34.0;534.0;203.0;6346.0;kg                       
5676;8402900000 Delen van stoomketels en v...;Niet-EU;2018 augustus;23.0;36.0;959.0;24470.0;kg                       
5677;8402900000 Delen van stoomketels en v...;Niet-EU;2018 september;13.0;50.0;3742.0;44808.0;kg                       
5678;8402900000 Delen van stoomketels en v...;Niet-EU;2018 oktober;22.0;75.0;4070.0;25913.0;kg                       
5679;8402900000 Delen van stoomketels en v...;Niet-EU;2018 november;10.0;112.0;844.0;32893.0;kg                       
5680;8402900000 Delen van stoomketels en v...;Niet-EU;2018 december;148.0;178.0;507.0;30861.0;kg                       
5681;8402900000 Delen van stoomketels en v...;Niet-EU;2018;330.0;3032.0;11132.0;211417.0;kg                       
5682;8402900000 Delen van stoomketels en v...;Niet-EU;2019 januari;15.0;444.0;2181.0;128928.0;kg                       
5683;8402900000 Delen van stoomketels en v...;Niet-EU;2019 februari;21.0;511.0;1615.0;39578.0;kg                       
5684;8402900000 Delen van stoomketels en v...;Niet-EU;2019 maart;6.0;37.0;845.0;42115.0;kg                       
5685;8402900000 Delen van stoomketels en v...;Niet-EU;2019 april;43.0;1811.0;358.0;18573.0;kg                       
5686;8402900000 Delen van stoomketels en v...;Niet-EU;2019 mei;38.0;2631.0;363.0;22720.0;kg                       
5687;8402900000 Delen van stoomketels en v...;Niet-EU;2019 juni;12.0;154.0;405.0;6063.0;kg                       
5688;8402900000 Delen van stoomketels en v...;Niet-EU;2019 juli;4.0;139.0;773.0;41745.0;kg                       
5689;8402900000 Delen van stoomketels en v...;Niet-EU;2019 augustus;2.0;97.0;796.0;34751.0;kg                       
5690;8402900000 Delen van stoomketels en v...;Niet-EU;2019 september;8.0;153.0;283.0;4958.0;kg                       
5691;8402900000 Delen van stoomketels en v...;Niet-EU;2019 oktober;46.0;678.0;1448.0;20039.0;kg                       
5692;8402900000 Delen van stoomketels en v...;Niet-EU;2019 november;61.0;6968.0;627.0;20766.0;kg                       
5693;8402900000 Delen van stoomketels en v...;Niet-EU;2019 december;11.0;71.0;252.0;7172.0;kg                       
5694;8402900000 Delen van stoomketels en v...;Niet-EU;2019;266.0;13694.0;9947.0;387408.0;kg                       
5695;8402900000 Delen van stoomketels en v...;Niet-EU;2020 januari;0.0;20.0;295.0;2736.0;kg                       
5696;8402900000 Delen van stoomketels en v...;Niet-EU;2020 februari;11.0;541.0;287.0;5384.0;kg                       
5697;8402900000 Delen van stoomketels en v...;Niet-EU;2020 maart;33.0;306.0;394.0;10749.0;kg                       
5698;8402900000 Delen van stoomketels en v...;Niet-EU;2020 april;34.0;258.0;363.0;7692.0;kg                       
5699;8402900000 Delen van stoomketels en v...;Niet-EU;2020 mei;71.0;798.0;276.0;5622.0;kg                       
5700;8402900000 Delen van stoomketels en v...;Niet-EU;2020 juni;7.0;227.0;281.0;27388.0;kg                       
5701;8402900000 Delen van stoomketels en v...;Niet-EU;2020 juli;159.0;2330.0;326.0;3518.0;kg                       
5702;8402900000 Delen van stoomketels en v...;Niet-EU;2020 augustus;52.0;1720.0;345.0;7278.0;kg                       
5703;8402900000 Delen van stoomketels en v...;Niet-EU;2020 september;343.0;3097.0;879.0;40535.0;kg                       
5704;8402900000 Delen van stoomketels en v...;Niet-EU;2020 oktober;16.0;360.0;1268.0;48171.0;kg                       
