ID;WisselingBeroepsklasse;BeroepsklasseVoorgaandePeriode;Perioden;WerkzameBeroepsbevolking_1
1634;Geen wisseling beroep;03 Commerciële beroepen;2010 4e kwartaal;732.0
1635;Geen wisseling beroep;03 Commerciële beroepen;2010;661.0
1636;Geen wisseling beroep;03 Commerciële beroepen;2011 1e kwartaal;736.0
1637;Geen wisseling beroep;03 Commerciële beroepen;2011 2e kwartaal;731.0
1638;Geen wisseling beroep;03 Commerciële beroepen;2011 3e kwartaal;735.0
1639;Geen wisseling beroep;03 Commerciële beroepen;2011 4e kwartaal;747.0
1640;Geen wisseling beroep;03 Commerciële beroepen;2011;605.0
1641;Geen wisseling beroep;03 Commerciële beroepen;2012 1e kwartaal;757.0
1642;Geen wisseling beroep;03 Commerciële beroepen;2012 2e kwartaal;767.0
1643;Geen wisseling beroep;03 Commerciële beroepen;2012 3e kwartaal;754.0
1644;Geen wisseling beroep;03 Commerciële beroepen;2012 4e kwartaal;758.0
1645;Geen wisseling beroep;03 Commerciële beroepen;2012;620.0
1646;Geen wisseling beroep;03 Commerciële beroepen;2013 1e kwartaal;846.0
1647;Geen wisseling beroep;03 Commerciële beroepen;2013 2e kwartaal;856.0
1648;Geen wisseling beroep;03 Commerciële beroepen;2013 3e kwartaal;857.0
1649;Geen wisseling beroep;03 Commerciële beroepen;2013 4e kwartaal;861.0
1650;Geen wisseling beroep;03 Commerciële beroepen;2013;694.0
1651;Geen wisseling beroep;03 Commerciële beroepen;2014 1e kwartaal;881.0
1652;Geen wisseling beroep;03 Commerciële beroepen;2014 2e kwartaal;859.0
1653;Geen wisseling beroep;03 Commerciële beroepen;2014 3e kwartaal;854.0
1654;Geen wisseling beroep;03 Commerciële beroepen;2014 4e kwartaal;858.0
1655;Geen wisseling beroep;03 Commerciële beroepen;2014;723.0
1656;Geen wisseling beroep;03 Commerciële beroepen;2015 1e kwartaal;853.0
1657;Geen wisseling beroep;03 Commerciële beroepen;2015 2e kwartaal;864.0
1658;Geen wisseling beroep;03 Commerciële beroepen;2015 3e kwartaal;871.0
1659;Geen wisseling beroep;03 Commerciële beroepen;2015 4e kwartaal;882.0
1660;Geen wisseling beroep;03 Commerciële beroepen;2015;704.0
1661;Geen wisseling beroep;03 Commerciële beroepen;2016 1e kwartaal;887.0
1662;Geen wisseling beroep;03 Commerciële beroepen;2016 2e kwartaal;877.0
1663;Geen wisseling beroep;03 Commerciële beroepen;2016 3e kwartaal;839.0
1664;Geen wisseling beroep;03 Commerciële beroepen;2016 4e kwartaal;864.0
1665;Geen wisseling beroep;03 Commerciële beroepen;2016;733.0
1666;Geen wisseling beroep;03 Commerciële beroepen;2017 1e kwartaal;846.0
1667;Geen wisseling beroep;03 Commerciële beroepen;2017 2e kwartaal;866.0
1668;Geen wisseling beroep;03 Commerciële beroepen;2017 3e kwartaal;903.0
1669;Geen wisseling beroep;03 Commerciële beroepen;2017 4e kwartaal;875.0
1670;Geen wisseling beroep;03 Commerciële beroepen;2017;697.0
1671;Geen wisseling beroep;03 Commerciële beroepen;2018 1e kwartaal;865.0
1672;Geen wisseling beroep;03 Commerciële beroepen;2018 2e kwartaal;867.0
1673;Geen wisseling beroep;03 Commerciële beroepen;2018 3e kwartaal;879.0
1674;Geen wisseling beroep;03 Commerciële beroepen;2018 4e kwartaal;910.0
1675;Geen wisseling beroep;03 Commerciële beroepen;2018;715.0
1676;Geen wisseling beroep;03 Commerciële beroepen;2019 1e kwartaal;926.0
1677;Geen wisseling beroep;03 Commerciële beroepen;2019 2e kwartaal;883.0
1678;Geen wisseling beroep;03 Commerciële beroepen;2019 3e kwartaal;890.0
1679;Geen wisseling beroep;03 Commerciële beroepen;2019 4e kwartaal;874.0
1680;Geen wisseling beroep;03 Commerciële beroepen;2019;739.0
1681;Geen wisseling beroep;03 Commerciële beroepen;2020 1e kwartaal;877.0
1682;Geen wisseling beroep;03 Commerciële beroepen;2020 2e kwartaal;875.0
1683;Geen wisseling beroep;03 Commerciële beroepen;2020 3e kwartaal;849.0
1684;Geen wisseling beroep;03 Commerciële beroepen;2020 4e kwartaal;880.0
1685;Geen wisseling beroep;03 Commerciële beroepen;2020;733.0
1686;Geen wisseling beroep;03 Commerciële beroepen;2021 1e kwartaal;
1687;Geen wisseling beroep;03 Commerciële beroepen;2021 2e kwartaal;920.0
1688;Geen wisseling beroep;03 Commerciële beroepen;2021 3e kwartaal;920.0
1689;Geen wisseling beroep;03 Commerciële beroepen;2021 4e kwartaal;916.0
1690;Geen wisseling beroep;03 Commerciële beroepen;2022 1e kwartaal;921.0
1691;Geen wisseling beroep;03 Commerciële beroepen;2022 2e kwartaal;927.0
1692;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2003 2e kwartaal;1353.0
1693;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2003 3e kwartaal;1362.0
1694;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2003 4e kwartaal;1358.0
1695;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2004 1e kwartaal;1377.0
1696;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2004 2e kwartaal;1410.0
1697;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2004 3e kwartaal;1411.0
1698;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2004 4e kwartaal;1431.0
1699;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2004;1205.0
1700;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2005 1e kwartaal;1458.0
1701;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2005 2e kwartaal;1444.0
1702;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2005 3e kwartaal;1443.0
1703;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2005 4e kwartaal;1434.0
1704;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2005;1285.0
1705;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2006 1e kwartaal;1420.0
1706;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2006 2e kwartaal;1412.0
1707;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2006 3e kwartaal;1400.0
1708;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2006 4e kwartaal;1427.0
1709;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2006;1250.0
1710;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2007 1e kwartaal;1419.0
1711;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2007 2e kwartaal;1433.0
1712;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2007 3e kwartaal;1449.0
1713;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2007 4e kwartaal;1446.0
1714;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2007;1231.0
1715;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2008 1e kwartaal;1483.0
1716;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2008 2e kwartaal;1508.0
1717;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2008 3e kwartaal;1510.0
1718;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2008 4e kwartaal;1497.0
1719;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2008;1280.0
1720;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2009 1e kwartaal;1527.0
1721;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2009 2e kwartaal;1521.0
1722;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2009 3e kwartaal;1496.0
1723;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2009 4e kwartaal;1487.0
1724;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2009;1312.0
1725;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2010 1e kwartaal;1450.0
1726;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2010 2e kwartaal;1467.0
1727;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2010 3e kwartaal;1471.0
1728;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2010 4e kwartaal;1459.0
1729;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2010;1296.0
1730;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2011 1e kwartaal;1438.0
1731;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2011 2e kwartaal;1440.0
1732;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2011 3e kwartaal;1446.0
1733;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2011 4e kwartaal;1455.0
1734;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2011;1280.0
1735;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2012 1e kwartaal;1446.0
1736;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2012 2e kwartaal;1414.0
1737;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2012 3e kwartaal;1420.0
1738;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2012 4e kwartaal;1406.0
1739;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2012;1258.0
1740;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2013 1e kwartaal;1384.0
1741;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2013 2e kwartaal;1370.0
1742;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2013 3e kwartaal;1381.0
1743;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2013 4e kwartaal;1352.0
1744;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2013;1199.0
1745;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2014 1e kwartaal;1324.0
1746;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2014 2e kwartaal;1335.0
1747;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2014 3e kwartaal;1353.0
1748;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2014 4e kwartaal;1365.0
1749;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2014;1176.0
1750;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2015 1e kwartaal;1373.0
1751;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2015 2e kwartaal;1410.0
1752;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2015 3e kwartaal;1388.0
1753;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2015 4e kwartaal;1426.0
1754;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2015;1198.0
1755;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2016 1e kwartaal;1402.0
1756;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2016 2e kwartaal;1372.0
1757;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2016 3e kwartaal;1411.0
1758;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2016 4e kwartaal;1398.0
1759;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2016;1214.0
1760;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2017 1e kwartaal;1446.0
1761;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2017 2e kwartaal;1443.0
1762;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2017 3e kwartaal;1447.0
1763;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2017 4e kwartaal;1434.0
1764;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2017;1241.0
1765;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2018 1e kwartaal;1468.0
1766;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2018 2e kwartaal;1498.0
1767;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2018 3e kwartaal;1516.0
1768;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2018 4e kwartaal;1510.0
1769;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2018;1274.0
1770;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2019 1e kwartaal;1496.0
1771;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2019 2e kwartaal;1546.0
1772;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2019 3e kwartaal;1548.0
1773;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2019 4e kwartaal;1512.0
1774;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2019;1283.0
1775;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2020 1e kwartaal;1504.0
1776;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2020 2e kwartaal;1556.0
1777;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2020 3e kwartaal;1546.0
1778;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2020 4e kwartaal;1602.0
1779;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2020;1332.0
1780;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2021 1e kwartaal;
1781;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2021 2e kwartaal;1665.0
1782;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2021 3e kwartaal;1661.0
1783;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2021 4e kwartaal;1683.0
1784;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2022 1e kwartaal;1721.0
1785;Geen wisseling beroep;04 Bedrijfseconomische en administrat...;2022 2e kwartaal;1725.0
1786;Geen wisseling beroep;05 Managers;2003 2e kwartaal;513.0
1787;Geen wisseling beroep;05 Managers;2003 3e kwartaal;511.0
1788;Geen wisseling beroep;05 Managers;2003 4e kwartaal;537.0
1789;Geen wisseling beroep;05 Managers;2004 1e kwartaal;510.0
1790;Geen wisseling beroep;05 Managers;2004 2e kwartaal;464.0
1791;Geen wisseling beroep;05 Managers;2004 3e kwartaal;431.0
1792;Geen wisseling beroep;05 Managers;2004 4e kwartaal;398.0
1793;Geen wisseling beroep;05 Managers;2004;463.0
1794;Geen wisseling beroep;05 Managers;2005 1e kwartaal;383.0
1795;Geen wisseling beroep;05 Managers;2005 2e kwartaal;399.0
1796;Geen wisseling beroep;05 Managers;2005 3e kwartaal;398.0
1797;Geen wisseling beroep;05 Managers;2005 4e kwartaal;409.0
1798;Geen wisseling beroep;05 Managers;2005;338.0
1799;Geen wisseling beroep;05 Managers;2006 1e kwartaal;404.0
1800;Geen wisseling beroep;05 Managers;2006 2e kwartaal;438.0
1801;Geen wisseling beroep;05 Managers;2006 3e kwartaal;450.0
1802;Geen wisseling beroep;05 Managers;2006 4e kwartaal;461.0
1803;Geen wisseling beroep;05 Managers;2006;352.0
1804;Geen wisseling beroep;05 Managers;2007 1e kwartaal;467.0
1805;Geen wisseling beroep;05 Managers;2007 2e kwartaal;484.0
1806;Geen wisseling beroep;05 Managers;2007 3e kwartaal;486.0
1807;Geen wisseling beroep;05 Managers;2007 4e kwartaal;494.0
1808;Geen wisseling beroep;05 Managers;2007;406.0
1809;Geen wisseling beroep;05 Managers;2008 1e kwartaal;501.0
1810;Geen wisseling beroep;05 Managers;2008 2e kwartaal;512.0
1811;Geen wisseling beroep;05 Managers;2008 3e kwartaal;515.0
1812;Geen wisseling beroep;05 Managers;2008 4e kwartaal;523.0
1813;Geen wisseling beroep;05 Managers;2008;438.0
1814;Geen wisseling beroep;05 Managers;2009 1e kwartaal;526.0
1815;Geen wisseling beroep;05 Managers;2009 2e kwartaal;534.0
1816;Geen wisseling beroep;05 Managers;2009 3e kwartaal;513.0
1817;Geen wisseling beroep;05 Managers;2009 4e kwartaal;542.0
1818;Geen wisseling beroep;05 Managers;2009;459.0
1819;Geen wisseling beroep;05 Managers;2010 1e kwartaal;508.0
1820;Geen wisseling beroep;05 Managers;2010 2e kwartaal;533.0
1821;Geen wisseling beroep;05 Managers;2010 3e kwartaal;525.0
1822;Geen wisseling beroep;05 Managers;2010 4e kwartaal;517.0
1823;Geen wisseling beroep;05 Managers;2010;459.0
1824;Geen wisseling beroep;05 Managers;2011 1e kwartaal;508.0
1825;Geen wisseling beroep;05 Managers;2011 2e kwartaal;510.0
1826;Geen wisseling beroep;05 Managers;2011 3e kwartaal;519.0
1827;Geen wisseling beroep;05 Managers;2011 4e kwartaal;515.0
1828;Geen wisseling beroep;05 Managers;2011;461.0
1829;Geen wisseling beroep;05 Managers;2012 1e kwartaal;517.0
1830;Geen wisseling beroep;05 Managers;2012 2e kwartaal;514.0
1831;Geen wisseling beroep;05 Managers;2012 3e kwartaal;488.0
1832;Geen wisseling beroep;05 Managers;2012 4e kwartaal;469.0
1833;Geen wisseling beroep;05 Managers;2012;465.0
1834;Geen wisseling beroep;05 Managers;2013 1e kwartaal;501.0
1835;Geen wisseling beroep;05 Managers;2013 2e kwartaal;507.0
1836;Geen wisseling beroep;05 Managers;2013 3e kwartaal;492.0
1837;Geen wisseling beroep;05 Managers;2013 4e kwartaal;505.0
1838;Geen wisseling beroep;05 Managers;2013;436.0
1839;Geen wisseling beroep;05 Managers;2014 1e kwartaal;508.0
1840;Geen wisseling beroep;05 Managers;2014 2e kwartaal;504.0
1841;Geen wisseling beroep;05 Managers;2014 3e kwartaal;507.0
1842;Geen wisseling beroep;05 Managers;2014 4e kwartaal;479.0
1843;Geen wisseling beroep;05 Managers;2014;456.0
1844;Geen wisseling beroep;05 Managers;2015 1e kwartaal;464.0
1845;Geen wisseling beroep;05 Managers;2015 2e kwartaal;453.0
1846;Geen wisseling beroep;05 Managers;2015 3e kwartaal;440.0
1847;Geen wisseling beroep;05 Managers;2015 4e kwartaal;434.0
1848;Geen wisseling beroep;05 Managers;2015;408.0
1849;Geen wisseling beroep;05 Managers;2016 1e kwartaal;416.0
1850;Geen wisseling beroep;05 Managers;2016 2e kwartaal;418.0
1851;Geen wisseling beroep;05 Managers;2016 3e kwartaal;420.0
1852;Geen wisseling beroep;05 Managers;2016 4e kwartaal;425.0
1853;Geen wisseling beroep;05 Managers;2016;368.0
1854;Geen wisseling beroep;05 Managers;2017 1e kwartaal;383.0
1855;Geen wisseling beroep;05 Managers;2017 2e kwartaal;392.0
1856;Geen wisseling beroep;05 Managers;2017 3e kwartaal;385.0
1857;Geen wisseling beroep;05 Managers;2017 4e kwartaal;395.0
1858;Geen wisseling beroep;05 Managers;2017;347.0
1859;Geen wisseling beroep;05 Managers;2018 1e kwartaal;409.0
1860;Geen wisseling beroep;05 Managers;2018 2e kwartaal;394.0
1861;Geen wisseling beroep;05 Managers;2018 3e kwartaal;385.0
1862;Geen wisseling beroep;05 Managers;2018 4e kwartaal;393.0
1863;Geen wisseling beroep;05 Managers;2018;359.0
1864;Geen wisseling beroep;05 Managers;2019 1e kwartaal;393.0
1865;Geen wisseling beroep;05 Managers;2019 2e kwartaal;392.0
1866;Geen wisseling beroep;05 Managers;2019 3e kwartaal;438.0
1867;Geen wisseling beroep;05 Managers;2019 4e kwartaal;455.0
1868;Geen wisseling beroep;05 Managers;2019;349.0
1869;Geen wisseling beroep;05 Managers;2020 1e kwartaal;446.0
1870;Geen wisseling beroep;05 Managers;2020 2e kwartaal;454.0
1871;Geen wisseling beroep;05 Managers;2020 3e kwartaal;408.0
1872;Geen wisseling beroep;05 Managers;2020 4e kwartaal;384.0
1873;Geen wisseling beroep;05 Managers;2020;416.0
1874;Geen wisseling beroep;05 Managers;2021 1e kwartaal;
1875;Geen wisseling beroep;05 Managers;2021 2e kwartaal;412.0
1876;Geen wisseling beroep;05 Managers;2021 3e kwartaal;413.0
1877;Geen wisseling beroep;05 Managers;2021 4e kwartaal;406.0
1878;Geen wisseling beroep;05 Managers;2022 1e kwartaal;418.0
1879;Geen wisseling beroep;05 Managers;2022 2e kwartaal;419.0
1880;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2003 2e kwartaal;265.0
1881;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2003 3e kwartaal;276.0
1882;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2003 4e kwartaal;272.0
1883;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2004 1e kwartaal;279.0
1884;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2004 2e kwartaal;279.0
1885;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2004 3e kwartaal;270.0
1886;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2004 4e kwartaal;273.0
1887;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2004;256.0
1888;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2005 1e kwartaal;270.0
1889;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2005 2e kwartaal;278.0
1890;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2005 3e kwartaal;278.0
1891;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2005 4e kwartaal;291.0
1892;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2005;245.0
1893;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2006 1e kwartaal;291.0
1894;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2006 2e kwartaal;293.0
1895;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2006 3e kwartaal;294.0
1896;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2006 4e kwartaal;297.0
1897;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2006;263.0
1898;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2007 1e kwartaal;303.0
1899;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2007 2e kwartaal;297.0
1900;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2007 3e kwartaal;303.0
1901;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2007 4e kwartaal;302.0
1902;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2007;277.0
1903;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2008 1e kwartaal;301.0
1904;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2008 2e kwartaal;306.0
1905;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2008 3e kwartaal;307.0
1906;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2008 4e kwartaal;311.0
1907;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2008;270.0
1908;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2009 1e kwartaal;319.0
1909;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2009 2e kwartaal;313.0
1910;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2009 3e kwartaal;313.0
1911;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2009 4e kwartaal;308.0
1912;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2009;283.0
1913;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2010 1e kwartaal;301.0
1914;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2010 2e kwartaal;319.0
1915;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2010 3e kwartaal;315.0
1916;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2010 4e kwartaal;304.0
1917;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2010;272.0
1918;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2011 1e kwartaal;308.0
1919;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2011 2e kwartaal;319.0
1920;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2011 3e kwartaal;322.0
1921;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2011 4e kwartaal;329.0
1922;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2011;279.0
1923;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2012 1e kwartaal;317.0
1924;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2012 2e kwartaal;316.0
1925;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2012 3e kwartaal;306.0
1926;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2012 4e kwartaal;301.0
1927;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2012;292.0
1928;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2013 1e kwartaal;291.0
1929;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2013 2e kwartaal;284.0
1930;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2013 3e kwartaal;268.0
1931;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2013 4e kwartaal;273.0
1932;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2013;271.0
1933;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2014 1e kwartaal;273.0
1934;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2014 2e kwartaal;275.0
1935;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2014 3e kwartaal;259.0
1936;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2014 4e kwartaal;257.0
1937;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2014;254.0
1938;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2015 1e kwartaal;247.0
1939;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2015 2e kwartaal;254.0
1940;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2015 3e kwartaal;260.0
1941;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2015 4e kwartaal;260.0
1942;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2015;232.0
1943;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2016 1e kwartaal;258.0
1944;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2016 2e kwartaal;263.0
1945;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2016 3e kwartaal;280.0
1946;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2016 4e kwartaal;274.0
1947;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2016;242.0
1948;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2017 1e kwartaal;280.0
1949;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2017 2e kwartaal;276.0
1950;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2017 3e kwartaal;274.0
1951;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2017 4e kwartaal;275.0
1952;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2017;258.0
1953;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2018 1e kwartaal;292.0
1954;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2018 2e kwartaal;291.0
1955;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2018 3e kwartaal;292.0
1956;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2018 4e kwartaal;284.0
1957;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2018;257.0
1958;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2019 1e kwartaal;285.0
1959;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2019 2e kwartaal;302.0
1960;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2019 3e kwartaal;289.0
1961;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2019 4e kwartaal;287.0
1962;Geen wisseling beroep;06 Openbaar bestuur, veiligheid en ju.;2019;254.0
