ID;RegioS;SBI93;Perioden;ToegevoegdeWaarde_1;Arbeidsvolume_2
0;Nederland;Totaal bedrijfsactiviteiten;1987;196913.0;4465.3
1;Nederland;Totaal bedrijfsactiviteiten;1988;204796.0;4538.7
2;Nederland;Totaal bedrijfsactiviteiten;1989;216801.0;4645.3
3;Nederland;Totaal bedrijfsactiviteiten;1990;228841.0;4779.1
4;Nederland;Totaal bedrijfsactiviteiten;1991;241863.0;4836.7
5;Nederland;Totaal bedrijfsactiviteiten;1992;250904.0;4886.0
6;Nederland;Totaal bedrijfsactiviteiten;1993;258742.0;4856.0
7;Nederland;Totaal bedrijfsactiviteiten;1994;269676.0;4823.4
8;Nederland;Totaal bedrijfsactiviteiten;1995;281464.0;4917.8
9;Nederland;Totaal bedrijfsactiviteiten;1996;291517.0;5035.4
10;Nederland;Totaal bedrijfsactiviteiten;1997;307406.0;5200.5
11;Nederland;Totaal bedrijfsactiviteiten;1998;325762.0;5384.0
12;Nederland;Totaal bedrijfsactiviteiten;1999;344022.0;5546.8
13;Nederland;Totaal bedrijfsactiviteiten;2000;371053.0;5662.8
14;Nederland;Totaal bedrijfsactiviteiten;2001;394190.0;5753.2
15;Nederland;A+B Landbouw, bosbouw en visserij;1987;8245.0;70.3
16;Nederland;A+B Landbouw, bosbouw en visserij;1988;8529.0;73.5
17;Nederland;A+B Landbouw, bosbouw en visserij;1989;9770.0;75.5
18;Nederland;A+B Landbouw, bosbouw en visserij;1990;9983.0;78.8
19;Nederland;A+B Landbouw, bosbouw en visserij;1991;10326.0;80.5
20;Nederland;A+B Landbouw, bosbouw en visserij;1992;10077.0;83.9
21;Nederland;A+B Landbouw, bosbouw en visserij;1993;9007.0;84.6
22;Nederland;A+B Landbouw, bosbouw en visserij;1994;9692.0;81.2
23;Nederland;A+B Landbouw, bosbouw en visserij;1995;9940.0;81.4
24;Nederland;A+B Landbouw, bosbouw en visserij;1996;9847.0;80.7
25;Nederland;A+B Landbouw, bosbouw en visserij;1997;9602.0;82.4
26;Nederland;A+B Landbouw, bosbouw en visserij;1998;9982.0;83.7
27;Nederland;A+B Landbouw, bosbouw en visserij;1999;9615.0;86.7
28;Nederland;A+B Landbouw, bosbouw en visserij;2000;10263.0;86.6
29;Nederland;A+B Landbouw, bosbouw en visserij;2001;10583.0;89.1
30;Nederland;C-F Nijverheid;1987;57976.0;1384.6
31;Nederland;C-F Nijverheid;1988;60825.0;1392.5
32;Nederland;C-F Nijverheid;1989;63952.0;1403.5
33;Nederland;C-F Nijverheid;1990;67954.0;1430.8
34;Nederland;C-F Nijverheid;1991;71116.0;1438.6
35;Nederland;C-F Nijverheid;1992;71146.0;1430.1
36;Nederland;C-F Nijverheid;1993;71588.0;1382.0
37;Nederland;C-F Nijverheid;1994;74807.0;1333.5
38;Nederland;C-F Nijverheid;1995;78376.0;1330.2
39;Nederland;C-F Nijverheid;1996;80383.0;1325.7
40;Nederland;C-F Nijverheid;1997;83042.0;1344.4
41;Nederland;C-F Nijverheid;1998;85710.0;1357.5
42;Nederland;C-F Nijverheid;1999;87614.0;1371.9
43;Nederland;C-F Nijverheid;2000;96032.0;1381.5
44;Nederland;C-F Nijverheid;2001;101220.0;1385.5
45;Nederland;C Delfstoffenwinning;1987;6232.0;9.6
46;Nederland;C Delfstoffenwinning;1988;5681.0;9.5
47;Nederland;C Delfstoffenwinning;1989;6044.0;9.5
48;Nederland;C Delfstoffenwinning;1990;7085.0;9.5
49;Nederland;C Delfstoffenwinning;1991;8594.0;9.5
50;Nederland;C Delfstoffenwinning;1992;7468.0;9.5
51;Nederland;C Delfstoffenwinning;1993;7195.0;9.6
52;Nederland;C Delfstoffenwinning;1994;6964.0;9.8
53;Nederland;C Delfstoffenwinning;1995;7353.0;9.0
54;Nederland;C Delfstoffenwinning;1996;8708.0;9.3
55;Nederland;C Delfstoffenwinning;1997;8802.0;8.8
56;Nederland;C Delfstoffenwinning;1998;7786.0;9.0
57;Nederland;C Delfstoffenwinning;1999;6624.0;8.5
58;Nederland;C Delfstoffenwinning;2000;9754.0;8.3
59;Nederland;C Delfstoffenwinning;2001;11754.0;8.0
60;Nederland;D+E Industrie, openbare nutsbedrijven;1987;40819.0;1022.5
61;Nederland;D+E Industrie, openbare nutsbedrijven;1988;42726.0;1019.7
62;Nederland;D+E Industrie, openbare nutsbedrijven;1989;44927.0;1026.1
63;Nederland;D+E Industrie, openbare nutsbedrijven;1990;47357.0;1051.1
64;Nederland;D+E Industrie, openbare nutsbedrijven;1991;48558.0;1057.5
65;Nederland;D+E Industrie, openbare nutsbedrijven;1992;49295.0;1051.6
66;Nederland;D+E Industrie, openbare nutsbedrijven;1993;49789.0;1005.2
67;Nederland;D+E Industrie, openbare nutsbedrijven;1994;52899.0;964.7
68;Nederland;D+E Industrie, openbare nutsbedrijven;1995;55808.0;958.8
69;Nederland;D+E Industrie, openbare nutsbedrijven;1996;56096.0;947.7
70;Nederland;D+E Industrie, openbare nutsbedrijven;1997;57769.0;954.2
71;Nederland;D+E Industrie, openbare nutsbedrijven;1998;60383.0;961.8
72;Nederland;D+E Industrie, openbare nutsbedrijven;1999;61619.0;966.5
73;Nederland;D+E Industrie, openbare nutsbedrijven;2000;64898.0;966.4
74;Nederland;D+E Industrie, openbare nutsbedrijven;2001;66298.0;963.7
75;Nederland;DA Voedings- en genotmiddelen;1987;6212.0;147.9
76;Nederland;DA Voedings- en genotmiddelen;1988;6214.0;146.1
77;Nederland;DA Voedings- en genotmiddelen;1989;6512.0;146.2
78;Nederland;DA Voedings- en genotmiddelen;1990;7200.0;145.8
79;Nederland;DA Voedings- en genotmiddelen;1991;7621.0;146.6
80;Nederland;DA Voedings- en genotmiddelen;1992;8186.0;146.9
81;Nederland;DA Voedings- en genotmiddelen;1993;8742.0;145.0
82;Nederland;DA Voedings- en genotmiddelen;1994;9029.0;139.2
83;Nederland;DA Voedings- en genotmiddelen;1995;9487.0;136.1
84;Nederland;DA Voedings- en genotmiddelen;1996;9622.0;130.1
85;Nederland;DA Voedings- en genotmiddelen;1997;9871.0;129.3
86;Nederland;DA Voedings- en genotmiddelen;1998;10054.0;128.5
87;Nederland;DA Voedings- en genotmiddelen;1999;10767.0;129.6
88;Nederland;DA Voedings- en genotmiddelen;2000;10961.0;130.1
89;Nederland;DA Voedings- en genotmiddelen;2001;11627.0;129.0
90;Nederland;DB+DC Textiel en leder;1987;1300.0;37.6
91;Nederland;DB+DC Textiel en leder;1988;1340.0;39.7
92;Nederland;DB+DC Textiel en leder;1989;1389.0;40.9
93;Nederland;DB+DC Textiel en leder;1990;1456.0;41.3
94;Nederland;DB+DC Textiel en leder;1991;1454.0;40.1
95;Nederland;DB+DC Textiel en leder;1992;1389.0;39.1
96;Nederland;DB+DC Textiel en leder;1993;1353.0;36.9
97;Nederland;DB+DC Textiel en leder;1994;1311.0;33.4
98;Nederland;DB+DC Textiel en leder;1995;1256.0;31.7
99;Nederland;DB+DC Textiel en leder;1996;1236.0;28.8
100;Nederland;DB+DC Textiel en leder;1997;1238.0;28.9
101;Nederland;DB+DC Textiel en leder;1998;1328.0;28.3
102;Nederland;DB+DC Textiel en leder;1999;1368.0;27.6
103;Nederland;DB+DC Textiel en leder;2000;1429.0;26.5
104;Nederland;DB+DC Textiel en leder;2001;1380.0;25.5
105;Nederland;21 Papier en karton;1987;1199.0;26.8
