ID;RegioS;Perioden;TotaalGemeentelijkAfval_1;TotaalAfvalVanHuishoudens_2;HuishoudelijkRestafval_3;GrofHuishoudelijkRestafval_4;Verbouwingsrestafval_5;GFTAfval_6;OudPapierEnKarton_7;Verpakkingsglas_8;Textiel_9;KleinChemischAfvalKCA_10;MetalenVerpakkingenBlik_11;Drankenkartons_12;KunststofVerpakkingen_13;OverigeKunststoffen_14;Vloerbedekking_15;WitEnBruingoed_16;GrofTuinafval_17;BruikbaarHuisraad_18;Vlakglas_19;Metalen_20;Houtafval_21;SchoonPuin_22;AsbesthoudendAfval_23;Autobanden_24;SchoneGrond_25;BitumenhoudendeDakbedekking_26;OverigeAfvalcomponenten_27;TotaalAfvalVanHuishoudens_28;HuishoudelijkRestafval_29;GrofHuishoudelijkRestafval_30;Verbouwingsrestafval_31;GFTAfval_32;OudPapierEnKarton_33;Verpakkingsglas_34;Textiel_35;KleinChemischAfvalKCA_36;MetalenVerpakkingenBlik_37;Drankenkartons_38;KunststofVerpakkingen_39;OverigeKunststoffen_40;Vloerbedekking_41;WitEnBruingoed_42;GrofTuinafval_43;BruikbaarHuisraad_44;Vlakglas_45;Metalen_46;Houtafval_47;SchoonPuin_48;AsbesthoudendAfval_49;Autobanden_50;SchoneGrond_51;BitumenhoudendeDakbedekking_52;OverigeAfvalcomponenten_53;TotaalAfvalVanHuishoudens_54;HuishoudelijkRestafval_55;GrofHuishoudelijkRestafval_56;Verbouwingsrestafval_57;GFTAfval_58;OudPapierEnKarton_59;Verpakkingsglas_60;Textiel_61;KleinChemischAfvalKCA_62;MetalenVerpakkingenBlik_63;Drankenkartons_64;KunststofVerpakkingen_65;OverigeKunststoffen_66;Vloerbedekking_67;WitEnBruingoed_68;GrofTuinafval_69;BruikbaarHuisraad_70;Vlakglas_71;Metalen_72;Houtafval_73;SchoonPuin_74;AsbesthoudendAfval_75;Autobanden_76;SchoneGrond_77;BitumenhoudendeDakbedekking_78;OverigeAfvalcomponenten_79;TotaalReinigingsdienstenEnOverigAfv_80;Veegafval_81;RioolKolkenEnGemalenafval_82;Drijfafval_83;Groenafval_84;GemengdEvenementenafval_85;GemengdMarktafval_86;OverigReinigingsdienstenafval_87;KantoorWinkelEnDienstenafval_88;BouwEnSloopafval_89;KleinGevaarlijkAfval_90;TotaalGemeentelijkAfval_91;TotaalAfvalVanHuishoudens_92;HuishoudelijkRestafval_93;GrofHuishoudelijkRestafval_94;Verbouwingsrestafval_95;GFTAfval_96;OudPapierEnKarton_97;Verpakkingsglas_98;Textiel_99;KleinChemischAfvalKCA_100;MetalenVerpakkingenBlik_101;Drankenkartons_102;KunststofVerpakkingen_103;OverigeKunststoffen_104;Vloerbedekking_105;WitEnBruingoed_106;GrofTuinafval_107;BruikbaarHuisraad_108;Vlakglas_109;Metalen_110;Houtafval_111;SchoonPuin_112;AsbesthoudendAfval_113;Autobanden_114;SchoneGrond_115;BitumenhoudendeDakbedekking_116;OverigeAfvalcomponenten_117;TotaalReinigingsdienstenEnOverigAfv_118;Veegafval_119;RioolKolkenEnGemalenafval_120;Drijfafval_121;Groenafval_122;GemengdEvenementenafval_123;GemengdMarktafval_124;OverigReinigingsdienstenafval_125;KantoorWinkelEnDienstenafval_126;BouwEnSloopafval_127;KleinGevaarlijkAfval_128;FijnHuishoudelijkAfval_129;GrofHuishoudelijkAfval_130;DienstEigenGemeente_131;GemeenschappelijkeRegeling_132;Kringloopbedrijf_133;ParticuliereInzamelaar_134;OverigeInzamelaars_135;DienstEigenGemeente_136;GemeenschappelijkeRegeling_137;Kringloopbedrijf_138;ParticuliereInzamelaar_139;OverigeInzamelaars_140;TotaalHuishoudelijkAfval_141;FijnHuishoudelijkAfval_142;GrofHuishoudelijkAfval_143;Hergebruik_144;Composteren_145;ScheidenAchteraf_146;Verbranden_147;Storten_148;Hergebruik_149;Composteren_150;ScheidenAchteraf_151;Verbranden_152;Storten_153;Hergebruik_154;Composteren_155;ScheidenAchteraf_156;Verbranden_157;Storten_158;Hergebruik_159;Composteren_160;ScheidenAchteraf_161;Verbranden_162;Storten_163;Hergebruik_164;Composteren_165;ScheidenAchteraf_166;Verbranden_167;Storten_168;GemeentenInPopulatie_169;GemeentenInTelling_170;InwonersInPopulatie_171;InwonersInTelling_172
298;Noord-Holland;2015;1490;1330;666;98;11;150;130;59;11;3;0;0.0;10;2.0;1.0;12;36;4.0;2.0;10;51.0;49;1.0;0.0;9.0;1.0;13;945;660;57;0.0;150;62;0;1;0;0;0.0;4;0.0;0.0;2;3.0;0.0;0.0;0;4.0;0.0;0.0;0.0;0.0;0.0;1;385;6.0;41;10;0.0;68;59;10;3;0;0.0;6;2.0;1.0;10;33;4.0;2.0;9;47.0;49;1.0;0.0;9.0;1.0;12;160;39;12;3;80;1.0;4;3.0;17;0;0;539;482;241;36;4;54;47;22;3.8;1.0;0.0;0.0;3.5;0.8;0.4;4.3;13;1.6;0.6;4;19.0;18;0.3;0.1;3.0;0.5;4;58;14;4;1;29;0.0;2;1.0;6;0;0.0;78;22;;;;;;;;;;;42;35;63;;;;;;;;;;;;;;;;;;;;;;;;;;51;43;2762;40
299;Zuid-Holland;1993;1811;1486;889;144;22;156;142;60;6;4;2;;0;;;1;21;;;8;0.0;29;;;;;0;1273;889;140;0.0;156;73;5;2;1;2;;0;;;1;0.0;;;4;0.0;0.0;;;;;0;213;0.0;3;22;0.0;69;55;5;2;1;;0;;;0;21;;;4;0.0;29;;;;;0;325;61;21;32;78;;11;;114;6;2;549;451;270;44;7;47;43;18;1.9;1.2;0.7;;0.1;;;0.4;6;;;2;0.0;9;;;;;0;98;19;7;10;24;;3;;35;2;0.5;85;15;;;;;;;;;;;29;29;26;;;;;;;;;;;;;;;;;;;;;;;;;;95;93;3296;97
300;Zuid-Holland;1994;1818;1520;871;163;35;186;125;61;6;4;0;;1;;;3;19;;;11;;35;;;;;0;1291;871;163;0.0;186;58;1;2;1;0;;0;;;3;0.0;;;5;;0.0;;;;;0;229;0.0;0;35;0.0;67;60;4;3;0;;0;;;1;19;;;6;;35;;;;;0;298;72;18;8;78;;10;;102;9;2;549;459;263;49;10;56;38;18;1.8;1.1;0.1;;0.2;;;1.0;6;;;3;;11;;;;;0;90;22;6;2;24;;3;;31;3;0.5;83;17;;;;;;;;;;;30;31;25;;;;;;;;;;;;;;;;;;;;;;;;;;95;92;3313;96
301;Zuid-Holland;1995;1783;1501;837;163;18;199;126;60;6;4;0;0.0;0;;;2;28;0.0;1.0;11;8.0;36;1.0;;;;0;1288;837;160;0.0;199;71;5;3;1;0;0.0;0;;;2;5.0;0.0;0.0;5;1.0;0.0;0.0;;;;0;213;0.0;3;18;0.0;55;55;4;3;0;0.0;0;;;1;22;0.0;1.0;6;7.0;36;1.0;;;;0;282;65;20;3;85;;8;;96;4;0;535;451;251;49;6;60;38;18;1.9;1.1;0.1;0.0;0.1;;;0.7;8;0.1;0.2;3;2.0;11;0.3;;;;0;85;19;6;1;26;;2;;29;1;0.1;82;18;;;;;;;;;;;32;32;33;;;;;;;;;;;0.0;0.0;12.0;84.0;5.0;0.0;0.0;36.0;58.0;6.0;;;;;;95;96;3331;98
302;Zuid-Holland;1996;1854;1553;848;154;18;209;148;62;9;4;1;0.0;0;;;2;33;1.0;1.0;12;10.0;41;1.0;;;;0;1314;848;153;0.0;209;79;5;5;1;0;0.0;0;;;1;5.0;0.0;0.0;6;2.0;0.0;0.0;;;;0;239;0.0;1;18;0.0;69;57;4;3;1;0.0;0;;;1;28;0.0;1.0;6;9.0;41;1.0;;;;0;301;64;22;4;86;;7;;113;4;0;556;466;255;46;5;63;44;18;2.7;1.1;0.2;0.0;0.1;;;0.7;10;0.2;0.3;3;3.0;12;0.3;;;;0;90;19;7;1;26;;2;;34;1;0.1;82;18;87.0;5.0;;8.0;;89.0;4.0;;7.0;;34;34;37;;;;;;;;;;;0.0;0.0;10.0;87.0;3.0;0.0;0.0;22.0;74.0;4.0;;;;;;95;95;3333;95
303;Zuid-Holland;1997;1935;1610;848;177;16;230;163;61;8;4;0;0.0;0;;;3;28;1.0;1.0;14;12.0;44;1.0;;;;0;1361;848;177;0.0;230;83;3;3;1;0;0.0;0;;;2;6.0;0.0;0.0;6;2.0;0.0;0.0;;;;0;249;0.0;0;16;0.0;81;58;4;3;0;0.0;0;;;1;22;1.0;1.0;7;11.0;44;1.0;;;;0;325;65;16;3;96;;9;;132;4;0;579;481;253;53;5;69;49;18;2.3;1.1;0.1;0.0;0.1;;;0.8;8;0.2;0.3;4;4.0;13;0.3;;;;0;97;19;5;1;29;;3;;39;1;0.1;82;18;83.0;8.0;;9.0;;86.0;8.0;;7.0;;35;35;35;;;;;;;;;;;0.0;0.0;0.0;98.0;1.0;0.0;0.0;28.0;69.0;3.0;;;;;;95;96;3345;94
304;Zuid-Holland;1998;1925;1643;866;178;12;219;178;61;7;4;0;0.0;0;;;3;30;0.0;1.0;14;16.0;51;1.0;0.0;;;1;1368;866;172;0.0;219;89;1;2;1;0;0.0;0;;;2;8.0;0.0;0.0;6;2.0;0.0;0.0;0.0;;;0;274;0.0;6;12;0.0;89;60;4;3;0;0.0;0;;;1;22;0.0;1.0;9;15.0;51;1.0;0.0;;;1;282;71;18;2;97;;8;;83;3;0;573;489;258;53;3;65;53;18;1.9;1.1;0.1;0.0;0.1;;;1.0;9;0.0;0.3;4;5.0;15;0.3;0.0;;;0;84;21;5;1;29;;2;;25;1;0.1;81;19;78.0;14.0;;9.0;;82.0;10.0;;7.0;;36;35;38;;;;;;;;;;;0.0;0.0;4.0;96.0;0.0;0.0;0.0;60.0;40.0;0.0;;;;;;95;97;3359;97
305;Zuid-Holland;1999;2001;1747;920;197;23;212;179;61;7;3;0;0.0;0;;0.0;6;35;1.0;1.0;13;19.0;62;1.0;0.0;3.0;0.0;1;1383;916;139;2.0;209;97;1;2;1;0;0.0;0;;0.0;3;8.0;0.0;0.0;4;0.0;0.0;0.0;0.0;0.0;0.0;0;365;5.0;58;21;3.0;82;60;5;3;0;0.0;0;;0.0;3;28;1.0;1.0;9;18.0;61;1.0;0.0;3.0;0.0;1;254;74;19;1;85;0.0;5;;68;2;0;592;517;272;58;7;63;53;18;2.1;1.0;0.1;0.0;0.1;;0.0;1.9;10;0.2;0.3;4;5.0;18;0.4;0.1;1.0;0.1;0;75;22;6;0;25;0.0;1;;20;0;0.1;79;21;63.0;14.0;0.0;23.0;0.0;72.0;10.0;1.0;17.0;0.0;35;33;39;18.0;16.0;13.0;49.0;4.0;20.0;14.0;11.0;51.0;3.0;0.0;0.0;4.0;90.0;6.0;0.0;0.0;65.0;33.0;2.0;3.0;31.0;26.0;35.0;5.0;95;94;3379;98
306;Zuid-Holland;2000;2044;1792;944;207;19;213;173;60;8;3;0;0.0;0;;0.0;8;44;1.0;1.0;14;23.0;67;2.0;0.0;4.0;0.0;1;1384;938;123;2.0;211;92;1;2;1;0;0.0;0;;0.0;3;7.0;0.0;0.0;4;0.0;0.0;0.0;0.0;0.0;0.0;0;408;6.0;84;17;2.0;81;59;5;3;0;0.0;0;;0.0;5;36;1.0;1.0;10;22.0;67;2.0;0.0;4.0;0.0;1;253;78;20;2;91;0.0;1;3.0;56;1;0;602;527;278;61;5;63;51;18;2.2;1.0;0.0;0.0;0.1;;0.0;2.4;13;0.2;0.4;4;7.0;20;0.5;0.1;1.0;0.1;0;74;23;6;0;27;0.0;0;1.0;16;0;0.1;78;22;55.0;15.0;0.0;29.0;0.0;64.0;11.0;0.0;24.0;0.0;35;33;42;18.0;17.0;14.0;47.0;4.0;20.0;14.0;11.0;50.0;4.0;0.0;0.0;4.0;89.0;7.0;0.0;0.0;69.0;29.0;2.0;2.0;35.0;31.0;27.0;5.0;95;92;3398;96
307;Zuid-Holland;2001;2056;1810;958;211;19;206;169;63;7;3;0;0.0;0;;0.0;10;40;1.0;1.0;15;29.0;66;1.0;0.0;7.0;1.0;2;1384;951;120;2.0;205;90;1;2;0;0;0.0;0;;0.0;4;5.0;1.0;0.0;4;0.0;0.0;0.0;0.0;0.0;0.0;0;427;7.0;91;17;1.0;80;62;5;3;0;0.0;0;;0.0;6;36;0.0;1.0;12;28.0;66;1.0;0.0;7.0;1.0;1;245;69;20;1;90;0.0;1;3.0;59;1;0;601;529;280;62;6;60;50;18;2.0;1.0;0.0;0.0;0.1;;0.1;2.8;12;0.4;0.4;4;8.0;19;0.4;0.1;2.0;0.2;0;72;20;6;0;26;0.0;0;1.0;17;0;0.0;78;22;48.0;21.0;0.0;31.0;0.0;62.0;13.0;0.0;25.0;0.0;34;32;43;18.0;16.0;12.0;49.0;4.0;20.0;13.0;11.0;52.0;4.0;0.0;0.0;3.0;91.0;5.0;0.0;0.0;66.0;28.0;7.0;1.0;38.0;25.0;32.0;4.0;95;98;3421;98
308;Zuid-Holland;2002;2041;1796;959;185;24;203;163;63;7;4;0;0.0;0;;1.0;10;41;2.0;2.0;15;37.0;66;1.0;0.0;11.0;0.0;1;1359;951;100;2.0;203;88;1;2;0;0;0.0;0;;0.0;3;4.0;1.0;0.0;3;0.0;0.0;0.0;0.0;0.0;0.0;0;437;8.0;85;22;0.0;75;62;5;3;0;0.0;0;;1.0;7;37;0.0;2.0;12;36.0;66;1.0;0.0;11.0;0.0;1;245;74;19;3;115;0.0;0;3.0;30;0;0;596;525;280;54;7;59;48;18;2.0;1.0;0.0;0.0;0.1;;0.2;3.0;12;0.5;0.5;4;11.0;19;0.4;0.1;3.0;0.1;0;72;22;5;1;34;0.0;0;1.0;9;0;0.0;78;22;62.0;21.0;0.0;17.0;0.0;76.0;13.0;0.0;11.0;0.0;35;31;47;19.0;17.0;12.0;48.0;4.0;21.0;14.0;9.0;53.0;3.0;0.0;0.0;2.0;93.0;5.0;0.0;0.0;67.0;28.0;5.0;3.0;44.0;30.0;16.0;7.0;92;96;3423;97
309;Zuid-Holland;2003;2015;1794;967;178;27;192;162;61;8;4;0;0.0;0;;1.0;12;39;2.0;1.0;15;39.0;68;2.0;0.0;12.0;1.0;2;1343;958;92;1.0;190;86;1;2;0;0;0.0;0;;0.0;3;4.0;1.0;0.0;3;0.0;0.0;0.0;0.0;0.0;0.0;0;450;9.0;86;26;2.0;77;61;5;3;0;0.0;0;;1.0;8;34;0.0;1.0;12;39.0;68;2.0;0.0;12.0;1.0;2;222;62;19;3;102;0.0;1;5.0;30;0;0;586;521;281;52;8;56;47;18;2.2;1.0;0.0;0.0;0.1;;0.3;3.4;11;0.5;0.4;4;11.0;20;0.4;0.1;3.0;0.2;1;64;18;6;1;30;0.0;0;2.0;9;0;0.0;78;22;62.0;20.0;1.0;17.0;1.0;74.0;14.0;0.0;11.0;1.0;35;31;49;19.0;16.0;12.0;51.0;2.0;21.0;13.0;11.0;54.0;1.0;0.0;0.0;1.0;99.0;0.0;0.0;0.0;91.0;6.0;3.0;3.0;44.0;21.0;22.0;11.0;91;97;3440;96
310;Zuid-Holland;2004;2056;1832;969;179;26;205;170;62;9;4;0;0.0;0;;1.0;12;41;5.0;1.0;15;44.0;71;1.0;0.0;15.0;1.0;2;1364;956;95;2.0;205;90;1;3;0;0;0.0;0;;0.0;4;5.0;1.0;0.0;2;0.0;0.0;0.0;0.0;0.0;0.0;0;468;13.0;83;24;0.0;79;61;6;3;0;0.0;0;;1.0;9;36;4.0;1.0;13;44.0;71;1.0;0.0;15.0;1.0;2;223;62;16;3;105;0.0;1;3.0;33;0;0;596;531;281;52;8;59;49;18;2.6;1.0;0.0;0.0;0.1;;0.3;3.5;12;1.5;0.4;4;13.0;21;0.4;0.1;4.0;0.2;1;65;18;5;1;30;0.0;0;1.0;10;0;0.0;77;23;45.0;21.0;0.0;34.0;0.0;50.0;13.0;1.0;37.0;0.0;36;32;51;20.0;17.0;12.0;50.0;1.0;22.0;13.0;11.0;53.0;0.0;0.0;0.0;1.0;99.0;0.0;0.0;0.0;92.0;8.0;0.0;2.0;46.0;19.0;27.0;6.0;86;94;3452;98
311;Zuid-Holland;2005;2110;1893;993;209;25;201;167;61;10;4;0;0.0;0;;1.0;14;45;2.0;1.0;17;48.0;75;1.0;0.0;14.0;1.0;4;1379;979;91;1.0;201;87;1;4;0;0;0.0;0;;0.0;4;7.0;1.0;0.0;3;0.0;0.0;0.0;0.0;0.0;0.0;1;515;14.0;119;24;0.0;81;60;6;4;0;0.0;0;;1.0;10;38;1.0;1.0;14;48.0;75;1.0;0.0;14.0;1.0;3;217;63;18;2;96;0.0;1;4.0;34;0;0;610;547;287;61;7;58;48;18;2.8;1.1;0.0;0.0;0.1;;0.3;4.0;13;0.5;0.3;5;14.0;22;0.4;0.1;4.0;0.3;1;63;18;5;1;28;0.0;0;1.0;10;0;0.0;76;24;43.0;13.0;0.0;44.0;0.0;47.0;8.0;1.0;44.0;0.0;35;31;49;20.0;16.0;16.0;48.0;0.0;22.0;13.0;14.0;51.0;0.0;0.0;0.0;6.0;94.0;0.0;0.0;0.0;86.0;13.0;0.0;0.0;45.0;35.0;18.0;3.0;86;94;3458;96
312;Zuid-Holland;2006;2111;1902;1008;211;25;177;175;63;11;4;0;0.0;1;;1.0;14;43;3.0;1.0;17;55.0;73;1.0;0.0;13.0;1.0;5;1389;999;85;1.0;177;108;1;4;0;0;0.0;0;;0.0;4;5.0;3.0;0.0;3;0.0;0.0;0.0;0.0;0.0;0.0;1;513;9.0;126;24;0.0;67;62;8;4;0;0.0;1;;1.0;10;38;1.0;1.0;14;55.0;73;1.0;0.0;13.0;1.0;4;209;62;19;2;90;0.0;0;3.0;32;0;0;610;550;291;61;7;51;51;18;3.2;1.1;0.0;0.0;0.2;;0.3;4.1;12;0.9;0.4;5;16.0;21;0.3;0.1;4.0;0.2;1;60;18;5;1;26;0.0;0;1.0;9;0;0.0;76;24;47.0;16.0;0.0;37.0;0.0;50.0;10.0;0.0;41.0;0.0;35;30;49;21.0;15.0;14.0;51.0;1.0;23.0;11.0;11.0;54.0;0.0;0.0;0.0;3.0;97.0;0.0;0.0;0.0;75.0;25.0;0.0;1.0;42.0;37.0;17.0;3.0;82;91;3459;93
313;Zuid-Holland;2007;2076;1873;994;179;24;180;179;61;10;4;0;0.0;1;0.0;1.0;15;51;3.0;2.0;17;59.0;74;1.0;0.0;11.0;1.0;9;1376;983;90;1.0;179;103;0;4;0;0;0.0;0;0.0;0.0;4;5.0;2.0;0.0;3;0.0;0.0;0.0;0.0;0.0;0.0;1;498;11.0;88;23;1.0;76;61;7;4;0;0.0;1;0.0;1.0;11;45;1.0;2.0;14;59.0;74;1.0;0.0;11.0;1.0;8;203;58;22;2;89;0.0;0;3.0;28;0;0;601;542;288;52;7;52;52;18;3.0;1.1;0.0;0.0;0.2;0.1;0.2;4.2;15;0.7;0.5;5;17.0;21;0.4;0.1;3.0;0.3;3;59;17;6;1;26;0.0;0;1.0;8;0;0.0;76;27;46.0;15.0;0.0;40.0;0.0;48.0;8.0;1.0;43.0;0.0;36;30;54;21.0;15.0;14.0;49.0;1.0;24.0;12.0;12.0;52.0;0.0;0.0;0.0;5.0;95.0;0.0;0.0;0.0;80.0;20.0;1.0;1.0;44.0;37.0;15.0;3.0;77;94;3455;96
314;Zuid-Holland;2008;2082;1885;991;190;25;177;186;63;11;4;0;0.0;1;0.0;1.0;17;45;2.0;1.0;17;60.0;69;1.0;0.0;12.0;1.0;10;1366;981;81;1.0;177;109;1;4;0;0;0.0;0;0.0;0.0;5;4.0;1.0;0.0;3;0.0;0.0;0.0;0.0;0.0;0.0;0;519;10.0;109;24;1.0;77;62;7;4;0;0.0;1;0.0;1.0;12;41;1.0;1.0;14;60.0;69;1.0;0.0;12.0;1.0;10;197;55;18;1;93;0.0;0;3.0;27;0;0;602;544;286;55;7;51;54;18;3.1;1.1;0.0;0.0;0.3;0.1;0.2;4.9;13;0.6;0.4;5;17.0;20;0.3;0.1;4.0;0.3;3;57;16;5;0;27;0.0;0;1.0;8;0;0.0;76;27;42.0;17.0;0.0;41.0;0.0;40.0;11.0;1.0;48.0;0.0;36;31;52;22.0;15.0;14.0;49.0;0.0;24.0;12.0;11.0;53.0;0.0;0.0;0.0;3.0;97.0;0.0;0.0;0.0;84.0;16.0;0.0;0.0;47.0;36.0;16.0;0.0;77;92;3461;92
315;Zuid-Holland;2009;2083;1879;1004;177;20;178;181;61;10;4;0;0.0;2;0.0;1.0;16;47;2.0;1.0;17;59.0;71;1.0;0.0;15.0;1.0;8;1371;996;71;1.0;178;109;0;3;0;0;0.0;1;0.0;0.0;4;4.0;2.0;0.0;3;0.0;0.0;0.0;0.0;0.0;0.0;0;508;9.0;106;19;0.0;72;61;7;4;0;0.0;1;0.0;1.0;12;43;1.0;1.0;15;59.0;71;1.0;0.0;15.0;1.0;8;204;58;18;3;93;0.0;1;4.0;27;0;0;598;540;288;51;6;51;52;18;3.0;1.1;0.0;0.0;0.7;0.1;0.2;4.6;13;0.7;0.4;5;17.0;20;0.3;0.1;4.0;0.3;2;58;17;5;1;27;0.0;0;1.0;8;0;0.0;77;26;39.0;23.0;0.0;37.0;0.0;43.0;15.0;0.0;42.0;0.0;36;30;55;21.0;15.0;12.0;51.0;1.0;24.0;12.0;10.0;54.0;0.0;0.0;0.0;3.0;97.0;0.0;0.0;0.0;85.0;15.0;0.0;1.0;43.0;27.0;26.0;4.0;76;96;3482;97
316;Zuid-Holland;2010;2029;1837;974;174;13;177;177;62;11;4;0;0.0;9;1.0;1.0;17;47;3.0;2.0;16;60.0;69;1.0;0.0;11.0;1.0;10;1343;966;70;1.0;177;108;0;3;0;0;0.0;5;0.0;0.0;4;5.0;2.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0;495;8.0;104;12;0.0;69;62;7;4;0;0.0;4;1.0;1.0;13;41;1.0;2.0;14;60.0;69;1.0;0.0;11.0;1.0;10;192;57;18;3;81;0.0;1;6.0;26;0;0;579;524;278;50;4;50;50;18;3.1;1.0;0.0;0.0;2.6;0.3;0.2;4.9;13;0.7;0.4;5;17.0;20;0.3;0.1;3.0;0.3;3;55;16;5;1;23;0.0;0;2.0;8;0;0.0;77;26;37.0;23.0;0.0;39.0;0.0;42.0;14.0;0.0;44.0;0.0;37;31;56;22.0;15.0;12.0;51.0;0.0;24.0;12.0;9.0;55.0;0.0;0.0;0.0;2.0;98.0;0.0;0.0;0.0;75.0;25.0;0.0;3.0;41.0;40.0;16.0;0.0;73;92;3506;91
317;Zuid-Holland;2011;2032;1815;956;162;15;176;171;62;11;4;0;0.0;11;2.0;1.0;17;47;3.0;2.0;15;63.0;75;1.0;0.0;13.0;1.0;10;1313;948;64;1.0;176;104;0;1;0;0;0.0;6;0.0;0.0;4;6.0;2.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0;502;7.0;98;14;0.0;67;62;9;4;0;0.0;6;2.0;1.0;13;41;1.0;2.0;13;63.0;75;1.0;0.0;13.0;1.0;10;217;58;18;2;89;0.0;1;5.0;44;0;0;576;515;271;46;4;50;48;18;3.0;1.0;0.0;0.0;3.2;0.5;0.3;4.8;13;0.8;0.4;4;18.0;21;0.3;0.1;4.0;0.4;3;61;16;5;0;25;0.0;0;1.0;13;0;0.0;77;25;37.0;24.0;0.0;39.0;0.0;43.0;18.0;0.0;39.0;0.0;38;31;58;23.0;15.0;11.0;50.0;1.0;25.0;12.0;9.0;54.0;0.0;0.0;0.0;4.0;96.0;0.0;1.0;0.0;71.0;29.0;0.0;2.0;40.0;30.0;23.0;4.0;72;94;3528;95
318;Zuid-Holland;2012;1975;1773;946;149;12;178;162;62;11;4;0;0.0;12;2.0;1.0;16;48;3.0;2.0;14;60.0;70;1.0;0.0;12.0;1.0;9;1282;938;58;1.0;175;95;0;1;0;0;0.0;6;0.0;0.0;2;5.0;2.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0;490;8.0;91;11;3.0;67;62;10;4;0;0.0;6;2.0;1.0;14;43;1.0;2.0;12;60.0;70;1.0;0.0;12.0;1.0;9;202;54;17;2;85;0.0;0;4.0;41;0;0;556;499;266;42;3;50;45;17;3.0;1.0;0.0;0.0;3.3;0.6;0.2;4.5;13;0.8;0.4;4;17.0;20;0.3;0.1;3.0;0.3;3;57;15;5;0;24;0.0;0;1.0;12;0;0.0;77;25;35.0;23.0;0.0;34.0;0.0;40.0;15.0;3.0;38.0;0.0;38;31;60;22.0;16.0;9.0;53.0;1.0;24.0;13.0;6.0;56.0;0.0;0.0;0.0;3.0;97.0;0.0;0.0;0.0;44.0;56.0;0.0;1.0;42.0;29.0;25.0;3.0;72;93;3552;94
319;Zuid-Holland;2013;1901;1695;909;138;8;169;148;60;11;3;0;0.0;13;2.0;1.0;15;46;5.0;2.0;12;59.0;72;1.0;0.0;11.0;1.0;9;1225;901;52;1.0;167;89;0;1;0;0;0.0;6;0.0;0.0;1;5.0;3.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0;469;8.0;87;7;3.0;58;60;10;3;0;0.0;7;2.0;1.0;14;41;2.0;2.0;11;59.0;72;1.0;0.0;11.0;1.0;9;206;52;16;2;85;0.0;1;4.0;46;1;0;533;475;255;39;2;48;41;17;3.0;0.9;0.0;0.0;3.5;0.7;0.2;4.3;13;1.3;0.4;3;17.0;20;0.3;0.1;3.0;0.3;3;58;14;5;1;24;0.0;0;1.0;13;0;0.0;77;23;;;;;;;;;;;38;31;62;22.0;16.0;9.0;52.0;1.0;25.0;13.0;7.0;55.0;0.0;0.0;0.0;6.0;94.0;0.0;0.0;0.0;45.0;55.0;0.0;1.0;41.0;28.0;26.0;5.0;67;93;3564;95
320;Zuid-Holland;2014;1890;1703;911;138;8;174;142;58;11;3;0;0.0;15;3.0;1.0;15;48;5.0;2.0;12;62.0;74;1.0;1.0;10.0;1.0;10;1222;902;51;0.0;171;80;0;1;0;0;0.0;6;0.0;0.0;1;5.0;3.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0;481;9.0;87;8;3.0;62;58;10;3;0;0.0;8;3.0;1.0;14;43;2.0;2.0;12;62.0;74;1.0;1.0;10.0;1.0;10;187;50;16;2;81;0.0;0;4.0;32;1;0;528;476;255;39;2;49;40;16;3.1;1.0;0.0;0.0;4.1;0.8;0.2;4.2;13;1.3;0.5;3;17.0;21;0.3;0.2;3.0;0.4;3;52;14;5;0;23;0.0;0;1.0;9;0;0.0;77;23;;;;;;;;;;;38;31;63;22.0;16.0;8.0;53.0;1.0;24.0;13.0;5.0;57.0;0.0;0.0;0.0;4.0;96.0;0.0;0.0;0.0;36.0;64.0;0.0;1.0;44.0;35.0;16.0;3.0;65;78;3577;84
321;Zuid-Holland;2015;1895;1706;895;141;7;175;142;59;12;3;0;0.0;11;3.0;1.0;16;48;5.0;2.0;14;65.0;74;1.0;1.0;13.0;1.0;19;1211;885;53;0.0;172;82;0;1;0;0;0.0;5;0.0;0.0;1;5.0;3.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;4;494;10.0;88;6;3.0;60;59;11;3;0;0.0;6;3.0;1.0;15;43;3.0;2.0;13;65.0;74;1.0;1.0;13.0;1.0;15;190;48;14;1;83;0.0;0;3.0;37;1;0;526;474;249;39;2;49;39;16;3.4;1.0;0.0;0.0;2.9;0.9;0.2;4.4;13;1.5;0.5;4;18.0;20;0.3;0.1;4.0;0.3;3;53;13;4;0;23;0.0;0;1.0;10;0;0.0;77;23;;;;;;;;;;;39;31;63;;;;;;;;;;;;;;;;;;;;;;;;;;60;55;3600;49
