ID;Sectoren;Perioden;TotaalBelastingen_1;BTWBelastingOverToegevoegdeWaarde_2;LoonEnInkomstenbelasting_3;Vennootschapsbelasting_4;Accijnzen_5;VerbruiksbelOpMilieugrondslag_6;Milieuheffingen_7;MotorrijtuigenbelastingInclEurovignet_8;BPMBelPersonenautoSEnMotorrijw_9;Overdrachtsbelasting_10;Onroerendezaakbelasting_11;Dividendbelasting_12;Vermogensheffingen_13;Assurantiebelasting_14;Kansspelbelasting_15;Bankenbelasting_16;Verhuurdersheffing_17;Loonkostenheffing_18;OverigeBelastingen_19;TotaalBelastOpProductieEnInvoer_20;TotaalProductgebondenBelastingen_21;BTWBelastingOverToegevoegdeWaarde_22;TotaalAccijnzen_23;Benzineaccijns_24;AccijnsOpOverigeMineraleOlien_25;Tabakaccijns_26;Alcoholaccijns_27;Bieraccijns_28;WijnaccijnsEAMousserendeDranken_29;OverigeAccijnzen_30;VerbruiksbelOpAlcoholvrijeDranken_31;BelastingenOpMilieugrondslag_32;BPMBelOpPersonenautoSEnMotorrijw_33;Kansspelbelasting_34;Overdrachtsbelasting_35;Assurantiebelasting_36;Kapitaalbelasting_37;Beursbelasting_38;TotaalNietProductgebondenBelastingen_39;Onroerendezaakbelasting_40;MotorrijtuigenbelInclEurovignet_41;TotaalMilieuheffingen_42;Rioolrechten_43;HeffingenOpWaterverontreiniging_44;OmslagheffingWaterschappen_45;OverigeMilieuheffingen_46;Bankenbelasting_47;Verhuurderheffing_48;Loonkostenheffing_49;PBOHeffingen_50;InschrijfgeldenKamerVanKoophandel_51;Toeristenbelasting_52;NietProductgebondenOverig_53;TotaalBelastOpInkomenEnVermogen_54;TotaalBelastingenOpInkomen_55;Vennootschapsbelasting_56;Loonbelasting_57;Inkomstenbelasting_58;Dividendbelasting_59;Kansspelbelasting_60;EenmaligOntvangstIVMLiquidatie_61;TotaalBelastingenOpVermogen_62;Onroerendezaakbelasting_63;Vermogensbelasting_64;Motorrijtuigenbelasting_65;TotaalMilieuheffingen_66;Rioolrechten_67;HeffingenOpWaterverontreiniging_68;OmslagheffingWaterschappen_69;OverigeBelastingenInkomenEnVermogen_70;Vermogensheffingen_71
10;Overheid;1997;80759;21224.0;20897.0;14673.0;6923.0;1694.0;1953.0;2348.0;2061.0;1978.0;2076.0;1481.0;951.0;510.0;99.0;;;;1891;38330;34911.0;21224.0;6923.0;2902.0;1848.0;1346.0;400.0;275.0;114.0;38.0;191.0;1694.0;2061.0;56.0;1978.0;510.0;274.0;;3419;1473.0;536.0;825.0;104.0;345.0;345.0;31.0;;;;333.0;123.0;59.0;70.0;41478.0;37094.0;14673.0;18691.0;2206.0;1481.0;43.0;;4384.0;603.0;764.0;1812.0;1128.0;418.0;582.0;128.0;77.0;951.0
11;Overheid;1998;85441;22876.0;21121.0;15300.0;7296.0;1714.0;2012.0;2591.0;2425.0;2245.0;2246.0;1936.0;1126.0;545.0;110.0;;;12.0;1886;41233;37642.0;22876.0;7296.0;3038.0;2018.0;1348.0;426.0;299.0;129.0;38.0;191.0;1714.0;2425.0;59.0;2245.0;545.0;291.0;;3591;1595.0;578.0;814.0;113.0;319.0;354.0;28.0;;;12.0;316.0;134.0;68.0;74.0;43082.0;38408.0;15300.0;19845.0;1276.0;1936.0;51.0;;4674.0;651.0;729.0;2013.0;1198.0;452.0;612.0;134.0;83.0;1126.0
12;Overheid;1999;92675;25342.0;21836.0;15651.0;7578.0;2294.0;2115.0;2765.0;2840.0;2727.0;2334.0;3022.0;1298.0;492.0;130.0;;;289.0;1962;45876;41875.0;25342.0;7578.0;3127.0;2041.0;1546.0;396.0;297.0;138.0;33.0;217.0;2294.0;2840.0;69.0;2727.0;492.0;316.0;;4001;1657.0;626.0;864.0;119.0;324.0;375.0;46.0;;;289.0;301.0;128.0;74.0;62.0;45501.0;40570.0;15651.0;23020.0;-1184.0;3022.0;61.0;;4931.0;677.0;780.0;2139.0;1251.0;475.0;638.0;138.0;84.0;1298.0
13;Overheid;2000;99060;27098.0;23553.0;16736.0;7713.0;2849.0;2291.0;2941.0;2875.0;2804.0;2540.0;2588.0;1487.0;512.0;126.0;;;331.0;2616;49033;44726.0;27098.0;7713.0;3151.0;2139.0;1590.0;397.0;263.0;139.0;34.0;216.0;2849.0;2875.0;67.0;2804.0;512.0;592.0;;4307;1803.0;653.0;946.0;130.0;333.0;395.0;88.0;;;331.0;290.0;133.0;83.0;68.0;48540.0;43256.0;16736.0;24433.0;-880.0;2588.0;59.0;320.0;5284.0;737.0;824.0;2288.0;1345.0;520.0;670.0;155.0;90.0;1487.0
14;Overheid;2001;107285;30900.0;24607.0;17580.0;7913.0;3352.0;2436.0;2888.0;2939.0;3437.0;2720.0;4308.0;1311.0;638.0;151.0;;;518.0;1587;54758;49988.0;30900.0;7913.0;3148.0;2076.0;1817.0;413.0;287.0;140.0;32.0;228.0;3352.0;2939.0;80.0;3437.0;638.0;501.0;;4770;1931.0;649.0;1007.0;140.0;339.0;434.0;94.0;;;518.0;358.0;138.0;95.0;74.0;51216.0;46566.0;17580.0;27172.0;-2565.0;4308.0;71.0;;4650.0;789.0;91.0;2239.0;1429.0;561.0;696.0;172.0;102.0;1311.0
15;Overheid;2002;111281;32333.0;29502.0;15394.0;8446.0;2953.0;2564.0;2903.0;2741.0;3589.0;2904.0;3490.0;1696.0;660.0;162.0;;;541.0;1403;56347;51361.0;32333.0;8446.0;3420.0;2317.0;1719.0;472.0;306.0;175.0;37.0;161.0;2953.0;2741.0;86.0;3589.0;660.0;392.0;;4986;2062.0;653.0;1064.0;149.0;357.0;453.0;105.0;;;541.0;334.0;146.0;101.0;85.0;53238.0;48462.0;15394.0;29577.0;-75.0;3490.0;76.0;;4776.0;842.0;49.0;2250.0;1500.0;597.0;722.0;181.0;135.0;1696.0
16;Overheid;2003;110177;33639.0;29169.0;13392.0;8586.0;3081.0;2693.0;3066.0;2874.0;3449.0;3159.0;3128.0;1461.0;746.0;182.0;;;425.0;1127;57913;52891.0;33639.0;8586.0;3506.0;2446.0;1750.0;357.0;300.0;188.0;39.0;146.0;3081.0;2874.0;109.0;3449.0;746.0;261.0;;5022;2243.0;682.0;1082.0;161.0;364.0;485.0;72.0;;;425.0;249.0;156.0;96.0;89.0;50803.0;45762.0;13392.0;28791.0;378.0;3128.0;73.0;;5041.0;916.0;38.0;2384.0;1611.0;644.0;765.0;202.0;92.0;1461.0
17;Overheid;2004;113661;35098.0;27355.0;14994.0;9358.0;3278.0;2796.0;3328.0;3003.0;3794.0;3386.0;3388.0;1513.0;740.0;162.0;;;405.0;1063;60975;55748.0;35098.0;9358.0;3901.0;2557.0;1943.0;378.0;346.0;193.0;40.0;148.0;3278.0;3003.0;101.0;3794.0;740.0;228.0;;5227;2404.0;737.0;1087.0;153.0;368.0;503.0;63.0;;;405.0;244.0;158.0;105.0;87.0;51173.0;45798.0;14994.0;27246.0;109.0;3388.0;61.0;;5375.0;982.0;44.0;2591.0;1709.0;678.0;805.0;226.0;49.0;1513.0
18;Overheid;2005;124042;36216.0;31224.0;17069.0;9327.0;4128.0;2918.0;3573.0;3148.0;4252.0;3594.0;4262.0;1710.0;743.0;184.0;;;570.0;1124;63875;58276.0;36216.0;9327.0;3835.0;2585.0;2000.0;373.0;297.0;200.0;37.0;149.0;4128.0;3148.0;99.0;4252.0;743.0;214.0;;5599;2552.0;787.0;1110.0;155.0;365.0;505.0;85.0;;;570.0;237.0;155.0;110.0;78.0;58457.0;52640.0;17069.0;27573.0;3651.0;4262.0;85.0;;5817.0;1042.0;60.0;2786.0;1808.0;731.0;832.0;245.0;121.0;1710.0
19;Overheid;2006 1e kwartaal;30253;8583.0;7235.0;4096.0;2689.0;1202.0;781.0;1116.0;1196.0;1043.0;637.0;648.0;360.0;281.0;41.0;;;153.0;192;16516;15075.0;8583.0;2689.0;1050.0;743.0;677.0;79.0;88.0;43.0;9.0;31.0;1202.0;1196.0;21.0;1043.0;281.0;29.0;;1441;637.0;201.0;297.0;49.0;98.0;129.0;21.0;;;153.0;48.0;42.0;28.0;35.0;13377.0;11999.0;4096.0;7183.0;52.0;648.0;20.0;;1378.0;0.0;-25.0;915.0;484.0;208.0;210.0;66.0;4.0;360.0
20;Overheid;2006 2e kwartaal;33741;10998.0;9053.0;3414.0;2281.0;1149.0;780.0;785.0;934.0;1140.0;637.0;1513.0;426.0;161.0;57.0;;;133.0;280;18190;16800.0;10998.0;2281.0;946.0;682.0;415.0;87.0;88.0;54.0;9.0;44.0;1149.0;934.0;30.0;1140.0;161.0;63.0;;1390;637.0;186.0;299.0;50.0;97.0;129.0;23.0;;;133.0;49.0;42.0;29.0;15.0;15125.0;14007.0;3414.0;9473.0;-420.0;1513.0;27.0;;1118.0;0.0;5.0;599.0;481.0;205.0;211.0;65.0;33.0;426.0
21;Overheid;2006 3e kwartaal;29581;8473.0;7033.0;4262.0;2400.0;1014.0;767.0;1002.0;703.0;1057.0;641.0;1306.0;318.0;226.0;57.0;;;118.0;204;15364;13960.0;8473.0;2400.0;992.0;698.0;499.0;69.0;82.0;52.0;8.0;43.0;1014.0;703.0;30.0;1057.0;226.0;14.0;;1404;641.0;237.0;288.0;49.0;94.0;129.0;16.0;;;118.0;50.0;41.0;28.0;1.0;13899.0;12628.0;4262.0;7122.0;-89.0;1306.0;27.0;;1271.0;0.0;6.0;765.0;479.0;203.0;210.0;66.0;21.0;318.0
22;Overheid;2006 4e kwartaal;38757;10911.0;11842.0;6135.0;2490.0;1180.0;776.0;957.0;619.0;1326.0;643.0;759.0;707.0;84.0;41.0;;;107.0;180;18081;16674.0;10911.0;2490.0;994.0;713.0;553.0;86.0;77.0;58.0;9.0;34.0;1180.0;619.0;22.0;1326.0;84.0;8.0;;1407;643.0;205.0;301.0;50.0;92.0;128.0;31.0;;;107.0;51.0;41.0;29.0;30.0;19969.0;18755.0;6135.0;7868.0;3974.0;759.0;19.0;;1214.0;0.0;8.0;752.0;475.0;200.0;210.0;65.0;-21.0;707.0
23;Overheid;2006;132332;38965.0;35163.0;17907.0;9860.0;4545.0;3104.0;3860.0;3452.0;4566.0;2558.0;4226.0;1811.0;752.0;196.0;;;511.0;856;68151;62509.0;38965.0;9860.0;3982.0;2836.0;2144.0;321.0;335.0;207.0;35.0;152.0;4545.0;3452.0;103.0;4566.0;752.0;114.0;;5642;2558.0;829.0;1185.0;198.0;381.0;515.0;91.0;;;511.0;198.0;166.0;114.0;81.0;62370.0;57389.0;17907.0;31646.0;3517.0;4226.0;93.0;;4981.0;0.0;-6.0;3031.0;1919.0;816.0;841.0;262.0;37.0;1811.0
24;Overheid;2007 1e kwartaal;31792;9651.0;8240.0;4058.0;2460.0;1127.0;793.0;983.0;1087.0;1209.0;667.0;482.0;374.0;311.0;61.0;;;95.0;194;17342;15918.0;9651.0;2460.0;995.0;727.0;527.0;82.0;70.0;49.0;10.0;36.0;1127.0;1087.0;29.0;1209.0;311.0;8.0;;1424;667.0;221.0;294.0;52.0;92.0;130.0;20.0;;;95.0;46.0;42.0;31.0;28.0;14076.0;12812.0;4058.0;8375.0;-135.0;482.0;32.0;;1264.0;0.0;6.0;762.0;499.0;218.0;214.0;67.0;-3.0;374.0
25;Overheid;2007 2e kwartaal;35448;9958.0;10740.0;4296.0;2550.0;872.0;795.0;1077.0;980.0;1107.0;659.0;1381.0;459.0;176.0;59.0;;;110.0;229;17181;15726.0;9958.0;2550.0;1034.0;739.0;555.0;74.0;88.0;53.0;7.0;42.0;872.0;980.0;28.0;1107.0;176.0;13.0;;1455;659.0;250.0;294.0;53.0;93.0;127.0;21.0;;;110.0;47.0;41.0;31.0;23.0;17808.0;16448.0;4296.0;10759.0;-19.0;1381.0;31.0;;1360.0;0.0;7.0;827.0;501.0;220.0;214.0;67.0;25.0;459.0
26;Overheid;2007 3e kwartaal;31354;9429.0;8423.0;3667.0;2337.0;672.0;803.0;1023.0;870.0;1325.0;670.0;1148.0;386.0;141.0;55.0;;;86.0;319;16275;14857.0;9429.0;2337.0;902.0;689.0;530.0;78.0;77.0;53.0;8.0;39.0;672.0;870.0;26.0;1325.0;141.0;18.0;;1418;670.0;221.0;297.0;53.0;92.0;128.0;24.0;;;86.0;46.0;42.0;32.0;24.0;14693.0;13267.0;3667.0;8081.0;342.0;1148.0;29.0;;1426.0;0.0;5.0;802.0;506.0;222.0;217.0;67.0;113.0;386.0
27;Overheid;2007 4e kwartaal;42446;12860.0;12620.0;6531.0;2666.0;1118.0;810.0;1013.0;710.0;1284.0;688.0;739.0;663.0;179.0;72.0;;;206.0;287;20416;18885.0;12860.0;2666.0;1079.0;810.0;524.0;101.0;75.0;67.0;10.0;38.0;1118.0;710.0;26.0;1284.0;179.0;4.0;;1531;688.0;199.0;297.0;53.0;92.0;131.0;21.0;;;206.0;47.0;42.0;31.0;21.0;21367.0;19936.0;6531.0;10514.0;2106.0;739.0;46.0;;1431.0;0.0;12.0;814.0;513.0;223.0;224.0;66.0;92.0;663.0
28;Overheid;2007;141040;41898.0;40023.0;18552.0;10013.0;3789.0;3201.0;4096.0;3647.0;4925.0;2684.0;3750.0;1882.0;807.0;247.0;;;497.0;1029;71214;65386.0;41898.0;10013.0;4010.0;2965.0;2136.0;335.0;310.0;222.0;35.0;155.0;3789.0;3647.0;109.0;4925.0;807.0;43.0;;5828;2684.0;891.0;1182.0;211.0;369.0;516.0;86.0;;;497.0;186.0;167.0;125.0;96.0;67944.0;62463.0;18552.0;37729.0;2294.0;3750.0;138.0;;5481.0;0.0;30.0;3205.0;2019.0;883.0;869.0;267.0;227.0;1882.0
29;Overheid;2008 1e kwartaal;32858;8911.0;9031.0;3931.0;2629.0;1218.0;873.0;1232.0;1087.0;1126.0;684.0;1206.0;222.0;273.0;53.0;;;103.0;279;16873;15307.0;8911.0;2629.0;1034.0;812.0;562.0;82.0;77.0;54.0;8.0;36.0;1218.0;1087.0;28.0;1126.0;273.0;-1.0;;1566;684.0;274.0;342.0;52.0;93.0;134.0;63.0;;;103.0;45.0;42.0;34.0;42.0;15763.0;14193.0;3931.0;9296.0;-265.0;1206.0;25.0;;1570.0;0.0;4.0;958.0;531.0;236.0;226.0;69.0;77.0;222.0
30;Overheid;2008 2e kwartaal;36923;11018.0;10412.0;4521.0;2582.0;1035.0;889.0;1091.0;829.0;1155.0;689.0;1593.0;481.0;183.0;48.0;;;110.0;287;18400;16873.0;11018.0;2582.0;994.0;769.0;591.0;71.0;87.0;62.0;8.0;43.0;1035.0;829.0;25.0;1155.0;183.0;3.0;;1527;689.0;229.0;334.0;53.0;93.0;134.0;54.0;;;110.0;45.0;43.0;34.0;43.0;18042.0;16549.0;4521.0;11954.0;-1542.0;1593.0;23.0;;1493.0;0.0;2.0;862.0;555.0;259.0;227.0;69.0;74.0;481.0
31;Overheid;2008 3e kwartaal;33784;10102.0;9360.0;4160.0;2641.0;1031.0;919.0;1101.0;772.0;1139.0;660.0;799.0;492.0;168.0;101.0;;;99.0;240;17454;15951.0;10102.0;2641.0;1006.0;796.0;608.0;82.0;79.0;62.0;8.0;42.0;1031.0;772.0;53.0;1139.0;168.0;3.0;;1503;660.0;227.0;354.0;52.0;105.0;134.0;63.0;;;99.0;44.0;43.0;35.0;41.0;15838.0;14367.0;4160.0;9060.0;300.0;799.0;48.0;;1471.0;0.0;4.0;874.0;565.0;254.0;239.0;72.0;28.0;492.0
32;Overheid;2008 4e kwartaal;40010;12287.0;11691.0;6202.0;2664.0;1340.0;784.0;1085.0;548.0;955.0;759.0;353.0;601.0;171.0;131.0;;;215.0;224;19771;18085.0;12287.0;2664.0;1015.0;799.0;599.0;93.0;75.0;73.0;10.0;37.0;1340.0;548.0;68.0;955.0;171.0;15.0;;1686;759.0;229.0;317.0;52.0;73.0;133.0;59.0;;;215.0;44.0;44.0;34.0;44.0;19638.0;18309.0;6202.0;10326.0;1365.0;353.0;63.0;;1329.0;0.0;10.0;856.0;467.0;205.0;193.0;69.0;-4.0;601.0
33;Overheid;2008;143575;42318.0;40494.0;18814.0;10516.0;4624.0;3465.0;4509.0;3236.0;4375.0;2792.0;3951.0;1796.0;795.0;333.0;;;527.0;1030;72498;66216.0;42318.0;10516.0;4049.0;3176.0;2360.0;328.0;318.0;251.0;34.0;158.0;4624.0;3236.0;174.0;4375.0;795.0;20.0;;6282;2792.0;959.0;1347.0;209.0;364.0;535.0;239.0;;;527.0;178.0;172.0;137.0;170.0;69281.0;63418.0;18814.0;40636.0;-142.0;3951.0;159.0;;5863.0;0.0;20.0;3550.0;2118.0;954.0;885.0;279.0;175.0;1796.0
34;Overheid;2009 1e kwartaal;32700;8468.0;10432.0;3827.0;2684.0;1494.0;948.0;1229.0;696.0;667.0;723.0;408.0;350.0;316.0;103.0;;;108.0;247;16073;14407.0;8468.0;2684.0;1050.0;830.0;568.0;83.0;84.0;60.0;9.0;33.0;1494.0;696.0;49.0;667.0;316.0;0.0;;1666;723.0;271.0;396.0;56.0;77.0;162.0;101.0;;;108.0;45.0;47.0;33.0;43.0;16277.0;14721.0;3827.0;10474.0;-42.0;408.0;54.0;;1556.0;0.0;2.0;958.0;552.0;259.0;195.0;98.0;44.0;350.0
35;Overheid;2009 2e kwartaal;36008;10323.0;13332.0;2592.0;2711.0;956.0;938.0;1235.0;555.0;662.0;734.0;858.0;445.0;180.0;113.0;;;130.0;244;17153;15487.0;10323.0;2711.0;994.0;867.0;618.0;73.0;86.0;64.0;9.0;42.0;956.0;555.0;53.0;662.0;180.0;5.0;;1666;734.0;258.0;375.0;55.0;76.0;166.0;78.0;;;130.0;46.0;47.0;32.0;44.0;18410.0;16842.0;2592.0;12844.0;488.0;858.0;60.0;;1568.0;0.0;2.0;977.0;563.0;269.0;195.0;99.0;26.0;445.0
36;Overheid;2009 3e kwartaal;30730;9657.0;10019.0;2000.0;2531.0;834.0;940.0;1173.0;543.0;669.0;694.0;512.0;510.0;181.0;96.0;;;126.0;245;16110;14505.0;9657.0;2531.0;934.0;786.0;569.0;70.0;105.0;60.0;7.0;44.0;834.0;543.0;45.0;669.0;181.0;1.0;;1605;694.0;242.0;379.0;55.0;77.0;167.0;80.0;;;126.0;45.0;46.0;30.0;43.0;14110.0;12582.0;2000.0;9928.0;91.0;512.0;51.0;;1528.0;0.0;3.0;931.0;561.0;268.0;195.0;98.0;33.0;510.0
37;Overheid;2009 4e kwartaal;38138;11409.0;13796.0;3185.0;2770.0;1313.0;920.0;1232.0;351.0;747.0;785.0;306.0;512.0;172.0;132.0;;;252.0;256;18737;16876.0;11409.0;2770.0;1050.0;886.0;563.0;80.0;115.0;69.0;7.0;39.0;1313.0;351.0;75.0;747.0;172.0;0.0;;1861;785.0;263.0;390.0;56.0;79.0;171.0;84.0;;;252.0;46.0;46.0;26.0;53.0;18889.0;17344.0;3185.0;13798.0;-2.0;306.0;57.0;;1545.0;0.0;18.0;969.0;530.0;228.0;194.0;108.0;28.0;512.0
38;Overheid;2009;137576;39857.0;47579.0;11604.0;10696.0;4597.0;3746.0;4869.0;2145.0;2745.0;2936.0;2084.0;1817.0;849.0;444.0;;;616.0;992;68073;61275.0;39857.0;10696.0;4028.0;3369.0;2318.0;306.0;390.0;253.0;32.0;158.0;4597.0;2145.0;222.0;2745.0;849.0;6.0;;6798;2936.0;1034.0;1540.0;222.0;309.0;666.0;343.0;;;616.0;182.0;186.0;121.0;183.0;67686.0;61489.0;11604.0;47044.0;535.0;2084.0;222.0;;6197.0;0.0;25.0;3835.0;2206.0;1024.0;779.0;403.0;131.0;1817.0
