ID;BedrijfstakkenBranchesSBI2008;RegioS;Perioden;ProductieBasisprijzen_1;IntermediairVerbruik_2;BrutoToegevoegdeWaardeBasisprijzen_3;BeloningVanWerknemers_4;NietProductgebondenBelastingen_5;NietProductgebondenSubsidies_6;ExploitatieoverschotBruto_7;ArbeidsvolumeWerkzamePersonen_8;ArbeidsvolumeWerknemers_9
0;300025;Nederland;1995;573963.0;298277.0;275686.0;155837.0;3307.0;830.0;117372.0;;5000.6
1;300025;Nederland;1996;607125.0;320046.0;287079.0;161820.0;3425.0;1567.0;123401.0;;5105.7
2;300025;Nederland;1997;650820.0;344281.0;306539.0;171222.0;3439.0;2031.0;133909.0;;5269.7
3;300025;Nederland;1998;685191.0;361164.0;324027.0;184054.0;3608.0;2712.0;139077.0;;5457.3
4;300025;Nederland;1999;729542.0;385207.0;344335.0;197344.0;4018.0;3175.0;146148.0;;5627.8
5;300025;Nederland;2000;806161.0;432746.0;373415.0;211803.0;4321.0;3179.0;160470.0;;5749.9
6;300025;Nederland;2001;853164.0;455608.0;397556.0;227390.0;4760.0;3830.0;169236.0;6636.4;5858.4
7;300025;Nederland;2002;870427.0;456053.0;414374.0;238825.0;4978.0;4001.0;174572.0;6619.5;5850.3
8;300025;Nederland;2003;883492.0;458236.0;425256.0;245752.0;5044.0;3706.0;178166.0;6547.3;5776.3
9;300025;Nederland;2004;913856.0;476982.0;436874.0;251030.0;5258.0;4110.0;184696.0;6480.1;5699.4
10;300025;Nederland;2005;962007.0;505825.0;456182.0;254563.0;5605.0;3392.0;199406.0;6478.0;5682.5
11;300025;Nederland;2006;1021783.0;542771.0;479012.0;264925.0;5649.0;3505.0;211943.0;6582.8;5772.6
12;300025;Nederland;2007;1085522.0;577872.0;507650.0;280309.0;5961.0;4467.0;225847.0;6728.2;5905.3
13;300025;Nederland;2008;1149443.0;621204.0;528239.0;294716.0;6423.0;4734.0;231834.0;6832.4;6013.3
14;300025;Nederland;2009;1096415.0;585563.0;510852.0;298488.0;6823.0;6261.0;211802.0;6759.4;5939.6
15;300025;Nederland;2010;1137237.0;613117.0;524120.0;300491.0;7087.0;6429.0;222971.0;6719.3;5892.5
16;300025;Nederland;2011;1183191.0;646573.0;536618.0;306215.0;7242.0;6119.0;229280.0;6753.002;5909.814
17;300025;Noord-Nederland (LD);1995;55087.0;26827.0;28260.0;13745.0;306.0;77.0;14286.0;;462.5
18;300025;Noord-Nederland (LD);1996;58466.0;28774.0;29692.0;14141.0;314.0;160.0;15396.0;;470.3
19;300025;Noord-Nederland (LD);1997;61653.0;30646.0;31007.0;14877.0;321.0;188.0;15996.0;;481.8
20;300025;Noord-Nederland (LD);1998;63321.0;31897.0;31424.0;15826.0;337.0;244.0;15506.0;;494.3
21;300025;Noord-Nederland (LD);1999;64673.0;32610.0;32064.0;16869.0;372.0;304.0;15127.0;;507.0
22;300025;Noord-Nederland (LD);2000;71298.0;35748.0;35550.0;17986.0;394.0;283.0;17453.0;;516.0
23;300025;Noord-Nederland (LD);2001;76905.0;38226.0;38679.0;19350.0;432.0;343.0;19240.0;605.9;519.6
