ID;Interval;Leeftijd;Perioden;Totaal_1;Mannen_2;Vrouwen_3
0;1;Totaal over alle leeftijden;2000;15863950.0;7846317.0;8017633.0
1;1;Totaal over alle leeftijden;2001;15981758.0;7906484.0;8075274.0
2;1;Totaal over alle leeftijden;2002;16097764.0;7965187.0;8132577.0
3;1;Totaal over alle leeftijden;2003;16211034.0;8022717.0;8188317.0
4;1;Totaal over alle leeftijden;2004;16320079.0;8078375.0;8241704.0
5;1;Totaal over alle leeftijden;2005;16424709.0;8132036.0;8292673.0
6;1;Totaal over alle leeftijden;2006;16523637.0;8182875.0;8340762.0
7;1;Totaal over alle leeftijden;2007;16616780.0;8230731.0;8386049.0
8;1;Totaal over alle leeftijden;2008;16704273.0;8275697.0;8428576.0
9;1;Totaal over alle leeftijden;2009;16786706.0;8318070.0;8468636.0
10;1;Totaal over alle leeftijden;2010;16864472.0;8358066.0;8506406.0
11;1;Totaal over alle leeftijden;2011;16938478.0;8396244.0;8542234.0
12;1;Totaal over alle leeftijden;2012;17009194.0;8432695.0;8576499.0
13;1;Totaal over alle leeftijden;2013;17076949.0;8467643.0;8609306.0
14;1;Totaal over alle leeftijden;2014;17142059.0;8501166.0;8640893.0
15;1;Totaal over alle leeftijden;2015;17204906.0;8533461.0;8671445.0
16;1;Totaal over alle leeftijden;2016;17265765.0;8564681.0;8701084.0
17;1;Totaal over alle leeftijden;2017;17324788.0;8594840.0;8729948.0
18;1;Totaal over alle leeftijden;2018;17382133.0;8623982.0;8758151.0
19;1;Totaal over alle leeftijden;2019;17437913.0;8652160.0;8785753.0
20;1;Totaal over alle leeftijden;2020;17492098.0;8679369.0;8812729.0
21;1;Totaal over alle leeftijden;2021;17544669.0;8705603.0;8839066.0
22;1;Totaal over alle leeftijden;2022;17595453.0;8730657.0;8864796.0
23;1;Totaal over alle leeftijden;2023;17644313.0;8754542.0;8889771.0
24;1;Totaal over alle leeftijden;2024;17691078.0;8777177.0;8913901.0
25;1;Totaal over alle leeftijden;2025;17735544.0;8798489.0;8937055.0
26;1;Totaal over alle leeftijden;2026;17777663.0;8818392.0;8959271.0
27;1;Totaal over alle leeftijden;2027;17817162.0;8836863.0;8980299.0
28;1;Totaal over alle leeftijden;2028;17853945.0;8853841.0;9000104.0
29;1;Totaal over alle leeftijden;2029;17887872.0;8869331.0;9018541.0
30;1;Totaal over alle leeftijden;2030;17918871.0;8883349.0;9035522.0
31;1;Totaal over alle leeftijden;2031;17946903.0;8895910.0;9050993.0
32;1;Totaal over alle leeftijden;2032;17971841.0;8907017.0;9064824.0
33;1;Totaal over alle leeftijden;2033;17993622.0;8916612.0;9077010.0
34;1;Totaal over alle leeftijden;2034;18012142.0;8924725.0;9087417.0
35;1;Totaal over alle leeftijden;2035;18027428.0;8931298.0;9096130.0
36;1;Totaal over alle leeftijden;2036;18039370.0;8936326.0;9103044.0
37;1;Totaal over alle leeftijden;2037;18048129.0;8939957.0;9108172.0
38;1;Totaal over alle leeftijden;2038;18054073.0;8942365.0;9111708.0
39;1;Totaal over alle leeftijden;2039;18057192.0;8943583.0;9113609.0
40;1;Totaal over alle leeftijden;2040;18058048.0;8943875.0;9114173.0
41;1;Totaal over alle leeftijden;2041;18056969.0;8943225.0;9113744.0
42;1;Totaal over alle leeftijden;2042;18054115.0;8941917.0;9112198.0
43;1;Totaal over alle leeftijden;2043;18049876.0;8939976.0;9109900.0
44;1;Totaal over alle leeftijden;2044;18044363.0;8937560.0;9106803.0
45;1;Totaal over alle leeftijden;2045;18038166.0;8934828.0;9103338.0
46;1;Totaal over alle leeftijden;2046;18031549.0;8932019.0;9099530.0
47;1;Totaal over alle leeftijden;2047;18024559.0;8929206.0;9095353.0
48;1;Totaal over alle leeftijden;2048;18017680.0;8926583.0;9091097.0
49;1;Totaal over alle leeftijden;2049;18011059.0;8924180.0;9086879.0
50;1;Totaal over alle leeftijden;2050;18004927.0;8922156.0;9082771.0
51;1;0-4 jaar;2000;983491.0;503570.0;479921.0
52;1;0-4 jaar;2001;1000110.0;512086.0;488024.0
53;1;0-4 jaar;2002;1016153.0;519832.0;496321.0
54;1;0-4 jaar;2003;1028127.0;526301.0;501826.0
55;1;0-4 jaar;2004;1030283.0;527437.0;502846.0
56;1;0-4 jaar;2005;1028218.0;526136.0;502082.0
57;1;0-4 jaar;2006;1018412.0;521120.0;497292.0
58;1;0-4 jaar;2007;1005966.0;514758.0;491208.0
59;1;0-4 jaar;2008;992547.0;507889.0;484658.0
60;1;0-4 jaar;2009;979716.0;501321.0;478395.0
61;1;0-4 jaar;2010;967977.0;495309.0;472668.0
62;1;0-4 jaar;2011;958054.0;490236.0;467818.0
63;1;0-4 jaar;2012;950351.0;486304.0;464047.0
64;1;0-4 jaar;2013;944987.0;483562.0;461425.0
65;1;0-4 jaar;2014;941877.0;481974.0;459903.0
66;1;0-4 jaar;2015;941012.0;481531.0;459481.0
67;1;0-4 jaar;2016;941982.0;482035.0;459947.0
68;1;0-4 jaar;2017;944457.0;483302.0;461155.0
69;1;0-4 jaar;2018;948212.0;485224.0;462988.0
70;1;0-4 jaar;2019;952931.0;487633.0;465298.0
71;1;0-4 jaar;2020;958358.0;490409.0;467949.0
72;1;0-4 jaar;2021;964211.0;493410.0;470801.0
73;1;0-4 jaar;2022;970204.0;496486.0;473718.0
74;1;0-4 jaar;2023;976074.0;499497.0;476577.0
75;1;0-4 jaar;2024;981625.0;502346.0;479279.0
76;1;0-4 jaar;2025;986743.0;504975.0;481768.0
77;1;0-4 jaar;2026;991399.0;507363.0;484036.0
78;1;0-4 jaar;2027;995558.0;509494.0;486064.0
79;1;0-4 jaar;2028;999248.0;511385.0;487863.0
80;1;0-4 jaar;2029;1002469.0;513037.0;489432.0
81;1;0-4 jaar;2030;1005239.0;514454.0;490785.0
82;1;0-4 jaar;2031;1007523.0;515626.0;491897.0
83;1;0-4 jaar;2032;1009284.0;516528.0;492756.0
84;1;0-4 jaar;2033;1010437.0;517119.0;493318.0
85;1;0-4 jaar;2034;1010894.0;517355.0;493539.0
86;1;0-4 jaar;2035;1010553.0;517185.0;493368.0
87;1;0-4 jaar;2036;1009412.0;516604.0;492808.0
88;1;0-4 jaar;2037;1007490.0;515622.0;491868.0
89;1;0-4 jaar;2038;1004883.0;514286.0;490597.0
90;1;0-4 jaar;2039;1001758.0;512686.0;489072.0
91;1;0-4 jaar;2040;998347.0;510936.0;487411.0
92;1;0-4 jaar;2041;994851.0;509147.0;485704.0
93;1;0-4 jaar;2042;991494.0;507429.0;484065.0
94;1;0-4 jaar;2043;988463.0;505876.0;482587.0
95;1;0-4 jaar;2044;985936.0;504582.0;481354.0
96;1;0-4 jaar;2045;984037.0;503610.0;480427.0
97;1;0-4 jaar;2046;982860.0;503006.0;479854.0
98;1;0-4 jaar;2047;982433.0;502788.0;479645.0
99;1;0-4 jaar;2048;982758.0;502955.0;479803.0
100;1;0-4 jaar;2049;983756.0;503466.0;480290.0
101;1;0-4 jaar;2050;985374.0;504298.0;481076.0
102;1;5-9 jaar;2000;1001670.0;512470.0;489200.0
103;1;5-9 jaar;2001;996232.0;509289.0;486943.0
104;1;5-9 jaar;2002;990783.0;507014.0;483769.0
105;1;5-9 jaar;2003;989751.0;505890.0;483861.0
106;1;5-9 jaar;2004;996861.0;509594.0;487267.0
107;1;5-9 jaar;2005;1003916.0;513402.0;490514.0
108;1;5-9 jaar;2006;1020062.0;521685.0;498377.0
109;1;5-9 jaar;2007;1035804.0;529280.0;506524.0
110;1;5-9 jaar;2008;1047561.0;535634.0;511927.0
111;1;5-9 jaar;2009;1049714.0;536773.0;512941.0
112;1;5-9 jaar;2010;1047636.0;535478.0;512158.0
113;1;5-9 jaar;2011;1037879.0;530495.0;507384.0
114;1;5-9 jaar;2012;1025602.0;524234.0;501368.0
115;1;5-9 jaar;2013;1012409.0;517492.0;494917.0
116;1;5-9 jaar;2014;999838.0;511073.0;488765.0
117;1;5-9 jaar;2015;988337.0;505202.0;483135.0
118;1;5-9 jaar;2016;978607.0;500235.0;478372.0
119;1;5-9 jaar;2017;971027.0;496371.0;474656.0
120;1;5-9 jaar;2018;965731.0;493672.0;472059.0
121;1;5-9 jaar;2019;962645.0;492102.0;470543.0
122;1;5-9 jaar;2020;961768.0;491658.0;470110.0
123;1;5-9 jaar;2021;962679.0;492131.0;470548.0
124;1;5-9 jaar;2022;965090.0;493364.0;471726.0
125;1;5-9 jaar;2023;968755.0;495245.0;473510.0
126;1;5-9 jaar;2024;973374.0;497607.0;475767.0
127;1;5-9 jaar;2025;978680.0;500327.0;478353.0
128;1;5-9 jaar;2026;984401.0;503266.0;481135.0
129;1;5-9 jaar;2027;990261.0;506279.0;483982.0
130;1;5-9 jaar;2028;996001.0;509223.0;486778.0
131;1;5-9 jaar;2029;1001435.0;512010.0;489425.0
132;1;5-9 jaar;2030;1006448.0;514582.0;491866.0
133;1;5-9 jaar;2031;1011001.0;516912.0;494089.0
134;1;5-9 jaar;2032;1015067.0;518991.0;496076.0
135;1;5-9 jaar;2033;1018662.0;520831.0;497831.0
136;1;5-9 jaar;2034;1021802.0;522439.0;499363.0
137;1;5-9 jaar;2035;1024502.0;523823.0;500679.0
138;1;5-9 jaar;2036;1026720.0;524963.0;501757.0
139;1;5-9 jaar;2037;1028428.0;525841.0;502587.0
140;1;5-9 jaar;2038;1029548.0;526420.0;503128.0
141;1;5-9 jaar;2039;1029988.0;526647.0;503341.0
142;1;5-9 jaar;2040;1029656.0;526480.0;503176.0
143;1;5-9 jaar;2041;1028520.0;525896.0;502624.0
144;1;5-9 jaar;2042;1026630.0;524928.0;501702.0
145;1;5-9 jaar;2043;1024068.0;523618.0;500450.0
146;1;5-9 jaar;2044;1020995.0;522045.0;498950.0
147;1;5-9 jaar;2045;1017640.0;520328.0;497312.0
148;1;5-9 jaar;2046;1014195.0;518566.0;495629.0
149;1;5-9 jaar;2047;1010884.0;516868.0;494016.0
150;1;5-9 jaar;2048;1007897.0;515335.0;492562.0
151;1;5-9 jaar;2049;1005410.0;514060.0;491350.0
152;1;5-9 jaar;2050;1003536.0;513101.0;490435.0
153;1;10-14 jaar;2000;960382.0;490343.0;470039.0
154;1;10-14 jaar;2001;980131.0;500921.0;479210.0
155;1;10-14 jaar;2002;993937.0;508278.0;485659.0
156;1;10-14 jaar;2003;1003667.0;513089.0;490578.0
157;1;10-14 jaar;2004;1012440.0;517420.0;495020.0
158;1;10-14 jaar;2005;1020016.0;521602.0;498414.0
159;1;10-14 jaar;2006;1014500.0;518412.0;496088.0
160;1;10-14 jaar;2007;1008762.0;516005.0;492757.0
161;1;10-14 jaar;2008;1007291.0;514695.0;492596.0
162;1;10-14 jaar;2009;1013838.0;518113.0;495725.0
163;1;10-14 jaar;2010;1020454.0;521680.0;498774.0
164;1;10-14 jaar;2011;1036251.0;529801.0;506450.0
165;1;10-14 jaar;2012;1051783.0;537304.0;514479.0
166;1;10-14 jaar;2013;1063442.0;543625.0;519817.0
167;1;10-14 jaar;2014;1065678.0;544829.0;520849.0
168;1;10-14 jaar;2015;1063684.0;543600.0;520084.0
169;1;10-14 jaar;2016;1054078.0;538693.0;515385.0
170;1;10-14 jaar;2017;1041957.0;532508.0;509449.0
171;1;10-14 jaar;2018;1028918.0;525858.0;503060.0
172;1;10-14 jaar;2019;1016484.0;519520.0;496964.0
173;1;10-14 jaar;2020;1005100.0;513712.0;491388.0
174;1;10-14 jaar;2021;995479.0;508808.0;486671.0
175;1;10-14 jaar;2022;987986.0;504990.0;482996.0
176;1;10-14 jaar;2023;982749.0;502320.0;480429.0
177;1;10-14 jaar;2024;979698.0;500770.0;478928.0
178;1;10-14 jaar;2025;978818.0;500326.0;478492.0
179;1;10-14 jaar;2026;979728.0;500796.0;478932.0
180;1;10-14 jaar;2027;982103.0;502014.0;480089.0
181;1;10-14 jaar;2028;985726.0;503877.0;481849.0
182;1;10-14 jaar;2029;990291.0;506219.0;484072.0
183;1;10-14 jaar;2030;995530.0;508911.0;486619.0
184;1;10-14 jaar;2031;1001182.0;511814.0;489368.0
185;1;10-14 jaar;2032;1006958.0;514783.0;492175.0
186;1;10-14 jaar;2033;1012623.0;517685.0;494938.0
187;1;10-14 jaar;2034;1017975.0;520424.0;497551.0
188;1;10-14 jaar;2035;1022916.0;522952.0;499964.0
189;1;10-14 jaar;2036;1027410.0;525249.0;502161.0
190;1;10-14 jaar;2037;1031416.0;527300.0;504116.0
191;1;10-14 jaar;2038;1034964.0;529116.0;505848.0
192;1;10-14 jaar;2039;1038057.0;530702.0;507355.0
193;1;10-14 jaar;2040;1040712.0;532064.0;508648.0
194;1;10-14 jaar;2041;1042900.0;533188.0;509712.0
195;1;10-14 jaar;2042;1044584.0;534050.0;510534.0
196;1;10-14 jaar;2043;1045681.0;534612.0;511069.0
197;1;10-14 jaar;2044;1046120.0;534837.0;511283.0
198;1;10-14 jaar;2045;1045789.0;534670.0;511119.0
199;1;10-14 jaar;2046;1044669.0;534094.0;510575.0
200;1;10-14 jaar;2047;1042802.0;533135.0;509667.0
201;1;10-14 jaar;2048;1040271.0;531840.0;508431.0
202;1;10-14 jaar;2049;1037225.0;530284.0;506941.0
203;1;10-14 jaar;2050;1033891.0;528577.0;505314.0
204;1;15-19 jaar;2000;927465.0;474911.0;452554.0
205;1;15-19 jaar;2001;929072.0;475239.0;453833.0
206;1;15-19 jaar;2002;938429.0;479539.0;458890.0
207;1;15-19 jaar;2003;954585.0;487604.0;466981.0
208;1;15-19 jaar;2004;971674.0;496051.0;475623.0
209;1;15-19 jaar;2005;986302.0;502883.0;483419.0
210;1;15-19 jaar;2006;1005512.0;513167.0;492345.0
211;1;15-19 jaar;2007;1018891.0;520290.0;498601.0
212;1;15-19 jaar;2008;1028207.0;524875.0;503332.0
213;1;15-19 jaar;2009;1036509.0;528963.0;507546.0
214;1;15-19 jaar;2010;1043691.0;532920.0;510771.0
215;1;15-19 jaar;2011;1037924.0;529608.0;508316.0
216;1;15-19 jaar;2012;1031881.0;527036.0;504845.0
217;1;15-19 jaar;2013;1030086.0;525568.0;504518.0
218;1;15-19 jaar;2014;1036268.0;528801.0;507467.0
219;1;15-19 jaar;2015;1042594.0;532217.0;510377.0
220;1;15-19 jaar;2016;1058094.0;540179.0;517915.0
221;1;15-19 jaar;2017;1073397.0;547563.0;525834.0
222;1;15-19 jaar;2018;1084921.0;553791.0;531130.0
223;1;15-19 jaar;2019;1087125.0;554962.0;532163.0
224;1;15-19 jaar;2020;1085102.0;553698.0;531404.0
225;1;15-19 jaar;2021;1075515.0;548786.0;526729.0
226;1;15-19 jaar;2022;1063482.0;542643.0;520839.0
227;1;15-19 jaar;2023;1050565.0;536047.0;514518.0
228;1;15-19 jaar;2024;1038257.0;529768.0;508489.0
229;1;15-19 jaar;2025;1026994.0;524020.0;502974.0
230;1;15-19 jaar;2026;1017467.0;519162.0;498305.0
231;1;15-19 jaar;2027;1010053.0;515385.0;494668.0
232;1;15-19 jaar;2028;1004872.0;512745.0;492127.0
233;1;15-19 jaar;2029;1001863.0;511220.0;490643.0
234;1;15-19 jaar;2030;1001014.0;510796.0;490218.0
235;1;15-19 jaar;2031;1001929.0;511273.0;490656.0
236;1;15-19 jaar;2032;1004303.0;512491.0;491812.0
237;1;15-19 jaar;2033;1007908.0;514346.0;493562.0
238;1;15-19 jaar;2034;1012447.0;516675.0;495772.0
239;1;15-19 jaar;2035;1017643.0;519349.0;498294.0
240;1;15-19 jaar;2036;1023243.0;522227.0;501016.0
241;1;15-19 jaar;2037;1028964.0;525166.0;503798.0
242;1;15-19 jaar;2038;1034569.0;528037.0;506532.0
243;1;15-19 jaar;2039;1039886.0;530752.0;509134.0
244;1;15-19 jaar;2040;1044791.0;533256.0;511535.0
245;1;15-19 jaar;2041;1049249.0;535535.0;513714.0
246;1;15-19 jaar;2042;1053230.0;537573.0;515657.0
247;1;15-19 jaar;2043;1056753.0;539380.0;517373.0
248;1;15-19 jaar;2044;1059828.0;540957.0;518871.0
249;1;15-19 jaar;2045;1062466.0;542313.0;520153.0
250;1;15-19 jaar;2046;1064643.0;543431.0;521212.0
251;1;15-19 jaar;2047;1066317.0;544291.0;522026.0
252;1;15-19 jaar;2048;1067409.0;544853.0;522556.0
253;1;15-19 jaar;2049;1067839.0;545068.0;522771.0
254;1;15-19 jaar;2050;1067511.0;544897.0;522614.0
255;1;20-24 jaar;2000;955886.0;483242.0;472644.0
256;1;20-24 jaar;2001;964374.0;487186.0;477188.0
257;1;20-24 jaar;2002;971656.0;490023.0;481633.0
258;1;20-24 jaar;2003;975575.0;492313.0;483262.0
259;1;20-24 jaar;2004;975048.0;492109.0;482939.0
260;1;20-24 jaar;2005;979101.0;494554.0;484547.0
261;1;20-24 jaar;2006;979893.0;494577.0;485316.0
262;1;20-24 jaar;2007;988619.0;498560.0;490059.0
263;1;20-24 jaar;2008;1003999.0;506265.0;497734.0
264;1;20-24 jaar;2009;1020226.0;514301.0;505925.0
265;1;20-24 jaar;2010;1034062.0;520743.0;513319.0
266;1;20-24 jaar;2011;1052494.0;530645.0;521849.0
267;1;20-24 jaar;2012;1065317.0;537537.0;527780.0
268;1;20-24 jaar;2013;1074189.0;541965.0;532224.0
269;1;20-24 jaar;2014;1082054.0;545899.0;536155.0
270;1;20-24 jaar;2015;1088849.0;549722.0;539127.0
271;1;20-24 jaar;2016;1082936.0;546417.0;536519.0
272;1;20-24 jaar;2017;1076689.0;543805.0;532884.0
273;1;20-24 jaar;2018;1074607.0;542275.0;532332.0
274;1;20-24 jaar;2019;1080426.0;545381.0;535045.0
275;1;20-24 jaar;2020;1086472.0;548696.0;537776.0
276;1;20-24 jaar;2021;1101595.0;556497.0;545098.0
277;1;20-24 jaar;2022;1116579.0;563740.0;552839.0
278;1;20-24 jaar;2023;1127876.0;569836.0;558040.0
279;1;20-24 jaar;2024;1130072.0;570990.0;559082.0
280;1;20-24 jaar;2025;1128112.0;569761.0;558351.0
281;1;20-24 jaar;2026;1118720.0;564960.0;553760.0
282;1;20-24 jaar;2027;1106940.0;558955.0;547985.0
283;1;20-24 jaar;2028;1094284.0;552501.0;541783.0
284;1;20-24 jaar;2029;1082222.0;546357.0;535865.0
285;1;20-24 jaar;2030;1071186.0;540734.0;530452.0
286;1;20-24 jaar;2031;1061862.0;535989.0;525873.0
287;1;20-24 jaar;2032;1054605.0;532298.0;522307.0
288;1;20-24 jaar;2033;1049557.0;529734.0;519823.0
289;1;20-24 jaar;2034;1046634.0;528253.0;518381.0
290;1;20-24 jaar;2035;1045821.0;527849.0;517972.0
291;1;20-24 jaar;2036;1046751.0;528332.0;518419.0
292;1;20-24 jaar;2037;1049115.0;529546.0;519569.0
293;1;20-24 jaar;2038;1052686.0;531385.0;521301.0
294;1;20-24 jaar;2039;1057162.0;533684.0;523478.0
295;1;20-24 jaar;2040;1062278.0;536309.0;525969.0
296;1;20-24 jaar;2041;1067783.0;539138.0;528645.0
297;1;20-24 jaar;2042;1073415.0;542026.0;531389.0
298;1;20-24 jaar;2043;1078933.0;544842.0;534091.0
299;1;20-24 jaar;2044;1084159.0;547502.0;536657.0
300;1;20-24 jaar;2045;1088988.0;549967.0;539021.0
301;1;20-24 jaar;2046;1093365.0;552206.0;541159.0
302;1;20-24 jaar;2047;1097276.0;554204.0;543072.0
303;1;20-24 jaar;2048;1100742.0;555978.0;544764.0
304;1;20-24 jaar;2049;1103759.0;557531.0;546228.0
305;1;20-24 jaar;2050;1106346.0;558856.0;547490.0
306;1;25-29 jaar;2000;1176271.0;594775.0;581496.0
307;1;25-29 jaar;2001;1119307.0;564595.0;554712.0
308;1;25-29 jaar;2002;1072375.0;540228.0;532147.0
309;1;25-29 jaar;2003;1035546.0;521141.0;514405.0
310;1;25-29 jaar;2004;1020120.0;512994.0;507126.0
311;1;25-29 jaar;2005;1012147.0;508263.0;503884.0
