ID;BatenLastenSaldo;Perioden;TotaalGemeentelijkeFunctiesNaBest_1;TotaalAlgemeenBestuur_2;Bestuursorganen_3;BestuursondersteuningCollegeVanBEnW_4;Burgerzaken_5;BatenSecretarielegesBurgerzaken_6;BestuurlijkeSamenwerking_7;BestuursondersteuningRaadEnRekenkamer_8;TotaalOpenbareOrdeEnVeiligheid_9;BrandweerEnRampenbestrijding_10;OpenbareOrdeEnVeiligheid_11;OpsporingEnRuimingConvExplosieven_12;TotaalVerkeerVervoerEnWaterstaat_13;WegenStratenEnPleinen_14;VerkeersmaatregelenTeLand_15;OpenbaarVervoer_16;Parkeren_17;BatenParkeerbelasting_18;Zeehavens_19;BinnenhavensEnWaterwegen_20;Veerdiensten_21;Luchtvaart_22;WaterkeringAfwateringLandaanwinning_23;TotaalEconomischeZaken_24;HandelEnAmbacht_25;BatenMarktgelden_26;Industrie_27;Nutsbedrijven_28;AgrarischeProductieEnOntginning_29;OverigeAgrarZakenJachtEnVisserij_30;TotaalOnderwijs_31;OpenbBasisonderwijsExOnderwHuisv_32;OpenbBasisonderwijsOnderwHuisv_33;BijzOnderwijsExclOnderwijshuisv_34;BijzOnderwijsOnderwijshuisvesting_35;OpenbVrtgSpecOnderwExHuisv_36;OpenbVrtgSpecOnderwHuisv_37;BijzVrtgSpecOnderwExHuisv_38;BijzVrtgSpecOnderwHuisv_39;OpenbVoortgOnderwijsExHuisv_40;OpenbVoortgOnderwijsHuisv_41;BijzVoortgOnderwijsExHuisv_42;BijzVoortgOnderwijsHuisv_43;GemeenschappBEnLVHOnderwijs_44;Volwasseneneducatie_45;TotaalCultuurEnRecreatie_46;OpenbaarBibliotheekwerk_47;VormingsEnOntwikkelingswerk_48;Sport_49;GroeneSportveldenEnTerreinen_50;Kunst_51;OudheidkundeMusea_52;Natuurbescherming_53;OpenbaarGroenEnOpenluchtrecreatie_54;OverigeRecreatieveVoorzieningen_55;TotaalSocVoorzEnMaatschDnstverl_56;Bijstandsverlening_57;Werkgelegenheid_58;InkomensvoorzieningenVanuitHetRijk_59;OverigeSocialeZekerheidsregelingRijk_60;GemeentelijkMinimabeleid_61;MaatschappelijkeBegeleidingEnAdvies_62;Vreemdelingen_63;HuishoudelijkeVerzorging_64;Participatiebudget_65;SociaalCultureelWerk_66;Tehuizen_67;Kinderdagopvang_68;DagopvangGehandicapten_69;VoorzieningenGehandicapten_70;TotaalVolksgezondheidEnMilieu_71;Ambulancevervoer_72;Verpleeginrichtingen_73;OpenbareGezondheidszorg_74;CentraJeugdGezinJeugdgezondh_75;CentraVoorJeugdEnGezinOndWMO_76;AfvalverwijderingEnVerwerking_77;RioleringGecombineerd_78;Milieubeheer_79;Lijkbezorging_80;BatenReinigingsrechtenEnAfvalstofheff_81;BatenRioolheffingGecombineerd_82;BatenRioolheffingHuishoudelijkBedrijf_83;BatenRioolheffingGrondEnHemelwater_84;HuishoudelijkBedrijfsafvalwater_85;Hemelwater_86;Grondwater_87;BatenBegraafplaatsrechten_88;TotaalRuimtelijkeOrdEnVolkshuisv_89;RuimtelijkeOrdening_90;WoningexploitatieWoningbouw_91;StadsEnDorpsvernieuwing_92;OverigeVolkshuisvesting_93;Bouwvergunningen_94;Bouwgrondexploitatie_95;TotaalFinancieringEnAlgDekkingsmid_96;TotaalGemeentelijkeFunctiesVoorBest_97;TotaalFinancEnAlgDekkingNaBest_98;GeldleningenEnUitzettingen1Jaar_99;OverigeFinancieleMiddelen_100;GeldleningenEnUitzettingen1Jaar_101;AlgemeneUitkeringGemeentefonds_102;AlgemeneBatenEnLasten_103;UitvoeringWetWOZ_104;BatenOnroerendeZaakbelastingGebr_105;BatenOnroerendeZaakbelastingEigenaren_106;BatenRoerWoonEnBedrijfsrBelast_107;BatenBaatbelasting_108;BatenForensenbelasting_109;BatenToeristenbelasting_110;BatenHondenbelasting_111;BatenReclamebelasting_112;BatenPrecariobelasting_113;LastenHeffingEnInvorderGemBelast_114;LastenverlichtingRijk_115;SaldoVanKostenplaatsen_116;SaldoVdRekBatEnLastVoorBest_117;MutatiesReservesIvmHFunctie09_118;SaldoVdRekBatEnLastNaBest_119
0;Baten;2005;8583;47;19;20;0;0;4;4;382;377;5;;1434;154;177;1030;0;0;62;2;2;0;7;300;238;;38;22;1;0;84;2;0;0;0;7;0;0;0;27;22;0;0;10;17;149;0;17;0;0;1;48;1;79;2;3030;223;2512;8.0;0;12;208;5;0;;0;0;1;0;61;2456;134;0;1650;84;95;312;0;153;0;28;0;;;;;;;367;151;23;12;33;0;148;203;8453;334;6;27;24;15;40;7;0;0;0;0;0;0;0;0;1;5;0;5;73;148;56
1;Baten;2006;7497;50;20;22;0;0;5;4;461;456;5;;1510;196;115;1117;0;0;71;2;2;0;8;308;243;;41;22;2;0;94;2;0;0;0;7;0;0;0;28;22;0;0;12;24;142;0;11;0;0;2;49;1;75;3;3097;289;2545;10.0;0;16;165;4;0;;1;0;3;0;63;1255;133;0;352;159;105;326;0;152;0;28;0;;;;;;;349;70;42;6;19;0;211;162;7428;232;3;23;11;10;46;7;0;0;0;0;0;0;0;0;1;5;0;5;52;83;38
2;Baten;2007;8193;55;20;14;0;0;17;4;514;509;5;;1654;261;119;1178;0;0;84;2;2;0;8;323;247;;50;23;3;0;84;1;0;0;0;7;0;0;0;26;23;0;0;13;14;159;0;12;0;1;4;49;1;87;6;3489;413;2668;11.0;0;25;194;4;91;;1;0;4;0;79;1328;184;2;375;161;116;295;1;164;0;29;0;;;;;;;322;71;23;9;34;0;185;200;8129;264;10;30;18;9;73;7;0;0;0;0;0;0;0;0;1;5;0;5;42;74;32
3;Baten;2008;8328;77;29;34;0;0;10;4;567;559;8;;1456;179;117;1076;0;0;75;2;2;0;4;324;252;0.0;57;12;3;0;91;1;0;0;0;6;0;0;0;26;26;0;0;21;11;148;0;12;0;1;2;49;1;78;6;3630;428;2771;13.0;0;28;199;6;94;;0;0;3;0;88;1395;193;0;386;167;128;303;8;179;0;30;0;0.0;0.0;0.0;0.0;0.0;0.0;309;138;23;7;24;0;118;251;8248;331;17;33;21;8;99;8;0;0;0;0;0;0;0;0;0;8;0;7;50;97;33
4;Baten;2009;8799;82;30;34;3;0;12;4;690;686;4;;1768;351;106;1231;0;0;73;2;2;0;4;226;184;0.0;40;1;1;0;100;1;0;0;0;5;0;0;0;27;28;0;0;31;8;157;0;12;0;1;5;52;1;83;3;3768;444;2861;15.0;0;31;223;9;106;;0;0;1;0;77;1386;197;0;386;165;147;278;10;172;1;31;0;0.0;0.0;0.0;0.0;0.0;0.0;243;77;27;7;28;0;104;261;8682;379;13;17;12;7;108;11;0;0;0;0;0;0;0;0;0;14;0;8;73;132;58
5;Baten;2010;8894;78;24;17;3;0;29;4;807;802;6;;1617;214;113;1211;0;0;71;3;2;0;4;226;183;0.0;43;0;0;0;51;1;0;0;0;4;0;0;0;17;0;0;0;23;7;153;0;11;0;1;2;56;1;78;5;3904;494;2795;9.0;0;37;225;8;124;133.0;0;0;2;0;78;1396;198;0;368;172;138;276;10;201;1;31;0;0.0;0.0;0.0;0.0;0.0;0.0;254;91;20;5;24;0;114;283;8771;407;12;17;16;0;101;14;0;0;0;0;0;0;0;0;0;20;0;5;99;166;56
6;Baten;2011;9216;83;22;23;3;0;31;5;927;916;10;0.0;1816;208;215;1270;0;0;116;0;2;0;4;169;135;0.0;33;0;0;0;47;1;0;0;0;4;0;0;0;16;0;0;0;24;2;155;0;8;0;1;1;57;0;84;4;3872;509;2737;;0;40;229;3;123;145.0;0;0;2;0;83;1446;204;0;390;189;144;241;10;239;1;28;0;0.0;0.0;0.0;0.0;0.0;0.0;142;37;11;11;10;0;74;455;9112;559;19;38;16;0;173;14;0;0;0;0;0;0;0;0;0;19;0;4;172;133;142
7;Baten;2012;9399;111;23;47;3;0;33;6;965;953;11;0.0;1678;133;92;1368;0;0;79;0;2;0;4;156;128;0.0;27;0;0;0;50;1;0;0;0;4;0;0;0;17;0;0;0;26;2;171;0;8;0;1;1;57;0;100;4;3821;515;2690;;0;41;236;2;128;126.0;0;0;3;0;80;1593;254;0;414;240;155;264;0;238;1;28;0;0.0;0.0;0.0;0.0;0.0;0.0;177;10;8;2;13;0;144;509;9230;679;18;24;13;0;240;14;0;0;0;0;0;0;0;0;0;19;0;3;179;204;144
8;Baten;2013;9816;271;46;90;5;0;123;6;1167;1158;9;0.0;1627;152;169;1256;13;0;34;1;1;0;0;115;74;0.0;27;0;14;0;60;16;0;0;0;4;0;0;0;16;2;0;0;20;2;220;1;7;0;1;1;78;0;127;4;3896;574;2710;;0;56;231;1;154;108.0;0;0;1;0;62;1629;262;0;363;254;146;279;0;291;1;33;0;0.0;0.0;0.0;0.0;0.0;0.0;160;13;6;1;25;0;114;571;9715;672;7;31;10;0;311;36;0;0;0;0;0;0;0;0;0;48;0;2;125;169;57
9;Baten;2014;10595;439;39;126;9;0;258;7;1350;1337;13;0.0;1772;169;192;1351;11;0;47;0;1;0;1;135;97;0.0;26;0;13;0;57;15;1;0;0;4;0;0;0;15;2;0;0;19;2;229;2;8;1;1;2;67;0;145;4;3995;656;2731;;0;65;222;1;149;103.0;1;0;1;0;65;1827;275;0;362;265;149;313;5;419;2;33;1;0.0;0.0;0.0;0.0;0.0;0.0;164;11;5;1;34;0;112;538;10506;627;76;15;13;0;230;35;0;0;0;0;0;0;0;0;0;56;0;6;107;149;47
