ID;BalanceSheetItemsMunicipalities;Regions;Periods;BalanceSheetItemsYearEndInMlnEuro_1;BalanceSheetYearEndInEuroInhabit_2
1509;A1 - Fixed assets;Gelderland (PV);2013;6145.0;3049.0
1510;A1 - Fixed assets;Gelderland (PV);2014;6229.0;3084.0
1511;A1 - Fixed assets;Gelderland (PV);2015;5996.0;2959.0
1512;A1 - Fixed assets;Gelderland (PV);2016;6133.0;3013.0
1513;A1 - Fixed assets;Gelderland (PV);2017;6131.0;2994.0
1514;A1 - Fixed assets;Gelderland (PV);2018;6262.0;3040.0
1515;A1 - Fixed assets;Gelderland (PV);2019;6395.0;3086.0
1516;A1 - Fixed assets;Gelderland (PV);2020;6499.0;3116.0
1517;A1 - Fixed assets;Gelderland (PV);2021;6656.0;3175.0
1518;A1 - Fixed assets;Gelderland (PV);2022;6842.0;3242.0
1519;A1 - Fixed assets;Gelderland (PV);2023;7193.0;3371.0
1520;A1 - Fixed assets;Utrecht (PV);2004;;
1521;A1 - Fixed assets;Utrecht (PV);2005;;
1522;A1 - Fixed assets;Utrecht (PV);2006;;
1523;A1 - Fixed assets;Utrecht (PV);2007;3455.0;2902.0
1524;A1 - Fixed assets;Utrecht (PV);2008;3606.0;3002.0
1525;A1 - Fixed assets;Utrecht (PV);2009;3774.0;3116.0
1526;A1 - Fixed assets;Utrecht (PV);2010;3850.0;3153.0
1527;A1 - Fixed assets;Utrecht (PV);2011;4001.0;3256.0
1528;A1 - Fixed assets;Utrecht (PV);2012;4269.0;3451.0
1529;A1 - Fixed assets;Utrecht (PV);2013;4240.0;3405.0
1530;A1 - Fixed assets;Utrecht (PV);2014;4261.0;3398.0
1531;A1 - Fixed assets;Utrecht (PV);2015;4279.0;3387.0
1532;A1 - Fixed assets;Utrecht (PV);2016;4287.0;3366.0
1533;A1 - Fixed assets;Utrecht (PV);2017;4302.0;3349.0
1534;A1 - Fixed assets;Utrecht (PV);2018;4412.0;3406.0
1535;A1 - Fixed assets;Utrecht (PV);2019;4585.0;3416.0
1536;A1 - Fixed assets;Utrecht (PV);2020;4732.0;3493.0
1537;A1 - Fixed assets;Utrecht (PV);2021;4809.0;3533.0
1538;A1 - Fixed assets;Utrecht (PV);2022;4988.0;3641.0
1539;A1 - Fixed assets;Utrecht (PV);2023;5224.0;3765.0
1540;A1 - Fixed assets;Noord-Holland (PV);2004;;
1541;A1 - Fixed assets;Noord-Holland (PV);2005;;
1542;A1 - Fixed assets;Noord-Holland (PV);2006;;
1543;A1 - Fixed assets;Noord-Holland (PV);2007;15819.0;6054.0
1544;A1 - Fixed assets;Noord-Holland (PV);2008;16440.0;6260.0
1545;A1 - Fixed assets;Noord-Holland (PV);2009;17034.0;6436.0
1546;A1 - Fixed assets;Noord-Holland (PV);2010;17746.0;6649.0
1547;A1 - Fixed assets;Noord-Holland (PV);2011;18081.0;6718.0
1548;A1 - Fixed assets;Noord-Holland (PV);2012;18197.0;6715.0
1549;A1 - Fixed assets;Noord-Holland (PV);2013;18458.0;6775.0
1550;A1 - Fixed assets;Noord-Holland (PV);2014;18665.0;6809.0
1551;A1 - Fixed assets;Noord-Holland (PV);2015;18536.0;6711.0
1552;A1 - Fixed assets;Noord-Holland (PV);2016;19031.0;6834.0
1553;A1 - Fixed assets;Noord-Holland (PV);2017;19430.0;6916.0
1554;A1 - Fixed assets;Noord-Holland (PV);2018;19966.0;7052.0
1555;A1 - Fixed assets;Noord-Holland (PV);2019;20336.0;7127.0
1556;A1 - Fixed assets;Noord-Holland (PV);2020;20753.0;7207.0
1557;A1 - Fixed assets;Noord-Holland (PV);2021;21799.0;7547.0
1558;A1 - Fixed assets;Noord-Holland (PV);2022;22367.0;7687.0
1559;A1 - Fixed assets;Noord-Holland (PV);2023;22994.0;7778.0
1560;A1 - Fixed assets;Zuid-Holland (PV);2004;;
1561;A1 - Fixed assets;Zuid-Holland (PV);2005;;
1562;A1 - Fixed assets;Zuid-Holland (PV);2006;;
1563;A1 - Fixed assets;Zuid-Holland (PV);2007;11885.0;3440.0
1564;A1 - Fixed assets;Zuid-Holland (PV);2008;12338.0;3565.0
1565;A1 - Fixed assets;Zuid-Holland (PV);2009;13661.0;3924.0
1566;A1 - Fixed assets;Zuid-Holland (PV);2010;14600.0;4165.0
1567;A1 - Fixed assets;Zuid-Holland (PV);2011;14896.0;4222.0
1568;A1 - Fixed assets;Zuid-Holland (PV);2012;14918.0;4199.0
1569;A1 - Fixed assets;Zuid-Holland (PV);2013;14934.0;4190.0
1570;A1 - Fixed assets;Zuid-Holland (PV);2014;15094.0;4220.0
1571;A1 - Fixed assets;Zuid-Holland (PV);2015;14995.0;4165.0
1572;A1 - Fixed assets;Zuid-Holland (PV);2016;14924.0;4120.0
1573;A1 - Fixed assets;Zuid-Holland (PV);2017;14692.0;4025.0
1574;A1 - Fixed assets;Zuid-Holland (PV);2018;14869.0;4039.0
1575;A1 - Fixed assets;Zuid-Holland (PV);2019;15157.0;4125.0
1576;A1 - Fixed assets;Zuid-Holland (PV);2020;15664.0;4224.0
1577;A1 - Fixed assets;Zuid-Holland (PV);2021;16239.0;4358.0
1578;A1 - Fixed assets;Zuid-Holland (PV);2022;16795.0;4474.0
1579;A1 - Fixed assets;Zuid-Holland (PV);2023;17619.0;4631.0
1580;A1 - Fixed assets;Zeeland (PV);2004;;
1581;A1 - Fixed assets;Zeeland (PV);2005;;
1582;A1 - Fixed assets;Zeeland (PV);2006;;
1583;A1 - Fixed assets;Zeeland (PV);2007;1087.0;2857.0
1584;A1 - Fixed assets;Zeeland (PV);2008;1116.0;2934.0
1585;A1 - Fixed assets;Zeeland (PV);2009;1148.0;3012.0
1586;A1 - Fixed assets;Zeeland (PV);2010;1200.0;3146.0
1587;A1 - Fixed assets;Zeeland (PV);2011;1225.0;3211.0
1588;A1 - Fixed assets;Zeeland (PV);2012;1225.0;3211.0
1589;A1 - Fixed assets;Zeeland (PV);2013;1245.0;3268.0
1590;A1 - Fixed assets;Zeeland (PV);2014;1257.0;3302.0
1591;A1 - Fixed assets;Zeeland (PV);2015;1250.0;3284.0
1592;A1 - Fixed assets;Zeeland (PV);2016;1331.0;3491.0
1593;A1 - Fixed assets;Zeeland (PV);2017;1342.0;3517.0
1594;A1 - Fixed assets;Zeeland (PV);2018;1320.0;3452.0
1595;A1 - Fixed assets;Zeeland (PV);2019;1299.0;3392.0
1596;A1 - Fixed assets;Zeeland (PV);2020;1322.0;3448.0
1597;A1 - Fixed assets;Zeeland (PV);2021;1374.0;3566.0
1598;A1 - Fixed assets;Zeeland (PV);2022;1455.0;3761.0
1599;A1 - Fixed assets;Zeeland (PV);2023;1554.0;3974.0
1600;A1 - Fixed assets;Noord-Brabant (PV);2004;;
1601;A1 - Fixed assets;Noord-Brabant (PV);2005;;
1602;A1 - Fixed assets;Noord-Brabant (PV);2006;;
1603;A1 - Fixed assets;Noord-Brabant (PV);2007;6368.0;2632.0
1604;A1 - Fixed assets;Noord-Brabant (PV);2008;6515.0;2687.0
1605;A1 - Fixed assets;Noord-Brabant (PV);2009;7256.0;2981.0
1606;A1 - Fixed assets;Noord-Brabant (PV);2010;7232.0;2959.0
1607;A1 - Fixed assets;Noord-Brabant (PV);2011;7228.0;2945.0
1608;A1 - Fixed assets;Noord-Brabant (PV);2012;7392.0;3001.0
1609;A1 - Fixed assets;Noord-Brabant (PV);2013;7543.0;3053.0
1610;A1 - Fixed assets;Noord-Brabant (PV);2014;7566.0;3052.0
1611;A1 - Fixed assets;Noord-Brabant (PV);2015;7546.0;3032.0
1612;A1 - Fixed assets;Noord-Brabant (PV);2016;7873.0;3151.0
1613;A1 - Fixed assets;Noord-Brabant (PV);2017;7941.0;3160.0
1614;A1 - Fixed assets;Noord-Brabant (PV);2018;8166.0;3230.0
1615;A1 - Fixed assets;Noord-Brabant (PV);2019;8242.0;3239.0
1616;A1 - Fixed assets;Noord-Brabant (PV);2020;8458.0;3300.0
1617;A1 - Fixed assets;Noord-Brabant (PV);2021;8708.0;3383.0
1618;A1 - Fixed assets;Noord-Brabant (PV);2022;9106.0;3512.0
1619;A1 - Fixed assets;Noord-Brabant (PV);2023;9706.0;3695.0
1620;A1 - Fixed assets;Limburg (PV);2004;;
1621;A1 - Fixed assets;Limburg (PV);2005;;
1622;A1 - Fixed assets;Limburg (PV);2006;;
1623;A1 - Fixed assets;Limburg (PV);2007;2913.0;2583.0
1624;A1 - Fixed assets;Limburg (PV);2008;3019.0;2686.0
1625;A1 - Fixed assets;Limburg (PV);2009;3512.0;3128.0
1626;A1 - Fixed assets;Limburg (PV);2010;3540.0;3153.0
1627;A1 - Fixed assets;Limburg (PV);2011;3633.0;3236.0
1628;A1 - Fixed assets;Limburg (PV);2012;3731.0;3322.0
1629;A1 - Fixed assets;Limburg (PV);2013;3737.0;3331.0
1630;A1 - Fixed assets;Limburg (PV);2014;3845.0;3433.0
1631;A1 - Fixed assets;Limburg (PV);2015;3978.0;3558.0
1632;A1 - Fixed assets;Limburg (PV);2016;3930.0;3521.0
1633;A1 - Fixed assets;Limburg (PV);2017;3952.0;3536.0
1634;A1 - Fixed assets;Limburg (PV);2018;4032.0;3609.0
1635;A1 - Fixed assets;Limburg (PV);2019;3998.0;3582.0
1636;A1 - Fixed assets;Limburg (PV);2020;4159.0;3723.0
1637;A1 - Fixed assets;Limburg (PV);2021;4307.0;3860.0
1638;A1 - Fixed assets;Limburg (PV);2022;4411.0;3944.0
1639;A1 - Fixed assets;Limburg (PV);2023;4585.0;4064.0
1640;A1 - Fixed assets;Oost-Groningen (CR);2004;;
1641;A1 - Fixed assets;Oost-Groningen (CR);2005;;
1642;A1 - Fixed assets;Oost-Groningen (CR);2006;;
1643;A1 - Fixed assets;Oost-Groningen (CR);2007;334.0;2172.0
1644;A1 - Fixed assets;Oost-Groningen (CR);2008;342.0;2235.0
1645;A1 - Fixed assets;Oost-Groningen (CR);2009;370.0;2431.0
1646;A1 - Fixed assets;Oost-Groningen (CR);2010;403.0;2654.0
1647;A1 - Fixed assets;Oost-Groningen (CR);2011;417.0;2754.0
1648;A1 - Fixed assets;Oost-Groningen (CR);2012;417.0;2764.0
1649;A1 - Fixed assets;Oost-Groningen (CR);2013;417.0;2783.0
1650;A1 - Fixed assets;Oost-Groningen (CR);2014;412.0;2767.0
1651;A1 - Fixed assets;Oost-Groningen (CR);2015;404.0;2714.0
1652;A1 - Fixed assets;Oost-Groningen (CR);2016;391.0;2634.0
1653;A1 - Fixed assets;Oost-Groningen (CR);2017;386.0;2617.0
1654;A1 - Fixed assets;Oost-Groningen (CR);2018;365.0;2708.0
1655;A1 - Fixed assets;Oost-Groningen (CR);2019;368.0;2730.0
1656;A1 - Fixed assets;Oost-Groningen (CR);2020;376.0;2783.0
1657;A1 - Fixed assets;Oost-Groningen (CR);2021;391.0;2879.0
1658;A1 - Fixed assets;Oost-Groningen (CR);2022;393.0;2875.0
1659;A1 - Fixed assets;Oost-Groningen (CR);2023;393.0;2856.0
1660;A1 - Fixed assets;Delfzijl en omgeving (CR);2004;;
1661;A1 - Fixed assets;Delfzijl en omgeving (CR);2005;;
1662;A1 - Fixed assets;Delfzijl en omgeving (CR);2006;;
1663;A1 - Fixed assets;Delfzijl en omgeving (CR);2007;145.0;2873.0
1664;A1 - Fixed assets;Delfzijl en omgeving (CR);2008;149.0;2978.0
1665;A1 - Fixed assets;Delfzijl en omgeving (CR);2009;165.0;3343.0
1666;A1 - Fixed assets;Delfzijl en omgeving (CR);2010;148.0;3005.0
1667;A1 - Fixed assets;Delfzijl en omgeving (CR);2011;144.0;2926.0
1668;A1 - Fixed assets;Delfzijl en omgeving (CR);2012;151.0;3102.0
1669;A1 - Fixed assets;Delfzijl en omgeving (CR);2013;138.0;2850.0
1670;A1 - Fixed assets;Delfzijl en omgeving (CR);2014;138.0;2869.0
1671;A1 - Fixed assets;Delfzijl en omgeving (CR);2015;142.0;2982.0
1672;A1 - Fixed assets;Delfzijl en omgeving (CR);2016;139.0;2957.0
1673;A1 - Fixed assets;Delfzijl en omgeving (CR);2017;144.0;3072.0
1674;A1 - Fixed assets;Delfzijl en omgeving (CR);2018;149.0;3215.0
1675;A1 - Fixed assets;Delfzijl en omgeving (CR);2019;157.0;3403.0
1676;A1 - Fixed assets;Delfzijl en omgeving (CR);2020;170.0;3698.0
1677;A1 - Fixed assets;Delfzijl en omgeving (CR);2021;191.0;4189.0
1678;A1 - Fixed assets;Delfzijl en omgeving (CR);2022;197.0;4336.0
1679;A1 - Fixed assets;Delfzijl en omgeving (CR);2023;213.0;4687.0
1680;A1 - Fixed assets;Overig Groningen (CR);2004;;
1681;A1 - Fixed assets;Overig Groningen (CR);2005;;
1682;A1 - Fixed assets;Overig Groningen (CR);2006;;
1683;A1 - Fixed assets;Overig Groningen (CR);2007;1437.0;3893.0
1684;A1 - Fixed assets;Overig Groningen (CR);2008;1466.0;3959.0
1685;A1 - Fixed assets;Overig Groningen (CR);2009;1533.0;4115.0
1686;A1 - Fixed assets;Overig Groningen (CR);2010;1518.0;4043.0
1687;A1 - Fixed assets;Overig Groningen (CR);2011;1549.0;4095.0
1688;A1 - Fixed assets;Overig Groningen (CR);2012;1805.0;4733.0
1689;A1 - Fixed assets;Overig Groningen (CR);2013;1829.0;4770.0
1690;A1 - Fixed assets;Overig Groningen (CR);2014;1902.0;4930.0
1691;A1 - Fixed assets;Overig Groningen (CR);2015;1955.0;5046.0
1692;A1 - Fixed assets;Overig Groningen (CR);2016;2013.0;5189.0
1693;A1 - Fixed assets;Overig Groningen (CR);2017;2058.0;5286.0
1694;A1 - Fixed assets;Overig Groningen (CR);2018;2205.0;5488.0
1695;A1 - Fixed assets;Overig Groningen (CR);2019;2239.0;5554.0
1696;A1 - Fixed assets;Overig Groningen (CR);2020;2309.0;5704.0
1697;A1 - Fixed assets;Overig Groningen (CR);2021;2338.0;5766.0
1698;A1 - Fixed assets;Overig Groningen (CR);2022;2471.0;6053.0
1699;A1 - Fixed assets;Overig Groningen (CR);2023;2544.0;6160.0
1700;A1 - Fixed assets;Noord-Friesland (CR);2004;;
1701;A1 - Fixed assets;Noord-Friesland (CR);2005;;
1702;A1 - Fixed assets;Noord-Friesland (CR);2006;;
1703;A1 - Fixed assets;Noord-Friesland (CR);2007;949.0;2869.0
1704;A1 - Fixed assets;Noord-Friesland (CR);2008;970.0;2932.0
1705;A1 - Fixed assets;Noord-Friesland (CR);2009;977.0;2948.0
1706;A1 - Fixed assets;Noord-Friesland (CR);2010;978.0;2946.0
1707;A1 - Fixed assets;Noord-Friesland (CR);2011;939.0;2821.0
1708;A1 - Fixed assets;Noord-Friesland (CR);2012;961.0;2887.0
1709;A1 - Fixed assets;Noord-Friesland (CR);2013;945.0;2838.0
1710;A1 - Fixed assets;Noord-Friesland (CR);2014;941.0;2900.0
1711;A1 - Fixed assets;Noord-Friesland (CR);2015;965.0;2979.0
1712;A1 - Fixed assets;Noord-Friesland (CR);2016;980.0;3024.0
1713;A1 - Fixed assets;Noord-Friesland (CR);2017;1004.0;3096.0
1714;A1 - Fixed assets;Noord-Friesland (CR);2018;983.0;3083.0
1715;A1 - Fixed assets;Noord-Friesland (CR);2019;1000.0;3131.0
1716;A1 - Fixed assets;Noord-Friesland (CR);2020;1018.0;3175.0
1717;A1 - Fixed assets;Noord-Friesland (CR);2021;1037.0;3226.0
1718;A1 - Fixed assets;Noord-Friesland (CR);2022;1050.0;3246.0
1719;A1 - Fixed assets;Noord-Friesland (CR);2023;1099.0;3365.0
1720;A1 - Fixed assets;Zuidwest-Friesland (CR);2004;;
1721;A1 - Fixed assets;Zuidwest-Friesland (CR);2005;;
1722;A1 - Fixed assets;Zuidwest-Friesland (CR);2006;;
1723;A1 - Fixed assets;Zuidwest-Friesland (CR);2007;289.0;2741.0
1724;A1 - Fixed assets;Zuidwest-Friesland (CR);2008;302.0;2858.0
1725;A1 - Fixed assets;Zuidwest-Friesland (CR);2009;309.0;2917.0
1726;A1 - Fixed assets;Zuidwest-Friesland (CR);2010;311.0;2933.0
1727;A1 - Fixed assets;Zuidwest-Friesland (CR);2011;319.0;3005.0
1728;A1 - Fixed assets;Zuidwest-Friesland (CR);2012;316.0;2974.0
1729;A1 - Fixed assets;Zuidwest-Friesland (CR);2013;295.0;2772.0
1730;A1 - Fixed assets;Zuidwest-Friesland (CR);2014;361.0;2666.0
1731;A1 - Fixed assets;Zuidwest-Friesland (CR);2015;357.0;2638.0
1732;A1 - Fixed assets;Zuidwest-Friesland (CR);2016;372.0;2752.0
1733;A1 - Fixed assets;Zuidwest-Friesland (CR);2017;358.0;2639.0
1734;A1 - Fixed assets;Zuidwest-Friesland (CR);2018;367.0;2595.0
1735;A1 - Fixed assets;Zuidwest-Friesland (CR);2019;360.0;2550.0
1736;A1 - Fixed assets;Zuidwest-Friesland (CR);2020;363.0;2565.0
1737;A1 - Fixed assets;Zuidwest-Friesland (CR);2021;364.0;2568.0
1738;A1 - Fixed assets;Zuidwest-Friesland (CR);2022;365.0;2570.0
1739;A1 - Fixed assets;Zuidwest-Friesland (CR);2023;372.0;2607.0
1740;A1 - Fixed assets;Zuidoost-Friesland (CR);2004;;
1741;A1 - Fixed assets;Zuidoost-Friesland (CR);2005;;
1742;A1 - Fixed assets;Zuidoost-Friesland (CR);2006;;
1743;A1 - Fixed assets;Zuidoost-Friesland (CR);2007;603.0;2927.0
1744;A1 - Fixed assets;Zuidoost-Friesland (CR);2008;617.0;2983.0
1745;A1 - Fixed assets;Zuidoost-Friesland (CR);2009;617.0;2972.0
1746;A1 - Fixed assets;Zuidoost-Friesland (CR);2010;613.0;2944.0
1747;A1 - Fixed assets;Zuidoost-Friesland (CR);2011;604.0;2903.0
1748;A1 - Fixed assets;Zuidoost-Friesland (CR);2012;612.0;2940.0
1749;A1 - Fixed assets;Zuidoost-Friesland (CR);2013;623.0;3001.0
1750;A1 - Fixed assets;Zuidoost-Friesland (CR);2014;577.0;3095.0
1751;A1 - Fixed assets;Zuidoost-Friesland (CR);2015;563.0;3012.0
1752;A1 - Fixed assets;Zuidoost-Friesland (CR);2016;582.0;3116.0
1753;A1 - Fixed assets;Zuidoost-Friesland (CR);2017;555.0;2969.0
1754;A1 - Fixed assets;Zuidoost-Friesland (CR);2018;559.0;2988.0
1755;A1 - Fixed assets;Zuidoost-Friesland (CR);2019;536.0;2865.0
1756;A1 - Fixed assets;Zuidoost-Friesland (CR);2020;538.0;2868.0
1757;A1 - Fixed assets;Zuidoost-Friesland (CR);2021;545.0;2899.0
1758;A1 - Fixed assets;Zuidoost-Friesland (CR);2022;569.0;3012.0
1759;A1 - Fixed assets;Zuidoost-Friesland (CR);2023;631.0;3319.0
1760;A1 - Fixed assets;Noord-Drenthe (CR);2004;;
1761;A1 - Fixed assets;Noord-Drenthe (CR);2005;;
1762;A1 - Fixed assets;Noord-Drenthe (CR);2006;;
1763;A1 - Fixed assets;Noord-Drenthe (CR);2007;372.0;1991.0
1764;A1 - Fixed assets;Noord-Drenthe (CR);2008;394.0;2095.0
1765;A1 - Fixed assets;Noord-Drenthe (CR);2009;433.0;2292.0
1766;A1 - Fixed assets;Noord-Drenthe (CR);2010;473.0;2502.0
1767;A1 - Fixed assets;Noord-Drenthe (CR);2011;476.0;2508.0
1768;A1 - Fixed assets;Noord-Drenthe (CR);2012;565.0;2978.0
1769;A1 - Fixed assets;Noord-Drenthe (CR);2013;583.0;3074.0
1770;A1 - Fixed assets;Noord-Drenthe (CR);2014;605.0;3192.0
1771;A1 - Fixed assets;Noord-Drenthe (CR);2015;600.0;3168.0
1772;A1 - Fixed assets;Noord-Drenthe (CR);2016;666.0;3513.0
1773;A1 - Fixed assets;Noord-Drenthe (CR);2017;690.0;3586.0
1774;A1 - Fixed assets;Noord-Drenthe (CR);2018;726.0;3782.0
1775;A1 - Fixed assets;Noord-Drenthe (CR);2019;744.0;3885.0
1776;A1 - Fixed assets;Noord-Drenthe (CR);2020;755.0;3926.0
1777;A1 - Fixed assets;Noord-Drenthe (CR);2021;763.0;3955.0
1778;A1 - Fixed assets;Noord-Drenthe (CR);2022;772.0;3984.0
1779;A1 - Fixed assets;Noord-Drenthe (CR);2023;805.0;4119.0
1780;A1 - Fixed assets;Zuidoost-Drenthe (CR);2004;;
1781;A1 - Fixed assets;Zuidoost-Drenthe (CR);2005;;
1782;A1 - Fixed assets;Zuidoost-Drenthe (CR);2006;;
1783;A1 - Fixed assets;Zuidoost-Drenthe (CR);2007;477.0;2788.0
1784;A1 - Fixed assets;Zuidoost-Drenthe (CR);2008;500.0;2918.0
1785;A1 - Fixed assets;Zuidoost-Drenthe (CR);2009;526.0;3066.0
1786;A1 - Fixed assets;Zuidoost-Drenthe (CR);2010;529.0;3083.0
1787;A1 - Fixed assets;Zuidoost-Drenthe (CR);2011;524.0;3061.0
1788;A1 - Fixed assets;Zuidoost-Drenthe (CR);2012;549.0;3216.0
1789;A1 - Fixed assets;Zuidoost-Drenthe (CR);2013;553.0;3256.0
1790;A1 - Fixed assets;Zuidoost-Drenthe (CR);2014;604.0;3567.0
1791;A1 - Fixed assets;Zuidoost-Drenthe (CR);2015;637.0;3776.0
1792;A1 - Fixed assets;Zuidoost-Drenthe (CR);2016;670.0;3979.0
1793;A1 - Fixed assets;Zuidoost-Drenthe (CR);2017;693.0;4123.0
1794;A1 - Fixed assets;Zuidoost-Drenthe (CR);2018;696.0;4144.0
1795;A1 - Fixed assets;Zuidoost-Drenthe (CR);2019;736.0;4382.0
1796;A1 - Fixed assets;Zuidoost-Drenthe (CR);2020;764.0;4550.0
1797;A1 - Fixed assets;Zuidoost-Drenthe (CR);2021;769.0;4577.0
1798;A1 - Fixed assets;Zuidoost-Drenthe (CR);2022;777.0;4594.0
1799;A1 - Fixed assets;Zuidoost-Drenthe (CR);2023;799.0;4688.0
1800;A1 - Fixed assets;Zuidwest-Drenthe (CR);2004;;
1801;A1 - Fixed assets;Zuidwest-Drenthe (CR);2005;;
1802;A1 - Fixed assets;Zuidwest-Drenthe (CR);2006;;
1803;A1 - Fixed assets;Zuidwest-Drenthe (CR);2007;337.0;2627.0
1804;A1 - Fixed assets;Zuidwest-Drenthe (CR);2008;349.0;2705.0
1805;A1 - Fixed assets;Zuidwest-Drenthe (CR);2009;352.0;2720.0
1806;A1 - Fixed assets;Zuidwest-Drenthe (CR);2010;336.0;2580.0
1807;A1 - Fixed assets;Zuidwest-Drenthe (CR);2011;348.0;2666.0
1808;A1 - Fixed assets;Zuidwest-Drenthe (CR);2012;319.0;2449.0
1809;A1 - Fixed assets;Zuidwest-Drenthe (CR);2013;325.0;2492.0
1810;A1 - Fixed assets;Zuidwest-Drenthe (CR);2014;330.0;2537.0
1811;A1 - Fixed assets;Zuidwest-Drenthe (CR);2015;329.0;2522.0
1812;A1 - Fixed assets;Zuidwest-Drenthe (CR);2016;354.0;2707.0
1813;A1 - Fixed assets;Zuidwest-Drenthe (CR);2017;352.0;2682.0
1814;A1 - Fixed assets;Zuidwest-Drenthe (CR);2018;361.0;2730.0
1815;A1 - Fixed assets;Zuidwest-Drenthe (CR);2019;362.0;2732.0
1816;A1 - Fixed assets;Zuidwest-Drenthe (CR);2020;368.0;2761.0
1817;A1 - Fixed assets;Zuidwest-Drenthe (CR);2021;349.0;2601.0
1818;A1 - Fixed assets;Zuidwest-Drenthe (CR);2022;350.0;2591.0
1819;A1 - Fixed assets;Zuidwest-Drenthe (CR);2023;367.0;2690.0
1820;A1 - Fixed assets;Noord-Overijssel (CR);2004;;
1821;A1 - Fixed assets;Noord-Overijssel (CR);2005;;
1822;A1 - Fixed assets;Noord-Overijssel (CR);2006;;
1823;A1 - Fixed assets;Noord-Overijssel (CR);2007;932.0;2686.0
1824;A1 - Fixed assets;Noord-Overijssel (CR);2008;988.0;2830.0
1825;A1 - Fixed assets;Noord-Overijssel (CR);2009;1058.0;3007.0
1826;A1 - Fixed assets;Noord-Overijssel (CR);2010;1061.0;2996.0
1827;A1 - Fixed assets;Noord-Overijssel (CR);2011;1068.0;2999.0
1828;A1 - Fixed assets;Noord-Overijssel (CR);2012;1082.0;3020.0
1829;A1 - Fixed assets;Noord-Overijssel (CR);2013;1074.0;2984.0
1830;A1 - Fixed assets;Noord-Overijssel (CR);2014;1044.0;2895.0
1831;A1 - Fixed assets;Noord-Overijssel (CR);2015;1050.0;2904.0
1832;A1 - Fixed assets;Noord-Overijssel (CR);2016;1159.0;3180.0
1833;A1 - Fixed assets;Noord-Overijssel (CR);2017;1138.0;3108.0
1834;A1 - Fixed assets;Noord-Overijssel (CR);2018;1153.0;3126.0
1835;A1 - Fixed assets;Noord-Overijssel (CR);2019;1154.0;3106.0
1836;A1 - Fixed assets;Noord-Overijssel (CR);2020;1153.0;3076.0
1837;A1 - Fixed assets;Noord-Overijssel (CR);2021;1176.0;3118.0
1838;A1 - Fixed assets;Noord-Overijssel (CR);2022;1200.0;3160.0
1839;A1 - Fixed assets;Noord-Overijssel (CR);2023;1269.0;3292.0
1840;A1 - Fixed assets;Zuidwest-Overijssel (CR);2004;;
1841;A1 - Fixed assets;Zuidwest-Overijssel (CR);2005;;
1842;A1 - Fixed assets;Zuidwest-Overijssel (CR);2006;;
1843;A1 - Fixed assets;Zuidwest-Overijssel (CR);2007;291.0;1926.0
1844;A1 - Fixed assets;Zuidwest-Overijssel (CR);2008;318.0;2096.0
1845;A1 - Fixed assets;Zuidwest-Overijssel (CR);2009;342.0;2243.0
1846;A1 - Fixed assets;Zuidwest-Overijssel (CR);2010;359.0;2348.0
1847;A1 - Fixed assets;Zuidwest-Overijssel (CR);2011;377.0;2467.0
1848;A1 - Fixed assets;Zuidwest-Overijssel (CR);2012;398.0;2606.0
1849;A1 - Fixed assets;Zuidwest-Overijssel (CR);2013;405.0;2649.0
1850;A1 - Fixed assets;Zuidwest-Overijssel (CR);2014;430.0;2817.0
1851;A1 - Fixed assets;Zuidwest-Overijssel (CR);2015;455.0;2972.0
1852;A1 - Fixed assets;Zuidwest-Overijssel (CR);2016;460.0;2996.0
1853;A1 - Fixed assets;Zuidwest-Overijssel (CR);2017;471.0;3057.0
1854;A1 - Fixed assets;Zuidwest-Overijssel (CR);2018;477.0;3079.0
1855;A1 - Fixed assets;Zuidwest-Overijssel (CR);2019;478.0;3076.0
1856;A1 - Fixed assets;Zuidwest-Overijssel (CR);2020;482.0;3079.0
1857;A1 - Fixed assets;Zuidwest-Overijssel (CR);2021;499.0;3171.0
1858;A1 - Fixed assets;Zuidwest-Overijssel (CR);2022;481.0;3043.0
1859;A1 - Fixed assets;Zuidwest-Overijssel (CR);2023;488.0;3050.0
1860;A1 - Fixed assets;Twente (CR);2004;;
1861;A1 - Fixed assets;Twente (CR);2005;;
1862;A1 - Fixed assets;Twente (CR);2006;;
1863;A1 - Fixed assets;Twente (CR);2007;1988.0;3216.0
1864;A1 - Fixed assets;Twente (CR);2008;2149.0;3471.0
1865;A1 - Fixed assets;Twente (CR);2009;2209.0;3556.0
1866;A1 - Fixed assets;Twente (CR);2010;2297.0;3685.0
1867;A1 - Fixed assets;Twente (CR);2011;2377.0;3801.0
1868;A1 - Fixed assets;Twente (CR);2012;2398.0;3827.0
1869;A1 - Fixed assets;Twente (CR);2013;2395.0;3821.0
1870;A1 - Fixed assets;Twente (CR);2014;2377.0;3796.0
1871;A1 - Fixed assets;Twente (CR);2015;2324.0;3712.0
1872;A1 - Fixed assets;Twente (CR);2016;2318.0;3699.0
1873;A1 - Fixed assets;Twente (CR);2017;2290.0;3651.0
1874;A1 - Fixed assets;Twente (CR);2018;2262.0;3602.0
1875;A1 - Fixed assets;Twente (CR);2019;2251.0;3578.0
1876;A1 - Fixed assets;Twente (CR);2020;2166.0;3432.0
1877;A1 - Fixed assets;Twente (CR);2021;2160.0;3419.0
