ID;Bedrijfsgrootte;BedrijfstakkenBranchesSBI2008;Perioden;IndexcijfersOmzet_1;OmzetontwikkelingTOVEenJaarEerder_2
348;Totaal 1 of meer werkzame personen;351900;2017 4e kwartaal;131.1;5.3
349;Totaal 1 of meer werkzame personen;351900;2017;111.6;3.5
350;Totaal 1 of meer werkzame personen;351900;2018 1e kwartaal;103.4;7.7
351;Totaal 1 of meer werkzame personen;351900;2018 2e kwartaal;125.8;10.5
352;Totaal 1 of meer werkzame personen;351900;2018 3e kwartaal;116.4;10.2
353;Totaal 1 of meer werkzame personen;351900;2018 4e kwartaal;146.2;11.5
354;Totaal 1 of meer werkzame personen;351900;2018;122.9;10.1
355;Totaal 1 of meer werkzame personen;351900;2019 1e kwartaal;114.0;10.3
356;Totaal 1 of meer werkzame personen;351900;2019 2e kwartaal;136.1;8.2
357;Totaal 1 of meer werkzame personen;351900;2019 3e kwartaal;125.2;7.6
358;Totaal 1 of meer werkzame personen;351900;2019 4e kwartaal;150.0;2.6
359;Totaal 1 of meer werkzame personen;351900;2019;131.3;6.8
360;Totaal 1 of meer werkzame personen;351900;2020 1e kwartaal;127.0;11.3
361;Totaal 1 of meer werkzame personen;351900;2020 2e kwartaal ;134.9;-0.9
362;Totaal 1 of meer werkzame personen;351900;2020 3e kwartaal ;127.8;2.1
363;Totaal 1 of meer werkzame personen;351900;2020 4e kwartaal ;155.3;3.6
364;Totaal 1 of meer werkzame personen;351900;2020;136.3;3.8
365;Totaal 1 of meer werkzame personen;351900;2021 1e kwartaal;130.5;2.7
366;Totaal 1 of meer werkzame personen;351900;2021 2e kwartaal;151.8;12.5
367;Totaal 1 of meer werkzame personen;351900;2021 3e kwartaal;140.0;9.5
368;Totaal 1 of meer werkzame personen;351900;2021 4e kwartaal;175.0;12.7
369;Totaal 1 of meer werkzame personen;351900;2021;149.3;9.6
370;Totaal 1 of meer werkzame personen;351900;2022 1e kwartaal;144.1;10.5
371;Totaal 1 of meer werkzame personen;351900;2022 2e kwartaal;171.3;12.8
372;Totaal 1 of meer werkzame personen;351900;2022 3e kwartaal;156.8;12.0
373;Totaal 1 of meer werkzame personen;351900;2022 4e kwartaal;197.8;13.0
374;Totaal 1 of meer werkzame personen;351900;2022;167.5;12.2
375;Totaal 1 of meer werkzame personen;351900;2023 1e kwartaal;166.4;15.4
376;Totaal 1 of meer werkzame personen;351900;2023 2e kwartaal;190.5;11.2
377;Totaal 1 of meer werkzame personen;351900;2023 3e kwartaal;171.0;9.1
378;Totaal 1 of meer werkzame personen;351900;2023 4e kwartaal;204.7;3.5
379;Totaal 1 of meer werkzame personen;351900;2023;183.1;9.3
380;1 tot 10 werkzame personen;900063;2005 1e kwartaal;48.2;-0.7
381;1 tot 10 werkzame personen;900063;2005 2e kwartaal;65.7;8.3
382;1 tot 10 werkzame personen;900063;2005 3e kwartaal;59.9;10.6
383;1 tot 10 werkzame personen;900063;2005 4e kwartaal;76.9;9.1
384;1 tot 10 werkzame personen;900063;2005;62.7;7.2
385;1 tot 10 werkzame personen;900063;2006 1e kwartaal;55.1;14.4
386;1 tot 10 werkzame personen;900063;2006 2e kwartaal;73.0;11.2
387;1 tot 10 werkzame personen;900063;2006 3e kwartaal;66.7;11.2
388;1 tot 10 werkzame personen;900063;2006 4e kwartaal;88.2;14.7
389;1 tot 10 werkzame personen;900063;2006;70.8;12.9
390;1 tot 10 werkzame personen;900063;2007 1e kwartaal;63.8;15.8
391;1 tot 10 werkzame personen;900063;2007 2e kwartaal;80.9;10.8
392;1 tot 10 werkzame personen;900063;2007 3e kwartaal;73.6;10.4
393;1 tot 10 werkzame personen;900063;2007 4e kwartaal;94.0;6.6
394;1 tot 10 werkzame personen;900063;2007;78.1;10.4
395;1 tot 10 werkzame personen;900063;2008 1e kwartaal;76.6;20.0
396;1 tot 10 werkzame personen;900063;2008 2e kwartaal;94.3;16.6
397;1 tot 10 werkzame personen;900063;2008 3e kwartaal;85.4;15.9
398;1 tot 10 werkzame personen;900063;2008 4e kwartaal;105.9;12.6
399;1 tot 10 werkzame personen;900063;2008;90.5;16.0
400;1 tot 10 werkzame personen;900063;2009 1e kwartaal;80.3;4.9
401;1 tot 10 werkzame personen;900063;2009 2e kwartaal;96.0;1.7
402;1 tot 10 werkzame personen;900063;2009 3e kwartaal;84.4;-1.1
403;1 tot 10 werkzame personen;900063;2009 4e kwartaal;101.4;-4.2
404;1 tot 10 werkzame personen;900063;2009;90.5;0.0
405;1 tot 10 werkzame personen;900063;2010 1e kwartaal;69.8;-13.1
406;1 tot 10 werkzame personen;900063;2010 2e kwartaal;91.5;-4.7
407;1 tot 10 werkzame personen;900063;2010 3e kwartaal;82.6;-2.1
408;1 tot 10 werkzame personen;900063;2010 4e kwartaal;101.0;-0.4
409;1 tot 10 werkzame personen;900063;2010;86.2;-4.8
410;1 tot 10 werkzame personen;900063;2011 1e kwartaal;79.3;13.6
411;1 tot 10 werkzame personen;900063;2011 2e kwartaal;99.8;9.1
412;1 tot 10 werkzame personen;900063;2011 3e kwartaal;89.5;8.3
413;1 tot 10 werkzame personen;900063;2011 4e kwartaal;101.3;0.3
414;1 tot 10 werkzame personen;900063;2011;92.5;7.2
415;1 tot 10 werkzame personen;900063;2012 1e kwartaal;72.8;-8.2
416;1 tot 10 werkzame personen;900063;2012 2e kwartaal;90.3;-9.5
417;1 tot 10 werkzame personen;900063;2012 3e kwartaal;86.5;-3.3
418;1 tot 10 werkzame personen;900063;2012 4e kwartaal;89.4;-11.7
419;1 tot 10 werkzame personen;900063;2012;84.8;-8.3
420;1 tot 10 werkzame personen;900063;2013 1e kwartaal;65.8;-9.6
421;1 tot 10 werkzame personen;900063;2013 2e kwartaal;87.0;-3.7
422;1 tot 10 werkzame personen;900063;2013 3e kwartaal;85.0;-1.8
423;1 tot 10 werkzame personen;900063;2013 4e kwartaal;102.6;14.7
424;1 tot 10 werkzame personen;900063;2013;85.1;0.4
425;1 tot 10 werkzame personen;900063;2014 1e kwartaal;73.9;12.4
426;1 tot 10 werkzame personen;900063;2014 2e kwartaal;89.5;3.0
427;1 tot 10 werkzame personen;900063;2014 3e kwartaal;84.9;-0.1
428;1 tot 10 werkzame personen;900063;2014 4e kwartaal;110.1;7.4
429;1 tot 10 werkzame personen;900063;2014;89.6;5.4
430;1 tot 10 werkzame personen;900063;2015 1e kwartaal;83.6;13.1
431;1 tot 10 werkzame personen;900063;2015 2e kwartaal;110.7;23.6
432;1 tot 10 werkzame personen;900063;2015 3e kwartaal;90.6;6.8
433;1 tot 10 werkzame personen;900063;2015 4e kwartaal;115.1;4.5
434;1 tot 10 werkzame personen;900063;2015;100.0;11.6
435;1 tot 10 werkzame personen;900063;2016 1e kwartaal;90.3;8.0
436;1 tot 10 werkzame personen;900063;2016 2e kwartaal;110.4;-0.3
437;1 tot 10 werkzame personen;900063;2016 3e kwartaal;104.5;15.3
438;1 tot 10 werkzame personen;900063;2016 4e kwartaal;129.2;12.3
439;1 tot 10 werkzame personen;900063;2016;108.6;8.6
440;1 tot 10 werkzame personen;900063;2017 1e kwartaal;97.3;7.7
441;1 tot 10 werkzame personen;900063;2017 2e kwartaal;120.8;9.4
442;1 tot 10 werkzame personen;900063;2017 3e kwartaal;112.6;7.7
443;1 tot 10 werkzame personen;900063;2017 4e kwartaal;140.9;9.0
444;1 tot 10 werkzame personen;900063;2017;117.9;8.5
445;1 tot 10 werkzame personen;900063;2018 1e kwartaal;108.4;11.5
446;1 tot 10 werkzame personen;900063;2018 2e kwartaal;135.5;12.2
447;1 tot 10 werkzame personen;900063;2018 3e kwartaal;125.9;11.9
448;1 tot 10 werkzame personen;900063;2018 4e kwartaal;157.9;12.1
449;1 tot 10 werkzame personen;900063;2018;131.9;11.9
450;1 tot 10 werkzame personen;900063;2019 1e kwartaal;120.8;11.4
451;1 tot 10 werkzame personen;900063;2019 2e kwartaal;149.2;10.1
452;1 tot 10 werkzame personen;900063;2019 3e kwartaal;138.1;9.7
453;1 tot 10 werkzame personen;900063;2019 4e kwartaal;162.6;3.0
454;1 tot 10 werkzame personen;900063;2019;142.7;8.1
455;1 tot 10 werkzame personen;900063;2020 1e kwartaal;135.6;12.3
456;1 tot 10 werkzame personen;900063;2020 2e kwartaal ;154.9;3.8
457;1 tot 10 werkzame personen;900063;2020 3e kwartaal ;146.3;5.9
458;1 tot 10 werkzame personen;900063;2020 4e kwartaal ;175.5;7.9
459;1 tot 10 werkzame personen;900063;2020;153.1;7.3
460;1 tot 10 werkzame personen;900063;2021 1e kwartaal;144.2;6.4
461;1 tot 10 werkzame personen;900063;2021 2e kwartaal;177.4;14.5
462;1 tot 10 werkzame personen;900063;2021 3e kwartaal;160.5;9.7
463;1 tot 10 werkzame personen;900063;2021 4e kwartaal;202.6;15.4
464;1 tot 10 werkzame personen;900063;2021;171.2;11.8
465;1 tot 10 werkzame personen;900063;2022 1e kwartaal;164.1;13.8
466;1 tot 10 werkzame personen;900063;2022 2e kwartaal;198.7;12.0
467;1 tot 10 werkzame personen;900063;2022 3e kwartaal;181.9;13.4
468;1 tot 10 werkzame personen;900063;2022 4e kwartaal;225.4;11.3
469;1 tot 10 werkzame personen;900063;2022;192.5;12.5
470;1 tot 10 werkzame personen;900063;2023 1e kwartaal;186.0;13.3
471;1 tot 10 werkzame personen;900063;2023 2e kwartaal;217.3;9.3
472;1 tot 10 werkzame personen;900063;2023 3e kwartaal;193.6;6.4
473;1 tot 10 werkzame personen;900063;2023 4e kwartaal;229.8;2.0
474;1 tot 10 werkzame personen;900063;2023;206.7;7.3
475;1 tot 10 werkzame personen;350400;2005 1e kwartaal;42.5;-2.3
476;1 tot 10 werkzame personen;350400;2005 2e kwartaal;59.6;7.5
477;1 tot 10 werkzame personen;350400;2005 3e kwartaal;53.3;10.4
478;1 tot 10 werkzame personen;350400;2005 4e kwartaal;69.4;9.6
479;1 tot 10 werkzame personen;350400;2005;56.2;6.8
480;1 tot 10 werkzame personen;350400;2006 1e kwartaal;49.4;16.1
481;1 tot 10 werkzame personen;350400;2006 2e kwartaal;66.9;12.3
482;1 tot 10 werkzame personen;350400;2006 3e kwartaal;59.1;10.9
483;1 tot 10 werkzame personen;350400;2006 4e kwartaal;80.7;16.4
484;1 tot 10 werkzame personen;350400;2006;64.0;13.9
485;1 tot 10 werkzame personen;350400;2007 1e kwartaal;57.6;16.8
486;1 tot 10 werkzame personen;350400;2007 2e kwartaal;73.3;9.6
487;1 tot 10 werkzame personen;350400;2007 3e kwartaal;66.1;11.7
488;1 tot 10 werkzame personen;350400;2007 4e kwartaal;85.9;6.4
489;1 tot 10 werkzame personen;350400;2007;70.7;10.5
490;1 tot 10 werkzame personen;350400;2008 1e kwartaal;70.1;21.6
491;1 tot 10 werkzame personen;350400;2008 2e kwartaal;86.3;17.7
492;1 tot 10 werkzame personen;350400;2008 3e kwartaal;77.0;16.5
493;1 tot 10 werkzame personen;350400;2008 4e kwartaal;96.5;12.4
494;1 tot 10 werkzame personen;350400;2008;82.5;16.6
495;1 tot 10 werkzame personen;350400;2009 1e kwartaal;77.1;10.1
496;1 tot 10 werkzame personen;350400;2009 2e kwartaal;92.2;6.8
497;1 tot 10 werkzame personen;350400;2009 3e kwartaal;78.0;1.4
498;1 tot 10 werkzame personen;350400;2009 4e kwartaal;94.0;-2.6
499;1 tot 10 werkzame personen;350400;2009;85.3;3.5
500;1 tot 10 werkzame personen;350400;2010 1e kwartaal;65.7;-14.9
501;1 tot 10 werkzame personen;350400;2010 2e kwartaal;85.8;-7.0
502;1 tot 10 werkzame personen;350400;2010 3e kwartaal;75.8;-2.9
503;1 tot 10 werkzame personen;350400;2010 4e kwartaal;95.2;1.3
504;1 tot 10 werkzame personen;350400;2010;80.6;-5.6
505;1 tot 10 werkzame personen;350400;2011 1e kwartaal;75.6;15.1
506;1 tot 10 werkzame personen;350400;2011 2e kwartaal;95.7;11.6
507;1 tot 10 werkzame personen;350400;2011 3e kwartaal;86.5;14.2
508;1 tot 10 werkzame personen;350400;2011 4e kwartaal;92.4;-2.9
509;1 tot 10 werkzame personen;350400;2011;87.6;8.6
510;1 tot 10 werkzame personen;350400;2012 1e kwartaal;68.0;-10.1
511;1 tot 10 werkzame personen;350400;2012 2e kwartaal;84.0;-12.2
512;1 tot 10 werkzame personen;350400;2012 3e kwartaal;81.5;-5.8
513;1 tot 10 werkzame personen;350400;2012 4e kwartaal;80.4;-13.0
514;1 tot 10 werkzame personen;350400;2012;78.5;-10.4
515;1 tot 10 werkzame personen;350400;2013 1e kwartaal;60.8;-10.5
516;1 tot 10 werkzame personen;350400;2013 2e kwartaal;80.0;-4.8
517;1 tot 10 werkzame personen;350400;2013 3e kwartaal;78.4;-3.7
518;1 tot 10 werkzame personen;350400;2013 4e kwartaal;96.4;20.0
519;1 tot 10 werkzame personen;350400;2013;78.9;0.6
520;1 tot 10 werkzame personen;350400;2014 1e kwartaal;70.2;15.5
521;1 tot 10 werkzame personen;350400;2014 2e kwartaal;84.9;6.1
522;1 tot 10 werkzame personen;350400;2014 3e kwartaal;80.4;2.5
523;1 tot 10 werkzame personen;350400;2014 4e kwartaal;105.4;9.3
524;1 tot 10 werkzame personen;350400;2014;85.2;8.0
525;1 tot 10 werkzame personen;350400;2015 1e kwartaal;83.1;18.3
526;1 tot 10 werkzame personen;350400;2015 2e kwartaal;114.6;35.0
527;1 tot 10 werkzame personen;350400;2015 3e kwartaal;87.6;9.0
528;1 tot 10 werkzame personen;350400;2015 4e kwartaal;114.7;8.8
529;1 tot 10 werkzame personen;350400;2015;100.0;17.3
530;1 tot 10 werkzame personen;350400;2016 1e kwartaal;90.8;9.2
531;1 tot 10 werkzame personen;350400;2016 2e kwartaal;110.0;-4.0
532;1 tot 10 werkzame personen;350400;2016 3e kwartaal;104.7;19.6
533;1 tot 10 werkzame personen;350400;2016 4e kwartaal;131.7;14.8
534;1 tot 10 werkzame personen;350400;2016;109.3;9.3
535;1 tot 10 werkzame personen;350400;2017 1e kwartaal;100.8;11.1
536;1 tot 10 werkzame personen;350400;2017 2e kwartaal;125.0;13.6
537;1 tot 10 werkzame personen;350400;2017 3e kwartaal;116.6;11.4
538;1 tot 10 werkzame personen;350400;2017 4e kwartaal;147.9;12.3
539;1 tot 10 werkzame personen;350400;2017;122.6;12.2
540;1 tot 10 werkzame personen;350400;2018 1e kwartaal;115.1;14.2
541;1 tot 10 werkzame personen;350400;2018 2e kwartaal;140.8;12.6
542;1 tot 10 werkzame personen;350400;2018 3e kwartaal;131.6;12.8
543;1 tot 10 werkzame personen;350400;2018 4e kwartaal;166.0;12.2
544;1 tot 10 werkzame personen;350400;2018;138.4;12.9
545;1 tot 10 werkzame personen;350400;2019 1e kwartaal;127.6;10.9
546;1 tot 10 werkzame personen;350400;2019 2e kwartaal;155.9;10.7
547;1 tot 10 werkzame personen;350400;2019 3e kwartaal;144.4;9.7
548;1 tot 10 werkzame personen;350400;2019 4e kwartaal;170.6;2.8
549;1 tot 10 werkzame personen;350400;2019;149.6;8.1
550;1 tot 10 werkzame personen;350400;2020 1e kwartaal;140.5;10.1
551;1 tot 10 werkzame personen;350400;2020 2e kwartaal ;159.7;2.5
552;1 tot 10 werkzame personen;350400;2020 3e kwartaal ;150.5;4.3
553;1 tot 10 werkzame personen;350400;2020 4e kwartaal ;182.2;6.8
554;1 tot 10 werkzame personen;350400;2020;158.2;5.8
555;1 tot 10 werkzame personen;350400;2021 1e kwartaal;150.3;7.0
556;1 tot 10 werkzame personen;350400;2021 2e kwartaal;185.2;15.9
557;1 tot 10 werkzame personen;350400;2021 3e kwartaal;166.8;10.8
558;1 tot 10 werkzame personen;350400;2021 4e kwartaal;212.6;16.6
559;1 tot 10 werkzame personen;350400;2021;178.7;12.9
560;1 tot 10 werkzame personen;350400;2022 1e kwartaal;172.1;14.5
561;1 tot 10 werkzame personen;350400;2022 2e kwartaal;207.2;11.9
562;1 tot 10 werkzame personen;350400;2022 3e kwartaal;189.1;13.4
563;1 tot 10 werkzame personen;350400;2022 4e kwartaal;231.1;8.7
564;1 tot 10 werkzame personen;350400;2022;199.9;11.9
565;1 tot 10 werkzame personen;350400;2023 1e kwartaal;187.3;8.8
566;1 tot 10 werkzame personen;350400;2023 2e kwartaal;216.4;4.4
567;1 tot 10 werkzame personen;350400;2023 3e kwartaal;192.4;1.8
568;1 tot 10 werkzame personen;350400;2023 4e kwartaal;232.8;0.8
569;1 tot 10 werkzame personen;350400;2023;207.2;3.7
570;1 tot 10 werkzame personen;350600;2005 1e kwartaal;43.7;-3.5
571;1 tot 10 werkzame personen;350600;2005 2e kwartaal;72.5;10.1
572;1 tot 10 werkzame personen;350600;2005 3e kwartaal;67.2;16.3
573;1 tot 10 werkzame personen;350600;2005 4e kwartaal;89.7;11.5
574;1 tot 10 werkzame personen;350600;2005;68.3;9.5
575;1 tot 10 werkzame personen;350600;2006 1e kwartaal;51.0;16.9
576;1 tot 10 werkzame personen;350600;2006 2e kwartaal;82.8;14.2
577;1 tot 10 werkzame personen;350600;2006 3e kwartaal;76.5;13.9
578;1 tot 10 werkzame personen;350600;2006 4e kwartaal;104.3;16.3
579;1 tot 10 werkzame personen;350600;2006;78.7;15.2
580;1 tot 10 werkzame personen;350600;2007 1e kwartaal;65.1;27.5
581;1 tot 10 werkzame personen;350600;2007 2e kwartaal;93.1;12.4
582;1 tot 10 werkzame personen;350600;2007 3e kwartaal;87.0;13.8
583;1 tot 10 werkzame personen;350600;2007 4e kwartaal;109.8;5.2
584;1 tot 10 werkzame personen;350600;2007;88.7;12.8
585;1 tot 10 werkzame personen;350600;2008 1e kwartaal;82.8;27.2
586;1 tot 10 werkzame personen;350600;2008 2e kwartaal;108.9;17.0
587;1 tot 10 werkzame personen;350600;2008 3e kwartaal;96.1;10.4
588;1 tot 10 werkzame personen;350600;2008 4e kwartaal;124.3;13.3
589;1 tot 10 werkzame personen;350600;2008;103.0;16.1
590;1 tot 10 werkzame personen;350600;2009 1e kwartaal;87.5;5.7
591;1 tot 10 werkzame personen;350600;2009 2e kwartaal;112.8;3.5
592;1 tot 10 werkzame personen;350600;2009 3e kwartaal;102.6;6.8
593;1 tot 10 werkzame personen;350600;2009 4e kwartaal;129.6;4.3
594;1 tot 10 werkzame personen;350600;2009;108.1;4.9
595;1 tot 10 werkzame personen;350600;2010 1e kwartaal;54.8;-37.4
596;1 tot 10 werkzame personen;350600;2010 2e kwartaal;99.4;-11.9
597;1 tot 10 werkzame personen;350600;2010 3e kwartaal;88.9;-13.3
598;1 tot 10 werkzame personen;350600;2010 4e kwartaal;103.2;-20.4
599;1 tot 10 werkzame personen;350600;2010;86.6;-19.9
600;1 tot 10 werkzame personen;350600;2011 1e kwartaal;76.8;40.3
601;1 tot 10 werkzame personen;350600;2011 2e kwartaal;103.8;4.4
602;1 tot 10 werkzame personen;350600;2011 3e kwartaal;91.9;3.4
603;1 tot 10 werkzame personen;350600;2011 4e kwartaal;115.7;12.2
604;1 tot 10 werkzame personen;350600;2011;97.1;12.1
605;1 tot 10 werkzame personen;350600;2012 1e kwartaal;68.6;-10.7
606;1 tot 10 werkzame personen;350600;2012 2e kwartaal;103.0;-0.8
607;1 tot 10 werkzame personen;350600;2012 3e kwartaal;94.8;3.1
608;1 tot 10 werkzame personen;350600;2012 4e kwartaal;110.3;-4.7
609;1 tot 10 werkzame personen;350600;2012;94.2;-3.0
610;1 tot 10 werkzame personen;350600;2013 1e kwartaal;63.1;-8.0
611;1 tot 10 werkzame personen;350600;2013 2e kwartaal;106.0;2.9
612;1 tot 10 werkzame personen;350600;2013 3e kwartaal;102.9;8.6
613;1 tot 10 werkzame personen;350600;2013 4e kwartaal;124.8;13.2
614;1 tot 10 werkzame personen;350600;2013;99.2;5.3
615;1 tot 10 werkzame personen;350600;2014 1e kwartaal;74.2;17.7
616;1 tot 10 werkzame personen;350600;2014 2e kwartaal;97.8;-7.7
617;1 tot 10 werkzame personen;350600;2014 3e kwartaal;95.9;-6.8
618;1 tot 10 werkzame personen;350600;2014 4e kwartaal;136.4;9.3
619;1 tot 10 werkzame personen;350600;2014;101.1;1.9
620;1 tot 10 werkzame personen;350600;2015 1e kwartaal;75.9;2.2
621;1 tot 10 werkzame personen;350600;2015 2e kwartaal;102.5;4.8
622;1 tot 10 werkzame personen;350600;2015 3e kwartaal;95.1;-0.8
623;1 tot 10 werkzame personen;350600;2015 4e kwartaal;126.5;-7.2
624;1 tot 10 werkzame personen;350600;2015;100.0;-1.1
625;1 tot 10 werkzame personen;350600;2016 1e kwartaal;83.3;9.8
626;1 tot 10 werkzame personen;350600;2016 2e kwartaal;114.8;12.0
627;1 tot 10 werkzame personen;350600;2016 3e kwartaal;110.8;16.5
628;1 tot 10 werkzame personen;350600;2016 4e kwartaal;140.5;11.0
629;1 tot 10 werkzame personen;350600;2016;112.4;12.4
630;1 tot 10 werkzame personen;350600;2017 1e kwartaal;90.1;8.2
631;1 tot 10 werkzame personen;350600;2017 2e kwartaal;127.2;10.8
632;1 tot 10 werkzame personen;350600;2017 3e kwartaal;117.1;5.6
633;1 tot 10 werkzame personen;350600;2017 4e kwartaal;153.3;9.1
634;1 tot 10 werkzame personen;350600;2017;121.9;8.5
635;1 tot 10 werkzame personen;350600;2018 1e kwartaal;97.0;7.6
636;1 tot 10 werkzame personen;350600;2018 2e kwartaal;143.7;13.0
637;1 tot 10 werkzame personen;350600;2018 3e kwartaal;133.0;13.7
638;1 tot 10 werkzame personen;350600;2018 4e kwartaal;164.8;7.5
639;1 tot 10 werkzame personen;350600;2018;134.6;10.4
640;1 tot 10 werkzame personen;350600;2019 1e kwartaal;111.5;15.0
641;1 tot 10 werkzame personen;350600;2019 2e kwartaal;153.6;6.9
642;1 tot 10 werkzame personen;350600;2019 3e kwartaal;144.4;8.6
643;1 tot 10 werkzame personen;350600;2019 4e kwartaal;171.3;3.9
644;1 tot 10 werkzame personen;350600;2019;145.2;7.9
645;1 tot 10 werkzame personen;350600;2020 1e kwartaal;134.9;20.9
646;1 tot 10 werkzame personen;350600;2020 2e kwartaal ;168.8;9.9
647;1 tot 10 werkzame personen;350600;2020 3e kwartaal ;155.7;7.8
648;1 tot 10 werkzame personen;350600;2020 4e kwartaal ;192.9;12.6
649;1 tot 10 werkzame personen;350600;2020;163.1;12.3
650;1 tot 10 werkzame personen;350600;2021 1e kwartaal;137.1;1.6
651;1 tot 10 werkzame personen;350600;2021 2e kwartaal;183.0;8.4
652;1 tot 10 werkzame personen;350600;2021 3e kwartaal;165.6;6.4
653;1 tot 10 werkzame personen;350600;2021 4e kwartaal;211.6;9.7
654;1 tot 10 werkzame personen;350600;2021;174.3;6.9
655;1 tot 10 werkzame personen;350600;2022 1e kwartaal;155.8;13.7
656;1 tot 10 werkzame personen;350600;2022 2e kwartaal;198.8;8.7
657;1 tot 10 werkzame personen;350600;2022 3e kwartaal;190.1;14.8
658;1 tot 10 werkzame personen;350600;2022 4e kwartaal;240.1;13.4
659;1 tot 10 werkzame personen;350600;2022;196.2;12.5
660;1 tot 10 werkzame personen;350600;2023 1e kwartaal;192.1;23.3
661;1 tot 10 werkzame personen;350600;2023 2e kwartaal;246.0;23.7
662;1 tot 10 werkzame personen;350600;2023 3e kwartaal;222.8;17.2
663;1 tot 10 werkzame personen;350600;2023 4e kwartaal;283.0;17.9
664;1 tot 10 werkzame personen;350600;2023;236.0;20.3
665;1 tot 10 werkzame personen;351900;2005 1e kwartaal;52.1;0.4
666;1 tot 10 werkzame personen;351900;2005 2e kwartaal;68.6;8.5
667;1 tot 10 werkzame personen;351900;2005 3e kwartaal;63.1;10.1
668;1 tot 10 werkzame personen;351900;2005 4e kwartaal;80.1;8.5
669;1 tot 10 werkzame personen;351900;2005;66.0;7.2
670;1 tot 10 werkzame personen;351900;2006 1e kwartaal;59.0;13.3
671;1 tot 10 werkzame personen;351900;2006 2e kwartaal;75.6;10.3
672;1 tot 10 werkzame personen;351900;2006 3e kwartaal;70.2;11.1
673;1 tot 10 werkzame personen;351900;2006 4e kwartaal;91.0;13.6
674;1 tot 10 werkzame personen;351900;2006;74.0;12.1
675;1 tot 10 werkzame personen;351900;2007 1e kwartaal;67.4;14.2
676;1 tot 10 werkzame personen;351900;2007 2e kwartaal;84.1;11.2
677;1 tot 10 werkzame personen;351900;2007 3e kwartaal;76.7;9.4
678;1 tot 10 werkzame personen;351900;2007 4e kwartaal;97.2;6.9
679;1 tot 10 werkzame personen;351900;2007;81.4;10.0
680;1 tot 10 werkzame personen;351900;2008 1e kwartaal;79.8;18.4
681;1 tot 10 werkzame personen;351900;2008 2e kwartaal;97.6;16.0
682;1 tot 10 werkzame personen;351900;2008 3e kwartaal;89.3;16.3
683;1 tot 10 werkzame personen;351900;2008 4e kwartaal;109.5;12.7
684;1 tot 10 werkzame personen;351900;2008;94.0;15.6
685;1 tot 10 werkzame personen;351900;2009 1e kwartaal;81.4;2.0
686;1 tot 10 werkzame personen;351900;2009 2e kwartaal;96.2;-1.4
687;1 tot 10 werkzame personen;351900;2009 3e kwartaal;86.2;-3.4
688;1 tot 10 werkzame personen;351900;2009 4e kwartaal;102.7;-6.2
689;1 tot 10 werkzame personen;351900;2009;91.6;-2.6
690;1 tot 10 werkzame personen;351900;2010 1e kwartaal;74.0;-9.1
691;1 tot 10 werkzame personen;351900;2010 2e kwartaal;94.0;-2.3
692;1 tot 10 werkzame personen;351900;2010 3e kwartaal;86.1;-0.2
693;1 tot 10 werkzame personen;351900;2010 4e kwartaal;104.1;1.4
694;1 tot 10 werkzame personen;351900;2010;89.6;-2.3
695;1 tot 10 werkzame personen;351900;2011 1e kwartaal;81.7;10.5
696;1 tot 10 werkzame personen;351900;2011 2e kwartaal;101.8;8.3
697;1 tot 10 werkzame personen;351900;2011 3e kwartaal;90.9;5.5
698;1 tot 10 werkzame personen;351900;2011 4e kwartaal;105.0;0.8
699;1 tot 10 werkzame personen;351900;2011;94.8;5.9
700;1 tot 10 werkzame personen;351900;2012 1e kwartaal;76.1;-6.8
701;1 tot 10 werkzame personen;351900;2012 2e kwartaal;92.6;-9.0
702;1 tot 10 werkzame personen;351900;2012 3e kwartaal;88.6;-2.5
703;1 tot 10 werkzame personen;351900;2012 4e kwartaal;92.6;-11.8
704;1 tot 10 werkzame personen;351900;2012;87.5;-7.7
705;1 tot 10 werkzame personen;351900;2013 1e kwartaal;69.1;-9.2
706;1 tot 10 werkzame personen;351900;2013 2e kwartaal;89.4;-3.5
707;1 tot 10 werkzame personen;351900;2013 3e kwartaal;87.2;-1.6
708;1 tot 10 werkzame personen;351900;2013 4e kwartaal;104.1;12.4
709;1 tot 10 werkzame personen;351900;2013;87.4;-0.1
710;1 tot 10 werkzame personen;351900;2014 1e kwartaal;76.2;10.2
711;1 tot 10 werkzame personen;351900;2014 2e kwartaal;91.6;2.5
712;1 tot 10 werkzame personen;351900;2014 3e kwartaal;86.6;-0.7
713;1 tot 10 werkzame personen;351900;2014 4e kwartaal;110.4;6.0
714;1 tot 10 werkzame personen;351900;2014;91.2;4.3
715;1 tot 10 werkzame personen;351900;2015 1e kwartaal;84.7;11.2
716;1 tot 10 werkzame personen;351900;2015 2e kwartaal;109.1;19.1
717;1 tot 10 werkzame personen;351900;2015 3e kwartaal;92.0;6.3
718;1 tot 10 werkzame personen;351900;2015 4e kwartaal;114.1;3.4
719;1 tot 10 werkzame personen;351900;2015;100.0;9.7
720;1 tot 10 werkzame personen;351900;2016 1e kwartaal;90.8;7.1
721;1 tot 10 werkzame personen;351900;2016 2e kwartaal;110.1;1.0
722;1 tot 10 werkzame personen;351900;2016 3e kwartaal;103.7;12.7
723;1 tot 10 werkzame personen;351900;2016 4e kwartaal;126.5;10.8
724;1 tot 10 werkzame personen;351900;2016;107.8;7.8
