ID;Waterkwaliteitsbeheerders;Perioden;TotaalAantal_1;MechanischeInstallaties_2;Oxidatiebedden_3;Aeratietanks_4;Oxidatietanks_5;Oxidatiesloten_6;Carrousels_7;DiscontinueSystemen_8;ParallelleInstallaties_9;Tweetrapsinstallaties_10;Compactinstallaties_11;Membraanbioreactors_12;NeredaKorrelslibReactor_13;HybrideNeredaActiefSlib_14;TotaalCapaciteitVervuilingseenheden_15;MechanischeInstallaties_16;Oxidatiebedden_17;Aeratietanks_18;Oxidatietanks_19;Oxidatiesloten_20;Carrousels_21;DiscontinueSystemen_22;ParallelleInstallaties_23;Tweetrapsinstallaties_24;Compactinstallaties_25;Membraanbioreactors_26;NeredaKorrelslibReactor_27;HybrideNeredaActiefSlibSysteem_28;TotaalCapaciteit_29;MechanischeInstallaties_30;Oxidatiebedden_31;Aeratietanks_32;Oxidatietanks_33;Oxidatiesloten_34;Carrousels_35;DiscontinueSystemen_36;ParallelleInstallaties_37;Tweetrapsinstallaties_38;Compactinstallaties_39;Membraanbioreactors_40;NeredaKorrelslibReactor_41;HybrideNeredaActiefSlibSysteem_42;VolumeAfvalwater_43;Vervuilingseenheden_44;ChemischZuurstofVerbruik_45;BiochemischZuurstofVerbruik_46;StikstofverbindingenAlsN_47;FosforverbindingenAlsP_48;Koper_49;Chroom_50;Zink_51;Lood_52;Cadmium_53;Nikkel_54;Kwik_55;Arseen_56;VolumeAfvalwater_57;Vervuilingseenheden_58;ChemischZuurstofVerbruik_59;BiochemischZuurstofVerbruik_60;StikstofverbindingenAlsN_61;FosforverbindingenAlsP_62;Koper_63;Chroom_64;Zink_65;Lood_66;Cadmium_67;Nikkel_68;Kwik_69;Arseen_70;ChemischZuurstofVerbruik_71;BiochemischZuurstofVerbruik_72;StikstofverbindingenAlsN_73;FosforverbindingenAlsP_74;ChemischZuurstofVerbruik_75;BiochemischZuurstofVerbruik_76;StikstofverbindingenAlsN_77;FosforverbindingenAlsP_78;TotaalNatSlib_79;Composteren_80;Storten_81;Verbranden_82;Cementindustrie_83;Elektriciteitscentrale_84;OverigeBestemmingen_85;TotaalDrogeStof_86;Composteren_87;Storten_88;Verbranden_89;Cementindustrie_90;Elektriciteitscentrale_91;OverigeBestemmingen_92;AsGloeirest_93;StikstofverbindingenAlsN_94;FosforverbindingenAlsP_95;Koper_96;Chroom_97;Zink_98;Lood_99;Cadmium_100;Nikkel_101;Kwik_102;Arseen_103
10;Nederland totaal;2015;334.0;0.0;2.0;61.0;66.0;54.0;116.0;2.0;15.0;16.0;1.0;1.0;;;30246.0;0.0;108.0;10552.0;4580.0;1254.0;9576.0;49.0;1527.0;2480.0;91.0;29.0;;;24182.0;0.0;105.0;8618.0;3453.0;1006.0;7692.0;41.0;1139.0;2045.0;60.0;23.0;;;1957261.0;25686.0;999309.0;405787.0;89122.0;13389.0;144556.0;18345.0;425519.0;35770.0;570.0;19262.0;243.0;7182.0;1957261.0;1916.0;69784.0;6895.0;14641.0;1960.0;9029.0;2234.0;80166.0;2242.0;181.0;7695.0;61.0;3298.0;93.0;98.0;85.0;84.0;93.0;98.0;84.0;85.0;1302386.0;194.0;9178.0;1034423.0;135616.0;119286.0;3689.0;325361.0;43.0;2056.0;246663.0;46231.0;29520.0;846.0;102290.0;18318.0;11086.0;128534.0;16163.0;321593.0;32314.0;344.0;9589.0;201.0;3561.0
11;Nederland totaal;2016;327.0;0.0;2.0;61.0;66.0;50.0;115.0;2.0;14.0;15.0;1.0;1.0;;;30122.0;0.0;108.0;10552.0;4580.0;1238.0;9561.0;49.0;1513.0;2401.0;91.0;29.0;;;24081.0;0.0;105.0;8618.0;3453.0;994.0;7682.0;41.0;1127.0;1979.0;60.0;23.0;;;1904878.0;26167.0;1008526.0;420672.0;92967.0;13401.0;145423.0;19718.0;445153.0;36194.0;453.0;20271.0;222.0;6868.0;1904878.0;1863.0;67570.0;7013.0;14401.0;1769.0;8523.0;2352.0;77899.0;2210.0;146.0;8689.0;57.0;3260.0;93.0;98.0;86.0;85.0;93.0;98.0;85.0;87.0;1285881.0;19878.0;4984.0;1014827.0;136569.0;109623.0;0.0;325133.0;4184.0;1103.0;238127.0;42202.0;39517.0;0.0;97076.0;18585.0;10833.0;120412.0;16879.0;321154.0;31487.0;319.0;9106.0;180.0;3348.0
12;Nederland totaal;2017;326.0;0.0;2.0;60.0;66.0;48.0;120.0;2.0;12.0;15.0;1.0;0.0;;;29904.0;0.0;108.0;10453.0;4959.0;1122.0;9722.0;49.0;1076.0;2322.0;91.0;0.0;;;24062.0;0.0;105.0;8608.0;3709.0;910.0;7882.0;41.0;772.0;1976.0;60.0;0.0;;;1921056.0;26427.0;1020783.0;435217.0;93372.0;13430.0;;;;;;;;;1921056.0;1997.0;71550.0;7971.0;14877.0;1843.0;;;;;;;;;93.0;98.0;86.0;85.0;93.0;98.0;84.0;86.0;;;;;;;;;;;;;;;;;;;;;;;;;
13;Nederland totaal;2018;323.0;0.0;2.0;58.0;67.0;47.0;119.0;2.0;12.0;15.0;1.0;0.0;;;29942.0;0.0;108.0;10260.0;5074.0;1131.0;9821.0;49.0;1076.0;2332.0;91.0;0.0;;;24014.0;0.0;105.0;8481.0;3784.0;908.0;7888.0;41.0;772.0;1976.0;60.0;0.0;;;1773436.0;26406.0;1016606.0;426326.0;94116.0;13307.0;138509.0;17029.0;438978.0;36314.0;405.0;20818.0;210.0;6659.0;1773436.0;1909.0;69057.0;7415.0;14006.0;1676.0;8432.0;2463.0;66133.0;1883.0;132.0;7946.0;54.0;3011.0;93.0;98.0;87.0;85.0;93.0;98.0;85.0;87.0;1250205.0;0.0;132909.0;880373.0;6533.0;227003.0;3388.0;303618.0;0.0;31908.0;197799.0;6009.0;67174.0;728.0;89104.0;17575.0;9768.0;114825.0;11311.0;299297.0;25033.0;301.0;7488.0;159.0;3194.0
14;Nederland totaal;2019;317.0;0.0;2.0;59.0;59.0;46.0;117.0;1.0;11.0;13.0;1.0;0.0;6.0;2.0;29784.0;0.0;108.0;10165.0;4881.0;1152.0;9747.0;40.0;1054.0;1512.0;91.0;0.0;672.0;363.0;23917.0;0.0;105.0;8519.0;3618.0;921.0;7742.0;32.0;754.0;1339.0;60.0;0.0;572.0;255.0;1904102.0;26818.0;1039372.0;427966.0;94209.0;13555.0;;;;;;;;;1904102.0;2019.0;73296.0;7765.0;14391.0;1767.0;;;;;;;;;93.0;98.0;86.0;85.0;93.0;98.0;85.0;87.0;;;;;;;;;;;;;;;;;;;;;;;;;
15;Nederland totaal;2020;315.0;0.0;2.0;58.0;56.0;44.0;118.0;1.0;10.0;14.0;1.0;0.0;9.0;2.0;29713.0;0.0;108.0;10152.0;4615.0;1133.0;9884.0;40.0;956.0;1598.0;91.0;0.0;774.0;363.0;23824.0;0.0;105.0;8386.0;3422.0;906.0;7937.0;32.0;678.0;1415.0;60.0;0.0;629.0;255.0;1936833.0;27003.0;1055362.0;428164.0;93601.0;13284.0;132846.0;14114.0;433418.0;28256.0;434.0;17381.0;194.0;6446.0;1936833.0;1984.0;72233.0;7507.0;14307.0;1641.0;9146.0;1860.0;68936.0;1244.0;82.0;7140.0;26.0;2601.0;93.0;98.0;86.0;86.0;93.0;98.0;85.0;88.0;1263335.0;0.0;5613.0;1063157.0;14514.0;126468.0;53582.0;308360.0;0.0;1480.0;250382.0;13614.0;30765.0;12119.0;91789.0;19111.0;11170.0;120715.0;12003.0;325845.0;25755.0;311.0;7939.0;143.0;3247.0
16;Nederland totaal;2021;313.0;0.0;1.0;57.0;56.0;42.0;119.0;2.0;10.0;14.0;1.0;0.0;9.0;2.0;29957.0;0.0;54.0;10225.0;4585.0;1111.0;10058.0;91.0;956.0;1598.0;91.0;0.0;827.0;363.0;23805.0;0.0;60.0;8313.0;3422.0;887.0;8010.0;77.0;678.0;1415.0;60.0;0.0;629.0;255.0;1963884.0;26781.0;1039561.0;438139.0;93852.0;13120.0;;;;;;;;;1963884.0;1998.0;72524.0;8217.0;14379.0;1681.0;;;;;;;;;93.0;98.0;86.0;86.0;93.0;98.0;85.0;87.0;;;;;;;;;;;;;;;;;;;;;;;;;
17;Nederland totaal;2022;313.0;0.0;1.0;62.0;49.0;44.0;120.0;2.0;11.0;11.0;1.0;0.0;10.0;2.0;29995.0;0.0;54.0;10411.0;4362.0;1182.0;10005.0;91.0;1092.0;1502.0;91.0;0.0;843.0;363.0;23661.0;0.0;60.0;8445.0;3260.0;945.0;7757.0;72.0;794.0;1320.0;60.0;0.0;692.0;255.0;1807838.0;26146.0;1010854.0;409133.0;92433.0;12944.0;115023.0;14284.0;386774.0;23686.0;282.0;16758.0;131.0;6037.0;1807838.0;1827.0;67228.0;7107.0;12960.0;1609.0;8881.0;2198.0;69221.0;1333.0;60.0;7360.0;18.0;2531.0;93.0;98.0;87.0;86.0;93.0;98.0;86.0;88.0;1299154.0;0.0;6521.0;919802.0;16591.0;321536.0;34704.0;300041.0;0.0;1494.0;220991.0;15503.0;53936.0;8116.0;89938.0;17755.0;11004.0;109077.0;11795.0;298603.0;23100.0;280.0;7670.0;134.0;3006.0
18;Nederland totaal;2023;313.0;0.0;1.0;61.0;49.0;45.0;119.0;2.0;12.0;11.0;1.0;0.0;10.0;2.0;29995.0;0.0;54.0;10011.0;4362.0;1197.0;9990.0;91.0;1492.0;1502.0;91.0;0.0;843.0;363.0;23630.0;0.0;60.0;8091.0;3260.0;958.0;7738.0;72.0;1124.0;1320.0;60.0;0.0;692.0;255.0;2245264.0;26036.0;1003290.0;409401.0;92983.0;12757.0;;;;;;;;;2245264.0;2114.0;76385.0;8590.0;15157.0;1773.0;;;;;;;;;92.0;98.0;85.0;85.0;92.0;98.0;84.0;86.0;;;;;;;;;;;;;;;;;;;;;;;;;
19;Waterschap Groot Salland (WS);2005;9.0;0.0;0.0;5.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;516.0;0.0;0.0;430.0;0.0;85.0;0.0;0.0;0.0;0.0;0.0;0.0;;;32877.0;;19584.0;7493.0;1781.0;305.0;2694.0;209.0;8577.0;728.0;10.0;294.0;8.0;69.0;32877.0;;1345.0;128.0;373.0;74.0;216.0;39.0;2250.0;166.0;4.0;119.0;2.0;36.0;93.0;98.0;83.0;81.0;93.0;98.0;79.0;76.0;21921.0;4560.0;0.0;0.0;1776.0;15586.0;0.0;5769.0;1200.0;0.0;0.0;467.0;4102.0;0.0;2260.0;293.0;143.0;2373.0;227.0;5485.0;715.0;8.0;147.0;7.0;28.0
20;Waterschap Groot Salland (WS);2006;9.0;0.0;0.0;5.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;516.0;0.0;0.0;430.0;0.0;85.0;0.0;0.0;0.0;0.0;0.0;0.0;;;32706.0;;19035.0;7263.0;1778.0;305.0;2904.0;249.0;8941.0;760.0;9.0;234.0;11.0;95.0;32706.0;;1300.0;116.0;369.0;74.0;263.0;43.0;2216.0;165.0;4.0;107.0;2.0;42.0;93.0;98.0;83.0;82.0;93.0;98.0;79.0;76.0;22509.0;2026.0;0.0;0.0;0.0;20483.0;0.0;5706.0;514.0;0.0;0.0;0.0;5193.0;0.0;2261.0;309.0;140.0;2390.0;251.0;5847.0;790.0;8.0;163.0;6.0;28.0
21;Waterschap Groot Salland (WS);2007;9.0;0.0;0.0;5.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;516.0;0.0;0.0;430.0;0.0;85.0;0.0;0.0;0.0;0.0;0.0;0.0;;;37856.0;;18518.0;6885.0;1806.0;305.0;2545.0;179.0;7808.0;606.0;8.0;269.0;6.0;89.0;37856.0;;1355.0;131.0;415.0;68.0;191.0;32.0;2207.0;118.0;3.0;98.0;1.0;49.0;92.0;98.0;80.0;81.0;93.0;98.0;77.0;78.0;23638.0;0.0;0.0;0.0;0.0;22888.0;750.0;5914.0;0.0;0.0;0.0;0.0;5908.0;6.0;2325.0;300.0;102.0;2529.0;218.0;6876.0;815.0;7.0;163.0;7.0;34.0
22;Waterschap Groot Salland (WS);2008;9.0;0.0;0.0;5.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;516.0;0.0;0.0;430.0;0.0;85.0;0.0;0.0;0.0;0.0;0.0;0.0;;;34027.0;;19859.0;7422.0;1837.0;320.0;2895.0;391.0;11041.0;969.0;9.0;321.0;8.0;92.0;34027.0;;1397.0;143.0;437.0;77.0;208.0;47.0;2703.0;63.0;4.0;115.0;1.0;42.0;93.0;98.0;82.0;85.0;93.0;98.0;76.0;76.0;23007.0;0.0;0.0;0.0;0.0;23007.0;0.0;6181.0;0.0;0.0;0.0;0.0;6181.0;0.0;2435.0;296.0;218.0;2433.0;270.0;7065.0;782.0;7.0;155.0;8.0;75.0
23;Waterschap Groot Salland (WS);2009;9.0;0.0;0.0;5.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;516.0;0.0;0.0;430.0;0.0;85.0;0.0;0.0;0.0;0.0;0.0;0.0;;;33425.0;;19802.0;7384.0;1862.0;302.0;2896.0;206.0;8308.0;569.0;7.0;254.0;5.0;78.0;33425.0;;1336.0;119.0;333.0;62.0;236.0;37.0;2287.0;53.0;3.0;94.0;0.0;40.0;93.0;98.0;85.0;85.0;93.0;98.0;82.0;80.0;22325.0;0.0;0.0;0.0;0.0;22325.0;0.0;6122.0;0.0;0.0;0.0;0.0;6122.0;0.0;2339.0;82.0;185.0;2333.0;219.0;6213.0;663.0;6.0;148.0;5.0;108.0
24;Waterschap Groot Salland (WS);2010;9.0;0.0;0.0;5.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;;;635.0;0.0;0.0;526.0;0.0;109.0;0.0;0.0;0.0;0.0;0.0;0.0;;;516.0;0.0;0.0;430.0;0.0;85.0;0.0;0.0;0.0;0.0;0.0;0.0;;;36557.0;555.0;21843.0;7576.0;1875.0;292.0;2551.0;275.0;7872.0;733.0;8.0;264.0;5.0;103.0;36557.0;42.0;1352.0;141.0;407.0;67.0;232.0;42.0;2147.0;51.0;4.0;112.0;0.0;47.0;94.0;98.0;83.0;81.0;94.0;98.0;78.0;77.0;22579.0;0.0;0.0;0.0;0.0;22579.0;0.0;6217.0;0.0;0.0;0.0;0.0;6217.0;0.0;2594.0;287.0;225.0;2114.0;222.0;5999.0;709.0;7.0;203.0;4.0;153.0
25;Waterschap Groot Salland (WS);2011;9.0;0.0;0.0;5.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;;;635.0;0.0;0.0;526.0;0.0;109.0;0.0;0.0;0.0;0.0;0.0;0.0;;;516.0;0.0;0.0;430.0;0.0;85.0;0.0;0.0;0.0;0.0;0.0;0.0;;;36726.0;554.0;21759.0;7778.0;1876.0;289.0;2725.0;279.0;7351.0;787.0;8.0;243.0;6.0;98.0;36726.0;37.0;1261.0;113.0;388.0;49.0;210.0;57.0;2228.0;47.0;2.0;116.0;0.0;46.0;94.0;98.0;84.0;87.0;94.0;99.0;79.0;83.0;21957.0;0.0;0.0;0.0;0.0;21957.0;0.0;5915.0;0.0;0.0;0.0;0.0;5915.0;0.0;2260.0;290.0;197.0;2250.0;345.0;6034.0;659.0;7.0;148.0;8.0;73.0
26;Waterschap Groot Salland (WS);2012;9.0;0.0;0.0;5.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;;;635.0;0.0;0.0;526.0;0.0;109.0;0.0;0.0;0.0;0.0;0.0;0.0;;;516.0;0.0;0.0;430.0;0.0;85.0;0.0;0.0;0.0;0.0;0.0;0.0;;;35997.0;564.0;22380.0;8340.0;1861.0;276.0;2565.0;251.0;8105.0;660.0;7.0;236.0;5.0;83.0;35997.0;34.0;1213.0;106.0;342.0;51.0;230.0;39.0;2523.0;65.0;2.0;92.0;0.0;42.0;95.0;99.0;84.0;87.0;95.0;99.0;82.0;82.0;23391.0;0.0;0.0;0.0;0.0;23391.0;0.0;6028.0;0.0;0.0;0.0;0.0;6028.0;0.0;2199.0;315.0;203.0;2233.0;230.0;5775.0;646.0;6.0;147.0;5.0;74.0
