ID;Waterkwaliteitsbeheerders;Perioden;TotaalAantal_1;MechanischeInstallaties_2;Oxidatiebedden_3;Aeratietanks_4;Oxidatietanks_5;Oxidatiesloten_6;Carrousels_7;DiscontinueSystemen_8;ParallelleInstallaties_9;Tweetrapsinstallaties_10;Compactinstallaties_11;Membraanbioreactors_12;NeredaKorrelslibReactor_13;HybrideNeredaActiefSlib_14;TotaalCapaciteitVervuilingseenheden_15;MechanischeInstallaties_16;Oxidatiebedden_17;Aeratietanks_18;Oxidatietanks_19;Oxidatiesloten_20;Carrousels_21;DiscontinueSystemen_22;ParallelleInstallaties_23;Tweetrapsinstallaties_24;Compactinstallaties_25;Membraanbioreactors_26;NeredaKorrelslibReactor_27;HybrideNeredaActiefSlibSysteem_28;TotaalCapaciteit_29;MechanischeInstallaties_30;Oxidatiebedden_31;Aeratietanks_32;Oxidatietanks_33;Oxidatiesloten_34;Carrousels_35;DiscontinueSystemen_36;ParallelleInstallaties_37;Tweetrapsinstallaties_38;Compactinstallaties_39;Membraanbioreactors_40;NeredaKorrelslibReactor_41;HybrideNeredaActiefSlibSysteem_42;VolumeAfvalwater_43;Vervuilingseenheden_44;ChemischZuurstofVerbruik_45;BiochemischZuurstofVerbruik_46;StikstofverbindingenAlsN_47;FosforverbindingenAlsP_48;Koper_49;Chroom_50;Zink_51;Lood_52;Cadmium_53;Nikkel_54;Kwik_55;Arseen_56;VolumeAfvalwater_57;Vervuilingseenheden_58;ChemischZuurstofVerbruik_59;BiochemischZuurstofVerbruik_60;StikstofverbindingenAlsN_61;FosforverbindingenAlsP_62;Koper_63;Chroom_64;Zink_65;Lood_66;Cadmium_67;Nikkel_68;Kwik_69;Arseen_70;ChemischZuurstofVerbruik_71;BiochemischZuurstofVerbruik_72;StikstofverbindingenAlsN_73;FosforverbindingenAlsP_74;ChemischZuurstofVerbruik_75;BiochemischZuurstofVerbruik_76;StikstofverbindingenAlsN_77;FosforverbindingenAlsP_78;TotaalNatSlib_79;Composteren_80;Storten_81;Verbranden_82;Cementindustrie_83;Elektriciteitscentrale_84;OverigeBestemmingen_85;TotaalDrogeStof_86;Composteren_87;Storten_88;Verbranden_89;Cementindustrie_90;Elektriciteitscentrale_91;OverigeBestemmingen_92;AsGloeirest_93;StikstofverbindingenAlsN_94;FosforverbindingenAlsP_95;Koper_96;Chroom_97;Zink_98;Lood_99;Cadmium_100;Nikkel_101;Kwik_102;Arseen_103
0;Nederland totaal;2005;368.0;0.0;8.0;58.0;65.0;76.0;123.0;2.0;11.0;24.0;0.0;1.0;;;;;;;;;;;;;;;;;25539.0;0.0;302.0;9628.0;3044.0;1347.0;7338.0;10.0;1104.0;2743.0;0.0;23.0;;;1841413.0;;943467.0;351649.0;84825.0;14425.0;159754.0;17128.0;469266.0;43817.0;1317.0;21507.0;419.0;5891.0;1841413.0;;77895.0;8684.0;21742.0;2651.0;12235.0;3474.0;85047.0;6249.0;252.0;9660.0;97.0;2736.0;92.0;98.0;80.0;79.0;92.0;98.0;74.0;82.0;1494028.0;40293.0;60098.0;835453.0;44715.0;137530.0;375940.0;347557.0;9697.0;14283.0;232746.0;31097.0;33113.0;26620.0;126997.0;18733.0;7771.0;132360.0;13937.0;372960.0;39312.0;453.0;8967.0;329.0;2952.0
1;Nederland totaal;2006;363.0;0.0;8.0;63.0;64.0;72.0;118.0;2.0;12.0;22.0;1.0;1.0;;;;;;;;;;;;;;;;;25454.0;0.0;302.0;9782.0;2990.0;1324.0;7223.0;10.0;1117.0;2624.0;60.0;23.0;;;1853577.0;;937860.0;347972.0;85842.0;14341.0;149586.0;17289.0;435888.0;42237.0;913.0;20627.0;376.0;6134.0;1853577.0;;77268.0;8313.0;19057.0;2596.0;9576.0;2993.0;75637.0;5359.0;251.0;9036.0;102.0;2645.0;92.0;98.0;81.0;79.0;92.0;98.0;78.0;82.0;1610518.0;18481.0;59151.0;1024320.0;29191.0;192871.0;286504.0;359431.0;4283.0;14752.0;252512.0;27477.0;44895.0;15511.0;123697.0;18878.0;8909.0;139903.0;13480.0;340695.0;43329.0;509.0;9495.0;318.0;3003.0
2;Nederland totaal;2007;356.0;0.0;6.0;61.0;64.0;69.0;115.0;1.0;16.0;22.0;1.0;1.0;;;;;;;;;;;;;;;;;24462.0;0.0;279.0;8650.0;2967.0;1317.0;7272.0;9.0;1380.0;2505.0;60.0;23.0;;;2068275.0;;941736.0;348541.0;87817.0;14968.0;155909.0;18086.0;485009.0;48951.0;799.0;21936.0;379.0;6582.0;2068275.0;;79026.0;8228.0;17849.0;2643.0;10596.0;3305.0;83749.0;5009.0;269.0;9525.0;91.0;2980.0;91.0;98.0;81.0;79.0;92.0;98.0;80.0;82.0;1538697.0;0.0;0.0;872043.0;168806.0;201222.0;296626.0;339102.0;0.0;0.0;201314.0;76396.0;47685.0;13707.0;121245.0;17225.0;7684.0;137882.0;14152.0;349851.0;46586.0;496.0;10699.0;319.0;3491.0
3;Nederland totaal;2008;351.0;0.0;6.0;60.0;63.0;64.0;116.0;2.0;16.0;22.0;1.0;1.0;;;;;;;;;;;;;;;;;24408.0;0.0;279.0;8668.0;2933.0;1254.0;7304.0;41.0;1341.0;2505.0;60.0;23.0;;;1928192.0;;946039.0;360948.0;89310.0;14951.0;152644.0;16095.0;494508.0;48234.0;586.0;20834.0;362.0;6128.0;1928192.0;;75321.0;7623.0;16820.0;2551.0;9297.0;2249.0;77925.0;4988.0;194.0;8754.0;98.0;2738.0;92.0;98.0;82.0;80.0;92.0;98.0;81.0;83.0;1320580.0;0.0;70.0;868123.0;164523.0;285521.0;2343.0;336064.0;0.0;2.0;198520.0;71741.0;65468.0;333.0;110457.0;16947.0;10634.0;137696.0;13604.0;352924.0;42951.0;454.0;9868.0;288.0;3642.0
4;Nederland totaal;2009;351.0;0.0;6.0;63.0;62.0;63.0;116.0;2.0;17.0;20.0;1.0;1.0;;;;;;;;;;;;;;;;;24206.0;0.0;279.0;8953.0;2925.0;1094.0;7484.0;41.0;1053.0;2295.0;60.0;23.0;;;1818441.0;;937666.0;358215.0;86650.0;14601.0;156786.0;16586.0;441246.0;40598.0;647.0;20110.0;325.0;5717.0;1818441.0;;71108.0;7235.0;15174.0;2303.0;9993.0;2452.0;78554.0;3672.0;195.0;8483.0;85.0;2508.0;92.0;98.0;82.0;80.0;92.0;98.0;82.0;84.0;1328815.0;0.0;0.0;876944.0;169999.0;281349.0;523.0;336616.0;0.0;0.0;199866.0;69317.0;67411.0;22.0;110600.0;15782.0;9093.0;132900.0;13828.0;330847.0;39565.0;408.0;9229.0;283.0;3051.0
5;Nederland totaal;2010;349.0;0.0;6.0;61.0;61.0;63.0;115.0;2.0;18.0;21.0;1.0;1.0;;;30365.0;0.0;308.0;10577.0;3867.0;1348.0;9307.0;49.0;1925.0;2865.0;91.0;29.0;;;24290.0;0.0;279.0;8651.0;2918.0;1092.0;7417.0;41.0;1467.0;2343.0;60.0;23.0;;;1934310.0;24745.0;953490.0;370007.0;87866.0;13880.0;145405.0;17391.0;460409.0;36893.0;803.0;20905.0;319.0;6295.0;1934310.0;2036.0;75461.0;8012.0;16586.0;2226.0;8842.0;2897.0;85375.0;3901.0;232.0;9367.0;87.0;2848.0;92.0;98.0;82.0;81.0;92.0;98.0;81.0;84.0;1321586.0;0.0;0.0;874505.0;155551.0;265488.0;26042.0;332601.0;0.0;0.0;199674.0;64758.0;65717.0;2452.0;110086.0;18736.0;11101.0;132552.0;13715.0;348041.0;39757.0;468.0;11020.0;265.0;3276.0
6;Nederland totaal;2011;346.0;0.0;4.0;60.0;66.0;62.0;116.0;2.0;16.0;18.0;1.0;1.0;;;30383.0;0.0;213.0;10582.0;4448.0;1305.0;9402.0;49.0;1592.0;2673.0;91.0;29.0;;;24331.0;0.0;204.0;8676.0;3393.0;1061.0;7494.0;41.0;1194.0;2186.0;60.0;23.0;;;1917390.0;25070.0;964537.0;379550.0;89320.0;13851.0;144934.0;15692.0;437716.0;40085.0;693.0;20796.0;310.0;5807.0;1917390.0;1965.0;73447.0;7745.0;15250.0;2126.0;7898.0;2384.0;78012.0;3558.0;170.0;9409.0;70.0;2535.0;92.0;98.0;84.0;82.0;92.0;98.0;83.0;85.0;1304669.0;0.0;0.0;924781.0;163352.0;208497.0;8040.0;331336.0;0.0;0.0;211320.0;70128.0;49551.0;337.0;103518.0;18728.0;10757.0;136630.0;13644.0;335254.0;37855.0;422.0;11030.0;247.0;3228.0
7;Nederland totaal;2012;343.0;0.0;4.0;60.0;66.0;60.0;115.0;2.0;16.0;18.0;1.0;1.0;;;30358.0;0.0;213.0;10582.0;4448.0;1294.0;9388.0;49.0;1592.0;2673.0;91.0;29.0;;;24321.0;0.0;204.0;8690.0;3379.0;1052.0;7493.0;41.0;1194.0;2186.0;60.0;23.0;;;1985471.0;25182.0;971941.0;381196.0;89042.0;13459.0;150053.0;15840.0;464304.0;36306.0;677.0;18588.0;269.0;6264.0;1985471.0;1910.0;70805.0;7497.0;15214.0;2065.0;9615.0;2313.0;95170.0;4033.0;188.0;8019.0;60.0;2972.0;92.0;98.0;84.0;82.0;93.0;98.0;83.0;85.0;1400521.0;0.0;0.0;922783.0;108985.0;347409.0;21344.0;324603.0;0.0;0.0;226470.0;37120.0;57472.0;3542.0;106596.0;18722.0;10801.0;130849.0;13784.0;336266.0;37808.0;415.0;9961.0;225.0;3041.0
8;Nederland totaal;2013;341.0;0.0;4.0;60.0;66.0;58.0;116.0;2.0;17.0;16.0;1.0;1.0;;;30364.0;0.0;213.0;10582.0;4565.0;1277.0;9464.0;49.0;1615.0;2480.0;91.0;29.0;;;24323.0;0.0;204.0;8690.0;3452.0;1037.0;7556.0;41.0;1215.0;2045.0;60.0;23.0;;;1873263.0;24550.0;943414.0;380724.0;87733.0;13356.0;152832.0;17107.0;425214.0;36351.0;725.0;19572.0;291.0;6877.0;1873263.0;1843.0;68429.0;6871.0;14639.0;2079.0;10226.0;2502.0;87024.0;2925.0;155.0;8550.0;57.0;3219.0;92.0;98.0;84.0;82.0;93.0;98.0;83.0;84.0;1269216.0;0.0;0.0;937442.0;134093.0;194875.0;2806.0;315639.0;0.0;0.0;221219.0;49058.0;45303.0;59.0;101137.0;17854.0;10918.0;128963.0;12923.0;308622.0;33634.0;364.0;8739.0;231.0;3460.0
9;Nederland totaal;2014;337.0;0.0;3.0;61.0;65.0;56.0;116.0;2.0;16.0;16.0;1.0;1.0;;;30237.0;0.0;104.0;10555.0;4574.0;1277.0;9470.0;49.0;1608.0;2480.0;91.0;29.0;;;24199.0;0.0;112.0;8656.0;3446.0;1025.0;7582.0;41.0;1209.0;2045.0;60.0;23.0;;;1841316.0;25326.0;977237.0;394110.0;89627.0;13523.0;142548.0;16515.0;397795.0;36798.0;560.0;18202.0;272.0;6726.0;1841316.0;1831.0;67013.0;6473.0;14101.0;2179.0;8134.0;2208.0;73021.0;2298.0;169.0;7551.0;59.0;3246.0;93.0;98.0;85.0;83.0;93.0;98.0;84.0;84.0;1277852.0;0.0;0.0;994842.0;137726.0;145284.0;0.0;319704.0;0.0;0.0;237092.0;49485.0;33128.0;0.0;105092.0;18069.0;10900.0;128940.0;14018.0;299301.0;31267.0;313.0;9050.0;219.0;3186.0
