ID;RegioS;LadenLossen;BinnenlandseInternationaleVaart;Perioden;TotaalGewicht_1;LandbouwProductenDieren_2;VoedingsProductenVeevoeder_3;VasteBrandstoffen_4;AardolienAardolieproducten_5;ErtsenEnMetaalresiduen_6;MetalenMetalenHalffabrikaten_7;RuweMineralenEnBouwmaterialen_8;Meststoffen_9;ChemischeProducten_10;OverigeGoederenEnFabrikaten_11
17;0;Totaal geladen en gelost;Binnenlandse vaart;2002;203539;5466;17322;4346;34212;3087;1753;105751;3103;10770;17730
18;0;Totaal geladen en gelost;Binnenlandse vaart;2003;190200;4780;13211;6123;32573;3537;1916;97306;2857;9762;18133
19;0;Totaal geladen en gelost;Binnenlandse vaart;2004;198393;5263;14656;6037;36390;4261;2208;94933;2946;10419;21278
20;0;Totaal geladen en gelost;Binnenlandse vaart;2005;190006;2597;13635;5465;38815;3238;2158;85309;2542;11023;25224
21;0;Totaal geladen en gelost;Binnenlandse vaart;2006*;194903;3108;13868;5451;39413;2850;2573;79834;2099;9989;35718
22;0;Totaal geladen en gelost;Internationale vaart;1996;170085;5544;9808;13842;34418;34813;3630;38298;3947;11339;14447
23;0;Totaal geladen en gelost;Internationale vaart;1997;190202;5432;10760;17464;35533;37899;4239;41189;4726;12222;20738
24;0;Totaal geladen en gelost;Internationale vaart;1998;184128;5213;10382;18338;31998;37324;6077;39926;4094;11478;19299
25;0;Totaal geladen en gelost;Internationale vaart;1999;176308;5215;9890;16359;31412;34483;4063;38692;4287;11996;19911
26;0;Totaal geladen en gelost;Internationale vaart;2000;173150;5539;9200;18222;28799;33340;4251;35996;4221;12655;20929
27;0;Totaal geladen en gelost;Internationale vaart;2001;186139;6623;11089;22576;31872;33333;6319;37308;3610;12512;20895
28;0;Totaal geladen en gelost;Internationale vaart;2002;176841;5891;10204;23370;28794;32807;4729;33821;4085;14648;18491
29;0;Totaal geladen en gelost;Internationale vaart;2003;167085;5365;9441;20400;27498;33060;4584;30612;2922;13999;19205
30;0;Totaal geladen en gelost;Internationale vaart;2004;185532;5612;10105;23311;31157;35225;5915;31076;3044;15828;24260
31;0;Totaal geladen en gelost;Internationale vaart;2005;184187;5233;10746;21191;31979;33658;5813;30769;2903;16355;25542
32;0;Totaal geladen en gelost;Internationale vaart;2006*;190008;5377;10159;22855;33478;33043;5966;32592;2831;17146;26560
33;0;Geladen;Totaal binnenlandse/internationale vaart;1996;210322;3520;17014;17453;44980;34286;2223;63143;4872;9410;13420
34;0;Geladen;Totaal binnenlandse/internationale vaart;1997;234227;2396;15356;21634;48745;36073;2553;73579;5489;11879;16522
35;0;Geladen;Totaal binnenlandse/internationale vaart;1998;229612;2025;18647;22596;42580;36467;3964;71305;5334;10326;16367
36;0;Geladen;Totaal binnenlandse/internationale vaart;1999;222671;3292;15048;19816;40740;34109;2683;72377;5321;11306;17980
37;0;Geladen;Totaal binnenlandse/internationale vaart;2000;224852;3514;15075;19818;37473;33387;2749;75875;5419;12299;19243
38;0;Geladen;Totaal binnenlandse/internationale vaart;2001;239456;3829;16993;24320;46004;33224;3752;75441;4322;14176;17397
39;0;Geladen;Totaal binnenlandse/internationale vaart;2002;225182;3662;16441;24534;40769;33350;3351;66296;5027;15115;16637
40;0;Geladen;Totaal binnenlandse/internationale vaart;2003;211083;3609;13664;22398;38614;33648;3438;60941;3736;13802;17232
41;0;Geladen;Totaal binnenlandse/internationale vaart;2004;224646;3995;14091;24839;42044;35771;4364;60050;3728;14695;21069
42;0;Geladen;Totaal binnenlandse/internationale vaart;2005;218411;1984;13827;22618;43916;33732;4633;55550;3380;15108;23663
43;0;Geladen;Totaal binnenlandse/internationale vaart;2006*;223056;2398;13276;24315;45419;33008;4873;52395;3145;15043;29183
44;0;Geladen;Binnenlandse vaart;1996;88416;2195;9752;4463;14478;1262;650;46875;1655;2534;4551
45;0;Geladen;Binnenlandse vaart;1997;95592;1258;7539;4847;16300;592;694;54842;1430;3641;4449
46;0;Geladen;Binnenlandse vaart;1998;97724;1272;11399;4951;13573;568;709;54537;1891;3352;5474
47;0;Geladen;Binnenlandse vaart;1999;99070;2561;8257;3979;12705;1118;564;56572;1798;3479;8036
48;0;Geladen;Binnenlandse vaart;2000;102029;2568;8276;2133;12369;1518;522;59606;1909;4128;9000
49;0;Geladen;Binnenlandse vaart;2001;108914;2579;8517;2363;18494;1234;698;59875;1422;5857;7875
50;0;Geladen;Binnenlandse vaart;2002;101769;2733;8661;2173;17106;1543;877;52876;1551;5385;8865
51;0;Geladen;Binnenlandse vaart;2003;95100;2390;6606;3062;16287;1769;958;48653;1429;4881;9066
52;0;Geladen;Binnenlandse vaart;2004;99197;2632;7328;3019;18195;2131;1104;47467;1473;5209;10639
53;0;Geladen;Binnenlandse vaart;2005;95003;1299;6817;2732;19407;1619;1079;42655;1271;5512;12612
54;0;Geladen;Binnenlandse vaart;2006*;97451;1554;6934;2725;19706;1425;1286;39917;1049;4994;17859
55;0;Geladen;Internationale vaart;1996;121906;1325;7262;12991;30502;33024;1573;16268;3217;6876;8869
56;0;Geladen;Internationale vaart;1997;138635;1138;7817;16787;32446;35481;1859;18736;4059;8238;12074
57;0;Geladen;Internationale vaart;1998;131888;753;7248;17646;29007;35899;3255;16768;3444;6974;10894
58;0;Geladen;Internationale vaart;1999;123601;730;6791;15836;28035;32991;2119;15804;3524;7827;9944
59;0;Geladen;Internationale vaart;2000;122824;946;6799;17685;25104;31869;2227;16269;3510;8172;10244
60;0;Geladen;Internationale vaart;2001;130543;1250;8476;21957;27509;31989;3054;15566;2899;8319;9523
61;0;Geladen;Internationale vaart;2002;123413;929;7780;22362;23663;31807;2474;13421;3476;9730;7772
62;0;Geladen;Internationale vaart;2003;115983;1219;7059;19337;22327;31880;2480;12288;2308;8921;8165
63;0;Geladen;Internationale vaart;2004;125449;1363;6763;21820;23849;33640;3260;12584;2255;9485;10430
64;0;Geladen;Internationale vaart;2005;123408;685;7009;19885;24509;32113;3554;12895;2109;9597;11051
65;0;Geladen;Internationale vaart;2006*;125605;844;6342;21590;25712;31583;3587;12478;2095;10048;11324
66;0;Gelost;Totaal binnenlandse/internationale vaart;1996;136595;6413;12299;5314;18394;3051;2708;68906;2385;6997;10129
67;0;Gelost;Totaal binnenlandse/internationale vaart;1997;147159;5552;10482;5525;19387;3010;3073;77295;2098;7624;13113
68;0;Gelost;Totaal binnenlandse/internationale vaart;1998;149964;5732;14533;5643;16564;1992;3530;77695;2541;7856;13879
69;0;Gelost;Totaal binnenlandse/internationale vaart;1999;151776;7046;11356;4502;16082;2609;2508;79461;2561;7648;18003
70;0;Gelost;Totaal binnenlandse/internationale vaart;2000;152355;7160;10677;2670;16064;2989;2547;79333;2620;8610;19685
71;0;Gelost;Totaal binnenlandse/internationale vaart;2001;164510;7952;11130;2982;22857;2578;3964;81617;2133;10050;19248
72;0;Gelost;Totaal binnenlandse/internationale vaart;2002;155197;7694;11085;3181;22237;2544;3132;73276;2161;10303;19583
73;0;Gelost;Totaal binnenlandse/internationale vaart;2003;146202;6536;8988;4125;21458;2949;3061;66977;2043;9960;20106
74;0;Gelost;Totaal binnenlandse/internationale vaart;2004;159280;6881;10670;4510;25504;3715;3759;65959;2262;11552;24469
75;0;Gelost;Totaal binnenlandse/internationale vaart;2005;155782;5846;10553;4038;26878;3164;3338;60528;2066;12270;27102
76;0;Gelost;Totaal binnenlandse/internationale vaart;2006*;161855;6087;10751;3990;27472;2885;3666;60031;1785;12092;33095
77;0;Gelost;Binnenlandse vaart;1996;88416;2195;9752;4463;14478;1262;650;46875;1655;2534;4551
78;0;Gelost;Binnenlandse vaart;1997;95592;1258;7539;4847;16300;592;694;54842;1430;3641;4449
79;0;Gelost;Binnenlandse vaart;1998;97724;1272;11399;4951;13573;568;709;54537;1891;3352;5474
80;0;Gelost;Binnenlandse vaart;1999;99070;2561;8257;3979;12705;1118;564;56572;1798;3479;8036
81;0;Gelost;Binnenlandse vaart;2000;102029;2568;8276;2133;12369;1518;522;59606;1909;4128;9000
82;0;Gelost;Binnenlandse vaart;2001;108914;2579;8517;2363;18494;1234;698;59875;1422;5857;7875
83;0;Gelost;Binnenlandse vaart;2002;101769;2733;8661;2173;17106;1543;877;52876;1551;5385;8865
84;0;Gelost;Binnenlandse vaart;2003;95100;2390;6606;3062;16287;1769;958;48653;1429;4881;9066
85;0;Gelost;Binnenlandse vaart;2004;99197;2632;7328;3019;18195;2131;1104;47467;1473;5209;10639
86;0;Gelost;Binnenlandse vaart;2005;95003;1299;6817;2732;19407;1619;1079;42655;1271;5512;12612
87;0;Gelost;Binnenlandse vaart;2006*;97451;1554;6934;2725;19706;1425;1286;39917;1049;4994;17859
88;0;Gelost;Internationale vaart;1996;48179;4219;2546;851;3916;1789;2057;22030;730;4463;5578
89;0;Gelost;Internationale vaart;1997;51567;4294;2943;677;3087;2418;2379;22453;668;3983;8664
90;0;Gelost;Internationale vaart;1998;52240;4460;3134;692;2991;1424;2821;23158;650;4504;8406
91;0;Gelost;Internationale vaart;1999;52707;4485;3099;523;3377;1491;1944;22888;764;4169;9967
92;0;Gelost;Internationale vaart;2000;50326;4592;2401;537;3695;1471;2024;19727;711;4483;10685
93;0;Gelost;Internationale vaart;2001;55597;5373;2614;619;4363;1344;3266;21742;710;4193;11373
94;0;Gelost;Internationale vaart;2002;53428;4962;2424;1008;5131;1001;2255;20400;610;4918;10719
95;0;Gelost;Internationale vaart;2003;51102;4146;2383;1063;5171;1180;2103;18324;614;5078;11040
96;0;Gelost;Internationale vaart;2004;60083;4249;3342;1491;7308;1584;2655;18492;789;6342;13830
97;0;Gelost;Internationale vaart;2005;60779;4547;3736;1305;7470;1545;2259;17874;794;6758;14490
98;0;Gelost;Internationale vaart;2006*;64404;4533;3817;1265;7766;1460;2379;20114;736;7098;15236
99;10000;Totaal geladen en gelost;Totaal binnenlandse/internationale vaart;1996;4110;112;123;35;740;62;41;2255;176;342;226
100;10000;Totaal geladen en gelost;Totaal binnenlandse/internationale vaart;1997;5486;204;148;32;649;146;141;2938;154;806;268
101;10000;Totaal geladen en gelost;Totaal binnenlandse/internationale vaart;1998;5988;226;183;54;528;164;116;3265;136;902;412
102;10000;Totaal geladen en gelost;Totaal binnenlandse/internationale vaart;1999;7193;332;236;50;705;144;123;3382;205;1260;756
103;10000;Totaal geladen en gelost;Totaal binnenlandse/internationale vaart;2000;7223;345;156;67;427;142;103;3829;275;1072;805
104;10000;Totaal geladen en gelost;Totaal binnenlandse/internationale vaart;2001;7614;522;272;94;676;113;160;3870;153;1251;503
105;10000;Totaal geladen en gelost;Totaal binnenlandse/internationale vaart;2002;7587;424;293;59;880;113;120;3699;186;1252;561
106;10000;Totaal geladen en gelost;Totaal binnenlandse/internationale vaart;2003;9198;326;376;46;1062;124;56;5123;133;1186;766
107;10000;Totaal geladen en gelost;Totaal binnenlandse/internationale vaart;2004;7750;240;349;61;1042;157;70;3770;154;940;967
108;10000;Totaal geladen en gelost;Totaal binnenlandse/internationale vaart;2005;8819;259;492;81;1079;214;75;4381;148;1163;926
109;10000;Totaal geladen en gelost;Totaal binnenlandse/internationale vaart;2006*;8962;250;457;59;1096;210;87;5072;98;843;790
110;10000;Totaal geladen en gelost;Binnenlandse vaart;1996;1910;54;98;6;689;35;11;628;132;67;190
111;10000;Totaal geladen en gelost;Binnenlandse vaart;1997;2850;67;128;14;623;27;6;1214;98;425;247
112;10000;Totaal geladen en gelost;Binnenlandse vaart;1998;3636;94;164;24;461;61;3;1787;103;546;394
113;10000;Totaal geladen en gelost;Binnenlandse vaart;1999;4343;172;227;11;661;35;26;1683;168;657;701
114;10000;Totaal geladen en gelost;Binnenlandse vaart;2000;4848;195;132;17;386;80;6;2453;240;581;758
115;10000;Totaal geladen en gelost;Binnenlandse vaart;2001;4920;281;243;42;564;60;39;2348;116;758;470
116;10000;Totaal geladen en gelost;Binnenlandse vaart;2002;5100;268;260;33;769;66;4;2303;146;720;532
117;10000;Totaal geladen en gelost;Binnenlandse vaart;2003;6660;158;337;24;980;92;17;3618;110;606;717
118;10000;Totaal geladen en gelost;Binnenlandse vaart;2004;5650;120;306;16;955;116;20;2654;128;435;900
119;10000;Totaal geladen en gelost;Binnenlandse vaart;2005;6271;96;390;47;952;193;14;3276;103;399;802
120;10000;Totaal geladen en gelost;Binnenlandse vaart;2006*;6877;103;383;21;969;185;27;4084;68;349;689
121;10000;Totaal geladen en gelost;Internationale vaart;1996;2200;58;25;29;51;26;29;1627;44;274;36
122;10000;Totaal geladen en gelost;Internationale vaart;1997;2636;137;20;18;25;119;135;1724;56;380;21
123;10000;Totaal geladen en gelost;Internationale vaart;1998;2352;132;20;30;67;104;114;1478;34;356;19
124;10000;Totaal geladen en gelost;Internationale vaart;1999;2850;160;8;39;44;109;97;1698;37;603;55
125;10000;Totaal geladen en gelost;Internationale vaart;2000;2375;151;24;50;41;63;97;1376;35;492;46
126;10000;Totaal geladen en gelost;Internationale vaart;2001;2694;241;29;52;112;53;122;1522;37;493;34
127;10000;Totaal geladen en gelost;Internationale vaart;2002;2487;157;33;26;111;47;115;1396;40;532;29
128;10000;Totaal geladen en gelost;Internationale vaart;2003;2538;168;39;22;82;32;39;1505;23;580;49
129;10000;Totaal geladen en gelost;Internationale vaart;2004;2101;120;44;44;87;41;50;1116;26;505;67
130;10000;Totaal geladen en gelost;Internationale vaart;2005;2547;164;102;34;127;21;61;1105;45;764;124
131;10000;Totaal geladen en gelost;Internationale vaart;2006*;2085;147;74;38;126;26;61;988;30;494;101
132;10000;Geladen;Totaal binnenlandse/internationale vaart;1996;1666;78;64;2;165;34;24;840;23;295;141
133;10000;Geladen;Totaal binnenlandse/internationale vaart;1997;2072;146;77;2;131;47;30;894;15;546;186
134;10000;Geladen;Totaal binnenlandse/internationale vaart;1998;2467;187;87;4;86;96;32;1023;4;694;252
135;10000;Geladen;Totaal binnenlandse/internationale vaart;1999;3154;199;166;7;60;68;53;1014;21;1030;537
136;10000;Geladen;Totaal binnenlandse/internationale vaart;2000;3670;247;77;3;41;92;13;1753;30;810;604
137;10000;Geladen;Totaal binnenlandse/internationale vaart;2001;3586;428;147;7;27;66;21;1583;36;928;343
138;10000;Geladen;Totaal binnenlandse/internationale vaart;2002;3377;290;166;3;73;71;36;1373;50;930;385
139;10000;Geladen;Totaal binnenlandse/internationale vaart;2003;5166;229;274;5;249;53;44;2802;45;925;540
140;10000;Geladen;Totaal binnenlandse/internationale vaart;2004;4147;168;235;8;247;59;61;1995;43;749;583
141;10000;Geladen;Totaal binnenlandse/internationale vaart;2005;4193;141;338;9;242;37;44;2016;21;814;532
142;10000;Geladen;Totaal binnenlandse/internationale vaart;2006*;4102;112;308;3;312;50;40;2324;2;533;418
143;10000;Geladen;Binnenlandse vaart;1996;729;49;53;0;132;33;11;270;10;61;111
144;10000;Geladen;Binnenlandse vaart;1997;1117;66;69;0;114;26;5;353;9;300;174
145;10000;Geladen;Binnenlandse vaart;1998;1574;94;78;0;62;60;1;627;0;405;248
146;10000;Geladen;Binnenlandse vaart;1999;1928;102;163;0;48;25;16;545;17;507;506
147;10000;Geladen;Binnenlandse vaart;2000;2471;141;69;3;40;61;3;1188;26;367;575
148;10000;Geladen;Binnenlandse vaart;2001;2380;240;139;4;23;36;6;1044;28;540;321
149;10000;Geladen;Binnenlandse vaart;2002;2328;190;158;1;35;48;2;1038;35;456;365
150;10000;Geladen;Binnenlandse vaart;2003;3836;113;258;3;219;25;8;2195;41;454;519
151;10000;Geladen;Binnenlandse vaart;2004;2909;83;204;6;205;26;13;1507;37;290;537
152;10000;Geladen;Binnenlandse vaart;2005;2981;71;283;5;181;23;2;1679;15;266;455
153;10000;Geladen;Binnenlandse vaart;2006*;3200;59;283;1;239;27;0;2020;2;224;343
154;10000;Geladen;Internationale vaart;1996;937;29;11;2;33;0;14;570;14;234;30
155;10000;Geladen;Internationale vaart;1997;955;79;8;2;17;21;25;541;6;245;12
156;10000;Geladen;Internationale vaart;1998;893;94;9;4;24;36;31;397;4;289;4
157;10000;Geladen;Internationale vaart;1999;1226;96;4;7;12;43;37;469;4;523;31
158;10000;Geladen;Internationale vaart;2000;1200;106;9;1;1;31;11;566;4;443;29
159;10000;Geladen;Internationale vaart;2001;1206;188;8;3;4;30;16;539;8;387;23
160;10000;Geladen;Internationale vaart;2002;1049;100;8;2;38;23;34;335;15;474;20
161;10000;Geladen;Internationale vaart;2003;1330;116;16;1;30;28;35;607;5;471;20
162;10000;Geladen;Internationale vaart;2004;1238;84;32;2;42;33;47;488;5;459;46
163;10000;Geladen;Internationale vaart;2005;1212;70;55;4;61;13;42;337;6;548;76
164;10000;Geladen;Internationale vaart;2006*;903;52;25;2;73;23;40;304;0;309;74
165;10000;Gelost;Totaal binnenlandse/internationale vaart;1996;2444;34;59;33;575;28;16;1415;152;47;85
166;10000;Gelost;Totaal binnenlandse/internationale vaart;1997;3413;58;71;31;518;99;111;2044;139;260;82
167;10000;Gelost;Totaal binnenlandse/internationale vaart;1998;3521;39;96;50;442;68;84;2241;132;208;161
168;10000;Gelost;Totaal binnenlandse/internationale vaart;1999;4039;134;69;43;645;76;70;2368;184;230;219
169;10000;Gelost;Totaal binnenlandse/internationale vaart;2000;3553;99;79;64;386;50;90;2076;245;262;201
170;10000;Gelost;Totaal binnenlandse/internationale vaart;2001;4029;94;125;87;649;47;139;2287;117;323;160
171;10000;Gelost;Totaal binnenlandse/internationale vaart;2002;4210;134;127;56;807;42;84;2326;136;322;176
172;10000;Gelost;Totaal binnenlandse/internationale vaart;2003;4032;97;102;42;813;70;12;2321;88;261;226
173;10000;Gelost;Totaal binnenlandse/internationale vaart;2004;3603;73;114;53;795;98;10;1775;111;190;384
174;10000;Gelost;Totaal binnenlandse/internationale vaart;2005;4625;118;154;72;837;177;31;2366;127;349;395
175;10000;Gelost;Totaal binnenlandse/internationale vaart;2006*;4860;138;149;56;784;160;47;2748;96;310;372
176;10000;Gelost;Binnenlandse vaart;1996;1181;5;45;6;557;2;1;358;122;7;79
177;10000;Gelost;Binnenlandse vaart;1997;1733;1;59;14;509;1;0;861;89;125;73
178;10000;Gelost;Binnenlandse vaart;1998;2062;1;85;24;399;1;2;1160;103;141;146
179;10000;Gelost;Binnenlandse vaart;1999;2415;70;65;11;613;10;10;1139;151;151;195
180;10000;Gelost;Binnenlandse vaart;2000;2377;54;64;15;346;19;3;1266;214;214;183
181;10000;Gelost;Binnenlandse vaart;2001;2540;41;104;38;541;24;33;1304;88;218;149
182;10000;Gelost;Binnenlandse vaart;2002;2772;78;103;32;734;18;2;1265;111;264;167
183;10000;Gelost;Binnenlandse vaart;2003;2824;45;79;21;761;67;9;1424;70;152;197
184;10000;Gelost;Binnenlandse vaart;2004;2741;37;102;10;750;89;7;1147;90;145;363
185;10000;Gelost;Binnenlandse vaart;2005;3290;24;107;42;770;169;12;1597;88;133;347
186;10000;Gelost;Binnenlandse vaart;2006*;3678;44;100;20;730;157;27;2064;66;125;345
187;10000;Gelost;Internationale vaart;1996;1263;29;14;27;18;26;16;1057;30;40;6
188;10000;Gelost;Internationale vaart;1997;1680;57;12;17;9;98;111;1183;50;135;9
189;10000;Gelost;Internationale vaart;1998;1459;38;11;26;43;68;82;1081;29;67;15
190;10000;Gelost;Internationale vaart;1999;1624;64;4;32;32;66;60;1229;33;80;24
191;10000;Gelost;Internationale vaart;2000;1176;45;15;49;40;32;87;810;30;49;17
192;10000;Gelost;Internationale vaart;2001;1488;54;21;49;108;22;106;983;29;105;11
193;10000;Gelost;Internationale vaart;2002;1438;56;24;24;73;24;82;1061;25;59;9
194;10000;Gelost;Internationale vaart;2003;1208;51;23;21;52;4;4;897;19;108;29
195;10000;Gelost;Internationale vaart;2004;862;36;12;42;45;9;3;628;21;46;21
196;10000;Gelost;Internationale vaart;2005;1335;94;47;30;67;8;19;768;39;216;48
197;10000;Gelost;Internationale vaart;2006*;1182;94;50;36;54;2;20;685;30;185;27
198;Aalburg;Totaal geladen en gelost;Totaal binnenlandse/internationale vaart;1996;95;0;3;0;0;3;0;88;0;0;1
199;Aalburg;Totaal geladen en gelost;Totaal binnenlandse/internationale vaart;1997;33;0;0;0;0;1;0;32;0;0;0
200;Aalburg;Totaal geladen en gelost;Totaal binnenlandse/internationale vaart;1998;51;0;0;0;0;1;0;50;0;0;0
201;Aalburg;Totaal geladen en gelost;Totaal binnenlandse/internationale vaart;1999;72;0;0;0;0;0;0;72;0;0;0
202;Aalburg;Totaal geladen en gelost;Totaal binnenlandse/internationale vaart;2000;75;0;0;0;0;0;0;74;0;0;0
203;Aalburg;Totaal geladen en gelost;Totaal binnenlandse/internationale vaart;2001;64;0;0;0;0;0;0;64;0;0;0
204;Aalburg;Totaal geladen en gelost;Totaal binnenlandse/internationale vaart;2002;44;0;0;0;0;0;0;44;0;0;0
205;Aalburg;Totaal geladen en gelost;Totaal binnenlandse/internationale vaart;2003;46;0;0;0;0;0;0;46;0;0;0
206;Aalburg;Totaal geladen en gelost;Totaal binnenlandse/internationale vaart;2004;56;0;0;0;0;0;0;56;0;0;0
207;Aalburg;Totaal geladen en gelost;Totaal binnenlandse/internationale vaart;2005;56;0;0;0;0;0;0;56;0;0;0
208;Aalburg;Totaal geladen en gelost;Totaal binnenlandse/internationale vaart;2006*;0;0;0;0;0;0;0;0;0;0;0
209;Aalburg;Totaal geladen en gelost;Binnenlandse vaart;1996;91;0;2;0;0;3;0;86;0;0;0
210;Aalburg;Totaal geladen en gelost;Binnenlandse vaart;1997;33;0;0;0;0;1;0;32;0;0;0
211;Aalburg;Totaal geladen en gelost;Binnenlandse vaart;1998;47;0;0;0;0;1;0;46;0;0;0
212;Aalburg;Totaal geladen en gelost;Binnenlandse vaart;1999;71;0;0;0;0;0;0;71;0;0;0
213;Aalburg;Totaal geladen en gelost;Binnenlandse vaart;2000;75;0;0;0;0;0;0;74;0;0;0
214;Aalburg;Totaal geladen en gelost;Binnenlandse vaart;2001;64;0;0;0;0;0;0;64;0;0;0
215;Aalburg;Totaal geladen en gelost;Binnenlandse vaart;2002;42;0;0;0;0;0;0;41;0;0;0
216;Aalburg;Totaal geladen en gelost;Binnenlandse vaart;2003;46;0;0;0;0;0;0;46;0;0;0
217;Aalburg;Totaal geladen en gelost;Binnenlandse vaart;2004;56;0;0;0;0;0;0;56;0;0;0
218;Aalburg;Totaal geladen en gelost;Binnenlandse vaart;2005;56;0;0;0;0;0;0;56;0;0;0
219;Aalburg;Totaal geladen en gelost;Binnenlandse vaart;2006*;0;0;0;0;0;0;0;0;0;0;0
220;Aalburg;Totaal geladen en gelost;Internationale vaart;1996;4;0;1;0;0;0;0;3;0;0;1
221;Aalburg;Totaal geladen en gelost;Internationale vaart;1997;0;0;0;0;0;0;0;0;0;0;0
222;Aalburg;Totaal geladen en gelost;Internationale vaart;1998;4;0;0;0;0;0;0;4;0;0;0
223;Aalburg;Totaal geladen en gelost;Internationale vaart;1999;1;0;0;0;0;0;0;1;0;0;0
224;Aalburg;Totaal geladen en gelost;Internationale vaart;2000;0;0;0;0;0;0;0;0;0;0;0
225;Aalburg;Totaal geladen en gelost;Internationale vaart;2001;0;0;0;0;0;0;0;0;0;0;0
226;Aalburg;Totaal geladen en gelost;Internationale vaart;2002;2;0;0;0;0;0;0;2;0;0;0
227;Aalburg;Totaal geladen en gelost;Internationale vaart;2003;0;0;0;0;0;0;0;0;0;0;0
228;Aalburg;Totaal geladen en gelost;Internationale vaart;2004;0;0;0;0;0;0;0;0;0;0;0
229;Aalburg;Totaal geladen en gelost;Internationale vaart;2005;0;0;0;0;0;0;0;0;0;0;0
230;Aalburg;Totaal geladen en gelost;Internationale vaart;2006*;0;0;0;0;0;0;0;0;0;0;0
231;Aalburg;Geladen;Totaal binnenlandse/internationale vaart;1996;6;0;3;0;0;0;0;3;0;0;0
232;Aalburg;Geladen;Totaal binnenlandse/internationale vaart;1997;1;0;0;0;0;0;0;1;0;0;0
233;Aalburg;Geladen;Totaal binnenlandse/internationale vaart;1998;0;0;0;0;0;0;0;0;0;0;0
234;Aalburg;Geladen;Totaal binnenlandse/internationale vaart;1999;27;0;0;0;0;0;0;27;0;0;0
235;Aalburg;Geladen;Totaal binnenlandse/internationale vaart;2000;1;0;0;0;0;0;0;1;0;0;0
236;Aalburg;Geladen;Totaal binnenlandse/internationale vaart;2001;0;0;0;0;0;0;0;0;0;0;0
237;Aalburg;Geladen;Totaal binnenlandse/internationale vaart;2002;9;0;0;0;0;0;0;9;0;0;0
238;Aalburg;Geladen;Totaal binnenlandse/internationale vaart;2003;0;0;0;0;0;0;0;0;0;0;0
239;Aalburg;Geladen;Totaal binnenlandse/internationale vaart;2004;0;0;0;0;0;0;0;0;0;0;0
240;Aalburg;Geladen;Totaal binnenlandse/internationale vaart;2005;0;0;0;0;0;0;0;0;0;0;0
241;Aalburg;Geladen;Totaal binnenlandse/internationale vaart;2006*;0;0;0;0;0;0;0;0;0;0;0
242;Aalburg;Geladen;Binnenlandse vaart;1996;5;0;2;0;0;0;0;3;0;0;0
243;Aalburg;Geladen;Binnenlandse vaart;1997;1;0;0;0;0;0;0;1;0;0;0
