ID;Kenmerken;RegioS;Perioden;Geborenen_1;Levendgeborenen_2;Doodgeborenen_3;Overleden1eWeek_4;PerinataleSterfteTMDag7_5;DoodgeborenenPer1000Geborenen_6;Overleden1eWeek1000Levendgeborenen_7;PerinatStTMDag71000Geborenen_8;Geborenen_9;Levendgeborenen_10;Doodgeborenen_11;NeonataleSterfte_12;PerinataleSterfteTMDag28_13;DoodgeborenenPer1000Geborenen_14;NeonataleSterfte1000Levendgeborenen_15;PerinatStTMDag281000Geborenen_16;Levendgeborenen_17;Overleden1eWeek_18;NeonataleSterfte_19;Zuigelingensterfte_20;Overleden1eWeek1000Levendgeborenen_21;NeonataleSterfte1000Levendgeborenen_22;Zuigelingensterfte1000Levendgeborenen_23
411;Migratieachtergrond: met migratieacht...;Nederland;2007;47140;46810;330.0;163.0;492.0;7.0;3.5;10.4;47140;46810;330.0;207.0;537.0;7.0;4.4;11.4;46810;163.0;207.0;269.0;3.5;4.4;5.8
412;Migratieachtergrond: met migratieacht...;Nederland;2008;48169;47804;365.0;146.0;512.0;7.6;3.1;10.6;48169;47804;365.0;181.0;547.0;7.6;3.8;11.3;47804;146.0;181.0;243.0;3.1;3.8;5.1
413;Migratieachtergrond: met migratieacht...;Nederland;2009;48846;48504;342.0;146.0;488.0;7.0;3.0;10.0;48846;48504;342.0;190.0;532.0;7.0;3.9;10.9;48504;146.0;190.0;262.0;3.0;3.9;5.4
414;Migratieachtergrond: met migratieacht...;Nederland;2010;50052;49737;315.0;130.0;445.0;6.3;2.6;8.9;50052;49737;315.0;170.0;485.0;6.3;3.4;9.7;49737;130.0;170.0;239.0;2.6;3.4;4.8
415;Migratieachtergrond: met migratieacht...;Nederland;2011;49767;49470;297.0;129.0;426.0;6.0;2.6;8.6;49767;49470;297.0;167.0;464.0;6.0;3.4;9.3;49470;129.0;167.0;220.0;2.6;3.4;4.4
416;Migratieachtergrond: met migratieacht...;Nederland;2012;50167;49836;331.0;131.0;462.0;6.6;2.6;9.2;50167;49836;331.0;183.0;514.0;6.6;3.7;10.2;49836;131.0;183.0;264.0;2.6;3.7;5.3
417;Migratieachtergrond: met migratieacht...;Nederland;2013;49142;48891;251.0;138.0;389.0;5.1;2.8;7.9;49142;48891;251.0;176.0;427.0;5.1;3.6;8.7;48891;138.0;176.0;218.0;2.8;3.6;4.5
418;Migratieachtergrond: met migratieacht...;Nederland;2014;51326;51028;299.0;160.0;459.0;5.8;3.1;8.9;51326;51028;299.0;209.0;507.0;5.8;4.1;9.9;51028;160.0;209.0;275.0;3.1;4.1;5.4
419;Migratieachtergrond: met migratieacht...;Nederland;2015;51783;51472;311.0;132.0;443.0;6.0;2.6;8.6;51783;51472;311.0;178.0;489.0;6.0;3.5;9.4;51472;132.0;178.0;225.0;2.6;3.5;4.4
420;Migratieachtergrond: met migratieacht...;Noord-Nederland (LD);2004;2340;2322;18.0;;20.0;7.5;;8.6;2340;2322;18.0;;20.0;7.5;;8.6;2322;;;;;;
421;Migratieachtergrond: met migratieacht...;Noord-Nederland (LD);2005;2178;2157;21.0;7.0;28.0;9.7;3.3;13.0;2178;2157;21.0;9.0;30.0;9.7;4.3;14.0;2157;7.0;9.0;13.0;3.3;4.3;5.9
422;Migratieachtergrond: met migratieacht...;Noord-Nederland (LD);2006;2328;2312;16.0;9.0;26.0;6.9;4.1;11.0;2328;2312;16.0;10.0;27.0;6.9;4.5;11.4;2312;9.0;10.0;13.0;4.1;4.5;5.4
423;Migratieachtergrond: met migratieacht...;Noord-Nederland (LD);2007;2173;2161;12.0;6.0;19.0;5.7;2.9;8.6;2173;2161;12.0;7.0;20.0;5.7;3.4;9.1;2161;6.0;7.0;10.0;2.9;3.4;4.6
424;Migratieachtergrond: met migratieacht...;Noord-Nederland (LD);2008;2154;2139;15.0;10.0;25.0;7.0;4.7;11.7;2154;2139;15.0;11.0;26.0;7.0;5.2;12.1;2139;10.0;11.0;13.0;4.7;5.2;6.2
425;Migratieachtergrond: met migratieacht...;Noord-Nederland (LD);2009;2262;2243;19.0;5.0;25.0;8.5;2.4;10.9;2262;2243;19.0;6.0;26.0;8.5;2.9;11.4;2243;5.0;6.0;13.0;2.4;2.9;5.6
426;Migratieachtergrond: met migratieacht...;Noord-Nederland (LD);2010;2199;2181;18.0;6.0;24.0;8.3;2.8;11.0;2199;2181;18.0;8.0;26.0;8.3;3.8;12.0;2181;6.0;8.0;13.0;2.8;3.8;6.1
427;Migratieachtergrond: met migratieacht...;Noord-Nederland (LD);2011;2243;2229;14.0;;18.0;6.3;;8.2;2243;2229;14.0;6.0;20.0;6.3;2.8;9.1;2229;;6.0;7.0;;2.8;3.3
428;Migratieachtergrond: met migratieacht...;Noord-Nederland (LD);2012;2213;2196;16.0;7.0;23.0;7.4;3.3;10.6;2213;2196;16.0;10.0;27.0;7.4;4.7;12.0;2196;7.0;10.0;15.0;3.3;4.7;7.0
429;Migratieachtergrond: met migratieacht...;Noord-Nederland (LD);2013;2168;2154;13.0;9.0;23.0;6.0;4.2;10.6;2168;2154;13.0;10.0;24.0;6.0;4.6;11.1;2154;9.0;10.0;16.0;4.2;4.6;7.4
430;Migratieachtergrond: met migratieacht...;Noord-Nederland (LD);2014;2227;2216;11.0;5.0;16.0;4.9;2.3;7.2;2227;2216;11.0;5.0;16.0;4.9;2.3;7.2;2216;5.0;5.0;11.0;2.3;2.3;5.1
431;Migratieachtergrond: met migratieacht...;Noord-Nederland (LD);2015;2263;2253;10.0;5.0;14.0;4.3;2.0;6.3;2263;2253;10.0;9.0;18.0;4.3;3.8;8.1;2253;5.0;9.0;14.0;2.0;3.8;6.1
432;Migratieachtergrond: met migratieacht...;Oost-Nederland (LD);2004;7747;7688;59.0;18.0;77.0;7.6;2.3;9.9;7747;7688;59.0;21.0;80.0;7.6;2.7;10.3;7688;18.0;21.0;29.0;2.3;2.7;3.8
433;Migratieachtergrond: met migratieacht...;Oost-Nederland (LD);2005;7642;7594;48.0;37.0;85.0;6.3;4.9;11.1;7642;7594;48.0;44.0;92.0;6.3;5.9;12.1;7594;37.0;44.0;63.0;4.9;5.9;8.3
434;Migratieachtergrond: met migratieacht...;Oost-Nederland (LD);2006;7521;7457;64.0;25.0;89.0;8.5;3.4;11.8;7521;7457;64.0;32.0;96.0;8.5;4.3;12.8;7457;25.0;32.0;42.0;3.4;4.3;5.6
435;Migratieachtergrond: met migratieacht...;Oost-Nederland (LD);2007;7570;7513;57.0;35.0;92.0;7.6;4.6;12.1;7570;7513;57.0;41.0;98.0;7.6;5.4;12.9;7513;35.0;41.0;50.0;4.6;5.4;6.7
436;Migratieachtergrond: met migratieacht...;Oost-Nederland (LD);2008;7550;7493;57.0;25.0;82.0;7.5;3.3;10.8;7550;7493;57.0;29.0;86.0;7.5;3.9;11.4;7493;25.0;29.0;47.0;3.3;3.9;6.2
437;Migratieachtergrond: met migratieacht...;Oost-Nederland (LD);2009;7348;7305;44.0;29.0;72.0;5.9;3.9;9.8;7348;7305;44.0;39.0;83.0;5.9;5.3;11.2;7305;29.0;39.0;51.0;3.9;5.3;7.0
438;Migratieachtergrond: met migratieacht...;Oost-Nederland (LD);2010;7489;7454;35.0;14.0;49.0;4.7;1.8;6.5;7489;7454;35.0;19.0;54.0;4.7;2.5;7.2;7454;14.0;19.0;28.0;1.8;2.5;3.8
439;Migratieachtergrond: met migratieacht...;Oost-Nederland (LD);2011;7315;7261;53.0;26.0;79.0;7.3;3.6;10.8;7315;7261;53.0;30.0;84.0;7.3;4.1;11.4;7261;26.0;30.0;40.0;3.6;4.1;5.6
440;Migratieachtergrond: met migratieacht...;Oost-Nederland (LD);2012;7216;7168;48.0;19.0;67.0;6.6;2.7;9.2;7216;7168;48.0;27.0;75.0;6.6;3.8;10.4;7168;19.0;27.0;32.0;2.7;3.8;4.5
441;Migratieachtergrond: met migratieacht...;Oost-Nederland (LD);2013;7255;7209;46.0;18.0;64.0;6.3;2.5;8.8;7255;7209;46.0;22.0;67.0;6.3;3.1;9.2;7209;18.0;22.0;25.0;2.5;3.1;3.5
442;Migratieachtergrond: met migratieacht...;Oost-Nederland (LD);2014;7385;7346;38.0;20.0;59.0;5.2;2.8;7.9;7385;7346;38.0;25.0;64.0;5.2;3.5;8.6;7346;20.0;25.0;37.0;2.8;3.5;5.0
443;Migratieachtergrond: met migratieacht...;Oost-Nederland (LD);2015;7532;7488;44.0;20.0;64.0;5.9;2.7;8.6;7532;7488;44.0;24.0;68.0;5.9;3.2;9.1;7488;20.0;24.0;28.0;2.7;3.2;3.8
444;Migratieachtergrond: met migratieacht...;West-Nederland (LD);2004;30518;30250;268.0;89.0;357.0;8.8;2.9;11.7;30518;30250;268.0;115.0;384.0;8.8;3.8;12.6;30250;89.0;115.0;161.0;2.9;3.8;5.3
445;Migratieachtergrond: met migratieacht...;West-Nederland (LD);2005;30114;29847;267.0;111.0;378.0;8.9;3.7;12.6;30114;29847;267.0;138.0;405.0;8.9;4.6;13.4;29847;111.0;138.0;180.0;3.7;4.6;6.0
446;Migratieachtergrond: met migratieacht...;West-Nederland (LD);2006;29927;29688;239.0;99.0;337.0;8.0;3.3;11.3;29927;29688;239.0;131.0;369.0;8.0;4.4;12.3;29688;99.0;131.0;163.0;3.3;4.4;5.5
447;Migratieachtergrond: met migratieacht...;West-Nederland (LD);2007;29895;29699;196.0;102.0;298.0;6.6;3.4;10.0;29895;29699;196.0;135.0;331.0;6.6;4.5;11.1;29699;102.0;135.0;174.0;3.4;4.5;5.9
448;Migratieachtergrond: met migratieacht...;West-Nederland (LD);2008;30891;30648;243.0;94.0;337.0;7.9;3.1;10.9;30891;30648;243.0;116.0;360.0;7.9;3.8;11.6;30648;94.0;116.0;153.0;3.1;3.8;5.0
449;Migratieachtergrond: met migratieacht...;West-Nederland (LD);2009;31459;31242;217.0;96.0;313.0;6.9;3.1;10.0;31459;31242;217.0;126.0;344.0;6.9;4.0;10.9;31242;96.0;126.0;170.0;3.1;4.0;5.4
450;Migratieachtergrond: met migratieacht...;West-Nederland (LD);2010;32478;32269;208.0;93.0;301.0;6.4;2.9;9.3;32478;32269;208.0;115.0;323.0;6.4;3.6;10.0;32269;93.0;115.0;157.0;2.9;3.6;4.9
451;Migratieachtergrond: met migratieacht...;West-Nederland (LD);2011;32503;32326;178.0;75.0;253.0;5.5;2.3;7.8;32503;32326;178.0;102.0;279.0;5.5;3.1;8.6;32326;75.0;102.0;137.0;2.3;3.1;4.2
452;Migratieachtergrond: met migratieacht...;West-Nederland (LD);2012;32887;32667;219.0;86.0;305.0;6.7;2.6;9.3;32887;32667;219.0;118.0;337.0;6.7;3.6;10.3;32667;86.0;118.0;178.0;2.6;3.6;5.5
453;Migratieachtergrond: met migratieacht...;West-Nederland (LD);2013;31962;31803;159.0;87.0;246.0;5.0;2.7;7.7;31962;31803;159.0;116.0;275.0;5.0;3.6;8.6;31803;87.0;116.0;141.0;2.7;3.6;4.4
454;Migratieachtergrond: met migratieacht...;West-Nederland (LD);2014;33683;33485;199.0;113.0;312.0;5.9;3.4;9.3;33683;33485;199.0;148.0;347.0;5.9;4.4;10.3;33485;113.0;148.0;189.0;3.4;4.4;5.6
455;Migratieachtergrond: met migratieacht...;West-Nederland (LD);2015;33682;33474;208.0;92.0;301.0;6.2;2.8;8.9;33682;33474;208.0;122.0;330.0;6.2;3.6;9.8;33474;92.0;122.0;153.0;2.8;3.6;4.6
456;Migratieachtergrond: met migratieacht...;Zuid-Nederland (LD);2004;7854;7804;50.0;27.0;77.0;6.3;3.5;9.8;7854;7804;50.0;31.0;80.0;6.3;3.9;10.2;7804;27.0;31.0;47.0;3.5;3.9;6.1
457;Migratieachtergrond: met migratieacht...;Zuid-Nederland (LD);2005;7657;7609;48.0;31.0;79.0;6.3;4.0;10.3;7657;7609;48.0;34.0;82.0;6.3;4.4;10.7;7609;31.0;34.0;45.0;4.0;4.4;5.9
458;Migratieachtergrond: met migratieacht...;Zuid-Nederland (LD);2006;7637;7569;68.0;18.0;85.0;8.9;2.3;11.2;7637;7569;68.0;24.0;92.0;8.9;3.2;12.0;7569;18.0;24.0;36.0;2.3;3.2;4.8
459;Migratieachtergrond: met migratieacht...;Zuid-Nederland (LD);2007;7502;7438;64.0;20.0;84.0;8.5;2.7;11.2;7502;7438;64.0;24.0;88.0;8.5;3.2;11.8;7438;20.0;24.0;35.0;2.7;3.2;4.7
460;Migratieachtergrond: met migratieacht...;Zuid-Nederland (LD);2008;7575;7524;50.0;17.0;67.0;6.7;2.3;8.9;7575;7524;50.0;24.0;75.0;6.7;3.2;9.9;7524;17.0;24.0;30.0;2.3;3.2;4.0
461;Migratieachtergrond: met migratieacht...;Zuid-Nederland (LD);2009;7776;7715;62.0;16.0;77.0;7.9;2.0;9.9;7776;7715;62.0;19.0;80.0;7.9;2.4;10.3;7715;16.0;19.0;28.0;2.0;2.4;3.6
462;Migratieachtergrond: met migratieacht...;Zuid-Nederland (LD);2010;7887;7833;54.0;17.0;71.0;6.8;2.2;9.0;7887;7833;54.0;28.0;81.0;6.8;3.5;10.3;7833;17.0;28.0;40.0;2.2;3.5;5.2
463;Migratieachtergrond: met migratieacht...;Zuid-Nederland (LD);2011;7706;7654;52.0;24.0;76.0;6.8;3.1;9.8;7706;7654;52.0;29.0;81.0;6.8;3.8;10.5;7654;24.0;29.0;35.0;3.1;3.8;4.6
464;Migratieachtergrond: met migratieacht...;Zuid-Nederland (LD);2012;7852;7804;48.0;19.0;66.0;6.1;2.4;8.5;7852;7804;48.0;27.0;75.0;6.1;3.5;9.5;7804;19.0;27.0;37.0;2.4;3.5;4.8
465;Migratieachtergrond: met migratieacht...;Zuid-Nederland (LD);2013;7757;7724;33.0;23.0;56.0;4.3;3.0;7.2;7757;7724;33.0;28.0;61.0;4.3;3.6;7.9;7724;23.0;28.0;35.0;3.0;3.6;4.5
466;Migratieachtergrond: met migratieacht...;Zuid-Nederland (LD);2014;8032;7981;51.0;21.0;72.0;6.3;2.6;8.9;8032;7981;51.0;30.0;81.0;6.3;3.8;10.1;7981;21.0;30.0;38.0;2.6;3.8;4.8
467;Migratieachtergrond: met migratieacht...;Zuid-Nederland (LD);2015;8307;8257;49.0;14.0;64.0;5.9;1.7;7.7;8307;8257;49.0;23.0;73.0;5.9;2.8;8.7;8257;14.0;23.0;30.0;1.7;2.8;3.7
468;Migratieachtergrond: met migratieacht...;Groningen (PV);2004;927;915;11.0;;11.0;12.1;;12.1;927;915;11.0;;11.0;12.1;;12.1;915;;;;;;
469;Migratieachtergrond: met migratieacht...;Groningen (PV);2005;870;860;10.0;;13.0;11.3;;14.9;870;860;10.0;5.0;15.0;11.3;6.1;17.3;860;;5.0;8.0;;6.1;8.9
470;Migratieachtergrond: met migratieacht...;Groningen (PV);2006;932;926;5.0;6.0;11.0;5.7;6.7;12.3;932;926;5.0;7.0;13.0;5.7;7.9;13.5;926;6.0;7.0;7.0;6.7;7.9;7.9
471;Migratieachtergrond: met migratieacht...;Groningen (PV);2007;926;922;;;8.0;;;9.2;926;922;;;8.0;;;9.2;922;;;;;;
472;Migratieachtergrond: met migratieacht...;Groningen (PV);2008;907;899;8.0;;11.0;8.8;;12.1;907;899;8.0;;11.0;8.8;;12.1;899;;;;;;
473;Migratieachtergrond: met migratieacht...;Groningen (PV);2009;984;978;6.0;;8.0;6.2;;8.5;984;978;6.0;;9.0;6.2;;9.5;978;;;6.0;;;6.5
474;Migratieachtergrond: met migratieacht...;Groningen (PV);2010;922;912;10.0;;14.0;10.9;;15.4;922;912;10.0;;14.0;10.9;;15.4;912;;;6.0;;;6.7
475;Migratieachtergrond: met migratieacht...;Groningen (PV);2011;1007;1005;;;;;;;1007;1005;;;6.0;;;6.2;1005;;;;;;
476;Migratieachtergrond: met migratieacht...;Groningen (PV);2012;983;973;9.0;;12.0;9.4;;12.5;983;973;9.0;;13.0;9.4;;13.5;973;;;6.0;;;6.4
477;Migratieachtergrond: met migratieacht...;Groningen (PV);2013;950;944;6.0;;8.0;6.3;;8.4;950;944;6.0;;8.0;6.3;;8.4;944;;;7.0;;;7.4
478;Migratieachtergrond: met migratieacht...;Groningen (PV);2014;958;952;7.0;;9.0;7.0;;9.1;958;952;7.0;;9.0;7.0;;9.1;952;;;6.0;;;6.3
479;Migratieachtergrond: met migratieacht...;Groningen (PV);2015;997;995;;;6.0;;;5.7;997;995;;6.0;8.0;;5.6;7.7;995;;6.0;8.0;;5.6;7.7
480;Migratieachtergrond: met migratieacht...;Friesland (PV);2004;835;830;5.0;;8.0;6.3;;9.3;835;830;5.0;;8.0;6.3;;9.3;830;;;;;;
481;Migratieachtergrond: met migratieacht...;Friesland (PV);2005;744;737;6.0;;9.0;8.4;;12.4;744;737;6.0;;9.0;8.4;;12.4;737;;;;;;
482;Migratieachtergrond: met migratieacht...;Friesland (PV);2006;842;834;8.0;;10.0;9.2;;11.7;842;834;8.0;;10.0;9.2;;11.7;834;;;;;;
483;Migratieachtergrond: met migratieacht...;Friesland (PV);2007;742;736;6.0;;6.0;8.2;;8.2;742;736;6.0;;7.0;8.2;;9.6;736;;;;;;
484;Migratieachtergrond: met migratieacht...;Friesland (PV);2008;727;722;5.0;;8.0;7.0;;11.2;727;722;5.0;;8.0;7.0;;11.2;722;;;5.0;;;7.2
485;Migratieachtergrond: met migratieacht...;Friesland (PV);2009;729;721;8.0;;11.0;11.1;;15.5;729;721;8.0;;11.0;11.1;;15.5;721;;;5.0;;;7.2
486;Migratieachtergrond: met migratieacht...;Friesland (PV);2010;741;736;5.0;;6.0;6.8;;8.1;741;736;5.0;;8.0;6.8;;11.1;736;;;;;;
487;Migratieachtergrond: met migratieacht...;Friesland (PV);2011;747;740;7.0;;9.0;9.6;;12.3;747;740;7.0;;9.0;9.6;;12.3;740;;;;;;
488;Migratieachtergrond: met migratieacht...;Friesland (PV);2012;719;715;;;6.0;;;8.5;719;715;;;7.0;;;9.9;715;;;;;;
489;Migratieachtergrond: met migratieacht...;Friesland (PV);2013;725;721;;7.0;11.0;;9.7;15.2;725;721;;8.0;12.0;;11.1;16.6;721;7.0;8.0;8.0;9.7;11.1;11.1
490;Migratieachtergrond: met migratieacht...;Friesland (PV);2014;776;774;;;;;;;776;774;;;;;;;774;;;;;;
491;Migratieachtergrond: met migratieacht...;Friesland (PV);2015;759;756;;;;;;;759;756;;;;;;;756;;;;;;
492;Migratieachtergrond: met migratieacht...;Drenthe (PV);2004;578;577;;;;;;;578;577;;;;;;;577;;;;;;
493;Migratieachtergrond: met migratieacht...;Drenthe (PV);2005;565;559;5.0;;6.0;9.1;;10.9;565;559;5.0;;6.0;9.1;;10.9;559;;;;;;
494;Migratieachtergrond: met migratieacht...;Drenthe (PV);2006;554;551;;;;;;;554;551;;;;;;;551;;;;;;
495;Migratieachtergrond: met migratieacht...;Drenthe (PV);2007;505;503;;;;;;;505;503;;;;;;;503;;;;;;
496;Migratieachtergrond: met migratieacht...;Drenthe (PV);2008;520;518;;;6.0;;;11.6;520;518;;5.0;7.0;;9.7;13.5;518;;5.0;5.0;;9.7;9.7
497;Migratieachtergrond: met migratieacht...;Drenthe (PV);2009;549;544;5.0;;5.0;9.3;;9.3;549;544;5.0;;5.0;9.3;;9.3;544;;;;;;
498;Migratieachtergrond: met migratieacht...;Drenthe (PV);2010;536;533;;;;;;;536;533;;;;;;;533;;;;;;
499;Migratieachtergrond: met migratieacht...;Drenthe (PV);2011;489;484;5.0;;5.0;10.2;;10.2;489;484;5.0;;5.0;10.2;;10.2;484;;;;;;
500;Migratieachtergrond: met migratieacht...;Drenthe (PV);2012;511;508;;;5.0;;;10.0;511;508;;;6.0;;;12.0;508;;;6.0;;;12.3
501;Migratieachtergrond: met migratieacht...;Drenthe (PV);2013;493;490;;;;;;;493;490;;;;;;;490;;;;;;
502;Migratieachtergrond: met migratieacht...;Drenthe (PV);2014;493;490;;;;;;;493;490;;;;;;;490;;;;;;
503;Migratieachtergrond: met migratieacht...;Drenthe (PV);2015;507;503;;;5.0;;;10.4;507;503;;;6.0;;;12.4;503;;;;;;
504;Migratieachtergrond: met migratieacht...;Overijssel (PV);2004;2242;2232;10.0;;13.0;4.5;;5.8;2242;2232;10.0;;13.0;4.5;;5.8;2232;;;5.0;;;2.2
505;Migratieachtergrond: met migratieacht...;Overijssel (PV);2005;2225;2211;15.0;5.0;20.0;6.5;2.3;8.8;2225;2211;15.0;7.0;22.0;6.5;3.3;9.8;2211;5.0;7.0;13.0;2.3;3.3;5.8
506;Migratieachtergrond: met migratieacht...;Overijssel (PV);2006;2136;2117;19.0;6.0;25.0;8.7;3.0;11.6;2136;2117;19.0;6.0;25.0;8.7;3.0;11.6;2117;6.0;6.0;10.0;3.0;3.0;4.5
507;Migratieachtergrond: met migratieacht...;Overijssel (PV);2007;2133;2118;14.0;11.0;26.0;6.7;5.4;12.1;2133;2118;14.0;12.0;27.0;6.7;5.9;12.6;2118;11.0;12.0;13.0;5.4;5.9;6.4
508;Migratieachtergrond: met migratieacht...;Overijssel (PV);2008;2086;2072;13.0;7.0;21.0;6.4;3.5;9.9;2086;2072;13.0;8.0;22.0;6.4;4.0;10.4;2072;7.0;8.0;13.0;3.5;4.0;6.5
509;Migratieachtergrond: met migratieacht...;Overijssel (PV);2009;2091;2079;12.0;10.0;22.0;5.8;4.6;10.4;2091;2079;12.0;14.0;26.0;5.8;6.6;12.4;2079;10.0;14.0;18.0;4.6;6.6;8.5
510;Migratieachtergrond: met migratieacht...;Overijssel (PV);2010;2074;2063;11.0;7.0;18.0;5.3;3.6;8.9;2074;2063;11.0;7.0;18.0;5.3;3.6;8.9;2063;7.0;7.0;8.0;3.6;3.6;4.1
511;Migratieachtergrond: met migratieacht...;Overijssel (PV);2011;2062;2049;13.0;7.0;21.0;6.4;3.6;10.0;2062;2049;13.0;9.0;22.0;6.4;4.2;10.6;2049;7.0;9.0;9.0;3.6;4.2;4.2
512;Migratieachtergrond: met migratieacht...;Overijssel (PV);2012;2002;1984;17.0;;19.0;8.6;;9.7;2002;1984;17.0;;21.0;8.6;;10.7;1984;;;6.0;;;3.1
513;Migratieachtergrond: met migratieacht...;Overijssel (PV);2013;2030;2013;17.0;5.0;22.0;8.4;2.5;10.8;2030;2013;17.0;5.0;22.0;8.4;2.5;10.8;2013;5.0;5.0;7.0;2.5;2.5;3.5
514;Migratieachtergrond: met migratieacht...;Overijssel (PV);2014;1985;1978;7.0;;10.0;3.7;;5.3;1985;1978;7.0;;11.0;3.7;;5.8;1978;;;7.0;;;3.7
515;Migratieachtergrond: met migratieacht...;Overijssel (PV);2015;2027;2017;10.0;5.0;16.0;5.2;2.6;7.8;2027;2017;10.0;6.0;17.0;5.2;3.1;8.3;2017;5.0;6.0;8.0;2.6;3.1;4.1
516;Migratieachtergrond: met migratieacht...;Flevoland (PV);2004;1757;1739;18.0;;22.0;10.4;;12.4;1757;1739;18.0;5.0;24.0;10.4;3.1;13.6;1739;;5.0;7.0;;3.1;4.3
517;Migratieachtergrond: met migratieacht...;Flevoland (PV);2005;1754;1743;11.0;13.0;24.0;6.0;7.7;13.7;1754;1743;11.0;15.0;26.0;6.0;8.9;14.9;1743;13.0;15.0;23.0;7.7;8.9;13.3
518;Migratieachtergrond: met migratieacht...;Flevoland (PV);2006;1820;1810;10.0;;15.0;5.7;;8.1;1820;1810;10.0;8.0;19.0;5.7;4.7;10.4;1810;;8.0;12.0;;4.7;6.4
519;Migratieachtergrond: met migratieacht...;Flevoland (PV);2007;1887;1869;18.0;5.0;23.0;9.7;2.8;12.4;1887;1869;18.0;8.0;26.0;9.7;4.4;14.0;1869;5.0;8.0;13.0;2.8;4.4;6.7
520;Migratieachtergrond: met migratieacht...;Flevoland (PV);2008;1822;1811;11.0;7.0;18.0;6.1;4.0;10.0;1822;1811;11.0;9.0;20.0;6.1;5.1;11.2;1811;7.0;9.0;13.0;4.0;5.1;7.4
521;Migratieachtergrond: met migratieacht...;Flevoland (PV);2009;1861;1850;11.0;7.0;18.0;6.0;3.9;9.9;1861;1850;11.0;11.0;23.0;6.0;6.2;12.1;1850;7.0;11.0;13.0;3.9;6.2;7.3
522;Migratieachtergrond: met migratieacht...;Flevoland (PV);2010;1960;1953;7.0;;10.0;3.6;;5.3;1960;1953;7.0;7.0;14.0;3.6;3.8;7.4;1953;;7.0;9.0;;3.8;4.8
523;Migratieachtergrond: met migratieacht...;Flevoland (PV);2011;1840;1824;15.0;;19.0;8.2;;10.5;1840;1824;15.0;5.0;20.0;8.2;2.9;11.1;1824;;5.0;8.0;;2.9;4.6
524;Migratieachtergrond: met migratieacht...;Flevoland (PV);2012;1844;1836;8.0;5.0;13.0;4.4;2.8;7.2;1844;1836;8.0;7.0;15.0;4.4;4.0;8.3;1836;5.0;7.0;9.0;2.8;4.0;5.1
525;Migratieachtergrond: met migratieacht...;Flevoland (PV);2013;1788;1781;7.0;5.0;13.0;3.9;2.8;7.3;1788;1781;7.0;5.0;13.0;3.9;2.8;7.3;1781;5.0;5.0;6.0;2.8;2.8;3.4
526;Migratieachtergrond: met migratieacht...;Flevoland (PV);2014;1884;1869;15.0;7.0;22.0;7.9;3.8;11.7;1884;1869;15.0;7.0;22.0;7.9;3.8;11.7;1869;7.0;7.0;11.0;3.8;3.8;6.0
527;Migratieachtergrond: met migratieacht...;Flevoland (PV);2015;1898;1881;17.0;;21.0;8.8;;11.1;1898;1881;17.0;5.0;22.0;8.8;2.8;11.6;1881;;5.0;5.0;;2.8;2.8
528;Migratieachtergrond: met migratieacht...;Gelderland (PV);2004;3748;3717;31.0;11.0;42.0;8.2;3.0;11.2;3748;3717;31.0;12.0;43.0;8.2;3.3;11.5;3717;11.0;12.0;16.0;3.0;3.3;4.4
529;Migratieachtergrond: met migratieacht...;Gelderland (PV);2005;3664;3641;23.0;19.0;41.0;6.2;5.1;11.3;3664;3641;23.0;22.0;45.0;6.2;6.0;12.2;3641;19.0;22.0;27.0;5.1;6.0;7.4
530;Migratieachtergrond: met migratieacht...;Gelderland (PV);2006;3565;3530;35.0;14.0;49.0;9.8;4.1;13.9;3565;3530;35.0;18.0;53.0;9.8;5.0;14.7;3530;14.0;18.0;21.0;4.1;5.0;5.9
531;Migratieachtergrond: met migratieacht...;Gelderland (PV);2007;3550;3526;25.0;18.0;43.0;7.0;5.1;12.0;3550;3526;25.0;20.0;45.0;7.0;5.7;12.6;3526;18.0;20.0;24.0;5.1;5.7;6.9
532;Migratieachtergrond: met migratieacht...;Gelderland (PV);2008;3643;3610;32.0;11.0;43.0;8.9;2.9;11.8;3643;3610;32.0;12.0;44.0;8.9;3.2;12.1;3610;11.0;12.0;20.0;2.9;3.2;5.5
533;Migratieachtergrond: met migratieacht...;Gelderland (PV);2009;3397;3377;20.0;12.0;32.0;6.0;3.5;9.5;3397;3377;20.0;14.0;34.0;6.0;4.1;10.1;3377;12.0;14.0;20.0;3.5;4.1;6.0
534;Migratieachtergrond: met migratieacht...;Gelderland (PV);2010;3456;3439;17.0;;20.0;5.0;;5.8;3456;3439;17.0;;21.0;5.0;;6.1;3439;;;10.0;;;3.0
535;Migratieachtergrond: met migratieacht...;Gelderland (PV);2011;3413;3388;25.0;14.0;39.0;7.3;4.2;11.5;3413;3388;25.0;16.0;41.0;7.3;4.8;12.1;3388;14.0;16.0;23.0;4.2;4.8;6.9
536;Migratieachtergrond: met migratieacht...;Gelderland (PV);2012;3371;3348;22.0;12.0;34.0;6.7;3.5;10.1;3371;3348;22.0;16.0;38.0;6.7;4.7;11.4;3348;12.0;16.0;17.0;3.5;4.7;5.0
537;Migratieachtergrond: met migratieacht...;Gelderland (PV);2013;3438;3416;22.0;8.0;30.0;6.4;2.3;8.7;3438;3416;22.0;11.0;33.0;6.4;3.2;9.6;3416;8.0;11.0;11.0;2.3;3.2;3.2
