ID;Geslacht;Onderwijssoort;Regiokenmerken;Perioden;Examenkandidaten_1;Gediplomeerden_2;GediplomeerdenRelatief_3
2370;Totaal mannen en vrouwen;Vmbo-t;'s-Gravenhage (gemeente);2015/'16;1360;1260;93.0
2371;Totaal mannen en vrouwen;Vmbo-t;'s-Gravenhage (gemeente);2016/'17;1320;1170;89.0
2372;Totaal mannen en vrouwen;Vmbo-t;'s-Gravenhage (gemeente);2017/'18;1200;1110;92.0
2373;Totaal mannen en vrouwen;Vmbo-t;'s-Gravenhage (gemeente);2018/'19;1270;1170;92.0
2374;Totaal mannen en vrouwen;Vmbo-t;'s-Gravenhage (gemeente);2019/'20;1300;1280;99.0
2375;Totaal mannen en vrouwen;Vmbo-t;'s-Gravenhage (gemeente);2020/'21;1190;1120;94.0
2376;Totaal mannen en vrouwen;Vmbo-t;'s-Gravenhage (gemeente);2021/'22;1180;1110;95.0
2377;Totaal mannen en vrouwen;Vmbo-t;'s-Gravenhage (gemeente);2022/'23;1240;1090;88.0
2378;Totaal mannen en vrouwen;Vmbo-t;'s-Gravenhage (gemeente);2023/'24;1340;1210;90.0
2379;Totaal mannen en vrouwen;Vmbo-t;Rotterdam;2011/'12;1460;1280;88.0
2380;Totaal mannen en vrouwen;Vmbo-t;Rotterdam;2012/'13;1670;1470;88.0
2381;Totaal mannen en vrouwen;Vmbo-t;Rotterdam;2013/'14;1640;1470;90.0
2382;Totaal mannen en vrouwen;Vmbo-t;Rotterdam;2014/'15;1620;1480;91.0
2383;Totaal mannen en vrouwen;Vmbo-t;Rotterdam;2015/'16;1640;1490;91.0
2384;Totaal mannen en vrouwen;Vmbo-t;Rotterdam;2016/'17;1590;1450;91.0
2385;Totaal mannen en vrouwen;Vmbo-t;Rotterdam;2017/'18;1600;1430;89.0
2386;Totaal mannen en vrouwen;Vmbo-t;Rotterdam;2018/'19;1550;1410;91.0
2387;Totaal mannen en vrouwen;Vmbo-t;Rotterdam;2019/'20;1570;1570;
2388;Totaal mannen en vrouwen;Vmbo-t;Rotterdam;2020/'21;1580;1510;96.0
2389;Totaal mannen en vrouwen;Vmbo-t;Rotterdam;2021/'22;1390;1320;95.0
2390;Totaal mannen en vrouwen;Vmbo-t;Rotterdam;2022/'23;1420;1260;89.0
2391;Totaal mannen en vrouwen;Vmbo-t;Rotterdam;2023/'24;1460;1310;90.0
2392;Totaal mannen en vrouwen;Vmbo-t;Utrecht (gemeente);2011/'12;480;410;86.0
2393;Totaal mannen en vrouwen;Vmbo-t;Utrecht (gemeente);2012/'13;570;470;82.0
2394;Totaal mannen en vrouwen;Vmbo-t;Utrecht (gemeente);2013/'14;560;510;91.0
2395;Totaal mannen en vrouwen;Vmbo-t;Utrecht (gemeente);2014/'15;570;540;94.0
2396;Totaal mannen en vrouwen;Vmbo-t;Utrecht (gemeente);2015/'16;630;590;93.0
2397;Totaal mannen en vrouwen;Vmbo-t;Utrecht (gemeente);2016/'17;640;580;91.0
2398;Totaal mannen en vrouwen;Vmbo-t;Utrecht (gemeente);2017/'18;660;600;91.0
2399;Totaal mannen en vrouwen;Vmbo-t;Utrecht (gemeente);2018/'19;690;640;93.0
2400;Totaal mannen en vrouwen;Vmbo-t;Utrecht (gemeente);2019/'20;650;640;98.0
2401;Totaal mannen en vrouwen;Vmbo-t;Utrecht (gemeente);2020/'21;710;670;94.0
2402;Totaal mannen en vrouwen;Vmbo-t;Utrecht (gemeente);2021/'22;670;620;92.0
2403;Totaal mannen en vrouwen;Vmbo-t;Utrecht (gemeente);2022/'23;600;510;85.0
2404;Totaal mannen en vrouwen;Vmbo-t;Utrecht (gemeente);2023/'24;650;550;85.0
2405;Totaal mannen en vrouwen;Vmbo-t;Vier grootste gemeenten (G4);2011/'12;4250;3670;86.0
2406;Totaal mannen en vrouwen;Vmbo-t;Vier grootste gemeenten (G4);2012/'13;4710;4070;87.0
2407;Totaal mannen en vrouwen;Vmbo-t;Vier grootste gemeenten (G4);2013/'14;4850;4330;89.0
2408;Totaal mannen en vrouwen;Vmbo-t;Vier grootste gemeenten (G4);2014/'15;4850;4430;91.0
2409;Totaal mannen en vrouwen;Vmbo-t;Vier grootste gemeenten (G4);2015/'16;5080;4650;92.0
2410;Totaal mannen en vrouwen;Vmbo-t;Vier grootste gemeenten (G4);2016/'17;4990;4480;90.0
2411;Totaal mannen en vrouwen;Vmbo-t;Vier grootste gemeenten (G4);2017/'18;4940;4420;90.0
2412;Totaal mannen en vrouwen;Vmbo-t;Vier grootste gemeenten (G4);2018/'19;5070;4560;90.0
2413;Totaal mannen en vrouwen;Vmbo-t;Vier grootste gemeenten (G4);2019/'20;5100;5040;99.0
2414;Totaal mannen en vrouwen;Vmbo-t;Vier grootste gemeenten (G4);2020/'21;5040;4730;94.0
2415;Totaal mannen en vrouwen;Vmbo-t;Vier grootste gemeenten (G4);2021/'22;4640;4310;93.0
2416;Totaal mannen en vrouwen;Vmbo-t;Vier grootste gemeenten (G4);2022/'23;4620;3930;85.0
2417;Totaal mannen en vrouwen;Vmbo-t;Vier grootste gemeenten (G4);2023/'24;5050;4370;87.0
2418;Totaal mannen en vrouwen;Vmbo-t;Gemeenten >= 100 000 inwoners (excl. G4);2011/'12;7860;7050;90.0
2419;Totaal mannen en vrouwen;Vmbo-t;Gemeenten >= 100 000 inwoners (excl. G4);2012/'13;8770;7960;91.0
2420;Totaal mannen en vrouwen;Vmbo-t;Gemeenten >= 100 000 inwoners (excl. G4);2013/'14;9300;8580;92.0
2421;Totaal mannen en vrouwen;Vmbo-t;Gemeenten >= 100 000 inwoners (excl. G4);2014/'15;10410;9760;94.0
2422;Totaal mannen en vrouwen;Vmbo-t;Gemeenten >= 100 000 inwoners (excl. G4);2015/'16;10960;10260;94.0
2423;Totaal mannen en vrouwen;Vmbo-t;Gemeenten >= 100 000 inwoners (excl. G4);2016/'17;11160;10300;92.0
2424;Totaal mannen en vrouwen;Vmbo-t;Gemeenten >= 100 000 inwoners (excl. G4);2017/'18;11020;10090;92.0
2425;Totaal mannen en vrouwen;Vmbo-t;Gemeenten >= 100 000 inwoners (excl. G4);2018/'19;10710;9890;92.0
2426;Totaal mannen en vrouwen;Vmbo-t;Gemeenten >= 100 000 inwoners (excl. G4);2019/'20;10790;10680;99.0
2427;Totaal mannen en vrouwen;Vmbo-t;Gemeenten >= 100 000 inwoners (excl. G4);2020/'21;10330;9900;96.0
2428;Totaal mannen en vrouwen;Vmbo-t;Gemeenten >= 100 000 inwoners (excl. G4);2021/'22;10050;9570;95.0
2429;Totaal mannen en vrouwen;Vmbo-t;Gemeenten >= 100 000 inwoners (excl. G4);2022/'23;9740;8870;91.0
2430;Totaal mannen en vrouwen;Vmbo-t;Gemeenten >= 100 000 inwoners (excl. G4);2023/'24;10470;9590;92.0
2431;Totaal mannen en vrouwen;Vmbo-t;Gemeenten < 100 000 inwoners;2011/'12;31490;28800;91.0
2432;Totaal mannen en vrouwen;Vmbo-t;Gemeenten < 100 000 inwoners;2012/'13;33110;30680;93.0
2433;Totaal mannen en vrouwen;Vmbo-t;Gemeenten < 100 000 inwoners;2013/'14;33400;31610;95.0
2434;Totaal mannen en vrouwen;Vmbo-t;Gemeenten < 100 000 inwoners;2014/'15;33900;32300;95.0
2435;Totaal mannen en vrouwen;Vmbo-t;Gemeenten < 100 000 inwoners;2015/'16;34600;32870;95.0
2436;Totaal mannen en vrouwen;Vmbo-t;Gemeenten < 100 000 inwoners;2016/'17;35160;33020;94.0
2437;Totaal mannen en vrouwen;Vmbo-t;Gemeenten < 100 000 inwoners;2017/'18;33750;31640;94.0
2438;Totaal mannen en vrouwen;Vmbo-t;Gemeenten < 100 000 inwoners;2018/'19;33470;31510;94.0
2439;Totaal mannen en vrouwen;Vmbo-t;Gemeenten < 100 000 inwoners;2019/'20;32630;32410;99.0
2440;Totaal mannen en vrouwen;Vmbo-t;Gemeenten < 100 000 inwoners;2020/'21;29360;28460;97.0
2441;Totaal mannen en vrouwen;Vmbo-t;Gemeenten < 100 000 inwoners;2021/'22;27460;26410;96.0
2442;Totaal mannen en vrouwen;Vmbo-t;Gemeenten < 100 000 inwoners;2022/'23;27180;25240;93.0
2443;Totaal mannen en vrouwen;Vmbo-t;Gemeenten < 100 000 inwoners;2023/'24;27980;26010;93.0
2444;Totaal mannen en vrouwen;Vmbo-t;"Gemeenten; niet in te delen";2011/'12;90;80;
2445;Totaal mannen en vrouwen;Vmbo-t;"Gemeenten; niet in te delen";2012/'13;80;70;
2446;Totaal mannen en vrouwen;Vmbo-t;"Gemeenten; niet in te delen";2013/'14;110;100;
2447;Totaal mannen en vrouwen;Vmbo-t;"Gemeenten; niet in te delen";2014/'15;100;100;
2448;Totaal mannen en vrouwen;Vmbo-t;"Gemeenten; niet in te delen";2015/'16;90;80;89.0
2449;Totaal mannen en vrouwen;Vmbo-t;"Gemeenten; niet in te delen";2016/'17;100;90;88.0
2450;Totaal mannen en vrouwen;Vmbo-t;"Gemeenten; niet in te delen";2017/'18;100;100;
2451;Totaal mannen en vrouwen;Vmbo-t;"Gemeenten; niet in te delen";2018/'19;100;90;
2452;Totaal mannen en vrouwen;Vmbo-t;"Gemeenten; niet in te delen";2019/'20;100;90;
2453;Totaal mannen en vrouwen;Vmbo-t;"Gemeenten; niet in te delen";2020/'21;90;90;96.0
2454;Totaal mannen en vrouwen;Vmbo-t;"Gemeenten; niet in te delen";2021/'22;100;100;94.0
2455;Totaal mannen en vrouwen;Vmbo-t;"Gemeenten; niet in te delen";2022/'23;100;90;86.0
2456;Totaal mannen en vrouwen;Vmbo-t;"Gemeenten; niet in te delen";2023/'24;110;100;94.0
2457;Totaal mannen en vrouwen;Havo;Nederland;2011/'12;50750;44000;87.0
2458;Totaal mannen en vrouwen;Havo;Nederland;2012/'13;49680;43710;88.0
2459;Totaal mannen en vrouwen;Havo;Nederland;2013/'14;50700;44560;88.0
2460;Totaal mannen en vrouwen;Havo;Nederland;2014/'15;52000;45450;87.0
2461;Totaal mannen en vrouwen;Havo;Nederland;2015/'16;54280;48080;89.0
2462;Totaal mannen en vrouwen;Havo;Nederland;2016/'17;53990;47060;87.0
2463;Totaal mannen en vrouwen;Havo;Nederland;2017/'18;55100;48300;88.0
2464;Totaal mannen en vrouwen;Havo;Nederland;2018/'19;54630;48200;88.0
2465;Totaal mannen en vrouwen;Havo;Nederland;2019/'20;54540;53200;98.0
2466;Totaal mannen en vrouwen;Havo;Nederland;2020/'21;54000;48990;91.0
2467;Totaal mannen en vrouwen;Havo;Nederland;2021/'22;50170;45420;91.0
2468;Totaal mannen en vrouwen;Havo;Nederland;2022/'23;49910;42050;84.0
2469;Totaal mannen en vrouwen;Havo;Nederland;2023/'24;50370;44300;88.0
2470;Totaal mannen en vrouwen;Havo;Noord-Nederland (LD);2011/'12;5300;4580;86.0
2471;Totaal mannen en vrouwen;Havo;Noord-Nederland (LD);2012/'13;4930;4340;88.0
2472;Totaal mannen en vrouwen;Havo;Noord-Nederland (LD);2013/'14;5030;4430;88.0
2473;Totaal mannen en vrouwen;Havo;Noord-Nederland (LD);2014/'15;5100;4480;88.0
2474;Totaal mannen en vrouwen;Havo;Noord-Nederland (LD);2015/'16;5260;4620;88.0
2475;Totaal mannen en vrouwen;Havo;Noord-Nederland (LD);2016/'17;5210;4470;86.0
2476;Totaal mannen en vrouwen;Havo;Noord-Nederland (LD);2017/'18;5460;4670;86.0
2477;Totaal mannen en vrouwen;Havo;Noord-Nederland (LD);2018/'19;5270;4550;86.0
2478;Totaal mannen en vrouwen;Havo;Noord-Nederland (LD);2019/'20;5320;5150;97.0
2479;Totaal mannen en vrouwen;Havo;Noord-Nederland (LD);2020/'21;5220;4700;90.0
2480;Totaal mannen en vrouwen;Havo;Noord-Nederland (LD);2021/'22;4790;4340;91.0
2481;Totaal mannen en vrouwen;Havo;Noord-Nederland (LD);2022/'23;4780;3950;83.0
2482;Totaal mannen en vrouwen;Havo;Noord-Nederland (LD);2023/'24;4640;4050;87.0
2483;Totaal mannen en vrouwen;Havo;Oost-Nederland (LD);2011/'12;11610;9980;86.0
2484;Totaal mannen en vrouwen;Havo;Oost-Nederland (LD);2012/'13;11490;10080;88.0
2485;Totaal mannen en vrouwen;Havo;Oost-Nederland (LD);2013/'14;11710;10250;88.0
2486;Totaal mannen en vrouwen;Havo;Oost-Nederland (LD);2014/'15;12050;10520;87.0
2487;Totaal mannen en vrouwen;Havo;Oost-Nederland (LD);2015/'16;12530;11080;88.0
2488;Totaal mannen en vrouwen;Havo;Oost-Nederland (LD);2016/'17;12520;10940;87.0
2489;Totaal mannen en vrouwen;Havo;Oost-Nederland (LD);2017/'18;12670;11250;89.0
2490;Totaal mannen en vrouwen;Havo;Oost-Nederland (LD);2018/'19;12470;11070;89.0
2491;Totaal mannen en vrouwen;Havo;Oost-Nederland (LD);2019/'20;12680;12370;98.0
2492;Totaal mannen en vrouwen;Havo;Oost-Nederland (LD);2020/'21;12350;11330;92.0
2493;Totaal mannen en vrouwen;Havo;Oost-Nederland (LD);2021/'22;11450;10450;91.0
2494;Totaal mannen en vrouwen;Havo;Oost-Nederland (LD);2022/'23;11400;9630;84.0
2495;Totaal mannen en vrouwen;Havo;Oost-Nederland (LD);2023/'24;11440;10120;88.0
2496;Totaal mannen en vrouwen;Havo;West-Nederland (LD);2011/'12;22560;19490;86.0
2497;Totaal mannen en vrouwen;Havo;West-Nederland (LD);2012/'13;22470;19740;88.0
2498;Totaal mannen en vrouwen;Havo;West-Nederland (LD);2013/'14;22810;19960;88.0
2499;Totaal mannen en vrouwen;Havo;West-Nederland (LD);2014/'15;23270;20330;87.0
2500;Totaal mannen en vrouwen;Havo;West-Nederland (LD);2015/'16;24700;21820;88.0
2501;Totaal mannen en vrouwen;Havo;West-Nederland (LD);2016/'17;24780;21610;87.0
2502;Totaal mannen en vrouwen;Havo;West-Nederland (LD);2017/'18;25410;22250;88.0
2503;Totaal mannen en vrouwen;Havo;West-Nederland (LD);2018/'19;25480;22410;88.0
2504;Totaal mannen en vrouwen;Havo;West-Nederland (LD);2019/'20;25330;24740;98.0
2505;Totaal mannen en vrouwen;Havo;West-Nederland (LD);2020/'21;25490;22960;90.0
2506;Totaal mannen en vrouwen;Havo;West-Nederland (LD);2021/'22;23810;21400;90.0
2507;Totaal mannen en vrouwen;Havo;West-Nederland (LD);2022/'23;23820;20010;84.0
2508;Totaal mannen en vrouwen;Havo;West-Nederland (LD);2023/'24;24210;21130;87.0
2509;Totaal mannen en vrouwen;Havo;Zuid-Nederland (LD);2011/'12;11180;9850;88.0
2510;Totaal mannen en vrouwen;Havo;Zuid-Nederland (LD);2012/'13;10680;9450;88.0
2511;Totaal mannen en vrouwen;Havo;Zuid-Nederland (LD);2013/'14;11070;9840;89.0
2512;Totaal mannen en vrouwen;Havo;Zuid-Nederland (LD);2014/'15;11500;10060;87.0
2513;Totaal mannen en vrouwen;Havo;Zuid-Nederland (LD);2015/'16;11680;10460;90.0
2514;Totaal mannen en vrouwen;Havo;Zuid-Nederland (LD);2016/'17;11370;9940;87.0
2515;Totaal mannen en vrouwen;Havo;Zuid-Nederland (LD);2017/'18;11440;10020;88.0
2516;Totaal mannen en vrouwen;Havo;Zuid-Nederland (LD);2018/'19;11300;10090;89.0
2517;Totaal mannen en vrouwen;Havo;Zuid-Nederland (LD);2019/'20;11100;10830;98.0
2518;Totaal mannen en vrouwen;Havo;Zuid-Nederland (LD);2020/'21;10820;9910;92.0
2519;Totaal mannen en vrouwen;Havo;Zuid-Nederland (LD);2021/'22;10020;9140;91.0
2520;Totaal mannen en vrouwen;Havo;Zuid-Nederland (LD);2022/'23;9770;8360;86.0
2521;Totaal mannen en vrouwen;Havo;Zuid-Nederland (LD);2023/'24;9980;8910;89.0
2522;Totaal mannen en vrouwen;Havo;Niet in te delen (LD);2011/'12;110;90;84.0
2523;Totaal mannen en vrouwen;Havo;Niet in te delen (LD);2012/'13;110;90;83.0
2524;Totaal mannen en vrouwen;Havo;Niet in te delen (LD);2013/'14;90;80;
2525;Totaal mannen en vrouwen;Havo;Niet in te delen (LD);2014/'15;90;70;83.0
2526;Totaal mannen en vrouwen;Havo;Niet in te delen (LD);2015/'16;110;100;84.0
2527;Totaal mannen en vrouwen;Havo;Niet in te delen (LD);2016/'17;110;100;90.0
2528;Totaal mannen en vrouwen;Havo;Niet in te delen (LD);2017/'18;130;110;87.0
2529;Totaal mannen en vrouwen;Havo;Niet in te delen (LD);2018/'19;110;90;82.0
2530;Totaal mannen en vrouwen;Havo;Niet in te delen (LD);2019/'20;120;120;
2531;Totaal mannen en vrouwen;Havo;Niet in te delen (LD);2020/'21;120;100;84.0
2532;Totaal mannen en vrouwen;Havo;Niet in te delen (LD);2021/'22;100;90;89.0
2533;Totaal mannen en vrouwen;Havo;Niet in te delen (LD);2022/'23;130;110;84.0
2534;Totaal mannen en vrouwen;Havo;Niet in te delen (LD);2023/'24;110;90;81.0
2535;Totaal mannen en vrouwen;Havo;Groningen (PV);2011/'12;1590;1340;85.0
2536;Totaal mannen en vrouwen;Havo;Groningen (PV);2012/'13;1420;1240;87.0
2537;Totaal mannen en vrouwen;Havo;Groningen (PV);2013/'14;1420;1240;88.0
2538;Totaal mannen en vrouwen;Havo;Groningen (PV);2014/'15;1470;1280;87.0
2539;Totaal mannen en vrouwen;Havo;Groningen (PV);2015/'16;1500;1300;87.0
2540;Totaal mannen en vrouwen;Havo;Groningen (PV);2016/'17;1480;1270;86.0
2541;Totaal mannen en vrouwen;Havo;Groningen (PV);2017/'18;1610;1380;86.0
2542;Totaal mannen en vrouwen;Havo;Groningen (PV);2018/'19;1520;1290;85.0
2543;Totaal mannen en vrouwen;Havo;Groningen (PV);2019/'20;1540;1490;97.0
2544;Totaal mannen en vrouwen;Havo;Groningen (PV);2020/'21;1500;1360;91.0
2545;Totaal mannen en vrouwen;Havo;Groningen (PV);2021/'22;1360;1230;90.0
2546;Totaal mannen en vrouwen;Havo;Groningen (PV);2022/'23;1400;1130;81.0
2547;Totaal mannen en vrouwen;Havo;Groningen (PV);2023/'24;1370;1170;86.0
2548;Totaal mannen en vrouwen;Havo;Fryslân (PV);2011/'12;2110;1840;87.0
2549;Totaal mannen en vrouwen;Havo;Fryslân (PV);2012/'13;2010;1770;88.0
2550;Totaal mannen en vrouwen;Havo;Fryslân (PV);2013/'14;2040;1800;88.0
2551;Totaal mannen en vrouwen;Havo;Fryslân (PV);2014/'15;2050;1790;87.0
2552;Totaal mannen en vrouwen;Havo;Fryslân (PV);2015/'16;2160;1910;89.0
2553;Totaal mannen en vrouwen;Havo;Fryslân (PV);2016/'17;2110;1800;85.0
2554;Totaal mannen en vrouwen;Havo;Fryslân (PV);2017/'18;2230;1920;86.0
2555;Totaal mannen en vrouwen;Havo;Fryslân (PV);2018/'19;2090;1830;88.0
2556;Totaal mannen en vrouwen;Havo;Fryslân (PV);2019/'20;2200;2110;96.0
2557;Totaal mannen en vrouwen;Havo;Fryslân (PV);2020/'21;2140;1890;88.0
2558;Totaal mannen en vrouwen;Havo;Fryslân (PV);2021/'22;2030;1830;90.0
2559;Totaal mannen en vrouwen;Havo;Fryslân (PV);2022/'23;2040;1690;83.0
2560;Totaal mannen en vrouwen;Havo;Fryslân (PV);2023/'24;1970;1730;88.0
2561;Totaal mannen en vrouwen;Havo;Drenthe (PV);2011/'12;1600;1400;87.0
2562;Totaal mannen en vrouwen;Havo;Drenthe (PV);2012/'13;1510;1340;89.0
2563;Totaal mannen en vrouwen;Havo;Drenthe (PV);2013/'14;1570;1390;89.0
2564;Totaal mannen en vrouwen;Havo;Drenthe (PV);2014/'15;1570;1410;90.0
2565;Totaal mannen en vrouwen;Havo;Drenthe (PV);2015/'16;1600;1410;88.0
2566;Totaal mannen en vrouwen;Havo;Drenthe (PV);2016/'17;1620;1400;86.0
2567;Totaal mannen en vrouwen;Havo;Drenthe (PV);2017/'18;1620;1370;84.0
2568;Totaal mannen en vrouwen;Havo;Drenthe (PV);2018/'19;1660;1430;86.0
2569;Totaal mannen en vrouwen;Havo;Drenthe (PV);2019/'20;1590;1560;98.0
2570;Totaal mannen en vrouwen;Havo;Drenthe (PV);2020/'21;1580;1440;91.0
2571;Totaal mannen en vrouwen;Havo;Drenthe (PV);2021/'22;1390;1280;92.0
2572;Totaal mannen en vrouwen;Havo;Drenthe (PV);2022/'23;1350;1130;84.0
2573;Totaal mannen en vrouwen;Havo;Drenthe (PV);2023/'24;1300;1150;88.0
2574;Totaal mannen en vrouwen;Havo;Overijssel (PV);2011/'12;3710;3160;85.0
2575;Totaal mannen en vrouwen;Havo;Overijssel (PV);2012/'13;3660;3170;87.0
2576;Totaal mannen en vrouwen;Havo;Overijssel (PV);2013/'14;3700;3220;87.0
2577;Totaal mannen en vrouwen;Havo;Overijssel (PV);2014/'15;3920;3390;87.0
2578;Totaal mannen en vrouwen;Havo;Overijssel (PV);2015/'16;3940;3490;89.0
2579;Totaal mannen en vrouwen;Havo;Overijssel (PV);2016/'17;3970;3510;88.0
2580;Totaal mannen en vrouwen;Havo;Overijssel (PV);2017/'18;3980;3530;89.0
2581;Totaal mannen en vrouwen;Havo;Overijssel (PV);2018/'19;3900;3490;90.0
2582;Totaal mannen en vrouwen;Havo;Overijssel (PV);2019/'20;4040;3970;98.0
2583;Totaal mannen en vrouwen;Havo;Overijssel (PV);2020/'21;3970;3700;93.0
2584;Totaal mannen en vrouwen;Havo;Overijssel (PV);2021/'22;3700;3420;92.0
2585;Totaal mannen en vrouwen;Havo;Overijssel (PV);2022/'23;3670;3140;86.0
2586;Totaal mannen en vrouwen;Havo;Overijssel (PV);2023/'24;3710;3340;90.0
2587;Totaal mannen en vrouwen;Havo;Flevoland (PV);2011/'12;1370;1120;82.0
2588;Totaal mannen en vrouwen;Havo;Flevoland (PV);2012/'13;1340;1170;87.0
2589;Totaal mannen en vrouwen;Havo;Flevoland (PV);2013/'14;1360;1200;88.0
2590;Totaal mannen en vrouwen;Havo;Flevoland (PV);2014/'15;1390;1230;88.0
2591;Totaal mannen en vrouwen;Havo;Flevoland (PV);2015/'16;1350;1190;88.0
2592;Totaal mannen en vrouwen;Havo;Flevoland (PV);2016/'17;1370;1170;85.0
2593;Totaal mannen en vrouwen;Havo;Flevoland (PV);2017/'18;1470;1280;87.0
2594;Totaal mannen en vrouwen;Havo;Flevoland (PV);2018/'19;1470;1240;85.0
2595;Totaal mannen en vrouwen;Havo;Flevoland (PV);2019/'20;1480;1430;97.0
2596;Totaal mannen en vrouwen;Havo;Flevoland (PV);2020/'21;1440;1280;88.0
2597;Totaal mannen en vrouwen;Havo;Flevoland (PV);2021/'22;1370;1170;85.0
2598;Totaal mannen en vrouwen;Havo;Flevoland (PV);2022/'23;1310;1040;79.0
2599;Totaal mannen en vrouwen;Havo;Flevoland (PV);2023/'24;1380;1120;82.0
2600;Totaal mannen en vrouwen;Havo;Gelderland (PV);2011/'12;6530;5710;87.0
2601;Totaal mannen en vrouwen;Havo;Gelderland (PV);2012/'13;6490;5750;89.0
2602;Totaal mannen en vrouwen;Havo;Gelderland (PV);2013/'14;6650;5840;88.0
2603;Totaal mannen en vrouwen;Havo;Gelderland (PV);2014/'15;6740;5900;88.0
2604;Totaal mannen en vrouwen;Havo;Gelderland (PV);2015/'16;7240;6400;88.0
2605;Totaal mannen en vrouwen;Havo;Gelderland (PV);2016/'17;7180;6270;87.0
2606;Totaal mannen en vrouwen;Havo;Gelderland (PV);2017/'18;7220;6440;89.0
2607;Totaal mannen en vrouwen;Havo;Gelderland (PV);2018/'19;7110;6340;89.0
2608;Totaal mannen en vrouwen;Havo;Gelderland (PV);2019/'20;7150;6970;97.0
2609;Totaal mannen en vrouwen;Havo;Gelderland (PV);2020/'21;6940;6350;92.0
2610;Totaal mannen en vrouwen;Havo;Gelderland (PV);2021/'22;6380;5860;92.0
2611;Totaal mannen en vrouwen;Havo;Gelderland (PV);2022/'23;6420;5450;85.0
2612;Totaal mannen en vrouwen;Havo;Gelderland (PV);2023/'24;6360;5660;89.0
2613;Totaal mannen en vrouwen;Havo;Utrecht (PV);2011/'12;3760;3280;87.0
2614;Totaal mannen en vrouwen;Havo;Utrecht (PV);2012/'13;3790;3380;89.0
2615;Totaal mannen en vrouwen;Havo;Utrecht (PV);2013/'14;4000;3570;89.0
2616;Totaal mannen en vrouwen;Havo;Utrecht (PV);2014/'15;3980;3560;89.0
2617;Totaal mannen en vrouwen;Havo;Utrecht (PV);2015/'16;4290;3870;90.0
2618;Totaal mannen en vrouwen;Havo;Utrecht (PV);2016/'17;4490;4020;90.0
2619;Totaal mannen en vrouwen;Havo;Utrecht (PV);2017/'18;4470;3980;89.0
2620;Totaal mannen en vrouwen;Havo;Utrecht (PV);2018/'19;4450;3960;89.0
2621;Totaal mannen en vrouwen;Havo;Utrecht (PV);2019/'20;4700;4580;97.0
2622;Totaal mannen en vrouwen;Havo;Utrecht (PV);2020/'21;4540;4170;92.0
2623;Totaal mannen en vrouwen;Havo;Utrecht (PV);2021/'22;4400;4040;92.0
2624;Totaal mannen en vrouwen;Havo;Utrecht (PV);2022/'23;4500;3790;84.0
2625;Totaal mannen en vrouwen;Havo;Utrecht (PV);2023/'24;4780;4220;88.0
2626;Totaal mannen en vrouwen;Havo;Noord-Holland (PV);2011/'12;7470;6430;86.0
2627;Totaal mannen en vrouwen;Havo;Noord-Holland (PV);2012/'13;7520;6550;87.0
2628;Totaal mannen en vrouwen;Havo;Noord-Holland (PV);2013/'14;7530;6570;87.0
2629;Totaal mannen en vrouwen;Havo;Noord-Holland (PV);2014/'15;7800;6790;87.0
2630;Totaal mannen en vrouwen;Havo;Noord-Holland (PV);2015/'16;8480;7420;88.0
2631;Totaal mannen en vrouwen;Havo;Noord-Holland (PV);2016/'17;8330;7200;86.0
2632;Totaal mannen en vrouwen;Havo;Noord-Holland (PV);2017/'18;8780;7580;86.0
2633;Totaal mannen en vrouwen;Havo;Noord-Holland (PV);2018/'19;8710;7570;87.0
2634;Totaal mannen en vrouwen;Havo;Noord-Holland (PV);2019/'20;8530;8310;97.0
2635;Totaal mannen en vrouwen;Havo;Noord-Holland (PV);2020/'21;8940;8010;90.0
2636;Totaal mannen en vrouwen;Havo;Noord-Holland (PV);2021/'22;8400;7400;88.0
2637;Totaal mannen en vrouwen;Havo;Noord-Holland (PV);2022/'23;8400;6860;82.0
2638;Totaal mannen en vrouwen;Havo;Noord-Holland (PV);2023/'24;8400;7230;86.0
2639;Totaal mannen en vrouwen;Havo;Zuid-Holland (PV);2011/'12;10100;8690;86.0
2640;Totaal mannen en vrouwen;Havo;Zuid-Holland (PV);2012/'13;9970;8740;88.0
2641;Totaal mannen en vrouwen;Havo;Zuid-Holland (PV);2013/'14;10110;8800;87.0
2642;Totaal mannen en vrouwen;Havo;Zuid-Holland (PV);2014/'15;10210;8850;87.0
2643;Totaal mannen en vrouwen;Havo;Zuid-Holland (PV);2015/'16;10670;9390;88.0
2644;Totaal mannen en vrouwen;Havo;Zuid-Holland (PV);2016/'17;10680;9250;87.0
2645;Totaal mannen en vrouwen;Havo;Zuid-Holland (PV);2017/'18;10900;9540;88.0
2646;Totaal mannen en vrouwen;Havo;Zuid-Holland (PV);2018/'19;11100;9760;88.0
2647;Totaal mannen en vrouwen;Havo;Zuid-Holland (PV);2019/'20;10830;10590;98.0
2648;Totaal mannen en vrouwen;Havo;Zuid-Holland (PV);2020/'21;10820;9670;89.0
2649;Totaal mannen en vrouwen;Havo;Zuid-Holland (PV);2021/'22;9880;8910;90.0
2650;Totaal mannen en vrouwen;Havo;Zuid-Holland (PV);2022/'23;9890;8410;85.0
2651;Totaal mannen en vrouwen;Havo;Zuid-Holland (PV);2023/'24;10010;8750;87.0
