ID;Arbeidsrelatie;ArbeidsduurPerWeek;Werktijden;Perioden;OrganisatiegraadVanWerknemers_1;Mannen15Tot65Jaar_2;Vrouwen15Tot65Jaar_3;k_15Tot25Jaar_4;k_25Tot45Jaar_5;k_45Tot65Jaar_6;LedenVakverenigingTotaal_7;Mannen15Tot65Jaar_8;Vrouwen15Tot65Jaar_9;k_15Tot25Jaar_10;k_25Tot45Jaar_11;k_45Tot65Jaar_12
98;Arbeidsrelatie, totaal;20 tot 35 uur;Onregelmatig;2002;26.0;29.0;24.0;;24.0;37.0;212.5;63.3;149.2;;108.3;94.9
99;Arbeidsrelatie, totaal;20 tot 35 uur;Onregelmatig;2003;24.0;30.0;22.0;9.0;24.0;33.0;209.8;68.2;141.6;11.7;107.2;90.8
100;Arbeidsrelatie, totaal;20 tot 35 uur;Onregelmatig;2004;25.0;30.0;23.0;9.0;24.0;33.0;215.4;66.0;149.4;11.1;104.5;99.8
101;Arbeidsrelatie, totaal;20 tot 35 uur;Onregelmatig;2006;24.0;28.0;22.0;;22.0;33.0;214.7;64.2;150.4;;98.5;107.0
102;Arbeidsrelatie, totaal;20 tot 35 uur;Avond;2000;24.0;26.0;23.0;;22.0;36.0;90.0;22.9;67.1;;46.8;40.2
103;Arbeidsrelatie, totaal;20 tot 35 uur;Avond;2001;23.0;26.0;22.0;;23.0;30.0;91.0;23.6;67.4;;47.1;38.3
104;Arbeidsrelatie, totaal;20 tot 35 uur;Avond;2002;24.0;26.0;24.0;;22.0;36.0;101.3;24.0;77.4;;46.4;50.6
105;Arbeidsrelatie, totaal;20 tot 35 uur;Avond;2003;24.0;27.0;23.0;;22.0;34.0;106.6;27.4;79.2;;49.1;51.6
106;Arbeidsrelatie, totaal;20 tot 35 uur;Avond;2004;22.0;25.0;21.0;;18.0;32.0;97.3;23.7;73.6;;40.3;52.3
107;Arbeidsrelatie, totaal;20 tot 35 uur;Avond;2006;23.0;24.0;22.0;;20.0;32.0;105.5;23.9;81.5;;45.0;56.3
108;Arbeidsrelatie, totaal;20 tot 35 uur;Nacht en avond;2000;35.0;42.0;31.0;;36.0;41.0;81.5;34.9;46.7;;50.9;27.0
109;Arbeidsrelatie, totaal;20 tot 35 uur;Nacht en avond;2001;32.0;41.0;27.0;;33.0;43.0;79.0;38.1;40.8;;48.3;26.3
110;Arbeidsrelatie, totaal;20 tot 35 uur;Nacht en avond;2002;31.0;36.0;27.0;;31.0;44.0;77.0;31.9;45.1;;47.1;27.8
111;Arbeidsrelatie, totaal;20 tot 35 uur;Nacht en avond;2003;29.0;36.0;25.0;;29.0;38.0;72.5;32.4;40.0;;42.6;26.6
112;Arbeidsrelatie, totaal;20 tot 35 uur;Nacht en avond;2004;34.0;40.0;30.0;;35.0;41.0;86.1;35.5;50.5;;48.7;33.7
113;Arbeidsrelatie, totaal;20 tot 35 uur;Nacht en avond;2006;28.0;34.0;24.0;;28.0;37.0;75.5;31.7;43.8;;40.1;32.1
114;Arbeidsrelatie, totaal;20 tot 35 uur;Weekend;2000;18.0;;18.0;;19.0;24.0;29.9;;23.9;;16.7;12.1
115;Arbeidsrelatie, totaal;20 tot 35 uur;Weekend;2001;19.0;;19.0;;18.0;26.0;31.1;;25.2;;14.2;13.9
116;Arbeidsrelatie, totaal;20 tot 35 uur;Weekend;2002;21.0;;21.0;;17.0;33.0;34.2;;26.8;;14.7;16.5
117;Arbeidsrelatie, totaal;20 tot 35 uur;Weekend;2003;19.0;;18.0;;20.0;21.0;30.7;;22.4;;15.5;12.6
118;Arbeidsrelatie, totaal;20 tot 35 uur;Weekend;2004;19.0;;20.0;;19.0;25.0;32.0;;25.3;;15.4;13.8
119;Arbeidsrelatie, totaal;20 tot 35 uur;Weekend;2006;20.0;;18.0;;17.0;29.0;33.7;;25.1;;13.5;18.7
120;Arbeidsrelatie, totaal;20 tot 35 uur;Onbekend;2000;;;;;;;;;;;;
121;Arbeidsrelatie, totaal;20 tot 35 uur;Onbekend;2001;;;;;;;;;;;;
122;Arbeidsrelatie, totaal;20 tot 35 uur;Onbekend;2002;;;;;;;;;;;;
123;Arbeidsrelatie, totaal;20 tot 35 uur;Onbekend;2003;;;;;;;;;;;;
124;Arbeidsrelatie, totaal;20 tot 35 uur;Onbekend;2004;;;;;;;;;;;;
125;Arbeidsrelatie, totaal;20 tot 35 uur;Onbekend;2006;;;;;;;;;;;;
126;Arbeidsrelatie, totaal;35 uur of meer;0;2000;28.0;30.0;20.0;13.0;24.0;42.0;1134.6;952.7;181.9;68.5;591.7;474.4
127;Arbeidsrelatie, totaal;35 uur of meer;0;2001;27.0;29.0;20.0;13.0;23.0;41.0;1115.3;930.7;184.6;66.6;554.5;494.2
128;Arbeidsrelatie, totaal;35 uur of meer;0;2002;27.0;30.0;20.0;14.0;23.0;41.0;1099.7;924.8;174.9;66.0;520.0;513.7
129;Arbeidsrelatie, totaal;35 uur of meer;0;2003;27.0;29.0;19.0;16.0;22.0;40.0;1063.9;894.3;169.7;70.3;502.6;491.0
130;Arbeidsrelatie, totaal;35 uur of meer;0;2004;27.0;29.0;20.0;14.0;22.0;40.0;1034.4;864.7;169.7;58.8;489.0;486.6
131;Arbeidsrelatie, totaal;35 uur of meer;0;2006;26.0;28.0;20.0;15.0;21.0;38.0;989.1;813.0;176.1;57.9;442.0;489.1
132;Arbeidsrelatie, totaal;35 uur of meer;Regelmatig;2000;26.0;29.0;17.0;11.0;21.0;41.0;507.1;426.3;80.8;26.7;244.8;235.6
133;Arbeidsrelatie, totaal;35 uur of meer;Regelmatig;2001;25.0;28.0;17.0;12.0;20.0;41.0;522.0;436.6;85.3;30.5;236.9;254.5
134;Arbeidsrelatie, totaal;35 uur of meer;Regelmatig;2002;26.0;28.0;16.0;12.0;20.0;41.0;522.7;442.2;80.5;28.7;230.1;264.0
135;Arbeidsrelatie, totaal;35 uur of meer;Regelmatig;2003;25.0;27.0;16.0;14.0;19.0;39.0;481.5;404.7;76.8;31.2;212.6;237.7
136;Arbeidsrelatie, totaal;35 uur of meer;Regelmatig;2004;26.0;28.0;16.0;14.0;20.0;39.0;480.5;408.9;71.5;26.7;209.8;244.0
137;Arbeidsrelatie, totaal;35 uur of meer;Regelmatig;2006;24.0;26.0;17.0;12.0;18.0;36.0;458.3;382.1;76.2;23.6;195.5;239.1
138;Arbeidsrelatie, totaal;35 uur of meer;Onregelmatig;2000;30.0;32.0;23.0;16.0;27.0;42.0;627.2;526.0;101.1;41.7;346.7;238.8
139;Arbeidsrelatie, totaal;35 uur of meer;Onregelmatig;2001;29.0;30.0;23.0;14.0;26.0;41.0;593.3;494.1;99.2;36.1;317.6;239.7
140;Arbeidsrelatie, totaal;35 uur of meer;Onregelmatig;2002;29.0;31.0;24.0;16.0;26.0;42.0;577.0;482.6;94.4;37.4;290.0;249.7
141;Arbeidsrelatie, totaal;35 uur of meer;Onregelmatig;2003;29.0;31.0;22.0;17.0;25.0;41.0;582.4;489.6;92.9;39.1;290.0;253.3
142;Arbeidsrelatie, totaal;35 uur of meer;Onregelmatig;2004;28.0;30.0;24.0;14.0;25.0;40.0;553.7;455.5;98.2;32.1;279.0;242.5
143;Arbeidsrelatie, totaal;35 uur of meer;Onregelmatig;2006;29.0;30.0;24.0;16.0;24.0;41.0;530.4;430.5;100.0;34.1;246.5;249.8
144;Arbeidsrelatie, totaal;35 uur of meer;Avond;2000;25.0;26.0;22.0;14.0;21.0;39.0;234.5;184.2;50.3;15.7;113.3;105.6
145;Arbeidsrelatie, totaal;35 uur of meer;Avond;2001;25.0;26.0;21.0;;21.0;39.0;225.9;178.8;47.1;;109.7;106.4
146;Arbeidsrelatie, totaal;35 uur of meer;Avond;2002;25.0;26.0;22.0;13.0;20.0;39.0;224.3;178.3;46.0;13.1;96.8;114.4
147;Arbeidsrelatie, totaal;35 uur of meer;Avond;2003;24.0;26.0;20.0;12.0;19.0;38.0;219.5;175.0;44.4;12.4;94.6;112.5
148;Arbeidsrelatie, totaal;35 uur of meer;Avond;2004;24.0;25.0;22.0;;19.0;37.0;210.7;162.6;48.2;;95.3;105.7
149;Arbeidsrelatie, totaal;35 uur of meer;Avond;2006;24.0;24.0;23.0;12.0;18.0;37.0;202.7;149.7;53.0;10.6;84.7;107.3
150;Arbeidsrelatie, totaal;35 uur of meer;Nacht en avond;2000;40.0;42.0;29.0;23.0;38.0;50.0;265.9;233.7;32.2;16.5;162.1;87.3
151;Arbeidsrelatie, totaal;35 uur of meer;Nacht en avond;2001;37.0;38.0;30.0;22.0;35.0;48.0;246.5;211.0;35.5;17.9;145.8;82.8
152;Arbeidsrelatie, totaal;35 uur of meer;Nacht en avond;2002;37.0;38.0;30.0;23.0;34.0;49.0;240.3;208.1;32.3;17.6;134.8;88.0
153;Arbeidsrelatie, totaal;35 uur of meer;Nacht en avond;2003;39.0;40.0;32.0;25.0;36.0;49.0;260.8;226.4;34.4;19.8;144.0;96.9
154;Arbeidsrelatie, totaal;35 uur of meer;Nacht en avond;2004;37.0;39.0;31.0;22.0;35.0;48.0;243.6;210.0;33.5;16.2;134.1;93.3
155;Arbeidsrelatie, totaal;35 uur of meer;Nacht en avond;2006;37.0;39.0;29.0;24.0;34.0;48.0;242.5;211.2;31.3;17.3;123.3;102.0
156;Arbeidsrelatie, totaal;35 uur of meer;Weekend;2000;25.0;26.0;19.0;;24.0;36.0;126.8;108.2;18.6;;71.4;45.9
157;Arbeidsrelatie, totaal;35 uur of meer;Weekend;2001;25.0;27.0;18.0;;22.0;38.0;121.0;104.4;16.6;;62.1;50.5
158;Arbeidsrelatie, totaal;35 uur of meer;Weekend;2002;26.0;28.0;19.0;;24.0;38.0;112.4;96.2;16.2;;58.4;47.3
159;Arbeidsrelatie, totaal;35 uur of meer;Weekend;2003;25.0;28.0;17.0;;22.0;36.0;102.2;88.1;14.1;;51.4;43.8
160;Arbeidsrelatie, totaal;35 uur of meer;Weekend;2004;24.0;25.0;20.0;;21.0;35.0;99.4;82.9;16.5;;49.7;43.5
161;Arbeidsrelatie, totaal;35 uur of meer;Weekend;2006;24.0;25.0;21.0;;19.0;37.0;85.2;69.6;15.6;;38.5;40.5
162;Arbeidsrelatie, totaal;35 uur of meer;Onbekend;2000;;;;;;;;;;;;
163;Arbeidsrelatie, totaal;35 uur of meer;Onbekend;2001;;;;;;;;;;;;
164;Arbeidsrelatie, totaal;35 uur of meer;Onbekend;2002;;;;;;;;;;;;
165;Arbeidsrelatie, totaal;35 uur of meer;Onbekend;2003;;;;;;;;;;;;
166;Arbeidsrelatie, totaal;35 uur of meer;Onbekend;2004;;;;;;;;;;;;
167;Arbeidsrelatie, totaal;35 uur of meer;Onbekend;2006;;;;;;;;;;;;
168;Vaste arbeidsrelatie;Arbeidsduur, totaal;0;2000;27.0;31.0;21.0;13.0;24.0;38.0;1499.3;1037.3;462.0;79.2;788.2;631.9
169;Vaste arbeidsrelatie;Arbeidsduur, totaal;0;2001;26.0;30.0;20.0;12.0;22.0;37.0;1486.4;1019.5;466.9;79.1;752.3;655.0
170;Vaste arbeidsrelatie;Arbeidsduur, totaal;0;2002;26.0;30.0;20.0;13.0;22.0;38.0;1498.7;1020.4;478.4;80.9;717.8;700.1
171;Vaste arbeidsrelatie;Arbeidsduur, totaal;0;2003;25.0;30.0;19.0;14.0;22.0;35.0;1458.7;989.8;468.9;81.1;702.4;675.2
172;Vaste arbeidsrelatie;Arbeidsduur, totaal;0;2004;26.0;30.0;20.0;13.0;22.0;36.0;1442.6;955.0;487.5;69.4;677.9;695.3
173;Vaste arbeidsrelatie;Arbeidsduur, totaal;0;2006;25.0;29.0;20.0;13.0;20.0;34.0;1393.1;901.1;492.0;64.8;621.5;706.9
174;Vaste arbeidsrelatie;Arbeidsduur, totaal;Regelmatig;2000;25.0;30.0;18.0;12.0;21.0;36.0;668.4;463.4;205.1;31.5;326.4;310.6
175;Vaste arbeidsrelatie;Arbeidsduur, totaal;Regelmatig;2001;24.0;29.0;18.0;13.0;19.0;36.0;688.6;474.5;214.1;33.6;320.9;334.0
176;Vaste arbeidsrelatie;Arbeidsduur, totaal;Regelmatig;2002;24.0;29.0;17.0;13.0;19.0;35.0;696.8;485.6;211.3;34.7;314.2;348.0
177;Vaste arbeidsrelatie;Arbeidsduur, totaal;Regelmatig;2003;23.0;28.0;17.0;14.0;18.0;34.0;658.4;447.1;211.3;33.9;297.8;326.6
178;Vaste arbeidsrelatie;Arbeidsduur, totaal;Regelmatig;2004;24.0;29.0;18.0;13.0;19.0;34.0;661.6;446.6;215.0;28.6;288.2;344.8
179;Vaste arbeidsrelatie;Arbeidsduur, totaal;Regelmatig;2006;23.0;26.0;18.0;13.0;17.0;32.0;640.7;420.5;220.2;25.7;271.3;343.7
180;Vaste arbeidsrelatie;Arbeidsduur, totaal;Onregelmatig;2000;29.0;32.0;23.0;14.0;27.0;40.0;830.5;573.6;256.9;47.6;461.6;321.4
