ID;Regiokenmerken;Perioden;TotaalGemeentelijkeHeffingen_1;TotaalBelastingen_2;OnroerendeZaakbelastingGebruikers_3;OnroerendeZaakbelastingEigenaren_4;Hondenbelasting_5;Toeristenbelasting_6;Reclamebelasting_7;Baatbelasting_8;Forensenbelasting_9;Parkeerbelasting_10;Precariobelasting_11;RoerendeWoonEnBedrijfsrBelastingen_12;TotaalRetributies_13;RioolheffingGecombineerd_14;RioolheffingHuishoudelijkBedrijfafval_15;RioolheffingGrondEnHemelwater_16;ReinigingsrechtenEnAfvalstoffenheffing_17;Begraafplaatsrechten_18;Bouwvergunningen_19;SecretarielegesBurgerzaken_20;Marktgelden_21;TotaalGemeentelijkeHeffingen_22;TotaalBelastingen_23;OnroerendeZaakbelastingGebruikers_24;OnroerendeZaakbelastingEigenaren_25;Hondenbelasting_26;Toeristenbelasting_27;Reclamebelasting_28;Baatbelasting_29;Forensenbelasting_30;Parkeerbelasting_31;Precariobelasting_32;RoerendeWoonEnBedrijfsrBelastingen_33;TotaalRetributies_34;RioolheffingGecombineerd_35;RioolheffingHuishoudelijkBedrijfafval_36;RioolheffingGrondEnHemelwater_37;ReinigingsrechtenEnAfvalstoffenheffing_38;Begraafplaatsrechten_39;Bouwvergunningen_40;SecretarielegesBurgerzaken_41;Marktgelden_42
119;Flevoland (PV);2006;133;62;11;44;2;1;0;0;0;3;0;0;71;14;;;40;;12;5;;359;167;31;119;5;3;0;0;0;7;1;0;192;38;;;108;;33;14;
120;Flevoland (PV);2007;140;65;12;46;2;1;0;0;0;3;0;0;75;15;;;42;;13;5;;373;174;31;124;5;4;0;0;0;9;1;0;200;40;;;112;;34;14;
121;Flevoland (PV);2008;153;70;12;50;2;1;0;0;0;4;0;0;83;16;0.0;0.0;44;1.0;15;6;0.0;404;185;32;131;5;4;0;0;0;10;1;0;219;42;0.0;0.0;117;4.0;40;16;1.0
122;Flevoland (PV);2009;161;76;14;53;2;2;0;0;0;4;1;0;86;16;0.0;0.0;46;2.0;15;6;1.0;421;198;35;139;5;4;0;0;0;11;2;0;223;42;0.0;0.0;119;4.0;40;16;1.0
123;Flevoland (PV);2010;170;81;14;56;2;2;2;0;0;4;1;0;89;17;0.0;0.0;46;2.0;15;7;1.0;437;209;37;144;6;4;5;0;1;11;2;0;228;44;0.0;0.0;120;5.0;39;19;2.0
124;Flevoland (PV);2011;172;84;15;57;2;2;2;0;0;5;1;0;88;18;0.0;0.0;46;2.0;14;8;1.0;438;214;38;145;6;6;5;0;1;12;2;0;224;45;0.0;0.0;118;4.0;36;19;2.0
125;Flevoland (PV);2012;178;93;15;63;2;3;2;0;0;6;1;0;85;19;0.0;0.0;45;2.0;11;8;1.0;450;234;38;159;6;7;5;0;1;15;3;0;216;49;0.0;0.0;113;4.0;29;19;2.0
126;Flevoland (PV);2013;185;99;14;67;3;3;2;0;0;7;3;0;86;20;0.0;0.0;45;2.0;11;7;1.0;464;248;35;169;6;6;5;0;1;16;8;0;216;51;0.0;0.0;112;4.0;28;19;2.0
127;Flevoland (PV);2014;181;100;12;70;2;3;2;0;0;7;3;0;81;21;0.0;0.0;44;2.0;7;7;1.0;453;251;31;176;6;6;5;0;1;16;9;0;203;52;0.0;0.0;110;4.0;17;18;2.0
128;Flevoland (PV);2015;190;105;14;73;2;3;2;0;1;7;3;0;85;23;;;44;2.0;9;7;1.0;473;262;35;182;6;7;5;0;1;17;9;0;211;57;;;109;4.0;22;16;2.0
129;Flevoland (PV);2016;195;109;13;77;2;3;2;0;1;7;4;0;87;24;;;45;2.0;8;7;1.0;483;269;32;191;6;8;5;0;1;16;10;0;214;60;;;112;4.0;21;16;2.0
130;Gelderland (PV);2004;734;452;178;224;7;8;0;0;3;30;1;0;281;80;;;144;;37;19;;373;230;91;114;4;4;0;0;1;15;0;0;143;41;;;73;;19;10;
131;Gelderland (PV);2005;776;466;184;231;8;8;0;0;3;31;1;0;310;100;;;147;;41;22;;394;237;93;117;4;4;0;0;1;16;1;0;157;51;;;75;;21;11;
132;Gelderland (PV);2006;692;348;56;240;8;9;0;0;3;31;1;0;344;123;;;152;;46;22;;350;176;28;121;4;4;0;0;1;16;1;0;174;62;;;77;;23;11;
133;Gelderland (PV);2007;723;368;57;257;8;9;0;0;3;33;2;0;355;131;;;152;;48;24;;365;186;29;130;4;4;0;0;2;17;1;0;180;66;;;77;;24;12;
134;Gelderland (PV);2008;777;389;60;273;8;9;0;0;3;34;2;0;388;143;0.0;0.0;148;13.0;54;27;2.0;392;196;30;137;4;5;0;0;2;17;1;0;196;72;0.0;0.0;75;7.0;27;14;1.0
135;Gelderland (PV);2009;817;413;63;289;8;10;0;0;3;37;2;0;404;150;0.0;0.0;150;13.0;58;30;3.0;410;208;32;145;4;5;0;0;2;19;1;0;203;75;0.0;0.0;75;7.0;29;15;1.0
136;Gelderland (PV);2010;846;432;65;301;8;10;1;0;3;40;2;0;414;156;4.0;0.0;150;14.0;56;31;3.0;423;216;32;151;4;5;1;0;2;20;1;0;207;78;2.0;0.0;75;7.0;28;15;1.0
137;Gelderland (PV);2011;868;449;67;313;9;11;2;0;3;42;2;0;420;159;4.0;0.0;154;15.0;53;32;3.0;433;224;33;156;4;5;1;0;2;21;1;0;209;79;2.0;0.0;77;7.0;26;16;1.0
138;Gelderland (PV);2012;896;470;71;326;9;12;2;0;4;43;3;0;426;165;4.0;0.0;153;15.0;54;32;3.0;446;234;35;162;4;6;1;0;2;21;1;0;212;82;2.0;0.0;76;8.0;27;16;1.0
139;Gelderland (PV);2013;916;495;75;344;9;13;2;0;4;45;3;0;421;170;5.0;0.0;146;15.0;50;32;3.0;454;246;37;171;4;6;1;0;2;23;2;0;209;85;2.0;0.0;73;8.0;25;16;1.0
140;Gelderland (PV);2014;935;513;79;356;9;13;2;0;4;44;6;0;422;176;5.0;0.0;144;16.0;46;32;3.0;463;254;39;176;4;6;1;0;2;22;3;0;209;87;2.0;0.0;72;8.0;23;16;1.0
141;Gelderland (PV);2015;964;541;76;376;9;13;2;0;4;44;17;0;422;186;;;143;16.0;42;33;3.0;476;267;38;186;4;6;1;0;2;22;8;0;208;92;;;71;8.0;21;16;1.0
142;Gelderland (PV);2016;999;572;72;396;8;13;3;0;4;44;32;0;427;189;;;142;16.0;43;34;3.0;491;281;35;194;4;6;1;0;2;22;16;0;210;93;;;70;8.0;21;17;1.0
143;Utrecht (PV);2004;481;282;113;138;4;3;2;0;0;21;1;0;199;54;;;99;;32;13;;415;243;98;119;3;2;1;0;0;18;1;0;172;47;;;86;;28;11;
144;Utrecht (PV);2005;505;292;116;143;4;3;1;0;1;23;1;0;213;59;;;104;;35;15;;432;250;100;122;3;2;1;0;0;20;1;0;182;51;;;89;;30;13;
145;Utrecht (PV);2006;468;233;40;150;4;3;1;0;1;33;1;0;235;72;;;112;;36;16;;397;197;34;127;3;2;1;0;0;28;1;0;199;61;;;95;;30;13;
146;Utrecht (PV);2007;486;235;37;158;4;3;0;0;1;32;1;0;251;76;;;121;;37;17;;408;197;31;132;4;2;0;0;0;27;1;0;211;64;;;102;;31;14;
147;Utrecht (PV);2008;532;244;37;164;4;3;0;0;0;34;1;0;287;84;0.0;0.0;133;9.0;38;20;2.0;443;203;31;136;4;2;0;0;0;29;1;0;239;70;0.0;0.0;111;8.0;32;17;1.0
148;Utrecht (PV);2009;557;257;39;172;4;3;1;0;1;36;1;0;300;88;0.0;0.0;135;11.0;42;21;2.0;460;213;32;142;4;2;1;0;0;30;1;0;248;73;0.0;0.0;112;9.0;35;17;2.0
149;Utrecht (PV);2010;552;262;35;178;4;3;1;0;1;38;1;0;291;93;0.0;0.0;123;12.0;40;22;2.0;452;214;29;146;4;2;0;0;0;31;1;0;238;76;0.0;0.0;101;9.0;33;18;1.0
150;Utrecht (PV);2011;564;273;39;185;4;3;1;0;1;39;2;0;291;96;0.0;0.0;115;11.0;45;23;2.0;459;222;32;150;3;2;0;0;0;32;1;0;237;78;0.0;0.0;93;9.0;36;19;2.0
151;Utrecht (PV);2012;575;283;41;193;4;3;1;0;1;37;2;0;292;100;1.0;0.0;112;12.0;43;22;2.0;465;228;34;156;4;3;1;0;0;30;1;0;236;81;1.0;0.0;90;10.0;35;18;2.0
152;Utrecht (PV);2013;595;307;45;210;5;4;1;0;1;39;2;0;288;102;1.0;0.0;111;12.0;37;22;2.0;478;246;36;169;4;3;1;0;0;31;1;0;232;82;1.0;0.0;89;10.0;30;18;2.0
153;Utrecht (PV);2014;606;319;47;217;5;4;1;0;1;43;2;0;287;106;1.0;0.0;108;12.0;35;22;2.0;484;255;37;173;4;3;1;0;0;34;1;0;229;85;1.0;0.0;86;10.0;28;18;2.0
154;Utrecht (PV);2015;620;327;47;222;5;4;1;0;1;43;3;0;293;110;;;109;13.0;35;23;2.0;490;258;37;176;4;3;1;0;0;34;2;0;232;87;;;86;10.0;28;18;2.0
155;Utrecht (PV);2016;653;352;52;235;5;5;1;0;1;42;11;0;301;115;;;113;13.0;35;23;2.0;513;276;41;184;4;4;1;0;0;33;9;0;237;90;;;88;11.0;27;18;2.0
156;Noord-Holland (PV);2004;1251;734;242;304;6;39;5;0;3;118;15;1;517;146;;;283;;55;33;;484;284;94;118;2;15;2;0;1;46;6;0;200;57;;;110;;21;13;
157;Noord-Holland (PV);2005;1307;758;246;317;7;40;3;0;3;122;18;1;549;154;;;291;;70;34;;504;292;95;122;3;15;1;0;1;47;7;0;212;59;;;112;;27;13;
158;Noord-Holland (PV);2006;1161;620;93;331;7;39;6;0;4;122;17;2;540;163;;;280;;62;35;;446;238;36;127;3;15;2;0;1;47;7;1;207;63;;;108;;24;13;
159;Noord-Holland (PV);2007;1200;648;91;343;7;40;6;0;4;142;15;1;552;172;;;279;;65;37;;459;248;35;131;3;15;2;0;1;54;6;1;211;66;;;107;;25;14;
160;Noord-Holland (PV);2008;1312;684;90;353;7;42;6;0;4;160;19;2;629;186;0.0;0.0;290;18.0;84;43;8.0;500;260;34;135;3;16;2;0;1;61;7;1;239;71;0.0;0.0;111;7.0;32;16;3.0
161;Noord-Holland (PV);2009;1409;735;95;367;7;49;7;0;4;182;21;2;673;202;0.0;0.0;303;20.0;95;46;7.0;532;278;36;139;3;19;3;0;2;69;8;1;254;76;0.0;0.0;114;8.0;36;17;3.0
162;Noord-Holland (PV);2010;1427;746;99;379;7;45;8;0;5;190;11;1;681;210;1.0;0.0;309;20.0;86;48;7.0;535;279;37;142;3;17;3;0;2;71;4;0;255;79;0.0;0.0;116;7.0;32;18;3.0
163;Noord-Holland (PV);2011;1476;775;102;390;7;47;9;0;5;196;16;1;701;217;1.0;0.0;321;21.0;84;50;8.0;548;288;38;145;3;17;3;0;2;73;6;1;260;81;0.0;0.0;119;8.0;31;19;3.0
164;Noord-Holland (PV);2012;1542;832;113;415;8;53;9;0;5;208;19;2;710;228;0.0;0.0;325;20.0;79;50;8.0;569;307;42;153;3;19;3;0;2;77;7;1;262;84;0.0;0.0;120;7.0;29;18;3.0
165;Noord-Holland (PV);2013;1589;871;116;426;8;60;9;0;6;221;23;2;719;234;0.0;0.0;331;21.0;74;50;8.0;583;320;43;157;3;22;3;0;2;81;8;1;264;86;0.0;0.0;121;8.0;27;18;3.0
166;Noord-Holland (PV);2014;1609;895;116;438;8;64;7;0;6;226;28;1;715;239;0.0;0.0;327;21.0;70;49;8.0;587;326;42;160;3;23;2;0;2;83;10;0;261;87;0.0;0.0;119;8.0;26;18;3.0
167;Noord-Holland (PV);2015;1621;912;118;448;8;61;7;0;6;231;31;1;709;241;;;317;21.0;73;48;8.0;587;330;43;162;3;22;3;0;2;83;11;0;257;87;;;115;8.0;26;17;3.0
168;Noord-Holland (PV);2016;1654;938;120;458;7;72;3;0;6;240;32;1;716;246;;;314;24.0;74;50;8.0;594;337;43;164;2;26;1;0;2;86;12;0;257;88;;;113;9.0;27;18;3.0
169;Zuid-Holland (PV);2004;1574;933;350;442;11;13;4;0;2;71;39;0;642;180;;;343;;75;45;;457;270;102;128;3;4;1;0;1;21;11;0;186;52;;;99;;22;13;
170;Zuid-Holland (PV);2005;1650;975;359;454;11;14;4;0;2;84;47;0;675;193;;;350;;83;49;;478;282;104;131;3;4;1;0;1;24;14;0;196;56;;;101;;24;14;
171;Zuid-Holland (PV);2006;1465;760;130;469;12;12;4;0;2;79;52;0;705;203;;;360;;93;50;;424;220;38;136;3;3;1;0;1;23;15;0;204;59;;;104;;27;14;
172;Zuid-Holland (PV);2007;1559;791;133;487;12;12;5;0;2;86;56;0;768;229;;;384;;103;52;;452;229;38;141;3;3;1;0;1;25;16;0;223;66;;;111;;30;15;
173;Zuid-Holland (PV);2008;1668;829;138;496;13;12;1;0;3;105;62;0;838;245;0.0;0.0;392;25.0;111;57;9.0;482;240;40;143;4;3;0;0;1;30;18;0;242;71;0.0;0.0;113;7.0;32;16;3.0
174;Zuid-Holland (PV);2009;1738;858;144;514;12;12;1;0;3;107;66;0;879;261;0.0;0.0;405;26.0;118;61;9.0;499;247;41;148;3;3;0;0;1;31;19;0;253;75;0.0;0.0;116;7.0;34;17;3.0
175;Zuid-Holland (PV);2010;1764;867;145;528;12;15;1;0;3;121;43;0;897;277;0.0;0.0;414;25.0;107;65;9.0;503;247;41;151;4;4;0;0;1;34;12;0;256;79;0.0;0.0;118;7.0;31;18;2.0
176;Zuid-Holland (PV);2011;1805;904;148;539;12;15;1;0;3;121;64;1;900;285;3.0;1.0;405;27.0;105;67;9.0;511;256;42;153;3;4;0;0;1;34;18;0;255;81;1.0;0.0;115;8.0;30;19;2.0
177;Zuid-Holland (PV);2012;1867;944;150;561;13;15;1;0;3;133;67;1;923;297;3.0;1.0;421;28.0;96;67;9.0;526;266;42;158;4;4;0;0;1;37;19;0;260;84;1.0;0.0;119;8.0;27;19;3.0
178;Zuid-Holland (PV);2013;1955;1013;163;597;14;16;1;0;3;147;70;1;942;309;3.0;1.0;429;29.0;95;67;9.0;549;284;46;168;4;5;0;0;1;41;20;0;264;87;1.0;0.0;120;8.0;27;19;3.0
179;Zuid-Holland (PV);2014;1990;1058;169;625;14;16;1;0;3;154;75;1;932;312;3.0;1.0;436;30.0;76;65;9.0;557;296;47;175;4;4;0;0;1;43;21;0;261;87;1.0;0.0;122;9.0;21;18;3.0
180;Zuid-Holland (PV);2015;2026;1095;182;640;14;19;3;0;3;155;79;0;931;325;;;429;31.0;71;65;9.0;563;304;50;178;4;5;1;0;1;43;22;0;258;90;;;119;9.0;20;18;3.0
181;Zuid-Holland (PV);2016;2072;1134;184;658;14;20;3;0;3;158;96;0;938;332;;;425;31.0;73;68;10.0;572;313;51;182;4;5;1;0;1;44;27;0;259;92;;;117;8.0;20;19;3.0
182;Zeeland (PV);2004;169;103;34;41;1;10;0;0;4;12;1;0;66;16;;;39;;7;4;;447;272;89;109;3;26;0;1;11;30;2;0;175;43;;;102;;18;11;
183;Zeeland (PV);2005;179;109;35;44;1;11;0;0;4;12;1;0;69;18;;;40;;7;4;;470;287;91;117;4;30;0;1;11;32;2;0;183;47;;;105;;20;11;
184;Zeeland (PV);2006;162;90;12;46;1;12;0;0;5;13;1;0;72;19;;;41;;8;4;;410;237;31;120;4;31;0;1;12;34;2;0;173;51;;;107;;22;10;
185;Zeeland (PV);2007;173;94;12;48;1;12;0;0;5;14;1;0;79;21;;;44;;9;5;;453;246;32;125;4;32;0;1;13;36;2;0;208;55;;;115;;24;14;
186;Zeeland (PV);2008;184;97;13;49;1;13;0;0;5;14;1;0;87;23;0.0;0.0;45;4.0;10;5;0.0;483;254;33;130;4;33;1;0;13;37;2;0;229;60;0.0;0.0;119;11.0;25;14;1.0
187;Zeeland (PV);2009;194;103;13;53;2;13;0;0;5;16;1;0;91;25;0.0;0.0;45;5.0;10;5;0.0;510;271;34;139;4;35;1;0;14;42;2;0;239;66;0.0;0.0;119;12.0;27;14;1.0
188;Zeeland (PV);2010;199;107;14;55;2;13;1;0;5;17;1;0;92;26;0.0;0.0;46;5.0;9;6;0.0;521;280;36;145;4;34;2;0;14;43;2;0;241;68;0.0;0.0;121;12.0;23;16;1.0
189;Zeeland (PV);2011;208;111;14;57;2;13;1;0;5;17;1;0;98;30;0.0;0.0;47;5.0;9;6;0.0;546;290;37;150;4;35;1;0;14;45;3;0;256;78;0.0;0.0;124;12.0;24;17;1.0
190;Zeeland (PV);2012;215;116;15;60;2;14;1;0;6;18;1;0;99;32;0.0;0.0;46;5.0;9;6;0.0;563;303;38;158;5;36;2;0;15;47;3;0;260;84;0.0;0.0;121;13.0;24;17;1.0
191;Zeeland (PV);2013;225;121;15;63;2;14;1;0;6;19;1;0;104;35;0.0;0.0;47;5.0;9;7;0.0;590;317;39;165;5;38;2;0;15;50;3;0;273;93;0.0;0.0;124;14.0;24;17;1.0
192;Zeeland (PV);2014;230;124;16;65;2;15;1;0;6;19;1;0;105;37;0.0;0.0;48;5.0;9;7;0.0;603;327;42;170;5;39;2;0;16;50;3;0;277;97;0.0;0.0;126;13.0;23;17;1.0
193;Zeeland (PV);2015;240;129;17;66;2;16;1;0;6;20;1;0;111;40;;;49;5.0;10;7;0.0;629;339;44;175;5;41;2;0;17;52;3;0;291;105;;;130;13.0;25;17;1.0
194;Zeeland (PV);2016;248;135;17;69;2;16;1;0;7;19;5;0;113;41;;;50;5.0;9;7;0.0;651;354;45;180;5;42;2;0;17;50;13;0;297;108;;;132;13.0;25;18;1.0
195;Noord-Brabant (PV);2004;969;508;193;247;7;7;0;0;1;51;3;0;460;140;;;241;;53;26;;403;211;80;103;3;3;0;0;0;21;1;0;191;58;;;100;;22;11;
196;Noord-Brabant (PV);2005;1009;539;204;261;7;8;0;0;1;54;3;0;470;146;;;243;;55;27;;419;224;85;108;3;3;0;0;0;22;1;0;195;60;;;101;;23;11;
197;Noord-Brabant (PV);2006;900;415;68;271;8;8;0;0;1;53;5;0;484;152;;;242;;61;29;;372;172;28;112;3;3;0;0;0;22;2;0;200;63;;;100;;25;12;
198;Noord-Brabant (PV);2007;942;435;67;285;8;9;0;0;1;59;6;0;507;163;;;242;;69;34;;390;180;28;118;3;4;0;0;0;25;2;0;210;67;;;100;;28;14;
199;Noord-Brabant (PV);2008;1001;456;68;299;9;9;1;0;1;66;3;0;544;172;0.0;0.0;256;5.0;74;34;3.0;413;188;28;123;4;4;0;0;0;27;1;0;225;71;0.0;0.0;106;2.0;31;14;1.0
200;Noord-Brabant (PV);2009;1050;478;72;313;9;10;1;0;1;69;4;0;571;180;1.0;1.0;260;5.0;82;38;3.0;431;197;30;129;4;4;0;0;0;28;2;0;235;74;0.0;0.0;107;2.0;34;16;1.0
201;Noord-Brabant (PV);2010;1068;493;74;323;9;11;1;0;1;71;4;0;575;187;1.0;1.0;261;6.0;77;39;3.0;437;202;30;132;4;4;0;0;0;29;1;0;235;77;0.0;0.0;107;2.0;31;16;1.0
202;Noord-Brabant (PV);2011;1094;515;78;336;9;12;2;0;1;73;4;0;579;195;1.0;1.0;260;5.0;74;40;3.0;446;210;32;137;4;5;1;0;0;30;2;0;236;79;0.0;0.0;106;2.0;30;16;1.0
203;Noord-Brabant (PV);2012;1119;541;82;354;10;12;2;0;1;77;4;0;578;202;1.0;1.0;253;5.0;72;40;3.0;454;220;33;144;4;5;1;0;0;31;1;0;235;82;1.0;0.0;103;2.0;29;16;1.0
204;Noord-Brabant (PV);2013;1140;566;87;375;10;13;2;0;1;73;4;0;575;207;1.0;1.0;249;5.0;66;42;3.0;461;229;35;152;4;5;1;0;0;30;1;0;233;84;1.0;0.0;101;2.0;27;17;1.0
205;Noord-Brabant (PV);2014;1156;589;91;392;10;14;3;0;1;73;4;0;567;212;1.0;1.0;241;6.0;62;41;3.0;466;238;37;158;4;6;1;0;0;29;2;0;229;85;1.0;0.0;97;2.0;25;17;1.0
206;Noord-Brabant (PV);2015;1177;610;93;407;10;15;3;0;1;76;5;0;567;218;;;237;6.0;61;42;3.0;473;245;37;163;4;6;1;0;0;30;2;0;228;88;;;95;2.0;24;17;1.0
207;Noord-Brabant (PV);2016;1193;621;93;418;10;16;4;0;1;75;5;0;572;223;;;236;5.0;59;45;3.0;477;249;37;167;4;6;2;0;0;30;2;0;229;89;;;95;2.0;24;18;1.0
208;Limburg (PV);2004;494;272;104;127;4;11;0;1;0;23;1;0;222;74;;;117;;19;12;;434;239;91;112;4;10;0;1;0;20;1;0;195;65;;;102;;17;10;
209;Limburg (PV);2005;516;285;110;132;5;12;0;1;0;24;2;0;231;80;;;118;;20;12;;454;251;97;116;4;10;0;1;0;21;1;0;203;71;;;104;;18;11;
210;Limburg (PV);2006;462;220;35;141;5;11;0;1;0;25;2;0;242;83;;;120;;25;13;;408;194;31;124;4;10;0;1;0;22;2;0;214;73;;;106;;22;12;
211;Limburg (PV);2007;478;226;34;145;5;12;0;1;0;28;2;0;252;88;;;122;;27;15;;424;200;30;128;4;10;0;1;0;25;2;0;223;78;;;108;;24;13;
212;Limburg (PV);2008;502;238;35;153;5;13;0;1;0;28;2;0;264;91;0.0;0.0;125;3.0;27;16;2.0;447;212;31;136;4;12;0;1;0;25;2;0;235;81;0.0;0.0;111;3.0;24;14;2.0
213;Limburg (PV);2009;521;246;36;159;5;13;0;1;0;29;2;0;275;99;0.0;0.0;124;4.0;29;17;2.0;464;219;32;142;5;12;0;1;0;26;2;0;245;88;0.0;0.0;110;3.0;26;15;2.0
214;Limburg (PV);2010;530;256;37;164;5;14;2;1;0;31;2;0;275;101;0.0;0.0;123;3.0;28;18;2.0;472;228;33;146;5;12;1;1;0;27;2;0;245;90;0.0;0.0;109;3.0;25;16;2.0
215;Limburg (PV);2011;545;268;40;172;6;15;2;0;0;33;2;0;277;104;0.0;0.0;120;4.0;28;19;2.0;486;239;35;153;5;13;1;0;0;30;2;0;247;93;0.0;0.0;107;3.0;25;17;2.0
216;Limburg (PV);2012;566;287;42;184;6;16;2;0;0;35;2;0;279;108;0.0;0.0;117;4.0;29;19;2.0;504;256;38;164;6;14;2;0;0;31;2;0;248;96;0.0;0.0;104;4.0;26;17;2.0
217;Limburg (PV);2013;576;298;44;192;7;16;2;0;0;36;2;0;278;113;0.0;0.0;115;4.0;27;19;2.0;514;266;39;171;6;14;2;0;0;32;2;0;248;100;0.0;0.0;102;3.0;24;17;2.0
218;Limburg (PV);2014;580;310;46;200;7;16;2;0;0;37;2;0;270;116;0.0;0.0;108;4.0;23;19;2.0;518;277;41;178;6;14;2;0;0;33;2;0;241;103;0.0;0.0;96;3.0;20;17;2.0
219;Limburg (PV);2015;588;319;49;207;7;17;2;0;0;36;2;0;269;117;;;106;4.0;21;19;2.0;526;286;43;185;6;15;2;0;0;32;2;0;241;105;;;95;3.0;19;17;2.0
220;Limburg (PV);2016;603;327;50;213;7;18;2;0;0;35;2;0;276;120;;;108;4.0;22;21;2.0;540;292;44;191;6;16;2;0;0;32;2;0;247;108;;;97;3.0;19;18;2.0
221;Oost-Groningen (CR);2004;58;30;12;16;0;0;0;0;0;1;0;0;28;9;;;16;;2;1;;374;194;79;102;2;2;0;0;0;8;0;0;180;56;;;103;;13;8;
222;Oost-Groningen (CR);2005;60;31;13;16;0;0;0;0;0;1;0;0;29;11;;;15;;2;1;;387;199;82;105;1;2;0;0;0;8;0;0;188;68;;;98;;12;9;
223;Oost-Groningen (CR);2006;55;23;4;17;0;0;0;0;0;1;0;0;33;13;;;16;;2;2;;358;146;25;109;2;1;0;0;1;8;0;0;212;84;;;103;;15;10;
224;Oost-Groningen (CR);2007;55;23;4;17;0;0;0;0;0;1;0;0;33;13;;;16;;2;2;;360;148;24;112;2;2;0;0;0;8;0;0;212;87;;;101;;12;11;
225;Oost-Groningen (CR);2008;58;23;4;18;0;0;0;0;0;1;0;0;34;14;0.0;0.0;16;1.0;2;2;0.0;378;153;24;116;2;2;0;0;0;8;0;0;225;92;0.0;0.0;103;3.0;14;12;1.0
226;Oost-Groningen (CR);2009;59;24;4;18;0;0;0;0;0;1;0;0;35;13;2.0;0.0;15;1.0;3;2;0.0;391;158;25;119;2;2;1;0;0;9;0;0;233;87;11.0;0.0;97;3.0;20;14;1.0
227;Oost-Groningen (CR);2010;61;25;4;19;0;0;0;0;0;1;0;0;36;15;0.0;0.0;15;0.0;3;2;0.0;399;163;26;124;1;2;1;0;0;9;0;0;235;99;0.0;0.0;99;3.0;19;14;1.0
228;Oost-Groningen (CR);2011;64;26;4;20;0;0;0;0;0;2;0;0;37;15;0.0;0.0;16;0.0;2;2;0.0;419;175;27;132;1;2;1;0;0;11;0;0;245;101;0.0;0.0;108;3.0;16;15;1.0
229;Oost-Groningen (CR);2012;66;28;5;22;0;0;0;0;0;1;0;0;38;16;0.0;0.0;16;1.0;2;3;0.0;438;188;30;144;1;3;1;0;0;9;0;0;250;105;0.0;0.0;109;4.0;14;17;1.0
230;Oost-Groningen (CR);2013;68;29;5;23;0;0;0;0;0;1;0;0;39;16;0.0;0.0;17;1.0;2;3;0.0;452;194;31;151;1;3;1;0;0;7;0;0;257;109;0.0;0.0;114;4.0;13;17;1.0
231;Oost-Groningen (CR);2014;68;30;5;23;0;0;0;0;0;1;0;0;38;17;0.0;0.0;16;1.0;2;3;0.0;458;201;33;156;1;3;1;0;0;7;0;0;257;113;0.0;0.0;109;4.0;13;17;1.0
232;Oost-Groningen (CR);2015;69;32;5;26;0;0;0;0;0;0;1;0;37;15;;;16;1.0;2;3;0.0;465;218;35;172;1;3;2;0;0;0;5;0;247;103;;;110;4.0;12;18;1.0
233;Oost-Groningen (CR);2016;68;34;5;27;0;0;0;0;0;0;1;0;35;15;;;15;1.0;2;3;0.0;460;226;36;179;1;2;2;0;0;0;5;0;234;99;;;102;4.0;11;17;1.0
234;Delfzijl en omgeving (CR);2004;23;13;5;7;0;0;0;0;0;0;0;0;10;3;;;6;;1;0;;435;241;101;130;3;0;0;0;0;6;0;0;194;51;;;123;;13;7;
235;Delfzijl en omgeving (CR);2005;24;13;6;7;0;0;0;0;0;0;0;0;11;3;;;6;;1;0;;456;253;106;137;3;0;0;0;0;6;0;0;203;59;;;121;;15;8;
236;Delfzijl en omgeving (CR);2006;21;10;2;7;0;0;0;0;0;0;0;0;11;3;;;6;;1;0;;411;198;44;144;3;0;0;0;0;6;0;0;213;65;;;119;;20;10;
237;Delfzijl en omgeving (CR);2007;22;10;2;8;0;0;0;0;0;0;0;0;12;4;;;6;;1;1;;428;202;43;149;4;1;0;0;0;6;0;0;226;73;;;124;;20;11;
238;Delfzijl en omgeving (CR);2008;23;11;2;8;0;0;0;0;0;1;0;0;12;4;0.0;0.0;6;0.0;1;1;0.0;463;220;47;157;4;0;0;0;0;11;0;0;243;82;0.0;0.0;122;5.0;22;12;1.0
239;Delfzijl en omgeving (CR);2009;25;12;3;8;0;0;0;0;0;1;0;0;13;4;0.0;0.0;6;0.0;1;1;0.0;499;239;53;170;4;1;0;0;0;11;0;0;259;87;0.0;0.0;129;8.0;21;14;1.0
240;Delfzijl en omgeving (CR);2010;25;12;3;9;0;0;0;0;0;0;0;0;13;5;0.0;0.0;6;0.0;1;1;0.0;503;242;57;177;4;1;0;0;0;3;0;0;261;92;0.0;0.0;127;8.0;19;14;1.0
241;Delfzijl en omgeving (CR);2011;25;13;3;9;0;0;0;0;0;0;0;0;13;4;0.0;0.0;6;0.0;1;1;0.0;516;256;60;186;5;2;1;0;0;2;0;0;260;91;0.0;0.0;126;8.0;19;15;0.0
242;Delfzijl en omgeving (CR);2012;27;14;3;9;0;0;0;0;0;0;1;0;13;5;0.0;0.0;6;0.0;1;1;0.0;548;279;62;194;4;2;2;0;0;0;15;0;269;102;0.0;0.0;124;8.0;20;15;0.0
