ID;Populatie;Geslacht;Persoonskenmerken;Motieven;RegioS;Perioden;VerplaatsingenPerPersoonPerDag_1;AfstandPerPersoonPerDag_2;ReisduurPerPersoonPerDag_3
2185;6000050;1100;2030500;2030250;Matig stedelijk;2010;0.17;1.51;3.1
2186;6000050;1100;2030500;2030250;Matig stedelijk;2011;0.16;1.16;2.77
2187;6000050;1100;2030500;2030250;Matig stedelijk;2012;0.14;1.03;2.75
2188;6000050;1100;2030500;2030250;Matig stedelijk;2013;0.16;0.83;2.09
2189;6000050;1100;2030500;2030250;Matig stedelijk;2014;0.14;0.81;2.13
2190;6000050;1100;2030500;2030250;Weinig stedelijk;2010;0.13;1.31;2.39
2191;6000050;1100;2030500;2030250;Weinig stedelijk;2011;0.15;1.25;2.39
2192;6000050;1100;2030500;2030250;Weinig stedelijk;2012;0.14;0.86;2.1
2193;6000050;1100;2030500;2030250;Weinig stedelijk;2013;0.14;1.16;2.43
2194;6000050;1100;2030500;2030250;Weinig stedelijk;2014;0.13;0.58;2.23
2195;6000050;1100;2030500;2030250;Niet stedelijk;2010;0.14;1.02;2.36
2196;6000050;1100;2030500;2030250;Niet stedelijk;2011;0.16;1.2;2.47
2197;6000050;1100;2030500;2030250;Niet stedelijk;2012;0.14;1.02;2.82
2198;6000050;1100;2030500;2030250;Niet stedelijk;2013;0.14;0.95;2.24
2199;6000050;1100;2030500;2030250;Niet stedelijk;2014;0.13;1.0;2.03
2200;6000050;1100;2030510;2030160;Nederland;2010;2.8;29.2;64.59
2201;6000050;1100;2030510;2030160;Nederland;2011;2.7;29.63;61.76
2202;6000050;1100;2030510;2030160;Nederland;2012;2.69;27.82;59.64
2203;6000050;1100;2030510;2030160;Nederland;2013;2.68;28.82;61.3
2204;6000050;1100;2030510;2030160;Nederland;2014;2.67;29.37;62.79
2205;6000050;1100;2030510;2030160;Noord-Nederland (LD);2010;2.68;31.34;64.43
2206;6000050;1100;2030510;2030160;Noord-Nederland (LD);2011;2.61;29.38;59.16
2207;6000050;1100;2030510;2030160;Noord-Nederland (LD);2012;2.56;26.89;56.54
2208;6000050;1100;2030510;2030160;Noord-Nederland (LD);2013;2.52;29.01;55.5
2209;6000050;1100;2030510;2030160;Noord-Nederland (LD);2014;2.52;31.62;62.03
2210;6000050;1100;2030510;2030160;Oost-Nederland (LD);2010;2.82;31.81;66.59
2211;6000050;1100;2030510;2030160;Oost-Nederland (LD);2011;2.79;30.65;59.09
2212;6000050;1100;2030510;2030160;Oost-Nederland (LD);2012;2.79;28.58;58.74
2213;6000050;1100;2030510;2030160;Oost-Nederland (LD);2013;2.75;27.56;57.23
2214;6000050;1100;2030510;2030160;Oost-Nederland (LD);2014;2.66;29.46;59.02
2215;6000050;1100;2030510;2030160;West-Nederland (LD);2010;2.8;28.0;64.39
2216;6000050;1100;2030510;2030160;West-Nederland (LD);2011;2.73;28.76;65.14
2217;6000050;1100;2030510;2030160;West-Nederland (LD);2012;2.7;29.33;63.32
2218;6000050;1100;2030510;2030160;West-Nederland (LD);2013;2.62;29.13;64.58
2219;6000050;1100;2030510;2030160;West-Nederland (LD);2014;2.72;28.65;65.79
2220;6000050;1100;2030510;2030160;Zuid-Nederland (LD);2010;2.83;27.9;63.09
2221;6000050;1100;2030510;2030160;Zuid-Nederland (LD);2011;2.59;30.38;59.26
2222;6000050;1100;2030510;2030160;Zuid-Nederland (LD);2012;2.62;24.4;54.62
2223;6000050;1100;2030510;2030160;Zuid-Nederland (LD);2013;2.77;29.48;61.96
2224;6000050;1100;2030510;2030160;Zuid-Nederland (LD);2014;2.65;29.61;61.26
2225;6000050;1100;2030510;2030160;Groningen (PV);2010;2.77;32.45;67.7
2226;6000050;1100;2030510;2030160;Groningen (PV);2011;2.67;30.69;60.67
2227;6000050;1100;2030510;2030160;Groningen (PV);2012;2.55;28.63;56.33
2228;6000050;1100;2030510;2030160;Groningen (PV);2013;2.46;27.59;53.71
2229;6000050;1100;2030510;2030160;Groningen (PV);2014;2.49;32.59;60.3
2230;6000050;1100;2030510;2030160;Friesland (PV);2010;2.53;29.76;61.59
2231;6000050;1100;2030510;2030160;Friesland (PV);2011;2.42;26.02;57.43
2232;6000050;1100;2030510;2030160;Friesland (PV);2012;2.59;27.48;60.12
2233;6000050;1100;2030510;2030160;Friesland (PV);2013;2.53;25.9;54.19
2234;6000050;1100;2030510;2030160;Friesland (PV);2014;2.76;30.15;66.9
2235;6000050;1100;2030510;2030160;Drenthe (PV);2010;2.79;32.27;64.98
2236;6000050;1100;2030510;2030160;Drenthe (PV);2011;2.8;32.34;59.74
2237;6000050;1100;2030510;2030160;Drenthe (PV);2012;2.55;24.38;51.92
2238;6000050;1100;2030510;2030160;Drenthe (PV);2013;2.57;34.64;59.19
2239;6000050;1100;2030510;2030160;Drenthe (PV);2014;2.25;32.5;57.75
2240;6000050;1100;2030510;2030160;Overijssel (PV);2010;2.88;30.39;62.13
2241;6000050;1100;2030510;2030160;Overijssel (PV);2011;2.9;24.89;53.08
2242;6000050;1100;2030510;2030160;Overijssel (PV);2012;2.82;26.83;56.86
2243;6000050;1100;2030510;2030160;Overijssel (PV);2013;2.67;24.08;53.22
2244;6000050;1100;2030510;2030160;Overijssel (PV);2014;2.68;28.56;61.3
2245;6000050;1100;2030510;2030160;Flevoland (PV);2010;2.76;37.28;65.28
2246;6000050;1100;2030510;2030160;Flevoland (PV);2011;2.89;33.59;63.6
2247;6000050;1100;2030510;2030160;Flevoland (PV);2012;2.82;41.88;67.61
2248;6000050;1100;2030510;2030160;Flevoland (PV);2013;2.65;27.89;54.27
2249;6000050;1100;2030510;2030160;Flevoland (PV);2014;2.47;35.65;61.44
2250;6000050;1100;2030510;2030160;Gelderland (PV);2010;2.79;31.73;69.32
2251;6000050;1100;2030510;2030160;Gelderland (PV);2011;2.72;33.39;61.7
2252;6000050;1100;2030510;2030160;Gelderland (PV);2012;2.76;27.16;58.25
2253;6000050;1100;2030510;2030160;Gelderland (PV);2013;2.81;29.61;60.19
2254;6000050;1100;2030510;2030160;Gelderland (PV);2014;2.67;28.88;57.07
2255;6000050;1100;2030510;2030160;Utrecht (PV);2010;2.93;30.06;62.22
2256;6000050;1100;2030510;2030160;Utrecht (PV);2011;2.91;30.64;75.62
2257;6000050;1100;2030510;2030160;Utrecht (PV);2012;2.78;34.92;67.38
2258;6000050;1100;2030510;2030160;Utrecht (PV);2013;2.64;33.23;65.92
2259;6000050;1100;2030510;2030160;Utrecht (PV);2014;2.95;32.43;68.16
2260;6000050;1100;2030510;2030160;Noord-Holland (PV);2010;2.68;28.14;68.93
2261;6000050;1100;2030510;2030160;Noord-Holland (PV);2011;2.78;29.64;63.23
2262;6000050;1100;2030510;2030160;Noord-Holland (PV);2012;2.66;30.16;66.92
2263;6000050;1100;2030510;2030160;Noord-Holland (PV);2013;2.68;28.57;66.25
2264;6000050;1100;2030510;2030160;Noord-Holland (PV);2014;2.79;29.45;68.69
2265;6000050;1100;2030510;2030160;Zuid-Holland (PV);2010;2.85;26.49;62.01
2266;6000050;1100;2030510;2030160;Zuid-Holland (PV);2011;2.65;26.94;63.58
2267;6000050;1100;2030510;2030160;Zuid-Holland (PV);2012;2.7;26.88;60.05
2268;6000050;1100;2030510;2030160;Zuid-Holland (PV);2013;2.59;27.53;63.24
2269;6000050;1100;2030510;2030160;Zuid-Holland (PV);2014;2.59;26.03;63.29
2270;6000050;1100;2030510;2030160;Zeeland (PV);2010;2.71;31.92;62.68
2271;6000050;1100;2030510;2030160;Zeeland (PV);2011;2.54;33.03;59.27
2272;6000050;1100;2030510;2030160;Zeeland (PV);2012;2.73;28.03;55.21
2273;6000050;1100;2030510;2030160;Zeeland (PV);2013;2.51;33.16;60.5
2274;6000050;1100;2030510;2030160;Zeeland (PV);2014;2.67;34.32;61.94
2275;6000050;1100;2030510;2030160;Noord-Brabant (PV);2010;2.84;27.72;63.93
2276;6000050;1100;2030510;2030160;Noord-Brabant (PV);2011;2.6;30.78;59.32
2277;6000050;1100;2030510;2030160;Noord-Brabant (PV);2012;2.66;25.46;56.51
2278;6000050;1100;2030510;2030160;Noord-Brabant (PV);2013;2.86;31.01;62.0
2279;6000050;1100;2030510;2030160;Noord-Brabant (PV);2014;2.72;31.03;62.12
2280;6000050;1100;2030510;2030160;Limburg (PV);2010;2.83;28.31;61.12
2281;6000050;1100;2030510;2030160;Limburg (PV);2011;2.56;29.48;59.1
2282;6000050;1100;2030510;2030160;Limburg (PV);2012;2.51;21.98;50.28
2283;6000050;1100;2030510;2030160;Limburg (PV);2013;2.57;26.21;61.9
2284;6000050;1100;2030510;2030160;Limburg (PV);2014;2.52;26.64;59.44
2285;6000050;1100;2030510;2030160;Zeer sterk stedelijk;2010;2.93;28.21;70.08
2286;6000050;1100;2030510;2030160;Zeer sterk stedelijk;2011;2.84;31.28;69.67
2287;6000050;1100;2030510;2030160;Zeer sterk stedelijk;2012;2.61;32.05;69.15
2288;6000050;1100;2030510;2030160;Zeer sterk stedelijk;2013;2.61;29.47;70.71
2289;6000050;1100;2030510;2030160;Zeer sterk stedelijk;2014;2.65;27.25;65.12
2290;6000050;1100;2030510;2030160;Sterk stedelijk;2010;2.76;27.45;64.66
2291;6000050;1100;2030510;2030160;Sterk stedelijk;2011;2.74;28.33;61.26
2292;6000050;1100;2030510;2030160;Sterk stedelijk;2012;2.78;26.13;61.36
2293;6000050;1100;2030510;2030160;Sterk stedelijk;2013;2.75;30.33;60.37
2294;6000050;1100;2030510;2030160;Sterk stedelijk;2014;2.78;29.57;65.52
2295;6000050;1100;2030510;2030160;Matig stedelijk;2010;2.86;30.38;62.48
2296;6000050;1100;2030510;2030160;Matig stedelijk;2011;2.74;30.45;61.58
2297;6000050;1100;2030510;2030160;Matig stedelijk;2012;2.77;27.1;57.81
2298;6000050;1100;2030510;2030160;Matig stedelijk;2013;2.86;28.02;62.38
2299;6000050;1100;2030510;2030160;Matig stedelijk;2014;2.68;31.2;64.41
2300;6000050;1100;2030510;2030160;Weinig stedelijk;2010;2.81;28.82;63.8
2301;6000050;1100;2030510;2030160;Weinig stedelijk;2011;2.66;29.58;60.64
2302;6000050;1100;2030510;2030160;Weinig stedelijk;2012;2.66;28.09;55.55
2303;6000050;1100;2030510;2030160;Weinig stedelijk;2013;2.6;26.66;56.55
2304;6000050;1100;2030510;2030160;Weinig stedelijk;2014;2.63;29.69;59.99
2305;6000050;1100;2030510;2030160;Niet stedelijk;2010;2.61;32.9;62.87
2306;6000050;1100;2030510;2030160;Niet stedelijk;2011;2.44;29.08;55.96
2307;6000050;1100;2030510;2030160;Niet stedelijk;2012;2.49;27.12;55.17
2308;6000050;1100;2030510;2030160;Niet stedelijk;2013;2.43;30.33;58.67
2309;6000050;1100;2030510;2030160;Niet stedelijk;2014;2.47;27.71;55.52
2310;6000050;1100;2030510;2030170;Nederland;2010;0.57;7.55;14.78
2311;6000050;1100;2030510;2030170;Nederland;2011;0.58;8.02;15.1
2312;6000050;1100;2030510;2030170;Nederland;2012;0.55;6.78;13.29
2313;6000050;1100;2030510;2030170;Nederland;2013;0.54;6.68;13.13
2314;6000050;1100;2030510;2030170;Nederland;2014;0.54;6.99;13.65
2315;6000050;1100;2030510;2030170;Noord-Nederland (LD);2010;0.53;7.18;12.78
2316;6000050;1100;2030510;2030170;Noord-Nederland (LD);2011;0.5;7.23;11.69
2317;6000050;1100;2030510;2030170;Noord-Nederland (LD);2012;0.49;5.96;10.68
2318;6000050;1100;2030510;2030170;Noord-Nederland (LD);2013;0.54;6.38;11.53
2319;6000050;1100;2030510;2030170;Noord-Nederland (LD);2014;0.49;6.69;10.63
2320;6000050;1100;2030510;2030170;Oost-Nederland (LD);2010;0.57;8.08;15.56
2321;6000050;1100;2030510;2030170;Oost-Nederland (LD);2011;0.65;9.42;15.99
2322;6000050;1100;2030510;2030170;Oost-Nederland (LD);2012;0.51;5.75;10.86
2323;6000050;1100;2030510;2030170;Oost-Nederland (LD);2013;0.53;5.66;10.72
2324;6000050;1100;2030510;2030170;Oost-Nederland (LD);2014;0.5;6.45;11.91
2325;6000050;1100;2030510;2030170;West-Nederland (LD);2010;0.59;7.71;15.35
2326;6000050;1100;2030510;2030170;West-Nederland (LD);2011;0.59;7.56;16.33
2327;6000050;1100;2030510;2030170;West-Nederland (LD);2012;0.6;8.31;16.56
2328;6000050;1100;2030510;2030170;West-Nederland (LD);2013;0.55;7.53;15.99
2329;6000050;1100;2030510;2030170;West-Nederland (LD);2014;0.56;7.72;16.05
2330;6000050;1100;2030510;2030170;Zuid-Nederland (LD);2010;0.57;6.89;13.9
2331;6000050;1100;2030510;2030170;Zuid-Nederland (LD);2011;0.56;7.87;13.51
2332;6000050;1100;2030510;2030170;Zuid-Nederland (LD);2012;0.51;5.15;10.51
2333;6000050;1100;2030510;2030170;Zuid-Nederland (LD);2013;0.53;6.25;10.85
2334;6000050;1100;2030510;2030170;Zuid-Nederland (LD);2014;0.54;6.28;12.26
2335;6000050;1100;2030510;2030170;Groningen (PV);2010;0.57;6.47;15.01
2336;6000050;1100;2030510;2030170;Groningen (PV);2011;0.55;7.41;14.3
2337;6000050;1100;2030510;2030170;Groningen (PV);2012;0.46;6.19;11.28
2338;6000050;1100;2030510;2030170;Groningen (PV);2013;0.56;6.74;12.15
2339;6000050;1100;2030510;2030170;Groningen (PV);2014;0.46;5.08;8.75
2340;6000050;1100;2030510;2030170;Friesland (PV);2010;0.5;8.09;11.92
2341;6000050;1100;2030510;2030170;Friesland (PV);2011;0.41;5.65;8.27
2342;6000050;1100;2030510;2030170;Friesland (PV);2012;0.58;6.44;12.09
2343;6000050;1100;2030510;2030170;Friesland (PV);2013;0.52;4.24;9.73
2344;6000050;1100;2030510;2030170;Friesland (PV);2014;0.55;8.61;12.75
2345;6000050;1100;2030510;2030170;Drenthe (PV);2010;0.52;6.71;11.86
2346;6000050;1100;2030510;2030170;Drenthe (PV);2011;0.56;9.13;13.24
2347;6000050;1100;2030510;2030170;Drenthe (PV);2012;0.42;5.07;8.2
2348;6000050;1100;2030510;2030170;Drenthe (PV);2013;0.54;8.8;13.21
2349;6000050;1100;2030510;2030170;Drenthe (PV);2014;0.44;5.86;9.8
2350;6000050;1100;2030510;2030170;Overijssel (PV);2010;0.55;6.68;11.94
2351;6000050;1100;2030510;2030170;Overijssel (PV);2011;0.71;8.03;15.91
2352;6000050;1100;2030510;2030170;Overijssel (PV);2012;0.57;7.55;13.39
2353;6000050;1100;2030510;2030170;Overijssel (PV);2013;0.51;4.5;9.36
2354;6000050;1100;2030510;2030170;Overijssel (PV);2014;0.5;5.43;11.4
2355;6000050;1100;2030510;2030170;Flevoland (PV);2010;0.64;9.95;16.05
2356;6000050;1100;2030510;2030170;Flevoland (PV);2011;0.56;9.83;17.48
2357;6000050;1100;2030510;2030170;Flevoland (PV);2012;0.5;9.15;14.74
2358;6000050;1100;2030510;2030170;Flevoland (PV);2013;0.54;7.12;13.54
2359;6000050;1100;2030510;2030170;Flevoland (PV);2014;0.61;11.09;17.95
2360;6000050;1100;2030510;2030170;Gelderland (PV);2010;0.57;8.57;17.52
2361;6000050;1100;2030510;2030170;Gelderland (PV);2011;0.62;10.13;15.78
2362;6000050;1100;2030510;2030170;Gelderland (PV);2012;0.47;3.96;8.52
2363;6000050;1100;2030510;2030170;Gelderland (PV);2013;0.54;6.09;11.04
2364;6000050;1100;2030510;2030170;Gelderland (PV);2014;0.48;6.24;11.1
2365;6000050;1100;2030510;2030170;Utrecht (PV);2010;0.58;9.42;16.13
2366;6000050;1100;2030510;2030170;Utrecht (PV);2011;0.52;7.34;14.47
2367;6000050;1100;2030510;2030170;Utrecht (PV);2012;0.6;9.0;16.31
2368;6000050;1100;2030510;2030170;Utrecht (PV);2013;0.6;9.42;17.67
2369;6000050;1100;2030510;2030170;Utrecht (PV);2014;0.55;9.04;17.0
2370;6000050;1100;2030510;2030170;Noord-Holland (PV);2010;0.59;8.63;16.89
2371;6000050;1100;2030510;2030170;Noord-Holland (PV);2011;0.61;7.72;15.34
2372;6000050;1100;2030510;2030170;Noord-Holland (PV);2012;0.65;11.02;21.31
2373;6000050;1100;2030510;2030170;Noord-Holland (PV);2013;0.56;8.68;18.81
2374;6000050;1100;2030510;2030170;Noord-Holland (PV);2014;0.62;8.05;18.68
2375;6000050;1100;2030510;2030170;Zuid-Holland (PV);2010;0.61;6.34;14.44
2376;6000050;1100;2030510;2030170;Zuid-Holland (PV);2011;0.6;7.82;18.43
2377;6000050;1100;2030510;2030170;Zuid-Holland (PV);2012;0.56;6.13;13.33
2378;6000050;1100;2030510;2030170;Zuid-Holland (PV);2013;0.54;6.08;13.94
2379;6000050;1100;2030510;2030170;Zuid-Holland (PV);2014;0.53;6.94;14.13
2380;6000050;1100;2030510;2030170;Zeeland (PV);2010;0.52;7.4;11.01
2381;6000050;1100;2030510;2030170;Zeeland (PV);2011;0.52;5.16;10.43
2382;6000050;1100;2030510;2030170;Zeeland (PV);2012;0.62;7.09;13.42
2383;6000050;1100;2030510;2030170;Zeeland (PV);2013;0.44;5.95;9.08
2384;6000050;1100;2030510;2030170;Zeeland (PV);2014;0.54;8.35;13.18
2385;6000050;1100;2030510;2030170;Noord-Brabant (PV);2010;0.58;7.35;15.21
2386;6000050;1100;2030510;2030170;Noord-Brabant (PV);2011;0.55;7.82;13.39
2387;6000050;1100;2030510;2030170;Noord-Brabant (PV);2012;0.52;5.47;10.94
2388;6000050;1100;2030510;2030170;Noord-Brabant (PV);2013;0.53;6.38;10.72
2389;6000050;1100;2030510;2030170;Noord-Brabant (PV);2014;0.55;6.15;12.47
2390;6000050;1100;2030510;2030170;Limburg (PV);2010;0.54;5.83;10.88
2391;6000050;1100;2030510;2030170;Limburg (PV);2011;0.59;7.97;13.79
2392;6000050;1100;2030510;2030170;Limburg (PV);2012;0.49;4.42;9.53
2393;6000050;1100;2030510;2030170;Limburg (PV);2013;0.52;5.98;11.11
2394;6000050;1100;2030510;2030170;Limburg (PV);2014;0.53;6.55;11.8
2395;6000050;1100;2030510;2030170;Zeer sterk stedelijk;2010;0.66;8.09;17.8
2396;6000050;1100;2030510;2030170;Zeer sterk stedelijk;2011;0.62;8.31;17.61
2397;6000050;1100;2030510;2030170;Zeer sterk stedelijk;2012;0.61;9.6;19.81
2398;6000050;1100;2030510;2030170;Zeer sterk stedelijk;2013;0.58;8.25;18.34
2399;6000050;1100;2030510;2030170;Zeer sterk stedelijk;2014;0.59;8.4;17.2
2400;6000050;1100;2030510;2030170;Sterk stedelijk;2010;0.53;6.98;15.78
2401;6000050;1100;2030510;2030170;Sterk stedelijk;2011;0.61;8.13;17.27
2402;6000050;1100;2030510;2030170;Sterk stedelijk;2012;0.52;6.14;13.2
2403;6000050;1100;2030510;2030170;Sterk stedelijk;2013;0.54;6.8;13.61
2404;6000050;1100;2030510;2030170;Sterk stedelijk;2014;0.57;7.48;15.71
2405;6000050;1100;2030510;2030170;Matig stedelijk;2010;0.57;7.55;14.05
2406;6000050;1100;2030510;2030170;Matig stedelijk;2011;0.57;8.22;14.23
2407;6000050;1100;2030510;2030170;Matig stedelijk;2012;0.57;6.23;12.31
2408;6000050;1100;2030510;2030170;Matig stedelijk;2013;0.55;6.08;12.56
2409;6000050;1100;2030510;2030170;Matig stedelijk;2014;0.52;7.19;13.25
2410;6000050;1100;2030510;2030170;Weinig stedelijk;2010;0.58;7.03;13.21
2411;6000050;1100;2030510;2030170;Weinig stedelijk;2011;0.55;8.0;13.65
2412;6000050;1100;2030510;2030170;Weinig stedelijk;2012;0.54;6.02;10.62
2413;6000050;1100;2030510;2030170;Weinig stedelijk;2013;0.53;5.88;10.77
2414;6000050;1100;2030510;2030170;Weinig stedelijk;2014;0.5;5.51;10.18
2415;6000050;1100;2030510;2030170;Niet stedelijk;2010;0.57;9.08;13.17
2416;6000050;1100;2030510;2030170;Niet stedelijk;2011;0.57;7.17;12.0
2417;6000050;1100;2030510;2030170;Niet stedelijk;2012;0.52;7.15;12.29
2418;6000050;1100;2030510;2030170;Niet stedelijk;2013;0.48;7.02;11.04
2419;6000050;1100;2030510;2030170;Niet stedelijk;2014;0.48;6.52;11.65
2420;6000050;1100;2030510;2030180;Nederland;2010;0.03;0.83;1.27
2421;6000050;1100;2030510;2030180;Nederland;2011;0.04;0.84;1.19
2422;6000050;1100;2030510;2030180;Nederland;2012;0.02;0.55;0.71
2423;6000050;1100;2030510;2030180;Nederland;2013;0.02;0.63;0.89
2424;6000050;1100;2030510;2030180;Nederland;2014;0.03;0.68;0.98
2425;6000050;1100;2030510;2030180;Noord-Nederland (LD);2010;;;
2426;6000050;1100;2030510;2030180;Noord-Nederland (LD);2011;0.05;0.86;0.94
2427;6000050;1100;2030510;2030180;Noord-Nederland (LD);2012;;;
2428;6000050;1100;2030510;2030180;Noord-Nederland (LD);2013;;;
2429;6000050;1100;2030510;2030180;Noord-Nederland (LD);2014;;;
2430;6000050;1100;2030510;2030180;Oost-Nederland (LD);2010;;;
2431;6000050;1100;2030510;2030180;Oost-Nederland (LD);2011;0.04;0.77;1.21
2432;6000050;1100;2030510;2030180;Oost-Nederland (LD);2012;;;
2433;6000050;1100;2030510;2030180;Oost-Nederland (LD);2013;;;
2434;6000050;1100;2030510;2030180;Oost-Nederland (LD);2014;;;
2435;6000050;1100;2030510;2030180;West-Nederland (LD);2010;0.04;0.81;1.46
2436;6000050;1100;2030510;2030180;West-Nederland (LD);2011;0.04;0.88;1.27
2437;6000050;1100;2030510;2030180;West-Nederland (LD);2012;0.03;0.59;0.86
2438;6000050;1100;2030510;2030180;West-Nederland (LD);2013;0.03;0.58;0.94
2439;6000050;1100;2030510;2030180;West-Nederland (LD);2014;0.03;0.81;1.25
2440;6000050;1100;2030510;2030180;Zuid-Nederland (LD);2010;0.04;1.52;1.81
2441;6000050;1100;2030510;2030180;Zuid-Nederland (LD);2011;0.03;0.81;1.15
2442;6000050;1100;2030510;2030180;Zuid-Nederland (LD);2012;;;
2443;6000050;1100;2030510;2030180;Zuid-Nederland (LD);2013;;;
2444;6000050;1100;2030510;2030180;Zuid-Nederland (LD);2014;;;
2445;6000050;1100;2030510;2030180;Groningen (PV);2010;;;
2446;6000050;1100;2030510;2030180;Groningen (PV);2011;;;
2447;6000050;1100;2030510;2030180;Groningen (PV);2012;;;
2448;6000050;1100;2030510;2030180;Groningen (PV);2013;;;
2449;6000050;1100;2030510;2030180;Groningen (PV);2014;;;
2450;6000050;1100;2030510;2030180;Friesland (PV);2010;;;
2451;6000050;1100;2030510;2030180;Friesland (PV);2011;;;
2452;6000050;1100;2030510;2030180;Friesland (PV);2012;;;
2453;6000050;1100;2030510;2030180;Friesland (PV);2013;;;
2454;6000050;1100;2030510;2030180;Friesland (PV);2014;;;
2455;6000050;1100;2030510;2030180;Drenthe (PV);2010;;;
2456;6000050;1100;2030510;2030180;Drenthe (PV);2011;;;
2457;6000050;1100;2030510;2030180;Drenthe (PV);2012;;;
2458;6000050;1100;2030510;2030180;Drenthe (PV);2013;;;
2459;6000050;1100;2030510;2030180;Drenthe (PV);2014;;;
2460;6000050;1100;2030510;2030180;Overijssel (PV);2010;;;
2461;6000050;1100;2030510;2030180;Overijssel (PV);2011;;;
2462;6000050;1100;2030510;2030180;Overijssel (PV);2012;;;
2463;6000050;1100;2030510;2030180;Overijssel (PV);2013;;;
2464;6000050;1100;2030510;2030180;Overijssel (PV);2014;;;
2465;6000050;1100;2030510;2030180;Flevoland (PV);2010;;;
2466;6000050;1100;2030510;2030180;Flevoland (PV);2011;;;
2467;6000050;1100;2030510;2030180;Flevoland (PV);2012;;;
2468;6000050;1100;2030510;2030180;Flevoland (PV);2013;;;
2469;6000050;1100;2030510;2030180;Flevoland (PV);2014;;;
2470;6000050;1100;2030510;2030180;Gelderland (PV);2010;;;
2471;6000050;1100;2030510;2030180;Gelderland (PV);2011;0.03;0.66;0.94
2472;6000050;1100;2030510;2030180;Gelderland (PV);2012;;;
2473;6000050;1100;2030510;2030180;Gelderland (PV);2013;;;
2474;6000050;1100;2030510;2030180;Gelderland (PV);2014;;;
2475;6000050;1100;2030510;2030180;Utrecht (PV);2010;;;
2476;6000050;1100;2030510;2030180;Utrecht (PV);2011;;;
2477;6000050;1100;2030510;2030180;Utrecht (PV);2012;;;
2478;6000050;1100;2030510;2030180;Utrecht (PV);2013;;;
2479;6000050;1100;2030510;2030180;Utrecht (PV);2014;;;
2480;6000050;1100;2030510;2030180;Noord-Holland (PV);2010;;;
2481;6000050;1100;2030510;2030180;Noord-Holland (PV);2011;0.05;1.48;1.77
2482;6000050;1100;2030510;2030180;Noord-Holland (PV);2012;;;
2483;6000050;1100;2030510;2030180;Noord-Holland (PV);2013;;;
2484;6000050;1100;2030510;2030180;Noord-Holland (PV);2014;;;
2485;6000050;1100;2030510;2030180;Zuid-Holland (PV);2010;;;
2486;6000050;1100;2030510;2030180;Zuid-Holland (PV);2011;0.02;0.52;0.84
2487;6000050;1100;2030510;2030180;Zuid-Holland (PV);2012;;;
2488;6000050;1100;2030510;2030180;Zuid-Holland (PV);2013;;;
2489;6000050;1100;2030510;2030180;Zuid-Holland (PV);2014;;;
2490;6000050;1100;2030510;2030180;Zeeland (PV);2010;;;
2491;6000050;1100;2030510;2030180;Zeeland (PV);2011;;;
2492;6000050;1100;2030510;2030180;Zeeland (PV);2012;;;
2493;6000050;1100;2030510;2030180;Zeeland (PV);2013;;;
2494;6000050;1100;2030510;2030180;Zeeland (PV);2014;;;
2495;6000050;1100;2030510;2030180;Noord-Brabant (PV);2010;;;
2496;6000050;1100;2030510;2030180;Noord-Brabant (PV);2011;0.03;0.89;1.25
2497;6000050;1100;2030510;2030180;Noord-Brabant (PV);2012;;;
2498;6000050;1100;2030510;2030180;Noord-Brabant (PV);2013;;;
2499;6000050;1100;2030510;2030180;Noord-Brabant (PV);2014;;;
2500;6000050;1100;2030510;2030180;Limburg (PV);2010;;;
2501;6000050;1100;2030510;2030180;Limburg (PV);2011;;;
2502;6000050;1100;2030510;2030180;Limburg (PV);2012;;;
2503;6000050;1100;2030510;2030180;Limburg (PV);2013;;;
2504;6000050;1100;2030510;2030180;Limburg (PV);2014;;;
2505;6000050;1100;2030510;2030180;Zeer sterk stedelijk;2010;;;
2506;6000050;1100;2030510;2030180;Zeer sterk stedelijk;2011;0.06;1.62;2.01
2507;6000050;1100;2030510;2030180;Zeer sterk stedelijk;2012;;;
2508;6000050;1100;2030510;2030180;Zeer sterk stedelijk;2013;;;
2509;6000050;1100;2030510;2030180;Zeer sterk stedelijk;2014;;;
2510;6000050;1100;2030510;2030180;Sterk stedelijk;2010;;;
2511;6000050;1100;2030510;2030180;Sterk stedelijk;2011;0.02;0.74;0.99
2512;6000050;1100;2030510;2030180;Sterk stedelijk;2012;0.02;0.62;0.76
2513;6000050;1100;2030510;2030180;Sterk stedelijk;2013;;;
2514;6000050;1100;2030510;2030180;Sterk stedelijk;2014;;;
2515;6000050;1100;2030510;2030180;Matig stedelijk;2010;;;
2516;6000050;1100;2030510;2030180;Matig stedelijk;2011;0.04;0.66;1.28
2517;6000050;1100;2030510;2030180;Matig stedelijk;2012;;;
2518;6000050;1100;2030510;2030180;Matig stedelijk;2013;;;
2519;6000050;1100;2030510;2030180;Matig stedelijk;2014;;;
2520;6000050;1100;2030510;2030180;Weinig stedelijk;2010;0.03;0.53;0.92
2521;6000050;1100;2030510;2030180;Weinig stedelijk;2011;0.04;0.78;1.05
2522;6000050;1100;2030510;2030180;Weinig stedelijk;2012;;;
2523;6000050;1100;2030510;2030180;Weinig stedelijk;2013;;;
2524;6000050;1100;2030510;2030180;Weinig stedelijk;2014;0.02;0.84;0.98
2525;6000050;1100;2030510;2030180;Niet stedelijk;2010;0.05;0.8;1.32
