ID;Bestedingscategorieen;Perioden;JaarmutatieCPI_1;Wegingscoefficient_2;BijdrageAanDeJaarmutatieCPI_3;ImpactOpDeJaarmutatieCPI_4
3955;042000 Toegerekende huur eigen woning;2024 december;5.0;13318;0.66;0.13
3956;042000 Toegerekende huur eigen woning;2024;3.5;13318;0.47;0.03
3957;042000 Toegerekende huur eigen woning;2025 januari;5.0;12172;0.66;0.25
3958;042000 Toegerekende huur eigen woning;2025 februari;5.0;12172;0.65;0.19
3959;042000 Toegerekende huur eigen woning;2025 maart;5.0;12172;0.65;0.21
3960;042100 Toegerekende huur eigen woning;2016 januari;2.2;12639;0.28;0.24
3961;042100 Toegerekende huur eigen woning;2016 februari;2.2;12639;0.28;0.23
3962;042100 Toegerekende huur eigen woning;2016 maart;2.2;12639;0.27;0.23
3963;042100 Toegerekende huur eigen woning;2016 april;2.2;12639;0.27;0.31
3964;042100 Toegerekende huur eigen woning;2016 mei;2.2;12639;0.27;0.31
3965;042100 Toegerekende huur eigen woning;2016 juni;2.2;12639;0.27;0.31
3966;042100 Toegerekende huur eigen woning;2016 juli;1.8;12639;0.22;0.29
3967;042100 Toegerekende huur eigen woning;2016 augustus;1.8;12639;0.22;0.23
3968;042100 Toegerekende huur eigen woning;2016 september;1.8;12639;0.22;0.24
3969;042100 Toegerekende huur eigen woning;2016 oktober;1.9;12639;0.24;0.22
3970;042100 Toegerekende huur eigen woning;2016 november;1.9;12639;0.24;0.18
3971;042100 Toegerekende huur eigen woning;2016 december;1.9;12639;0.24;0.14
3972;042100 Toegerekende huur eigen woning;2016;2.0;12639;0.25;0.24
3973;042100 Toegerekende huur eigen woning;2017 januari;1.9;12782;0.25;0.04
3974;042100 Toegerekende huur eigen woning;2017 februari;1.9;12782;0.24;0.02
3975;042100 Toegerekende huur eigen woning;2017 maart;1.9;12782;0.24;0.11
3976;042100 Toegerekende huur eigen woning;2017 april;1.9;12782;0.24;0.05
3977;042100 Toegerekende huur eigen woning;2017 mei;1.9;12782;0.24;0.12
3978;042100 Toegerekende huur eigen woning;2017 juni;1.9;12782;0.24;0.12
3979;042100 Toegerekende huur eigen woning;2017 juli;1.4;12782;0.18;0.02
3980;042100 Toegerekende huur eigen woning;2017 augustus;1.4;12782;0.18;0.01
3981;042100 Toegerekende huur eigen woning;2017 september;1.4;12782;0.19;0.0
3982;042100 Toegerekende huur eigen woning;2017 oktober;1.4;12782;0.18;0.02
3983;042100 Toegerekende huur eigen woning;2017 november;1.4;12782;0.19;-0.01
3984;042100 Toegerekende huur eigen woning;2017 december;1.4;12782;0.18;0.03
3985;042100 Toegerekende huur eigen woning;2017;1.7;12782;0.21;0.04
3986;042100 Toegerekende huur eigen woning;2018 januari;1.4;12869;0.19;0.0
3987;042100 Toegerekende huur eigen woning;2018 februari;1.4;12869;0.18;0.03
3988;042100 Toegerekende huur eigen woning;2018 maart;1.4;12869;0.18;0.06
3989;042100 Toegerekende huur eigen woning;2018 april;1.4;12869;0.18;0.05
3990;042100 Toegerekende huur eigen woning;2018 mei;1.4;12869;0.18;-0.04
3991;042100 Toegerekende huur eigen woning;2018 juni;1.4;12869;0.18;-0.04
3992;042100 Toegerekende huur eigen woning;2018 juli;2.2;12869;0.28;0.01
3993;042100 Toegerekende huur eigen woning;2018 augustus;2.2;12869;0.28;0.02
3994;042100 Toegerekende huur eigen woning;2018 september;2.2;12869;0.28;0.05
3995;042100 Toegerekende huur eigen woning;2018 oktober;2.2;12869;0.29;0.02
3996;042100 Toegerekende huur eigen woning;2018 november;2.2;12869;0.29;0.03
3997;042100 Toegerekende huur eigen woning;2018 december;2.2;12869;0.29;0.04
3998;042100 Toegerekende huur eigen woning;2018;1.8;12869;0.23;0.02
3999;042100 Toegerekende huur eigen woning;2019 januari;2.2;14060;0.29;0.01
4000;042100 Toegerekende huur eigen woning;2019 februari;2.2;14060;0.29;-0.07
4001;042100 Toegerekende huur eigen woning;2019 maart;2.2;14060;0.29;-0.11
4002;042100 Toegerekende huur eigen woning;2019 april;2.2;14060;0.29;-0.13
4003;042100 Toegerekende huur eigen woning;2019 mei;2.2;14060;0.28;-0.06
4004;042100 Toegerekende huur eigen woning;2019 juni;2.2;14060;0.29;-0.09
4005;042100 Toegerekende huur eigen woning;2019 juli;2.5;14060;0.35;-0.01
4006;042100 Toegerekende huur eigen woning;2019 augustus;2.5;14060;0.35;-0.07
4007;042100 Toegerekende huur eigen woning;2019 september;2.5;14060;0.35;-0.03
4008;042100 Toegerekende huur eigen woning;2019 oktober;2.4;14060;0.34;-0.05
4009;042100 Toegerekende huur eigen woning;2019 november;2.4;14060;0.34;-0.02
4010;042100 Toegerekende huur eigen woning;2019 december;2.4;14060;0.34;-0.05
4011;042100 Toegerekende huur eigen woning;2019;2.4;14060;0.32;-0.06
4012;042100 Toegerekende huur eigen woning;2020 januari;2.4;13987;0.34;0.1
4013;042100 Toegerekende huur eigen woning;2020 februari;2.4;13987;0.34;0.14
4014;042100 Toegerekende huur eigen woning;2020 maart;2.4;13987;0.34;0.17
4015;042100 Toegerekende huur eigen woning;2020 april;2.4;13987;0.34;0.2
4016;042100 Toegerekende huur eigen woning;2020 mei;2.4;13987;0.34;0.2
4017;042100 Toegerekende huur eigen woning;2020 juni;2.4;13987;0.34;0.14
4018;042100 Toegerekende huur eigen woning;2020 juli;2.8;13987;0.38;0.17
4019;042100 Toegerekende huur eigen woning;2020 augustus;2.8;13987;0.38;0.33
4020;042100 Toegerekende huur eigen woning;2020 september;2.8;13987;0.39;0.27
4021;042100 Toegerekende huur eigen woning;2020 oktober;2.8;13987;0.39;0.26
4022;042100 Toegerekende huur eigen woning;2020 november;2.8;13987;0.39;0.32
4023;042100 Toegerekende huur eigen woning;2020 december;2.8;13987;0.39;0.3
4024;042100 Toegerekende huur eigen woning;2020;2.6;13987;0.36;0.22
4025;042100 Toegerekende huur eigen woning;2021 januari;2.8;15834;0.4;0.21
4026;042100 Toegerekende huur eigen woning;2021 februari;2.8;15834;0.39;0.15
4027;042100 Toegerekende huur eigen woning;2021 maart;2.8;15834;0.39;0.13
4028;042100 Toegerekende huur eigen woning;2021 april;2.8;15834;0.39;0.12
4029;042100 Toegerekende huur eigen woning;2021 mei;2.8;15834;0.39;0.08
4030;042100 Toegerekende huur eigen woning;2021 juni;2.8;15834;0.39;0.09
4031;042100 Toegerekende huur eigen woning;2021 juli;0.7;15834;0.12;-0.14
4032;042100 Toegerekende huur eigen woning;2021 augustus;0.7;15834;0.12;-0.31
4033;042100 Toegerekende huur eigen woning;2021 september;0.7;15834;0.12;-0.37
4034;042100 Toegerekende huur eigen woning;2021 oktober;0.7;15834;0.11;-0.52
4035;042100 Toegerekende huur eigen woning;2021 november;0.7;15834;0.11;-0.84
4036;042100 Toegerekende huur eigen woning;2021 december;0.7;15834;0.11;-0.95
4037;042100 Toegerekende huur eigen woning;2021;1.8;15834;0.25;-0.2
4038;042100 Toegerekende huur eigen woning;2022 januari;0.7;15215;0.11;-1.08
4039;042100 Toegerekende huur eigen woning;2022 februari;0.7;15215;0.11;-1.03
4040;042100 Toegerekende huur eigen woning;2022 maart;0.7;15215;0.11;-1.69
4041;042100 Toegerekende huur eigen woning;2022 april;0.7;15215;0.11;-1.65
4042;042100 Toegerekende huur eigen woning;2022 mei;0.7;15215;0.11;-1.5
4043;042100 Toegerekende huur eigen woning;2022 juni;0.7;15215;0.11;-1.46
4044;042100 Toegerekende huur eigen woning;2022 juli;3.0;15215;0.47;-1.36
4045;042100 Toegerekende huur eigen woning;2022 augustus;3.0;15215;0.46;-1.67
4046;042100 Toegerekende huur eigen woning;2022 september;3.0;15215;0.46;-2.14
4047;042100 Toegerekende huur eigen woning;2022 oktober;3.0;15215;0.46;-2.08
4048;042100 Toegerekende huur eigen woning;2022 november;3.0;15215;0.45;-1.25
4049;042100 Toegerekende huur eigen woning;2022 december;3.0;15215;0.45;-1.19
4050;042100 Toegerekende huur eigen woning;2022;1.8;15215;0.28;-1.51
4051;042100 Toegerekende huur eigen woning;2023 januari;3.0;13467;0.45;-0.84
4052;042100 Toegerekende huur eigen woning;2023 februari;3.0;13467;0.44;-0.89
4053;042100 Toegerekende huur eigen woning;2023 maart;3.0;13467;0.43;-0.25
4054;042100 Toegerekende huur eigen woning;2023 april;3.0;13467;0.43;-0.37
4055;042100 Toegerekende huur eigen woning;2023 mei;3.0;13467;0.43;-0.52
4056;042100 Toegerekende huur eigen woning;2023 juni;3.0;13467;0.43;-0.46
4057;042100 Toegerekende huur eigen woning;2023 juli;2.1;13467;0.29;-0.43
4058;042100 Toegerekende huur eigen woning;2023 augustus;2.1;13467;0.28;-0.16
4059;042100 Toegerekende huur eigen woning;2023 september;2.1;13467;0.28;0.3
4060;042100 Toegerekende huur eigen woning;2023 oktober;2.1;13467;0.27;0.41
4061;042100 Toegerekende huur eigen woning;2023 november;2.1;13467;0.28;0.06
4062;042100 Toegerekende huur eigen woning;2023 december;2.1;13467;0.28;0.14
4063;042100 Toegerekende huur eigen woning;2023;2.5;13467;0.36;-0.25
4064;042100 Toegerekende huur eigen woning;2024 januari;2.1;13318;0.29;-0.17
4065;042100 Toegerekende huur eigen woning;2024 februari;2.1;13318;0.28;-0.11
4066;042100 Toegerekende huur eigen woning;2024 maart;2.1;13318;0.28;-0.15
4067;042100 Toegerekende huur eigen woning;2024 april;2.1;13318;0.28;-0.09
4068;042100 Toegerekende huur eigen woning;2024 mei;2.1;13318;0.28;-0.09
4069;042100 Toegerekende huur eigen woning;2024 juni;2.1;13318;0.28;-0.17
4070;042100 Toegerekende huur eigen woning;2024 juli;5.0;13318;0.66;0.2
4071;042100 Toegerekende huur eigen woning;2024 augustus;5.0;13318;0.66;0.22
4072;042100 Toegerekende huur eigen woning;2024 september;5.0;13318;0.66;0.23
4073;042100 Toegerekende huur eigen woning;2024 oktober;5.0;13318;0.66;0.22
4074;042100 Toegerekende huur eigen woning;2024 november;5.0;13318;0.66;0.15
4075;042100 Toegerekende huur eigen woning;2024 december;5.0;13318;0.66;0.13
4076;042100 Toegerekende huur eigen woning;2024;3.5;13318;0.47;0.03
4077;042100 Toegerekende huur eigen woning;2025 januari;5.0;12172;0.66;0.25
4078;042100 Toegerekende huur eigen woning;2025 februari;5.0;12172;0.65;0.19
4079;042100 Toegerekende huur eigen woning;2025 maart;5.0;12172;0.65;0.21
4080;043000 Onderhoud en rep. van de woning..;2016 januari;0.9;508;0.0;0.0
4081;043000 Onderhoud en rep. van de woning..;2016 februari;-0.6;508;0.0;-0.01
4082;043000 Onderhoud en rep. van de woning..;2016 maart;-0.4;508;0.0;-0.01
4083;043000 Onderhoud en rep. van de woning..;2016 april;0.9;508;0.0;0.0
4084;043000 Onderhoud en rep. van de woning..;2016 mei;0.6;508;0.0;0.0
4085;043000 Onderhoud en rep. van de woning..;2016 juni;0.4;508;0.0;0.0
4086;043000 Onderhoud en rep. van de woning..;2016 juli;-0.7;508;0.0;0.0
4087;043000 Onderhoud en rep. van de woning..;2016 augustus;0.5;508;0.0;0.0
4088;043000 Onderhoud en rep. van de woning..;2016 september;1.1;508;0.01;0.0
4089;043000 Onderhoud en rep. van de woning..;2016 oktober;-0.1;508;0.0;0.0
4090;043000 Onderhoud en rep. van de woning..;2016 november;0.7;508;0.0;0.0
4091;043000 Onderhoud en rep. van de woning..;2016 december;-0.5;508;0.0;-0.01
4092;043000 Onderhoud en rep. van de woning..;2016;0.3;508;0.0;0.0
4093;043000 Onderhoud en rep. van de woning..;2017 januari;0.2;501;0.0;-0.01
4094;043000 Onderhoud en rep. van de woning..;2017 februari;2.3;501;0.01;0.0
4095;043000 Onderhoud en rep. van de woning..;2017 maart;3.2;501;0.02;0.01
4096;043000 Onderhoud en rep. van de woning..;2017 april;-0.3;501;0.0;-0.01
4097;043000 Onderhoud en rep. van de woning..;2017 mei;1.8;501;0.01;0.0
4098;043000 Onderhoud en rep. van de woning..;2017 juni;-0.6;501;0.0;-0.01
4099;043000 Onderhoud en rep. van de woning..;2017 juli;0.3;501;0.0;-0.01
4100;043000 Onderhoud en rep. van de woning..;2017 augustus;-0.1;501;0.0;-0.01
4101;043000 Onderhoud en rep. van de woning..;2017 september;-0.9;501;0.0;-0.01
4102;043000 Onderhoud en rep. van de woning..;2017 oktober;-0.5;501;0.0;-0.01
4103;043000 Onderhoud en rep. van de woning..;2017 november;1.5;501;0.01;0.0
4104;043000 Onderhoud en rep. van de woning..;2017 december;1.2;501;0.01;0.0
4105;043000 Onderhoud en rep. van de woning..;2017;0.7;501;0.0;0.0
4106;043000 Onderhoud en rep. van de woning..;2018 januari;0.1;503;0.0;-0.01
4107;043000 Onderhoud en rep. van de woning..;2018 februari;0.6;503;0.0;0.0
4108;043000 Onderhoud en rep. van de woning..;2018 maart;0.5;503;0.0;0.0
4109;043000 Onderhoud en rep. van de woning..;2018 april;1.7;503;0.01;0.0
4110;043000 Onderhoud en rep. van de woning..;2018 mei;-1.4;503;-0.01;-0.02
4111;043000 Onderhoud en rep. van de woning..;2018 juni;2.7;503;0.01;0.0
4112;043000 Onderhoud en rep. van de woning..;2018 juli;2.7;503;0.01;0.0
4113;043000 Onderhoud en rep. van de woning..;2018 augustus;0.8;503;0.0;-0.01
4114;043000 Onderhoud en rep. van de woning..;2018 september;1.1;503;0.01;0.0
4115;043000 Onderhoud en rep. van de woning..;2018 oktober;0.0;503;0.0;-0.01
4116;043000 Onderhoud en rep. van de woning..;2018 november;-1.0;503;0.0;-0.02
4117;043000 Onderhoud en rep. van de woning..;2018 december;-0.1;503;0.0;-0.01
4118;043000 Onderhoud en rep. van de woning..;2018;0.6;503;0.0;-0.01
4119;043000 Onderhoud en rep. van de woning..;2019 januari;-1.4;428;-0.01;-0.02
4120;043000 Onderhoud en rep. van de woning..;2019 februari;-1.6;428;-0.01;-0.02
4121;043000 Onderhoud en rep. van de woning..;2019 maart;-1.9;428;-0.01;-0.02
4122;043000 Onderhoud en rep. van de woning..;2019 april;-1.1;428;-0.01;-0.02
4123;043000 Onderhoud en rep. van de woning..;2019 mei;1.6;428;0.01;0.0
4124;043000 Onderhoud en rep. van de woning..;2019 juni;-3.7;428;-0.02;-0.03
4125;043000 Onderhoud en rep. van de woning..;2019 juli;-0.9;428;0.0;-0.02
4126;043000 Onderhoud en rep. van de woning..;2019 augustus;0.4;428;0.0;-0.01
4127;043000 Onderhoud en rep. van de woning..;2019 september;-1.2;428;-0.01;-0.02
4128;043000 Onderhoud en rep. van de woning..;2019 oktober;-1.1;428;0.0;-0.02
4129;043000 Onderhoud en rep. van de woning..;2019 november;-0.3;428;0.0;-0.01
4130;043000 Onderhoud en rep. van de woning..;2019 december;0.4;428;0.0;-0.01
4131;043000 Onderhoud en rep. van de woning..;2019;-0.9;428;0.0;-0.02
4132;043000 Onderhoud en rep. van de woning..;2020 januari;1.9;419;0.01;0.0
4133;043000 Onderhoud en rep. van de woning..;2020 februari;0.6;419;0.0;0.0
4134;043000 Onderhoud en rep. van de woning..;2020 maart;0.2;419;0.0;-0.01
4135;043000 Onderhoud en rep. van de woning..;2020 april;0.2;419;0.0;0.0
4136;043000 Onderhoud en rep. van de woning..;2020 mei;2.3;419;0.01;0.0
4137;043000 Onderhoud en rep. van de woning..;2020 juni;4.3;419;0.02;0.01
4138;043000 Onderhoud en rep. van de woning..;2020 juli;2.5;419;0.01;0.0
4139;043000 Onderhoud en rep. van de woning..;2020 augustus;2.0;419;0.01;0.01
4140;043000 Onderhoud en rep. van de woning..;2020 september;3.3;419;0.01;0.01
4141;043000 Onderhoud en rep. van de woning..;2020 oktober;1.4;419;0.01;0.0
4142;043000 Onderhoud en rep. van de woning..;2020 november;0.2;419;0.0;0.0
4143;043000 Onderhoud en rep. van de woning..;2020 december;1.0;419;0.0;0.0
4144;043000 Onderhoud en rep. van de woning..;2020;1.7;419;0.01;0.0
4145;043000 Onderhoud en rep. van de woning..;2021 januari;1.2;531;0.01;0.0
4146;043000 Onderhoud en rep. van de woning..;2021 februari;0.8;531;0.0;-0.01
4147;043000 Onderhoud en rep. van de woning..;2021 maart;2.5;531;0.01;0.0
4148;043000 Onderhoud en rep. van de woning..;2021 april;2.0;531;0.01;0.0
4149;043000 Onderhoud en rep. van de woning..;2021 mei;-1.4;531;-0.01;-0.02
4150;043000 Onderhoud en rep. van de woning..;2021 juni;4.2;531;0.02;0.01
4151;043000 Onderhoud en rep. van de woning..;2021 juli;3.3;531;0.02;0.01
4152;043000 Onderhoud en rep. van de woning..;2021 augustus;5.6;531;0.03;0.02
4153;043000 Onderhoud en rep. van de woning..;2021 september;8.1;531;0.04;0.03
4154;043000 Onderhoud en rep. van de woning..;2021 oktober;9.6;531;0.05;0.03
4155;043000 Onderhoud en rep. van de woning..;2021 november;9.1;531;0.05;0.02
4156;043000 Onderhoud en rep. van de woning..;2021 december;11.0;531;0.06;0.03
4157;043000 Onderhoud en rep. van de woning..;2021;4.6;531;0.02;0.01
4158;043000 Onderhoud en rep. van de woning..;2022 januari;8.1;477;0.05;0.01
4159;043000 Onderhoud en rep. van de woning..;2022 februari;13.0;477;0.07;0.04
4160;043000 Onderhoud en rep. van de woning..;2022 maart;10.6;477;0.06;0.01
4161;043000 Onderhoud en rep. van de woning..;2022 april;10.9;477;0.06;0.01
4162;043000 Onderhoud en rep. van de woning..;2022 mei;12.0;477;0.06;0.02
4163;043000 Onderhoud en rep. van de woning..;2022 juni;8.6;477;0.04;0.0
4164;043000 Onderhoud en rep. van de woning..;2022 juli;11.1;477;0.06;0.01
4165;043000 Onderhoud en rep. van de woning..;2022 augustus;11.2;477;0.06;0.0
4166;043000 Onderhoud en rep. van de woning..;2022 september;9.9;477;0.05;-0.02
4167;043000 Onderhoud en rep. van de woning..;2022 oktober;11.8;477;0.06;-0.01
4168;043000 Onderhoud en rep. van de woning..;2022 november;11.9;477;0.06;0.01
4169;043000 Onderhoud en rep. van de woning..;2022 december;9.2;477;0.04;0.0
4170;043000 Onderhoud en rep. van de woning..;2022;10.7;477;0.05;0.01
4171;043000 Onderhoud en rep. van de woning..;2023 januari;12.4;461;0.06;0.02
4172;043000 Onderhoud en rep. van de woning..;2023 februari;9.3;461;0.04;0.01
4173;043000 Onderhoud en rep. van de woning..;2023 maart;10.4;461;0.05;0.03
4174;043000 Onderhoud en rep. van de woning..;2023 april;10.9;461;0.05;0.03
4175;043000 Onderhoud en rep. van de woning..;2023 mei;11.5;461;0.05;0.02
4176;043000 Onderhoud en rep. van de woning..;2023 juni;9.3;461;0.04;0.02
4177;043000 Onderhoud en rep. van de woning..;2023 juli;6.5;461;0.03;0.01
4178;043000 Onderhoud en rep. van de woning..;2023 augustus;5.4;461;0.02;0.01
4179;043000 Onderhoud en rep. van de woning..;2023 september;4.4;461;0.02;0.02
4180;043000 Onderhoud en rep. van de woning..;2023 oktober;2.7;461;0.01;0.01
4181;043000 Onderhoud en rep. van de woning..;2023 november;3.8;461;0.02;0.01
4182;043000 Onderhoud en rep. van de woning..;2023 december;2.7;461;0.01;0.01
4183;043000 Onderhoud en rep. van de woning..;2023;7.3;461;0.03;0.02
4184;043000 Onderhoud en rep. van de woning..;2024 januari;0.7;429;0.0;-0.01
4185;043000 Onderhoud en rep. van de woning..;2024 februari;-1.1;429;0.0;-0.02
4186;043000 Onderhoud en rep. van de woning..;2024 maart;0.1;429;0.0;-0.01
4187;043000 Onderhoud en rep. van de woning..;2024 april;-1.5;429;-0.01;-0.02
4188;043000 Onderhoud en rep. van de woning..;2024 mei;-3.9;429;-0.02;-0.03
4189;043000 Onderhoud en rep. van de woning..;2024 juni;-2.1;429;-0.01;-0.02
4190;043000 Onderhoud en rep. van de woning..;2024 juli;-2.1;429;-0.01;-0.02
4191;043000 Onderhoud en rep. van de woning..;2024 augustus;-1.6;429;-0.01;-0.02
4192;043000 Onderhoud en rep. van de woning..;2024 september;-0.4;429;0.0;-0.02
4193;043000 Onderhoud en rep. van de woning..;2024 oktober;1.1;429;0.0;-0.01
4194;043000 Onderhoud en rep. van de woning..;2024 november;0.2;429;0.0;-0.02
4195;043000 Onderhoud en rep. van de woning..;2024 december;-0.3;429;0.0;-0.02
4196;043000 Onderhoud en rep. van de woning..;2024;-0.9;429;0.0;-0.02
4197;043000 Onderhoud en rep. van de woning..;2025 januari;1.0;507;0.0;-0.01
4198;043000 Onderhoud en rep. van de woning..;2025 februari;3.3;507;0.01;0.0
4199;043000 Onderhoud en rep. van de woning..;2025 maart;1.4;507;0.01;-0.01
4200;043100 Onderhoudsmaterialen v.d. woning;2016 januari;1.1;403;0.0;0.0
4201;043100 Onderhoudsmaterialen v.d. woning;2016 februari;-0.8;403;0.0;-0.01
4202;043100 Onderhoudsmaterialen v.d. woning;2016 maart;-0.6;403;0.0;0.0
4203;043100 Onderhoudsmaterialen v.d. woning;2016 april;0.8;403;0.0;0.0
4204;043100 Onderhoudsmaterialen v.d. woning;2016 mei;0.5;403;0.0;0.0
4205;043100 Onderhoudsmaterialen v.d. woning;2016 juni;0.1;403;0.0;0.0
4206;043100 Onderhoudsmaterialen v.d. woning;2016 juli;-1.0;403;0.0;0.0
4207;043100 Onderhoudsmaterialen v.d. woning;2016 augustus;0.5;403;0.0;0.0
4208;043100 Onderhoudsmaterialen v.d. woning;2016 september;1.2;403;0.0;0.0
4209;043100 Onderhoudsmaterialen v.d. woning;2016 oktober;0.0;403;0.0;0.0
4210;043100 Onderhoudsmaterialen v.d. woning;2016 november;1.0;403;0.0;0.0
4211;043100 Onderhoudsmaterialen v.d. woning;2016 december;-0.5;403;0.0;-0.01
4212;043100 Onderhoudsmaterialen v.d. woning;2016;0.2;403;0.0;0.0
4213;043100 Onderhoudsmaterialen v.d. woning;2017 januari;-0.4;391;0.0;-0.01
4214;043100 Onderhoudsmaterialen v.d. woning;2017 februari;2.2;391;0.01;0.0
4215;043100 Onderhoudsmaterialen v.d. woning;2017 maart;3.4;391;0.01;0.01
4216;043100 Onderhoudsmaterialen v.d. woning;2017 april;-1.1;391;0.0;-0.01
4217;043100 Onderhoudsmaterialen v.d. woning;2017 mei;1.5;391;0.01;0.0
4218;043100 Onderhoudsmaterialen v.d. woning;2017 juni;-1.5;391;-0.01;-0.01
4219;043100 Onderhoudsmaterialen v.d. woning;2017 juli;-0.2;391;0.0;-0.01
4220;043100 Onderhoudsmaterialen v.d. woning;2017 augustus;-0.8;391;0.0;-0.01
4221;043100 Onderhoudsmaterialen v.d. woning;2017 september;-1.7;391;-0.01;-0.01
4222;043100 Onderhoudsmaterialen v.d. woning;2017 oktober;-1.6;391;-0.01;-0.01
4223;043100 Onderhoudsmaterialen v.d. woning;2017 november;0.9;391;0.0;0.0
4224;043100 Onderhoudsmaterialen v.d. woning;2017 december;0.5;391;0.0;0.0
4225;043100 Onderhoudsmaterialen v.d. woning;2017;0.1;391;0.0;-0.01
4226;043100 Onderhoudsmaterialen v.d. woning;2018 januari;-1.2;397;0.0;-0.01
4227;043100 Onderhoudsmaterialen v.d. woning;2018 februari;-0.5;397;0.0;-0.01
4228;043100 Onderhoudsmaterialen v.d. woning;2018 maart;-0.7;397;0.0;-0.01
4229;043100 Onderhoudsmaterialen v.d. woning;2018 april;0.9;397;0.0;0.0
4230;043100 Onderhoudsmaterialen v.d. woning;2018 mei;-3.1;397;-0.01;-0.02
4231;043100 Onderhoudsmaterialen v.d. woning;2018 juni;2.1;397;0.01;0.0
4232;043100 Onderhoudsmaterialen v.d. woning;2018 juli;2.3;397;0.01;0.0
4233;043100 Onderhoudsmaterialen v.d. woning;2018 augustus;-0.2;397;0.0;-0.01
4234;043100 Onderhoudsmaterialen v.d. woning;2018 september;0.3;397;0.0;-0.01
4235;043100 Onderhoudsmaterialen v.d. woning;2018 oktober;-0.9;397;0.0;-0.01
4236;043100 Onderhoudsmaterialen v.d. woning;2018 november;-2.1;397;-0.01;-0.02
4237;043100 Onderhoudsmaterialen v.d. woning;2018 december;-1.0;397;0.0;-0.01
4238;043100 Onderhoudsmaterialen v.d. woning;2018;-0.3;397;0.0;-0.01
4239;043100 Onderhoudsmaterialen v.d. woning;2019 januari;-1.8;400;-0.01;-0.02
4240;043100 Onderhoudsmaterialen v.d. woning;2019 februari;-2.1;400;-0.01;-0.02
4241;043100 Onderhoudsmaterialen v.d. woning;2019 maart;-2.6;400;-0.01;-0.02
4242;043100 Onderhoudsmaterialen v.d. woning;2019 april;-1.6;400;-0.01;-0.02
4243;043100 Onderhoudsmaterialen v.d. woning;2019 mei;1.8;400;0.01;0.0
4244;043100 Onderhoudsmaterialen v.d. woning;2019 juni;-4.6;400;-0.02;-0.03
4245;043100 Onderhoudsmaterialen v.d. woning;2019 juli;-1.5;400;-0.01;-0.02
4246;043100 Onderhoudsmaterialen v.d. woning;2019 augustus;0.3;400;0.0;-0.01
4247;043100 Onderhoudsmaterialen v.d. woning;2019 september;-1.6;400;-0.01;-0.02
4248;043100 Onderhoudsmaterialen v.d. woning;2019 oktober;-1.3;400;-0.01;-0.02
4249;043100 Onderhoudsmaterialen v.d. woning;2019 november;-0.5;400;0.0;-0.01
4250;043100 Onderhoudsmaterialen v.d. woning;2019 december;0.3;400;0.0;-0.01
4251;043100 Onderhoudsmaterialen v.d. woning;2019;-1.3;400;-0.01;-0.02
4252;043100 Onderhoudsmaterialen v.d. woning;2020 januari;1.6;389;0.01;0.0
4253;043100 Onderhoudsmaterialen v.d. woning;2020 februari;0.3;389;0.0;-0.01
4254;043100 Onderhoudsmaterialen v.d. woning;2020 maart;-0.2;389;0.0;-0.01
4255;043100 Onderhoudsmaterialen v.d. woning;2020 april;-0.1;389;0.0;-0.01
4256;043100 Onderhoudsmaterialen v.d. woning;2020 mei;2.2;389;0.01;0.0
4257;043100 Onderhoudsmaterialen v.d. woning;2020 juni;4.4;389;0.02;0.01
4258;043100 Onderhoudsmaterialen v.d. woning;2020 juli;2.0;389;0.01;0.0
4259;043100 Onderhoudsmaterialen v.d. woning;2020 augustus;1.4;389;0.01;0.0
4260;043100 Onderhoudsmaterialen v.d. woning;2020 september;2.8;389;0.01;0.01
4261;043100 Onderhoudsmaterialen v.d. woning;2020 oktober;1.0;389;0.0;0.0
4262;043100 Onderhoudsmaterialen v.d. woning;2020 november;-0.3;389;0.0;0.0
4263;043100 Onderhoudsmaterialen v.d. woning;2020 december;0.5;389;0.0;0.0
4264;043100 Onderhoudsmaterialen v.d. woning;2020;1.3;389;0.01;0.0
4265;043100 Onderhoudsmaterialen v.d. woning;2021 januari;1.1;487;0.0;0.0
4266;043100 Onderhoudsmaterialen v.d. woning;2021 februari;0.6;487;0.0;-0.01
4267;043100 Onderhoudsmaterialen v.d. woning;2021 maart;2.5;487;0.01;0.0
4268;043100 Onderhoudsmaterialen v.d. woning;2021 april;1.8;487;0.01;0.0
4269;043100 Onderhoudsmaterialen v.d. woning;2021 mei;-1.9;487;-0.01;-0.02
4270;043100 Onderhoudsmaterialen v.d. woning;2021 juni;4.2;487;0.02;0.01
4271;043100 Onderhoudsmaterialen v.d. woning;2021 juli;3.4;487;0.02;0.01
4272;043100 Onderhoudsmaterialen v.d. woning;2021 augustus;5.9;487;0.03;0.02
4273;043100 Onderhoudsmaterialen v.d. woning;2021 september;8.6;487;0.04;0.03
4274;043100 Onderhoudsmaterialen v.d. woning;2021 oktober;10.3;487;0.05;0.03
4275;043100 Onderhoudsmaterialen v.d. woning;2021 november;9.7;487;0.05;0.02
4276;043100 Onderhoudsmaterialen v.d. woning;2021 december;11.8;487;0.06;0.03
4277;043100 Onderhoudsmaterialen v.d. woning;2021;4.8;487;0.02;0.01
4278;043100 Onderhoudsmaterialen v.d. woning;2022 januari;8.5;431;0.04;0.01
4279;043100 Onderhoudsmaterialen v.d. woning;2022 februari;13.9;431;0.07;0.04
