ID;BalanceSheetItemsIntergovOrg;Periods;BalanceSheetItemsAtYearEnd_1
375;P - Liabilities;2006;6481.0
376;P - Liabilities;2007;7025.0
377;P - Liabilities;2008;7299.0
378;P - Liabilities;2009;7370.0
379;P - Liabilities;2010;7445.0
380;P - Liabilities;2011;6921.0
381;P - Liabilities;2012;7351.0
382;P - Liabilities;2013;7930.0
383;P - Liabilities;2014;7916.0
384;P - Liabilities;2015;7050.0
385;P - Liabilities;2016;7026.0
386;P - Liabilities;2017;7900.0
387;P - Liabilities;2018;8440.0
388;P - Liabilities;2019;8131.0
389;P - Liabilities;2020;9002.0
390;P - Liabilities;2021;8796.0
391;P1 - Fixed liabilities;2005;5055.0
392;P1 - Fixed liabilities;2006;4526.0
393;P1 - Fixed liabilities;2007;4915.0
394;P1 - Fixed liabilities;2008;3274.0
395;P1 - Fixed liabilities;2009;3151.0
396;P1 - Fixed liabilities;2010;3103.0
397;P1 - Fixed liabilities;2011;2971.0
398;P1 - Fixed liabilities;2012;3130.0
399;P1 - Fixed liabilities;2013;3605.0
400;P1 - Fixed liabilities;2014;3870.0
401;P1 - Fixed liabilities;2015;3569.0
402;P1 - Fixed liabilities;2016;3580.0
403;P1 - Fixed liabilities;2017;4646.0
404;P1 - Fixed liabilities;2018;5110.0
405;P1 - Fixed liabilities;2019;5069.0
406;P1 - Fixed liabilities;2020;5235.0
407;P1 - Fixed liabilities;2021;4917.0
408;P11 - Equity;2005;1556.0
409;P11 - Equity;2006;1314.0
410;P11 - Equity;2007;1424.0
411;P11 - Equity;2008;1381.0
412;P11 - Equity;2009;1400.0
413;P11 - Equity;2010;1314.0
414;P11 - Equity;2011;1265.0
415;P11 - Equity;2012;1286.0
416;P11 - Equity;2013;1382.0
417;P11 - Equity;2014;1394.0
418;P11 - Equity;2015;1342.0
419;P11 - Equity;2016;1360.0
420;P11 - Equity;2017;1423.0
421;P11 - Equity;2018;1476.0
422;P11 - Equity;2019;1462.0
423;P11 - Equity;2020;1660.0
424;P11 - Equity;2021;1521.0
425;P111 - General reserve;2005;741.0
426;P111 - General reserve;2006;533.0
427;P111 - General reserve;2007;556.0
428;P111 - General reserve;2008;583.0
429;P111 - General reserve;2009;602.0
430;P111 - General reserve;2010;587.0
431;P111 - General reserve;2011;581.0
432;P111 - General reserve;2012;684.0
433;P111 - General reserve;2013;769.0
434;P111 - General reserve;2014;737.0
435;P111 - General reserve;2015;722.0
436;P111 - General reserve;2016;729.0
437;P111 - General reserve;2017;759.0
438;P111 - General reserve;2018;763.0
439;P111 - General reserve;2019;780.0
440;P111 - General reserve;2020;831.0
441;P111 - General reserve;2021;611.0
442;P112 - Earmarked reserves;2005;699.0
443;P112 - Earmarked reserves;2006;680.0
444;P112 - Earmarked reserves;2007;717.0
445;P112 - Earmarked reserves;2008;680.0
446;P112 - Earmarked reserves;2009;729.0
447;P112 - Earmarked reserves;2010;681.0
448;P112 - Earmarked reserves;2011;715.0
449;P112 - Earmarked reserves;2012;649.0
450;P112 - Earmarked reserves;2013;549.0
451;P112 - Earmarked reserves;2014;559.0
452;P112 - Earmarked reserves;2015;477.0
453;P112 - Earmarked reserves;2016;487.0
454;P112 - Earmarked reserves;2017;527.0
455;P112 - Earmarked reserves;2018;548.0
456;P112 - Earmarked reserves;2019;557.0
457;P112 - Earmarked reserves;2020;614.0
458;P112 - Earmarked reserves;2021;739.0
459;P114 - Balance of the accounts;2005;116.0
460;P114 - Balance of the accounts;2006;101.0
461;P114 - Balance of the accounts;2007;151.0
462;P114 - Balance of the accounts;2008;118.0
463;P114 - Balance of the accounts;2009;70.0
464;P114 - Balance of the accounts;2010;46.0
465;P114 - Balance of the accounts;2011;-31.0
466;P114 - Balance of the accounts;2012;-47.0
467;P114 - Balance of the accounts;2013;65.0
468;P114 - Balance of the accounts;2014;98.0
469;P114 - Balance of the accounts;2015;143.0
470;P114 - Balance of the accounts;2016;145.0
471;P114 - Balance of the accounts;2017;137.0
472;P114 - Balance of the accounts;2018;165.0
473;P114 - Balance of the accounts;2019;125.0
474;P114 - Balance of the accounts;2020;214.0
475;P114 - Balance of the accounts;2021;171.0
476;P12 - Provisions;2005;2180.0
477;P12 - Provisions;2006;1892.0
478;P12 - Provisions;2007;2192.0
479;P12 - Provisions;2008;557.0
480;P12 - Provisions;2009;451.0
481;P12 - Provisions;2010;408.0
482;P12 - Provisions;2011;391.0
483;P12 - Provisions;2012;394.0
484;P12 - Provisions;2013;530.0
485;P12 - Provisions;2014;427.0
486;P12 - Provisions;2015;352.0
487;P12 - Provisions;2016;357.0
488;P12 - Provisions;2017;359.0
489;P12 - Provisions;2018;332.0
490;P12 - Provisions;2019;325.0
491;P12 - Provisions;2020;338.0
492;P12 - Provisions;2021;242.0
493;P13 - Fixed liabilities;2005;1318.0
494;P13 - Fixed liabilities;2006;1320.0
495;P13 - Fixed liabilities;2007;1300.0
496;P13 - Fixed liabilities;2008;1335.0
497;P13 - Fixed liabilities;2009;1300.0
498;P13 - Fixed liabilities;2010;1381.0
499;P13 - Fixed liabilities;2011;1316.0
500;P13 - Fixed liabilities;2012;1450.0
501;P13 - Fixed liabilities;2013;1692.0
502;P13 - Fixed liabilities;2014;2049.0
503;P13 - Fixed liabilities;2015;1875.0
504;P13 - Fixed liabilities;2016;1863.0
505;P13 - Fixed liabilities;2017;2864.0
506;P13 - Fixed liabilities;2018;3301.0
507;P13 - Fixed liabilities;2019;3281.0
508;P13 - Fixed liabilities;2020;3237.0
509;P13 - Fixed liabilities;2021;3154.0
510;P133 - Over-the-counter loans from ..;2005;1060.0
511;P133 - Over-the-counter loans from ..;2006;1057.0
512;P133 - Over-the-counter loans from ..;2007;1065.0
513;P133 - Over-the-counter loans from ..;2008;1112.0
514;P133 - Over-the-counter loans from ..;2009;1088.0
515;P133 - Over-the-counter loans from ..;2010;1166.0
516;P133 - Over-the-counter loans from ..;2011;1133.0
517;P133 - Over-the-counter loans from ..;2012;1297.0
518;P133 - Over-the-counter loans from ..;2013;1580.0
519;P133 - Over-the-counter loans from ..;2014;1725.0
520;P133 - Over-the-counter loans from ..;2015;1692.0
521;P133 - Over-the-counter loans from ..;2016;1702.0
522;P133 - Over-the-counter loans from ..;2017;2590.0
523;P133 - Over-the-counter loans from ..;2018;3086.0
524;P133 - Over-the-counter loans from ..;2019;3077.0
525;P133 - Over-the-counter loans from ..;2020;2951.0
526;P133 - Over-the-counter loans from ..;2021;3068.0
527;P13a - Other fixed liabilities;2005;258.0
528;P13a - Other fixed liabilities;2006;263.0
529;P13a - Other fixed liabilities;2007;235.0
530;P13a - Other fixed liabilities;2008;223.0
531;P13a - Other fixed liabilities;2009;212.0
532;P13a - Other fixed liabilities;2010;214.0
533;P13a - Other fixed liabilities;2011;183.0
534;P13a - Other fixed liabilities;2012;153.0
535;P13a - Other fixed liabilities;2013;113.0
536;P13a - Other fixed liabilities;2014;325.0
537;P13a - Other fixed liabilities;2015;183.0
538;P13a - Other fixed liabilities;2016;161.0
539;P13a - Other fixed liabilities;2017;274.0
540;P13a - Other fixed liabilities;2018;215.0
541;P13a - Other fixed liabilities;2019;204.0
542;P13a - Other fixed liabilities;2020;286.0
543;P13a - Other fixed liabilities;2021;86.0
544;P2 - Current liabilities;2005;2282.0
545;P2 - Current liabilities;2006;1955.0
546;P2 - Current liabilities;2007;2110.0
547;P2 - Current liabilities;2008;4025.0
548;P2 - Current liabilities;2009;4219.0
549;P2 - Current liabilities;2010;4342.0
550;P2 - Current liabilities;2011;3949.0
551;P2 - Current liabilities;2012;4222.0
552;P2 - Current liabilities;2013;4325.0
553;P2 - Current liabilities;2014;4045.0
554;P2 - Current liabilities;2015;3481.0
555;P2 - Current liabilities;2016;3446.0
556;P2 - Current liabilities;2017;3253.0
557;P2 - Current liabilities;2018;3330.0
558;P2 - Current liabilities;2019;3062.0
559;P2 - Current liabilities;2020;3767.0
560;P2 - Current liabilities;2021;3879.0
561;P21 - Current liabilities;2005;1208.0
562;P21 - Current liabilities;2006;1018.0
563;P21 - Current liabilities;2007;1126.0
564;P21 - Current liabilities;2008;1343.0
565;P21 - Current liabilities;2009;1444.0
566;P21 - Current liabilities;2010;1697.0
567;P21 - Current liabilities;2011;1539.0
568;P21 - Current liabilities;2012;2201.0
569;P21 - Current liabilities;2013;2016.0
570;P21 - Current liabilities;2014;1854.0
571;P21 - Current liabilities;2015;1571.0
572;P21 - Current liabilities;2016;1532.0
573;P21 - Current liabilities;2017;1576.0
574;P21 - Current liabilities;2018;1549.0
575;P21 - Current liabilities;2019;1442.0
576;P21 - Current liabilities;2020;1895.0
577;P21 - Current liabilities;2021;1847.0
578;P29 - Deferred liabilities;2005;1073.0
579;P29 - Deferred liabilities;2006;936.0
580;P29 - Deferred liabilities;2007;984.0
581;P29 - Deferred liabilities;2008;2683.0
582;P29 - Deferred liabilities;2009;2775.0
583;P29 - Deferred liabilities;2010;2645.0
584;P29 - Deferred liabilities;2011;2410.0
585;P29 - Deferred liabilities;2012;2021.0
586;P29 - Deferred liabilities;2013;2309.0
587;P29 - Deferred liabilities;2014;2191.0
588;P29 - Deferred liabilities;2015;1910.0
589;P29 - Deferred liabilities;2016;1913.0
590;P29 - Deferred liabilities;2017;1677.0
591;P29 - Deferred liabilities;2018;1781.0
592;P29 - Deferred liabilities;2019;1620.0
593;P29 - Deferred liabilities;2020;1873.0
594;P29 - Deferred liabilities;2021;2032.0
