ID;Geslacht;Leeftijd;Perioden;BevolkingOp1Januari_1
74;Totaal mannen en vrouwen;0 jaar;2053;191194
75;Totaal mannen en vrouwen;0 jaar;2054;191064
76;Totaal mannen en vrouwen;0 jaar;2055;191078
77;Totaal mannen en vrouwen;0 jaar;2056;191254
78;Totaal mannen en vrouwen;0 jaar;2057;191623
79;Totaal mannen en vrouwen;0 jaar;2058;192204
80;Totaal mannen en vrouwen;0 jaar;2059;193037
81;Totaal mannen en vrouwen;0 jaar;2060;194114
82;Totaal mannen en vrouwen;0 jaar;2061;195460
83;Totaal mannen en vrouwen;0 jaar;2062;197018
84;Totaal mannen en vrouwen;0 jaar;2063;198742
85;Totaal mannen en vrouwen;0 jaar;2064;200572
86;Totaal mannen en vrouwen;0 jaar;2065;202417
87;Totaal mannen en vrouwen;0 jaar;2066;204209
88;Totaal mannen en vrouwen;0 jaar;2067;205881
89;Totaal mannen en vrouwen;0 jaar;2068;207386
90;Totaal mannen en vrouwen;0 jaar;2069;208673
91;Totaal mannen en vrouwen;0 jaar;2070;209734
92;Totaal mannen en vrouwen;1 jaar;2025;165816
93;Totaal mannen en vrouwen;1 jaar;2026;166722
94;Totaal mannen en vrouwen;1 jaar;2027;166860
95;Totaal mannen en vrouwen;1 jaar;2028;168631
96;Totaal mannen en vrouwen;1 jaar;2029;171710
97;Totaal mannen en vrouwen;1 jaar;2030;175448
98;Totaal mannen en vrouwen;1 jaar;2031;179827
99;Totaal mannen en vrouwen;1 jaar;2032;184376
100;Totaal mannen en vrouwen;1 jaar;2033;188160
101;Totaal mannen en vrouwen;1 jaar;2034;191310
102;Totaal mannen en vrouwen;1 jaar;2035;193925
103;Totaal mannen en vrouwen;1 jaar;2036;196088
104;Totaal mannen en vrouwen;1 jaar;2037;197803
105;Totaal mannen en vrouwen;1 jaar;2038;199019
106;Totaal mannen en vrouwen;1 jaar;2039;199700
107;Totaal mannen en vrouwen;1 jaar;2040;199817
108;Totaal mannen en vrouwen;1 jaar;2041;199514
109;Totaal mannen en vrouwen;1 jaar;2042;199025
110;Totaal mannen en vrouwen;1 jaar;2043;198406
111;Totaal mannen en vrouwen;1 jaar;2044;197717
112;Totaal mannen en vrouwen;1 jaar;2045;196971
113;Totaal mannen en vrouwen;1 jaar;2046;196182
114;Totaal mannen en vrouwen;1 jaar;2047;195388
115;Totaal mannen en vrouwen;1 jaar;2048;194628
116;Totaal mannen en vrouwen;1 jaar;2049;193905
117;Totaal mannen en vrouwen;1 jaar;2050;193260
118;Totaal mannen en vrouwen;1 jaar;2051;192705
119;Totaal mannen en vrouwen;1 jaar;2052;192238
120;Totaal mannen en vrouwen;1 jaar;2053;191869
121;Totaal mannen en vrouwen;1 jaar;2054;191615
122;Totaal mannen en vrouwen;1 jaar;2055;191488
123;Totaal mannen en vrouwen;1 jaar;2056;191502
124;Totaal mannen en vrouwen;1 jaar;2057;191679
125;Totaal mannen en vrouwen;1 jaar;2058;192045
126;Totaal mannen en vrouwen;1 jaar;2059;192624
127;Totaal mannen en vrouwen;1 jaar;2060;193455
128;Totaal mannen en vrouwen;1 jaar;2061;194527
129;Totaal mannen en vrouwen;1 jaar;2062;195868
130;Totaal mannen en vrouwen;1 jaar;2063;197418
131;Totaal mannen en vrouwen;1 jaar;2064;199136
132;Totaal mannen en vrouwen;1 jaar;2065;200959
133;Totaal mannen en vrouwen;1 jaar;2066;202795
134;Totaal mannen en vrouwen;1 jaar;2067;204579
135;Totaal mannen en vrouwen;1 jaar;2068;206244
136;Totaal mannen en vrouwen;1 jaar;2069;207742
137;Totaal mannen en vrouwen;1 jaar;2070;209022
138;Totaal mannen en vrouwen;2 jaar;2025;170297
139;Totaal mannen en vrouwen;2 jaar;2026;167012
140;Totaal mannen en vrouwen;2 jaar;2027;167849
141;Totaal mannen en vrouwen;2 jaar;2028;167920
142;Totaal mannen en vrouwen;2 jaar;2029;169608
143;Totaal mannen en vrouwen;2 jaar;2030;172624
144;Totaal mannen en vrouwen;2 jaar;2031;176295
145;Totaal mannen en vrouwen;2 jaar;2032;180644
146;Totaal mannen en vrouwen;2 jaar;2033;185157
147;Totaal mannen en vrouwen;2 jaar;2034;188910
148;Totaal mannen en vrouwen;2 jaar;2035;192030
149;Totaal mannen en vrouwen;2 jaar;2036;194614
150;Totaal mannen en vrouwen;2 jaar;2037;196745
151;Totaal mannen en vrouwen;2 jaar;2038;198432
152;Totaal mannen en vrouwen;2 jaar;2039;199630
153;Totaal mannen en vrouwen;2 jaar;2040;200300
154;Totaal mannen en vrouwen;2 jaar;2041;200416
155;Totaal mannen en vrouwen;2 jaar;2042;200116
156;Totaal mannen en vrouwen;2 jaar;2043;199633
157;Totaal mannen en vrouwen;2 jaar;2044;199021
158;Totaal mannen en vrouwen;2 jaar;2045;198334
159;Totaal mannen en vrouwen;2 jaar;2046;197590
160;Totaal mannen en vrouwen;2 jaar;2047;196808
161;Totaal mannen en vrouwen;2 jaar;2048;196014
162;Totaal mannen en vrouwen;2 jaar;2049;195259
163;Totaal mannen en vrouwen;2 jaar;2050;194538
164;Totaal mannen en vrouwen;2 jaar;2051;193894
165;Totaal mannen en vrouwen;2 jaar;2052;193341
166;Totaal mannen en vrouwen;2 jaar;2053;192878
167;Totaal mannen en vrouwen;2 jaar;2054;192509
168;Totaal mannen en vrouwen;2 jaar;2055;192254
169;Totaal mannen en vrouwen;2 jaar;2056;192128
170;Totaal mannen en vrouwen;2 jaar;2057;192143
171;Totaal mannen en vrouwen;2 jaar;2058;192320
172;Totaal mannen en vrouwen;2 jaar;2059;192686
173;Totaal mannen en vrouwen;2 jaar;2060;193263
174;Totaal mannen en vrouwen;2 jaar;2061;194093
175;Totaal mannen en vrouwen;2 jaar;2062;195159
176;Totaal mannen en vrouwen;2 jaar;2063;196497
177;Totaal mannen en vrouwen;2 jaar;2064;198041
178;Totaal mannen en vrouwen;2 jaar;2065;199753
179;Totaal mannen en vrouwen;2 jaar;2066;201566
180;Totaal mannen en vrouwen;2 jaar;2067;203395
181;Totaal mannen en vrouwen;2 jaar;2068;205170
182;Totaal mannen en vrouwen;2 jaar;2069;206830
183;Totaal mannen en vrouwen;2 jaar;2070;208321
184;Totaal mannen en vrouwen;3 jaar;2025;183479
185;Totaal mannen en vrouwen;3 jaar;2026;171273
186;Totaal mannen en vrouwen;3 jaar;2027;167973
187;Totaal mannen en vrouwen;3 jaar;2028;168747
188;Totaal mannen en vrouwen;3 jaar;2029;168742
189;Totaal mannen en vrouwen;3 jaar;2030;170385
190;Totaal mannen en vrouwen;3 jaar;2031;173339
191;Totaal mannen en vrouwen;3 jaar;2032;176972
192;Totaal mannen en vrouwen;3 jaar;2033;181293
193;Totaal mannen en vrouwen;3 jaar;2034;185769
194;Totaal mannen en vrouwen;3 jaar;2035;189488
195;Totaal mannen en vrouwen;3 jaar;2036;192581
196;Totaal mannen en vrouwen;3 jaar;2037;195131
197;Totaal mannen en vrouwen;3 jaar;2038;197233
198;Totaal mannen en vrouwen;3 jaar;2039;198894
199;Totaal mannen en vrouwen;3 jaar;2040;200074
200;Totaal mannen en vrouwen;3 jaar;2041;200734
201;Totaal mannen en vrouwen;3 jaar;2042;200850
202;Totaal mannen en vrouwen;3 jaar;2043;200553
203;Totaal mannen en vrouwen;3 jaar;2044;200076
204;Totaal mannen en vrouwen;3 jaar;2045;199468
205;Totaal mannen en vrouwen;3 jaar;2046;198785
206;Totaal mannen en vrouwen;3 jaar;2047;198044
207;Totaal mannen en vrouwen;3 jaar;2048;197266
208;Totaal mannen en vrouwen;3 jaar;2049;196475
209;Totaal mannen en vrouwen;3 jaar;2050;195721
210;Totaal mannen en vrouwen;3 jaar;2051;195002
211;Totaal mannen en vrouwen;3 jaar;2052;194361
212;Totaal mannen en vrouwen;3 jaar;2053;193811
213;Totaal mannen en vrouwen;3 jaar;2054;193346
214;Totaal mannen en vrouwen;3 jaar;2055;192982
215;Totaal mannen en vrouwen;3 jaar;2056;192731
216;Totaal mannen en vrouwen;3 jaar;2057;192606
217;Totaal mannen en vrouwen;3 jaar;2058;192620
218;Totaal mannen en vrouwen;3 jaar;2059;192797
219;Totaal mannen en vrouwen;3 jaar;2060;193162
220;Totaal mannen en vrouwen;3 jaar;2061;193736
221;Totaal mannen en vrouwen;3 jaar;2062;194564
222;Totaal mannen en vrouwen;3 jaar;2063;195625
223;Totaal mannen en vrouwen;3 jaar;2064;196960
224;Totaal mannen en vrouwen;3 jaar;2065;198496
225;Totaal mannen en vrouwen;3 jaar;2066;200203
226;Totaal mannen en vrouwen;3 jaar;2067;202007
227;Totaal mannen en vrouwen;3 jaar;2068;203829
228;Totaal mannen en vrouwen;3 jaar;2069;205598
229;Totaal mannen en vrouwen;3 jaar;2070;207251
230;Totaal mannen en vrouwen;4 jaar;2025;173735
231;Totaal mannen en vrouwen;4 jaar;2026;184373
232;Totaal mannen en vrouwen;4 jaar;2027;172197
233;Totaal mannen en vrouwen;4 jaar;2028;168839
234;Totaal mannen en vrouwen;4 jaar;2029;169510
235;Totaal mannen en vrouwen;4 jaar;2030;169470
236;Totaal mannen en vrouwen;4 jaar;2031;171061
237;Totaal mannen en vrouwen;4 jaar;2032;173990
238;Totaal mannen en vrouwen;4 jaar;2033;177604
239;Totaal mannen en vrouwen;4 jaar;2034;181897
240;Totaal mannen en vrouwen;4 jaar;2035;186340
241;Totaal mannen en vrouwen;4 jaar;2036;190029
242;Totaal mannen en vrouwen;4 jaar;2037;193095
243;Totaal mannen en vrouwen;4 jaar;2038;195614
244;Totaal mannen en vrouwen;4 jaar;2039;197691
245;Totaal mannen en vrouwen;4 jaar;2040;199335
246;Totaal mannen en vrouwen;4 jaar;2041;200500
247;Totaal mannen en vrouwen;4 jaar;2042;201152
248;Totaal mannen en vrouwen;4 jaar;2043;201268
249;Totaal mannen en vrouwen;4 jaar;2044;200972
250;Totaal mannen en vrouwen;4 jaar;2045;200504
251;Totaal mannen en vrouwen;4 jaar;2046;199899
252;Totaal mannen en vrouwen;4 jaar;2047;199220
253;Totaal mannen en vrouwen;4 jaar;2048;198483
254;Totaal mannen en vrouwen;4 jaar;2049;197710
255;Totaal mannen en vrouwen;4 jaar;2050;196922
256;Totaal mannen en vrouwen;4 jaar;2051;196171
257;Totaal mannen en vrouwen;4 jaar;2052;195451
258;Totaal mannen en vrouwen;4 jaar;2053;194814
259;Totaal mannen en vrouwen;4 jaar;2054;194266
260;Totaal mannen en vrouwen;4 jaar;2055;193803
261;Totaal mannen en vrouwen;4 jaar;2056;193441
262;Totaal mannen en vrouwen;4 jaar;2057;193191
263;Totaal mannen en vrouwen;4 jaar;2058;193067
264;Totaal mannen en vrouwen;4 jaar;2059;193081
265;Totaal mannen en vrouwen;4 jaar;2060;193257
266;Totaal mannen en vrouwen;4 jaar;2061;193622
267;Totaal mannen en vrouwen;4 jaar;2062;194194
268;Totaal mannen en vrouwen;4 jaar;2063;195020
269;Totaal mannen en vrouwen;4 jaar;2064;196077
270;Totaal mannen en vrouwen;4 jaar;2065;197409
271;Totaal mannen en vrouwen;4 jaar;2066;198939
272;Totaal mannen en vrouwen;4 jaar;2067;200641
273;Totaal mannen en vrouwen;4 jaar;2068;202437
274;Totaal mannen en vrouwen;4 jaar;2069;204254
275;Totaal mannen en vrouwen;4 jaar;2070;206017
276;Totaal mannen en vrouwen;5 jaar;2025;175767
277;Totaal mannen en vrouwen;5 jaar;2026;174635
278;Totaal mannen en vrouwen;5 jaar;2027;185135
279;Totaal mannen en vrouwen;5 jaar;2028;172980
280;Totaal mannen en vrouwen;5 jaar;2029;169580
281;Totaal mannen en vrouwen;5 jaar;2030;170222
282;Totaal mannen en vrouwen;5 jaar;2031;170139
283;Totaal mannen en vrouwen;5 jaar;2032;171723
284;Totaal mannen en vrouwen;5 jaar;2033;174635
285;Totaal mannen en vrouwen;5 jaar;2034;178224
286;Totaal mannen en vrouwen;5 jaar;2035;182488
287;Totaal mannen en vrouwen;5 jaar;2036;186902
288;Totaal mannen en vrouwen;5 jaar;2037;190565
289;Totaal mannen en vrouwen;5 jaar;2038;193604
290;Totaal mannen en vrouwen;5 jaar;2039;196097
291;Totaal mannen en vrouwen;5 jaar;2040;198151
292;Totaal mannen en vrouwen;5 jaar;2041;199779
293;Totaal mannen en vrouwen;5 jaar;2042;200933
294;Totaal mannen en vrouwen;5 jaar;2043;201578
295;Totaal mannen en vrouwen;5 jaar;2044;201695
296;Totaal mannen en vrouwen;5 jaar;2045;201405
297;Totaal mannen en vrouwen;5 jaar;2046;200938
298;Totaal mannen en vrouwen;5 jaar;2047;200338
299;Totaal mannen en vrouwen;5 jaar;2048;199662
300;Totaal mannen en vrouwen;5 jaar;2049;198930
301;Totaal mannen en vrouwen;5 jaar;2050;198159
302;Totaal mannen en vrouwen;5 jaar;2051;197376
303;Totaal mannen en vrouwen;5 jaar;2052;196626
304;Totaal mannen en vrouwen;5 jaar;2053;195908
305;Totaal mannen en vrouwen;5 jaar;2054;195272
306;Totaal mannen en vrouwen;5 jaar;2055;194726
307;Totaal mannen en vrouwen;5 jaar;2056;194265
308;Totaal mannen en vrouwen;5 jaar;2057;193906
309;Totaal mannen en vrouwen;5 jaar;2058;193659
310;Totaal mannen en vrouwen;5 jaar;2059;193537
311;Totaal mannen en vrouwen;5 jaar;2060;193551
312;Totaal mannen en vrouwen;5 jaar;2061;193725
313;Totaal mannen en vrouwen;5 jaar;2062;194089
314;Totaal mannen en vrouwen;5 jaar;2063;194658
315;Totaal mannen en vrouwen;5 jaar;2064;195484
316;Totaal mannen en vrouwen;5 jaar;2065;196536
317;Totaal mannen en vrouwen;5 jaar;2066;197861
318;Totaal mannen en vrouwen;5 jaar;2067;199388
319;Totaal mannen en vrouwen;5 jaar;2068;201082
320;Totaal mannen en vrouwen;5 jaar;2069;202875
321;Totaal mannen en vrouwen;5 jaar;2070;204686
322;Totaal mannen en vrouwen;6 jaar;2025;176090
323;Totaal mannen en vrouwen;6 jaar;2026;176779
324;Totaal mannen en vrouwen;6 jaar;2027;175533
325;Totaal mannen en vrouwen;6 jaar;2028;185860
326;Totaal mannen en vrouwen;6 jaar;2029;173682
327;Totaal mannen en vrouwen;6 jaar;2030;170288
328;Totaal mannen en vrouwen;6 jaar;2031;170894
329;Totaal mannen en vrouwen;6 jaar;2032;170829
330;Totaal mannen en vrouwen;6 jaar;2033;172404
331;Totaal mannen en vrouwen;6 jaar;2034;175302
332;Totaal mannen en vrouwen;6 jaar;2035;178872
333;Totaal mannen en vrouwen;6 jaar;2036;183111
334;Totaal mannen en vrouwen;6 jaar;2037;187502
335;Totaal mannen en vrouwen;6 jaar;2038;191139
336;Totaal mannen en vrouwen;6 jaar;2039;194156
337;Totaal mannen en vrouwen;6 jaar;2040;196633
338;Totaal mannen en vrouwen;6 jaar;2041;198672
339;Totaal mannen en vrouwen;6 jaar;2042;200288
340;Totaal mannen en vrouwen;6 jaar;2043;201431
341;Totaal mannen en vrouwen;6 jaar;2044;202075
342;Totaal mannen en vrouwen;6 jaar;2045;202192
343;Totaal mannen en vrouwen;6 jaar;2046;201904
344;Totaal mannen en vrouwen;6 jaar;2047;201443
345;Totaal mannen en vrouwen;6 jaar;2048;200843
346;Totaal mannen en vrouwen;6 jaar;2049;200173
347;Totaal mannen en vrouwen;6 jaar;2050;199442
348;Totaal mannen en vrouwen;6 jaar;2051;198673
349;Totaal mannen en vrouwen;6 jaar;2052;197892
350;Totaal mannen en vrouwen;6 jaar;2053;197147
351;Totaal mannen en vrouwen;6 jaar;2054;196433
352;Totaal mannen en vrouwen;6 jaar;2055;195803
353;Totaal mannen en vrouwen;6 jaar;2056;195259
354;Totaal mannen en vrouwen;6 jaar;2057;194798
355;Totaal mannen en vrouwen;6 jaar;2058;194444
356;Totaal mannen en vrouwen;6 jaar;2059;194194
357;Totaal mannen en vrouwen;6 jaar;2060;194073
358;Totaal mannen en vrouwen;6 jaar;2061;194085
359;Totaal mannen en vrouwen;6 jaar;2062;194261
360;Totaal mannen en vrouwen;6 jaar;2063;194623
361;Totaal mannen en vrouwen;6 jaar;2064;195192
362;Totaal mannen en vrouwen;6 jaar;2065;196017
363;Totaal mannen en vrouwen;6 jaar;2066;197067
364;Totaal mannen en vrouwen;6 jaar;2067;198390
365;Totaal mannen en vrouwen;6 jaar;2068;199913
366;Totaal mannen en vrouwen;6 jaar;2069;201604
367;Totaal mannen en vrouwen;6 jaar;2070;203389
368;Totaal mannen en vrouwen;7 jaar;2025;178419
369;Totaal mannen en vrouwen;7 jaar;2026;177099
370;Totaal mannen en vrouwen;7 jaar;2027;177677
371;Totaal mannen en vrouwen;7 jaar;2028;176328
372;Totaal mannen en vrouwen;7 jaar;2029;186514
373;Totaal mannen en vrouwen;7 jaar;2030;174393
374;Totaal mannen en vrouwen;7 jaar;2031;171001
375;Totaal mannen en vrouwen;7 jaar;2032;171618
376;Totaal mannen en vrouwen;7 jaar;2033;171570
377;Totaal mannen en vrouwen;7 jaar;2034;173138
378;Totaal mannen en vrouwen;7 jaar;2035;176021
379;Totaal mannen en vrouwen;7 jaar;2036;179582
380;Totaal mannen en vrouwen;7 jaar;2037;183798
381;Totaal mannen en vrouwen;7 jaar;2038;188167
382;Totaal mannen en vrouwen;7 jaar;2039;191788
383;Totaal mannen en vrouwen;7 jaar;2040;194792
384;Totaal mannen en vrouwen;7 jaar;2041;197262
385;Totaal mannen en vrouwen;7 jaar;2042;199284
386;Totaal mannen en vrouwen;7 jaar;2043;200899
387;Totaal mannen en vrouwen;7 jaar;2044;202033
388;Totaal mannen en vrouwen;7 jaar;2045;202679
389;Totaal mannen en vrouwen;7 jaar;2046;202796
390;Totaal mannen en vrouwen;7 jaar;2047;202512
391;Totaal mannen en vrouwen;7 jaar;2048;202054
392;Totaal mannen en vrouwen;7 jaar;2049;201457
393;Totaal mannen en vrouwen;7 jaar;2050;200788
394;Totaal mannen en vrouwen;7 jaar;2051;200065
395;Totaal mannen en vrouwen;7 jaar;2052;199293
396;Totaal mannen en vrouwen;7 jaar;2053;198517
397;Totaal mannen en vrouwen;7 jaar;2054;197773
398;Totaal mannen en vrouwen;7 jaar;2055;197064
399;Totaal mannen en vrouwen;7 jaar;2056;196437
400;Totaal mannen en vrouwen;7 jaar;2057;195895
401;Totaal mannen en vrouwen;7 jaar;2058;195436
402;Totaal mannen en vrouwen;7 jaar;2059;195081
403;Totaal mannen en vrouwen;7 jaar;2060;194833
404;Totaal mannen en vrouwen;7 jaar;2061;194713
405;Totaal mannen en vrouwen;7 jaar;2062;194725
406;Totaal mannen en vrouwen;7 jaar;2063;194904
407;Totaal mannen en vrouwen;7 jaar;2064;195264
408;Totaal mannen en vrouwen;7 jaar;2065;195833
409;Totaal mannen en vrouwen;7 jaar;2066;196657
410;Totaal mannen en vrouwen;7 jaar;2067;197707
411;Totaal mannen en vrouwen;7 jaar;2068;199026
412;Totaal mannen en vrouwen;7 jaar;2069;200546
413;Totaal mannen en vrouwen;7 jaar;2070;202234
414;Totaal mannen en vrouwen;8 jaar;2025;181863
415;Totaal mannen en vrouwen;8 jaar;2026;179481
416;Totaal mannen en vrouwen;8 jaar;2027;178029
417;Totaal mannen en vrouwen;8 jaar;2028;178499
418;Totaal mannen en vrouwen;8 jaar;2029;177055
419;Totaal mannen en vrouwen;8 jaar;2030;187206
420;Totaal mannen en vrouwen;8 jaar;2031;175123
421;Totaal mannen en vrouwen;8 jaar;2032;171768
422;Totaal mannen en vrouwen;8 jaar;2033;172404
423;Totaal mannen en vrouwen;8 jaar;2034;172365
424;Totaal mannen en vrouwen;8 jaar;2035;173925
425;Totaal mannen en vrouwen;8 jaar;2036;176797
426;Totaal mannen en vrouwen;8 jaar;2037;180346
427;Totaal mannen en vrouwen;8 jaar;2038;184543
428;Totaal mannen en vrouwen;8 jaar;2039;188895
429;Totaal mannen en vrouwen;8 jaar;2040;192506
430;Totaal mannen en vrouwen;8 jaar;2041;195501
431;Totaal mannen en vrouwen;8 jaar;2042;197962
432;Totaal mannen en vrouwen;8 jaar;2043;199981
433;Totaal mannen en vrouwen;8 jaar;2044;201589
434;Totaal mannen en vrouwen;8 jaar;2045;202719
435;Totaal mannen en vrouwen;8 jaar;2046;203367
436;Totaal mannen en vrouwen;8 jaar;2047;203486
437;Totaal mannen en vrouwen;8 jaar;2048;203203
438;Totaal mannen en vrouwen;8 jaar;2049;202749
439;Totaal mannen en vrouwen;8 jaar;2050;202153
440;Totaal mannen en vrouwen;8 jaar;2051;201487
441;Totaal mannen en vrouwen;8 jaar;2052;200766
442;Totaal mannen en vrouwen;8 jaar;2053;199997
443;Totaal mannen en vrouwen;8 jaar;2054;199223
444;Totaal mannen en vrouwen;8 jaar;2055;198481
445;Totaal mannen en vrouwen;8 jaar;2056;197774
446;Totaal mannen en vrouwen;8 jaar;2057;197151
447;Totaal mannen en vrouwen;8 jaar;2058;196608
448;Totaal mannen en vrouwen;8 jaar;2059;196150
449;Totaal mannen en vrouwen;8 jaar;2060;195798
450;Totaal mannen en vrouwen;8 jaar;2061;195548
451;Totaal mannen en vrouwen;8 jaar;2062;195430
452;Totaal mannen en vrouwen;8 jaar;2063;195447
453;Totaal mannen en vrouwen;8 jaar;2064;195624
454;Totaal mannen en vrouwen;8 jaar;2065;195985
455;Totaal mannen en vrouwen;8 jaar;2066;196553
456;Totaal mannen en vrouwen;8 jaar;2067;197375
457;Totaal mannen en vrouwen;8 jaar;2068;198426
458;Totaal mannen en vrouwen;8 jaar;2069;199744
459;Totaal mannen en vrouwen;8 jaar;2070;201263
460;Totaal mannen en vrouwen;9 jaar;2025;181469
461;Totaal mannen en vrouwen;9 jaar;2026;182922
462;Totaal mannen en vrouwen;9 jaar;2027;180434
463;Totaal mannen en vrouwen;9 jaar;2028;178890
464;Totaal mannen en vrouwen;9 jaar;2029;179285
465;Totaal mannen en vrouwen;9 jaar;2030;177853
466;Totaal mannen en vrouwen;9 jaar;2031;187970
467;Totaal mannen en vrouwen;9 jaar;2032;175951
468;Totaal mannen en vrouwen;9 jaar;2033;172625
469;Totaal mannen en vrouwen;9 jaar;2034;173274
470;Totaal mannen en vrouwen;9 jaar;2035;173244
471;Totaal mannen en vrouwen;9 jaar;2036;174798
472;Totaal mannen en vrouwen;9 jaar;2037;177656
473;Totaal mannen en vrouwen;9 jaar;2038;181194
474;Totaal mannen en vrouwen;9 jaar;2039;185376
475;Totaal mannen en vrouwen;9 jaar;2040;189716
476;Totaal mannen en vrouwen;9 jaar;2041;193320
477;Totaal mannen en vrouwen;9 jaar;2042;196309
478;Totaal mannen en vrouwen;9 jaar;2043;198765
479;Totaal mannen en vrouwen;9 jaar;2044;200776
480;Totaal mannen en vrouwen;9 jaar;2045;202386
481;Totaal mannen en vrouwen;9 jaar;2046;203509
482;Totaal mannen en vrouwen;9 jaar;2047;204155
483;Totaal mannen en vrouwen;9 jaar;2048;204279
484;Totaal mannen en vrouwen;9 jaar;2049;204000
485;Totaal mannen en vrouwen;9 jaar;2050;203546
486;Totaal mannen en vrouwen;9 jaar;2051;202954
487;Totaal mannen en vrouwen;9 jaar;2052;202289
488;Totaal mannen en vrouwen;9 jaar;2053;201570
