ID;KenmerkenInstallaties;Perioden;Productie_1;VerbruikGasmotorenWKKInstallatie_2;VerbruikGasmotorenDirecteAandrijving_3;VerbruikVoorOpwarmingSlibgistingstank_4;VerbruikVoorSlibontwatering_5;Afgefakkeld_6;Afgeblazen_7;VerbruikOfToepassingOnbekend_8;Aflevering_9;Aankoop_10;ProductieInWKKInstallaties_11;TotaalVerbruik_12;Warmteproductie_13;Aardgasverbruik_14;HuisbrandolieVerbruik_15;VerbruikPerKgVerwijdBZVGemiddelde_16;VerbruikPerKgVerwijdBZVLandelijk_17;AandeelBeluchtingInTotaalverbruik_18
224;Tweetrapsinstallaties;1997;16530;12881;;2656;0;896;;97;0;66;27;94;;1389;328;5.2;6.0;50
225;Tweetrapsinstallaties;1998;16354;13404;;1427;931;585;;7;0;74;19;93;;1491;240;5.1;5.8;52
226;Tweetrapsinstallaties;1999;15980;11747;;2268;0;1449;;516;0;75;22;96;;1288;194;5.6;6.1;47
227;Tweetrapsinstallaties;2000;13193;10047;;2009;0;1062;;75;0;68;20;88;;1226;84;5.7;6.4;51
228;Tweetrapsinstallaties;2001;13922;10928;;1569;0;1425;;0;0;65;24;88;;1012;104;5.5;5.9;51
229;Tweetrapsinstallaties;2002;11628;9424;;222;891;825;199.0;67;0;66;21;87;;993;275;6.0;6.6;49
230;Tweetrapsinstallaties;2003;10911;9256;;319;863;473;0.0;0;0;63;20;84;;832;295;5.8;7.0;49
231;Tweetrapsinstallaties;2004;11831;9919;0.0;332;782;749;0.0;48;0;62;21;83;111.0;701;188;6.2;7.2;49
232;Tweetrapsinstallaties;2005;12316;9735;0.0;314;813;988;18.0;447;0;62;21;83;104.0;839;183;6.0;6.5;50
233;Tweetrapsinstallaties;2006;11783;9004;0.0;362;865;1216;0.0;337;0;63;19;81;101.0;738;205;6.5;7.0;48
234;Tweetrapsinstallaties;2007;13785;9933;0.0;793;793;1489;587.0;189;0;64;20;85;108.0;673;260;6.3;7.2;49
235;Tweetrapsinstallaties;2008;15671;11936;0.0;1337;798;1285;167.0;148;0;61;23;84;135.0;570;255;5.8;6.5;49
236;Tweetrapsinstallaties;2009;14501;9990;0.0;979;793;1049;1610.0;81;0;55;19;74;117.0;400;275;5.6;6.5;53
237;Tweetrapsinstallaties;2010;14923;10196;0.0;1010;883;2027;784.0;74;0;56;20;75;99.0;426;221;5.6;6.6;53
238;Tweetrapsinstallaties;2011;14434;11760;0.0;679;840;1086;0.0;70;0;48;25;72;135.0;289;182;5.6;6.7;52
239;Tweetrapsinstallaties;2012;15278;14198;0.0;70;363;631;2.0;14;0;42;30;71;186.0;272;182;5.6;6.4;53
240;Membraanbioreactors;1981;0;0;;0;0;0;;0;0;0;0;0;;0;0;0.0;0.0;0
241;Membraanbioreactors;1985;0;0;;0;0;0;;0;0;0;0;0;;0;0;0.0;0.0;0
242;Membraanbioreactors;1990;0;0;;0;0;0;;0;0;0;0;0;;0;0;0.0;0.0;0
243;Membraanbioreactors;1991;0;0;;0;0;0;;0;0;0;0;0;;0;0;0.0;0.0;0
244;Membraanbioreactors;1992;0;0;;0;0;0;;0;0;0;0;0;;0;0;0.0;0.0;0
245;Membraanbioreactors;1993;0;0;;0;0;0;;0;0;0;0;0;;0;0;0.0;0.0;0
246;Membraanbioreactors;1995;0;0;;0;0;0;;0;0;0;0;0;;0;0;0.0;0.0;0
247;Membraanbioreactors;1996;0;0;;0;0;0;;0;0;0;0;0;;0;0;0.0;0.0;0
248;Membraanbioreactors;1997;0;0;;0;0;0;;0;0;0;0;0;;0;0;0.0;0.0;0
249;Membraanbioreactors;1998;0;0;;0;0;0;;0;0;0;0;0;;0;0;0.0;0.0;0
250;Membraanbioreactors;1999;0;0;;0;0;0;;0;0;0;0;0;;0;0;0.0;0.0;0
251;Membraanbioreactors;2000;0;0;;0;0;0;;0;0;0;0;0;;0;0;0.0;0.0;0
252;Membraanbioreactors;2001;0;0;;0;0;0;;0;0;0;0;0;;0;0;0.0;0.0;0
253;Membraanbioreactors;2002;0;0;;0;0;0;;0;0;0;0;0;;0;0;0.0;0.0;0
254;Membraanbioreactors;2003;0;0;;0;0;0;;0;0;0;0;0;;0;0;0.0;0.0;0
255;Membraanbioreactors;2004;0;0;0.0;0;0;0;0.0;0;0;0;0;0;0.0;0;0;0.0;0.0;0
256;Membraanbioreactors;2005;0;0;0.0;0;0;0;0.0;0;0;2;0;2;0.0;11;0;11.6;11.6;28
257;Membraanbioreactors;2006;0;0;0.0;0;0;0;0.0;0;0;1;0;1;0.0;17;0;10.2;10.2;17
258;Membraanbioreactors;2007;0;0;0.0;0;0;0;0.0;0;0;1;0;1;0.0;13;0;8.0;8.0;21
259;Membraanbioreactors;2008;0;0;0.0;0;0;0;0.0;0;0;1;0;1;0.0;14;0;9.4;9.4;17
260;Membraanbioreactors;2009;0;0;0.0;0;0;0;0.0;0;0;1;0;1;0.0;15;0;8.6;8.6;17
261;Membraanbioreactors;2010;0;0;0.0;0;0;0;0.0;0;0;1;0;1;0.0;18;0;10.1;10.1;17
262;Membraanbioreactors;2011;0;0;0.0;0;0;0;0.0;0;0;1;0;1;0.0;17;0;7.6;7.6;45
263;Membraanbioreactors;2012;0;0;0.0;0;0;0;0.0;0;0;1;0;1;0.0;17;0;10.3;10.3;10
264;Compactinstallaties;1981;0;0;;0;0;0;;0;0;1;0;1;;1;0;15.0;12.1;84
265;Compactinstallaties;1985;0;0;;0;0;0;;0;0;0;0;0;;0;0;13.0;4.0;86
266;Compactinstallaties;1990;0;0;;0;0;0;;0;0;0;0;0;;0;0;10.8;9.8;98
267;Compactinstallaties;1991;0;0;;0;0;0;;0;0;0;0;0;;0;0;7.5;7.6;98
268;Compactinstallaties;1992;0;0;;0;0;0;;0;0;0;0;0;;0;0;10.6;10.6;0
269;Compactinstallaties;1993;0;0;;0;0;0;;0;0;0;0;0;;2;0;8.4;8.4;0
270;Compactinstallaties;1995;0;0;;0;0;0;;0;0;0;0;0;;0;0;11.0;11.0;0
271;Compactinstallaties;1996;0;0;;0;0;0;;0;0;0;0;0;;0;0;0.0;0.0;0
272;Compactinstallaties;1997;0;0;;0;0;0;;0;0;0;0;0;;0;0;11.7;11.7;0
273;Compactinstallaties;1998;0;0;;0;0;0;;0;0;0;0;0;;0;0;11.5;11.5;0
274;Compactinstallaties;1999;0;0;;0;0;0;;0;0;0;0;0;;0;0;2.3;2.3;0
275;Compactinstallaties;2000;0;0;;0;0;0;;0;0;0;0;0;;0;0;0.0;0.0;0
276;Compactinstallaties;2001;0;0;;0;0;0;;0;0;0;0;0;;0;0;0.0;0.0;0
277;Compactinstallaties;2002;0;0;;0;0;0;0.0;0;0;0;0;0;;0;0;0.0;0.0;0
278;Compactinstallaties;2003;0;0;;0;0;0;0.0;0;0;0;0;0;;0;0;0.0;0.0;0
279;Compactinstallaties;2004;0;0;0.0;0;0;0;0.0;0;0;0;0;0;0.0;0;0;0.0;0.0;0
280;Compactinstallaties;2005;0;0;0.0;0;0;0;0.0;0;0;0;0;0;0.0;0;0;0.0;0.0;0
281;Compactinstallaties;2006;101;84;0.0;0;0;15;0.0;2;0;2;0;2;0.0;45;0;4.7;4.7;37
282;Compactinstallaties;2007;304;272;0.0;1;0;30;0.0;0;0;2;0;2;0.0;35;0;6.0;6.0;31
283;Compactinstallaties;2008;338;293;0.0;14;0;31;0.0;0;0;2;1;2;0.0;59;0;6.1;6.1;32
284;Compactinstallaties;2009;379;298;0.0;25;0;56;0.0;0;0;2;1;2;0.0;39;0;5.0;5.0;35
285;Compactinstallaties;2010;389;346;0.0;14;0;29;0.0;0;0;2;1;2;0.0;34;0;5.3;5.3;35
286;Compactinstallaties;2011;333;298;0.0;0;0;30;0.0;5;0;2;1;2;3.0;54;0;4.5;4.5;35
287;Compactinstallaties;2012;420;355;0.0;3;0;62;0.0;0;0;2;1;2;2.0;20;0;4.6;4.6;32
288;Slibverwerkingsinrichtingen;1981;0;0;;0;0;0;;0;0;0;0;0;;0;0;0.0;0.0;0
289;Slibverwerkingsinrichtingen;1985;0;0;;0;0;0;;0;0;0;0;0;;7;0;0.0;0.0;0
290;Slibverwerkingsinrichtingen;1990;0;0;;0;0;0;;0;0;0;0;0;;6;0;0.0;0.0;0
291;Slibverwerkingsinrichtingen;1991;0;0;;0;0;0;;0;0;2;0;2;;36;0;0.0;0.0;0
292;Slibverwerkingsinrichtingen;1992;0;0;;0;0;0;;0;0;2;0;2;;0;0;0.0;0.0;0
293;Slibverwerkingsinrichtingen;1993;0;0;;0;0;0;;0;0;3;0;3;;62;0;0.0;0.0;0
294;Slibverwerkingsinrichtingen;1995;0;0;;0;0;0;;0;0;2;0;2;;51;0;0.0;0.0;0
295;Slibverwerkingsinrichtingen;1996;0;0;;0;0;0;;0;0;2;0;2;;15;0;0.0;0.0;0
296;Slibverwerkingsinrichtingen;1997;0;0;;0;0;0;;0;0;2;0;2;;49;0;0.0;0.0;0
297;Slibverwerkingsinrichtingen;1998;0;0;;0;0;0;;0;0;2;0;2;;38;0;0.0;0.0;0
298;Slibverwerkingsinrichtingen;1999;0;0;;0;0;0;;0;0;1;0;1;;35;0;0.0;0.0;0
299;Slibverwerkingsinrichtingen;2000;0;0;;0;7679;0;;0;0;16;37;33;;19778;0;0.0;0.0;0
300;Slibverwerkingsinrichtingen;2001;0;0;;0;7854;0;;0;0;16;30;33;;17083;0;0.0;0.0;0
301;Slibverwerkingsinrichtingen;2002;0;0;;0;7336;0;0.0;0;0;14;8;23;;13236;0;0.0;0.0;0
302;Slibverwerkingsinrichtingen;2003;0;0;;0;7923;0;0.0;0;0;11;14;8;;14708;0;0.0;0.0;0
303;Slibverwerkingsinrichtingen;2004;0;0;0.0;0;7838;0;0.0;0;0;7;25;31;286.0;16243;0;0.0;0.0;0
304;Slibverwerkingsinrichtingen;2005;0;0;0.0;0;5313;0;0.0;0;0;9;19;28;335.0;15267;0;0.0;0.0;0
305;Slibverwerkingsinrichtingen;2006;0;0;0.0;0;0;0;0.0;0;0;4;26;31;226.0;13438;0;0.0;0.0;0
306;Slibverwerkingsinrichtingen;2007;0;0;0.0;0;0;0;0.0;0;0;5;30;9;255.0;14397;0;0.0;0.0;0
307;Slibverwerkingsinrichtingen;2008;0;0;0.0;0;0;0;0.0;0;0;4;36;10;265.0;15635;0;0.0;0.0;0
308;Slibverwerkingsinrichtingen;2009;0;0;0.0;0;0;0;0.0;0;0;9;22;9;0.0;12601;0;0.0;0.0;0
309;Slibverwerkingsinrichtingen;2010;0;0;0.0;0;0;0;0.0;0;0;9;33;4;200.0;14645;0;0.0;0.0;0
310;Slibverwerkingsinrichtingen;2011;0;0;0.0;0;0;0;0.0;0;0;9;32;15;234.0;21031;0;0.0;0.0;0
311;Slibverwerkingsinrichtingen;2012;0;0;0.0;0;0;0;0.0;0;0;7;38;13;289.0;19687;0;0.0;0.0;0
312;Koude slibgisting;1981;0;0;;0;0;0;;0;0;4;0;4;;126;38;3.9;2.4;49
313;Koude slibgisting;1985;70;0;;0;0;70;;0;0;4;0;4;;68;27;3.8;2.9;55
314;Koude slibgisting;1990;55;0;;0;0;46;;9;0;4;0;4;;31;15;4.8;2.4;57
315;Koude slibgisting;1991;90;0;;0;0;90;;0;0;3;0;3;;46;22;2.8;2.4;49
316;Koude slibgisting;1992;127;27;;9;0;90;;0;0;1;0;1;;11;8;2.6;2.0;35
317;Koude slibgisting;1993;34;0;;0;0;34;;0;0;2;0;2;;23;0;3.2;2.3;53
318;Koude slibgisting;1995;0;0;;0;0;0;;0;0;1;0;1;;19;0;10.2;2.2;50
319;Koude slibgisting;1996;0;0;;0;0;0;;0;0;1;0;1;;8;0;6.6;4.0;49
320;Koude slibgisting;1997;0;0;;0;0;0;;0;0;1;0;1;;12;0;2.6;2.4;52
321;Koude slibgisting;1998;0;0;;0;0;0;;0;0;3;0;3;;13;0;3.9;4.4;40
322;Koude slibgisting;1999;0;0;;0;0;0;;0;0;3;0;3;;16;0;3.7;4.5;43
323;Koude slibgisting;2000;0;0;;0;0;0;;0;0;2;0;2;;6;0;3.9;3.8;56
324;Koude slibgisting;2001;0;0;;0;0;0;;0;0;2;0;2;;7;0;3.3;3.7;57
325;Koude slibgisting;2002;0;0;;0;0;0;0.0;0;0;2;0;2;;4;0;3.6;3.9;34
326;Koude slibgisting;2003;0;0;;0;0;0;0.0;0;0;2;0;2;;7;0;3.7;3.7;48
327;Koude slibgisting;2004;0;0;0.0;0;0;0;0.0;0;0;2;0;2;0.0;14;0;3.2;3.5;57
328;Koude slibgisting;2005;0;0;0.0;0;0;0;0.0;0;0;2;0;2;0.0;8;0;4.4;4.4;50
329;Koude slibgisting;2006;0;0;0.0;0;0;0;0.0;0;0;2;0;2;0.0;7;0;4.2;4.0;48
330;Koude slibgisting;2007;0;0;0.0;0;0;0;0.0;0;0;2;0;2;0.0;6;0;3.7;3.3;45
331;Koude slibgisting;2008;0;0;0.0;0;0;0;0.0;0;0;2;0;2;0.0;7;0;3.3;3.0;39
332;Koude slibgisting;2009;0;0;0.0;0;0;0;0.0;0;0;2;0;2;0.0;7;0;3.3;3.3;40
333;Koude slibgisting;2010;0;0;0.0;0;0;0;0.0;0;0;2;0;2;0.0;8;0;3.7;3.6;42
334;Koude slibgisting;2011;0;0;0.0;0;0;0;0.0;0;0;1;0;1;0.0;3;0;3.2;3.5;57
335;Koude slibgisting;2012;0;0;0.0;0;0;0;0.0;0;0;0;0;0;0.0;2;0;2.8;3.1;57
336;Warme slibgisting, enkeltraps;1981;15708;4124;;3247;0;3389;;4947;0;51;4;55;;1799;4520;2.7;2.6;62
337;Warme slibgisting, enkeltraps;1985;29033;18262;;6727;0;3437;;607;0;67;25;92;;5823;195;2.9;2.8;54
338;Warme slibgisting, enkeltraps;1990;53442;38218;;8664;0;4647;;1913;0;135;67;202;;6978;106;3.5;3.8;55
339;Warme slibgisting, enkeltraps;1991;61802;39384;;5977;0;7129;;9311;0;127;83;210;;7963;460;3.8;3.9;53
340;Warme slibgisting, enkeltraps;1992;59679;42371;;7650;0;4506;;5152;0;119;84;203;;4632;11;3.9;4.1;77
341;Warme slibgisting, enkeltraps;1993;67697;45365;;6244;0;3781;;12307;0;143;78;221;;6770;161;4.1;4.3;57
342;Warme slibgisting, enkeltraps;1995;69309;51598;;13152;0;4444;;115;0;159;88;248;;4737;2;4.5;4.5;52
343;Warme slibgisting, enkeltraps;1996;69270;50378;;15387;0;3311;;194;0;210;88;299;;9198;1;4.7;5.4;49
344;Warme slibgisting, enkeltraps;1997;71466;51042;;9147;7320;3944;;14;0;178;126;286;;25120;0;4.6;4.7;49
345;Warme slibgisting, enkeltraps;1998;67485;52365;;8352;2868;3747;;152;0;178;117;273;;21853;0;4.7;4.8;47
346;Warme slibgisting, enkeltraps;1999;72261;56921;;5431;4645;3901;;1363;0;159;128;265;;21157;594;4.7;4.8;46
347;Warme slibgisting, enkeltraps;2000;75047;56418;;6020;0;4607;;322;0;173;93;266;;5031;0;4.7;4.7;55
348;Warme slibgisting, enkeltraps;2001;79543;59340;;6800;0;4934;;616;0;191;109;300;;5114;0;5.4;5.4;56
349;Warme slibgisting, enkeltraps;2002;80933;62778;;3763;110;6006;825.0;116;0;175;108;283;;7143;36;5.2;5.1;46
350;Warme slibgisting, enkeltraps;2003;78724;62432;;3400;0;4667;278.0;24;0;179;113;292;;9967;0;5.4;5.2;48
351;Warme slibgisting, enkeltraps;2004;80207;59022;1455.0;3739;0;6863;939.0;350;0;178;117;295;678.0;9731;0;5.3;5.1;48
352;Warme slibgisting, enkeltraps;2005;76966;58154;1527.0;3712;132;6032;391.0;958;748;191;113;301;592.0;10511;45;5.2;5.1;49
353;Warme slibgisting, enkeltraps;2006;81775;55133;1628.0;3569;0;7068;296.0;5070;9011;212;104;315;559.0;7668;60;5.3;5.4;49
354;Warme slibgisting, enkeltraps;2007;79677;57854;1610.0;2851;0;6696;741.0;790;9134;217;107;322;591.0;8535;71;5.4;5.6;47
355;Warme slibgisting, enkeltraps;2008;82505;61161;1405.0;3689;0;6033;184.0;874;9159;226;119;343;615.0;8122;96;5.5;5.5;45
356;Warme slibgisting, enkeltraps;2009;87122;62888;1178.0;3301;0;6896;1681.0;1221;9956;225;122;343;633.0;8572;123;5.8;5.6;46
357;Warme slibgisting, enkeltraps;2010;87499;67645;643.0;2427;0;5694;1062.0;1561;11693;218;136;341;670.0;7322;54;5.4;5.4;46
358;Warme slibgisting, enkeltraps;2011;87724;67964;0.0;2582;0;5015;370.0;1976;9573;208;136;334;665.0;2141;96;5.2;5.3;47
359;Warme slibgisting, enkeltraps;2012;88134;67244;0.0;1959;470;6230;213.0;3263;9650;214;134;341;868.0;1983;240;4.9;5.1;43
360;Warme slibgisting, tweetraps;1981;18795;2033;;3611;0;5445;;7706;0;52;5;57;;946;527;2.6;2.6;59
361;Warme slibgisting, tweetraps;1985;19907;7706;;6268;0;3785;;2148;0;41;17;58;;647;646;3.0;3.1;50
362;Warme slibgisting, tweetraps;1990;20331;10868;;4592;0;4269;;602;0;44;22;66;;1006;152;3.5;4.1;50
363;Warme slibgisting, tweetraps;1991;21592;11415;;3082;0;3441;;3654;0;41;24;64;;1520;205;3.6;4.3;53
364;Warme slibgisting, tweetraps;1992;16668;10049;;3031;0;3579;;8;0;32;21;53;;1537;3903;3.7;4.1;68
365;Warme slibgisting, tweetraps;1993;15843;10929;;1309;0;2239;;1366;0;33;22;54;;1599;144;3.6;3.8;53
366;Warme slibgisting, tweetraps;1995;14813;10884;;1863;0;2000;;66;0;26;20;46;;902;12;4.4;4.5;50
367;Warme slibgisting, tweetraps;1996;13279;9264;;2144;0;1842;;29;0;25;19;44;;978;11;4.3;4.4;49
368;Warme slibgisting, tweetraps;1997;14780;10579;;2636;0;1561;;4;0;29;25;55;;1295;6;4.9;5.1;53
369;Warme slibgisting, tweetraps;1998;14037;10415;;1994;0;1586;;41;0;38;23;60;;1254;9;4.8;5.6;57
370;Warme slibgisting, tweetraps;1999;12754;9161;;2234;0;1252;;108;0;33;23;56;;1583;4;4.4;5.2;52
371;Warme slibgisting, tweetraps;2000;11591;9472;;817;0;1292;;10;0;33;24;57;;1508;0;5.3;5.6;51
372;Warme slibgisting, tweetraps;2001;13458;11095;;1282;0;1080;;0;0;37;23;60;;1299;0;5.2;5.3;53
373;Warme slibgisting, tweetraps;2002;14678;12147;;943;0;1216;372.0;0;0;46;26;72;;1410;2;5.2;5.4;49
374;Warme slibgisting, tweetraps;2003;14326;10344;;1148;0;2834;0.0;0;0;43;23;66;;1580;2;5.9;6.3;49
375;Warme slibgisting, tweetraps;2004;15646;11636;0.0;1175;0;2836;0.0;0;0;44;25;68;127.0;1308;0;6.3;6.7;51
376;Warme slibgisting, tweetraps;2005;12558;9553;0.0;1326;0;1377;9.0;293;0;32;20;52;109.0;1008;22;6.0;6.2;48
377;Warme slibgisting, tweetraps;2006;11855;9173;0.0;990;0;1566;29.0;97;0;35;20;55;101.0;1302;12;6.0;6.3;48
378;Warme slibgisting, tweetraps;2007;11534;7911;0.0;1586;0;1745;59.0;233;0;32;17;49;85.0;953;54;6.2;6.5;47
379;Warme slibgisting, tweetraps;2008;10662;7078;0.0;2433;0;631;69.0;451;0;24;14;38;72.0;253;8;5.8;6.1;53
380;Warme slibgisting, tweetraps;2009;9439;6147;0.0;1819;0;1015;3.0;456;0;25;12;38;65.0;203;17;5.6;5.9;55
381;Warme slibgisting, tweetraps;2010;9993;6910;0.0;1492;0;1564;4.0;74;0;23;15;37;49.0;121;20;5.3;5.6;52
382;Warme slibgisting, tweetraps;2011;10699;8136;0.0;1026;0;1335;9.0;191;3;20;17;38;87.0;36;0;6.0;6.0;54
383;Warme slibgisting, tweetraps;2012;14102;12817;0.0;256;0;708;0.0;224;97;19;27;45;137.0;178;0;5.3;5.3;61
384;Simultaan aërobe slibstabilisatie;1981;0;0;;0;0;0;;0;0;104;1;105;;2460;162;6.1;4.4;73
385;Simultaan aërobe slibstabilisatie;1985;0;0;;0;0;0;;0;0;131;0;132;;2544;195;5.8;4.5;77
386;Simultaan aërobe slibstabilisatie;1990;0;0;;0;0;0;;0;0;163;0;163;;1580;121;5.4;4.6;76
387;Simultaan aërobe slibstabilisatie;1991;0;0;;0;0;0;;0;0;170;0;170;;1670;166;5.5;4.7;73
388;Simultaan aërobe slibstabilisatie;1992;0;0;;0;0;0;;0;0;94;0;94;;321;15;5.8;4.5;79
389;Simultaan aërobe slibstabilisatie;1993;0;0;;0;0;0;;0;0;182;0;182;;1633;125;5.4;4.7;72
390;Simultaan aërobe slibstabilisatie;1995;0;0;;0;0;0;;0;0;197;0;197;;775;18;5.7;5.3;71
391;Simultaan aërobe slibstabilisatie;1996;0;0;;0;0;0;;0;0;188;0;188;;2029;29;5.6;5.2;71
392;Simultaan aërobe slibstabilisatie;1997;0;0;;0;0;0;;0;0;208;0;208;;4494;3;5.7;5.2;71
393;Simultaan aërobe slibstabilisatie;1998;0;0;;0;0;0;;0;0;227;0;227;;6094;10;6.1;5.8;67
394;Simultaan aërobe slibstabilisatie;1999;0;0;;0;0;0;;0;0;226;0;226;;6499;2;6.0;5.9;61
395;Simultaan aërobe slibstabilisatie;2000;0;0;;0;0;0;;0;0;251;0;251;;3612;2;6.0;5.5;71
396;Simultaan aërobe slibstabilisatie;2001;0;0;;0;0;0;;0;0;264;0;264;;7397;7;6.3;5.6;69
397;Simultaan aërobe slibstabilisatie;2002;0;0;;0;0;0;0.0;0;0;263;0;263;;5976;6;6.5;5.7;65
398;Simultaan aërobe slibstabilisatie;2003;0;0;;0;0;0;0.0;0;0;264;0;264;;6310;4;6.3;5.7;66
399;Simultaan aërobe slibstabilisatie;2004;0;0;0.0;0;0;0;0.0;0;0;281;0;281;0.0;7464;5;6.6;5.9;65
400;Simultaan aërobe slibstabilisatie;2005;0;0;0.0;0;0;0;0.0;0;0;262;0;262;0.0;7080;11;6.6;6.1;65
401;Simultaan aërobe slibstabilisatie;2006;0;0;0.0;0;0;0;0.0;0;0;248;0;248;0.0;6143;8;6.5;5.8;65
402;Simultaan aërobe slibstabilisatie;2007;125;122;0.0;0;0;4;0.0;0;0;256;0;256;2.0;5460;7;6.5;5.8;66
403;Simultaan aërobe slibstabilisatie;2008;0;0;0.0;0;0;0;0.0;0;0;256;0;256;0.0;5855;4;6.4;5.6;66
404;Simultaan aërobe slibstabilisatie;2009;0;0;0.0;0;0;0;0.0;0;0;253;0;253;0.0;4087;4;6.3;5.7;66
405;Simultaan aërobe slibstabilisatie;2010;0;0;0.0;0;0;0;0.0;0;0;252;0;252;0.0;3709;4;6.1;5.5;65
406;Simultaan aërobe slibstabilisatie;2011;74;0;0.0;10;0;16;0.0;0;0;244;0;244;0.0;887;8;5.7;5.0;64
407;Simultaan aërobe slibstabilisatie;2012;0;0;0.0;0;0;0;0.0;0;0;233;0;233;0.0;940;5;5.8;5.1;64
408;Separaat aërobe slibstabilisatie;1981;0;0;;0;0;0;;0;0;10;0;10;;48;21;5.1;4.3;64
409;Separaat aërobe slibstabilisatie;1985;0;0;;0;0;0;;0;0;10;0;10;;18;21;5.0;5.0;63
410;Separaat aërobe slibstabilisatie;1990;0;0;;0;0;0;;0;0;7;0;7;;16;6;5.1;3.9;71
411;Separaat aërobe slibstabilisatie;1991;0;0;;0;0;0;;0;0;7;0;7;;18;24;5.6;4.2;70
412;Separaat aërobe slibstabilisatie;1992;0;0;;0;0;0;;0;0;0;0;0;;0;0;10.6;10.6;0
413;Separaat aërobe slibstabilisatie;1993;0;0;;0;0;0;;0;0;6;0;6;;20;8;6.7;3.7;70
414;Separaat aërobe slibstabilisatie;1995;0;0;;0;0;0;;0;0;5;0;5;;10;0;7.5;4.8;69
415;Separaat aërobe slibstabilisatie;1996;0;0;;0;0;0;;0;0;4;0;4;;4;0;6.9;5.1;72
416;Separaat aërobe slibstabilisatie;1997;0;0;;0;0;0;;0;0;5;0;5;;15;0;7.6;4.2;67
417;Separaat aërobe slibstabilisatie;1998;0;0;;0;0;0;;0;0;3;0;3;;3;0;7.8;6.6;51
418;Separaat aërobe slibstabilisatie;1999;0;0;;0;0;0;;0;0;2;0;2;;9;0;3.6;4.0;46
419;Separaat aërobe slibstabilisatie;2000;0;0;;0;0;0;;0;0;2;0;2;;9;0;5.4;4.7;52
420;Separaat aërobe slibstabilisatie;2001;0;0;;0;0;0;;0;0;2;0;2;;7;0;5.6;5.1;57
421;Separaat aërobe slibstabilisatie;2002;0;0;;0;0;0;0.0;0;0;2;0;2;;0;0;4.5;4.8;48
422;Separaat aërobe slibstabilisatie;2003;0;0;;0;0;0;0.0;0;0;2;0;2;;18;0;4.4;4.3;57
423;Separaat aërobe slibstabilisatie;2004;0;0;0.0;0;0;0;0.0;0;0;2;0;2;0.0;12;0;3.2;3.2;54
424;Separaat aërobe slibstabilisatie;2005;0;0;0.0;0;0;0;0.0;0;0;0;0;0;0.0;0;0;0.0;0.0;0
425;Separaat aërobe slibstabilisatie;2006;0;0;0.0;0;0;0;0.0;0;0;0;0;0;0.0;0;0;0.0;0.0;0
426;Separaat aërobe slibstabilisatie;2007;0;0;0.0;0;0;0;0.0;0;0;0;0;0;0.0;0;0;0.0;0.0;0
427;Separaat aërobe slibstabilisatie;2008;0;0;0.0;0;0;0;0.0;0;0;0;0;0;0.0;0;0;0.0;0.0;0
428;Separaat aërobe slibstabilisatie;2009;0;0;0.0;0;0;0;0.0;0;0;0;0;0;0.0;0;0;0.0;0.0;0
429;Separaat aërobe slibstabilisatie;2010;0;0;0.0;0;0;0;0.0;0;0;0;0;0;0.0;0;0;0.0;0.0;0
430;Separaat aërobe slibstabilisatie;2011;0;0;0.0;0;0;0;0.0;0;0;0;0;0;0.0;0;0;0.0;0.0;0
431;Separaat aërobe slibstabilisatie;2012;0;0;0.0;0;0;0;0.0;0;0;0;0;0;0.0;0;0;0.0;0.0;0
432;Thermische slibstabilisatie;1981;0;0;;0;0;0;;0;0;17;0;17;;1853;1090;2.9;2.1;67
433;Thermische slibstabilisatie;1985;0;0;;0;0;0;;0;0;20;0;20;;2071;731;4.4;3.1;59
434;Thermische slibstabilisatie;1990;181;0;;181;0;0;;0;0;11;0;11;;196;697;4.3;4.5;58
435;Thermische slibstabilisatie;1991;133;0;;126;0;7;;0;0;13;0;13;;275;712;5.1;5.4;54
436;Thermische slibstabilisatie;1992;497;0;;479;0;18;;0;0;12;0;12;;0;626;6.5;6.5;66
437;Thermische slibstabilisatie;1993;923;0;;908;0;15;;0;0;14;0;14;;634;405;6.3;6.8;66
438;Thermische slibstabilisatie;1995;1049;0;;1027;0;21;;0;0;15;0;15;;275;307;6.3;6.4;58
439;Thermische slibstabilisatie;1996;1019;0;;998;0;20;;0;0;14;0;14;;0;346;8.2;8.2;0
440;Thermische slibstabilisatie;1997;988;0;;874;0;17;;97;0;16;0;16;;0;324;5.6;7.4;55
441;Thermische slibstabilisatie;1998;1023;0;;0;931;92;;0;0;18;0;18;;277;231;7.5;8.1;46
442;Thermische slibstabilisatie;1999;1138;0;;1074;0;63;;0;0;18;0;18;;316;190;7.3;8.1;46
443;Thermische slibstabilisatie;2000;1294;0;;968;0;251;;75;0;18;0;18;;276;84;7.3;7.8;48
444;Thermische slibstabilisatie;2001;1339;0;;1105;0;234;;0;0;19;0;19;;230;104;6.6;7.1;48
445;Thermische slibstabilisatie;2002;998;0;;0;891;107;0.0;0;0;18;0;18;;35;275;6.3;7.5;58
446;Thermische slibstabilisatie;2003;892;0;;0;863;29;0.0;0;0;18;0;18;;18;295;7.5;7.9;55
447;Thermische slibstabilisatie;2004;795;0;0.0;0;782;13;0.0;0;0;15;0;15;0.0;0;188;9.0;9.0;54
448;Thermische slibstabilisatie;2005;941;0;0.0;0;813;128;0.0;0;0;16;0;16;0.0;7;116;6.9;8.3;50
