ID;Huishoudkenmerken;Perioden;Koelkast_1;Diepvriezer_2;Magnetronoven_3;Vaatwasmachine_4;Wasmachine_5;Centrifuge_6;Wasdroger_7;ElektrischeNaaimachine_8;ZwartWitTelevisie_9;Kleurentelevisie_10;Breedbeeldtelevisie_11;Videorecorder_12;Videocamera_13;DiaprojectorFilmprojector_14;HomeEnOfPersonalComputer_15;TvSpelcomputer_16;RadioOfTuner_17;AparteVersterker_18;BandOfCassetterecorderOfDeck_19;Platenspeler_20;CompactDiscSpeler_21;DigitaleAudioTapeDATRecorder_22;DigitaleCompactCassette_23;MiniDiscSpeler_24;DVDSpeler_25;CDReWriter_26;MP3Speler_27;Piano_28;Orgel_29;Keyboard_30;MuziekinstrumentEUR115_31;Bromfiets_32;MotorScooter_33;Auto_34;Bungalowtent_35;TourcaravanVouwwagen_36;Stacaravan_37;TweedeWoningVakantiehuisjeOfBung_38;Surfplank_39;ZeilbootOfMotorboot_40;SolariumZonnebank_41
147;5;1987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
148;5;1988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
149;5;1989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
150;5;1990;96.0;64.0;21.0;17.0;95.0;;41.0;85.0;35.0;94.0;;64.0;10.0;35.0;37.0;;96.0;;88.0;89.0;46.0;1.0;;;;;;9.0;11.0;;;11.0;3.0;82.0;;18.0;3.0;2.0;9.0;;5.0
151;5;1991;100.0;70.0;33.0;20.0;99.0;;48.0;86.0;34.0;98.0;;73.0;13.0;37.0;45.0;;99.0;;93.0;92.0;63.0;1.0;;;;;;10.0;9.0;;;13.0;4.0;87.0;;20.0;3.0;3.0;10.0;;6.0
152;5;1992;100.0;71.0;41.0;21.0;99.0;;53.0;86.0;30.0;98.0;;79.0;18.0;35.0;50.0;;100.0;;95.0;89.0;75.0;1.0;;;;;;10.0;7.0;12.0;;11.0;4.0;87.0;;19.0;3.0;2.0;9.0;;7.0
153;5;1993;100.0;72.0;52.0;24.0;99.0;;58.0;86.0;27.0;98.0;;82.0;22.0;34.0;52.0;23.0;99.0;;95.0;87.0;83.0;0.0;1.0;;;;;11.0;7.0;13.0;;11.0;5.0;84.0;;19.0;3.0;3.0;8.0;4.0;9.0
154;5;1994;;73.0;57.0;27.0;100.0;;62.0;86.0;;98.0;;87.0;24.0;35.0;57.0;31.0;;;96.0;86.0;87.0;1.0;1.0;4.0;;;;;;;33.0;12.0;5.0;86.0;;21.0;2.0;3.0;9.0;5.0;12.0
155;5;1995;;77.0;68.0;34.0;99.0;;66.0;85.0;;98.0;;89.0;28.0;34.0;61.0;34.0;;;94.0;82.0;91.0;1.0;2.0;8.0;;;;;;;31.0;13.0;7.0;86.0;;22.0;2.0;4.0;10.0;4.0;15.0
156;5;1996;;79.0;74.0;39.0;100.0;;71.0;84.0;;98.0;;91.0;31.0;34.0;67.0;35.0;;;95.0;79.0;93.0;1.0;2.0;8.0;;;;;;;30.0;13.0;8.0;87.0;;23.0;3.0;4.0;9.0;5.0;17.0
157;5;1997;;77.0;80.0;46.0;100.0;;74.0;82.0;;98.0;;91.0;34.0;29.0;70.0;31.0;;;95.0;76.0;96.0;2.0;2.0;8.0;;;;;;;31.0;11.0;9.0;90.0;;21.0;3.0;3.0;9.0;5.0;18.0
158;5;1998;;81.0;85.0;52.0;100.0;;76.0;80.0;;98.0;;92.0;38.0;28.0;80.0;29.0;;;95.0;74.0;96.0;2.0;2.0;8.0;;;;;;;30.0;8.0;12.0;89.0;;21.0;2.0;3.0;9.0;5.0;20.0
159;5;1999;;79.0;84.0;55.0;100.0;;78.0;77.0;;98.0;;93.0;39.0;25.0;83.0;28.0;;;94.0;69.0;97.0;1.0;2.0;10.0;;;;;;;29.0;9.0;12.0;88.0;;18.0;2.0;3.0;8.0;3.0;21.0
160;5;2000;;83.0;88.0;63.0;100.0;;80.0;75.0;;98.0;;93.0;42.0;25.0;88.0;31.0;;;93.0;66.0;97.0;1.0;1.0;12.0;;;;;;;29.0;9.0;13.0;89.0;;20.0;2.0;3.0;9.0;4.0;24.0
161;5;2001;;84.0;90.0;67.0;100.0;;79.0;74.0;;98.0;14.0;95.0;43.0;22.0;92.0;29.0;;;91.0;63.0;98.0;;;13.0;19.0;32.0;4.0;;;;29.0;6.0;14.0;90.0;;19.0;1.0;3.0;7.0;4.0;25.0
162;5;2002;;85.0;92.0;71.0;100.0;;82.0;73.0;;97.0;19.0;95.0;44.0;20.0;94.0;29.0;;;89.0;59.0;99.0;;;13.0;35.0;50.0;10.0;;;;32.0;7.0;13.0;91.0;;20.0;2.0;3.0;7.0;4.0;25.0
163;5;2003;;89.0;89.0;72.0;100.0;;83.0;72.0;;99.0;;94.0;41.0;21.0;92.0;32.0;;;87.0;53.0;96.0;;;;39.0;45.0;;;;;35.0;9.0;17.0;93.0;;19.0;1.0;3.0;6.0;;20.0
164;5;2004;;89.0;91.0;76.0;100.0;;81.0;67.0;;98.0;28.0;92.0;48.0;22.0;93.0;36.0;;;79.0;50.0;96.0;;;;62.0;52.0;23.0;;;;32.0;6.0;14.0;94.0;;16.0;3.0;4.0;4.0;4.0;21.0
165;6;1972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166;6;1973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167;6;1974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
168;6;1975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
169;6;1976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
170;6;1977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
171;6;1978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
172;6;1979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
173;6;1980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
174;6;1981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
175;6;1982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
176;6;1983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
177;6;1984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
178;6;1985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
179;6;1986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
180;6;1987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
181;6;1988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
182;6;1989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
183;6;1990;96.0;60.0;16.0;10.0;91.0;;25.0;71.0;21.0;93.0;;46.0;4.0;29.0;19.0;;96.0;;77.0;80.0;38.0;1.0;;;;;;8.0;10.0;;;7.0;3.0;74.0;;8.0;3.0;3.0;6.0;;4.0
184;6;1991;99.0;64.0;26.0;12.0;96.0;;30.0;71.0;20.0;98.0;;55.0;8.0;29.0;23.0;;99.0;;83.0;82.0;52.0;1.0;;;;;;8.0;9.0;;;8.0;4.0;79.0;;9.0;3.0;3.0;7.0;;6.0
185;6;1992;99.0;65.0;32.0;14.0;97.0;;33.0;72.0;18.0;98.0;;58.0;9.0;29.0;26.0;;99.0;;86.0;82.0;63.0;1.0;;;;;;7.0;8.0;5.0;;8.0;4.0;79.0;;9.0;3.0;3.0;6.0;;7.0
186;6;1993;99.0;67.0;42.0;15.0;97.0;;36.0;72.0;16.0;99.0;;65.0;12.0;29.0;29.0;4.0;99.0;;87.0;79.0;69.0;1.0;0.0;;;;;8.0;8.0;5.0;;7.0;4.0;79.0;;10.0;3.0;4.0;6.0;4.0;9.0
187;6;1994;;68.0;49.0;18.0;98.0;;41.0;73.0;;99.0;;71.0;16.0;29.0;33.0;9.0;;;88.0;79.0;75.0;1.0;1.0;3.0;;;;;;;22.0;8.0;5.0;79.0;;10.0;3.0;4.0;6.0;3.0;13.0
188;6;1995;;70.0;56.0;21.0;98.0;;46.0;72.0;;99.0;;75.0;17.0;30.0;39.0;8.0;;;88.0;77.0;79.0;2.0;1.0;4.0;;;;;;;23.0;8.0;6.0;81.0;;11.0;2.0;4.0;6.0;4.0;16.0
189;6;1996;;71.0;61.0;23.0;98.0;;48.0;71.0;;99.0;;77.0;18.0;29.0;43.0;7.0;;;88.0;74.0;81.0;2.0;1.0;5.0;;;;;;;24.0;7.0;6.0;81.0;;11.0;3.0;3.0;6.0;4.0;15.0
190;6;1997;;73.0;63.0;27.0;99.0;;48.0;70.0;;100.0;;78.0;18.0;30.0;45.0;8.0;;;87.0;72.0;85.0;1.0;2.0;5.0;;;;;;;23.0;7.0;7.0;80.0;;11.0;3.0;3.0;6.0;3.0;17.0
191;6;1998;;73.0;68.0;32.0;98.0;;52.0;67.0;;100.0;;80.0;20.0;29.0;54.0;8.0;;;88.0;67.0;87.0;2.0;1.0;7.0;;;;;;;23.0;7.0;7.0;82.0;;11.0;3.0;3.0;5.0;4.0;17.0
192;6;1999;;76.0;76.0;35.0;98.0;;53.0;65.0;;100.0;;83.0;22.0;28.0;60.0;10.0;;;87.0;64.0;89.0;2.0;2.0;7.0;;;;;;;24.0;8.0;8.0;82.0;;12.0;2.0;3.0;6.0;4.0;19.0
193;6;2000;;78.0;77.0;39.0;98.0;;56.0;64.0;;100.0;;85.0;22.0;29.0;66.0;10.0;;;87.0;64.0;91.0;2.0;2.0;10.0;;;;;;;26.0;7.0;8.0;81.0;;13.0;3.0;3.0;5.0;5.0;19.0
194;6;2001;;79.0;82.0;45.0;98.0;;60.0;66.0;;99.0;18.0;86.0;24.0;29.0;71.0;9.0;;;85.0;59.0;92.0;;;10.0;14.0;22.0;3.0;;;;25.0;6.0;8.0;83.0;;14.0;3.0;3.0;5.0;4.0;21.0
195;6;2002;;80.0;84.0;49.0;100.0;;63.0;64.0;;99.0;24.0;87.0;24.0;29.0;76.0;10.0;;;83.0;56.0;93.0;;;10.0;25.0;31.0;7.0;;;;26.0;7.0;9.0;84.0;;13.0;3.0;3.0;4.0;4.0;21.0
196;6;2003;;86.0;85.0;48.0;99.0;;63.0;68.0;;99.0;;88.0;22.0;32.0;75.0;9.0;;;86.0;54.0;95.0;;;;28.0;28.0;;;;;25.0;5.0;7.0;89.0;;11.0;2.0;5.0;2.0;;21.0
197;6;2004;;88.0;86.0;51.0;100.0;;67.0;68.0;;98.0;28.0;84.0;25.0;27.0;77.0;11.0;;;79.0;52.0;94.0;;;;48.0;36.0;16.0;;;;20.0;2.0;9.0;90.0;;12.0;3.0;3.0;3.0;5.0;22.0
198;7;1972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
199;7;1973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200;7;1974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
201;7;1975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
202;7;1976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
203;7;1977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
204;7;1978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
205;7;1979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
206;7;1980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
207;7;1981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
208;7;1982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
209;7;1983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210;7;1984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
211;7;1985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212;7;1986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
213;7;1987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
214;7;1988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
215;7;1989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
216;7;1990;92.0;69.0;19.0;14.0;91.0;;34.0;81.0;26.0;90.0;;56.0;5.0;33.0;23.0;;92.0;;78.0;78.0;38.0;0.0;;;;;;9.0;14.0;;;13.0;4.0;79.0;;12.0;5.0;2.0;9.0;;3.0
217;7;1991;98.0;77.0;28.0;17.0;98.0;;41.0;84.0;26.0;97.0;;66.0;10.0;38.0;31.0;;99.0;;87.0;85.0;60.0;2.0;;;;;;8.0;13.0;;;16.0;6.0;88.0;;16.0;5.0;3.0;11.0;;7.0
218;7;1992;98.0;78.0;37.0;17.0;99.0;;45.0;86.0;22.0;99.0;;72.0;15.0;36.0;37.0;;100.0;;91.0;88.0;69.0;0.0;;;;;;5.0;12.0;5.0;;14.0;5.0;87.0;;17.0;4.0;2.0;11.0;;9.0
219;7;1993;99.0;77.0;54.0;20.0;99.0;;52.0;88.0;22.0;99.0;;77.0;19.0;37.0;42.0;7.0;100.0;;90.0;86.0;76.0;0.0;0.0;;;;;5.0;12.0;6.0;;15.0;6.0;88.0;;18.0;4.0;4.0;11.0;6.0;15.0
220;7;1994;;74.0;61.0;25.0;99.0;;59.0;85.0;;100.0;;83.0;23.0;40.0;47.0;15.0;;;92.0;86.0;85.0;1.0;1.0;7.0;;;;;;;24.0;19.0;5.0;85.0;;17.0;5.0;3.0;8.0;5.0;21.0
221;7;1995;;74.0;70.0;26.0;99.0;;59.0;82.0;;100.0;;88.0;23.0;42.0;52.0;16.0;;;94.0;85.0;87.0;2.0;2.0;7.0;;;;;;;23.0;17.0;11.0;86.0;;16.0;3.0;3.0;8.0;6.0;20.0
222;7;1996;;72.0;70.0;28.0;99.0;;57.0;81.0;;100.0;;87.0;23.0;43.0;60.0;10.0;;;91.0;81.0;89.0;2.0;1.0;5.0;;;;;;;25.0;15.0;8.0;88.0;;15.0;3.0;3.0;8.0;3.0;19.0
223;7;1997;;83.0;74.0;33.0;100.0;;63.0;86.0;;100.0;;90.0;23.0;45.0;70.0;14.0;;;96.0;81.0;95.0;2.0;3.0;7.0;;;;;;;24.0;19.0;7.0;90.0;;18.0;2.0;4.0;9.0;3.0;23.0
224;7;1998;;82.0;84.0;38.0;100.0;;69.0;81.0;;100.0;;94.0;25.0;38.0;78.0;19.0;;;95.0;75.0;93.0;1.0;3.0;11.0;;;;;;;28.0;18.0;10.0;88.0;;16.0;2.0;3.0;6.0;4.0;21.0
225;7;1999;;80.0;88.0;44.0;99.0;;70.0;83.0;;100.0;;95.0;28.0;39.0;74.0;26.0;;;93.0;71.0;94.0;4.0;6.0;11.0;;;;;;;28.0;17.0;12.0;89.0;;22.0;3.0;3.0;11.0;8.0;21.0
226;7;2000;;83.0;87.0;47.0;98.0;;74.0;84.0;;100.0;;93.0;34.0;43.0;85.0;25.0;;;92.0;73.0;96.0;2.0;4.0;19.0;;;;;;;32.0;15.0;14.0;88.0;;21.0;2.0;4.0;8.0;9.0;23.0
227;7;2001;;83.0;90.0;51.0;100.0;;71.0;86.0;;99.0;17.0;92.0;26.0;38.0;87.0;18.0;;;91.0;63.0;97.0;;;17.0;17.0;27.0;4.0;;;;31.0;12.0;16.0;88.0;;20.0;3.0;2.0;8.0;6.0;26.0
228;7;2002;;83.0;88.0;55.0;100.0;;74.0;81.0;;98.0;24.0;90.0;26.0;36.0;90.0;28.0;;;87.0;60.0;95.0;;;17.0;37.0;43.0;10.0;;;;30.0;12.0;14.0;87.0;;20.0;4.0;3.0;8.0;6.0;31.0
229;7;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
230;7;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
231;8;1972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
232;8;1973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
233;8;1974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
234;8;1975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
235;8;1976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
236;8;1977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
237;8;1978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
238;8;1979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
239;8;1980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240;8;1981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
241;8;1982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
242;8;1983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
243;8;1984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
244;8;1985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
245;8;1986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246;8;1987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
247;8;1988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
248;8;1989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
249;8;1990;97.0;59.0;16.0;10.0;92.0;;23.0;69.0;20.0;95.0;;44.0;3.0;29.0;18.0;;97.0;;77.0;81.0;39.0;1.0;;;;;;8.0;9.0;;;6.0;3.0;75.0;;8.0;2.0;4.0;5.0;;4.0
250;8;1991;99.0;62.0;25.0;12.0;95.0;;26.0;68.0;18.0;98.0;;50.0;6.0;28.0;20.0;;99.0;;81.0;81.0;51.0;1.0;;;;;;8.0;8.0;;;5.0;3.0;77.0;;7.0;3.0;3.0;6.0;;6.0
251;8;1992;99.0;63.0;32.0;13.0;97.0;;31.0;69.0;18.0;98.0;;56.0;8.0;28.0;24.0;;99.0;;85.0;81.0;63.0;1.0;;;;;;8.0;8.0;5.0;;6.0;4.0;79.0;;8.0;3.0;3.0;5.0;;7.0
252;8;1993;99.0;65.0;40.0;14.0;97.0;;34.0;70.0;14.0;99.0;;63.0;11.0;28.0;27.0;4.0;99.0;;86.0;78.0;68.0;1.0;0.0;;;;;8.0;7.0;5.0;;5.0;4.0;79.0;;9.0;3.0;4.0;5.0;3.0;9.0
253;8;1994;;67.0;46.0;16.0;97.0;;37.0;71.0;;99.0;;68.0;12.0;29.0;31.0;7.0;;;86.0;78.0;72.0;2.0;1.0;2.0;;;;;;;22.0;5.0;4.0;79.0;;9.0;2.0;4.0;5.0;3.0;11.0
254;8;1995;;68.0;51.0;19.0;98.0;;41.0;71.0;;99.0;;72.0;15.0;29.0;34.0;5.0;;;86.0;75.0;76.0;2.0;1.0;4.0;;;;;;;22.0;5.0;5.0;81.0;;10.0;3.0;4.0;6.0;3.0;15.0
255;8;1996;;71.0;57.0;21.0;98.0;;44.0;70.0;;100.0;;73.0;16.0;29.0;38.0;5.0;;;87.0;72.0;79.0;2.0;1.0;4.0;;;;;;;23.0;6.0;6.0;81.0;;11.0;3.0;3.0;6.0;4.0;15.0
256;8;1997;;72.0;62.0;26.0;98.0;;46.0;68.0;;100.0;;76.0;17.0;28.0;41.0;7.0;;;85.0;70.0;83.0;1.0;1.0;5.0;;;;;;;23.0;5.0;7.0;80.0;;10.0;3.0;3.0;6.0;3.0;16.0
257;8;1998;;72.0;67.0;32.0;98.0;;49.0;67.0;;100.0;;77.0;19.0;29.0;50.0;5.0;;;88.0;65.0;86.0;2.0;1.0;6.0;;;;;;;22.0;5.0;6.0;83.0;;11.0;3.0;4.0;5.0;4.0;17.0
258;8;1999;;75.0;74.0;33.0;98.0;;49.0;63.0;;100.0;;81.0;21.0;27.0;58.0;7.0;;;86.0;63.0;88.0;2.0;1.0;6.0;;;;;;;23.0;7.0;7.0;83.0;;10.0;2.0;3.0;6.0;3.0;18.0
259;8;2000;;77.0;76.0;38.0;98.0;;54.0;62.0;;99.0;;83.0;21.0;28.0;64.0;6.0;;;86.0;62.0;90.0;2.0;2.0;8.0;;;;;;;25.0;6.0;6.0;81.0;;12.0;3.0;4.0;5.0;4.0;19.0
260;8;2001;;78.0;81.0;44.0;98.0;;58.0;63.0;;99.0;18.0;85.0;23.0;28.0;69.0;7.0;;;84.0;58.0;91.0;;;8.0;14.0;21.0;3.0;;;;24.0;5.0;7.0;83.0;;13.0;3.0;3.0;5.0;3.0;21.0
261;8;2002;;81.0;83.0;48.0;99.0;;61.0;62.0;;100.0;23.0;86.0;24.0;29.0;73.0;7.0;;;84.0;56.0;92.0;;;8.0;23.0;30.0;6.0;;;;25.0;6.0;8.0;85.0;;12.0;3.0;3.0;4.0;4.0;20.0
262;8;2003;;86.0;85.0;47.0;98.0;;61.0;67.0;;99.0;;87.0;22.0;32.0;73.0;6.0;;;85.0;52.0;95.0;;;;26.0;27.0;;;;;24.0;3.0;7.0;89.0;;11.0;2.0;4.0;2.0;;20.0
263;8;2004;;88.0;86.0;50.0;100.0;;66.0;66.0;;98.0;28.0;83.0;25.0;27.0;74.0;8.0;;;79.0;51.0;94.0;;;;45.0;34.0;14.0;;;;20.0;1.0;8.0;91.0;;12.0;3.0;4.0;3.0;6.0;20.0
264;9;1972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
265;9;1973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
266;9;1974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
267;9;1975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
268;9;1976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
269;9;1977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
270;9;1978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
271;9;1979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
272;9;1980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
273;9;1981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
274;9;1982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
275;9;1983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
276;9;1984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
277;9;1985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
278;9;1986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
279;9;1987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
280;9;1988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
281;9;1989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
282;9;1990;79.0;24.0;11.0;2.0;55.0;;6.0;30.0;30.0;71.0;;28.0;0.0;5.0;19.0;;95.0;;89.0;77.0;45.0;2.0;;;;;;1.0;4.0;;;12.0;3.0;34.0;;2.0;0.0;0.0;7.0;;2.0
283;9;1991;81.0;25.0;16.0;2.0;63.0;;9.0;28.0;24.0;79.0;;32.0;0.0;4.0;19.0;;99.0;;93.0;75.0;62.0;1.0;;;;;;1.0;1.0;;;11.0;3.0;38.0;;1.0;1.0;;8.0;;3.0
284;9;1992;80.0;20.0;19.0;2.0;60.0;;13.0;24.0;18.0;84.0;;39.0;2.0;4.0;25.0;;98.0;;95.0;75.0;72.0;1.0;;;;;;1.0;1.0;6.0;;8.0;4.0;36.0;;1.0;;;10.0;;2.0
285;9;1993;82.0;25.0;24.0;3.0;62.0;;13.0;25.0;14.0;83.0;;39.0;4.0;3.0;27.0;7.0;97.0;;93.0;64.0;74.0;1.0;;;;;;2.0;2.0;5.0;;7.0;4.0;36.0;;2.0;;;8.0;1.0;5.0
286;9;1994;;32.0;29.0;1.0;61.0;;13.0;26.0;;82.0;;42.0;5.0;2.0;38.0;10.0;;;95.0;59.0;82.0;2.0;0.0;3.0;;;;;;;19.0;7.0;3.0;33.0;;2.0;0.0;1.0;9.0;3.0;4.0
287;9;1995;;29.0;36.0;6.0;59.0;;17.0;18.0;;80.0;;42.0;4.0;3.0;43.0;7.0;;;94.0;52.0;85.0;2.0;0.0;5.0;;;;;;;25.0;9.0;5.0;33.0;;1.0;;0.0;8.0;2.0;6.0
288;9;1996;;28.0;35.0;4.0;53.0;;17.0;10.0;;85.0;;42.0;2.0;1.0;53.0;7.0;;;90.0;44.0;87.0;1.0;0.0;2.0;;;;;;;26.0;5.0;3.0;26.0;;2.0;0.0;0.0;9.0;1.0;4.0
289;9;1997;;35.0;45.0;11.0;63.0;;20.0;15.0;;89.0;;52.0;5.0;1.0;55.0;12.0;;;90.0;42.0;91.0;2.0;0.0;6.0;;;;;;;23.0;8.0;5.0;26.0;;3.0;1.0;;8.0;1.0;5.0
290;9;1998;;38.0;43.0;8.0;67.0;;19.0;9.0;;92.0;;51.0;6.0;2.0;69.0;12.0;;;92.0;32.0;89.0;2.0;1.0;8.0;;;;;;;32.0;4.0;3.0;27.0;;1.0;;1.0;10.0;1.0;4.0
291;9;1999;;40.0;59.0;12.0;68.0;;26.0;6.0;;95.0;;55.0;9.0;1.0;71.0;12.0;;;92.0;36.0;93.0;1.0;2.0;7.0;;;;;;;28.0;4.0;5.0;33.0;;0.0;;;9.0;0.0;3.0
292;9;2000;;55.0;61.0;12.0;67.0;;26.0;8.0;;96.0;;65.0;10.0;3.0;78.0;14.0;;;92.0;26.0;93.0;2.0;0.0;9.0;;;;;;;26.0;6.0;6.0;35.0;;1.0;;;5.0;1.0;4.0
293;9;2001;;54.0;68.0;17.0;70.0;;31.0;13.0;;95.0;8.0;61.0;7.0;6.0;80.0;13.0;;;92.0;22.0;96.0;;;8.0;15.0;24.0;4.0;;;;32.0;6.0;6.0;35.0;;0.0;;1.0;6.0;2.0;3.0
294;9;2002;;63.0;79.0;26.0;79.0;;42.0;13.0;;94.0;11.0;69.0;11.0;2.0;83.0;20.0;;;85.0;22.0;98.0;;;12.0;35.0;41.0;21.0;;;;30.0;3.0;5.0;38.0;;3.0;1.0;;3.0;3.0;4.0
295;9;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
296;9;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
297;Leeftijd 25 tot 45 jaar;1972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
298;Leeftijd 25 tot 45 jaar;1973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
299;Leeftijd 25 tot 45 jaar;1974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300;Leeftijd 25 tot 45 jaar;1975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
