ID;Voertuigsoort;KenmerkenVrachtautoSEnTrekkers;BedrijfstakkenSBI2008;Perioden;VoertuigenInGebruik_1
3154;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;G-I Handel, vervoer en horeca;2019;2418
3155;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;G-I Handel, vervoer en horeca;2020;2278
3156;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;M-N Zakelijke dienstverlening;2009;1036
3157;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;M-N Zakelijke dienstverlening;2010;916
3158;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;M-N Zakelijke dienstverlening;2011;819
3159;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;M-N Zakelijke dienstverlening;2012;775
3160;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;M-N Zakelijke dienstverlening;2013;692
3161;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;M-N Zakelijke dienstverlening;2014;630
3162;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;M-N Zakelijke dienstverlening;2015;588
3163;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;M-N Zakelijke dienstverlening;2016;549
3164;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;M-N Zakelijke dienstverlening;2017;478
3165;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;M-N Zakelijke dienstverlening;2018;478
3166;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;M-N Zakelijke dienstverlening;2019;441
3167;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;M-N Zakelijke dienstverlening;2020;412
3168;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;O-Q Overheid en zorg;2009;362
3169;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;O-Q Overheid en zorg;2010;322
3170;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;O-Q Overheid en zorg;2011;273
3171;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;O-Q Overheid en zorg;2012;214
3172;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;O-Q Overheid en zorg;2013;190
3173;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;O-Q Overheid en zorg;2014;184
3174;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;O-Q Overheid en zorg;2015;160
3175;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;O-Q Overheid en zorg;2016;148
3176;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;O-Q Overheid en zorg;2017;150
3177;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;O-Q Overheid en zorg;2018;136
3178;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;O-Q Overheid en zorg;2019;104
3179;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;O-Q Overheid en zorg;2020;105
3180;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;R-U Cultuur, recreatie, overige diensten;2009;1108
3181;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;R-U Cultuur, recreatie, overige diensten;2010;974
3182;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;R-U Cultuur, recreatie, overige diensten;2011;893
3183;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;R-U Cultuur, recreatie, overige diensten;2012;761
3184;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;R-U Cultuur, recreatie, overige diensten;2013;700
3185;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;R-U Cultuur, recreatie, overige diensten;2014;660
3186;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;R-U Cultuur, recreatie, overige diensten;2015;610
3187;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;R-U Cultuur, recreatie, overige diensten;2016;556
3188;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;R-U Cultuur, recreatie, overige diensten;2017;534
3189;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;R-U Cultuur, recreatie, overige diensten;2018;500
3190;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;R-U Cultuur, recreatie, overige diensten;2019;460
3191;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;R-U Cultuur, recreatie, overige diensten;2020;446
3192;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;A Landbouw, bosbouw en visserij;2009;1239
3193;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;A Landbouw, bosbouw en visserij;2010;1093
3194;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;A Landbouw, bosbouw en visserij;2011;968
3195;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;A Landbouw, bosbouw en visserij;2012;845
3196;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;A Landbouw, bosbouw en visserij;2013;745
3197;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;A Landbouw, bosbouw en visserij;2014;652
3198;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;A Landbouw, bosbouw en visserij;2015;598
3199;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;A Landbouw, bosbouw en visserij;2016;553
3200;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;A Landbouw, bosbouw en visserij;2017;530
3201;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;A Landbouw, bosbouw en visserij;2018;495
3202;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;A Landbouw, bosbouw en visserij;2019;451
3203;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;A Landbouw, bosbouw en visserij;2020;410
3204;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;B Delfstoffenwinning;2009;17
3205;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;B Delfstoffenwinning;2010;9
3206;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;B Delfstoffenwinning;2011;7
3207;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;B Delfstoffenwinning;2012;6
3208;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;B Delfstoffenwinning;2013;5
3209;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;B Delfstoffenwinning;2014;8
3210;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;B Delfstoffenwinning;2015;8
3211;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;B Delfstoffenwinning;2016;6
3212;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;B Delfstoffenwinning;2017;10
3213;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;B Delfstoffenwinning;2018;11
3214;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;B Delfstoffenwinning;2019;10
3215;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;B Delfstoffenwinning;2020;11
3216;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;C Industrie;2009;804
3217;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;C Industrie;2010;710
3218;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;C Industrie;2011;637
3219;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;C Industrie;2012;546
3220;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;C Industrie;2013;527
3221;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;C Industrie;2014;485
3222;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;C Industrie;2015;438
3223;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;C Industrie;2016;439
3224;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;C Industrie;2017;408
3225;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;C Industrie;2018;377
3226;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;C Industrie;2019;361
3227;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;C Industrie;2020;356
3228;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;D Energievoorziening;2009;10
3229;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;D Energievoorziening;2010;10
3230;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;D Energievoorziening;2011;12
3231;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;D Energievoorziening;2012;8
3232;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;D Energievoorziening;2013;8
3233;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;D Energievoorziening;2014;8
3234;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;D Energievoorziening;2015;9
3235;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;D Energievoorziening;2016;3
3236;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;D Energievoorziening;2017;3
3237;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;D Energievoorziening;2018;3
3238;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;D Energievoorziening;2019;4
3239;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;D Energievoorziening;2020;7
3240;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;E Waterbedrijven en afvalbeheer;2009;195
3241;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;E Waterbedrijven en afvalbeheer;2010;149
3242;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;E Waterbedrijven en afvalbeheer;2011;121
3243;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;E Waterbedrijven en afvalbeheer;2012;86
3244;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;E Waterbedrijven en afvalbeheer;2013;75
3245;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;E Waterbedrijven en afvalbeheer;2014;72
3246;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;E Waterbedrijven en afvalbeheer;2015;68
3247;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;E Waterbedrijven en afvalbeheer;2016;61
3248;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;E Waterbedrijven en afvalbeheer;2017;54
3249;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;E Waterbedrijven en afvalbeheer;2018;46
3250;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;E Waterbedrijven en afvalbeheer;2019;49
3251;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;E Waterbedrijven en afvalbeheer;2020;38
3252;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;F Bouwnijverheid;2009;1403
3253;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;F Bouwnijverheid;2010;1248
3254;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;F Bouwnijverheid;2011;1065
3255;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;F Bouwnijverheid;2012;965
3256;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;F Bouwnijverheid;2013;867
3257;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;F Bouwnijverheid;2014;785
3258;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;F Bouwnijverheid;2015;703
3259;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;F Bouwnijverheid;2016;615
3260;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;F Bouwnijverheid;2017;524
3261;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;F Bouwnijverheid;2018;514
3262;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;F Bouwnijverheid;2019;478
3263;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;F Bouwnijverheid;2020;458
3264;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;G Handel;2009;4403
3265;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;G Handel;2010;4017
3266;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;G Handel;2011;3538
3267;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;G Handel;2012;3063
3268;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;G Handel;2013;2746
3269;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;G Handel;2014;2464
3270;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;G Handel;2015;2010
3271;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;G Handel;2016;1868
3272;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;G Handel;2017;1741
3273;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;G Handel;2018;1596
3274;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;G Handel;2019;1508
3275;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;G Handel;2020;1445
3276;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;H Vervoer en opslag;2009;1692
3277;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;H Vervoer en opslag;2010;1487
3278;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;H Vervoer en opslag;2011;1226
3279;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;H Vervoer en opslag;2012;1068
3280;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;H Vervoer en opslag;2013;1010
3281;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;H Vervoer en opslag;2014;940
3282;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;H Vervoer en opslag;2015;880
3283;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;H Vervoer en opslag;2016;806
3284;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;H Vervoer en opslag;2017;804
3285;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;H Vervoer en opslag;2018;790
3286;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;H Vervoer en opslag;2019;799
3287;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;H Vervoer en opslag;2020;734
3288;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;I Horeca;2009;233
3289;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;I Horeca;2010;225
3290;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;I Horeca;2011;200
3291;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;I Horeca;2012;189
3292;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;I Horeca;2013;160
3293;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;I Horeca;2014;151
3294;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;I Horeca;2015;148
3295;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;I Horeca;2016;143
3296;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;I Horeca;2017;134
3297;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;I Horeca;2018;127
3298;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;I Horeca;2019;111
3299;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;I Horeca;2020;99
3300;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;J Informatie en communicatie;2009;66
3301;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;J Informatie en communicatie;2010;54
3302;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;J Informatie en communicatie;2011;53
3303;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;J Informatie en communicatie;2012;56
3304;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;J Informatie en communicatie;2013;50
3305;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;J Informatie en communicatie;2014;48
3306;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;J Informatie en communicatie;2015;47
3307;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;J Informatie en communicatie;2016;42
3308;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;J Informatie en communicatie;2017;38
3309;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;J Informatie en communicatie;2018;38
3310;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;J Informatie en communicatie;2019;43
3311;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;J Informatie en communicatie;2020;47
3312;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;K Financiële dienstverlening;2009;226
3313;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;K Financiële dienstverlening;2010;198
3314;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;K Financiële dienstverlening;2011;206
3315;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;K Financiële dienstverlening;2012;199
3316;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;K Financiële dienstverlening;2013;243
3317;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;K Financiële dienstverlening;2014;248
3318;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;K Financiële dienstverlening;2015;238
3319;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;K Financiële dienstverlening;2016;248
3320;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;K Financiële dienstverlening;2017;237
3321;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;K Financiële dienstverlening;2018;238
3322;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;K Financiële dienstverlening;2019;225
3323;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;K Financiële dienstverlening;2020;246
3324;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;L Verhuur en handel van onroerend goed;2009;133
3325;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;L Verhuur en handel van onroerend goed;2010;120
3326;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;L Verhuur en handel van onroerend goed;2011;111
3327;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;L Verhuur en handel van onroerend goed;2012;92
3328;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;L Verhuur en handel van onroerend goed;2013;93
3329;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;L Verhuur en handel van onroerend goed;2014;70
3330;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;L Verhuur en handel van onroerend goed;2015;69
3331;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;L Verhuur en handel van onroerend goed;2016;67
3332;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;L Verhuur en handel van onroerend goed;2017;82
3333;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;L Verhuur en handel van onroerend goed;2018;62
3334;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;L Verhuur en handel van onroerend goed;2019;72
3335;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;L Verhuur en handel van onroerend goed;2020;78
3336;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;M Specialistische zakelijke diensten;2009;347
3337;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;M Specialistische zakelijke diensten;2010;312
3338;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;M Specialistische zakelijke diensten;2011;309
3339;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;M Specialistische zakelijke diensten;2012;317
3340;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;M Specialistische zakelijke diensten;2013;303
3341;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;M Specialistische zakelijke diensten;2014;283
3342;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;M Specialistische zakelijke diensten;2015;265
3343;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;M Specialistische zakelijke diensten;2016;256
3344;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;M Specialistische zakelijke diensten;2017;235
3345;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;M Specialistische zakelijke diensten;2018;245
3346;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;M Specialistische zakelijke diensten;2019;239
3347;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;M Specialistische zakelijke diensten;2020;229
3348;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;N Verhuur en overige zakelijke diensten;2009;689
3349;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;N Verhuur en overige zakelijke diensten;2010;604
3350;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;N Verhuur en overige zakelijke diensten;2011;510
3351;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;N Verhuur en overige zakelijke diensten;2012;458
3352;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;N Verhuur en overige zakelijke diensten;2013;389
3353;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;N Verhuur en overige zakelijke diensten;2014;347
3354;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;N Verhuur en overige zakelijke diensten;2015;323
3355;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;N Verhuur en overige zakelijke diensten;2016;293
3356;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;N Verhuur en overige zakelijke diensten;2017;243
3357;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;N Verhuur en overige zakelijke diensten;2018;233
3358;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;N Verhuur en overige zakelijke diensten;2019;202
3359;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;N Verhuur en overige zakelijke diensten;2020;183
3360;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;O Openbaar bestuur en overheidsdiensten;2009;181
3361;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;O Openbaar bestuur en overheidsdiensten;2010;158
3362;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;O Openbaar bestuur en overheidsdiensten;2011;123
3363;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;O Openbaar bestuur en overheidsdiensten;2012;75
3364;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;O Openbaar bestuur en overheidsdiensten;2013;48
3365;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;O Openbaar bestuur en overheidsdiensten;2014;47
3366;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;O Openbaar bestuur en overheidsdiensten;2015;29
3367;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;O Openbaar bestuur en overheidsdiensten;2016;27
3368;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;O Openbaar bestuur en overheidsdiensten;2017;26
3369;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;O Openbaar bestuur en overheidsdiensten;2018;23
3370;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;O Openbaar bestuur en overheidsdiensten;2019;13
3371;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;O Openbaar bestuur en overheidsdiensten;2020;13
3372;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;P Onderwijs;2009;122
3373;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;P Onderwijs;2010;109
3374;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;P Onderwijs;2011;96
3375;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;P Onderwijs;2012;89
3376;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;P Onderwijs;2013;81
3377;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;P Onderwijs;2014;78
3378;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;P Onderwijs;2015;77
3379;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;P Onderwijs;2016;66
3380;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;P Onderwijs;2017;72
3381;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;P Onderwijs;2018;64
3382;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;P Onderwijs;2019;48
3383;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;P Onderwijs;2020;42
3384;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;Q Gezondheids- en welzijnszorg;2009;59
3385;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;Q Gezondheids- en welzijnszorg;2010;55
3386;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;Q Gezondheids- en welzijnszorg;2011;54
3387;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;Q Gezondheids- en welzijnszorg;2012;50
3388;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;Q Gezondheids- en welzijnszorg;2013;61
3389;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;Q Gezondheids- en welzijnszorg;2014;59
3390;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;Q Gezondheids- en welzijnszorg;2015;54
3391;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;Q Gezondheids- en welzijnszorg;2016;55
3392;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;Q Gezondheids- en welzijnszorg;2017;52
3393;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;Q Gezondheids- en welzijnszorg;2018;49
3394;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;Q Gezondheids- en welzijnszorg;2019;43
3395;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;Q Gezondheids- en welzijnszorg;2020;50
3396;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;R Cultuur, sport en recreatie;2009;996
3397;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;R Cultuur, sport en recreatie;2010;864
3398;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;R Cultuur, sport en recreatie;2011;774
3399;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;R Cultuur, sport en recreatie;2012;656
3400;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;R Cultuur, sport en recreatie;2013;599
3401;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;R Cultuur, sport en recreatie;2014;558
3402;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;R Cultuur, sport en recreatie;2015;513
3403;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;R Cultuur, sport en recreatie;2016;464
3404;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;R Cultuur, sport en recreatie;2017;427
3405;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;R Cultuur, sport en recreatie;2018;396
3406;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;R Cultuur, sport en recreatie;2019;354
3407;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;R Cultuur, sport en recreatie;2020;351
3408;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;S Overige dienstverlening;2009;112
3409;Vrachtauto's en trekkers voor oplegger;Milieuklasse: euro 0;S Overige dienstverlening;2010;110
