ID;RedenBeeindiging;RegioS;Perioden;WmoClienten_1;WmoClientenPer1000Inwoners_2
5747;Totaal;Maasgouw;2022;490.0;20.0
5748;Totaal;Maasgouw;1e halfjaar 2023;230.0;9.0
5749;Totaal;Maasgouw;2e halfjaar 2023;425.0;17.0
5750;Totaal;Maasgouw;2023;620.0;26.0
5751;Totaal;Maashorst;1e halfjaar 2015;;
5752;Totaal;Maashorst;2e halfjaar 2015;;
5753;Totaal;Maashorst;2015;;
5754;Totaal;Maashorst;1e halfjaar 2016;;
5755;Totaal;Maashorst;2e halfjaar 2016;;
5756;Totaal;Maashorst;2016;;
5757;Totaal;Maashorst;1e halfjaar 2017;;
5758;Totaal;Maashorst;2e halfjaar 2017;;
5759;Totaal;Maashorst;2017;;
5760;Totaal;Maashorst;1e halfjaar 2018;;
5761;Totaal;Maashorst;2e halfjaar 2018;;
5762;Totaal;Maashorst;2018;;
5763;Totaal;Maashorst;1e halfjaar 2019;;
5764;Totaal;Maashorst;2e halfjaar 2019;;
5765;Totaal;Maashorst;2019;;
5766;Totaal;Maashorst;1e halfjaar 2020;;
5767;Totaal;Maashorst;2e halfjaar 2020;;
5768;Totaal;Maashorst;2020;;
5769;Totaal;Maashorst;1e halfjaar 2021;;
5770;Totaal;Maashorst;2e halfjaar 2021;;
5771;Totaal;Maashorst;2021;;
5772;Totaal;Maashorst;1e halfjaar 2022;440.0;8.0
5773;Totaal;Maashorst;2e halfjaar 2022;1305.0;22.0
5774;Totaal;Maashorst;2022;1675.0;29.0
5775;Totaal;Maashorst;1e halfjaar 2023;430.0;7.0
5776;Totaal;Maashorst;2e halfjaar 2023;1240.0;21.0
5777;Totaal;Maashorst;2023;1595.0;27.0
5778;Totaal;Maassluis;1e halfjaar 2015;480.0;15.0
5779;Totaal;Maassluis;2e halfjaar 2015;970.0;30.0
5780;Totaal;Maassluis;2015;1285.0;40.0
5781;Totaal;Maassluis;1e halfjaar 2016;450.0;14.0
5782;Totaal;Maassluis;2e halfjaar 2016;780.0;24.0
5783;Totaal;Maassluis;2016;1095.0;34.0
5784;Totaal;Maassluis;1e halfjaar 2017;465.0;14.0
5785;Totaal;Maassluis;2e halfjaar 2017;600.0;18.0
5786;Totaal;Maassluis;2017;990.0;31.0
5787;Totaal;Maassluis;1e halfjaar 2018;290.0;9.0
5788;Totaal;Maassluis;2e halfjaar 2018;505.0;16.0
5789;Totaal;Maassluis;2018;750.0;23.0
5790;Totaal;Maassluis;1e halfjaar 2019;340.0;10.0
5791;Totaal;Maassluis;2e halfjaar 2019;930.0;28.0
5792;Totaal;Maassluis;2019;1175.0;36.0
5793;Totaal;Maassluis;1e halfjaar 2020;555.0;17.0
5794;Totaal;Maassluis;2e halfjaar 2020;615.0;19.0
5795;Totaal;Maassluis;2020;1085.0;33.0
5796;Totaal;Maassluis;1e halfjaar 2021;230.0;7.0
5797;Totaal;Maassluis;2e halfjaar 2021;370.0;11.0
5798;Totaal;Maassluis;2021;585.0;17.0
5799;Totaal;Maassluis;1e halfjaar 2022;255.0;7.0
5800;Totaal;Maassluis;2e halfjaar 2022;290.0;8.0
5801;Totaal;Maassluis;2022;530.0;16.0
5802;Totaal;Maassluis;1e halfjaar 2023;255.0;7.0
5803;Totaal;Maassluis;2e halfjaar 2023;550.0;16.0
5804;Totaal;Maassluis;2023;780.0;22.0
5805;Totaal;Maastricht;1e halfjaar 2015;;
5806;Totaal;Maastricht;2e halfjaar 2015;;
5807;Totaal;Maastricht;2015;;
5808;Totaal;Maastricht;1e halfjaar 2016;;
5809;Totaal;Maastricht;2e halfjaar 2016;;
5810;Totaal;Maastricht;2016;;
5811;Totaal;Maastricht;1e halfjaar 2017;;
5812;Totaal;Maastricht;2e halfjaar 2017;;
5813;Totaal;Maastricht;2017;;
5814;Totaal;Maastricht;1e halfjaar 2018;2365.0;19.0
5815;Totaal;Maastricht;2e halfjaar 2018;2225.0;18.0
5816;Totaal;Maastricht;2018;4135.0;34.0
5817;Totaal;Maastricht;1e halfjaar 2019;3385.0;28.0
5818;Totaal;Maastricht;2e halfjaar 2019;2680.0;22.0
5819;Totaal;Maastricht;2019;5295.0;44.0
5820;Totaal;Maastricht;1e halfjaar 2020;1155.0;10.0
5821;Totaal;Maastricht;2e halfjaar 2020;2455.0;20.0
5822;Totaal;Maastricht;2020;3485.0;29.0
5823;Totaal;Maastricht;1e halfjaar 2021;1430.0;12.0
5824;Totaal;Maastricht;2e halfjaar 2021;3085.0;26.0
5825;Totaal;Maastricht;2021;4315.0;36.0
5826;Totaal;Maastricht;1e halfjaar 2022;1425.0;12.0
5827;Totaal;Maastricht;2e halfjaar 2022;1960.0;16.0
5828;Totaal;Maastricht;2022;3215.0;27.0
5829;Totaal;Maastricht;1e halfjaar 2023;1285.0;10.0
5830;Totaal;Maastricht;2e halfjaar 2023;1635.0;13.0
5831;Totaal;Maastricht;2023;2770.0;23.0
5832;Totaal;De Marne;1e halfjaar 2015;;
5833;Totaal;De Marne;2e halfjaar 2015;;
5834;Totaal;De Marne;2015;;
5835;Totaal;De Marne;1e halfjaar 2016;;
5836;Totaal;De Marne;2e halfjaar 2016;;
5837;Totaal;De Marne;2016;;
5838;Totaal;De Marne;1e halfjaar 2017;;
5839;Totaal;De Marne;2e halfjaar 2017;;
5840;Totaal;De Marne;2017;;
5841;Totaal;De Marne;1e halfjaar 2018;;
5842;Totaal;De Marne;2e halfjaar 2018;;
5843;Totaal;De Marne;2018;;
5844;Totaal;De Marne;1e halfjaar 2019;;
5845;Totaal;De Marne;2e halfjaar 2019;;
5846;Totaal;De Marne;2019;;
5847;Totaal;De Marne;1e halfjaar 2020;;
5848;Totaal;De Marne;2e halfjaar 2020;;
5849;Totaal;De Marne;2020;;
5850;Totaal;De Marne;1e halfjaar 2021;;
5851;Totaal;De Marne;2e halfjaar 2021;;
5852;Totaal;De Marne;2021;;
5853;Totaal;De Marne;1e halfjaar 2022;;
5854;Totaal;De Marne;2e halfjaar 2022;;
5855;Totaal;De Marne;2022;;
5856;Totaal;De Marne;1e halfjaar 2023;;
5857;Totaal;De Marne;2e halfjaar 2023;;
5858;Totaal;De Marne;2023;;
5859;Totaal;Marum;1e halfjaar 2015;85.0;10.0
5860;Totaal;Marum;2e halfjaar 2015;175.0;15.0
5861;Totaal;Marum;2015;245.0;25.0
5862;Totaal;Marum;1e halfjaar 2016;60.0;6.0
5863;Totaal;Marum;2e halfjaar 2016;155.0;15.0
5864;Totaal;Marum;2016;185.0;18.0
5865;Totaal;Marum;1e halfjaar 2017;70.0;7.0
5866;Totaal;Marum;2e halfjaar 2017;330.0;32.0
5867;Totaal;Marum;2017;360.0;35.0
5868;Totaal;Marum;1e halfjaar 2018;110.0;10.0
5869;Totaal;Marum;2e halfjaar 2018;420.0;40.0
5870;Totaal;Marum;2018;465.0;44.0
5871;Totaal;Marum;1e halfjaar 2019;;
5872;Totaal;Marum;2e halfjaar 2019;;
5873;Totaal;Marum;2019;;
5874;Totaal;Marum;1e halfjaar 2020;;
5875;Totaal;Marum;2e halfjaar 2020;;
5876;Totaal;Marum;2020;;
5877;Totaal;Marum;1e halfjaar 2021;;
5878;Totaal;Marum;2e halfjaar 2021;;
5879;Totaal;Marum;2021;;
5880;Totaal;Marum;1e halfjaar 2022;;
5881;Totaal;Marum;2e halfjaar 2022;;
5882;Totaal;Marum;2022;;
5883;Totaal;Marum;1e halfjaar 2023;;
5884;Totaal;Marum;2e halfjaar 2023;;
5885;Totaal;Marum;2023;;
5886;Totaal;Medemblik;1e halfjaar 2015;355.0;10.0
5887;Totaal;Medemblik;2e halfjaar 2015;365.0;10.0
5888;Totaal;Medemblik;2015;680.0;15.0
5889;Totaal;Medemblik;1e halfjaar 2016;240.0;5.0
5890;Totaal;Medemblik;2e halfjaar 2016;545.0;12.0
5891;Totaal;Medemblik;2016;755.0;17.0
5892;Totaal;Medemblik;1e halfjaar 2017;445.0;10.0
5893;Totaal;Medemblik;2e halfjaar 2017;510.0;12.0
5894;Totaal;Medemblik;2017;850.0;19.0
5895;Totaal;Medemblik;1e halfjaar 2018;405.0;9.0
5896;Totaal;Medemblik;2e halfjaar 2018;465.0;10.0
5897;Totaal;Medemblik;2018;780.0;18.0
5898;Totaal;Medemblik;1e halfjaar 2019;505.0;11.0
5899;Totaal;Medemblik;2e halfjaar 2019;705.0;16.0
5900;Totaal;Medemblik;2019;1100.0;25.0
5901;Totaal;Medemblik;1e halfjaar 2020;645.0;14.0
5902;Totaal;Medemblik;2e halfjaar 2020;860.0;19.0
5903;Totaal;Medemblik;2020;1415.0;31.0
5904;Totaal;Medemblik;1e halfjaar 2021;255.0;6.0
5905;Totaal;Medemblik;2e halfjaar 2021;365.0;8.0
5906;Totaal;Medemblik;2021;605.0;13.0
5907;Totaal;Medemblik;1e halfjaar 2022;;
5908;Totaal;Medemblik;2e halfjaar 2022;355.0;8.0
5909;Totaal;Medemblik;2022;;
5910;Totaal;Medemblik;1e halfjaar 2023;245.0;5.0
5911;Totaal;Medemblik;2e halfjaar 2023;365.0;8.0
5912;Totaal;Medemblik;2023;595.0;13.0
5913;Totaal;Meerssen;1e halfjaar 2015;;
5914;Totaal;Meerssen;2e halfjaar 2015;;
5915;Totaal;Meerssen;2015;;
5916;Totaal;Meerssen;1e halfjaar 2016;125.0;7.0
5917;Totaal;Meerssen;2e halfjaar 2016;;
5918;Totaal;Meerssen;2016;;
5919;Totaal;Meerssen;1e halfjaar 2017;;
5920;Totaal;Meerssen;2e halfjaar 2017;795.0;42.0
5921;Totaal;Meerssen;2017;;
5922;Totaal;Meerssen;1e halfjaar 2018;670.0;35.0
5923;Totaal;Meerssen;2e halfjaar 2018;840.0;44.0
5924;Totaal;Meerssen;2018;960.0;50.0
5925;Totaal;Meerssen;1e halfjaar 2019;755.0;40.0
5926;Totaal;Meerssen;2e halfjaar 2019;970.0;51.0
5927;Totaal;Meerssen;2019;1100.0;58.0
5928;Totaal;Meerssen;1e halfjaar 2020;110.0;6.0
5929;Totaal;Meerssen;2e halfjaar 2020;365.0;19.0
5930;Totaal;Meerssen;2020;460.0;24.0
5931;Totaal;Meerssen;1e halfjaar 2021;130.0;7.0
5932;Totaal;Meerssen;2e halfjaar 2021;355.0;19.0
5933;Totaal;Meerssen;2021;460.0;25.0
5934;Totaal;Meerssen;1e halfjaar 2022;200.0;11.0
5935;Totaal;Meerssen;2e halfjaar 2022;230.0;12.0
5936;Totaal;Meerssen;2022;415.0;22.0
5937;Totaal;Meerssen;1e halfjaar 2023;225.0;12.0
5938;Totaal;Meerssen;2e halfjaar 2023;245.0;13.0
5939;Totaal;Meerssen;2023;440.0;24.0
5940;Totaal;Meierijstad;1e halfjaar 2015;;
5941;Totaal;Meierijstad;2e halfjaar 2015;;
5942;Totaal;Meierijstad;2015;;
5943;Totaal;Meierijstad;1e halfjaar 2016;;
5944;Totaal;Meierijstad;2e halfjaar 2016;;
5945;Totaal;Meierijstad;2016;;
5946;Totaal;Meierijstad;1e halfjaar 2017;385.0;5.0
5947;Totaal;Meierijstad;2e halfjaar 2017;795.0;10.0
5948;Totaal;Meierijstad;2017;1140.0;14.0
5949;Totaal;Meierijstad;1e halfjaar 2018;380.0;5.0
5950;Totaal;Meierijstad;2e halfjaar 2018;285.0;4.0
5951;Totaal;Meierijstad;2018;655.0;8.0
5952;Totaal;Meierijstad;1e halfjaar 2019;440.0;5.0
5953;Totaal;Meierijstad;2e halfjaar 2019;2100.0;26.0
5954;Totaal;Meierijstad;2019;2220.0;27.0
5955;Totaal;Meierijstad;1e halfjaar 2020;410.0;5.0
5956;Totaal;Meierijstad;2e halfjaar 2020;1130.0;14.0
5957;Totaal;Meierijstad;2020;1505.0;19.0
5958;Totaal;Meierijstad;1e halfjaar 2021;440.0;5.0
5959;Totaal;Meierijstad;2e halfjaar 2021;1340.0;16.0
5960;Totaal;Meierijstad;2021;1735.0;21.0
5961;Totaal;Meierijstad;1e halfjaar 2022;495.0;6.0
5962;Totaal;Meierijstad;2e halfjaar 2022;755.0;9.0
5963;Totaal;Meierijstad;2022;1225.0;15.0
5964;Totaal;Meierijstad;1e halfjaar 2023;500.0;6.0
5965;Totaal;Meierijstad;2e halfjaar 2023;1770.0;21.0
5966;Totaal;Meierijstad;2023;2225.0;27.0
5967;Totaal;Menameradiel;1e halfjaar 2015;170.0;10.0
5968;Totaal;Menameradiel;2e halfjaar 2015;300.0;20.0
5969;Totaal;Menameradiel;2015;420.0;30.0
5970;Totaal;Menameradiel;1e halfjaar 2016;125.0;9.0
5971;Totaal;Menameradiel;2e halfjaar 2016;335.0;25.0
5972;Totaal;Menameradiel;2016;395.0;29.0
5973;Totaal;Menameradiel;1e halfjaar 2017;125.0;9.0
5974;Totaal;Menameradiel;2e halfjaar 2017;145.0;11.0
5975;Totaal;Menameradiel;2017;245.0;18.0
5976;Totaal;Menameradiel;1e halfjaar 2018;;
5977;Totaal;Menameradiel;2e halfjaar 2018;;
5978;Totaal;Menameradiel;2018;;
5979;Totaal;Menameradiel;1e halfjaar 2019;;
5980;Totaal;Menameradiel;2e halfjaar 2019;;
5981;Totaal;Menameradiel;2019;;
5982;Totaal;Menameradiel;1e halfjaar 2020;;
5983;Totaal;Menameradiel;2e halfjaar 2020;;
5984;Totaal;Menameradiel;2020;;
5985;Totaal;Menameradiel;1e halfjaar 2021;;
5986;Totaal;Menameradiel;2e halfjaar 2021;;
5987;Totaal;Menameradiel;2021;;
5988;Totaal;Menameradiel;1e halfjaar 2022;;
5989;Totaal;Menameradiel;2e halfjaar 2022;;
5990;Totaal;Menameradiel;2022;;
5991;Totaal;Menameradiel;1e halfjaar 2023;;
5992;Totaal;Menameradiel;2e halfjaar 2023;;
5993;Totaal;Menameradiel;2023;;
5994;Totaal;Menterwolde;1e halfjaar 2015;;
5995;Totaal;Menterwolde;2e halfjaar 2015;;
5996;Totaal;Menterwolde;2015;;
5997;Totaal;Menterwolde;1e halfjaar 2016;105.0;9.0
5998;Totaal;Menterwolde;2e halfjaar 2016;;
5999;Totaal;Menterwolde;2016;;
6000;Totaal;Menterwolde;1e halfjaar 2017;150.0;12.0
6001;Totaal;Menterwolde;2e halfjaar 2017;180.0;15.0
6002;Totaal;Menterwolde;2017;295.0;24.0
6003;Totaal;Menterwolde;1e halfjaar 2018;;
6004;Totaal;Menterwolde;2e halfjaar 2018;;
6005;Totaal;Menterwolde;2018;;
6006;Totaal;Menterwolde;1e halfjaar 2019;;
6007;Totaal;Menterwolde;2e halfjaar 2019;;
6008;Totaal;Menterwolde;2019;;
6009;Totaal;Menterwolde;1e halfjaar 2020;;
6010;Totaal;Menterwolde;2e halfjaar 2020;;
6011;Totaal;Menterwolde;2020;;
6012;Totaal;Menterwolde;1e halfjaar 2021;;
6013;Totaal;Menterwolde;2e halfjaar 2021;;
6014;Totaal;Menterwolde;2021;;
6015;Totaal;Menterwolde;1e halfjaar 2022;;
6016;Totaal;Menterwolde;2e halfjaar 2022;;
6017;Totaal;Menterwolde;2022;;
6018;Totaal;Menterwolde;1e halfjaar 2023;;
6019;Totaal;Menterwolde;2e halfjaar 2023;;
6020;Totaal;Menterwolde;2023;;
6021;Totaal;Meppel;1e halfjaar 2015;370.0;10.0
6022;Totaal;Meppel;2e halfjaar 2015;955.0;30.0
6023;Totaal;Meppel;2015;1115.0;35.0
6024;Totaal;Meppel;1e halfjaar 2016;195.0;6.0
6025;Totaal;Meppel;2e halfjaar 2016;360.0;11.0
6026;Totaal;Meppel;2016;520.0;16.0
6027;Totaal;Meppel;1e halfjaar 2017;625.0;19.0
6028;Totaal;Meppel;2e halfjaar 2017;745.0;23.0
6029;Totaal;Meppel;2017;1180.0;36.0
6030;Totaal;Meppel;1e halfjaar 2018;550.0;16.0
6031;Totaal;Meppel;2e halfjaar 2018;610.0;18.0
6032;Totaal;Meppel;2018;1005.0;30.0
6033;Totaal;Meppel;1e halfjaar 2019;640.0;19.0
6034;Totaal;Meppel;2e halfjaar 2019;695.0;21.0
6035;Totaal;Meppel;2019;1140.0;34.0
6036;Totaal;Meppel;1e halfjaar 2020;280.0;8.0
6037;Totaal;Meppel;2e halfjaar 2020;410.0;12.0
6038;Totaal;Meppel;2020;660.0;19.0
6039;Totaal;Meppel;1e halfjaar 2021;310.0;9.0
6040;Totaal;Meppel;2e halfjaar 2021;400.0;12.0
6041;Totaal;Meppel;2021;675.0;20.0
6042;Totaal;Meppel;1e halfjaar 2022;320.0;9.0
6043;Totaal;Meppel;2e halfjaar 2022;395.0;11.0
6044;Totaal;Meppel;2022;675.0;19.0
6045;Totaal;Meppel;1e halfjaar 2023;330.0;9.0
6046;Totaal;Meppel;2e halfjaar 2023;355.0;10.0
6047;Totaal;Meppel;2023;655.0;18.0
6048;Totaal;Middelburg (Z.);1e halfjaar 2015;;
6049;Totaal;Middelburg (Z.);2e halfjaar 2015;;
6050;Totaal;Middelburg (Z.);2015;;
6051;Totaal;Middelburg (Z.);1e halfjaar 2016;;
6052;Totaal;Middelburg (Z.);2e halfjaar 2016;;
6053;Totaal;Middelburg (Z.);2016;;
6054;Totaal;Middelburg (Z.);1e halfjaar 2017;;
6055;Totaal;Middelburg (Z.);2e halfjaar 2017;;
6056;Totaal;Middelburg (Z.);2017;;
6057;Totaal;Middelburg (Z.);1e halfjaar 2018;;
6058;Totaal;Middelburg (Z.);2e halfjaar 2018;730.0;15.0
6059;Totaal;Middelburg (Z.);2018;;
6060;Totaal;Middelburg (Z.);1e halfjaar 2019;955.0;20.0
6061;Totaal;Middelburg (Z.);2e halfjaar 2019;2220.0;46.0
6062;Totaal;Middelburg (Z.);2019;2775.0;57.0
6063;Totaal;Middelburg (Z.);1e halfjaar 2020;430.0;9.0
6064;Totaal;Middelburg (Z.);2e halfjaar 2020;775.0;16.0
6065;Totaal;Middelburg (Z.);2020;1150.0;24.0
6066;Totaal;Middelburg (Z.);1e halfjaar 2021;445.0;9.0
6067;Totaal;Middelburg (Z.);2e halfjaar 2021;605.0;12.0
6068;Totaal;Middelburg (Z.);2021;1005.0;21.0
6069;Totaal;Middelburg (Z.);1e halfjaar 2022;295.0;6.0
6070;Totaal;Middelburg (Z.);2e halfjaar 2022;480.0;10.0
6071;Totaal;Middelburg (Z.);2022;740.0;15.0
6072;Totaal;Middelburg (Z.);1e halfjaar 2023;410.0;8.0
6073;Totaal;Middelburg (Z.);2e halfjaar 2023;505.0;10.0
6074;Totaal;Middelburg (Z.);2023;875.0;18.0
6075;Totaal;Midden-Delfland;1e halfjaar 2015;;
6076;Totaal;Midden-Delfland;2e halfjaar 2015;;
6077;Totaal;Midden-Delfland;2015;;
6078;Totaal;Midden-Delfland;1e halfjaar 2016;;
6079;Totaal;Midden-Delfland;2e halfjaar 2016;;
6080;Totaal;Midden-Delfland;2016;;
6081;Totaal;Midden-Delfland;1e halfjaar 2017;;
6082;Totaal;Midden-Delfland;2e halfjaar 2017;;
6083;Totaal;Midden-Delfland;2017;;
6084;Totaal;Midden-Delfland;1e halfjaar 2018;160.0;8.0
6085;Totaal;Midden-Delfland;2e halfjaar 2018;270.0;14.0
6086;Totaal;Midden-Delfland;2018;370.0;19.0
6087;Totaal;Midden-Delfland;1e halfjaar 2019;160.0;8.0
6088;Totaal;Midden-Delfland;2e halfjaar 2019;220.0;11.0
6089;Totaal;Midden-Delfland;2019;340.0;18.0
6090;Totaal;Midden-Delfland;1e halfjaar 2020;75.0;4.0
6091;Totaal;Midden-Delfland;2e halfjaar 2020;480.0;25.0
6092;Totaal;Midden-Delfland;2020;530.0;27.0
6093;Totaal;Midden-Delfland;1e halfjaar 2021;80.0;4.0
6094;Totaal;Midden-Delfland;2e halfjaar 2021;85.0;4.0
6095;Totaal;Midden-Delfland;2021;160.0;8.0
6096;Totaal;Midden-Delfland;1e halfjaar 2022;110.0;6.0
6097;Totaal;Midden-Delfland;2e halfjaar 2022;165.0;8.0
6098;Totaal;Midden-Delfland;2022;265.0;14.0
6099;Totaal;Midden-Delfland;1e halfjaar 2023;110.0;6.0
6100;Totaal;Midden-Delfland;2e halfjaar 2023;125.0;6.0
6101;Totaal;Midden-Delfland;2023;220.0;11.0
6102;Totaal;Midden-Drenthe;1e halfjaar 2015;;
6103;Totaal;Midden-Drenthe;2e halfjaar 2015;;
6104;Totaal;Midden-Drenthe;2015;;
6105;Totaal;Midden-Drenthe;1e halfjaar 2016;;
6106;Totaal;Midden-Drenthe;2e halfjaar 2016;;
6107;Totaal;Midden-Drenthe;2016;;
6108;Totaal;Midden-Drenthe;1e halfjaar 2017;;
6109;Totaal;Midden-Drenthe;2e halfjaar 2017;;
6110;Totaal;Midden-Drenthe;2017;;
6111;Totaal;Midden-Drenthe;1e halfjaar 2018;;
6112;Totaal;Midden-Drenthe;2e halfjaar 2018;;
6113;Totaal;Midden-Drenthe;2018;;
6114;Totaal;Midden-Drenthe;1e halfjaar 2019;470.0;14.0
6115;Totaal;Midden-Drenthe;2e halfjaar 2019;1625.0;49.0
6116;Totaal;Midden-Drenthe;2019;1760.0;53.0
6117;Totaal;Midden-Drenthe;1e halfjaar 2020;795.0;24.0
6118;Totaal;Midden-Drenthe;2e halfjaar 2020;1715.0;52.0
6119;Totaal;Midden-Drenthe;2020;1910.0;58.0
6120;Totaal;Midden-Drenthe;1e halfjaar 2021;315.0;9.0
6121;Totaal;Midden-Drenthe;2e halfjaar 2021;1785.0;53.0
6122;Totaal;Midden-Drenthe;2021;1965.0;59.0
6123;Totaal;Midden-Drenthe;1e halfjaar 2022;220.0;7.0
6124;Totaal;Midden-Drenthe;2e halfjaar 2022;410.0;12.0
6125;Totaal;Midden-Drenthe;2022;605.0;18.0
6126;Totaal;Midden-Drenthe;1e halfjaar 2023;200.0;6.0
6127;Totaal;Midden-Drenthe;2e halfjaar 2023;325.0;10.0
6128;Totaal;Midden-Drenthe;2023;510.0;15.0
6129;Totaal;Midden-Groningen;1e halfjaar 2015;;
6130;Totaal;Midden-Groningen;2e halfjaar 2015;;
6131;Totaal;Midden-Groningen;2015;;
6132;Totaal;Midden-Groningen;1e halfjaar 2016;;
6133;Totaal;Midden-Groningen;2e halfjaar 2016;;
6134;Totaal;Midden-Groningen;2016;;
6135;Totaal;Midden-Groningen;1e halfjaar 2017;;
6136;Totaal;Midden-Groningen;2e halfjaar 2017;;
6137;Totaal;Midden-Groningen;2017;;
6138;Totaal;Midden-Groningen;1e halfjaar 2018;995.0;16.0
6139;Totaal;Midden-Groningen;2e halfjaar 2018;1005.0;16.0
6140;Totaal;Midden-Groningen;2018;1760.0;29.0
6141;Totaal;Midden-Groningen;1e halfjaar 2019;880.0;14.0
6142;Totaal;Midden-Groningen;2e halfjaar 2019;1320.0;22.0
6143;Totaal;Midden-Groningen;2019;1910.0;31.0
6144;Totaal;Midden-Groningen;1e halfjaar 2020;580.0;10.0
6145;Totaal;Midden-Groningen;2e halfjaar 2020;3160.0;52.0
6146;Totaal;Midden-Groningen;2020;3585.0;59.0
6147;Totaal;Midden-Groningen;1e halfjaar 2021;690.0;11.0
6148;Totaal;Midden-Groningen;2e halfjaar 2021;1065.0;18.0
6149;Totaal;Midden-Groningen;2021;1660.0;27.0
6150;Totaal;Midden-Groningen;1e halfjaar 2022;680.0;11.0
6151;Totaal;Midden-Groningen;2e halfjaar 2022;955.0;16.0
6152;Totaal;Midden-Groningen;2022;1540.0;25.0
6153;Totaal;Midden-Groningen;1e halfjaar 2023;565.0;9.0
6154;Totaal;Midden-Groningen;2e halfjaar 2023;710.0;12.0
6155;Totaal;Midden-Groningen;2023;1210.0;20.0
6156;Totaal;Mill en Sint Hubert;1e halfjaar 2015;;
6157;Totaal;Mill en Sint Hubert;2e halfjaar 2015;;
6158;Totaal;Mill en Sint Hubert;2015;;
6159;Totaal;Mill en Sint Hubert;1e halfjaar 2016;;
6160;Totaal;Mill en Sint Hubert;2e halfjaar 2016;;
6161;Totaal;Mill en Sint Hubert;2016;;
6162;Totaal;Mill en Sint Hubert;1e halfjaar 2017;;
6163;Totaal;Mill en Sint Hubert;2e halfjaar 2017;85.0;8.0
6164;Totaal;Mill en Sint Hubert;2017;;
6165;Totaal;Mill en Sint Hubert;1e halfjaar 2018;;
6166;Totaal;Mill en Sint Hubert;2e halfjaar 2018;115.0;11.0
6167;Totaal;Mill en Sint Hubert;2018;115.0;11.0
6168;Totaal;Mill en Sint Hubert;1e halfjaar 2019;120.0;11.0
6169;Totaal;Mill en Sint Hubert;2e halfjaar 2019;130.0;12.0
6170;Totaal;Mill en Sint Hubert;2019;225.0;21.0
6171;Totaal;Mill en Sint Hubert;1e halfjaar 2020;65.0;6.0
6172;Totaal;Mill en Sint Hubert;2e halfjaar 2020;75.0;7.0
6173;Totaal;Mill en Sint Hubert;2020;135.0;12.0
6174;Totaal;Mill en Sint Hubert;1e halfjaar 2021;90.0;8.0
6175;Totaal;Mill en Sint Hubert;2e halfjaar 2021;500.0;45.0
6176;Totaal;Mill en Sint Hubert;2021;565.0;51.0
6177;Totaal;Mill en Sint Hubert;1e halfjaar 2022;;
6178;Totaal;Mill en Sint Hubert;2e halfjaar 2022;;
6179;Totaal;Mill en Sint Hubert;2022;;
6180;Totaal;Mill en Sint Hubert;1e halfjaar 2023;;
6181;Totaal;Mill en Sint Hubert;2e halfjaar 2023;;
6182;Totaal;Mill en Sint Hubert;2023;;
6183;Totaal;Moerdijk;1e halfjaar 2015;;
6184;Totaal;Moerdijk;2e halfjaar 2015;;
6185;Totaal;Moerdijk;2015;;
6186;Totaal;Moerdijk;1e halfjaar 2016;;
6187;Totaal;Moerdijk;2e halfjaar 2016;285.0;8.0
6188;Totaal;Moerdijk;2016;;
6189;Totaal;Moerdijk;1e halfjaar 2017;320.0;9.0
6190;Totaal;Moerdijk;2e halfjaar 2017;325.0;9.0
6191;Totaal;Moerdijk;2017;600.0;16.0
6192;Totaal;Moerdijk;1e halfjaar 2018;335.0;9.0
6193;Totaal;Moerdijk;2e halfjaar 2018;370.0;10.0
6194;Totaal;Moerdijk;2018;665.0;18.0
6195;Totaal;Moerdijk;1e halfjaar 2019;295.0;8.0
6196;Totaal;Moerdijk;2e halfjaar 2019;355.0;10.0
6197;Totaal;Moerdijk;2019;615.0;17.0
6198;Totaal;Moerdijk;1e halfjaar 2020;250.0;7.0
6199;Totaal;Moerdijk;2e halfjaar 2020;1205.0;32.0
6200;Totaal;Moerdijk;2020;1405.0;38.0
6201;Totaal;Moerdijk;1e halfjaar 2021;325.0;9.0
6202;Totaal;Moerdijk;2e halfjaar 2021;435.0;12.0
6203;Totaal;Moerdijk;2021;730.0;20.0
6204;Totaal;Moerdijk;1e halfjaar 2022;335.0;9.0
6205;Totaal;Moerdijk;2e halfjaar 2022;650.0;17.0
6206;Totaal;Moerdijk;2022;915.0;25.0
6207;Totaal;Moerdijk;1e halfjaar 2023;300.0;8.0
6208;Totaal;Moerdijk;2e halfjaar 2023;355.0;9.0
6209;Totaal;Moerdijk;2023;625.0;17.0
6210;Totaal;Molenlanden;1e halfjaar 2015;;
6211;Totaal;Molenlanden;2e halfjaar 2015;;
6212;Totaal;Molenlanden;2015;;
6213;Totaal;Molenlanden;1e halfjaar 2016;;
6214;Totaal;Molenlanden;2e halfjaar 2016;;
6215;Totaal;Molenlanden;2016;;
6216;Totaal;Molenlanden;1e halfjaar 2017;;
6217;Totaal;Molenlanden;2e halfjaar 2017;;
6218;Totaal;Molenlanden;2017;;
6219;Totaal;Molenlanden;1e halfjaar 2018;;
6220;Totaal;Molenlanden;2e halfjaar 2018;;
6221;Totaal;Molenlanden;2018;;
6222;Totaal;Molenlanden;1e halfjaar 2019;385.0;9.0
6223;Totaal;Molenlanden;2e halfjaar 2019;655.0;15.0
6224;Totaal;Molenlanden;2019;955.0;22.0
6225;Totaal;Molenlanden;1e halfjaar 2020;230.0;5.0
