ID;Geslacht;Leeftijd;Herkomstgroepering;Uitkeringsduur;Perioden;PersonenMetEenBijstandsuitkering_1
1264;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;7;2006 september;1170
1265;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;7;2007 september;870
1266;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;9;2005 september;680
1267;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;9;2006 september;640
1268;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;9;2007 september;470
1269;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;5 jaar of langer;2005 september;500
1270;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;5 jaar of langer;2006 september;440
1271;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;5 jaar of langer;2007 september;370
1272;Vrouwen;Jonger dan 25 jaar;Autochtoon;0;2005 september;9730
1273;Vrouwen;Jonger dan 25 jaar;Autochtoon;0;2006 september;7710
1274;Vrouwen;Jonger dan 25 jaar;Autochtoon;0;2007 september;5940
1275;Vrouwen;Jonger dan 25 jaar;Autochtoon;1;2005 september;3030
1276;Vrouwen;Jonger dan 25 jaar;Autochtoon;1;2006 september;2490
1277;Vrouwen;Jonger dan 25 jaar;Autochtoon;1;2007 september;1960
1278;Vrouwen;Jonger dan 25 jaar;Autochtoon;2;2005 september;2370
1279;Vrouwen;Jonger dan 25 jaar;Autochtoon;2;2006 september;1550
1280;Vrouwen;Jonger dan 25 jaar;Autochtoon;2;2007 september;1140
1281;Vrouwen;Jonger dan 25 jaar;Autochtoon;5;2005 september;2200
1282;Vrouwen;Jonger dan 25 jaar;Autochtoon;5;2006 september;1850
1283;Vrouwen;Jonger dan 25 jaar;Autochtoon;5;2007 september;1360
1284;Vrouwen;Jonger dan 25 jaar;Autochtoon;6;2005 september;1120
1285;Vrouwen;Jonger dan 25 jaar;Autochtoon;6;2006 september;910
1286;Vrouwen;Jonger dan 25 jaar;Autochtoon;6;2007 september;720
1287;Vrouwen;Jonger dan 25 jaar;Autochtoon;7;2005 september;590
1288;Vrouwen;Jonger dan 25 jaar;Autochtoon;7;2006 september;510
1289;Vrouwen;Jonger dan 25 jaar;Autochtoon;7;2007 september;400
1290;Vrouwen;Jonger dan 25 jaar;Autochtoon;9;2005 september;250
1291;Vrouwen;Jonger dan 25 jaar;Autochtoon;9;2006 september;250
1292;Vrouwen;Jonger dan 25 jaar;Autochtoon;9;2007 september;220
1293;Vrouwen;Jonger dan 25 jaar;Autochtoon;5 jaar of langer;2005 september;170
1294;Vrouwen;Jonger dan 25 jaar;Autochtoon;5 jaar of langer;2006 september;150
1295;Vrouwen;Jonger dan 25 jaar;Autochtoon;5 jaar of langer;2007 september;130
1296;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;0;2005 september;1750
1297;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;0;2006 september;1410
1298;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;0;2007 september;1030
1299;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;1;2005 september;480
1300;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;1;2006 september;460
1301;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;1;2007 september;360
1302;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;2;2005 september;450
1303;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;2;2006 september;270
1304;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;2;2007 september;200
1305;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;5;2005 september;400
1306;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;5;2006 september;330
1307;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;5;2007 september;250
1308;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;6;2005 september;220
1309;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;6;2006 september;160
1310;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;6;2007 september;110
1311;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;7;2005 september;110
1312;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;7;2006 september;100
1313;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;7;2007 september;60
1314;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;9;2005 september;50
1315;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;9;2006 september;50
1316;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;9;2007 september;30
1317;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;5 jaar of langer;2005 september;50
1318;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;5 jaar of langer;2006 september;40
1319;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;5 jaar of langer;2007 september;30
1320;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;0;2005 september;9050
1321;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;0;2006 september;7220
1322;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;0;2007 september;5370
1323;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;1;2005 september;2180
1324;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;1;2006 september;2020
1325;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;1;2007 september;1470
1326;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;2;2005 september;1920
1327;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;2;2006 september;1370
1328;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;2;2007 september;1040
1329;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;5;2005 september;2220
1330;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;5;2006 september;1690
1331;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;5;2007 september;1330
1332;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;6;2005 september;1300
1333;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;6;2006 september;980
1334;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;6;2007 september;690
1335;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;7;2005 september;760
1336;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;7;2006 september;560
1337;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;7;2007 september;410
1338;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;9;2005 september;380
1339;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;9;2006 september;340
1340;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;9;2007 september;220
1341;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;5 jaar of langer;2005 september;280
1342;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;5 jaar of langer;2006 september;260
1343;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;5 jaar of langer;2007 september;210
1344;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;0;2005 september;51660
1345;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;0;2006 september;46180
1346;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;0;2007 september;38450
1347;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;1;2005 september;7640
1348;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;1;2006 september;7480
1349;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;1;2007 september;5800
1350;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;2;2005 september;7100
1351;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;2;2006 september;5660
1352;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;2;2007 september;4590
1353;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;5;2005 september;9310
1354;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;5;2006 september;8640
1355;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;5;2007 september;7200
1356;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;6;2005 september;7160
1357;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;6;2006 september;5950
1358;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;6;2007 september;5260
1359;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;7;2005 september;5090
1360;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;7;2006 september;4740
1361;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;7;2007 september;3750
1362;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;9;2005 september;4130
1363;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;9;2006 september;3460
1364;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;9;2007 september;3070
1365;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;5 jaar of langer;2005 september;11230
1366;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;5 jaar of langer;2006 september;10250
1367;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;5 jaar of langer;2007 september;8790
1368;Vrouwen;25 tot 35 jaar;Autochtoon;0;2005 september;20920
1369;Vrouwen;25 tot 35 jaar;Autochtoon;0;2006 september;18100
1370;Vrouwen;25 tot 35 jaar;Autochtoon;0;2007 september;14610
1371;Vrouwen;25 tot 35 jaar;Autochtoon;1;2005 september;3500
1372;Vrouwen;25 tot 35 jaar;Autochtoon;1;2006 september;3190
1373;Vrouwen;25 tot 35 jaar;Autochtoon;1;2007 september;2410
1374;Vrouwen;25 tot 35 jaar;Autochtoon;2;2005 september;3000
1375;Vrouwen;25 tot 35 jaar;Autochtoon;2;2006 september;2310
1376;Vrouwen;25 tot 35 jaar;Autochtoon;2;2007 september;1880
1377;Vrouwen;25 tot 35 jaar;Autochtoon;5;2005 september;3820
1378;Vrouwen;25 tot 35 jaar;Autochtoon;5;2006 september;3400
1379;Vrouwen;25 tot 35 jaar;Autochtoon;5;2007 september;2710
1380;Vrouwen;25 tot 35 jaar;Autochtoon;6;2005 september;2780
1381;Vrouwen;25 tot 35 jaar;Autochtoon;6;2006 september;2330
1382;Vrouwen;25 tot 35 jaar;Autochtoon;6;2007 september;1940
1383;Vrouwen;25 tot 35 jaar;Autochtoon;7;2005 september;1950
1384;Vrouwen;25 tot 35 jaar;Autochtoon;7;2006 september;1810
1385;Vrouwen;25 tot 35 jaar;Autochtoon;7;2007 september;1390
1386;Vrouwen;25 tot 35 jaar;Autochtoon;9;2005 september;1540
1387;Vrouwen;25 tot 35 jaar;Autochtoon;9;2006 september;1250
1388;Vrouwen;25 tot 35 jaar;Autochtoon;9;2007 september;1140
1389;Vrouwen;25 tot 35 jaar;Autochtoon;5 jaar of langer;2005 september;4340
1390;Vrouwen;25 tot 35 jaar;Autochtoon;5 jaar of langer;2006 september;3800
1391;Vrouwen;25 tot 35 jaar;Autochtoon;5 jaar of langer;2007 september;3160
1392;Vrouwen;25 tot 35 jaar;Westerse allochtoon;0;2005 september;5210
1393;Vrouwen;25 tot 35 jaar;Westerse allochtoon;0;2006 september;4490
1394;Vrouwen;25 tot 35 jaar;Westerse allochtoon;0;2007 september;3770
1395;Vrouwen;25 tot 35 jaar;Westerse allochtoon;1;2005 september;790
1396;Vrouwen;25 tot 35 jaar;Westerse allochtoon;1;2006 september;780
1397;Vrouwen;25 tot 35 jaar;Westerse allochtoon;1;2007 september;650
1398;Vrouwen;25 tot 35 jaar;Westerse allochtoon;2;2005 september;730
1399;Vrouwen;25 tot 35 jaar;Westerse allochtoon;2;2006 september;540
1400;Vrouwen;25 tot 35 jaar;Westerse allochtoon;2;2007 september;480
1401;Vrouwen;25 tot 35 jaar;Westerse allochtoon;5;2005 september;990
1402;Vrouwen;25 tot 35 jaar;Westerse allochtoon;5;2006 september;880
1403;Vrouwen;25 tot 35 jaar;Westerse allochtoon;5;2007 september;690
1404;Vrouwen;25 tot 35 jaar;Westerse allochtoon;6;2005 september;720
1405;Vrouwen;25 tot 35 jaar;Westerse allochtoon;6;2006 september;600
1406;Vrouwen;25 tot 35 jaar;Westerse allochtoon;6;2007 september;540
1407;Vrouwen;25 tot 35 jaar;Westerse allochtoon;7;2005 september;510
1408;Vrouwen;25 tot 35 jaar;Westerse allochtoon;7;2006 september;430
1409;Vrouwen;25 tot 35 jaar;Westerse allochtoon;7;2007 september;370
1410;Vrouwen;25 tot 35 jaar;Westerse allochtoon;9;2005 september;430
1411;Vrouwen;25 tot 35 jaar;Westerse allochtoon;9;2006 september;310
1412;Vrouwen;25 tot 35 jaar;Westerse allochtoon;9;2007 september;250
1413;Vrouwen;25 tot 35 jaar;Westerse allochtoon;5 jaar of langer;2005 september;1050
1414;Vrouwen;25 tot 35 jaar;Westerse allochtoon;5 jaar of langer;2006 september;960
1415;Vrouwen;25 tot 35 jaar;Westerse allochtoon;5 jaar of langer;2007 september;800
1416;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;0;2005 september;25520
1417;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;0;2006 september;23590
1418;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;0;2007 september;20070
1419;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;1;2005 september;3350
1420;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;1;2006 september;3510
1421;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;1;2007 september;2750
1422;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;2;2005 september;3370
1423;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;2;2006 september;2800
1424;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;2;2007 september;2230
1425;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;5;2005 september;4500
1426;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;5;2006 september;4350
1427;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;5;2007 september;3810
1428;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;6;2005 september;3660
1429;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;6;2006 september;3030
1430;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;6;2007 september;2780
1431;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;7;2005 september;2630
1432;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;7;2006 september;2500
1433;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;7;2007 september;2000
1434;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;9;2005 september;2170
1435;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;9;2006 september;1900
1436;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;9;2007 september;1670
1437;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;5 jaar of langer;2005 september;5840
1438;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;5 jaar of langer;2006 september;5490
1439;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;5 jaar of langer;2007 september;4830
1440;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;0;2005 september;63980
1441;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;0;2006 september;61830
1442;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;0;2007 september;55910
1443;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;1;2005 september;6100
1444;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;1;2006 september;7110
1445;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;1;2007 september;5730
1446;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;2;2005 september;5870
1447;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;2;2006 september;5400
1448;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;2;2007 september;4610
1449;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;5;2005 september;8720
1450;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;5;2006 september;8170
1451;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;5;2007 september;7840
1452;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;6;2005 september;7120
1453;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;6;2006 september;6400
1454;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;6;2007 september;5840
1455;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;7;2005 september;5390
1456;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;7;2006 september;5520
1457;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;7;2007 september;4660
1458;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;9;2005 september;4800
1459;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;9;2006 september;4250
1460;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;9;2007 september;4200
1461;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;5 jaar of langer;2005 september;25970
1462;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;5 jaar of langer;2006 september;24980
1463;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;5 jaar of langer;2007 september;23040
1464;Vrouwen;35 tot 45 jaar;Autochtoon;0;2005 september;30500
1465;Vrouwen;35 tot 45 jaar;Autochtoon;0;2006 september;28600
1466;Vrouwen;35 tot 45 jaar;Autochtoon;0;2007 september;24880
1467;Vrouwen;35 tot 45 jaar;Autochtoon;1;2005 september;3190
1468;Vrouwen;35 tot 45 jaar;Autochtoon;1;2006 september;3600
1469;Vrouwen;35 tot 45 jaar;Autochtoon;1;2007 september;2750
1470;Vrouwen;35 tot 45 jaar;Autochtoon;2;2005 september;2830
1471;Vrouwen;35 tot 45 jaar;Autochtoon;2;2006 september;2570
1472;Vrouwen;35 tot 45 jaar;Autochtoon;2;2007 september;2100
1473;Vrouwen;35 tot 45 jaar;Autochtoon;5;2005 september;4200
1474;Vrouwen;35 tot 45 jaar;Autochtoon;5;2006 september;3710
1475;Vrouwen;35 tot 45 jaar;Autochtoon;5;2007 september;3520
1476;Vrouwen;35 tot 45 jaar;Autochtoon;6;2005 september;3270
1477;Vrouwen;35 tot 45 jaar;Autochtoon;6;2006 september;2910
1478;Vrouwen;35 tot 45 jaar;Autochtoon;6;2007 september;2460
1479;Vrouwen;35 tot 45 jaar;Autochtoon;7;2005 september;2340
1480;Vrouwen;35 tot 45 jaar;Autochtoon;7;2006 september;2450
1481;Vrouwen;35 tot 45 jaar;Autochtoon;7;2007 september;2030
1482;Vrouwen;35 tot 45 jaar;Autochtoon;9;2005 september;2130
1483;Vrouwen;35 tot 45 jaar;Autochtoon;9;2006 september;1810
1484;Vrouwen;35 tot 45 jaar;Autochtoon;9;2007 september;1790
1485;Vrouwen;35 tot 45 jaar;Autochtoon;5 jaar of langer;2005 september;12550
1486;Vrouwen;35 tot 45 jaar;Autochtoon;5 jaar of langer;2006 september;11570
1487;Vrouwen;35 tot 45 jaar;Autochtoon;5 jaar of langer;2007 september;10230
1488;Vrouwen;35 tot 45 jaar;Westerse allochtoon;0;2005 september;6870
1489;Vrouwen;35 tot 45 jaar;Westerse allochtoon;0;2006 september;6570
1490;Vrouwen;35 tot 45 jaar;Westerse allochtoon;0;2007 september;5960
1491;Vrouwen;35 tot 45 jaar;Westerse allochtoon;1;2005 september;680
1492;Vrouwen;35 tot 45 jaar;Westerse allochtoon;1;2006 september;800
1493;Vrouwen;35 tot 45 jaar;Westerse allochtoon;1;2007 september;720
1494;Vrouwen;35 tot 45 jaar;Westerse allochtoon;2;2005 september;720
1495;Vrouwen;35 tot 45 jaar;Westerse allochtoon;2;2006 september;660
1496;Vrouwen;35 tot 45 jaar;Westerse allochtoon;2;2007 september;560
1497;Vrouwen;35 tot 45 jaar;Westerse allochtoon;5;2005 september;1030
1498;Vrouwen;35 tot 45 jaar;Westerse allochtoon;5;2006 september;950
1499;Vrouwen;35 tot 45 jaar;Westerse allochtoon;5;2007 september;900
1500;Vrouwen;35 tot 45 jaar;Westerse allochtoon;6;2005 september;830
1501;Vrouwen;35 tot 45 jaar;Westerse allochtoon;6;2006 september;730
1502;Vrouwen;35 tot 45 jaar;Westerse allochtoon;6;2007 september;670
1503;Vrouwen;35 tot 45 jaar;Westerse allochtoon;7;2005 september;620
1504;Vrouwen;35 tot 45 jaar;Westerse allochtoon;7;2006 september;620
1505;Vrouwen;35 tot 45 jaar;Westerse allochtoon;7;2007 september;520
1506;Vrouwen;35 tot 45 jaar;Westerse allochtoon;9;2005 september;530
1507;Vrouwen;35 tot 45 jaar;Westerse allochtoon;9;2006 september;460
1508;Vrouwen;35 tot 45 jaar;Westerse allochtoon;9;2007 september;440
1509;Vrouwen;35 tot 45 jaar;Westerse allochtoon;5 jaar of langer;2005 september;2470
1510;Vrouwen;35 tot 45 jaar;Westerse allochtoon;5 jaar of langer;2006 september;2360
1511;Vrouwen;35 tot 45 jaar;Westerse allochtoon;5 jaar of langer;2007 september;2150
1512;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;0;2005 september;26610
1513;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;0;2006 september;26660
1514;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;0;2007 september;25070
1515;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;1;2005 september;2230
1516;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;1;2006 september;2710
1517;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;1;2007 september;2260
1518;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;2;2005 september;2330
1519;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;2;2006 september;2180
1520;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;2;2007 september;1950
1521;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;5;2005 september;3490
1522;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;5;2006 september;3500
1523;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;5;2007 september;3420
1524;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;6;2005 september;3020
1525;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;6;2006 september;2760
1526;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;6;2007 september;2700
1527;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;7;2005 september;2430
1528;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;7;2006 september;2450
1529;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;7;2007 september;2110
1530;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;9;2005 september;2150
1531;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;9;2006 september;1990
1532;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;9;2007 september;1960
1533;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;5 jaar of langer;2005 september;10960
1534;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;5 jaar of langer;2006 september;11060
1535;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;5 jaar of langer;2007 september;10660
1536;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;0;2005 september;54870
1537;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;0;2006 september;54340
1538;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;0;2007 september;53020
1539;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;1;2005 september;3350
1540;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;1;2006 september;4060
1541;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;1;2007 september;3700
1542;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;2;2005 september;3580
1543;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;2;2006 september;3100
1544;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;2;2007 september;3060
1545;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;5;2005 september;5480
1546;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;5;2006 september;5240
1547;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;5;2007 september;5050
1548;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;6;2005 september;4610
1549;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;6;2006 september;4460
1550;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;6;2007 september;4230
1551;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;7;2005 september;3490
1552;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;7;2006 september;3890
1553;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;7;2007 september;3760
1554;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;9;2005 september;3460
1555;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;9;2006 september;3030
1556;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;9;2007 september;3370
1557;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;5 jaar of langer;2005 september;30900
1558;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;5 jaar of langer;2006 september;30560
1559;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;5 jaar of langer;2007 september;29860
1560;Vrouwen;45 tot 55 jaar;Autochtoon;0;2005 september;29080
1561;Vrouwen;45 tot 55 jaar;Autochtoon;0;2006 september;28150
1562;Vrouwen;45 tot 55 jaar;Autochtoon;0;2007 september;26870
1563;Vrouwen;45 tot 55 jaar;Autochtoon;1;2005 september;1890
1564;Vrouwen;45 tot 55 jaar;Autochtoon;1;2006 september;2090
1565;Vrouwen;45 tot 55 jaar;Autochtoon;1;2007 september;1910
1566;Vrouwen;45 tot 55 jaar;Autochtoon;2;2005 september;1870
1567;Vrouwen;45 tot 55 jaar;Autochtoon;2;2006 september;1600
1568;Vrouwen;45 tot 55 jaar;Autochtoon;2;2007 september;1630
1569;Vrouwen;45 tot 55 jaar;Autochtoon;5;2005 september;2820
1570;Vrouwen;45 tot 55 jaar;Autochtoon;5;2006 september;2680
1571;Vrouwen;45 tot 55 jaar;Autochtoon;5;2007 september;2460
1572;Vrouwen;45 tot 55 jaar;Autochtoon;6;2005 september;2270
1573;Vrouwen;45 tot 55 jaar;Autochtoon;6;2006 september;2220
1574;Vrouwen;45 tot 55 jaar;Autochtoon;6;2007 september;2090
1575;Vrouwen;45 tot 55 jaar;Autochtoon;7;2005 september;1670
1576;Vrouwen;45 tot 55 jaar;Autochtoon;7;2006 september;1840
1577;Vrouwen;45 tot 55 jaar;Autochtoon;7;2007 september;1810
1578;Vrouwen;45 tot 55 jaar;Autochtoon;9;2005 september;1710
1579;Vrouwen;45 tot 55 jaar;Autochtoon;9;2006 september;1410
1580;Vrouwen;45 tot 55 jaar;Autochtoon;9;2007 september;1540
1581;Vrouwen;45 tot 55 jaar;Autochtoon;5 jaar of langer;2005 september;16850
1582;Vrouwen;45 tot 55 jaar;Autochtoon;5 jaar of langer;2006 september;16300
1583;Vrouwen;45 tot 55 jaar;Autochtoon;5 jaar of langer;2007 september;15430
1584;Vrouwen;45 tot 55 jaar;Westerse allochtoon;0;2005 september;6680
1585;Vrouwen;45 tot 55 jaar;Westerse allochtoon;0;2006 september;6590
1586;Vrouwen;45 tot 55 jaar;Westerse allochtoon;0;2007 september;6310
1587;Vrouwen;45 tot 55 jaar;Westerse allochtoon;1;2005 september;450
1588;Vrouwen;45 tot 55 jaar;Westerse allochtoon;1;2006 september;550
1589;Vrouwen;45 tot 55 jaar;Westerse allochtoon;1;2007 september;510
1590;Vrouwen;45 tot 55 jaar;Westerse allochtoon;2;2005 september;520
