ID;RegioS;Perioden;ConsumentenvertrouwenIndicator_1;EconomischeSituatieLaatste12Maanden_2;EconomischeSituatieKomende12Maanden_3;FinancieleSituatieLaatste12Maanden_4;FinancieleSituatieKomende12Maanden_5;GunstigeTijdVoorGroteAankopen_6;EconomischKlimaatIndicator_7;EconomischeSituatieLaatste12Maanden_8;EconomischeSituatieKomende12Maanden_9;KoopbereidheidIndicator_10;FinancieleSituatieLaatste12Maanden_11;FinancieleSituatieKomende12Maanden_12;GunstigeTijdVoorGroteAankopen_13;TotaalEconomischeSitLaatste12Mnd_14;DuidelijkVerbeteren_15;IetsVerbeteren_16;Ongewijzigd_17;IetsVerslechterd_18;DuidelijkVerslechterd_19;WeetNiet_20;TotaalEconomischeSitKomende12Mnd_21;DuidelijkVerbeteren_22;IetsVerbeteren_23;OngewijzigdBlijven_24;IetsVerslechteren_25;DuidelijkVerslechteren_26;WeetNiet_27;TotaalFinancieleSitLaatste12Mnd_28;DuidelijkVerbeterd_29;IetsVerbeterd_30;Ongewijzigd_31;IetsVerslechterd_32;DuidelijkVerslechterd_33;WeetNiet_34;TotaalFinancieleSitKomende12Mnd_35;DuidelijkVerbeteren_36;IetsVerbeteren_37;OngewijzigdBlijven_38;IetsVerslechteren_39;DuidelijkVerslechteren_40;WeetNiet_41;TotaalGunstigeTijdVoorAankoopArt_42;GunstigeTijd_43;NietGunstigOngunstig_44;OngunstigeTijd_45;WeetNiet_46;TotaalPrijzenLaatste12Mnd_47;SterkGestegen_48;MatigGestegen_49;ZwakGestegen_50;VrijwelGelijkGebleven_51;Gedaald_52;WeetNiet_53;TotaalPrijzenKomende12Mnd_54;SterkerStijgen_55;EvenveelStijgen_56;MinderStijgen_57;GelijkBlijven_58;Dalen_59;WeetNiet_60;TotaalWerkloosheidKomende12Mnd_61;DuidelijkStijgen_62;EnigszinsStijgen_63;GelijkBlijven_64;IetsDalen_65;DuidelijkDalen_66;WeetNiet_67;TotaalFinancieleSituatieEigenHuish_68;SchuldenMaken_69;SpaarmiddelenAanspreken_70;PreciesRondkomen_71;BeetjeGeldOverhouden_72;VeelGeldOverhouden_73;WeetNiet_74;TotaalGeldOpzijLeggenKomende12Mnd_75;Jazeker_76;JaMisschien_77;WaarschijnlijkNiet_78;ZekerNiet_79;WeetNiet_80;TotaalSparenZinvol_81;Jazeker_82;JaMisschien_83;WaarschijnlijkNiet_84;ZekerNiet_85;WeetNiet_86;TotaalAankoopDuurzameArtKomendJaar_87;VeelMeer_88;EenBeetjeMeer_89;Evenveel_90;IetsMinder_91;VeelMinder_92;WeetNiet_93;TotaalAutoKopenKomende2Jaren_94;Jazeker_95;JaMisschien_96;WaarschijnlijkNiet_97;ZekerNiet_98;WeetNiet_99;TotaalWoningKopenOfBouwenKom2Jr_100;Jazeker_101;JaMisschien_102;WaarschijnlijkNiet_103;ZekerNiet_104;WeetNiet_105;TotaalOnderhoudOfVerbeteringWoning_106;Jazeker_107;JaMisschien_108;WaarschijnlijkNiet_109;ZekerNiet_110;WeetNiet_111;TotaalWaaropBezuinBijDalingInkomen_112;VoedingDrankenTabak_113;KledingSchoeisel_114;Auto_115;VakantieUitgaan_116;DuurzameArtikelen_117;OverigeBezuinigingen_118;WeetNiet_119;TotaalWaaropBezuinBijDalingInkomen_120;VoedingDrankenTabak_121;KledingSchoeisel_122;AutoEnVervoer_123;Vakantie_124;RecreatieEnCultuur_125;Overig_126;OpAllesOpNiets_127;WeetNiet_128
300;West-Nederland;2016 3e kwartaal;5.0;15.0;8.0;-9.0;-5.0;19.0;11.0;15.0;8.0;2.0;-9.0;-5.0;19.0;100.0;9.0;28.0;37.0;10.0;11.0;5.0;100.0;4.0;24.0;42.0;11.0;8.0;11.0;100.0;7.0;10.0;56.0;15.0;11.0;1.0;100.0;5.0;8.0;64.0;13.0;6.0;4.0;100.0;31.0;43.0;13.0;13.0;100.0;8.0;22.0;7.0;53.0;4.0;5.0;100.0;25.0;21.0;5.0;39.0;3.0;8.0;100.0;14.0;18.0;27.0;28.0;6.0;7.0;100.0;1.0;4.0;42.0;36.0;16.0;2.0;100.0;55.0;12.0;7.0;23.0;3.0;100.0;46.0;8.0;9.0;34.0;3.0;100.0;4.0;8.0;61.0;11.0;13.0;4.0;100.0;11.0;9.0;14.0;65.0;1.0;100.0;3.0;5.0;5.0;87.0;1.0;100.0;23.0;6.0;6.0;64.0;1.0;;;;;;;;;100.0;12.0;7.0;9.0;17.0;17.0;12.0;13.0;13.0
301;West-Nederland;2016 4e kwartaal;9.0;17.0;8.0;-5.0;-1.0;10.0;19.0;17.0;8.0;3.0;-5.0;-1.0;10.0;100.0;11.0;30.0;36.0;7.0;8.0;7.0;100.0;5.0;25.0;38.0;12.0;5.0;14.0;100.0;7.0;10.0;58.0;14.0;10.0;1.0;100.0;5.0;10.0;62.0;12.0;5.0;6.0;100.0;30.0;43.0;15.0;12.0;100.0;9.0;23.0;9.0;50.0;2.0;7.0;100.0;32.0;21.0;3.0;32.0;2.0;9.0;100.0;11.0;13.0;29.0;31.0;9.0;8.0;100.0;2.0;6.0;39.0;39.0;12.0;2.0;100.0;48.0;16.0;10.0;22.0;4.0;100.0;48.0;8.0;11.0;29.0;5.0;100.0;4.0;6.0;62.0;11.0;12.0;4.0;100.0;8.0;10.0;14.0;67.0;1.0;100.0;4.0;5.0;4.0;87.0;1.0;100.0;22.0;5.0;6.0;65.0;1.0;;;;;;;;;100.0;10.0;8.0;10.0;16.0;16.0;13.0;14.0;14.0
302;West-Nederland;2016;5.0;13.0;6.0;-10.0;-4.0;14.0;11.0;13.0;6.0;0.0;-10.0;-4.0;14.0;100.0;9.0;28.0;36.0;11.0;12.0;6.0;100.0;4.0;23.0;41.0;13.0;9.0;10.0;100.0;7.0;11.0;54.0;16.0;12.0;1.0;100.0;5.0;10.0;61.0;13.0;6.0;5.0;100.0;31.0;42.0;15.0;13.0;100.0;8.0;25.0;8.0;49.0;4.0;6.0;100.0;25.0;23.0;4.0;38.0;3.0;8.0;100.0;19.0;19.0;26.0;25.0;6.0;6.0;100.0;2.0;5.0;41.0;36.0;14.0;2.0;100.0;51.0;14.0;10.0;22.0;4.0;100.0;47.0;8.0;10.0;31.0;3.0;100.0;4.0;7.0;62.0;10.0;13.0;4.0;100.0;10.0;9.0;14.0;66.0;2.0;100.0;4.0;5.0;4.0;87.0;1.0;100.0;23.0;6.0;6.0;64.0;1.0;;;;;;;;;100.0;12.0;8.0;9.0;16.0;16.0;13.0;13.0;13.0
303;West-Nederland;2017 1e kwartaal;16.0;35.0;26.0;-5.0;1.0;23.0;31.0;35.0;26.0;6.0;-5.0;1.0;23.0;100.0;16.0;32.0;34.0;7.0;5.0;6.0;100.0;7.0;30.0;38.0;7.0;3.0;14.0;100.0;7.0;11.0;58.0;14.0;9.0;1.0;100.0;4.0;11.0;66.0;8.0;5.0;6.0;100.0;34.0;45.0;10.0;11.0;100.0;10.0;27.0;10.0;46.0;1.0;6.0;100.0;27.0;27.0;4.0;30.0;1.0;11.0;100.0;6.0;10.0;24.0;39.0;13.0;8.0;100.0;1.0;4.0;38.0;39.0;15.0;2.0;100.0;52.0;15.0;8.0;22.0;4.0;100.0;50.0;9.0;10.0;29.0;3.0;100.0;5.0;8.0;64.0;9.0;10.0;3.0;100.0;9.0;12.0;13.0;65.0;2.0;100.0;4.0;5.0;6.0;85.0;1.0;100.0;23.0;9.0;5.0;63.0;1.0;;;;;;;;;100.0;11.0;7.0;10.0;17.0;16.0;12.0;13.0;14.0
304;Zuid-Nederland;2002 1e kwartaal;-7.0;-42.0;-4.0;9.0;10.0;-9.0;-23.0;-42.0;-4.0;3.0;9.0;10.0;-9.0;100.0;1.0;3.0;43.0;29.0;18.0;6.0;100.0;3.0;18.0;44.0;19.0;6.0;9.0;100.0;10.0;14.0;61.0;9.0;6.0;1.0;100.0;7.0;12.0;67.0;7.0;2.0;4.0;100.0;17.0;45.0;26.0;12.0;100.0;36.0;45.0;8.0;10.0;0.0;1.0;100.0;16.0;29.0;9.0;40.0;1.0;4.0;100.0;15.0;32.0;36.0;8.0;1.0;8.0;100.0;1.0;2.0;36.0;45.0;15.0;2.0;100.0;62.0;10.0;8.0;16.0;5.0;100.0;76.0;6.0;4.0;10.0;3.0;100.0;6.0;9.0;55.0;12.0;16.0;3.0;100.0;15.0;11.0;19.0;53.0;2.0;100.0;6.0;6.0;6.0;81.0;1.0;100.0;23.0;6.0;7.0;63.0;1.0;100.0;6.0;12.0;14.0;15.0;21.0;19.0;13.0;;;;;;;;;
305;Zuid-Nederland;2002 2e kwartaal;-17.0;-57.0;-12.0;-4.0;5.0;-20.0;-35.0;-57.0;-12.0;-6.0;-4.0;5.0;-20.0;100.0;0.0;4.0;29.0;34.0;27.0;5.0;100.0;3.0;14.0;44.0;21.0;9.0;9.0;100.0;10.0;12.0;52.0;15.0;10.0;1.0;100.0;5.0;13.0;67.0;10.0;3.0;3.0;100.0;14.0;40.0;34.0;11.0;100.0;65.0;28.0;3.0;2.0;0.0;1.0;100.0;7.0;21.0;11.0;54.0;2.0;5.0;100.0;12.0;32.0;37.0;9.0;1.0;8.0;100.0;1.0;3.0;38.0;40.0;15.0;3.0;100.0;55.0;14.0;8.0;20.0;3.0;100.0;71.0;9.0;5.0;11.0;3.0;100.0;4.0;7.0;56.0;13.0;16.0;3.0;100.0;12.0;13.0;17.0;57.0;2.0;100.0;4.0;4.0;7.0;83.0;1.0;100.0;25.0;7.0;6.0;61.0;1.0;100.0;5.0;10.0;9.0;20.0;24.0;19.0;13.0;;;;;;;;;
306;Zuid-Nederland;2002 3e kwartaal;-29.0;-72.0;-26.0;-14.0;5.0;-36.0;-49.0;-72.0;-26.0;-15.0;-14.0;5.0;-36.0;100.0;0.0;1.0;21.0;30.0;43.0;5.0;100.0;3.0;10.0;40.0;21.0;18.0;8.0;100.0;6.0;7.0;58.0;14.0;14.0;1.0;100.0;6.0;10.0;70.0;7.0;4.0;4.0;100.0;8.0;39.0;44.0;10.0;100.0;73.0;23.0;2.0;1.0;0.0;0.0;100.0;6.0;16.0;13.0;58.0;3.0;4.0;100.0;29.0;32.0;22.0;5.0;1.0;9.0;100.0;1.0;3.0;44.0;37.0;14.0;1.0;100.0;56.0;10.0;7.0;23.0;3.0;100.0;73.0;8.0;5.0;11.0;3.0;100.0;5.0;5.0;54.0;13.0;19.0;3.0;100.0;13.0;10.0;17.0;59.0;1.0;100.0;4.0;5.0;6.0;83.0;2.0;100.0;23.0;4.0;6.0;65.0;1.0;100.0;6.0;9.0;8.0;23.0;25.0;17.0;12.0;;;;;;;;;
307;Zuid-Nederland;2002 4e kwartaal;-33.0;-75.0;-32.0;-20.0;-1.0;-37.0;-53.0;-75.0;-32.0;-20.0;-20.0;-1.0;-37.0;100.0;1.0;1.0;17.0;28.0;49.0;4.0;100.0;2.0;10.0;38.0;24.0;19.0;8.0;100.0;6.0;6.0;56.0;18.0;15.0;0.0;100.0;5.0;8.0;69.0;9.0;6.0;4.0;100.0;8.0;38.0;46.0;8.0;100.0;77.0;20.0;1.0;1.0;0.0;0.0;100.0;7.0;18.0;15.0;53.0;2.0;4.0;100.0;38.0;33.0;19.0;3.0;2.0;5.0;100.0;1.0;5.0;40.0;37.0;16.0;1.0;100.0;52.0;14.0;8.0;22.0;4.0;100.0;74.0;5.0;4.0;14.0;3.0;100.0;6.0;4.0;55.0;12.0;20.0;2.0;100.0;16.0;11.0;16.0;55.0;2.0;100.0;4.0;4.0;6.0;85.0;1.0;100.0;24.0;5.0;5.0;65.0;1.0;100.0;6.0;9.0;9.0;18.0;28.0;19.0;12.0;;;;;;;;;
308;Zuid-Nederland;2002;-22.0;-62.0;-19.0;-7.0;5.0;-26.0;-40.0;-62.0;-19.0;-10.0;-7.0;5.0;-26.0;100.0;1.0;2.0;28.0;30.0;35.0;5.0;100.0;3.0;13.0;41.0;21.0;13.0;9.0;100.0;8.0;10.0;57.0;14.0;11.0;1.0;100.0;6.0;11.0;68.0;8.0;4.0;4.0;100.0;12.0;41.0;37.0;10.0;100.0;63.0;29.0;4.0;4.0;0.0;1.0;100.0;9.0;21.0;12.0;51.0;2.0;4.0;100.0;24.0;32.0;29.0;6.0;1.0;8.0;100.0;1.0;3.0;39.0;40.0;15.0;2.0;100.0;56.0;12.0;8.0;20.0;3.0;100.0;73.0;7.0;5.0;12.0;3.0;100.0;5.0;7.0;55.0;13.0;18.0;3.0;100.0;14.0;11.0;17.0;56.0;2.0;100.0;5.0;5.0;6.0;83.0;1.0;100.0;24.0;5.0;6.0;64.0;1.0;100.0;6.0;10.0;10.0;19.0;24.0;18.0;13.0;;;;;;;;;
309;Zuid-Nederland;2003 1e kwartaal;-40.0;-85.0;-45.0;-27.0;-6.0;-37.0;-65.0;-85.0;-45.0;-23.0;-27.0;-6.0;-37.0;100.0;0.0;1.0;12.0;30.0;55.0;2.0;100.0;1.0;7.0;30.0;28.0;25.0;9.0;100.0;4.0;7.0;51.0;18.0;19.0;1.0;100.0;5.0;9.0;63.0;13.0;7.0;2.0;100.0;9.0;38.0;46.0;7.0;100.0;72.0;23.0;3.0;2.0;0.0;0.0;100.0;9.0;22.0;15.0;46.0;4.0;5.0;100.0;53.0;26.0;13.0;2.0;1.0;4.0;100.0;2.0;5.0;44.0;37.0;12.0;1.0;100.0;50.0;12.0;10.0;26.0;2.0;100.0;76.0;6.0;4.0;12.0;2.0;100.0;4.0;5.0;55.0;13.0;22.0;2.0;100.0;13.0;10.0;13.0;63.0;2.0;100.0;4.0;6.0;5.0;84.0;1.0;100.0;23.0;5.0;7.0;63.0;2.0;100.0;6.0;11.0;9.0;21.0;24.0;17.0;13.0;;;;;;;;;
310;Zuid-Nederland;2003 2e kwartaal;-37.0;-85.0;-32.0;-26.0;-6.0;-35.0;-59.0;-85.0;-32.0;-22.0;-26.0;-6.0;-35.0;100.0;0.0;0.0;11.0;24.0;62.0;2.0;100.0;2.0;9.0;36.0;21.0;22.0;8.0;100.0;5.0;7.0;50.0;21.0;17.0;0.0;100.0;3.0;9.0;66.0;12.0;6.0;3.0;100.0;10.0;38.0;44.0;8.0;100.0;68.0;25.0;2.0;4.0;0.0;0.0;100.0;10.0;24.0;12.0;46.0;4.0;4.0;100.0;53.0;27.0;10.0;4.0;1.0;5.0;100.0;2.0;5.0;47.0;34.0;12.0;1.0;100.0;49.0;14.0;10.0;24.0;4.0;100.0;77.0;5.0;3.0;12.0;3.0;100.0;5.0;6.0;54.0;11.0;20.0;3.0;100.0;15.0;9.0;16.0;56.0;3.0;100.0;3.0;5.0;6.0;86.0;1.0;100.0;25.0;4.0;5.0;65.0;1.0;100.0;6.0;9.0;10.0;23.0;21.0;20.0;10.0;;;;;;;;;
311;Zuid-Nederland;2003 3e kwartaal;-38.0;-83.0;-26.0;-29.0;-12.0;-39.0;-54.0;-83.0;-26.0;-27.0;-29.0;-12.0;-39.0;100.0;1.0;1.0;10.0;25.0;60.0;3.0;100.0;3.0;14.0;35.0;23.0;20.0;6.0;100.0;6.0;6.0;47.0;19.0;22.0;0.0;100.0;3.0;7.0;62.0;14.0;9.0;4.0;100.0;9.0;36.0;48.0;7.0;100.0;63.0;26.0;4.0;6.0;1.0;1.0;100.0;8.0;21.0;18.0;45.0;4.0;4.0;100.0;55.0;24.0;12.0;5.0;1.0;4.0;100.0;2.0;3.0;46.0;32.0;16.0;1.0;100.0;51.0;14.0;12.0;19.0;4.0;100.0;73.0;6.0;6.0;12.0;3.0;100.0;4.0;5.0;57.0;12.0;20.0;3.0;100.0;14.0;10.0;15.0;60.0;0.0;100.0;4.0;5.0;5.0;85.0;1.0;100.0;22.0;5.0;8.0;65.0;1.0;100.0;4.0;8.0;8.0;23.0;21.0;20.0;15.0;;;;;;;;;
312;Zuid-Nederland;2003 4e kwartaal;-34.0;-78.0;-18.0;-28.0;-6.0;-39.0;-48.0;-78.0;-18.0;-24.0;-28.0;-6.0;-39.0;100.0;0.0;2.0;17.0;22.0;58.0;1.0;100.0;3.0;16.0;39.0;17.0;20.0;5.0;100.0;4.0;6.0;51.0;18.0;20.0;1.0;100.0;4.0;9.0;65.0;10.0;8.0;4.0;100.0;10.0;33.0;49.0;8.0;100.0;59.0;25.0;6.0;8.0;2.0;0.0;100.0;8.0;20.0;14.0;47.0;8.0;4.0;100.0;45.0;31.0;16.0;4.0;1.0;3.0;100.0;2.0;6.0;42.0;35.0;13.0;2.0;100.0;48.0;14.0;10.0;24.0;4.0;100.0;74.0;6.0;4.0;13.0;3.0;100.0;4.0;5.0;55.0;15.0;19.0;2.0;100.0;14.0;9.0;14.0;60.0;2.0;100.0;2.0;4.0;6.0;87.0;1.0;100.0;23.0;4.0;6.0;67.0;1.0;100.0;5.0;12.0;9.0;19.0;22.0;21.0;12.0;;;;;;;;;
313;Zuid-Nederland;2003;-37.0;-83.0;-30.0;-27.0;-8.0;-37.0;-56.0;-83.0;-30.0;-24.0;-27.0;-8.0;-37.0;100.0;0.0;1.0;12.0;25.0;59.0;2.0;100.0;2.0;12.0;35.0;22.0;22.0;7.0;100.0;5.0;6.0;50.0;19.0;20.0;1.0;100.0;4.0;8.0;64.0;12.0;8.0;4.0;100.0;10.0;36.0;47.0;7.0;100.0;66.0;25.0;4.0;5.0;1.0;0.0;100.0;9.0;22.0;15.0;46.0;5.0;4.0;100.0;52.0;27.0;13.0;4.0;1.0;4.0;100.0;2.0;4.0;45.0;35.0;13.0;1.0;100.0;50.0;13.0;10.0;23.0;3.0;100.0;75.0;6.0;4.0;12.0;3.0;100.0;4.0;5.0;55.0;13.0;20.0;2.0;100.0;14.0;10.0;15.0;60.0;2.0;100.0;3.0;5.0;5.0;86.0;1.0;100.0;23.0;5.0;6.0;65.0;1.0;100.0;5.0;10.0;9.0;22.0;22.0;19.0;13.0;;;;;;;;;
314;Zuid-Nederland;2004 1e kwartaal;-30.0;-70.0;-8.0;-27.0;-8.0;-38.0;-39.0;-70.0;-8.0;-24.0;-27.0;-8.0;-38.0;100.0;0.0;4.0;19.0;25.0;49.0;1.0;100.0;3.0;19.0;42.0;15.0;15.0;6.0;100.0;6.0;5.0;51.0;20.0;17.0;0.0;100.0;5.0;7.0;66.0;13.0;7.0;3.0;100.0;9.0;37.0;47.0;7.0;100.0;50.0;24.0;6.0;16.0;4.0;1.0;100.0;11.0;19.0;11.0;51.0;5.0;3.0;100.0;42.0;29.0;18.0;7.0;2.0;2.0;100.0;2.0;4.0;47.0;34.0;12.0;1.0;100.0;47.0;16.0;10.0;25.0;3.0;100.0;75.0;6.0;5.0;13.0;2.0;100.0;5.0;5.0;55.0;14.0;20.0;2.0;100.0;14.0;10.0;14.0;61.0;2.0;100.0;4.0;3.0;5.0;87.0;1.0;100.0;23.0;4.0;6.0;66.0;1.0;100.0;5.0;9.0;8.0;21.0;24.0;21.0;11.0;;;;;;;;;
315;Zuid-Nederland;2004 2e kwartaal;-29.0;-66.0;-12.0;-24.0;-6.0;-36.0;-39.0;-66.0;-12.0;-22.0;-24.0;-6.0;-36.0;100.0;1.0;5.0;21.0;22.0;50.0;2.0;100.0;3.0;17.0;44.0;18.0;13.0;5.0;100.0;5.0;5.0;55.0;16.0;18.0;1.0;100.0;3.0;7.0;68.0;10.0;7.0;4.0;100.0;12.0;32.0;48.0;8.0;100.0;45.0;26.0;4.0;21.0;3.0;1.0;100.0;11.0;23.0;11.0;47.0;5.0;3.0;100.0;40.0;29.0;20.0;7.0;2.0;3.0;100.0;2.0;6.0;43.0;35.0;12.0;2.0;100.0;46.0;15.0;9.0;27.0;3.0;100.0;72.0;7.0;5.0;14.0;2.0;100.0;3.0;4.0;58.0;12.0;20.0;2.0;100.0;11.0;10.0;16.0;62.0;2.0;100.0;1.0;6.0;8.0;84.0;1.0;100.0;23.0;5.0;5.0;67.0;1.0;100.0;5.0;9.0;11.0;21.0;20.0;21.0;12.0;;;;;;;;;
316;Zuid-Nederland;2004 3e kwartaal;-24.0;-55.0;-6.0;-26.0;-3.0;-31.0;-30.0;-55.0;-6.0;-20.0;-26.0;-3.0;-31.0;100.0;1.0;7.0;28.0;24.0;39.0;2.0;100.0;3.0;20.0;41.0;16.0;13.0;7.0;100.0;5.0;5.0;52.0;20.0;16.0;1.0;100.0;5.0;8.0;67.0;10.0;7.0;4.0;100.0;15.0;32.0;46.0;7.0;100.0;40.0;31.0;6.0;18.0;3.0;2.0;100.0;12.0;24.0;12.0;46.0;3.0;3.0;100.0;27.0;27.0;29.0;12.0;2.0;4.0;100.0;2.0;4.0;43.0;36.0;14.0;1.0;100.0;49.0;18.0;7.0;24.0;3.0;100.0;75.0;6.0;4.0;12.0;3.0;100.0;5.0;7.0;56.0;12.0;18.0;3.0;100.0;14.0;11.0;15.0;59.0;1.0;100.0;3.0;5.0;6.0;85.0;1.0;100.0;21.0;5.0;5.0;68.0;1.0;100.0;6.0;7.0;11.0;21.0;20.0;20.0;15.0;;;;;;;;;
317;Zuid-Nederland;2004 4e kwartaal;-33.0;-59.0;-24.0;-32.0;-13.0;-36.0;-42.0;-59.0;-24.0;-27.0;-32.0;-13.0;-36.0;100.0;1.0;5.0;28.0;23.0;41.0;2.0;100.0;3.0;16.0;35.0;21.0;22.0;5.0;100.0;5.0;4.0;50.0;20.0;20.0;1.0;100.0;6.0;8.0;55.0;15.0;12.0;4.0;100.0;13.0;32.0;48.0;7.0;100.0;36.0;28.0;5.0;26.0;3.0;2.0;100.0;23.0;28.0;10.0;33.0;4.0;2.0;100.0;34.0;26.0;26.0;9.0;2.0;3.0;100.0;3.0;6.0;47.0;33.0;11.0;2.0;100.0;49.0;13.0;10.0;26.0;2.0;100.0;77.0;5.0;4.0;11.0;2.0;100.0;6.0;5.0;53.0;12.0;22.0;1.0;100.0;13.0;9.0;16.0;60.0;2.0;100.0;5.0;5.0;4.0;85.0;1.0;100.0;21.0;5.0;6.0;67.0;1.0;100.0;6.0;10.0;12.0;19.0;23.0;19.0;11.0;;;;;;;;;
318;Zuid-Nederland;2004;-29.0;-63.0;-13.0;-27.0;-8.0;-35.0;-38.0;-63.0;-13.0;-23.0;-27.0;-8.0;-35.0;100.0;1.0;5.0;24.0;24.0;45.0;2.0;100.0;3.0;18.0;41.0;17.0;16.0;5.0;100.0;5.0;5.0;52.0;19.0;18.0;1.0;100.0;5.0;8.0;64.0;12.0;8.0;4.0;100.0;12.0;33.0;47.0;7.0;100.0;43.0;27.0;5.0;20.0;3.0;2.0;100.0;14.0;23.0;11.0;44.0;4.0;3.0;100.0;36.0;28.0;23.0;9.0;2.0;3.0;100.0;2.0;5.0;45.0;35.0;12.0;2.0;100.0;48.0;15.0;9.0;25.0;3.0;100.0;75.0;6.0;5.0;13.0;2.0;100.0;5.0;5.0;55.0;12.0;20.0;2.0;100.0;13.0;10.0;15.0;60.0;2.0;100.0;3.0;5.0;6.0;85.0;1.0;100.0;22.0;5.0;6.0;67.0;1.0;100.0;6.0;9.0;11.0;20.0;22.0;20.0;12.0;;;;;;;;;
319;Zuid-Nederland;2005 1e kwartaal;-24.0;-47.0;-8.0;-30.0;-7.0;-26.0;-28.0;-47.0;-8.0;-21.0;-30.0;-7.0;-26.0;100.0;1.0;8.0;31.0;20.0;37.0;4.0;100.0;4.0;19.0;40.0;16.0;15.0;6.0;100.0;4.0;5.0;49.0;21.0;19.0;2.0;100.0;4.0;10.0;60.0;13.0;9.0;5.0;100.0;15.0;35.0;41.0;8.0;100.0;37.0;34.0;5.0;18.0;4.0;2.0;100.0;17.0;30.0;9.0;37.0;3.0;3.0;100.0;30.0;28.0;23.0;12.0;2.0;5.0;100.0;3.0;4.0;46.0;32.0;12.0;2.0;100.0;47.0;13.0;9.0;27.0;4.0;100.0;73.0;6.0;4.0;15.0;3.0;100.0;4.0;4.0;57.0;13.0;17.0;5.0;100.0;12.0;12.0;14.0;60.0;2.0;100.0;5.0;5.0;5.0;84.0;1.0;100.0;20.0;5.0;5.0;69.0;1.0;100.0;7.0;8.0;12.0;19.0;19.0;21.0;13.0;;;;;;;;;
320;Zuid-Nederland;2005 2e kwartaal;-24.0;-46.0;-3.0;-32.0;-6.0;-34.0;-24.0;-46.0;-3.0;-24.0;-32.0;-6.0;-34.0;100.0;1.0;8.0;33.0;20.0;35.0;3.0;100.0;3.0;21.0;43.0;13.0;13.0;7.0;100.0;4.0;5.0;50.0;21.0;20.0;1.0;100.0;5.0;8.0;63.0;13.0;7.0;4.0;100.0;13.0;31.0;47.0;9.0;100.0;34.0;29.0;7.0;25.0;4.0;1.0;100.0;15.0;27.0;9.0;39.0;3.0;5.0;100.0;30.0;27.0;25.0;11.0;1.0;6.0;100.0;3.0;4.0;49.0;32.0;10.0;2.0;100.0;46.0;15.0;10.0;26.0;3.0;100.0;71.0;6.0;4.0;15.0;3.0;100.0;4.0;6.0;54.0;11.0;21.0;4.0;100.0;13.0;6.0;16.0;64.0;1.0;100.0;3.0;3.0;5.0;88.0;1.0;100.0;22.0;4.0;4.0;70.0;1.0;100.0;7.0;10.0;12.0;;;;;;;;;;;;;
321;Zuid-Nederland;2005 3e kwartaal;-29.0;-56.0;-13.0;-27.0;-15.0;-32.0;-34.0;-56.0;-13.0;-25.0;-27.0;-15.0;-32.0;100.0;0.0;4.0;31.0;22.0;38.0;4.0;100.0;2.0;18.0;40.0;16.0;17.0;7.0;100.0;5.0;5.0;53.0;17.0;20.0;1.0;100.0;4.0;7.0;58.0;15.0;11.0;5.0;100.0;14.0;33.0;46.0;8.0;100.0;35.0;31.0;6.0;23.0;3.0;2.0;100.0;20.0;29.0;7.0;37.0;3.0;4.0;100.0;29.0;23.0;29.0;12.0;2.0;5.0;100.0;2.0;6.0;48.0;33.0;9.0;2.0;100.0;41.0;14.0;11.0;30.0;3.0;100.0;74.0;5.0;5.0;13.0;4.0;100.0;5.0;4.0;56.0;10.0;21.0;4.0;100.0;10.0;8.0;12.0;69.0;1.0;100.0;3.0;5.0;5.0;87.0;1.0;100.0;19.0;5.0;5.0;70.0;1.0;100.0;6.0;8.0;14.0;21.0;17.0;20.0;14.0;;;;;;;;;
322;Zuid-Nederland;2005 4e kwartaal;-23.0;-36.0;-8.0;-23.0;-13.0;-35.0;-22.0;-36.0;-8.0;-24.0;-23.0;-13.0;-35.0;100.0;1.0;11.0;38.0;21.0;27.0;2.0;100.0;3.0;23.0;36.0;18.0;16.0;4.0;100.0;5.0;5.0;56.0;16.0;17.0;1.0;100.0;5.0;9.0;54.0;16.0;10.0;5.0;100.0;13.0;34.0;48.0;6.0;100.0;26.0;30.0;6.0;33.0;3.0;2.0;100.0;22.0;28.0;7.0;36.0;2.0;5.0;100.0;17.0;21.0;32.0;20.0;3.0;7.0;100.0;2.0;6.0;46.0;35.0;8.0;2.0;100.0;46.0;13.0;12.0;26.0;3.0;100.0;74.0;5.0;6.0;13.0;2.0;100.0;4.0;5.0;59.0;13.0;17.0;2.0;100.0;12.0;7.0;15.0;64.0;2.0;100.0;4.0;5.0;5.0;86.0;0.0;100.0;20.0;4.0;6.0;68.0;1.0;100.0;7.0;9.0;10.0;19.0;20.0;23.0;12.0;;;;;;;;;
