ID;EnergySourcesAndTechniques;EnergyApplication;Periods;FinalConsumption_1;FinalConsumptionRelative_2
1578;Total geothermal energy;Heating and cooling;2004;452.0;0.02
1579;Total geothermal energy;Heating and cooling;2005;628.0;0.03
1580;Total geothermal energy;Heating and cooling;2006;840.0;0.04
1581;Total geothermal energy;Heating and cooling;2007;1141.0;0.05
1582;Total geothermal energy;Heating and cooling;2008;1584.0;0.07
1583;Total geothermal energy;Heating and cooling;2009;1983.0;0.09
1584;Total geothermal energy;Heating and cooling;2010;2501.0;0.11
1585;Total geothermal energy;Heating and cooling;2011;2854.0;0.13
1586;Total geothermal energy;Heating and cooling;2012;3347.0;0.15
1587;Total geothermal energy;Heating and cooling;2013;4140.0;0.19
1588;Total geothermal energy;Heating and cooling;2014;4906.0;0.24
1589;Total geothermal energy;Heating and cooling;2015;6082.0;0.3
1590;Total geothermal energy;Heating and cooling;2016;6699.0;0.32
1591;Total geothermal energy;Heating and cooling;2017;7127.0;0.34
1592;Total geothermal energy;Heating and cooling;2018;8114.0;0.38
1593;Total geothermal energy;Heating and cooling;2019;10279.0;0.49
1594;Total geothermal energy;Heating and cooling;2020;11282.0;0.58
1595;Total geothermal energy;Heating and cooling;2021;11847.0;0.59
1596;Total geothermal energy;Heating and cooling;2022;12783.0;0.69
1597;Total geothermal energy;Heating and cooling;2023;13455.0;0.75
1598;Total geothermal energy;Transport;1990;;
1599;Total geothermal energy;Transport;1991;;
1600;Total geothermal energy;Transport;1992;;
1601;Total geothermal energy;Transport;1993;;
1602;Total geothermal energy;Transport;1994;;
1603;Total geothermal energy;Transport;1995;;
1604;Total geothermal energy;Transport;1996;;
1605;Total geothermal energy;Transport;1997;;
1606;Total geothermal energy;Transport;1998;;
1607;Total geothermal energy;Transport;1999;;
1608;Total geothermal energy;Transport;2000;;
1609;Total geothermal energy;Transport;2001;;
1610;Total geothermal energy;Transport;2002;;
1611;Total geothermal energy;Transport;2003;;
1612;Total geothermal energy;Transport;2004;;
1613;Total geothermal energy;Transport;2005;;
1614;Total geothermal energy;Transport;2006;;
1615;Total geothermal energy;Transport;2007;;
1616;Total geothermal energy;Transport;2008;;
1617;Total geothermal energy;Transport;2009;;
1618;Total geothermal energy;Transport;2010;;
1619;Total geothermal energy;Transport;2011;;
1620;Total geothermal energy;Transport;2012;;
1621;Total geothermal energy;Transport;2013;;
1622;Total geothermal energy;Transport;2014;;
1623;Total geothermal energy;Transport;2015;;
1624;Total geothermal energy;Transport;2016;;
1625;Total geothermal energy;Transport;2017;;
1626;Total geothermal energy;Transport;2018;;
1627;Total geothermal energy;Transport;2019;;
1628;Total geothermal energy;Transport;2020;;
1629;Total geothermal energy;Transport;2021;;
1630;Total geothermal energy;Transport;2022;;
1631;Total geothermal energy;Transport;2023;;
1632;Deep geothermal heat;Total energy applications;1990;;
1633;Deep geothermal heat;Total energy applications;1991;;
1634;Deep geothermal heat;Total energy applications;1992;;
1635;Deep geothermal heat;Total energy applications;1993;;
1636;Deep geothermal heat;Total energy applications;1994;;
1637;Deep geothermal heat;Total energy applications;1995;;
1638;Deep geothermal heat;Total energy applications;1996;;
1639;Deep geothermal heat;Total energy applications;1997;;
1640;Deep geothermal heat;Total energy applications;1998;;
1641;Deep geothermal heat;Total energy applications;1999;;
1642;Deep geothermal heat;Total energy applications;2000;;
1643;Deep geothermal heat;Total energy applications;2001;;
1644;Deep geothermal heat;Total energy applications;2002;;
1645;Deep geothermal heat;Total energy applications;2003;;
1646;Deep geothermal heat;Total energy applications;2004;;
1647;Deep geothermal heat;Total energy applications;2005;;
1648;Deep geothermal heat;Total energy applications;2006;;
1649;Deep geothermal heat;Total energy applications;2007;;
1650;Deep geothermal heat;Total energy applications;2008;96.0;0.0
1651;Deep geothermal heat;Total energy applications;2009;142.0;0.01
1652;Deep geothermal heat;Total energy applications;2010;318.0;0.01
1653;Deep geothermal heat;Total energy applications;2011;316.0;0.01
1654;Deep geothermal heat;Total energy applications;2012;495.0;0.02
1655;Deep geothermal heat;Total energy applications;2013;993.0;0.05
1656;Deep geothermal heat;Total energy applications;2014;1502.0;0.07
1657;Deep geothermal heat;Total energy applications;2015;2448.0;0.12
1658;Deep geothermal heat;Total energy applications;2016;2844.0;0.14
1659;Deep geothermal heat;Total energy applications;2017;3047.0;0.14
1660;Deep geothermal heat;Total energy applications;2018;3731.0;0.18
1661;Deep geothermal heat;Total energy applications;2019;5563.0;0.27
1662;Deep geothermal heat;Total energy applications;2020;6185.0;0.32
1663;Deep geothermal heat;Total energy applications;2021;6327.0;0.32
1664;Deep geothermal heat;Total energy applications;2022;6798.0;0.37
1665;Deep geothermal heat;Total energy applications;2023;6798.0;0.38
1666;Deep geothermal heat;Electricity;1990;;
1667;Deep geothermal heat;Electricity;1991;;
1668;Deep geothermal heat;Electricity;1992;;
1669;Deep geothermal heat;Electricity;1993;;
1670;Deep geothermal heat;Electricity;1994;;
1671;Deep geothermal heat;Electricity;1995;;
1672;Deep geothermal heat;Electricity;1996;;
1673;Deep geothermal heat;Electricity;1997;;
1674;Deep geothermal heat;Electricity;1998;;
1675;Deep geothermal heat;Electricity;1999;;
1676;Deep geothermal heat;Electricity;2000;;
1677;Deep geothermal heat;Electricity;2001;;
1678;Deep geothermal heat;Electricity;2002;;
1679;Deep geothermal heat;Electricity;2003;;
1680;Deep geothermal heat;Electricity;2004;;
1681;Deep geothermal heat;Electricity;2005;;
1682;Deep geothermal heat;Electricity;2006;;
1683;Deep geothermal heat;Electricity;2007;;
1684;Deep geothermal heat;Electricity;2008;;
1685;Deep geothermal heat;Electricity;2009;;
1686;Deep geothermal heat;Electricity;2010;;
1687;Deep geothermal heat;Electricity;2011;;
1688;Deep geothermal heat;Electricity;2012;;
1689;Deep geothermal heat;Electricity;2013;;
1690;Deep geothermal heat;Electricity;2014;;
1691;Deep geothermal heat;Electricity;2015;;
1692;Deep geothermal heat;Electricity;2016;;
1693;Deep geothermal heat;Electricity;2017;;
1694;Deep geothermal heat;Electricity;2018;;
1695;Deep geothermal heat;Electricity;2019;;
1696;Deep geothermal heat;Electricity;2020;;
1697;Deep geothermal heat;Electricity;2021;;
1698;Deep geothermal heat;Electricity;2022;;
1699;Deep geothermal heat;Electricity;2023;;
1700;Deep geothermal heat;Heating and cooling;1990;;
1701;Deep geothermal heat;Heating and cooling;1991;;
1702;Deep geothermal heat;Heating and cooling;1992;;
1703;Deep geothermal heat;Heating and cooling;1993;;
1704;Deep geothermal heat;Heating and cooling;1994;;
1705;Deep geothermal heat;Heating and cooling;1995;;
1706;Deep geothermal heat;Heating and cooling;1996;;
1707;Deep geothermal heat;Heating and cooling;1997;;
1708;Deep geothermal heat;Heating and cooling;1998;;
1709;Deep geothermal heat;Heating and cooling;1999;;
1710;Deep geothermal heat;Heating and cooling;2000;;
1711;Deep geothermal heat;Heating and cooling;2001;;
1712;Deep geothermal heat;Heating and cooling;2002;;
1713;Deep geothermal heat;Heating and cooling;2003;;
1714;Deep geothermal heat;Heating and cooling;2004;;
1715;Deep geothermal heat;Heating and cooling;2005;;
1716;Deep geothermal heat;Heating and cooling;2006;;
1717;Deep geothermal heat;Heating and cooling;2007;;
1718;Deep geothermal heat;Heating and cooling;2008;96.0;0.0
1719;Deep geothermal heat;Heating and cooling;2009;142.0;0.01
1720;Deep geothermal heat;Heating and cooling;2010;318.0;0.01
1721;Deep geothermal heat;Heating and cooling;2011;316.0;0.01
1722;Deep geothermal heat;Heating and cooling;2012;495.0;0.02
1723;Deep geothermal heat;Heating and cooling;2013;993.0;0.05
1724;Deep geothermal heat;Heating and cooling;2014;1502.0;0.07
1725;Deep geothermal heat;Heating and cooling;2015;2448.0;0.12
1726;Deep geothermal heat;Heating and cooling;2016;2844.0;0.14
1727;Deep geothermal heat;Heating and cooling;2017;3047.0;0.14
1728;Deep geothermal heat;Heating and cooling;2018;3731.0;0.18
1729;Deep geothermal heat;Heating and cooling;2019;5563.0;0.27
1730;Deep geothermal heat;Heating and cooling;2020;6185.0;0.32
1731;Deep geothermal heat;Heating and cooling;2021;6327.0;0.32
1732;Deep geothermal heat;Heating and cooling;2022;6798.0;0.37
1733;Deep geothermal heat;Heating and cooling;2023;6798.0;0.38
1734;Deep geothermal heat;Transport;1990;;
1735;Deep geothermal heat;Transport;1991;;
1736;Deep geothermal heat;Transport;1992;;
1737;Deep geothermal heat;Transport;1993;;
1738;Deep geothermal heat;Transport;1994;;
1739;Deep geothermal heat;Transport;1995;;
1740;Deep geothermal heat;Transport;1996;;
1741;Deep geothermal heat;Transport;1997;;
1742;Deep geothermal heat;Transport;1998;;
1743;Deep geothermal heat;Transport;1999;;
1744;Deep geothermal heat;Transport;2000;;
1745;Deep geothermal heat;Transport;2001;;
1746;Deep geothermal heat;Transport;2002;;
1747;Deep geothermal heat;Transport;2003;;
1748;Deep geothermal heat;Transport;2004;;
1749;Deep geothermal heat;Transport;2005;;
1750;Deep geothermal heat;Transport;2006;;
1751;Deep geothermal heat;Transport;2007;;
1752;Deep geothermal heat;Transport;2008;;
1753;Deep geothermal heat;Transport;2009;;
1754;Deep geothermal heat;Transport;2010;;
1755;Deep geothermal heat;Transport;2011;;
1756;Deep geothermal heat;Transport;2012;;
1757;Deep geothermal heat;Transport;2013;;
1758;Deep geothermal heat;Transport;2014;;
1759;Deep geothermal heat;Transport;2015;;
1760;Deep geothermal heat;Transport;2016;;
1761;Deep geothermal heat;Transport;2017;;
1762;Deep geothermal heat;Transport;2018;;
1763;Deep geothermal heat;Transport;2019;;
1764;Deep geothermal heat;Transport;2020;;
1765;Deep geothermal heat;Transport;2021;;
1766;Deep geothermal heat;Transport;2022;;
1767;Deep geothermal heat;Transport;2023;;
1768;Total shallow geothermal energy;Total energy applications;1990;;
1769;Total shallow geothermal energy;Total energy applications;1991;;
1770;Total shallow geothermal energy;Total energy applications;1992;;
1771;Total shallow geothermal energy;Total energy applications;1993;;
1772;Total shallow geothermal energy;Total energy applications;1994;28.0;0.0
1773;Total shallow geothermal energy;Total energy applications;1995;31.0;0.0
1774;Total shallow geothermal energy;Total energy applications;1996;36.0;0.0
1775;Total shallow geothermal energy;Total energy applications;1997;56.0;0.0
1776;Total shallow geothermal energy;Total energy applications;1998;90.0;0.0
1777;Total shallow geothermal energy;Total energy applications;1999;117.0;0.01
1778;Total shallow geothermal energy;Total energy applications;2000;156.0;0.01
1779;Total shallow geothermal energy;Total energy applications;2001;187.0;0.01
1780;Total shallow geothermal energy;Total energy applications;2002;244.0;0.01
1781;Total shallow geothermal energy;Total energy applications;2003;311.0;0.01
1782;Total shallow geothermal energy;Total energy applications;2004;452.0;0.02
1783;Total shallow geothermal energy;Total energy applications;2005;628.0;0.03
1784;Total shallow geothermal energy;Total energy applications;2006;840.0;0.04
1785;Total shallow geothermal energy;Total energy applications;2007;1141.0;0.05
1786;Total shallow geothermal energy;Total energy applications;2008;1488.0;0.07
1787;Total shallow geothermal energy;Total energy applications;2009;1841.0;0.08
1788;Total shallow geothermal energy;Total energy applications;2010;2183.0;0.09
1789;Total shallow geothermal energy;Total energy applications;2011;2538.0;0.12
1790;Total shallow geothermal energy;Total energy applications;2012;2852.0;0.13
1791;Total shallow geothermal energy;Total energy applications;2013;3147.0;0.14
1792;Total shallow geothermal energy;Total energy applications;2014;3404.0;0.17
1793;Total shallow geothermal energy;Total energy applications;2015;3634.0;0.18
1794;Total shallow geothermal energy;Total energy applications;2016;3855.0;0.18
1795;Total shallow geothermal energy;Total energy applications;2017;4081.0;0.19
1796;Total shallow geothermal energy;Total energy applications;2018;4383.0;0.21
1797;Total shallow geothermal energy;Total energy applications;2019;4715.0;0.23
1798;Total shallow geothermal energy;Total energy applications;2020;5097.0;0.26
1799;Total shallow geothermal energy;Total energy applications;2021;5520.0;0.27
1800;Total shallow geothermal energy;Total energy applications;2022;5984.0;0.32
1801;Total shallow geothermal energy;Total energy applications;2023;6657.0;0.37
1802;Total shallow geothermal energy;Electricity;1990;;
1803;Total shallow geothermal energy;Electricity;1991;;
1804;Total shallow geothermal energy;Electricity;1992;;
1805;Total shallow geothermal energy;Electricity;1993;;
1806;Total shallow geothermal energy;Electricity;1994;;
1807;Total shallow geothermal energy;Electricity;1995;;
1808;Total shallow geothermal energy;Electricity;1996;;
1809;Total shallow geothermal energy;Electricity;1997;;
1810;Total shallow geothermal energy;Electricity;1998;;
1811;Total shallow geothermal energy;Electricity;1999;;
1812;Total shallow geothermal energy;Electricity;2000;;
1813;Total shallow geothermal energy;Electricity;2001;;
1814;Total shallow geothermal energy;Electricity;2002;;
1815;Total shallow geothermal energy;Electricity;2003;;
1816;Total shallow geothermal energy;Electricity;2004;;
1817;Total shallow geothermal energy;Electricity;2005;;
1818;Total shallow geothermal energy;Electricity;2006;;
1819;Total shallow geothermal energy;Electricity;2007;;
1820;Total shallow geothermal energy;Electricity;2008;;
1821;Total shallow geothermal energy;Electricity;2009;;
1822;Total shallow geothermal energy;Electricity;2010;;
1823;Total shallow geothermal energy;Electricity;2011;;
1824;Total shallow geothermal energy;Electricity;2012;;
1825;Total shallow geothermal energy;Electricity;2013;;
1826;Total shallow geothermal energy;Electricity;2014;;
1827;Total shallow geothermal energy;Electricity;2015;;
1828;Total shallow geothermal energy;Electricity;2016;;
1829;Total shallow geothermal energy;Electricity;2017;;
1830;Total shallow geothermal energy;Electricity;2018;;
1831;Total shallow geothermal energy;Electricity;2019;;
1832;Total shallow geothermal energy;Electricity;2020;;
1833;Total shallow geothermal energy;Electricity;2021;;
1834;Total shallow geothermal energy;Electricity;2022;;
1835;Total shallow geothermal energy;Electricity;2023;;
1836;Total shallow geothermal energy;Heating and cooling;1990;;
1837;Total shallow geothermal energy;Heating and cooling;1991;;
1838;Total shallow geothermal energy;Heating and cooling;1992;;
1839;Total shallow geothermal energy;Heating and cooling;1993;;
1840;Total shallow geothermal energy;Heating and cooling;1994;28.0;0.0
1841;Total shallow geothermal energy;Heating and cooling;1995;31.0;0.0
1842;Total shallow geothermal energy;Heating and cooling;1996;36.0;0.0
1843;Total shallow geothermal energy;Heating and cooling;1997;56.0;0.0
1844;Total shallow geothermal energy;Heating and cooling;1998;90.0;0.0
1845;Total shallow geothermal energy;Heating and cooling;1999;117.0;0.01
1846;Total shallow geothermal energy;Heating and cooling;2000;156.0;0.01
1847;Total shallow geothermal energy;Heating and cooling;2001;187.0;0.01
1848;Total shallow geothermal energy;Heating and cooling;2002;244.0;0.01
1849;Total shallow geothermal energy;Heating and cooling;2003;311.0;0.01
1850;Total shallow geothermal energy;Heating and cooling;2004;452.0;0.02
1851;Total shallow geothermal energy;Heating and cooling;2005;628.0;0.03
1852;Total shallow geothermal energy;Heating and cooling;2006;840.0;0.04
1853;Total shallow geothermal energy;Heating and cooling;2007;1141.0;0.05
1854;Total shallow geothermal energy;Heating and cooling;2008;1488.0;0.07
1855;Total shallow geothermal energy;Heating and cooling;2009;1841.0;0.08
1856;Total shallow geothermal energy;Heating and cooling;2010;2183.0;0.09
1857;Total shallow geothermal energy;Heating and cooling;2011;2538.0;0.12
1858;Total shallow geothermal energy;Heating and cooling;2012;2852.0;0.13
1859;Total shallow geothermal energy;Heating and cooling;2013;3147.0;0.14
1860;Total shallow geothermal energy;Heating and cooling;2014;3404.0;0.17
1861;Total shallow geothermal energy;Heating and cooling;2015;3634.0;0.18
1862;Total shallow geothermal energy;Heating and cooling;2016;3855.0;0.18
1863;Total shallow geothermal energy;Heating and cooling;2017;4081.0;0.19
