ID;VerdachtenNaarSoortMisdrijf;Regio;Perioden;AantalVerdachten_1;VerdachtenPer1000Inwoners_2
4789;Totaal verdachten van misdrijven;Terschelling;2008;30.0;6.0
4790;Totaal verdachten van misdrijven;Texel;1999;80.0;7.0
4791;Totaal verdachten van misdrijven;Texel;2000;50.0;5.0
4792;Totaal verdachten van misdrijven;Texel;2001;40.0;4.0
4793;Totaal verdachten van misdrijven;Texel;2002;90.0;8.0
4794;Totaal verdachten van misdrijven;Texel;2003;90.0;8.0
4795;Totaal verdachten van misdrijven;Texel;2004;150.0;13.0
4796;Totaal verdachten van misdrijven;Texel;2005;130.0;11.0
4797;Totaal verdachten van misdrijven;Texel;2006;130.0;11.0
4798;Totaal verdachten van misdrijven;Texel;2007;120.0;10.0
4799;Totaal verdachten van misdrijven;Texel;2008;130.0;11.0
4800;Totaal verdachten van misdrijven;Teylingen;1999;;
4801;Totaal verdachten van misdrijven;Teylingen;2000;;
4802;Totaal verdachten van misdrijven;Teylingen;2001;;
4803;Totaal verdachten van misdrijven;Teylingen;2002;;
4804;Totaal verdachten van misdrijven;Teylingen;2003;;
4805;Totaal verdachten van misdrijven;Teylingen;2004;;
4806;Totaal verdachten van misdrijven;Teylingen;2005;;
4807;Totaal verdachten van misdrijven;Teylingen;2006;350.0;12.0
4808;Totaal verdachten van misdrijven;Teylingen;2007;350.0;12.0
4809;Totaal verdachten van misdrijven;Teylingen;2008;340.0;12.0
4810;Totaal verdachten van misdrijven;Tholen;1999;150.0;8.0
4811;Totaal verdachten van misdrijven;Tholen;2000;120.0;6.0
4812;Totaal verdachten van misdrijven;Tholen;2001;160.0;8.0
4813;Totaal verdachten van misdrijven;Tholen;2002;230.0;11.0
4814;Totaal verdachten van misdrijven;Tholen;2003;250.0;13.0
4815;Totaal verdachten van misdrijven;Tholen;2004;250.0;12.0
4816;Totaal verdachten van misdrijven;Tholen;2005;280.0;14.0
4817;Totaal verdachten van misdrijven;Tholen;2006;280.0;13.0
4818;Totaal verdachten van misdrijven;Tholen;2007;280.0;13.0
4819;Totaal verdachten van misdrijven;Tholen;2008;290.0;14.0
4820;Totaal verdachten van misdrijven;Thorn;1999;20.0;7.0
4821;Totaal verdachten van misdrijven;Thorn;2000;10.0;3.0
4822;Totaal verdachten van misdrijven;Thorn;2001;10.0;4.0
4823;Totaal verdachten van misdrijven;Thorn;2002;10.0;6.0
4824;Totaal verdachten van misdrijven;Thorn;2003;20.0;9.0
4825;Totaal verdachten van misdrijven;Thorn;2004;10.0;4.0
4826;Totaal verdachten van misdrijven;Thorn;2005;10.0;6.0
4827;Totaal verdachten van misdrijven;Thorn;2006;10.0;6.0
4828;Totaal verdachten van misdrijven;Thorn;2007;;
4829;Totaal verdachten van misdrijven;Thorn;2008;;
4830;Totaal verdachten van misdrijven;Tiel;1999;420.0;13.0
4831;Totaal verdachten van misdrijven;Tiel;2000;480.0;15.0
4832;Totaal verdachten van misdrijven;Tiel;2001;450.0;14.0
4833;Totaal verdachten van misdrijven;Tiel;2002;490.0;15.0
4834;Totaal verdachten van misdrijven;Tiel;2003;550.0;16.0
4835;Totaal verdachten van misdrijven;Tiel;2004;640.0;19.0
4836;Totaal verdachten van misdrijven;Tiel;2005;550.0;16.0
4837;Totaal verdachten van misdrijven;Tiel;2006;600.0;17.0
4838;Totaal verdachten van misdrijven;Tiel;2007;680.0;20.0
4839;Totaal verdachten van misdrijven;Tiel;2008;570.0;16.0
4840;Totaal verdachten van misdrijven;Tilburg;1999;1740.0;11.0
4841;Totaal verdachten van misdrijven;Tilburg;2000;2310.0;14.0
4842;Totaal verdachten van misdrijven;Tilburg;2001;2500.0;15.0
4843;Totaal verdachten van misdrijven;Tilburg;2002;2630.0;15.0
4844;Totaal verdachten van misdrijven;Tilburg;2003;2870.0;17.0
4845;Totaal verdachten van misdrijven;Tilburg;2004;3250.0;19.0
4846;Totaal verdachten van misdrijven;Tilburg;2005;3610.0;21.0
4847;Totaal verdachten van misdrijven;Tilburg;2006;3670.0;21.0
4848;Totaal verdachten van misdrijven;Tilburg;2007;3660.0;21.0
4849;Totaal verdachten van misdrijven;Tilburg;2008;3450.0;20.0
4850;Totaal verdachten van misdrijven;Tubbergen;1999;70.0;4.0
4851;Totaal verdachten van misdrijven;Tubbergen;2000;90.0;6.0
4852;Totaal verdachten van misdrijven;Tubbergen;2001;90.0;6.0
4853;Totaal verdachten van misdrijven;Tubbergen;2002;90.0;5.0
4854;Totaal verdachten van misdrijven;Tubbergen;2003;110.0;7.0
4855;Totaal verdachten van misdrijven;Tubbergen;2004;90.0;5.0
4856;Totaal verdachten van misdrijven;Tubbergen;2005;120.0;7.0
4857;Totaal verdachten van misdrijven;Tubbergen;2006;90.0;5.0
4858;Totaal verdachten van misdrijven;Tubbergen;2007;80.0;4.0
4859;Totaal verdachten van misdrijven;Tubbergen;2008;80.0;5.0
4860;Totaal verdachten van misdrijven;Twenterand;1999;;
4861;Totaal verdachten van misdrijven;Twenterand;2000;;
4862;Totaal verdachten van misdrijven;Twenterand;2001;;
4863;Totaal verdachten van misdrijven;Twenterand;2002;;
4864;Totaal verdachten van misdrijven;Twenterand;2003;230.0;8.0
4865;Totaal verdachten van misdrijven;Twenterand;2004;290.0;10.0
4866;Totaal verdachten van misdrijven;Twenterand;2005;280.0;10.0
4867;Totaal verdachten van misdrijven;Twenterand;2006;290.0;10.0
4868;Totaal verdachten van misdrijven;Twenterand;2007;230.0;8.0
4869;Totaal verdachten van misdrijven;Twenterand;2008;250.0;9.0
4870;Totaal verdachten van misdrijven;Tynaarlo;1999;;
4871;Totaal verdachten van misdrijven;Tynaarlo;2000;190.0;7.0
4872;Totaal verdachten van misdrijven;Tynaarlo;2001;220.0;8.0
4873;Totaal verdachten van misdrijven;Tynaarlo;2002;190.0;7.0
4874;Totaal verdachten van misdrijven;Tynaarlo;2003;220.0;8.0
4875;Totaal verdachten van misdrijven;Tynaarlo;2004;280.0;10.0
4876;Totaal verdachten van misdrijven;Tynaarlo;2005;320.0;11.0
4877;Totaal verdachten van misdrijven;Tynaarlo;2006;290.0;11.0
4878;Totaal verdachten van misdrijven;Tynaarlo;2007;290.0;11.0
4879;Totaal verdachten van misdrijven;Tynaarlo;2008;310.0;11.0
4880;Totaal verdachten van misdrijven;Tytsjerksteradiel;1999;90.0;3.0
4881;Totaal verdachten van misdrijven;Tytsjerksteradiel;2000;110.0;4.0
4882;Totaal verdachten van misdrijven;Tytsjerksteradiel;2001;140.0;5.0
4883;Totaal verdachten van misdrijven;Tytsjerksteradiel;2002;140.0;5.0
4884;Totaal verdachten van misdrijven;Tytsjerksteradiel;2003;180.0;7.0
4885;Totaal verdachten van misdrijven;Tytsjerksteradiel;2004;220.0;8.0
4886;Totaal verdachten van misdrijven;Tytsjerksteradiel;2005;250.0;9.0
4887;Totaal verdachten van misdrijven;Tytsjerksteradiel;2006;260.0;10.0
4888;Totaal verdachten van misdrijven;Tytsjerksteradiel;2007;260.0;9.0
4889;Totaal verdachten van misdrijven;Tytsjerksteradiel;2008;180.0;7.0
4890;Totaal verdachten van misdrijven;Ubbergen;1999;50.0;6.0
4891;Totaal verdachten van misdrijven;Ubbergen;2000;40.0;5.0
4892;Totaal verdachten van misdrijven;Ubbergen;2001;50.0;7.0
4893;Totaal verdachten van misdrijven;Ubbergen;2002;60.0;7.0
4894;Totaal verdachten van misdrijven;Ubbergen;2003;70.0;9.0
4895;Totaal verdachten van misdrijven;Ubbergen;2004;60.0;8.0
4896;Totaal verdachten van misdrijven;Ubbergen;2005;70.0;9.0
4897;Totaal verdachten van misdrijven;Ubbergen;2006;70.0;8.0
4898;Totaal verdachten van misdrijven;Ubbergen;2007;50.0;6.0
4899;Totaal verdachten van misdrijven;Ubbergen;2008;60.0;7.0
4900;Totaal verdachten van misdrijven;Uden;1999;360.0;11.0
4901;Totaal verdachten van misdrijven;Uden;2000;410.0;12.0
4902;Totaal verdachten van misdrijven;Uden;2001;490.0;14.0
4903;Totaal verdachten van misdrijven;Uden;2002;490.0;14.0
4904;Totaal verdachten van misdrijven;Uden;2003;480.0;14.0
4905;Totaal verdachten van misdrijven;Uden;2004;440.0;13.0
4906;Totaal verdachten van misdrijven;Uden;2005;400.0;12.0
4907;Totaal verdachten van misdrijven;Uden;2006;480.0;14.0
4908;Totaal verdachten van misdrijven;Uden;2007;490.0;14.0
4909;Totaal verdachten van misdrijven;Uden;2008;500.0;14.0
4910;Totaal verdachten van misdrijven;Uitgeest;1999;50.0;6.0
4911;Totaal verdachten van misdrijven;Uitgeest;2000;50.0;5.0
4912;Totaal verdachten van misdrijven;Uitgeest;2001;40.0;4.0
4913;Totaal verdachten van misdrijven;Uitgeest;2002;70.0;7.0
4914;Totaal verdachten van misdrijven;Uitgeest;2003;70.0;7.0
4915;Totaal verdachten van misdrijven;Uitgeest;2004;80.0;8.0
4916;Totaal verdachten van misdrijven;Uitgeest;2005;70.0;7.0
4917;Totaal verdachten van misdrijven;Uitgeest;2006;80.0;8.0
4918;Totaal verdachten van misdrijven;Uitgeest;2007;60.0;6.0
4919;Totaal verdachten van misdrijven;Uitgeest;2008;80.0;8.0
4920;Totaal verdachten van misdrijven;Uithoorn;1999;210.0;10.0
4921;Totaal verdachten van misdrijven;Uithoorn;2000;180.0;8.0
4922;Totaal verdachten van misdrijven;Uithoorn;2001;180.0;8.0
4923;Totaal verdachten van misdrijven;Uithoorn;2002;190.0;9.0
4924;Totaal verdachten van misdrijven;Uithoorn;2003;260.0;12.0
4925;Totaal verdachten van misdrijven;Uithoorn;2004;230.0;10.0
4926;Totaal verdachten van misdrijven;Uithoorn;2005;260.0;12.0
4927;Totaal verdachten van misdrijven;Uithoorn;2006;260.0;12.0
4928;Totaal verdachten van misdrijven;Uithoorn;2007;270.0;12.0
4929;Totaal verdachten van misdrijven;Uithoorn;2008;240.0;10.0
4930;Totaal verdachten van misdrijven;Urk;1999;120.0;11.0
4931;Totaal verdachten van misdrijven;Urk;2000;130.0;11.0
4932;Totaal verdachten van misdrijven;Urk;2001;190.0;15.0
4933;Totaal verdachten van misdrijven;Urk;2002;170.0;14.0
4934;Totaal verdachten van misdrijven;Urk;2003;250.0;20.0
4935;Totaal verdachten van misdrijven;Urk;2004;220.0;17.0
4936;Totaal verdachten van misdrijven;Urk;2005;230.0;17.0
4937;Totaal verdachten van misdrijven;Urk;2006;280.0;21.0
4938;Totaal verdachten van misdrijven;Urk;2007;250.0;19.0
4939;Totaal verdachten van misdrijven;Urk;2008;220.0;16.0
4940;Totaal verdachten van misdrijven;Utrecht (gemeente);1999;3250.0;16.0
4941;Totaal verdachten van misdrijven;Utrecht (gemeente);2000;3380.0;17.0
4942;Totaal verdachten van misdrijven;Utrecht (gemeente);2001;3220.0;14.0
4943;Totaal verdachten van misdrijven;Utrecht (gemeente);2002;4040.0;18.0
4944;Totaal verdachten van misdrijven;Utrecht (gemeente);2003;4540.0;19.0
4945;Totaal verdachten van misdrijven;Utrecht (gemeente);2004;4690.0;20.0
4946;Totaal verdachten van misdrijven;Utrecht (gemeente);2005;4960.0;21.0
4947;Totaal verdachten van misdrijven;Utrecht (gemeente);2006;4840.0;20.0
4948;Totaal verdachten van misdrijven;Utrecht (gemeente);2007;4780.0;19.0
4949;Totaal verdachten van misdrijven;Utrecht (gemeente);2008;4660.0;18.0
4950;Totaal verdachten van misdrijven;Utrechtse Heuvelrug;1999;;
4951;Totaal verdachten van misdrijven;Utrechtse Heuvelrug;2000;;
4952;Totaal verdachten van misdrijven;Utrechtse Heuvelrug;2001;;
4953;Totaal verdachten van misdrijven;Utrechtse Heuvelrug;2002;;
4954;Totaal verdachten van misdrijven;Utrechtse Heuvelrug;2003;;
4955;Totaal verdachten van misdrijven;Utrechtse Heuvelrug;2004;;
4956;Totaal verdachten van misdrijven;Utrechtse Heuvelrug;2005;;
4957;Totaal verdachten van misdrijven;Utrechtse Heuvelrug;2006;560.0;13.0
4958;Totaal verdachten van misdrijven;Utrechtse Heuvelrug;2007;590.0;14.0
4959;Totaal verdachten van misdrijven;Utrechtse Heuvelrug;2008;580.0;14.0
4960;Totaal verdachten van misdrijven;Vaals;1999;90.0;9.0
4961;Totaal verdachten van misdrijven;Vaals;2000;80.0;8.0
4962;Totaal verdachten van misdrijven;Vaals;2001;80.0;9.0
4963;Totaal verdachten van misdrijven;Vaals;2002;80.0;8.0
4964;Totaal verdachten van misdrijven;Vaals;2003;80.0;9.0
4965;Totaal verdachten van misdrijven;Vaals;2004;110.0;12.0
4966;Totaal verdachten van misdrijven;Vaals;2005;90.0;10.0
4967;Totaal verdachten van misdrijven;Vaals;2006;80.0;9.0
4968;Totaal verdachten van misdrijven;Vaals;2007;80.0;9.0
4969;Totaal verdachten van misdrijven;Vaals;2008;80.0;9.0
4970;Totaal verdachten van misdrijven;Valburg;1999;70.0;6.0
4971;Totaal verdachten van misdrijven;Valburg;2000;80.0;7.0
4972;Totaal verdachten van misdrijven;Valburg;2001;;
4973;Totaal verdachten van misdrijven;Valburg;2002;;
4974;Totaal verdachten van misdrijven;Valburg;2003;;
4975;Totaal verdachten van misdrijven;Valburg;2004;;
4976;Totaal verdachten van misdrijven;Valburg;2005;;
4977;Totaal verdachten van misdrijven;Valburg;2006;;
4978;Totaal verdachten van misdrijven;Valburg;2007;;
4979;Totaal verdachten van misdrijven;Valburg;2008;;
4980;Totaal verdachten van misdrijven;Valkenburg (ZH.);1999;10.0;3.0
4981;Totaal verdachten van misdrijven;Valkenburg (ZH.);2000;20.0;7.0
4982;Totaal verdachten van misdrijven;Valkenburg (ZH.);2001;30.0;11.0
4983;Totaal verdachten van misdrijven;Valkenburg (ZH.);2002;20.0;8.0
4984;Totaal verdachten van misdrijven;Valkenburg (ZH.);2003;40.0;12.0
4985;Totaal verdachten van misdrijven;Valkenburg (ZH.);2004;40.0;13.0
4986;Totaal verdachten van misdrijven;Valkenburg (ZH.);2005;40.0;13.0
4987;Totaal verdachten van misdrijven;Valkenburg (ZH.);2006;;
4988;Totaal verdachten van misdrijven;Valkenburg (ZH.);2007;;
4989;Totaal verdachten van misdrijven;Valkenburg (ZH.);2008;;
4990;Totaal verdachten van misdrijven;Valkenburg aan de Geul;1999;110.0;7.0
4991;Totaal verdachten van misdrijven;Valkenburg aan de Geul;2000;110.0;7.0
4992;Totaal verdachten van misdrijven;Valkenburg aan de Geul;2001;110.0;7.0
4993;Totaal verdachten van misdrijven;Valkenburg aan de Geul;2002;130.0;8.0
4994;Totaal verdachten van misdrijven;Valkenburg aan de Geul;2003;130.0;8.0
4995;Totaal verdachten van misdrijven;Valkenburg aan de Geul;2004;170.0;11.0
4996;Totaal verdachten van misdrijven;Valkenburg aan de Geul;2005;160.0;11.0
4997;Totaal verdachten van misdrijven;Valkenburg aan de Geul;2006;140.0;9.0
4998;Totaal verdachten van misdrijven;Valkenburg aan de Geul;2007;160.0;10.0
4999;Totaal verdachten van misdrijven;Valkenburg aan de Geul;2008;160.0;10.0
5000;Totaal verdachten van misdrijven;Valkenswaard;1999;160.0;6.0
5001;Totaal verdachten van misdrijven;Valkenswaard;2000;170.0;6.0
5002;Totaal verdachten van misdrijven;Valkenswaard;2001;190.0;7.0
5003;Totaal verdachten van misdrijven;Valkenswaard;2002;210.0;8.0
5004;Totaal verdachten van misdrijven;Valkenswaard;2003;210.0;8.0
5005;Totaal verdachten van misdrijven;Valkenswaard;2004;240.0;9.0
5006;Totaal verdachten van misdrijven;Valkenswaard;2005;230.0;9.0
5007;Totaal verdachten van misdrijven;Valkenswaard;2006;270.0;10.0
5008;Totaal verdachten van misdrijven;Valkenswaard;2007;310.0;11.0
5009;Totaal verdachten van misdrijven;Valkenswaard;2008;270.0;10.0
5010;Totaal verdachten van misdrijven;Veendam;1999;240.0;10.0
5011;Totaal verdachten van misdrijven;Veendam;2000;230.0;9.0
5012;Totaal verdachten van misdrijven;Veendam;2001;250.0;10.0
5013;Totaal verdachten van misdrijven;Veendam;2002;220.0;9.0
5014;Totaal verdachten van misdrijven;Veendam;2003;240.0;10.0
5015;Totaal verdachten van misdrijven;Veendam;2004;330.0;13.0
5016;Totaal verdachten van misdrijven;Veendam;2005;360.0;15.0
5017;Totaal verdachten van misdrijven;Veendam;2006;350.0;14.0
5018;Totaal verdachten van misdrijven;Veendam;2007;340.0;14.0
5019;Totaal verdachten van misdrijven;Veendam;2008;360.0;15.0
5020;Totaal verdachten van misdrijven;Veenendaal;1999;440.0;9.0
5021;Totaal verdachten van misdrijven;Veenendaal;2000;470.0;9.0
5022;Totaal verdachten van misdrijven;Veenendaal;2001;490.0;10.0
5023;Totaal verdachten van misdrijven;Veenendaal;2002;500.0;10.0
5024;Totaal verdachten van misdrijven;Veenendaal;2003;580.0;11.0
5025;Totaal verdachten van misdrijven;Veenendaal;2004;680.0;13.0
5026;Totaal verdachten van misdrijven;Veenendaal;2005;720.0;14.0
5027;Totaal verdachten van misdrijven;Veenendaal;2006;680.0;13.0
5028;Totaal verdachten van misdrijven;Veenendaal;2007;710.0;14.0
5029;Totaal verdachten van misdrijven;Veenendaal;2008;620.0;12.0
5030;Totaal verdachten van misdrijven;Veere;1999;160.0;8.0
5031;Totaal verdachten van misdrijven;Veere;2000;70.0;4.0
5032;Totaal verdachten van misdrijven;Veere;2001;110.0;6.0
5033;Totaal verdachten van misdrijven;Veere;2002;120.0;7.0
5034;Totaal verdachten van misdrijven;Veere;2003;200.0;10.0
5035;Totaal verdachten van misdrijven;Veere;2004;170.0;9.0
5036;Totaal verdachten van misdrijven;Veere;2005;160.0;9.0
5037;Totaal verdachten van misdrijven;Veere;2006;160.0;9.0
5038;Totaal verdachten van misdrijven;Veere;2007;160.0;8.0
5039;Totaal verdachten van misdrijven;Veere;2008;150.0;8.0
5040;Totaal verdachten van misdrijven;Veghel;1999;250.0;8.0
5041;Totaal verdachten van misdrijven;Veghel;2000;250.0;8.0
5042;Totaal verdachten van misdrijven;Veghel;2001;310.0;10.0
5043;Totaal verdachten van misdrijven;Veghel;2002;330.0;11.0
5044;Totaal verdachten van misdrijven;Veghel;2003;310.0;10.0
5045;Totaal verdachten van misdrijven;Veghel;2004;270.0;9.0
5046;Totaal verdachten van misdrijven;Veghel;2005;350.0;11.0
5047;Totaal verdachten van misdrijven;Veghel;2006;320.0;10.0
5048;Totaal verdachten van misdrijven;Veghel;2007;380.0;12.0
5049;Totaal verdachten van misdrijven;Veghel;2008;410.0;13.0
5050;Totaal verdachten van misdrijven;Veldhoven;1999;180.0;5.0
5051;Totaal verdachten van misdrijven;Veldhoven;2000;180.0;5.0
5052;Totaal verdachten van misdrijven;Veldhoven;2001;210.0;6.0
5053;Totaal verdachten van misdrijven;Veldhoven;2002;220.0;6.0
5054;Totaal verdachten van misdrijven;Veldhoven;2003;240.0;7.0
5055;Totaal verdachten van misdrijven;Veldhoven;2004;310.0;8.0
5056;Totaal verdachten van misdrijven;Veldhoven;2005;300.0;8.0
5057;Totaal verdachten van misdrijven;Veldhoven;2006;310.0;8.0
5058;Totaal verdachten van misdrijven;Veldhoven;2007;310.0;8.0
5059;Totaal verdachten van misdrijven;Veldhoven;2008;320.0;9.0
5060;Totaal verdachten van misdrijven;Velsen;1999;550.0;10.0
5061;Totaal verdachten van misdrijven;Velsen;2000;520.0;9.0
5062;Totaal verdachten van misdrijven;Velsen;2001;530.0;9.0
5063;Totaal verdachten van misdrijven;Velsen;2002;560.0;10.0
5064;Totaal verdachten van misdrijven;Velsen;2003;610.0;11.0
5065;Totaal verdachten van misdrijven;Velsen;2004;700.0;12.0
5066;Totaal verdachten van misdrijven;Velsen;2005;740.0;13.0
5067;Totaal verdachten van misdrijven;Velsen;2006;850.0;15.0
5068;Totaal verdachten van misdrijven;Velsen;2007;840.0;15.0
5069;Totaal verdachten van misdrijven;Velsen;2008;850.0;15.0
5070;Totaal verdachten van misdrijven;Venhuizen;1999;50.0;8.0
5071;Totaal verdachten van misdrijven;Venhuizen;2000;40.0;7.0
5072;Totaal verdachten van misdrijven;Venhuizen;2001;60.0;9.0
5073;Totaal verdachten van misdrijven;Venhuizen;2002;60.0;9.0
5074;Totaal verdachten van misdrijven;Venhuizen;2003;70.0;10.0
5075;Totaal verdachten van misdrijven;Venhuizen;2004;80.0;12.0
5076;Totaal verdachten van misdrijven;Venhuizen;2005;80.0;12.0
5077;Totaal verdachten van misdrijven;Venhuizen;2006;;
5078;Totaal verdachten van misdrijven;Venhuizen;2007;;
5079;Totaal verdachten van misdrijven;Venhuizen;2008;;
5080;Totaal verdachten van misdrijven;Venlo;1999;840.0;15.0
5081;Totaal verdachten van misdrijven;Venlo;2000;830.0;15.0
5082;Totaal verdachten van misdrijven;Venlo;2001;1060.0;13.0
5083;Totaal verdachten van misdrijven;Venlo;2002;1080.0;14.0
5084;Totaal verdachten van misdrijven;Venlo;2003;1120.0;14.0
5085;Totaal verdachten van misdrijven;Venlo;2004;1230.0;15.0
5086;Totaal verdachten van misdrijven;Venlo;2005;1060.0;13.0
5087;Totaal verdachten van misdrijven;Venlo;2006;1100.0;14.0
5088;Totaal verdachten van misdrijven;Venlo;2007;1330.0;17.0
5089;Totaal verdachten van misdrijven;Venlo;2008;1330.0;17.0
5090;Totaal verdachten van misdrijven;Venray;1999;250.0;8.0
5091;Totaal verdachten van misdrijven;Venray;2000;280.0;9.0
5092;Totaal verdachten van misdrijven;Venray;2001;280.0;9.0
5093;Totaal verdachten van misdrijven;Venray;2002;290.0;9.0
5094;Totaal verdachten van misdrijven;Venray;2003;320.0;10.0
5095;Totaal verdachten van misdrijven;Venray;2004;340.0;10.0
5096;Totaal verdachten van misdrijven;Venray;2005;320.0;10.0
5097;Totaal verdachten van misdrijven;Venray;2006;300.0;9.0
5098;Totaal verdachten van misdrijven;Venray;2007;370.0;11.0
5099;Totaal verdachten van misdrijven;Venray;2008;460.0;14.0
5100;Totaal verdachten van misdrijven;Vianen;1999;160.0;10.0
5101;Totaal verdachten van misdrijven;Vianen;2000;170.0;10.0
5102;Totaal verdachten van misdrijven;Vianen;2001;190.0;12.0
5103;Totaal verdachten van misdrijven;Vianen;2002;200.0;12.0
5104;Totaal verdachten van misdrijven;Vianen;2003;220.0;13.0
5105;Totaal verdachten van misdrijven;Vianen;2004;260.0;15.0
5106;Totaal verdachten van misdrijven;Vianen;2005;230.0;14.0
5107;Totaal verdachten van misdrijven;Vianen;2006;220.0;13.0
5108;Totaal verdachten van misdrijven;Vianen;2007;250.0;15.0
5109;Totaal verdachten van misdrijven;Vianen;2008;230.0;14.0
5110;Totaal verdachten van misdrijven;Vlaardingen;1999;640.0;10.0
5111;Totaal verdachten van misdrijven;Vlaardingen;2000;660.0;10.0
5112;Totaal verdachten van misdrijven;Vlaardingen;2001;640.0;10.0
5113;Totaal verdachten van misdrijven;Vlaardingen;2002;920.0;14.0
5114;Totaal verdachten van misdrijven;Vlaardingen;2003;1180.0;18.0
5115;Totaal verdachten van misdrijven;Vlaardingen;2004;1140.0;18.0
5116;Totaal verdachten van misdrijven;Vlaardingen;2005;1290.0;20.0
5117;Totaal verdachten van misdrijven;Vlaardingen;2006;1400.0;22.0
5118;Totaal verdachten van misdrijven;Vlaardingen;2007;1390.0;22.0
5119;Totaal verdachten van misdrijven;Vlaardingen;2008;1090.0;18.0
5120;Totaal verdachten van misdrijven;Vlagtwedde;1999;120.0;8.0
5121;Totaal verdachten van misdrijven;Vlagtwedde;2000;80.0;6.0
5122;Totaal verdachten van misdrijven;Vlagtwedde;2001;100.0;7.0
5123;Totaal verdachten van misdrijven;Vlagtwedde;2002;100.0;7.0
5124;Totaal verdachten van misdrijven;Vlagtwedde;2003;120.0;8.0
5125;Totaal verdachten van misdrijven;Vlagtwedde;2004;170.0;12.0
5126;Totaal verdachten van misdrijven;Vlagtwedde;2005;180.0;12.0
5127;Totaal verdachten van misdrijven;Vlagtwedde;2006;170.0;12.0
5128;Totaal verdachten van misdrijven;Vlagtwedde;2007;190.0;13.0
5129;Totaal verdachten van misdrijven;Vlagtwedde;2008;180.0;12.0
5130;Totaal verdachten van misdrijven;Vleuten-De Meern;1999;110.0;7.0
5131;Totaal verdachten van misdrijven;Vleuten-De Meern;2000;130.0;7.0
5132;Totaal verdachten van misdrijven;Vleuten-De Meern;2001;;
5133;Totaal verdachten van misdrijven;Vleuten-De Meern;2002;;
5134;Totaal verdachten van misdrijven;Vleuten-De Meern;2003;;
5135;Totaal verdachten van misdrijven;Vleuten-De Meern;2004;;
5136;Totaal verdachten van misdrijven;Vleuten-De Meern;2005;;
5137;Totaal verdachten van misdrijven;Vleuten-De Meern;2006;;
5138;Totaal verdachten van misdrijven;Vleuten-De Meern;2007;;
5139;Totaal verdachten van misdrijven;Vleuten-De Meern;2008;;
5140;Totaal verdachten van misdrijven;Vlieland;1999;10.0;7.0
5141;Totaal verdachten van misdrijven;Vlieland;2000;0.0;0.0
5142;Totaal verdachten van misdrijven;Vlieland;2001;20.0;15.0
5143;Totaal verdachten van misdrijven;Vlieland;2002;10.0;8.0
5144;Totaal verdachten van misdrijven;Vlieland;2003;10.0;5.0
5145;Totaal verdachten van misdrijven;Vlieland;2004;10.0;10.0
5146;Totaal verdachten van misdrijven;Vlieland;2005;10.0;9.0
5147;Totaal verdachten van misdrijven;Vlieland;2006;10.0;5.0
5148;Totaal verdachten van misdrijven;Vlieland;2007;0.0;0.0
5149;Totaal verdachten van misdrijven;Vlieland;2008;10.0;12.0
5150;Totaal verdachten van misdrijven;Vlissingen;1999;530.0;14.0
5151;Totaal verdachten van misdrijven;Vlissingen;2000;500.0;13.0
5152;Totaal verdachten van misdrijven;Vlissingen;2001;690.0;17.0
5153;Totaal verdachten van misdrijven;Vlissingen;2002;760.0;19.0
5154;Totaal verdachten van misdrijven;Vlissingen;2003;850.0;22.0
5155;Totaal verdachten van misdrijven;Vlissingen;2004;880.0;22.0
5156;Totaal verdachten van misdrijven;Vlissingen;2005;890.0;22.0
5157;Totaal verdachten van misdrijven;Vlissingen;2006;730.0;19.0
5158;Totaal verdachten van misdrijven;Vlissingen;2007;740.0;19.0
5159;Totaal verdachten van misdrijven;Vlissingen;2008;760.0;19.0
5160;Totaal verdachten van misdrijven;Vlist;1999;80.0;10.0
5161;Totaal verdachten van misdrijven;Vlist;2000;50.0;6.0
5162;Totaal verdachten van misdrijven;Vlist;2001;70.0;9.0
5163;Totaal verdachten van misdrijven;Vlist;2002;60.0;8.0
5164;Totaal verdachten van misdrijven;Vlist;2003;80.0;10.0
5165;Totaal verdachten van misdrijven;Vlist;2004;80.0;9.0
5166;Totaal verdachten van misdrijven;Vlist;2005;70.0;9.0
5167;Totaal verdachten van misdrijven;Vlist;2006;70.0;8.0
5168;Totaal verdachten van misdrijven;Vlist;2007;70.0;9.0
5169;Totaal verdachten van misdrijven;Vlist;2008;70.0;9.0
5170;Totaal verdachten van misdrijven;Voerendaal;1999;50.0;5.0
5171;Totaal verdachten van misdrijven;Voerendaal;2000;60.0;5.0
5172;Totaal verdachten van misdrijven;Voerendaal;2001;80.0;7.0
5173;Totaal verdachten van misdrijven;Voerendaal;2002;90.0;8.0
5174;Totaal verdachten van misdrijven;Voerendaal;2003;80.0;7.0
5175;Totaal verdachten van misdrijven;Voerendaal;2004;70.0;6.0
5176;Totaal verdachten van misdrijven;Voerendaal;2005;80.0;7.0
5177;Totaal verdachten van misdrijven;Voerendaal;2006;90.0;8.0
5178;Totaal verdachten van misdrijven;Voerendaal;2007;110.0;9.0
5179;Totaal verdachten van misdrijven;Voerendaal;2008;90.0;8.0
5180;Totaal verdachten van misdrijven;Voorburg;1999;290.0;9.0
5181;Totaal verdachten van misdrijven;Voorburg;2000;250.0;7.0
5182;Totaal verdachten van misdrijven;Voorburg;2001;320.0;10.0
5183;Totaal verdachten van misdrijven;Voorburg;2002;;
