ID;EnvironmentalActivities;EnvironmentalDomains;Periods;LabourInputOfEmployedPersons_1;OutputAtBasicPrices_2;GrossValueAddedAtBasicPrices_3
96;10300;10700;2001;15.3;3975.0;1335.0
97;10300;10700;2002;16.0;4320.0;1438.0
98;10300;10700;2003;16.1;4594.0;1494.0
99;10300;10700;2004;15.7;4100.0;1467.0
100;10300;10700;2005;15.2;4036.0;1407.0
101;10300;10700;2006;15.3;4159.0;1386.0
102;10300;10700;2007;16.3;4640.0;1506.0
103;10300;10700;2008;18.2;5634.0;1769.0
104;10300;10700;2009;19.0;5479.0;1803.0
105;10300;10700;2010;19.9;5594.0;1903.0
106;10300;10700;2011;21.2;6171.0;1986.0
107;10300;10700;2012;22.2;6566.0;2042.0
108;10100;10000;2001;5.5;1335.0;1067.0
109;10100;10000;2002;5.0;1287.0;1005.0
110;10100;10000;2003;4.9;1181.0;920.0
111;10100;10000;2004;4.9;1373.0;1100.0
112;10100;10000;2005;5.0;1380.0;1107.0
113;10100;10000;2006;5.3;1633.0;1323.0
114;10100;10000;2007;5.3;1761.0;1445.0
115;10100;10000;2008;5.4;1818.0;1491.0
116;10100;10000;2009;5.2;1405.0;1093.0
117;10100;10000;2010;5.6;2384.0;1998.0
118;10100;10000;2011;5.7;2531.0;2144.0
119;10100;10000;2012;5.7;2393.0;2001.0
120;10100;10100;2001;5.5;1335.0;1067.0
121;10100;10100;2002;5.0;1287.0;1005.0
122;10100;10100;2003;4.9;1181.0;920.0
123;10100;10100;2004;4.9;1373.0;1100.0
124;10100;10100;2005;5.0;1380.0;1107.0
125;10100;10100;2006;5.3;1633.0;1323.0
126;10100;10100;2007;5.3;1761.0;1445.0
127;10100;10100;2008;5.4;1818.0;1491.0
128;10100;10100;2009;5.2;1405.0;1093.0
129;10100;10100;2010;5.6;2384.0;1998.0
130;10100;10100;2011;5.7;2531.0;2144.0
131;10100;10100;2012;5.7;2393.0;2001.0
132;10100;10700;2001;;;
133;10100;10700;2002;;;
134;10100;10700;2003;;;
135;10100;10700;2004;;;
136;10100;10700;2005;;;
137;10100;10700;2006;;;
138;10100;10700;2007;;;
139;10100;10700;2008;;;
140;10100;10700;2009;;;
141;10100;10700;2010;;;
142;10100;10700;2011;;;
143;10100;10700;2012;;;
144;11300;10000;2001;1.6;119.0;63.0
145;11300;10000;2002;1.4;114.0;61.0
146;11300;10000;2003;1.6;136.0;72.0
147;11300;10000;2004;1.7;150.0;79.0
148;11300;10000;2005;1.7;162.0;85.0
149;11300;10000;2006;1.6;153.0;80.0
150;11300;10000;2007;1.5;152.0;79.0
151;11300;10000;2008;1.9;194.0;101.0
152;11300;10000;2009;1.9;198.0;113.0
153;11300;10000;2010;1.7;181.0;105.0
154;11300;10000;2011;1.6;169.0;99.0
155;11300;10000;2012;1.6;178.0;107.0
156;11300;10100;2001;1.5;112.0;59.0
157;11300;10100;2002;1.3;107.0;57.0
158;11300;10100;2003;1.5;125.0;66.0
159;11300;10100;2004;1.6;139.0;73.0
160;11300;10100;2005;1.6;151.0;79.0
161;11300;10100;2006;1.5;143.0;74.0
162;11300;10100;2007;1.4;140.0;72.0
163;11300;10100;2008;1.8;180.0;94.0
164;11300;10100;2009;1.7;175.0;99.0
165;11300;10100;2010;1.5;154.0;89.0
166;11300;10100;2011;1.4;148.0;87.0
167;11300;10100;2012;1.4;158.0;95.0
168;11300;10700;2001;0.1;7.0;4.0
169;11300;10700;2002;0.1;7.0;4.0
170;11300;10700;2003;0.1;11.0;6.0
171;11300;10700;2004;0.1;11.0;6.0
172;11300;10700;2005;0.1;12.0;6.0
173;11300;10700;2006;0.1;10.0;5.0
174;11300;10700;2007;0.1;13.0;7.0
175;11300;10700;2008;0.1;14.0;7.0
176;11300;10700;2009;0.2;24.0;14.0
177;11300;10700;2010;0.3;27.0;16.0
178;11300;10700;2011;0.2;22.0;13.0
179;11300;10700;2012;0.2;20.0;12.0
180;11600;10000;2001;5.0;1501.0;0.0
181;11600;10000;2002;5.0;1547.0;0.0
182;11600;10000;2003;4.9;1528.0;0.0
183;11600;10000;2004;4.7;1488.0;0.0
184;11600;10000;2005;4.7;1465.0;0.0
185;11600;10000;2006;4.4;1473.0;0.0
186;11600;10000;2007;4.0;1450.0;0.0
187;11600;10000;2008;3.6;1381.0;0.0
188;11600;10000;2009;3.3;1337.0;0.0
189;11600;10000;2010;3.2;1335.0;0.0
190;11600;10000;2011;3.2;1363.0;0.0
191;11600;10000;2012;3.3;1344.0;0.0
192;11600;10100;2001;5.0;1501.0;0.0
193;11600;10100;2002;5.0;1547.0;0.0
194;11600;10100;2003;4.9;1528.0;0.0
195;11600;10100;2004;4.7;1488.0;0.0
196;11600;10100;2005;4.7;1465.0;0.0
197;11600;10100;2006;4.4;1473.0;0.0
198;11600;10100;2007;4.0;1450.0;0.0
199;11600;10100;2008;3.6;1381.0;0.0
200;11600;10100;2009;3.3;1337.0;0.0
201;11600;10100;2010;3.2;1335.0;0.0
202;11600;10100;2011;3.2;1363.0;0.0
203;11600;10100;2012;3.3;1344.0;0.0
204;11600;10700;2001;;;
205;11600;10700;2002;;;
206;11600;10700;2003;;;
207;11600;10700;2004;;;
208;11600;10700;2005;;;
209;11600;10700;2006;;;
210;11600;10700;2007;;;
211;11600;10700;2008;;;
212;11600;10700;2009;;;
213;11600;10700;2010;;;
214;11600;10700;2011;;;
215;11600;10700;2012;;;
216;10400;10000;2001;20.8;1836.0;850.0
217;10400;10000;2002;19.3;1754.0;829.0
218;10400;10000;2003;15.8;1482.0;708.0
219;10400;10000;2004;13.2;1251.0;593.0
220;10400;10000;2005;12.4;1224.0;580.0
221;10400;10000;2006;14.6;1514.0;710.0
222;10400;10000;2007;15.9;1774.0;825.0
223;10400;10000;2008;16.1;1924.0;896.0
224;10400;10000;2009;16.3;1900.0;903.0
225;10400;10000;2010;17.1;1902.0;867.0
226;10400;10000;2011;20.4;2312.0;1028.0
227;10400;10000;2012;17.8;2120.0;926.0
228;10400;10100;2001;;;
229;10400;10100;2002;;;
230;10400;10100;2003;;;
231;10400;10100;2004;;;
232;10400;10100;2005;;;
233;10400;10100;2006;;;
234;10400;10100;2007;;;
235;10400;10100;2008;;;
236;10400;10100;2009;;;
237;10400;10100;2010;;;
238;10400;10100;2011;;;
239;10400;10100;2012;;;
240;10400;10700;2001;20.8;1836.0;850.0
241;10400;10700;2002;19.3;1754.0;829.0
242;10400;10700;2003;15.8;1482.0;708.0
243;10400;10700;2004;13.2;1251.0;593.0
244;10400;10700;2005;12.4;1224.0;580.0
245;10400;10700;2006;14.6;1514.0;710.0
246;10400;10700;2007;15.9;1774.0;825.0
247;10400;10700;2008;16.1;1924.0;896.0
248;10400;10700;2009;16.3;1900.0;903.0
249;10400;10700;2010;17.1;1902.0;867.0
250;10400;10700;2011;20.4;2312.0;1028.0
251;10400;10700;2012;17.8;2120.0;926.0
252;10600;10000;2001;7.0;769.0;395.0
253;10600;10000;2002;7.6;865.0;439.0
254;10600;10000;2003;7.0;804.0;410.0
255;10600;10000;2004;7.6;899.0;453.0
256;10600;10000;2005;7.3;864.0;441.0
257;10600;10000;2006;8.4;1015.0;522.0
258;10600;10000;2007;8.5;1056.0;555.0
259;10600;10000;2008;9.1;1191.0;650.0
260;10600;10000;2009;8.7;1080.0;588.0
261;10600;10000;2010;8.3;1137.0;629.0
262;10600;10000;2011;8.4;1110.0;624.0
263;10600;10000;2012;8.3;1131.0;603.0
264;10600;10100;2001;6.6;740.0;375.0
265;10600;10100;2002;7.0;811.0;405.0
266;10600;10100;2003;6.5;749.0;377.0
267;10600;10100;2004;7.1;843.0;418.0
268;10600;10100;2005;6.8;806.0;404.0
269;10600;10100;2006;7.8;947.0;480.0
270;10600;10100;2007;7.9;984.0;510.0
271;10600;10100;2008;8.5;1112.0;601.0
272;10600;10100;2009;8.1;1003.0;541.0
273;10600;10100;2010;7.8;1061.0;584.0
274;10600;10100;2011;7.9;1032.0;579.0
275;10600;10100;2012;7.7;1057.0;560.0
276;10600;10700;2001;0.4;30.0;20.0
277;10600;10700;2002;0.6;54.0;34.0
278;10600;10700;2003;0.5;54.0;34.0
279;10600;10700;2004;0.6;56.0;35.0
280;10600;10700;2005;0.6;59.0;37.0
281;10600;10700;2006;0.6;68.0;42.0
282;10600;10700;2007;0.6;72.0;45.0
283;10600;10700;2008;0.6;78.0;49.0
284;10600;10700;2009;0.6;77.0;47.0
285;10600;10700;2010;0.6;77.0;44.0
286;10600;10700;2011;0.6;78.0;45.0
287;10600;10700;2012;0.6;74.0;44.0
288;10000;10000;2001;30.3;6231.0;2290.0
289;10000;10000;2002;30.8;6545.0;2440.0
290;10000;10000;2003;32.1;6802.0;2525.0
291;10000;10000;2004;31.1;6834.0;2515.0
292;10000;10000;2005;30.7;6720.0;2603.0
293;10000;10000;2006;30.4;6982.0;2714.0
294;10000;10000;2007;31.0;7395.0;2894.0
295;10000;10000;2008;31.0;7915.0;3136.0
296;10000;10000;2009;32.4;8044.0;3138.0
297;10000;10000;2010;31.3;7981.0;3046.0
298;10000;10000;2011;31.7;8410.0;3136.0
299;10000;10000;2012;32.0;8425.0;3079.0
300;10000;10100;2001;30.3;6231.0;2290.0
301;10000;10100;2002;30.8;6545.0;2440.0
302;10000;10100;2003;32.1;6802.0;2525.0
303;10000;10100;2004;31.1;6834.0;2515.0
304;10000;10100;2005;30.7;6720.0;2603.0
305;10000;10100;2006;30.4;6982.0;2714.0
306;10000;10100;2007;31.0;7395.0;2894.0
307;10000;10100;2008;31.0;7915.0;3136.0
308;10000;10100;2009;32.4;8044.0;3138.0
309;10000;10100;2010;31.3;7981.0;3046.0
310;10000;10100;2011;31.7;8410.0;3136.0
311;10000;10100;2012;32.0;8425.0;3079.0
312;10000;10700;2001;;;
313;10000;10700;2002;;;
314;10000;10700;2003;;;
315;10000;10700;2004;;;
316;10000;10700;2005;;;
317;10000;10700;2006;;;
318;10000;10700;2007;;;
319;10000;10700;2008;;;
320;10000;10700;2009;;;
321;10000;10700;2010;;;
322;10000;10700;2011;;;
323;10000;10700;2012;;;
324;10500;10000;2001;0.8;92.0;50.0
325;10500;10000;2002;0.9;112.0;63.0
326;10500;10000;2003;1.2;149.0;85.0
327;10500;10000;2004;1.2;166.0;95.0
328;10500;10000;2005;1.4;195.0;114.0
329;10500;10000;2006;1.3;195.0;114.0
330;10500;10000;2007;1.4;210.0;124.0
331;10500;10000;2008;1.7;237.0;140.0
332;10500;10000;2009;2.2;316.0;185.0
333;10500;10000;2010;2.2;314.0;181.0
334;10500;10000;2011;2.3;316.0;178.0
335;10500;10000;2012;2.5;327.0;194.0
336;10500;10100;2001;0.8;92.0;50.0
337;10500;10100;2002;0.9;112.0;63.0
338;10500;10100;2003;1.2;149.0;85.0
339;10500;10100;2004;1.2;166.0;95.0
340;10500;10100;2005;1.4;195.0;114.0
341;10500;10100;2006;1.3;195.0;114.0
342;10500;10100;2007;1.4;210.0;124.0
343;10500;10100;2008;1.7;237.0;140.0
344;10500;10100;2009;2.2;316.0;185.0
345;10500;10100;2010;2.2;314.0;181.0
346;10500;10100;2011;2.3;316.0;178.0
347;10500;10100;2012;2.5;327.0;194.0
348;10500;10700;2001;;;
349;10500;10700;2002;;;
350;10500;10700;2003;;;
351;10500;10700;2004;;;
352;10500;10700;2005;;;
353;10500;10700;2006;;;
354;10500;10700;2007;;;
355;10500;10700;2008;;;
356;10500;10700;2009;;;
357;10500;10700;2010;;;
358;10500;10700;2011;;;
359;10500;10700;2012;;;
360;10800;10000;2001;6.6;1354.0;410.0
361;10800;10000;2002;7.0;1452.0;437.0
362;10800;10000;2003;7.4;1651.0;487.0
363;10800;10000;2004;7.1;1664.0;469.0
364;10800;10000;2005;6.8;1655.0;464.0
365;10800;10000;2006;7.6;2047.0;559.0
366;10800;10000;2007;8.1;2224.0;611.0
367;10800;10000;2008;8.4;2433.0;685.0
368;10800;10000;2009;8.1;2451.0;685.0
369;10800;10000;2010;7.4;2115.0;600.0
370;10800;10000;2011;7.4;2125.0;588.0
371;10800;10000;2012;6.7;1835.0;521.0
372;10800;10100;2001;6.6;1336.0;406.0
373;10800;10100;2002;6.9;1434.0;432.0
374;10800;10100;2003;7.4;1632.0;483.0
375;10800;10100;2004;7.0;1642.0;464.0
376;10800;10100;2005;6.7;1633.0;458.0
377;10800;10100;2006;7.5;1928.0;547.0
378;10800;10100;2007;8.0;2117.0;599.0
379;10800;10100;2008;8.2;2305.0;672.0
380;10800;10100;2009;8.0;2329.0;672.0
381;10800;10100;2010;7.2;1979.0;582.0
382;10800;10100;2011;7.2;1979.0;567.0
383;10800;10100;2012;6.5;1739.0;505.0
384;10800;10700;2001;0.1;17.0;5.0
385;10800;10700;2002;0.1;18.0;5.0
386;10800;10700;2003;0.1;18.0;5.0
387;10800;10700;2004;0.1;21.0;5.0
388;10800;10700;2005;0.1;22.0;5.0
389;10800;10700;2006;0.1;119.0;13.0
390;10800;10700;2007;0.1;107.0;12.0
391;10800;10700;2008;0.1;128.0;13.0
392;10800;10700;2009;0.1;122.0;14.0
393;10800;10700;2010;0.2;135.0;19.0
394;10800;10700;2011;0.2;145.0;20.0
395;10800;10700;2012;0.2;96.0;15.0
396;11400;10000;2001;0.6;62.0;50.0
397;11400;10000;2002;0.6;61.0;49.0
398;11400;10000;2003;0.6;60.0;49.0
399;11400;10000;2004;0.5;58.0;46.0
400;11400;10000;2005;0.5;55.0;43.0
401;11400;10000;2006;0.4;52.0;40.0
402;11400;10000;2007;0.4;52.0;40.0
403;11400;10000;2008;0.4;55.0;42.0
404;11400;10000;2009;0.4;57.0;44.0
405;11400;10000;2010;0.4;61.0;47.0
406;11400;10000;2011;0.4;63.0;49.0
407;11400;10000;2012;0.4;66.0;51.0
408;11400;10100;2001;0.6;62.0;50.0
409;11400;10100;2002;0.6;61.0;49.0
410;11400;10100;2003;0.6;60.0;49.0
411;11400;10100;2004;0.5;58.0;46.0
412;11400;10100;2005;0.5;55.0;43.0
413;11400;10100;2006;0.4;52.0;40.0
414;11400;10100;2007;0.4;52.0;40.0
415;11400;10100;2008;0.4;55.0;42.0
416;11400;10100;2009;0.4;57.0;44.0
417;11400;10100;2010;0.4;61.0;47.0
418;11400;10100;2011;0.4;63.0;49.0
419;11400;10100;2012;0.4;66.0;51.0
420;11400;10700;2001;;;
421;11400;10700;2002;;;
422;11400;10700;2003;;;
423;11400;10700;2004;;;
424;11400;10700;2005;;;
425;11400;10700;2006;;;
426;11400;10700;2007;;;
427;11400;10700;2008;;;
428;11400;10700;2009;;;
429;11400;10700;2010;;;
430;11400;10700;2011;;;
431;11400;10700;2012;;;
432;11200;10000;2001;10.5;1191.0;501.0
433;11200;10000;2002;11.8;1357.0;565.0
434;11200;10000;2003;13.2;1523.0;630.0
435;11200;10000;2004;12.8;1478.0;639.0
436;11200;10000;2005;12.5;1432.0;647.0
437;11200;10000;2006;12.7;1506.0;675.0
438;11200;10000;2007;12.9;1581.0;703.0
439;11200;10000;2008;11.9;1596.0;675.0
440;11200;10000;2009;10.8;1612.0;648.0
441;11200;10000;2010;9.8;1534.0;607.0
442;11200;10000;2011;8.8;1455.0;566.0
443;11200;10000;2012;8.7;1430.0;556.0
444;11200;10100;2001;10.5;1191.0;501.0
445;11200;10100;2002;11.8;1357.0;565.0
446;11200;10100;2003;13.2;1523.0;630.0
447;11200;10100;2004;12.8;1478.0;639.0
448;11200;10100;2005;12.5;1432.0;647.0
449;11200;10100;2006;12.7;1506.0;675.0
450;11200;10100;2007;12.9;1581.0;703.0
451;11200;10100;2008;11.9;1596.0;675.0
452;11200;10100;2009;10.8;1612.0;648.0
453;11200;10100;2010;9.8;1534.0;607.0
454;11200;10100;2011;8.8;1455.0;566.0
455;11200;10100;2012;8.7;1430.0;556.0
456;11200;10700;2001;;;
457;11200;10700;2002;;;
458;11200;10700;2003;;;
459;11200;10700;2004;;;
460;11200;10700;2005;;;
461;11200;10700;2006;;;
462;11200;10700;2007;;;
463;11200;10700;2008;;;
464;11200;10700;2009;;;
465;11200;10700;2010;;;
466;11200;10700;2011;;;
467;11200;10700;2012;;;
468;10200;10000;2001;0.8;160.0;77.0
469;10200;10000;2002;0.9;194.0;74.0
470;10200;10000;2003;0.9;260.0;139.0
471;10200;10000;2004;1.1;464.0;272.0
472;10200;10000;2005;1.3;872.0;471.0
473;10200;10000;2006;1.5;1008.0;581.0
474;10200;10000;2007;1.8;1007.0;733.0
475;10200;10000;2008;2.2;1351.0;1093.0
476;10200;10000;2009;2.4;1648.0;1219.0
477;10200;10000;2010;2.4;1729.0;1126.0
478;10200;10000;2011;2.8;2181.0;1233.0
479;10200;10000;2012;3.0;3035.0;1283.0
480;10200;10100;2001;;;
481;10200;10100;2002;;;
482;10200;10100;2003;;;
483;10200;10100;2004;;;
484;10200;10100;2005;;;
485;10200;10100;2006;;;
486;10200;10100;2007;;;
487;10200;10100;2008;;;
488;10200;10100;2009;;;
489;10200;10100;2010;;;
490;10200;10100;2011;;;
491;10200;10100;2012;;;
492;10200;10700;2001;0.8;160.0;77.0
493;10200;10700;2002;0.9;194.0;74.0
494;10200;10700;2003;0.9;260.0;139.0
495;10200;10700;2004;1.1;464.0;272.0
496;10200;10700;2005;1.3;872.0;471.0
497;10200;10700;2006;1.5;1008.0;581.0
498;10200;10700;2007;1.8;1007.0;733.0
499;10200;10700;2008;2.2;1351.0;1093.0
500;10200;10700;2009;2.4;1648.0;1219.0
501;10200;10700;2010;2.4;1729.0;1126.0
502;10200;10700;2011;2.8;2181.0;1233.0
503;10200;10700;2012;3.0;3035.0;1283.0
504;10700;10000;2001;4.7;1152.0;326.0
505;10700;10000;2002;4.9;1299.0;340.0
506;10700;10000;2003;5.1;1333.0;354.0
507;10700;10000;2004;4.6;1233.0;314.0
508;10700;10000;2005;5.1;1448.0;347.0
509;10700;10000;2006;5.2;1461.0;371.0
510;10700;10000;2007;5.2;1503.0;371.0
511;10700;10000;2008;5.3;1535.0;338.0
512;10700;10000;2009;5.1;1199.0;362.0
513;10700;10000;2010;5.3;1273.0;406.0
514;10700;10000;2011;5.3;1484.0;431.0
515;10700;10000;2012;5.1;1437.0;381.0
516;10700;10100;2001;4.5;1104.0;312.0
517;10700;10100;2002;4.8;1253.0;328.0
518;10700;10100;2003;4.9;1285.0;341.0
519;10700;10100;2004;4.4;1184.0;300.0
520;10700;10100;2005;4.9;1397.0;332.0
521;10700;10100;2006;5.0;1391.0;351.0
522;10700;10100;2007;4.9;1424.0;349.0
523;10700;10100;2008;5.0;1449.0;315.0
524;10700;10100;2009;4.9;1128.0;339.0
525;10700;10100;2010;5.0;1191.0;371.0
526;10700;10100;2011;5.0;1381.0;401.0
527;10700;10100;2012;4.7;1328.0;351.0
528;10700;10700;2001;0.2;48.0;14.0
529;10700;10700;2002;0.2;46.0;13.0
530;10700;10700;2003;0.2;48.0;13.0
531;10700;10700;2004;0.2;49.0;14.0
532;10700;10700;2005;0.2;51.0;15.0
533;10700;10700;2006;0.3;70.0;20.0
534;10700;10700;2007;0.3;79.0;22.0
535;10700;10700;2008;0.3;86.0;24.0
536;10700;10700;2009;0.3;71.0;23.0
537;10700;10700;2010;0.3;82.0;35.0
538;10700;10700;2011;0.3;103.0;30.0
539;10700;10700;2012;0.4;108.0;30.0
540;11100;10000;2001;1.1;86.0;43.0
541;11100;10000;2002;1.3;110.0;50.0
542;11100;10000;2003;1.6;118.0;55.0
543;11100;10000;2004;1.3;115.0;51.0
544;11100;10000;2005;1.6;114.0;58.0
545;11100;10000;2006;1.3;94.0;48.0
546;11100;10000;2007;1.2;91.0;49.0
547;11100;10000;2008;1.5;105.0;51.0
548;11100;10000;2009;1.8;111.0;55.0
549;11100;10000;2010;1.8;139.0;67.0
550;11100;10000;2011;1.9;169.0;80.0
551;11100;10000;2012;1.8;161.0;90.0
552;11100;10100;2001;;;
553;11100;10100;2002;;;
554;11100;10100;2003;;;
555;11100;10100;2004;;;
556;11100;10100;2005;;;
557;11100;10100;2006;;;
558;11100;10100;2007;;;
559;11100;10100;2008;;;
560;11100;10100;2009;;;
561;11100;10100;2010;;;
562;11100;10100;2011;;;
563;11100;10100;2012;;;
564;11100;10700;2001;1.1;86.0;43.0
565;11100;10700;2002;1.3;110.0;50.0
566;11100;10700;2003;1.6;118.0;55.0
567;11100;10700;2004;1.3;115.0;51.0
568;11100;10700;2005;1.6;114.0;58.0
569;11100;10700;2006;1.3;94.0;48.0
570;11100;10700;2007;1.2;91.0;49.0
571;11100;10700;2008;1.5;105.0;51.0
572;11100;10700;2009;1.8;111.0;55.0
573;11100;10700;2010;1.8;139.0;67.0
574;11100;10700;2011;1.9;169.0;80.0
575;11100;10700;2012;1.8;161.0;90.0
576;11000;10000;2001;2.8;758.0;165.0
577;11000;10000;2002;3.0;819.0;173.0
578;11000;10000;2003;3.1;908.0;215.0
579;11000;10000;2004;3.0;1085.0;269.0
580;11000;10000;2005;3.0;1193.0;297.0
581;11000;10000;2006;2.9;1388.0;397.0
582;11000;10000;2007;2.9;1487.0;409.0
583;11000;10000;2008;3.0;1648.0;412.0
584;11000;10000;2009;3.1;1474.0;375.0
585;11000;10000;2010;3.2;1873.0;497.0
586;11000;10000;2011;3.6;2333.0;627.0
587;11000;10000;2012;3.9;2421.0;646.0
588;11000;10100;2001;;;
589;11000;10100;2002;;;
590;11000;10100;2003;;;
591;11000;10100;2004;;;
592;11000;10100;2005;;;
593;11000;10100;2006;;;
594;11000;10100;2007;;;
595;11000;10100;2008;;;
596;11000;10100;2009;;;
597;11000;10100;2010;;;
598;11000;10100;2011;;;
599;11000;10100;2012;;;
600;11000;10700;2001;2.8;758.0;165.0
601;11000;10700;2002;3.0;819.0;173.0
602;11000;10700;2003;3.1;908.0;215.0
603;11000;10700;2004;3.0;1085.0;269.0
604;11000;10700;2005;3.0;1193.0;297.0
605;11000;10700;2006;2.9;1388.0;397.0
606;11000;10700;2007;2.9;1487.0;409.0
607;11000;10700;2008;3.0;1648.0;412.0
608;11000;10700;2009;3.1;1474.0;375.0
609;11000;10700;2010;3.2;1873.0;497.0
610;11000;10700;2011;3.6;2333.0;627.0
611;11000;10700;2012;3.9;2421.0;646.0
612;11500;10000;2001;3.3;588.0;353.0
613;11500;10000;2002;3.8;666.0;400.0
614;11500;10000;2003;4.0;772.0;443.0
615;11500;10000;2004;3.8;780.0;454.0
616;11500;10000;2005;3.8;776.0;462.0
617;11500;10000;2006;3.7;781.0;450.0
618;11500;10000;2007;3.5;808.0;446.0
619;11500;10000;2008;3.5;854.0;465.0
620;11500;10000;2009;3.6;905.0;485.0
621;11500;10000;2010;3.9;991.0;554.0
622;11500;10000;2011;3.9;1072.0;597.0
623;11500;10000;2012;3.9;1111.0;622.0
624;11500;10100;2001;;;
625;11500;10100;2002;;;
626;11500;10100;2003;;;
627;11500;10100;2004;;;
628;11500;10100;2005;;;
629;11500;10100;2006;;;
630;11500;10100;2007;;;
631;11500;10100;2008;;;
632;11500;10100;2009;;;
633;11500;10100;2010;;;
634;11500;10100;2011;;;
635;11500;10100;2012;;;
636;11500;10700;2001;3.3;588.0;353.0
637;11500;10700;2002;3.8;666.0;400.0
638;11500;10700;2003;4.0;772.0;443.0
639;11500;10700;2004;3.8;780.0;454.0
640;11500;10700;2005;3.8;776.0;462.0
641;11500;10700;2006;3.7;781.0;450.0
642;11500;10700;2007;3.5;808.0;446.0
643;11500;10700;2008;3.5;854.0;465.0
644;11500;10700;2009;3.6;905.0;485.0
