ID;Geslacht;Leeftijd;RegioS;Perioden;TotaalOpnamen_1;Dagopnamen_2;KlinischeOpnamen_3;VerpleegdagenPer10000Inwoners_4;GemVerpleegduurPerKlinischeOpname_5;GemiddeldeBevolking_6
1426;Totaal mannen en vrouwen;1 tot 5 jaar;Overijssel (PV);1999;1477.5;1003.7;473.7;2363.1;5.0;54695
1427;Totaal mannen en vrouwen;1 tot 5 jaar;Overijssel (PV);2000;1356.1;920.5;435.5;2030.7;4.7;55631
1428;Totaal mannen en vrouwen;1 tot 5 jaar;Overijssel (PV);2001;1417.2;985.0;432.2;1855.1;4.3;57098
1429;Totaal mannen en vrouwen;1 tot 5 jaar;Overijssel (PV);2002;1433.1;1003.3;429.8;1933.1;4.5;58400
1430;Totaal mannen en vrouwen;1 tot 5 jaar;Overijssel (PV);2003;1472.8;1038.4;434.4;1946.0;4.5;59112
1431;Totaal mannen en vrouwen;1 tot 5 jaar;Overijssel (PV);2004;1468.9;1024.7;444.2;1882.1;4.2;59523
1432;Totaal mannen en vrouwen;1 tot 5 jaar;Overijssel (PV);2005;1502.8;1028.4;474.4;1962.2;4.1;59295
1433;Totaal mannen en vrouwen;1 tot 5 jaar;Overijssel (PV);2006;1593.4;1080.0;513.4;2099.2;4.1;58436
1434;Totaal mannen en vrouwen;1 tot 5 jaar;Overijssel (PV);2007;1515.9;1058.7;457.2;1740.0;3.8;57465
1435;Totaal mannen en vrouwen;1 tot 5 jaar;Overijssel (PV);2008;1606.4;1076.3;530.1;1922.5;3.6;56100
1436;Totaal mannen en vrouwen;1 tot 5 jaar;Overijssel (PV);2009;1693.0;1174.9;518.0;1797.6;3.5;54957
1437;Totaal mannen en vrouwen;1 tot 5 jaar;Overijssel (PV);2010;1649.0;1149.6;499.4;1758.4;3.5;54282
1438;Totaal mannen en vrouwen;1 tot 5 jaar;Overijssel (PV);2011;1690.5;1159.2;531.4;1771.9;3.3;53693
1439;Totaal mannen en vrouwen;1 tot 5 jaar;Overijssel (PV);2012;1591.8;1092.0;499.7;1760.2;3.5;53030
1440;Totaal mannen en vrouwen;1 tot 5 jaar;Flevoland (PV);1981;;;847.4;6277.9;7.4;10429
1441;Totaal mannen en vrouwen;1 tot 5 jaar;Flevoland (PV);1982;;;880.6;6932.0;7.9;11470
1442;Totaal mannen en vrouwen;1 tot 5 jaar;Flevoland (PV);1983;;;1007.2;6535.4;6.5;12292
1443;Totaal mannen en vrouwen;1 tot 5 jaar;Flevoland (PV);1984;;;825.9;5077.5;6.1;12967
1444;Totaal mannen en vrouwen;1 tot 5 jaar;Flevoland (PV);1985;;;791.3;4739.6;6.0;13383
1445;Totaal mannen en vrouwen;1 tot 5 jaar;Flevoland (PV);1986;;;785.5;4350.3;5.5;13752
1446;Totaal mannen en vrouwen;1 tot 5 jaar;Flevoland (PV);1987;;;654.1;3824.9;5.8;14176
1447;Totaal mannen en vrouwen;1 tot 5 jaar;Flevoland (PV);1988;;;575.7;2980.9;5.2;14573
1448;Totaal mannen en vrouwen;1 tot 5 jaar;Flevoland (PV);1989;;;530.9;3271.7;6.2;15127
1449;Totaal mannen en vrouwen;1 tot 5 jaar;Flevoland (PV);1990;;;506.3;2812.2;5.6;15647
1450;Totaal mannen en vrouwen;1 tot 5 jaar;Flevoland (PV);1991;;;524.5;3016.3;5.8;16191
1451;Totaal mannen en vrouwen;1 tot 5 jaar;Flevoland (PV);1992;;;502.8;2939.6;5.8;16808
1452;Totaal mannen en vrouwen;1 tot 5 jaar;Flevoland (PV);1993;1487.1;976.0;511.1;3021.0;5.9;17296
1453;Totaal mannen en vrouwen;1 tot 5 jaar;Flevoland (PV);1994;1371.2;931.3;440.0;2343.8;5.3;17707
1454;Totaal mannen en vrouwen;1 tot 5 jaar;Flevoland (PV);1995;1512.0;1054.3;457.6;2240.6;4.9;18116
1455;Totaal mannen en vrouwen;1 tot 5 jaar;Flevoland (PV);1996;1391.3;975.9;415.4;2155.2;5.2;18393
1456;Totaal mannen en vrouwen;1 tot 5 jaar;Flevoland (PV);1997;1288.0;894.5;393.4;1908.0;4.8;18623
1457;Totaal mannen en vrouwen;1 tot 5 jaar;Flevoland (PV);1998;1372.0;944.1;427.9;2238.8;5.2;19140
1458;Totaal mannen en vrouwen;1 tot 5 jaar;Flevoland (PV);1999;1277.8;885.2;392.6;1776.6;4.5;19690
1459;Totaal mannen en vrouwen;1 tot 5 jaar;Flevoland (PV);2000;1315.0;915.1;399.8;1748.2;4.4;20358
1460;Totaal mannen en vrouwen;1 tot 5 jaar;Flevoland (PV);2001;1351.0;923.4;427.6;1764.1;4.1;21280
1461;Totaal mannen en vrouwen;1 tot 5 jaar;Flevoland (PV);2002;1329.8;948.7;381.1;1598.4;4.2;22147
1462;Totaal mannen en vrouwen;1 tot 5 jaar;Flevoland (PV);2003;1518.3;1091.2;427.1;1706.3;4.0;22710
1463;Totaal mannen en vrouwen;1 tot 5 jaar;Flevoland (PV);2004;1432.2;994.3;438.0;1656.7;3.8;22992
1464;Totaal mannen en vrouwen;1 tot 5 jaar;Flevoland (PV);2005;1520.0;1050.1;469.9;1794.9;3.8;23027
1465;Totaal mannen en vrouwen;1 tot 5 jaar;Flevoland (PV);2006;1676.8;1136.6;540.1;2095.4;3.9;22717
1466;Totaal mannen en vrouwen;1 tot 5 jaar;Flevoland (PV);2007;1692.6;1167.3;525.3;2099.5;4.0;22291
1467;Totaal mannen en vrouwen;1 tot 5 jaar;Flevoland (PV);2008;1603.0;1024.8;578.3;2064.6;3.6;21859
1468;Totaal mannen en vrouwen;1 tot 5 jaar;Flevoland (PV);2009;1766.8;1198.0;568.8;1974.4;3.5;21485
1469;Totaal mannen en vrouwen;1 tot 5 jaar;Flevoland (PV);2010;1754.8;1173.6;581.2;2045.6;3.5;21387
1470;Totaal mannen en vrouwen;1 tot 5 jaar;Flevoland (PV);2011;1779.9;1136.9;643.0;2060.2;3.2;21445
1471;Totaal mannen en vrouwen;1 tot 5 jaar;Flevoland (PV);2012;1495.4;942.0;553.3;1781.1;3.2;21380
1472;Totaal mannen en vrouwen;1 tot 5 jaar;Gelderland (PV);1981;;;1116.2;7626.1;6.8;88307
1473;Totaal mannen en vrouwen;1 tot 5 jaar;Gelderland (PV);1982;;;1066.4;7372.9;6.9;88132
1474;Totaal mannen en vrouwen;1 tot 5 jaar;Gelderland (PV);1983;;;1012.4;6797.7;6.7;87397
1475;Totaal mannen en vrouwen;1 tot 5 jaar;Gelderland (PV);1984;;;929.3;6290.0;6.8;86446
1476;Totaal mannen en vrouwen;1 tot 5 jaar;Gelderland (PV);1985;;;844.1;5773.8;6.8;85380
1477;Totaal mannen en vrouwen;1 tot 5 jaar;Gelderland (PV);1986;;;800.6;5239.6;6.5;84770
1478;Totaal mannen en vrouwen;1 tot 5 jaar;Gelderland (PV);1987;;;692.5;4473.6;6.5;85582
1479;Totaal mannen en vrouwen;1 tot 5 jaar;Gelderland (PV);1988;;;679.1;4266.8;6.3;87368
1480;Totaal mannen en vrouwen;1 tot 5 jaar;Gelderland (PV);1989;;;663.6;4282.0;6.5;89183
1481;Totaal mannen en vrouwen;1 tot 5 jaar;Gelderland (PV);1990;;;610.3;3744.4;6.1;90751
1482;Totaal mannen en vrouwen;1 tot 5 jaar;Gelderland (PV);1991;;;584.4;3435.1;5.9;92172
1483;Totaal mannen en vrouwen;1 tot 5 jaar;Gelderland (PV);1992;;;505.9;3063.3;6.1;93627
1484;Totaal mannen en vrouwen;1 tot 5 jaar;Gelderland (PV);1993;1617.6;1106.3;511.4;2978.7;5.8;95005
1485;Totaal mannen en vrouwen;1 tot 5 jaar;Gelderland (PV);1994;1645.2;1155.0;490.2;2881.3;5.9;96109
1486;Totaal mannen en vrouwen;1 tot 5 jaar;Gelderland (PV);1995;1641.1;1168.2;472.9;2654.2;5.6;96655
1487;Totaal mannen en vrouwen;1 tot 5 jaar;Gelderland (PV);1996;1661.9;1205.3;456.6;2432.1;5.3;96317
1488;Totaal mannen en vrouwen;1 tot 5 jaar;Gelderland (PV);1997;1512.2;1081.6;430.5;2261.0;5.3;95777
1489;Totaal mannen en vrouwen;1 tot 5 jaar;Gelderland (PV);1998;1640.7;1184.5;456.2;2386.0;5.2;95546
1490;Totaal mannen en vrouwen;1 tot 5 jaar;Gelderland (PV);1999;1505.1;1080.4;424.7;2068.1;4.9;95810
1491;Totaal mannen en vrouwen;1 tot 5 jaar;Gelderland (PV);2000;1447.0;1048.8;398.2;1765.4;4.4;96890
1492;Totaal mannen en vrouwen;1 tot 5 jaar;Gelderland (PV);2001;1455.6;1051.9;403.7;1774.7;4.4;98841
1493;Totaal mannen en vrouwen;1 tot 5 jaar;Gelderland (PV);2002;1465.2;1059.8;405.4;1927.6;4.8;100735
1494;Totaal mannen en vrouwen;1 tot 5 jaar;Gelderland (PV);2003;1587.9;1155.7;432.2;1817.8;4.2;101469
1495;Totaal mannen en vrouwen;1 tot 5 jaar;Gelderland (PV);2004;1581.3;1145.6;435.7;1858.7;4.3;101289
1496;Totaal mannen en vrouwen;1 tot 5 jaar;Gelderland (PV);2005;1624.1;1154.9;469.2;1972.7;4.2;99791
1497;Totaal mannen en vrouwen;1 tot 5 jaar;Gelderland (PV);2006;1677.4;1182.4;494.9;1917.1;3.9;97121
1498;Totaal mannen en vrouwen;1 tot 5 jaar;Gelderland (PV);2007;1656.3;1176.5;479.7;1736.1;3.6;94447
1499;Totaal mannen en vrouwen;1 tot 5 jaar;Gelderland (PV);2008;1569.0;1071.0;498.0;1778.5;3.6;91652
1500;Totaal mannen en vrouwen;1 tot 5 jaar;Gelderland (PV);2009;1621.5;1122.6;499.0;1795.6;3.6;89386
1501;Totaal mannen en vrouwen;1 tot 5 jaar;Gelderland (PV);2010;1692.9;1186.3;506.6;1786.4;3.5;88209
1502;Totaal mannen en vrouwen;1 tot 5 jaar;Gelderland (PV);2011;1699.1;1161.9;537.2;1789.8;3.3;87222
1503;Totaal mannen en vrouwen;1 tot 5 jaar;Gelderland (PV);2012;1650.6;1127.6;523.0;1710.0;3.3;86344
1504;Totaal mannen en vrouwen;1 tot 5 jaar;Utrecht (PV);1981;;;1451.9;7635.9;5.3;46826
1505;Totaal mannen en vrouwen;1 tot 5 jaar;Utrecht (PV);1982;;;1485.1;7946.5;5.4;47398
1506;Totaal mannen en vrouwen;1 tot 5 jaar;Utrecht (PV);1983;;;1478.7;7302.8;4.9;47536
1507;Totaal mannen en vrouwen;1 tot 5 jaar;Utrecht (PV);1984;;;1295.5;6568.8;5.1;47331
1508;Totaal mannen en vrouwen;1 tot 5 jaar;Utrecht (PV);1985;;;1038.9;6079.6;5.9;47353
1509;Totaal mannen en vrouwen;1 tot 5 jaar;Utrecht (PV);1986;;;988.2;5454.2;5.5;47676
1510;Totaal mannen en vrouwen;1 tot 5 jaar;Utrecht (PV);1987;;;835.2;4945.6;5.9;48742
1511;Totaal mannen en vrouwen;1 tot 5 jaar;Utrecht (PV);1988;;;780.3;4964.3;6.4;50378
1512;Totaal mannen en vrouwen;1 tot 5 jaar;Utrecht (PV);1989;;;668.0;4037.5;6.0;51694
1513;Totaal mannen en vrouwen;1 tot 5 jaar;Utrecht (PV);1990;;;536.4;3376.3;6.3;52841
1514;Totaal mannen en vrouwen;1 tot 5 jaar;Utrecht (PV);1991;;;541.0;3278.7;6.1;53989
1515;Totaal mannen en vrouwen;1 tot 5 jaar;Utrecht (PV);1992;;;496.4;3147.6;6.3;55052
1516;Totaal mannen en vrouwen;1 tot 5 jaar;Utrecht (PV);1993;1891.7;1373.5;518.2;3121.1;6.0;56039
1517;Totaal mannen en vrouwen;1 tot 5 jaar;Utrecht (PV);1994;1826.6;1347.3;479.3;2839.7;5.9;56648
1518;Totaal mannen en vrouwen;1 tot 5 jaar;Utrecht (PV);1995;1824.7;1376.3;448.4;2826.8;6.3;56827
1519;Totaal mannen en vrouwen;1 tot 5 jaar;Utrecht (PV);1996;1869.4;1398.7;470.7;2876.1;6.1;56661
1520;Totaal mannen en vrouwen;1 tot 5 jaar;Utrecht (PV);1997;1660.7;1219.7;441.0;2451.4;5.6;56452
1521;Totaal mannen en vrouwen;1 tot 5 jaar;Utrecht (PV);1998;1691.6;1281.3;410.3;2215.8;5.4;56490
1522;Totaal mannen en vrouwen;1 tot 5 jaar;Utrecht (PV);1999;1494.1;1103.5;390.6;2037.7;5.2;56938
1523;Totaal mannen en vrouwen;1 tot 5 jaar;Utrecht (PV);2000;1489.2;1104.1;385.2;1792.1;4.7;57977
1524;Totaal mannen en vrouwen;1 tot 5 jaar;Utrecht (PV);2001;1444.9;1101.4;343.5;1510.9;4.4;59970
1525;Totaal mannen en vrouwen;1 tot 5 jaar;Utrecht (PV);2002;1481.7;1135.7;345.9;1666.2;4.8;62119
1526;Totaal mannen en vrouwen;1 tot 5 jaar;Utrecht (PV);2003;1577.0;1202.1;374.8;1715.4;4.6;63413
1527;Totaal mannen en vrouwen;1 tot 5 jaar;Utrecht (PV);2004;1491.9;1125.5;366.4;1607.6;4.4;64165
1528;Totaal mannen en vrouwen;1 tot 5 jaar;Utrecht (PV);2005;1546.3;1144.2;402.2;1736.3;4.3;64204
1529;Totaal mannen en vrouwen;1 tot 5 jaar;Utrecht (PV);2006;1615.6;1186.9;428.7;1780.6;4.2;63502
1530;Totaal mannen en vrouwen;1 tot 5 jaar;Utrecht (PV);2007;1542.8;1133.2;409.6;1634.8;4.0;62771
1531;Totaal mannen en vrouwen;1 tot 5 jaar;Utrecht (PV);2008;1528.5;1106.3;422.2;1585.8;3.8;62146
1532;Totaal mannen en vrouwen;1 tot 5 jaar;Utrecht (PV);2009;1592.1;1146.3;445.8;1633.9;3.7;61643
1533;Totaal mannen en vrouwen;1 tot 5 jaar;Utrecht (PV);2010;1587.1;1147.8;439.3;1575.6;3.6;61526
1534;Totaal mannen en vrouwen;1 tot 5 jaar;Utrecht (PV);2011;1532.3;1082.9;449.4;1619.1;3.6;61555
1535;Totaal mannen en vrouwen;1 tot 5 jaar;Utrecht (PV);2012;1479.8;1038.9;440.9;1516.9;3.4;61190
1536;Totaal mannen en vrouwen;1 tot 5 jaar;Noord Holland (PV);1981;;;1240.0;8192.0;6.6;104572
1537;Totaal mannen en vrouwen;1 tot 5 jaar;Noord Holland (PV);1982;;;1244.2;7978.8;6.4;104219
1538;Totaal mannen en vrouwen;1 tot 5 jaar;Noord Holland (PV);1983;;;1169.9;7333.7;6.3;103360
1539;Totaal mannen en vrouwen;1 tot 5 jaar;Noord Holland (PV);1984;;;1019.3;6510.4;6.4;102332
1540;Totaal mannen en vrouwen;1 tot 5 jaar;Noord Holland (PV);1985;;;965.4;5740.2;5.9;101730
1541;Totaal mannen en vrouwen;1 tot 5 jaar;Noord Holland (PV);1986;;;961.3;5633.8;5.9;102196
1542;Totaal mannen en vrouwen;1 tot 5 jaar;Noord Holland (PV);1987;;;843.0;4785.8;5.7;104020
1543;Totaal mannen en vrouwen;1 tot 5 jaar;Noord Holland (PV);1988;;;772.3;4428.2;5.7;106888
1544;Totaal mannen en vrouwen;1 tot 5 jaar;Noord Holland (PV);1989;;;690.5;3809.0;5.5;110002
1545;Totaal mannen en vrouwen;1 tot 5 jaar;Noord Holland (PV);1990;;;624.2;3581.6;5.7;112865
1546;Totaal mannen en vrouwen;1 tot 5 jaar;Noord Holland (PV);1991;;;596.1;3552.3;6.0;116190
1547;Totaal mannen en vrouwen;1 tot 5 jaar;Noord Holland (PV);1992;;;602.9;3568.4;5.9;119360
1548;Totaal mannen en vrouwen;1 tot 5 jaar;Noord Holland (PV);1993;1519.4;939.9;579.4;3295.2;5.7;121636
1549;Totaal mannen en vrouwen;1 tot 5 jaar;Noord Holland (PV);1994;1569.9;1015.6;554.3;3034.0;5.5;123351
1550;Totaal mannen en vrouwen;1 tot 5 jaar;Noord Holland (PV);1995;1551.1;1010.8;540.3;2785.2;5.2;123918
1551;Totaal mannen en vrouwen;1 tot 5 jaar;Noord Holland (PV);1996;1518.1;1043.3;474.8;2432.7;5.1;123281
1552;Totaal mannen en vrouwen;1 tot 5 jaar;Noord Holland (PV);1997;1467.9;1006.8;461.2;2414.8;5.2;122210
1553;Totaal mannen en vrouwen;1 tot 5 jaar;Noord Holland (PV);1998;1516.6;1042.4;474.2;2338.7;4.9;121571
1554;Totaal mannen en vrouwen;1 tot 5 jaar;Noord Holland (PV);1999;1421.0;975.7;445.3;2149.0;4.8;122154
1555;Totaal mannen en vrouwen;1 tot 5 jaar;Noord Holland (PV);2000;1348.5;942.4;406.1;1853.1;4.6;123806
1556;Totaal mannen en vrouwen;1 tot 5 jaar;Noord Holland (PV);2001;1360.9;966.0;394.9;1787.0;4.5;125891
1557;Totaal mannen en vrouwen;1 tot 5 jaar;Noord Holland (PV);2002;1346.5;947.8;398.7;1836.6;4.6;127932
1558;Totaal mannen en vrouwen;1 tot 5 jaar;Noord Holland (PV);2003;1382.2;969.0;413.2;1770.8;4.3;129051
1559;Totaal mannen en vrouwen;1 tot 5 jaar;Noord Holland (PV);2004;1347.4;945.0;402.4;1753.0;4.4;129288
1560;Totaal mannen en vrouwen;1 tot 5 jaar;Noord Holland (PV);2005;1363.1;908.4;454.7;1947.4;4.3;128395
1561;Totaal mannen en vrouwen;1 tot 5 jaar;Noord Holland (PV);2006;1419.1;950.0;469.1;1981.9;4.2;126502
1562;Totaal mannen en vrouwen;1 tot 5 jaar;Noord Holland (PV);2007;1445.8;956.7;489.1;1887.1;3.9;124361
1563;Totaal mannen en vrouwen;1 tot 5 jaar;Noord Holland (PV);2008;1415.0;928.6;486.4;1845.7;3.8;122174
1564;Totaal mannen en vrouwen;1 tot 5 jaar;Noord Holland (PV);2009;1473.8;972.2;501.5;1834.0;3.7;120927
1565;Totaal mannen en vrouwen;1 tot 5 jaar;Noord Holland (PV);2010;1426.4;939.8;486.7;1794.6;3.7;120743
1566;Totaal mannen en vrouwen;1 tot 5 jaar;Noord Holland (PV);2011;1413.8;907.6;506.2;1717.0;3.4;121547
1567;Totaal mannen en vrouwen;1 tot 5 jaar;Noord Holland (PV);2012;1366.5;883.8;482.7;1653.4;3.4;122166
1568;Totaal mannen en vrouwen;1 tot 5 jaar;Zuid Holland (PV);1981;;;935.4;6646.2;7.1;150230
1569;Totaal mannen en vrouwen;1 tot 5 jaar;Zuid Holland (PV);1982;;;927.9;6536.8;7.0;152100
1570;Totaal mannen en vrouwen;1 tot 5 jaar;Zuid Holland (PV);1983;;;913.7;5984.1;6.5;152616
1571;Totaal mannen en vrouwen;1 tot 5 jaar;Zuid Holland (PV);1984;;;753.2;5366.1;7.1;151959
1572;Totaal mannen en vrouwen;1 tot 5 jaar;Zuid Holland (PV);1985;;;714.4;4877.7;6.8;151653
1573;Totaal mannen en vrouwen;1 tot 5 jaar;Zuid Holland (PV);1986;;;754.3;4766.6;6.3;151747
1574;Totaal mannen en vrouwen;1 tot 5 jaar;Zuid Holland (PV);1987;;;619.4;4131.8;6.7;153663
1575;Totaal mannen en vrouwen;1 tot 5 jaar;Zuid Holland (PV);1988;;;602.0;4026.6;6.7;157242
1576;Totaal mannen en vrouwen;1 tot 5 jaar;Zuid Holland (PV);1989;;;591.4;3785.9;6.4;160582
1577;Totaal mannen en vrouwen;1 tot 5 jaar;Zuid Holland (PV);1990;;;530.4;3481.2;6.6;163407
1578;Totaal mannen en vrouwen;1 tot 5 jaar;Zuid Holland (PV);1991;;;501.7;3265.7;6.5;166362
1579;Totaal mannen en vrouwen;1 tot 5 jaar;Zuid Holland (PV);1992;;;494.1;3190.4;6.5;169647
1580;Totaal mannen en vrouwen;1 tot 5 jaar;Zuid Holland (PV);1993;1508.4;1013.2;495.2;3047.4;6.2;172195
1581;Totaal mannen en vrouwen;1 tot 5 jaar;Zuid Holland (PV);1994;1636.2;1147.7;488.5;2921.0;6.0;173439
1582;Totaal mannen en vrouwen;1 tot 5 jaar;Zuid Holland (PV);1995;1688.9;1192.9;496.0;2985.6;6.0;172992
1583;Totaal mannen en vrouwen;1 tot 5 jaar;Zuid Holland (PV);1996;1698.5;1212.3;486.2;2905.5;6.0;170892
1584;Totaal mannen en vrouwen;1 tot 5 jaar;Zuid Holland (PV);1997;1622.0;1160.6;461.4;2542.2;5.5;168552
1585;Totaal mannen en vrouwen;1 tot 5 jaar;Zuid Holland (PV);1998;1624.4;1176.7;447.7;2469.0;5.5;167292
1586;Totaal mannen en vrouwen;1 tot 5 jaar;Zuid Holland (PV);1999;1500.6;1072.5;428.1;2272.0;5.3;167261
1587;Totaal mannen en vrouwen;1 tot 5 jaar;Zuid Holland (PV);2000;1484.7;1073.8;410.9;1995.6;4.9;168565
1588;Totaal mannen en vrouwen;1 tot 5 jaar;Zuid Holland (PV);2001;1472.5;1069.5;403.0;1965.1;4.9;170990
1589;Totaal mannen en vrouwen;1 tot 5 jaar;Zuid Holland (PV);2002;1444.6;1062.4;382.2;1757.7;4.6;173082
1590;Totaal mannen en vrouwen;1 tot 5 jaar;Zuid Holland (PV);2003;1527.7;1118.0;409.8;1846.4;4.5;173906
1591;Totaal mannen en vrouwen;1 tot 5 jaar;Zuid Holland (PV);2004;1467.1;1066.9;400.2;1698.2;4.2;173514
1592;Totaal mannen en vrouwen;1 tot 5 jaar;Zuid Holland (PV);2005;1414.4;996.4;418.1;1696.5;4.1;171786
1593;Totaal mannen en vrouwen;1 tot 5 jaar;Zuid Holland (PV);2006;1541.7;1079.2;462.5;1895.9;4.1;168630
1594;Totaal mannen en vrouwen;1 tot 5 jaar;Zuid Holland (PV);2007;1534.7;1050.5;484.2;1862.5;3.8;165255
1595;Totaal mannen en vrouwen;1 tot 5 jaar;Zuid Holland (PV);2008;1552.5;1056.6;495.9;1842.8;3.7;162506
1596;Totaal mannen en vrouwen;1 tot 5 jaar;Zuid Holland (PV);2009;1607.9;1101.9;506.1;1830.5;3.6;161362
1597;Totaal mannen en vrouwen;1 tot 5 jaar;Zuid Holland (PV);2010;1595.2;1098.9;496.3;1833.6;3.7;162128
1598;Totaal mannen en vrouwen;1 tot 5 jaar;Zuid Holland (PV);2011;1615.0;1088.5;526.5;1777.7;3.4;163540
1599;Totaal mannen en vrouwen;1 tot 5 jaar;Zuid Holland (PV);2012;1482.5;976.9;505.5;1749.8;3.5;165029
1600;Totaal mannen en vrouwen;1 tot 5 jaar;Zeeland (PV);1981;;;924.8;6092.9;6.6;18086
1601;Totaal mannen en vrouwen;1 tot 5 jaar;Zeeland (PV);1982;;;940.9;5814.4;6.2;18122
1602;Totaal mannen en vrouwen;1 tot 5 jaar;Zeeland (PV);1983;;;852.7;5158.4;6.0;18074
1603;Totaal mannen en vrouwen;1 tot 5 jaar;Zeeland (PV);1984;;;721.8;4449.0;6.2;17930
1604;Totaal mannen en vrouwen;1 tot 5 jaar;Zeeland (PV);1985;;;650.5;4409.4;6.8;17701
1605;Totaal mannen en vrouwen;1 tot 5 jaar;Zeeland (PV);1986;;;599.9;3781.6;6.3;17464
1606;Totaal mannen en vrouwen;1 tot 5 jaar;Zeeland (PV);1987;;;509.2;3406.6;6.7;17367
1607;Totaal mannen en vrouwen;1 tot 5 jaar;Zeeland (PV);1988;;;515.5;3331.4;6.5;17390
1608;Totaal mannen en vrouwen;1 tot 5 jaar;Zeeland (PV);1989;;;537.9;3700.8;6.9;17393
1609;Totaal mannen en vrouwen;1 tot 5 jaar;Zeeland (PV);1990;;;458.7;2945.3;6.4;17359
1610;Totaal mannen en vrouwen;1 tot 5 jaar;Zeeland (PV);1991;;;491.1;2868.7;5.8;17405
1611;Totaal mannen en vrouwen;1 tot 5 jaar;Zeeland (PV);1992;;;504.9;2867.8;5.7;17606
1612;Totaal mannen en vrouwen;1 tot 5 jaar;Zeeland (PV);1993;1531.2;1046.6;484.6;2904.2;6.0;17954
1613;Totaal mannen en vrouwen;1 tot 5 jaar;Zeeland (PV);1994;1552.5;1093.4;459.1;2549.5;5.6;18255
1614;Totaal mannen en vrouwen;1 tot 5 jaar;Zeeland (PV);1995;1717.2;1245.3;471.9;2875.4;6.1;18373
1615;Totaal mannen en vrouwen;1 tot 5 jaar;Zeeland (PV);1996;1721.3;1239.5;481.7;2756.3;5.7;18289
1616;Totaal mannen en vrouwen;1 tot 5 jaar;Zeeland (PV);1997;1565.4;1119.1;446.3;2411.8;5.4;18100
1617;Totaal mannen en vrouwen;1 tot 5 jaar;Zeeland (PV);1998;1555.4;1140.2;415.2;2042.6;4.9;18041
1618;Totaal mannen en vrouwen;1 tot 5 jaar;Zeeland (PV);1999;1418.2;1023.6;394.6;2161.3;5.5;18045
1619;Totaal mannen en vrouwen;1 tot 5 jaar;Zeeland (PV);2000;1383.9;1023.5;360.4;1673.3;4.6;18144
1620;Totaal mannen en vrouwen;1 tot 5 jaar;Zeeland (PV);2001;1491.0;1117.3;373.7;1619.2;4.3;18330
1621;Totaal mannen en vrouwen;1 tot 5 jaar;Zeeland (PV);2002;1436.4;1064.0;372.4;1629.4;4.4;18393
1622;Totaal mannen en vrouwen;1 tot 5 jaar;Zeeland (PV);2003;1546.7;1156.6;390.1;1558.7;4.0;18304
1623;Totaal mannen en vrouwen;1 tot 5 jaar;Zeeland (PV);2004;1415.5;1051.0;364.5;1656.9;4.5;18107
1624;Totaal mannen en vrouwen;1 tot 5 jaar;Zeeland (PV);2005;1382.5;986.8;395.6;1512.7;3.8;17744
1625;Totaal mannen en vrouwen;1 tot 5 jaar;Zeeland (PV);2006;1528.9;1027.9;500.9;1912.7;3.8;17248
1626;Totaal mannen en vrouwen;1 tot 5 jaar;Zeeland (PV);2007;1636.5;1098.2;538.3;1885.1;3.5;16737
1627;Totaal mannen en vrouwen;1 tot 5 jaar;Zeeland (PV);2008;1726.0;1170.6;555.4;2077.1;3.7;16205
1628;Totaal mannen en vrouwen;1 tot 5 jaar;Zeeland (PV);2009;1811.9;1193.0;618.9;2053.7;3.3;15835
1629;Totaal mannen en vrouwen;1 tot 5 jaar;Zeeland (PV);2010;1797.9;1180.9;617.0;1907.5;3.1;15607
1630;Totaal mannen en vrouwen;1 tot 5 jaar;Zeeland (PV);2011;1871.1;1142.5;728.6;2064.5;2.8;15413
1631;Totaal mannen en vrouwen;1 tot 5 jaar;Zeeland (PV);2012;1389.0;900.8;488.2;1445.0;3.0;15364
1632;Totaal mannen en vrouwen;1 tot 5 jaar;Noord Brabant (PV);1981;;;1205.9;8255.0;6.8;107451
1633;Totaal mannen en vrouwen;1 tot 5 jaar;Noord Brabant (PV);1982;;;1212.6;8281.3;6.8;107050
1634;Totaal mannen en vrouwen;1 tot 5 jaar;Noord Brabant (PV);1983;;;1110.4;7447.5;6.7;105813
1635;Totaal mannen en vrouwen;1 tot 5 jaar;Noord Brabant (PV);1984;;;945.7;6607.0;7.0;103764
1636;Totaal mannen en vrouwen;1 tot 5 jaar;Noord Brabant (PV);1985;;;831.3;5924.2;7.1;102157
1637;Totaal mannen en vrouwen;1 tot 5 jaar;Noord Brabant (PV);1986;;;792.6;5647.8;7.1;101682
1638;Totaal mannen en vrouwen;1 tot 5 jaar;Noord Brabant (PV);1987;;;745.0;5034.7;6.8;102798
1639;Totaal mannen en vrouwen;1 tot 5 jaar;Noord Brabant (PV);1988;;;703.4;4680.4;6.7;105353
1640;Totaal mannen en vrouwen;1 tot 5 jaar;Noord Brabant (PV);1989;;;712.1;4668.4;6.6;107735
1641;Totaal mannen en vrouwen;1 tot 5 jaar;Noord Brabant (PV);1990;;;674.0;4237.9;6.3;109369
1642;Totaal mannen en vrouwen;1 tot 5 jaar;Noord Brabant (PV);1991;;;612.3;3772.6;6.2;111215
1643;Totaal mannen en vrouwen;1 tot 5 jaar;Noord Brabant (PV);1992;;;583.2;3525.9;6.0;113123
