ID;SBI93;Perioden;TotaalAantalBedrijven_1;ZonderWerknemers_2;Met1Tot5Werknemers_3;Met5Tot10Werknemers_4;Met10Tot20Werknemers_5;Met20Tot50Werknemers_6;Met50Tot100Werknemers_7;Met100EnMeerWerknemers_8;Met1WerkzamePersoon_9;Met2WerkzamePersonen_10;Met3Tot5WerkzamePersonen_11;Met5Tot10WerkzamePersonen_12;Met10Tot20WerkzamePersonen_13;Met20Tot50WerkzamePersonen_14;Met50Tot100WerkzamePersonen_15;Met100EnMeerWerkzamePersonen_16
0;Totaal SBI'93;1 januari 1993;596330.0;314160.0;191025.0;37385.0;22805.0;18050.0;6490.0;6415.0;;;;;;;;
1;Totaal SBI'93;1 januari 1994;599955.0;305890.0;200030.0;39070.0;23515.0;18540.0;6715.0;6200.0;;;;;;;;
2;Totaal SBI'93;1 januari 1995;596365.0;292815.0;207965.0;39760.0;24310.0;18400.0;6780.0;6340.0;;;;;;;;
3;Totaal SBI'93;1 januari 1996;616060.0;299825.0;218550.0;41495.0;25400.0;17980.0;6525.0;6285.0;;;;;;;;
4;Totaal SBI'93;1 januari 1997;631800.0;291075.0;235375.0;47395.0;27220.0;17820.0;6580.0;6335.0;;;;;;;;
5;Totaal SBI'93;1 januari 1998;660365.0;312915.0;237600.0;51600.0;26560.0;18425.0;6750.0;6520.0;;;;;;;;
6;Totaal SBI'93;1 januari 1999;671045.0;324640.0;237360.0;50025.0;26565.0;19035.0;6775.0;6645.0;297515.0;127145.0;113580.0;67670.0;32680.0;19035.0;6775.0;6645.0
7;Totaal SBI'93;1 januari 2000;679565.0;330735.0;237990.0;50440.0;27105.0;19555.0;6950.0;6795.0;303270.0;126515.0;114045.0;69230.0;33210.0;19555.0;6950.0;6795.0
8;Totaal SBI'93;1 januari 2001;688655.0;329000.0;244755.0;52585.0;28050.0;20290.0;7050.0;6925.0;303985.0;128375.0;116160.0;71275.0;34595.0;20290.0;7050.0;6925.0
9;Totaal SBI'93;1 januari 2002;693430.0;355835.0;230955.0;42760.0;28995.0;20500.0;6950.0;7430.0;332760.0;117350.0;113730.0;60725.0;33985.0;20500.0;6950.0;7430.0
10;Totaal SBI'93;1 januari 2003;689180.0;356320.0;224390.0;43655.0;29430.0;20725.0;7065.0;7595.0;332775.0;113730.0;111380.0;61150.0;34755.0;20725.0;7065.0;7595.0
11;Totaal SBI'93;1 januari 2004;705180.0;375985.0;225755.0;41700.0;28265.0;19660.0;6815.0;7000.0;354195.0;113150.0;110985.0;59925.0;33455.0;19660.0;6815.0;7000.0
12;Totaal SBI'93;1 januari 2005;719405.0;387840.0;226415.0;44900.0;27895.0;18935.0;6630.0;6785.0;366595.0;113895.0;111045.0;62190.0;33325.0;18935.0;6630.0;6785.0
13;Totaal SBI'93;1 januari 2006;746365.0;413765.0;229785.0;43100.0;28245.0;18480.0;6370.0;6615.0;392960.0;117405.0;110735.0;60330.0;33475.0;18480.0;6370.0;6615.0
14;A     Landbouw, jacht en bosbouw;1 januari 1993;128510.0;107750.0;17860.0;1795.0;715.0;310.0;60.0;20.0;;;;;;;;
15;A     Landbouw, jacht en bosbouw;1 januari 1994;125230.0;104380.0;17940.0;1800.0;715.0;315.0;60.0;15.0;;;;;;;;
16;A     Landbouw, jacht en bosbouw;1 januari 1995;122460.0;102845.0;16790.0;1700.0;725.0;315.0;65.0;25.0;;;;;;;;
17;A     Landbouw, jacht en bosbouw;1 januari 1996;119445.0;99825.0;16955.0;1625.0;660.0;290.0;60.0;25.0;;;;;;;;
18;A     Landbouw, jacht en bosbouw;1 januari 1997;117325.0;93085.0;20990.0;2025.0;820.0;325.0;55.0;20.0;;;;;;;;
19;A     Landbouw, jacht en bosbouw;1 januari 1998;114605.0;91470.0;19315.0;2270.0;1015.0;415.0;90.0;30.0;;;;;;;;
20;A     Landbouw, jacht en bosbouw;1 januari 1999;112105.0;89590.0;18850.0;2195.0;970.0;385.0;90.0;25.0;89020.0;2005.0;16930.0;2575.0;1075.0;385.0;90.0;25.0
21;A     Landbouw, jacht en bosbouw;1 januari 2000;108945.0;85430.0;19315.0;2455.0;1120.0;480.0;105.0;40.0;84730.0;2220.0;17305.0;2830.0;1235.0;480.0;105.0;40.0
22;A     Landbouw, jacht en bosbouw;1 januari 2001;104405.0;81720.0;18500.0;2415.0;1150.0;475.0;105.0;35.0;81010.0;2215.0;16510.0;2785.0;1265.0;475.0;105.0;35.0
23;A     Landbouw, jacht en bosbouw;1 januari 2002;102145.0;79915.0;17980.0;2485.0;1150.0;480.0;95.0;40.0;79190.0;2215.0;16005.0;2835.0;1285.0;480.0;95.0;40.0
24;A     Landbouw, jacht en bosbouw;1 januari 2003;98570.0;76535.0;18030.0;2270.0;1095.0;485.0;110.0;40.0;75770.0;2235.0;16070.0;2635.0;1225.0;485.0;110.0;40.0
25;A     Landbouw, jacht en bosbouw;1 januari 2004;97210.0;76690.0;16560.0;2305.0;1160.0;415.0;55.0;25.0;75955.0;2340.0;14460.0;2670.0;1295.0;415.0;55.0;25.0
26;A     Landbouw, jacht en bosbouw;1 januari 2005;95765.0;74960.0;16850.0;2255.0;1115.0;480.0;75.0;35.0;74225.0;2390.0;14700.0;2615.0;1245.0;480.0;75.0;35.0
27;A     Landbouw, jacht en bosbouw;1 januari 2006;93365.0;73375.0;16190.0;2160.0;1090.0;450.0;65.0;30.0;72615.0;2325.0;14140.0;2520.0;1220.0;450.0;65.0;30.0
28;01    Landbouw en jacht;1 januari 1993;128025.0;107445.0;17710.0;1780.0;705.0;310.0;60.0;15.0;;;;;;;;
29;01    Landbouw en jacht;1 januari 1994;124735.0;104075.0;17775.0;1785.0;710.0;310.0;60.0;15.0;;;;;;;;
30;01    Landbouw en jacht;1 januari 1995;121950.0;102515.0;16635.0;1685.0;715.0;310.0;65.0;20.0;;;;;;;;
31;01    Landbouw en jacht;1 januari 1996;118900.0;99470.0;16805.0;1610.0;650.0;290.0;60.0;20.0;;;;;;;;
32;01    Landbouw en jacht;1 januari 1997;116785.0;92730.0;20830.0;2015.0;810.0;325.0;55.0;20.0;;;;;;;;
33;01    Landbouw en jacht;1 januari 1998;114045.0;91120.0;19145.0;2255.0;1000.0;410.0;90.0;30.0;;;;;;;;
34;01    Landbouw en jacht;1 januari 1999;111530.0;89215.0;18680.0;2180.0;955.0;385.0;90.0;20.0;88680.0;1870.0;16870.0;2555.0;1055.0;385.0;90.0;20.0
35;01    Landbouw en jacht;1 januari 2000;108375.0;85060.0;19155.0;2440.0;1105.0;475.0;105.0;40.0;84395.0;2090.0;17250.0;2810.0;1215.0;475.0;105.0;40.0
36;01    Landbouw en jacht;1 januari 2001;103860.0;81365.0;18355.0;2395.0;1135.0;470.0;105.0;35.0;80685.0;2090.0;16465.0;2760.0;1250.0;470.0;105.0;35.0
37;01    Landbouw en jacht;1 januari 2002;101605.0;79545.0;17845.0;2465.0;1135.0;475.0;95.0;40.0;78850.0;2110.0;15955.0;2810.0;1270.0;475.0;95.0;40.0
38;01    Landbouw en jacht;1 januari 2003;98030.0;76165.0;17900.0;2255.0;1085.0;480.0;110.0;40.0;75425.0;2130.0;16020.0;2615.0;1210.0;480.0;110.0;40.0
39;01    Landbouw en jacht;1 januari 2004;96665.0;76325.0;16425.0;2285.0;1145.0;410.0;50.0;20.0;75615.0;2240.0;14405.0;2645.0;1280.0;410.0;50.0;20.0
40;01    Landbouw en jacht;1 januari 2005;95245.0;74610.0;16715.0;2235.0;1105.0;475.0;75.0;35.0;73900.0;2290.0;14650.0;2590.0;1230.0;475.0;75.0;35.0
41;01    Landbouw en jacht;1 januari 2006;92835.0;73020.0;16055.0;2140.0;1080.0;445.0;65.0;30.0;72280.0;2220.0;14090.0;2495.0;1210.0;445.0;65.0;30.0
42;011   Akker- en tuinbouw;1 januari 1993;39860.0;29290.0;9070.0;1000.0;345.0;125.0;25.0;5.0;;;;;;;;
43;011   Akker- en tuinbouw;1 januari 1994;39485.0;29010.0;8970.0;1015.0;340.0;120.0;20.0;5.0;;;;;;;;
44;011   Akker- en tuinbouw;1 januari 1995;38785.0;29085.0;8325.0;910.0;320.0;120.0;25.0;5.0;;;;;;;;
45;011   Akker- en tuinbouw;1 januari 1996;38105.0;28505.0;8265.0;875.0;310.0;120.0;25.0;5.0;;;;;;;;
46;011   Akker- en tuinbouw;1 januari 1997;37360.0;25370.0;10130.0;1255.0;430.0;150.0;20.0;5.0;;;;;;;;
47;011   Akker- en tuinbouw;1 januari 1998;36705.0;25025.0;9285.0;1495.0;605.0;230.0;45.0;10.0;;;;;;;;
48;011   Akker- en tuinbouw;1 januari 1999;35675.0;24715.0;8820.0;1365.0;535.0;195.0;40.0;10.0;24715.0;0.0;8820.0;1365.0;535.0;195.0;40.0;10.0
49;011   Akker- en tuinbouw;1 januari 2000;34270.0;22700.0;9035.0;1555.0;650.0;260.0;50.0;20.0;22700.0;0.0;9035.0;1555.0;650.0;260.0;50.0;20.0
50;011   Akker- en tuinbouw;1 januari 2001;32030.0;20985.0;8520.0;1555.0;640.0;260.0;55.0;15.0;20985.0;0.0;8520.0;1555.0;640.0;260.0;55.0;15.0
51;011   Akker- en tuinbouw;1 januari 2002;31230.0;20560.0;8180.0;1530.0;645.0;250.0;50.0;15.0;20560.0;0.0;8180.0;1530.0;645.0;250.0;50.0;15.0
52;011   Akker- en tuinbouw;1 januari 2003;30440.0;20175.0;7975.0;1365.0;615.0;245.0;50.0;15.0;20175.0;0.0;7975.0;1365.0;615.0;245.0;50.0;15.0
53;011   Akker- en tuinbouw;1 januari 2004;29645.0;20230.0;7180.0;1385.0;660.0;185.0;5.0;0.0;20230.0;0.0;7180.0;1385.0;660.0;185.0;5.0;0.0
54;011   Akker- en tuinbouw;1 januari 2005;28605.0;19415.0;6940.0;1355.0;610.0;245.0;25.0;10.0;19415.0;0.0;6940.0;1355.0;610.0;245.0;25.0;10.0
55;011   Akker- en tuinbouw;1 januari 2006;27510.0;18730.0;6645.0;1290.0;580.0;235.0;25.0;10.0;18730.0;0.0;6645.0;1290.0;580.0;235.0;25.0;10.0
56;0111  Akkerbouw;1 januari 1993;16775.0;15020.0;1680.0;45.0;25.0;10.0;0.0;0.0;;;;;;;;
57;0111  Akkerbouw;1 januari 1994;16850.0;15090.0;1685.0;45.0;25.0;5.0;0.0;0.0;;;;;;;;
58;0111  Akkerbouw;1 januari 1995;16735.0;15315.0;1350.0;35.0;20.0;10.0;0.0;0.0;;;;;;;;
59;0111  Akkerbouw;1 januari 1996;16715.0;15150.0;1495.0;45.0;20.0;10.0;0.0;0.0;;;;;;;;
60;0111  Akkerbouw;1 januari 1997;16625.0;14295.0;2285.0;30.0;15.0;0.0;0.0;0.0;;;;;;;;
61;0111  Akkerbouw;1 januari 1998;16300.0;14110.0;2080.0;70.0;30.0;10.0;0.0;0.0;;;;;;;;
62;0111  Akkerbouw;1 januari 1999;15815.0;13755.0;1970.0;55.0;25.0;5.0;5.0;0.0;13755.0;0.0;1970.0;55.0;25.0;5.0;5.0;0.0
63;0111  Akkerbouw;1 januari 2000;15485.0;13210.0;2140.0;80.0;35.0;15.0;5.0;0.0;13210.0;0.0;2140.0;80.0;35.0;15.0;5.0;0.0
64;0111  Akkerbouw;1 januari 2001;14475.0;12310.0;2025.0;80.0;35.0;15.0;5.0;0.0;12310.0;0.0;2025.0;80.0;35.0;15.0;5.0;0.0
65;0111  Akkerbouw;1 januari 2002;14360.0;12255.0;1980.0;75.0;30.0;20.0;0.0;0.0;12255.0;0.0;1980.0;75.0;30.0;20.0;0.0;0.0
66;0111  Akkerbouw;1 januari 2003;14160.0;11975.0;2050.0;75.0;40.0;20.0;0.0;0.0;11975.0;0.0;2050.0;75.0;40.0;20.0;0.0;0.0
67;0111  Akkerbouw;1 januari 2004;14060.0;12205.0;1735.0;75.0;35.0;5.0;0.0;0.0;12205.0;0.0;1735.0;75.0;35.0;5.0;0.0;0.0
68;0111  Akkerbouw;1 januari 2005;13575.0;11750.0;1715.0;70.0;30.0;10.0;0.0;0.0;11750.0;0.0;1715.0;70.0;30.0;10.0;0.0;0.0
69;0111  Akkerbouw;1 januari 2006;13195.0;11420.0;1665.0;65.0;30.0;10.0;0.0;0.0;11420.0;0.0;1665.0;65.0;30.0;10.0;0.0;0.0
70;01121 Teelt groenten,bloemen,champignons;1 januari 1993;16770.0;9580.0;6015.0;815.0;260.0;80.0;20.0;5.0;;;;;;;;
71;01121 Teelt groenten,bloemen,champignons;1 januari 1994;16335.0;9245.0;5915.0;820.0;255.0;80.0;15.0;5.0;;;;;;;;
72;01121 Teelt groenten,bloemen,champignons;1 januari 1995;15890.0;9155.0;5645.0;745.0;240.0;85.0;15.0;5.0;;;;;;;;
73;01121 Teelt groenten,bloemen,champignons;1 januari 1996;15370.0;8850.0;5460.0;725.0;230.0;80.0;20.0;5.0;;;;;;;;
74;01121 Teelt groenten,bloemen,champignons;1 januari 1997;14750.0;7025.0;6110.0;1105.0;355.0;130.0;20.0;5.0;;;;;;;;
75;01121 Teelt groenten,bloemen,champignons;1 januari 1998;14475.0;6855.0;5675.0;1225.0;490.0;180.0;40.0;10.0;;;;;;;;
76;01121 Teelt groenten,bloemen,champignons;1 januari 1999;14145.0;6950.0;5415.0;1145.0;430.0;160.0;30.0;10.0;6950.0;0.0;5415.0;1145.0;430.0;160.0;30.0;10.0
77;01121 Teelt groenten,bloemen,champignons;1 januari 2000;13280.0;5920.0;5295.0;1285.0;530.0;195.0;40.0;20.0;5920.0;0.0;5295.0;1285.0;530.0;195.0;40.0;20.0
78;01121 Teelt groenten,bloemen,champignons;1 januari 2001;12315.0;5295.0;4990.0;1255.0;520.0;205.0;40.0;15.0;5295.0;0.0;4990.0;1255.0;520.0;205.0;40.0;15.0
79;01121 Teelt groenten,bloemen,champignons;1 januari 2002;11795.0;5065.0;4695.0;1240.0;535.0;200.0;45.0;10.0;5065.0;0.0;4695.0;1240.0;535.0;200.0;45.0;10.0
80;01121 Teelt groenten,bloemen,champignons;1 januari 2003;11325.0;5000.0;4475.0;1105.0;500.0;190.0;40.0;15.0;5000.0;0.0;4475.0;1105.0;500.0;190.0;40.0;15.0
81;01121 Teelt groenten,bloemen,champignons;1 januari 2004;10745.0;4830.0;4095.0;1115.0;540.0;160.0;5.0;0.0;4830.0;0.0;4095.0;1115.0;540.0;160.0;5.0;0.0
82;01121 Teelt groenten,bloemen,champignons;1 januari 2005;10240.0;4565.0;3865.0;1080.0;495.0;200.0;25.0;10.0;4565.0;0.0;3865.0;1080.0;495.0;200.0;25.0;10.0
83;01121 Teelt groenten,bloemen,champignons;1 januari 2006;9675.0;4315.0;3650.0;1020.0;470.0;190.0;25.0;10.0;4315.0;0.0;3650.0;1020.0;470.0;190.0;25.0;10.0
84;01122 Teelt van boomkwekerijgewassen;1 januari 1993;3440.0;2260.0;955.0;135.0;60.0;35.0;5.0;0.0;;;;;;;;
85;01122 Teelt van boomkwekerijgewassen;1 januari 1994;3440.0;2245.0;955.0;140.0;60.0;35.0;5.0;0.0;;;;;;;;
86;01122 Teelt van boomkwekerijgewassen;1 januari 1995;3410.0;2255.0;945.0;120.0;55.0;30.0;5.0;0.0;;;;;;;;
87;01122 Teelt van boomkwekerijgewassen;1 januari 1996;3350.0;2270.0;885.0;100.0;55.0;30.0;5.0;0.0;;;;;;;;
88;01122 Teelt van boomkwekerijgewassen;1 januari 1997;3375.0;2020.0;1175.0;100.0;55.0;20.0;0.0;0.0;;;;;;;;
89;01122 Teelt van boomkwekerijgewassen;1 januari 1998;3400.0;2055.0;1040.0;180.0;80.0;40.0;5.0;0.0;;;;;;;;
90;01122 Teelt van boomkwekerijgewassen;1 januari 1999;3335.0;2080.0;1000.0;155.0;70.0;30.0;5.0;0.0;2080.0;0.0;1000.0;155.0;70.0;30.0;5.0;0.0
91;01122 Teelt van boomkwekerijgewassen;1 januari 2000;3295.0;1880.0;1120.0;170.0;75.0;45.0;5.0;0.0;1880.0;0.0;1120.0;170.0;75.0;45.0;5.0;0.0
92;01122 Teelt van boomkwekerijgewassen;1 januari 2001;3205.0;1815.0;1075.0;185.0;80.0;40.0;10.0;0.0;1815.0;0.0;1075.0;185.0;80.0;40.0;10.0;0.0
93;01122 Teelt van boomkwekerijgewassen;1 januari 2002;3090.0;1730.0;1070.0;180.0;75.0;30.0;5.0;0.0;1730.0;0.0;1070.0;180.0;75.0;30.0;5.0;0.0
94;01122 Teelt van boomkwekerijgewassen;1 januari 2003;3085.0;1770.0;1035.0;165.0;70.0;35.0;10.0;5.0;1770.0;0.0;1035.0;165.0;70.0;35.0;10.0;5.0
95;01122 Teelt van boomkwekerijgewassen;1 januari 2004;3000.0;1765.0;960.0;175.0;75.0;25.0;0.0;0.0;1765.0;0.0;960.0;175.0;75.0;25.0;0.0;0.0
96;01122 Teelt van boomkwekerijgewassen;1 januari 2005;2980.0;1725.0;975.0;180.0;70.0;30.0;0.0;0.0;1725.0;0.0;975.0;180.0;70.0;30.0;0.0;0.0
97;01122 Teelt van boomkwekerijgewassen;1 januari 2006;2930.0;1700.0;955.0;175.0;70.0;30.0;0.0;0.0;1700.0;0.0;955.0;175.0;70.0;30.0;0.0;0.0
98;0113  Fruitteelt;1 januari 1993;2870.0;2430.0;425.0;10.0;0.0;0.0;0.0;0.0;;;;;;;;
99;0113  Fruitteelt;1 januari 1994;2860.0;2430.0;415.0;10.0;0.0;0.0;0.0;0.0;;;;;;;;
100;0113  Fruitteelt;1 januari 1995;2755.0;2360.0;385.0;10.0;0.0;0.0;0.0;0.0;;;;;;;;
101;0113  Fruitteelt;1 januari 1996;2670.0;2235.0;425.0;10.0;5.0;0.0;0.0;0.0;;;;;;;;
102;0113  Fruitteelt;1 januari 1997;2615.0;2025.0;565.0;20.0;5.0;0.0;0.0;0.0;;;;;;;;
103;0113  Fruitteelt;1 januari 1998;2530.0;2000.0;495.0;20.0;10.0;0.0;0.0;0.0;;;;;;;;
104;0113  Fruitteelt;1 januari 1999;2380.0;1930.0;435.0;15.0;5.0;0.0;0.0;0.0;1930.0;0.0;435.0;15.0;5.0;0.0;0.0;0.0
105;0113  Fruitteelt;1 januari 2000;2210.0;1690.0;480.0;25.0;10.0;0.0;0.0;0.0;1690.0;0.0;480.0;25.0;10.0;0.0;0.0;0.0
106;0113  Fruitteelt;1 januari 2001;2035.0;1565.0;430.0;30.0;5.0;5.0;0.0;0.0;1565.0;0.0;430.0;30.0;5.0;5.0;0.0;0.0
107;0113  Fruitteelt;1 januari 2002;1985.0;1510.0;435.0;30.0;10.0;0.0;0.0;0.0;1510.0;0.0;435.0;30.0;10.0;0.0;0.0;0.0
108;0113  Fruitteelt;1 januari 2003;1870.0;1425.0;410.0;25.0;10.0;5.0;0.0;0.0;1425.0;0.0;410.0;25.0;10.0;5.0;0.0;0.0
109;0113  Fruitteelt;1 januari 2004;1840.0;1420.0;385.0;25.0;5.0;0.0;0.0;0.0;1420.0;0.0;385.0;25.0;5.0;0.0;0.0;0.0
110;0113  Fruitteelt;1 januari 2005;1810.0;1375.0;390.0;35.0;10.0;0.0;0.0;0.0;1375.0;0.0;390.0;35.0;10.0;0.0;0.0;0.0
111;0113  Fruitteelt;1 januari 2006;1710.0;1300.0;370.0;30.0;10.0;0.0;0.0;0.0;1300.0;0.0;370.0;30.0;10.0;0.0;0.0;0.0
112;012   Fokken en houden van dieren;1 januari 1993;75030.0;69505.0;5370.0;115.0;30.0;15.0;0.0;0.0;;;;;;;;
113;012   Fokken en houden van dieren;1 januari 1994;71955.0;66440.0;5365.0;100.0;35.0;15.0;0.0;0.0;;;;;;;;
114;012   Fokken en houden van dieren;1 januari 1995;69925.0;65040.0;4750.0;85.0;25.0;15.0;5.0;0.0;;;;;;;;
115;012   Fokken en houden van dieren;1 januari 1996;67985.0;62705.0;5150.0;90.0;25.0;10.0;5.0;0.0;;;;;;;;
116;012   Fokken en houden van dieren;1 januari 1997;66070.0;58985.0;6920.0;125.0;30.0;10.0;5.0;0.0;;;;;;;;
117;012   Fokken en houden van dieren;1 januari 1998;63745.0;57325.0;6215.0;140.0;45.0;15.0;5.0;0.0;;;;;;;;
118;012   Fokken en houden van dieren;1 januari 1999;61620.0;55220.0;6235.0;110.0;35.0;15.0;5.0;0.0;55220.0;95.0;6145.0;110.0;35.0;15.0;5.0;0.0
119;012   Fokken en houden van dieren;1 januari 2000;59050.0;52530.0;6305.0;150.0;40.0;15.0;5.0;5.0;52460.0;140.0;6225.0;155.0;45.0;15.0;5.0;5.0
120;012   Fokken en houden van dieren;1 januari 2001;57020.0;50670.0;6135.0;150.0;45.0;20.0;0.0;5.0;50600.0;150.0;6050.0;155.0;45.0;20.0;0.0;5.0
121;012   Fokken en houden van dieren;1 januari 2002;54630.0;48605.0;5825.0;140.0;45.0;15.0;0.0;0.0;48530.0;150.0;5745.0;145.0;45.0;15.0;0.0;0.0
122;012   Fokken en houden van dieren;1 januari 2003;51445.0;45145.0;6100.0;120.0;45.0;30.0;5.0;0.0;45070.0;145.0;6025.0;125.0;45.0;30.0;5.0;0.0
123;012   Fokken en houden van dieren;1 januari 2004;50685.0;45155.0;5360.0;130.0;30.0;10.0;0.0;0.0;45085.0;140.0;5275.0;140.0;30.0;10.0;0.0;0.0
124;012   Fokken en houden van dieren;1 januari 2005;49775.0;43780.0;5815.0;120.0;40.0;15.0;0.0;0.0;43715.0;145.0;5730.0;125.0;40.0;15.0;0.0;0.0
125;012   Fokken en houden van dieren;1 januari 2006;47755.0;42075.0;5505.0;115.0;40.0;15.0;0.0;5.0;42005.0;155.0;5415.0;120.0;40.0;15.0;0.0;5.0
126;0121  Fokken en houden van rundvee;1 januari 1993;44255.0;41040.0;3180.0;30.0;5.0;0.0;0.0;0.0;;;;;;;;
127;0121  Fokken en houden van rundvee;1 januari 1994;42765.0;39535.0;3190.0;25.0;10.0;0.0;0.0;0.0;;;;;;;;
128;0121  Fokken en houden van rundvee;1 januari 1995;42085.0;39105.0;2950.0;20.0;5.0;0.0;0.0;0.0;;;;;;;;
129;0121  Fokken en houden van rundvee;1 januari 1996;40575.0;37385.0;3165.0;20.0;5.0;0.0;0.0;0.0;;;;;;;;
130;0121  Fokken en houden van rundvee;1 januari 1997;39165.0;35210.0;3925.0;25.0;5.0;0.0;0.0;0.0;;;;;;;;
131;0121  Fokken en houden van rundvee;1 januari 1998;37160.0;33750.0;3370.0;30.0;10.0;0.0;0.0;0.0;;;;;;;;
132;0121  Fokken en houden van rundvee;1 januari 1999;35030.0;31845.0;3155.0;25.0;0.0;5.0;0.0;0.0;31845.0;0.0;3155.0;25.0;0.0;5.0;0.0;0.0
133;0121  Fokken en houden van rundvee;1 januari 2000;32995.0;29675.0;3270.0;35.0;10.0;5.0;0.0;0.0;29675.0;0.0;3270.0;35.0;10.0;5.0;0.0;0.0
134;0121  Fokken en houden van rundvee;1 januari 2001;31285.0;28100.0;3140.0;30.0;10.0;5.0;0.0;0.0;28100.0;0.0;3140.0;30.0;10.0;5.0;0.0;0.0
135;0121  Fokken en houden van rundvee;1 januari 2002;29100.0;26190.0;2870.0;30.0;5.0;5.0;0.0;0.0;26190.0;0.0;2870.0;30.0;5.0;5.0;0.0;0.0
136;0121  Fokken en houden van rundvee;1 januari 2003;27185.0;23960.0;3180.0;35.0;5.0;5.0;0.0;0.0;23960.0;0.0;3180.0;35.0;5.0;5.0;0.0;0.0
137;0121  Fokken en houden van rundvee;1 januari 2004;26615.0;23900.0;2685.0;20.0;10.0;0.0;0.0;0.0;23900.0;0.0;2685.0;20.0;10.0;0.0;0.0;0.0
138;0121  Fokken en houden van rundvee;1 januari 2005;25550.0;22615.0;2905.0;15.0;5.0;0.0;0.0;0.0;22615.0;0.0;2905.0;15.0;5.0;0.0;0.0;0.0
139;0121  Fokken en houden van rundvee;1 januari 2006;23845.0;21110.0;2710.0;15.0;5.0;0.0;0.0;0.0;21110.0;0.0;2710.0;15.0;5.0;0.0;0.0;0.0
140;0122  Fokken, houden overige graasdieren;1 januari 1993;19210.0;18495.0;695.0;20.0;5.0;0.0;0.0;0.0;;;;;;;;
141;0122  Fokken, houden overige graasdieren;1 januari 1994;18220.0;17525.0;675.0;15.0;5.0;0.0;0.0;0.0;;;;;;;;
142;0122  Fokken, houden overige graasdieren;1 januari 1995;17090.0;16620.0;450.0;10.0;5.0;0.0;0.0;0.0;;;;;;;;
143;0122  Fokken, houden overige graasdieren;1 januari 1996;16925.0;16380.0;530.0;10.0;5.0;0.0;0.0;0.0;;;;;;;;
144;0122  Fokken, houden overige graasdieren;1 januari 1997;16250.0;15160.0;1065.0;20.0;5.0;0.0;0.0;0.0;;;;;;;;
145;0122  Fokken, houden overige graasdieren;1 januari 1998;16490.0;15435.0;1005.0;35.0;10.0;5.0;0.0;0.0;;;;;;;;
146;0122  Fokken, houden overige graasdieren;1 januari 1999;17160.0;15950.0;1175.0;25.0;10.0;0.0;0.0;0.0;15950.0;0.0;1175.0;25.0;10.0;0.0;0.0;0.0
147;0122  Fokken, houden overige graasdieren;1 januari 2000;17185.0;16045.0;1090.0;40.0;10.0;0.0;0.0;0.0;16045.0;0.0;1090.0;40.0;10.0;0.0;0.0;0.0
148;0122  Fokken, houden overige graasdieren;1 januari 2001;17610.0;16465.0;1080.0;40.0;15.0;5.0;0.0;0.0;16465.0;0.0;1080.0;40.0;15.0;5.0;0.0;0.0
149;0122  Fokken, houden overige graasdieren;1 januari 2002;17810.0;16595.0;1155.0;35.0;20.0;0.0;0.0;0.0;16595.0;0.0;1155.0;35.0;20.0;0.0;0.0;0.0
150;0122  Fokken, houden overige graasdieren;1 januari 2003;17800.0;16515.0;1220.0;40.0;15.0;10.0;0.0;0.0;16515.0;0.0;1220.0;40.0;15.0;10.0;0.0;0.0
151;0122  Fokken, houden overige graasdieren;1 januari 2004;17615.0;16440.0;1120.0;50.0;5.0;0.0;0.0;0.0;16440.0;0.0;1120.0;50.0;5.0;0.0;0.0;0.0
152;0122  Fokken, houden overige graasdieren;1 januari 2005;17565.0;16270.0;1225.0;45.0;15.0;5.0;0.0;0.0;16270.0;0.0;1225.0;45.0;15.0;5.0;0.0;0.0
153;0122  Fokken, houden overige graasdieren;1 januari 2006;17730.0;16425.0;1235.0;45.0;15.0;5.0;0.0;0.0;16425.0;0.0;1235.0;45.0;15.0;5.0;0.0;0.0
154;0123  Fokken en houden van varkens;1 januari 1993;9185.0;7990.0;1135.0;40.0;10.0;10.0;0.0;0.0;;;;;;;;
155;0123  Fokken en houden van varkens;1 januari 1994;8600.0;7415.0;1125.0;40.0;15.0;5.0;0.0;0.0;;;;;;;;
156;0123  Fokken en houden van varkens;1 januari 1995;8405.0;7345.0;1010.0;35.0;10.0;5.0;0.0;0.0;;;;;;;;
157;0123  Fokken en houden van varkens;1 januari 1996;8155.0;7020.0;1075.0;40.0;10.0;5.0;0.0;0.0;;;;;;;;
158;0123  Fokken en houden van varkens;1 januari 1997;8270.0;6750.0;1445.0;65.0;10.0;5.0;0.0;0.0;;;;;;;;
159;0123  Fokken en houden van varkens;1 januari 1998;7710.0;6270.0;1365.0;55.0;15.0;5.0;5.0;0.0;;;;;;;;
160;0123  Fokken en houden van varkens;1 januari 1999;7015.0;5525.0;1430.0;40.0;10.0;5.0;0.0;0.0;5525.0;0.0;1430.0;40.0;10.0;5.0;0.0;0.0
161;0123  Fokken en houden van varkens;1 januari 2000;6550.0;5050.0;1430.0;55.0;10.0;5.0;0.0;0.0;5050.0;0.0;1430.0;55.0;10.0;5.0;0.0;0.0
162;0123  Fokken en houden van varkens;1 januari 2001;5940.0;4480.0;1390.0;50.0;15.0;5.0;0.0;0.0;4480.0;0.0;1390.0;50.0;15.0;5.0;0.0;0.0
