ID;BedrijfstakkenSBI93;Grootteklasse;Perioden;BanenWerkzamePersonen_1;ArbeidsvolumeWerkzamePersonen_2;Werknemers_3;ArbeidsvolumeWerknemers_4;TotaleBedrijfsopbrengsten_5;TotaleNettoOmzet_6;NettoOmzetUitHoofdactiviteit_7;NettoOmzetUitNevenactiviteiten_8;OverigeBedrijfsopbrengsten_9;TotaleBedrijfslasten_10;TotaleInkoopwaardeOmzet_11;InkoopwaardeGrondEnHulpstoffen_12;BeginvoorraadGrondEnHulpstoffen_13;InkopenGrondEnHulpstoffen_14;EindvoorraadGrondEnHulpstoffen_15;InkoopwaardeHandelsgoederen_16;BeginvoorraadHandelsgoederen_17;InkopenHandelsgoederen_18;EindvoorraadHandelsgoederen_19;TotaleOverigeInkoopwaarde_20;KostenUitbesteedWerk_21;NietEerderGenoemdeInkoopwaarde_22;TotalePersoneleKosten_23;BrutoLonenEnSalarissen_24;SocialeVerzekeringspremiesWerkgever_25;PremiesPensioenVUTInkoopsommen_26;OverigeSocialeLasten_27;OverigePersoneleKosten_28;TotaleOverigeBedrijfslasten_29;Energiekosten_30;Huisvestingskosten_31;KostenApparatuurEnInventaris_32;KostenVervoermiddelen_33;Verkoopkosten_34;Communicatiekosten_35;KostenVanDienstverleningDoorDerden_36;NietEerderGenoemdeBedrijfslasten_37;AfschrijvingenOpVasteActiva_38;Bedrijfsresultaat_39;SaldoFinancieleBatenEnLasten_40;SaldoVoorzieningen_41;SaldoBuitengewoneBatenEnLasten_42;ResultaatVoorBelastingen_43
0;D Industrie (excl. 36631 sociale..;Totaal;2006;846.8;769.2;740.4;676.7;285909.0;280922.0;237970.0;42951.0;4987.0;267113.0;178927.0;137049.0;10544.0;137514.0;11009.0;30997.0;2465.0;31345.0;2814.0;10881.0;9592.0;1289.0;39820.0;27554.0;3298.0;2700.0;454.0;5814.0;40986.0;6979.0;3757.0;3963.0;1473.0;5242.0;623.0;5413.0;13535.0;7381.0;18796.0;-259.0;-495.0;-1666.0;16375.0
1;D Industrie (excl. 36631 sociale..;Totaal;2007;871.7;788.4;751.1;683.6;304182.0;298379.0;258651.0;39728.0;5803.0;282256.0;191046.0;150284.0;11467.0;151047.0;12230.0;28622.0;2610.0;28603.0;2591.0;12139.0;10811.0;1329.0;40955.0;28039.0;3392.0;2612.0;409.0;6502.0;42910.0;7372.0;3952.0;4553.0;1496.0;4879.0;601.0;6183.0;13874.0;7346.0;21926.0;341.0;-428.0;-1310.0;20530.0
2;D Industrie (excl. 36631 sociale..;Totaal;2008;870.9;782.8;750.3;680.2;320387.0;315113.0;272775.0;42338.0;5274.0;301502.0;203519.0;160111.0;12450.0;160020.0;12359.0;31253.0;2878.0;31460.0;3085.0;12156.0;10631.0;1525.0;42752.0;29049.0;3606.0;2718.0;436.0;6944.0;47234.0;8140.0;4070.0;4692.0;1587.0;5095.0;603.0;6832.0;16215.0;7996.0;18885.0;-737.0;-533.0;-1241.0;16374.0
3;D Industrie (excl. 36631 sociale..;1 tot 20 werkzame personen;2006;181.8;152.3;152.2;127.2;24552.0;24232.0;21982.0;2250.0;319.0;22267.0;12611.0;9726.0;1430.0;9716.0;1419.0;1374.0;280.0;1381.0;288.0;1511.0;1302.0;209.0;5293.0;3917.0;506.0;267.0;64.0;539.0;3585.0;291.0;754.0;361.0;350.0;451.0;127.0;249.0;1003.0;778.0;2284.0;-158.0;-17.0;41.0;2151.0
4;D Industrie (excl. 36631 sociale..;1 tot 20 werkzame personen;2007;191.4;158.2;159.1;132.2;28058.0;27590.0;24934.0;2656.0;468.0;25181.0;14545.0;11108.0;1545.0;11137.0;1574.0;1580.0;279.0;1583.0;282.0;1857.0;1586.0;272.0;5650.0;4137.0;543.0;293.0;73.0;604.0;4124.0;351.0;860.0;420.0;363.0;511.0;128.0;313.0;1179.0;862.0;2877.0;-230.0;-15.0;39.0;2672.0
5;D Industrie (excl. 36631 sociale..;1 tot 20 werkzame personen;2008;197.3;163.0;165.8;136.4;30582.0;29526.0;26999.0;2527.0;1056.0;28271.0;16289.0;12809.0;1752.0;12810.0;1752.0;1641.0;304.0;1647.0;310.0;1838.0;1560.0;279.0;6142.0;4514.0;589.0;309.0;71.0;658.0;4618.0;408.0;928.0;445.0;398.0;539.0;148.0;326.0;1427.0;1222.0;2310.0;-191.0;7.0;109.0;2236.0
6;D Industrie (excl. 36631 sociale..;20 en meer werkzame personen;2006;665.1;616.8;588.2;549.5;261357.0;256689.0;215988.0;40701.0;4668.0;244846.0;166315.0;127322.0;9114.0;127798.0;9590.0;29623.0;2185.0;29964.0;2526.0;9370.0;8290.0;1080.0;34527.0;23637.0;2793.0;2432.0;390.0;5275.0;37400.0;6688.0;3003.0;3602.0;1123.0;4791.0;497.0;5164.0;12532.0;6603.0;16511.0;-101.0;-478.0;-1707.0;14225.0
7;D Industrie (excl. 36631 sociale..;20 en meer werkzame personen;2007;680.3;630.3;591.9;551.5;276123.0;270789.0;233717.0;37072.0;5335.0;257075.0;176501.0;139176.0;9921.0;139910.0;10655.0;27043.0;2331.0;27020.0;2308.0;10282.0;9225.0;1057.0;35305.0;23903.0;2849.0;2320.0;336.0;5898.0;38785.0;7021.0;3092.0;4133.0;1133.0;4368.0;473.0;5870.0;12695.0;6484.0;19049.0;571.0;-413.0;-1349.0;17858.0
8;D Industrie (excl. 36631 sociale..;20 en meer werkzame personen;2008;673.6;619.8;584.5;543.8;289805.0;285587.0;245776.0;39810.0;4219.0;273230.0;187230.0;147302.0;10698.0;147210.0;10607.0;29611.0;2574.0;29813.0;2775.0;10317.0;9071.0;1246.0;36610.0;24534.0;3017.0;2409.0;364.0;6286.0;42616.0;7732.0;3141.0;4248.0;1189.0;4557.0;456.0;6506.0;14788.0;6774.0;16575.0;-546.0;-541.0;-1351.0;14138.0
9;D Industrie (excl. 36631 sociale..;20 tot 100 werkzame personen;2006;234.0;212.9;211.4;193.3;50114.0;49651.0;44719.0;4932.0;462.0;47096.0;29117.0;23063.0;2489.0;23212.0;2639.0;3355.0;444.0;3393.0;482.0;2700.0;2392.0;308.0;10052.0;7062.0;900.0;576.0;107.0;1407.0;6557.0;879.0;1056.0;719.0;400.0;912.0;163.0;625.0;1804.0;1369.0;3018.0;-143.0;-77.0;-40.0;2757.0
10;D Industrie (excl. 36631 sociale..;20 tot 100 werkzame personen;2007;237.6;214.2;211.1;191.7;53715.0;52980.0;48128.0;4853.0;735.0;50118.0;31660.0;25227.0;2784.0;25326.0;2882.0;3273.0;437.0;3300.0;463.0;3159.0;2729.0;430.0;10233.0;7120.0;909.0;590.0;98.0;1516.0;6917.0;887.0;1069.0;791.0;404.0;793.0;151.0;785.0;2036.0;1309.0;3597.0;-274.0;-41.0;61.0;3343.0
11;D Industrie (excl. 36631 sociale..;20 tot 100 werkzame personen;2008;245.7;219.5;214.6;194.8;57187.0;56511.0;51048.0;5463.0;676.0;53456.0;34048.0;26971.0;3010.0;27147.0;3186.0;3854.0;570.0;3861.0;577.0;3222.0;2692.0;530.0;10886.0;7498.0;977.0;631.0;96.0;1683.0;7173.0;974.0;1102.0;878.0;436.0;836.0;144.0;879.0;1923.0;1350.0;3731.0;-195.0;-66.0;68.0;3539.0
12;D Industrie (excl. 36631 sociale..;100 of meer werkzame personen;2006;431.1;403.9;376.8;356.2;211244.0;207038.0;171269.0;35769.0;4206.0;197750.0;137198.0;104259.0;6625.0;104586.0;6951.0;26268.0;1741.0;26571.0;2044.0;6671.0;5898.0;773.0;24475.0;16575.0;1893.0;1856.0;283.0;3868.0;30843.0;5810.0;1948.0;2883.0;723.0;3880.0;334.0;4538.0;10728.0;5234.0;13493.0;42.0;-401.0;-1667.0;11468.0
13;D Industrie (excl. 36631 sociale..;100 of meer werkzame personen;2007;442.8;416.1;380.8;359.8;222408.0;217808.0;185589.0;32219.0;4600.0;206956.0;144841.0;113949.0;7138.0;114584.0;7773.0;23769.0;1894.0;23720.0;1846.0;7123.0;6496.0;627.0;25072.0;16783.0;1940.0;1730.0;238.0;4382.0;31869.0;6134.0;2023.0;3342.0;728.0;3575.0;322.0;5084.0;10659.0;5174.0;15452.0;845.0;-373.0;-1409.0;14515.0
14;D Industrie (excl. 36631 sociale..;100 of meer werkzame personen;2008;428.0;400.3;369.9;349.0;232618.0;229076.0;194728.0;34348.0;3543.0;219774.0;153183.0;120330.0;7689.0;120062.0;7421.0;25757.0;2004.0;25952.0;2198.0;7095.0;6379.0;716.0;25724.0;17036.0;2040.0;1777.0;268.0;4603.0;35443.0;6758.0;2039.0;3369.0;753.0;3721.0;312.0;5627.0;12865.0;5423.0;12844.0;-351.0;-475.0;-1419.0;10599.0
15;DA Vervaardiging van voedings- en..;Totaal;2006;152.3;129.4;127.6;108.9;57205.0;56792.0;47445.0;9347.0;412.0;52657.0;35727.0;28005.0;1962.0;28083.0;2040.0;7003.0;306.0;7046.0;349.0;720.0;517.0;203.0;6313.0;4098.0;529.0;422.0;88.0;1176.0;9177.0;1008.0;681.0;700.0;294.0;1537.0;86.0;858.0;4012.0;1440.0;4548.0;450.0;-123.0;-1563.0;3312.0
16;DA Vervaardiging van voedings- en..;Totaal;2007;155.4;132.1;128.2;109.3;62949.0;62111.0;52781.0;9330.0;838.0;57827.0;40140.0;32337.0;2061.0;32495.0;2219.0;7127.0;260.0;7160.0;292.0;675.0;490.0;185.0;6431.0;4141.0;548.0;424.0;64.0;1254.0;9724.0;1097.0;763.0;821.0;282.0;1473.0;83.0;1008.0;4196.0;1531.0;5122.0;830.0;-24.0;-1414.0;4514.0
17;DA Vervaardiging van voedings- en..;Totaal;2008;155.7;131.1;128.0;108.1;67953.0;67448.0;56111.0;11336.0;505.0;63278.0;45094.0;35490.0;2434.0;35673.0;2617.0;8785.0;482.0;8776.0;473.0;818.0;513.0;305.0;6543.0;4201.0;560.0;392.0;54.0;1336.0;10140.0;1127.0;757.0;860.0;293.0;1390.0;75.0;1137.0;4501.0;1501.0;4675.0;273.0;-65.0;-1417.0;3466.0
18;DA Vervaardiging van voedings- en..;1 tot 20 werkzame personen;2006;32.5;22.1;27.1;17.9;3311.0;3276.0;2859.0;417.0;35.0;3055.0;1901.0;1586.0;114.0;1587.0;116.0;291.0;31.0;296.0;36.0;24.0;16.0;8.0;570.0;425.0;59.0;25.0;7.0;54.0;475.0;72.0;85.0;47.0;40.0;66.0;10.0;39.0;116.0;108.0;256.0;-18.0;-1.0;14.0;250.0
19;DA Vervaardiging van voedings- en..;1 tot 20 werkzame personen;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;DA Vervaardiging van voedings- en..;1 tot 20 werkzame personen;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;DA Vervaardiging van voedings- en..;20 en meer werkzame personen;2006;119.8;107.4;100.6;91.0;53894.0;53516.0;44586.0;8930.0;378.0;49603.0;33827.0;26419.0;1848.0;26495.0;1924.0;6712.0;275.0;6749.0;312.0;696.0;501.0;195.0;5742.0;3673.0;470.0;396.0;81.0;1121.0;8702.0;936.0;596.0;654.0;253.0;1471.0;76.0;819.0;3896.0;1332.0;4292.0;469.0;-121.0;-1577.0;3062.0
22;DA Vervaardiging van voedings- en..;20 en meer werkzame personen;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;DA Vervaardiging van voedings- en..;20 en meer werkzame personen;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;DA Vervaardiging van voedings- en..;20 tot 100 werkzame personen;2006;35.3;29.7;30.1;25.2;10080.0;9998.0;8906.0;1092.0;82.0;9657.0;6869.0;5932.0;289.0;5953.0;309.0;823.0;77.0;838.0;92.0;113.0;68.0;45.0;1254.0;827.0;114.0;66.0;10.0;237.0;1258.0;198.0;164.0;121.0;70.0;145.0;17.0;93.0;451.0;277.0;422.0;-54.0;-7.0;-6.0;356.0
25;DA Vervaardiging van voedings- en..;20 tot 100 werkzame personen;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;DA Vervaardiging van voedings- en..;20 tot 100 werkzame personen;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;DA Vervaardiging van voedings- en..;100 of meer werkzame personen;2006;84.6;77.6;70.5;65.8;43815.0;43518.0;35680.0;7838.0;296.0;39945.0;26958.0;20487.0;1559.0;20542.0;1615.0;5889.0;198.0;5912.0;221.0;583.0;432.0;150.0;4488.0;2847.0;356.0;331.0;71.0;884.0;7444.0;739.0;432.0;533.0;184.0;1326.0;59.0;726.0;3445.0;1055.0;3869.0;522.0;-114.0;-1571.0;2706.0
28;DA Vervaardiging van voedings- en..;100 of meer werkzame personen;2007;86.4;79.3;70.7;66.0;47815.0;47135.0;39439.0;7696.0;679.0;43507.0;30012.0;23701.0;1604.0;23805.0;1709.0;5829.0;185.0;5848.0;204.0;482.0;412.0;70.0;4531.0;2857.0;367.0;331.0;49.0;926.0;7849.0;796.0;485.0;629.0;178.0;1279.0;55.0;832.0;3594.0;1115.0;4308.0;903.0;-19.0;-1425.0;3766.0
29;DA Vervaardiging van voedings- en..;100 of meer werkzame personen;2008;86.8;79.0;69.9;65.2;51171.0;50772.0;41839.0;8934.0;398.0;47244.0;33259.0;25923.0;1829.0;26109.0;2015.0;6772.0;277.0;6800.0;305.0;564.0;380.0;183.0;4582.0;2885.0;375.0;294.0;42.0;985.0;8288.0;829.0;462.0;650.0;175.0;1152.0;49.0;939.0;4034.0;1116.0;3926.0;391.0;-61.0;-1424.0;2833.0
30;15 Vervaardiging van voedingsmiddelen..;Totaal;2006;147.7;125.0;123.4;104.9;51386.0;50991.0;42352.0;8640.0;395.0;48512.0;34507.0;27176.0;1697.0;27286.0;1806.0;6695.0;287.0;6736.0;328.0;636.0;435.0;201.0;6036.0;3902.0;516.0;403.0;82.0;1132.0;6599.0;989.0;663.0;671.0;288.0;1380.0;84.0;829.0;1696.0;1371.0;2874.0;-68.0;-27.0;0.0;2778.0
31;15 Vervaardiging van voedingsmiddelen..;Totaal;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;15 Vervaardiging van voedingsmiddelen..;Totaal;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;15 Vervaardiging van voedingsmiddelen..;1 tot 20 werkzame personen;2006;32.4;22.0;27.0;17.8;3303.0;3268.0;2852.0;417.0;35.0;3047.0;1897.0;1582.0;111.0;1584.0;112.0;291.0;31.0;296.0;36.0;24.0;16.0;8.0;569.0;424.0;59.0;25.0;7.0;54.0;474.0;72.0;85.0;46.0;40.0;66.0;10.0;39.0;115.0;107.0;256.0;-18.0;-1.0;14.0;251.0
34;15 Vervaardiging van voedingsmiddelen..;1 tot 20 werkzame personen;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;15 Vervaardiging van voedingsmiddelen..;1 tot 20 werkzame personen;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;15 Vervaardiging van voedingsmiddelen..;20 en meer werkzame personen;2006;115.2;103.0;96.4;87.1;48083.0;47723.0;39500.0;8223.0;361.0;45466.0;32610.0;25594.0;1586.0;25702.0;1694.0;6404.0;256.0;6440.0;292.0;612.0;419.0;193.0;5467.0;3479.0;457.0;378.0;75.0;1078.0;6126.0;917.0;579.0;624.0;247.0;1314.0;73.0;790.0;1581.0;1264.0;2618.0;-50.0;-26.0;-14.0;2528.0
37;15 Vervaardiging van voedingsmiddelen..;20 en meer werkzame personen;2007;117.4;104.4;96.3;86.4;52836.0;52075.0;43772.0;8304.0;761.0;49866.0;36464.0;29424.0;1757.0;29558.0;1891.0;6481.0;228.0;6518.0;265.0;559.0;400.0;159.0;5537.0;3485.0;456.0;381.0;56.0;1160.0;6556.0;986.0;633.0;713.0;239.0;1262.0;68.0;939.0;1717.0;1309.0;2970.0;-49.0;-29.0;38.0;2931.0
38;15 Vervaardiging van voedingsmiddelen..;20 en meer werkzame personen;2008;117.5;104.0;94.8;85.4;57465.0;57022.0;47597.0;9425.0;443.0;54896.0;41188.0;32615.0;2065.0;32829.0;2280.0;7878.0;441.0;7872.0;434.0;695.0;397.0;298.0;5649.0;3531.0;470.0;353.0;48.0;1246.0;6761.0;1007.0;616.0;761.0;243.0;1144.0;61.0;1063.0;1865.0;1298.0;2569.0;63.0;-50.0;55.0;2637.0
39;15 Vervaardiging van voedingsmiddelen..;20 tot 100 werkzame personen;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;15 Vervaardiging van voedingsmiddelen..;20 tot 100 werkzame personen;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;15 Vervaardiging van voedingsmiddelen..;20 tot 100 werkzame personen;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
