ID;BedrijfstakkenSBI93;Grootteklasse;Perioden;BanenWerkzamePersonen_1;ArbeidsvolumeWerkzamePersonen_2;Werknemers_3;ArbeidsvolumeWerknemers_4;TotaleBedrijfsopbrengsten_5;TotaleNettoOmzet_6;NettoOmzetUitHoofdactiviteit_7;NettoOmzetUitNevenactiviteiten_8;OverigeBedrijfsopbrengsten_9;TotaleBedrijfslasten_10;TotaleInkoopwaardeOmzet_11;InkoopwaardeGrondEnHulpstoffen_12;BeginvoorraadGrondEnHulpstoffen_13;InkopenGrondEnHulpstoffen_14;EindvoorraadGrondEnHulpstoffen_15;InkoopwaardeHandelsgoederen_16;BeginvoorraadHandelsgoederen_17;InkopenHandelsgoederen_18;EindvoorraadHandelsgoederen_19;TotaleOverigeInkoopwaarde_20;KostenUitbesteedWerk_21;NietEerderGenoemdeInkoopwaarde_22;TotalePersoneleKosten_23;BrutoLonenEnSalarissen_24;SocialeVerzekeringspremiesWerkgever_25;PremiesPensioenVUTInkoopsommen_26;OverigeSocialeLasten_27;OverigePersoneleKosten_28;TotaleOverigeBedrijfslasten_29;Energiekosten_30;Huisvestingskosten_31;KostenApparatuurEnInventaris_32;KostenVervoermiddelen_33;Verkoopkosten_34;Communicatiekosten_35;KostenVanDienstverleningDoorDerden_36;NietEerderGenoemdeBedrijfslasten_37;AfschrijvingenOpVasteActiva_38;Bedrijfsresultaat_39;SaldoFinancieleBatenEnLasten_40;SaldoVoorzieningen_41;SaldoBuitengewoneBatenEnLasten_42;ResultaatVoorBelastingen_43
42;15 Vervaardiging van voedingsmiddelen..;100 of meer werkzame personen;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;15 Vervaardiging van voedingsmiddelen..;100 of meer werkzame personen;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;15 Vervaardiging van voedingsmiddelen..;100 of meer werkzame personen;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;151 Slachterijen en vleesverwerking;Totaal;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;151 Slachterijen en vleesverwerking;Totaal;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;151 Slachterijen en vleesverwerking;Totaal;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;151 Slachterijen en vleesverwerking;1 tot 20 werkzame personen;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;151 Slachterijen en vleesverwerking;1 tot 20 werkzame personen;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;151 Slachterijen en vleesverwerking;1 tot 20 werkzame personen;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;151 Slachterijen en vleesverwerking;20 en meer werkzame personen;2006;22.0;19.7;15.2;13.9;7491.0;7469.0;7121.0;348.0;22.0;7234.0;5655.0;5312.0;116.0;5322.0;125.0;263.0;16.0;264.0;17.0;80.0;47.0;33.0;863.0;468.0;69.0;41.0;5.0;280.0;589.0;78.0;89.0;73.0;38.0;96.0;8.0;113.0;95.0;128.0;257.0;-40.0;4.0;-67.0;154.0
52;151 Slachterijen en vleesverwerking;20 en meer werkzame personen;2007;22.8;20.8;15.5;14.2;8111.0;8049.0;7618.0;431.0;62.0;7852.0;6169.0;5772.0;121.0;5770.0;119.0;339.0;17.0;342.0;20.0;58.0;49.0;9.0;922.0;493.0;72.0;41.0;6.0;309.0;618.0;87.0;94.0;82.0;32.0;91.0;7.0;100.0;125.0;143.0;259.0;-42.0;0.0;0.0;217.0
53;151 Slachterijen en vleesverwerking;20 en meer werkzame personen;2008;23.1;20.9;15.0;13.7;8385.0;8365.0;7982.0;383.0;20.0;8166.0;6425.0;6081.0;139.0;6083.0;141.0;288.0;15.0;290.0;16.0;56.0;46.0;10.0;956.0;487.0;75.0;43.0;6.0;346.0;646.0;91.0;97.0;87.0;34.0;82.0;7.0;121.0;127.0;138.0;219.0;-45.0;3.0;5.0;183.0
54;151 Slachterijen en vleesverwerking;20 tot 100 werkzame personen;2006;7.0;6.2;4.8;4.3;2498.0;2489.0;2308.0;181.0;9.0;2407.0;1918.0;1755.0;37.0;1755.0;38.0;143.0;5.0;144.0;7.0;20.0;18.0;2.0;262.0;134.0;20.0;11.0;2.0;95.0;189.0;28.0;35.0;25.0;15.0;22.0;3.0;20.0;41.0;39.0;91.0;-9.0;-1.0;-4.0;77.0
55;151 Slachterijen en vleesverwerking;20 tot 100 werkzame personen;2007;7.2;6.4;4.7;4.2;2730.0;2725.0;2518.0;207.0;5.0;2614.0;2081.0;1899.0;46.0;1893.0;40.0;164.0;4.0;166.0;7.0;19.0;13.0;5.0;279.0;136.0;21.0;11.0;3.0;108.0;211.0;29.0;37.0;27.0;15.0;24.0;2.0;30.0;47.0;43.0;116.0;-10.0;-1.0;0.0;105.0
56;151 Slachterijen en vleesverwerking;20 tot 100 werkzame personen;2008;7.1;6.3;4.4;4.0;2862.0;2847.0;2699.0;148.0;14.0;2757.0;2197.0;2069.0;45.0;2076.0;51.0;108.0;6.0;108.0;6.0;20.0;14.0;6.0;287.0;138.0;21.0;11.0;1.0;114.0;226.0;32.0;39.0;31.0;14.0;26.0;2.0;31.0;52.0;48.0;105.0;-13.0;-1.0;2.0;93.0
57;151 Slachterijen en vleesverwerking;100 of meer werkzame personen;2006;15.0;13.4;10.5;9.6;4993.0;4980.0;4813.0;167.0;13.0;4827.0;3737.0;3557.0;78.0;3566.0;87.0;120.0;10.0;120.0;10.0;60.0;29.0;31.0;602.0;334.0;49.0;30.0;3.0;185.0;400.0;50.0;53.0;48.0;23.0;73.0;5.0;93.0;54.0;88.0;166.0;-32.0;6.0;-63.0;77.0
58;151 Slachterijen en vleesverwerking;100 of meer werkzame personen;2007;15.6;14.3;10.8;10.0;5381.0;5324.0;5100.0;224.0;57.0;5238.0;4088.0;3874.0;75.0;3877.0;79.0;175.0;13.0;176.0;13.0;39.0;35.0;4.0;644.0;357.0;52.0;30.0;4.0;201.0;407.0;58.0;57.0;56.0;16.0;67.0;5.0;70.0;79.0;99.0;143.0;-32.0;1.0;0.0;112.0
59;151 Slachterijen en vleesverwerking;100 of meer werkzame personen;2008;16.0;14.5;10.6;9.7;5524.0;5518.0;5283.0;235.0;6.0;5409.0;4229.0;4012.0;95.0;4007.0;90.0;181.0;9.0;182.0;10.0;36.0;32.0;4.0;669.0;348.0;53.0;32.0;5.0;231.0;420.0;59.0;58.0;56.0;20.0;56.0;4.0;90.0;75.0;90.0;115.0;-32.0;3.0;3.0;90.0
60;1511 Slachterijen (excl. pluimvee-);Totaal;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;1511 Slachterijen (excl. pluimvee-);Totaal;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;1511 Slachterijen (excl. pluimvee-);Totaal;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;1511 Slachterijen (excl. pluimvee-);1 tot 20 werkzame personen;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;1511 Slachterijen (excl. pluimvee-);1 tot 20 werkzame personen;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;1511 Slachterijen (excl. pluimvee-);1 tot 20 werkzame personen;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;1511 Slachterijen (excl. pluimvee-);20 en meer werkzame personen;2006;7.5;7.0;4.4;3.9;3652.0;3644.0;3616.0;29.0;8.0;3583.0;3058.0;2988.0;41.0;2989.0;43.0;19.0;0.0;19.0;0.0;51.0;26.0;25.0;293.0;138.0;21.0;11.0;1.0;121.0;198.0;23.0;20.0;20.0;8.0;28.0;2.0;65.0;32.0;35.0;69.0;-15.0;1.0;1.0;56.0
67;1511 Slachterijen (excl. pluimvee-);20 en meer werkzame personen;2007;7.6;7.3;4.4;4.1;3748.0;3746.0;3693.0;54.0;1.0;3677.0;3154.0;3083.0;44.0;3078.0;39.0;41.0;0.0;41.0;0.0;31.0;27.0;4.0;305.0;146.0;21.0;11.0;2.0;126.0;181.0;26.0;26.0;19.0;8.0;27.0;2.0;36.0;37.0;36.0;71.0;-16.0;1.0;-1.0;55.0
68;1511 Slachterijen (excl. pluimvee-);20 en meer werkzame personen;2008;7.9;7.6;4.3;4.0;3821.0;3810.0;3789.0;21.0;11.0;3756.0;3217.0;3178.0;50.0;3180.0;53.0;8.0;0.0;9.0;1.0;30.0;26.0;4.0;322.0;141.0;22.0;11.0;1.0;146.0;181.0;25.0;25.0;20.0;7.0;30.0;2.0;40.0;33.0;37.0;65.0;-12.0;0.0;1.0;55.0
69;1511 Slachterijen (excl. pluimvee-);20 tot 100 werkzame personen;2006;2.1;1.9;1.4;1.3;720.0;717.0;692.0;26.0;3.0;704.0;572.0;541.0;13.0;541.0;13.0;19.0;0.0;19.0;0.0;13.0;11.0;2.0;76.0;38.0;6.0;3.0;1.0;28.0;46.0;8.0;6.0;4.0;4.0;4.0;1.0;5.0;15.0;10.0;16.0;-3.0;-1.0;0.0;12.0
70;1511 Slachterijen (excl. pluimvee-);20 tot 100 werkzame personen;2007;2.2;2.1;1.5;1.4;823.0;822.0;788.0;34.0;1.0;802.0;647.0;618.0;14.0;612.0;8.0;23.0;0.0;23.0;0.0;6.0;3.0;2.0;84.0;41.0;6.0;4.0;1.0;32.0;60.0;9.0;10.0;6.0;5.0;5.0;1.0;9.0;16.0;10.0;21.0;-3.0;0.0;0.0;18.0
71;1511 Slachterijen (excl. pluimvee-);20 tot 100 werkzame personen;2008;2.0;1.9;1.3;1.2;795.0;791.0;774.0;17.0;5.0;772.0;626.0;615.0;13.0;614.0;12.0;6.0;0.0;6.0;0.0;5.0;3.0;2.0;80.0;39.0;7.0;3.0;1.0;31.0;57.0;8.0;9.0;5.0;4.0;6.0;1.0;9.0;15.0;9.0;24.0;-4.0;0.0;2.0;22.0
72;1511 Slachterijen (excl. pluimvee-);100 of meer werkzame personen;2006;5.4;5.1;3.0;2.7;2933.0;2927.0;2924.0;3.0;5.0;2879.0;2486.0;2447.0;28.0;2449.0;30.0;0.0;0.0;0.0;0.0;38.0;15.0;23.0;216.0;100.0;15.0;8.0;1.0;93.0;152.0;14.0;14.0;17.0;3.0;24.0;1.0;60.0;17.0;25.0;54.0;-12.0;1.0;1.0;44.0
