ID;LeeftijdVanDeMoeder;BurgerlijkeStaatMoeder;VolgordeGeboorteUitDeMoeder;Perioden;LevendgebLeeftijdMoederOp3112_1;LevendgebLftMoederOp3112Rel_2;LevendgebLftMoederLaatsteVerjDag_3
4186;17 jaar;Niet-gehuwd;Eerste kind;1992;145;1.59;214
4187;17 jaar;Niet-gehuwd;Eerste kind;1993;115;1.28;168
4188;17 jaar;Niet-gehuwd;Eerste kind;1994;157;1.77;221
4189;17 jaar;Niet-gehuwd;Eerste kind;1995;150;1.68;223
4190;17 jaar;Niet-gehuwd;Eerste kind;1996;173;1.94;247
4191;17 jaar;Niet-gehuwd;Eerste kind;1997;190;2.06;278
4192;17 jaar;Niet-gehuwd;Eerste kind;1998;216;2.37;281
4193;17 jaar;Niet-gehuwd;Eerste kind;1999;273;3.09;350
4194;17 jaar;Niet-gehuwd;Eerste kind;2000;282;3.21;410
4195;17 jaar;Niet-gehuwd;Eerste kind;2001;368;4.06;476
4196;17 jaar;Niet-gehuwd;Eerste kind;2002;330;3.55;445
4197;17 jaar;Niet-gehuwd;Eerste kind;2003;300;3.13;409
4198;17 jaar;Niet-gehuwd;Eerste kind;2004;243;2.54;361
4199;17 jaar;Niet-gehuwd;Eerste kind;2005;232;2.43;333
4200;17 jaar;Niet-gehuwd;Eerste kind;2006;225;2.33;292
4201;17 jaar;Niet-gehuwd;Eerste kind;2007;219;2.19;327
4202;17 jaar;Niet-gehuwd;Eerste kind;2008;216;2.16;314
4203;17 jaar;Niet-gehuwd;Eerste kind;2009;193;1.96;326
4204;17 jaar;Niet-gehuwd;Eerste kind;2010;200;2.05;281
4205;17 jaar;Niet-gehuwd;Eerste kind;2011;174;1.78;270
4206;17 jaar;Niet-gehuwd;Eerste kind;2012;180;1.89;269
4207;17 jaar;Niet-gehuwd;Eerste kind;2013;139;1.47;207
4208;17 jaar;Niet-gehuwd;Eerste kind;2014;141;1.47;200
4209;17 jaar;Niet-gehuwd;Eerste kind;2015;131;1.32;180
4210;17 jaar;Niet-gehuwd;Eerste kind;2016;112;1.12;179
4211;17 jaar;Niet-gehuwd;Eerste kind;2017;140;1.36;183
4212;17 jaar;Niet-gehuwd;Eerste kind;2018;101;1.0;157
4213;17 jaar;Niet-gehuwd;Eerste kind;2019;98;0.97;147
4214;17 jaar;Niet-gehuwd;Eerste kind;2020;97;0.97;146
4215;17 jaar;Niet-gehuwd;Eerste kind;2021;90;0.92;130
4216;17 jaar;Niet-gehuwd;Eerste kind;2022;93;0.97;142
4217;17 jaar;Niet-gehuwd;Eerste kind;2023;81;0.85;121
4218;17 jaar;Niet-gehuwd;Tweede kind;1950;2;0.03;3
4219;17 jaar;Niet-gehuwd;Tweede kind;1951;0;0.0;1
4220;17 jaar;Niet-gehuwd;Tweede kind;1952;2;0.03;4
4221;17 jaar;Niet-gehuwd;Tweede kind;1953;0;0.0;1
4222;17 jaar;Niet-gehuwd;Tweede kind;1954;0;0.0;1
4223;17 jaar;Niet-gehuwd;Tweede kind;1955;3;0.04;4
4224;17 jaar;Niet-gehuwd;Tweede kind;1956;1;0.01;2
4225;17 jaar;Niet-gehuwd;Tweede kind;1957;2;0.02;5
4226;17 jaar;Niet-gehuwd;Tweede kind;1958;2;0.02;4
4227;17 jaar;Niet-gehuwd;Tweede kind;1959;4;0.05;5
4228;17 jaar;Niet-gehuwd;Tweede kind;1960;3;0.03;5
4229;17 jaar;Niet-gehuwd;Tweede kind;1961;3;0.03;5
4230;17 jaar;Niet-gehuwd;Tweede kind;1962;3;0.03;7
4231;17 jaar;Niet-gehuwd;Tweede kind;1963;3;0.02;5
4232;17 jaar;Niet-gehuwd;Tweede kind;1964;3;0.02;5
4233;17 jaar;Niet-gehuwd;Tweede kind;1965;3;0.03;5
4234;17 jaar;Niet-gehuwd;Tweede kind;1966;3;0.03;6
4235;17 jaar;Niet-gehuwd;Tweede kind;1967;3;0.03;6
4236;17 jaar;Niet-gehuwd;Tweede kind;1968;3;0.03;5
4237;17 jaar;Niet-gehuwd;Tweede kind;1969;5;0.05;7
4238;17 jaar;Niet-gehuwd;Tweede kind;1970;3;0.03;4
4239;17 jaar;Niet-gehuwd;Tweede kind;1971;2;0.02;5
4240;17 jaar;Niet-gehuwd;Tweede kind;1972;6;0.05;9
4241;17 jaar;Niet-gehuwd;Tweede kind;1973;6;0.05;11
4242;17 jaar;Niet-gehuwd;Tweede kind;1974;5;0.04;8
4243;17 jaar;Niet-gehuwd;Tweede kind;1975;0;0.0;2
4244;17 jaar;Niet-gehuwd;Tweede kind;1976;3;0.03;6
4245;17 jaar;Niet-gehuwd;Tweede kind;1977;3;0.03;5
4246;17 jaar;Niet-gehuwd;Tweede kind;1978;2;0.02;3
4247;17 jaar;Niet-gehuwd;Tweede kind;1979;3;0.02;5
4248;17 jaar;Niet-gehuwd;Tweede kind;1980;7;0.06;7
4249;17 jaar;Niet-gehuwd;Tweede kind;1981;3;0.02;8
4250;17 jaar;Niet-gehuwd;Tweede kind;1982;3;0.02;6
4251;17 jaar;Niet-gehuwd;Tweede kind;1983;11;0.09;12
4252;17 jaar;Niet-gehuwd;Tweede kind;1984;9;0.08;11
4253;17 jaar;Niet-gehuwd;Tweede kind;1985;11;0.09;16
4254;17 jaar;Niet-gehuwd;Tweede kind;1986;6;0.05;10
4255;17 jaar;Niet-gehuwd;Tweede kind;1987;6;0.05;12
4256;17 jaar;Niet-gehuwd;Tweede kind;1988;7;0.06;12
4257;17 jaar;Niet-gehuwd;Tweede kind;1989;10;0.09;12
4258;17 jaar;Niet-gehuwd;Tweede kind;1990;8;0.08;8
4259;17 jaar;Niet-gehuwd;Tweede kind;1991;11;0.12;13
4260;17 jaar;Niet-gehuwd;Tweede kind;1992;5;0.05;8
4261;17 jaar;Niet-gehuwd;Tweede kind;1993;4;0.04;4
4262;17 jaar;Niet-gehuwd;Tweede kind;1994;7;0.08;10
4263;17 jaar;Niet-gehuwd;Tweede kind;1995;8;0.09;14
4264;17 jaar;Niet-gehuwd;Tweede kind;1996;4;0.04;10
4265;17 jaar;Niet-gehuwd;Tweede kind;1997;6;0.07;12
4266;17 jaar;Niet-gehuwd;Tweede kind;1998;4;0.04;16
4267;17 jaar;Niet-gehuwd;Tweede kind;1999;11;0.12;19
4268;17 jaar;Niet-gehuwd;Tweede kind;2000;11;0.13;18
4269;17 jaar;Niet-gehuwd;Tweede kind;2001;14;0.15;28
4270;17 jaar;Niet-gehuwd;Tweede kind;2002;13;0.14;22
4271;17 jaar;Niet-gehuwd;Tweede kind;2003;1;0.01;12
4272;17 jaar;Niet-gehuwd;Tweede kind;2004;11;0.11;20
4273;17 jaar;Niet-gehuwd;Tweede kind;2005;6;0.06;16
4274;17 jaar;Niet-gehuwd;Tweede kind;2006;7;0.07;18
4275;17 jaar;Niet-gehuwd;Tweede kind;2007;5;0.05;12
4276;17 jaar;Niet-gehuwd;Tweede kind;2008;3;0.03;8
4277;17 jaar;Niet-gehuwd;Tweede kind;2009;7;0.07;16
4278;17 jaar;Niet-gehuwd;Tweede kind;2010;2;0.02;2
4279;17 jaar;Niet-gehuwd;Tweede kind;2011;4;0.04;5
4280;17 jaar;Niet-gehuwd;Tweede kind;2012;2;0.02;5
4281;17 jaar;Niet-gehuwd;Tweede kind;2013;2;0.02;1
4282;17 jaar;Niet-gehuwd;Tweede kind;2014;4;0.04;8
4283;17 jaar;Niet-gehuwd;Tweede kind;2015;4;0.04;4
4284;17 jaar;Niet-gehuwd;Tweede kind;2016;2;0.02;4
4285;17 jaar;Niet-gehuwd;Tweede kind;2017;1;0.01;3
4286;17 jaar;Niet-gehuwd;Tweede kind;2018;0;0.0;2
4287;17 jaar;Niet-gehuwd;Tweede kind;2019;1;0.01;3
4288;17 jaar;Niet-gehuwd;Tweede kind;2020;1;0.01;1
4289;17 jaar;Niet-gehuwd;Tweede kind;2021;1;0.01;3
4290;17 jaar;Niet-gehuwd;Tweede kind;2022;4;0.04;3
4291;17 jaar;Niet-gehuwd;Tweede kind;2023;1;0.01;3
4292;17 jaar;Niet-gehuwd;Derde kind;1950;0;0.0;0
4293;17 jaar;Niet-gehuwd;Derde kind;1951;0;0.0;0
4294;17 jaar;Niet-gehuwd;Derde kind;1952;0;0.0;0
4295;17 jaar;Niet-gehuwd;Derde kind;1953;0;0.0;0
4296;17 jaar;Niet-gehuwd;Derde kind;1954;0;0.0;0
4297;17 jaar;Niet-gehuwd;Derde kind;1955;0;0.0;0
4298;17 jaar;Niet-gehuwd;Derde kind;1956;0;0.0;0
4299;17 jaar;Niet-gehuwd;Derde kind;1957;0;0.0;0
4300;17 jaar;Niet-gehuwd;Derde kind;1958;0;0.0;0
4301;17 jaar;Niet-gehuwd;Derde kind;1959;0;0.0;0
4302;17 jaar;Niet-gehuwd;Derde kind;1960;0;0.0;0
4303;17 jaar;Niet-gehuwd;Derde kind;1961;0;0.0;0
4304;17 jaar;Niet-gehuwd;Derde kind;1962;0;0.0;0
4305;17 jaar;Niet-gehuwd;Derde kind;1963;0;0.0;0
4306;17 jaar;Niet-gehuwd;Derde kind;1964;0;0.0;0
4307;17 jaar;Niet-gehuwd;Derde kind;1965;0;0.0;0
4308;17 jaar;Niet-gehuwd;Derde kind;1966;0;0.0;0
4309;17 jaar;Niet-gehuwd;Derde kind;1967;0;0.0;0
4310;17 jaar;Niet-gehuwd;Derde kind;1968;0;0.0;0
4311;17 jaar;Niet-gehuwd;Derde kind;1969;1;0.01;1
4312;17 jaar;Niet-gehuwd;Derde kind;1970;0;0.0;0
4313;17 jaar;Niet-gehuwd;Derde kind;1971;0;0.0;0
4314;17 jaar;Niet-gehuwd;Derde kind;1972;0;0.0;0
4315;17 jaar;Niet-gehuwd;Derde kind;1973;0;0.0;0
4316;17 jaar;Niet-gehuwd;Derde kind;1974;0;0.0;0
4317;17 jaar;Niet-gehuwd;Derde kind;1975;0;0.0;0
4318;17 jaar;Niet-gehuwd;Derde kind;1976;1;0.01;3
4319;17 jaar;Niet-gehuwd;Derde kind;1977;0;0.0;0
4320;17 jaar;Niet-gehuwd;Derde kind;1978;1;0.01;1
4321;17 jaar;Niet-gehuwd;Derde kind;1979;2;0.02;2
4322;17 jaar;Niet-gehuwd;Derde kind;1980;0;0.0;0
4323;17 jaar;Niet-gehuwd;Derde kind;1981;0;0.0;0
4324;17 jaar;Niet-gehuwd;Derde kind;1982;0;0.0;0
4325;17 jaar;Niet-gehuwd;Derde kind;1983;1;0.01;0
4326;17 jaar;Niet-gehuwd;Derde kind;1984;0;0.0;1
4327;17 jaar;Niet-gehuwd;Derde kind;1985;0;0.0;0
4328;17 jaar;Niet-gehuwd;Derde kind;1986;0;0.0;2
4329;17 jaar;Niet-gehuwd;Derde kind;1987;0;0.0;1
4330;17 jaar;Niet-gehuwd;Derde kind;1988;1;0.01;1
4331;17 jaar;Niet-gehuwd;Derde kind;1989;1;0.01;0
4332;17 jaar;Niet-gehuwd;Derde kind;1990;0;0.0;0
4333;17 jaar;Niet-gehuwd;Derde kind;1991;1;0.01;1
4334;17 jaar;Niet-gehuwd;Derde kind;1992;1;0.01;1
4335;17 jaar;Niet-gehuwd;Derde kind;1993;0;0.0;1
4336;17 jaar;Niet-gehuwd;Derde kind;1994;1;0.01;1
4337;17 jaar;Niet-gehuwd;Derde kind;1995;2;0.02;2
4338;17 jaar;Niet-gehuwd;Derde kind;1996;0;0.0;0
4339;17 jaar;Niet-gehuwd;Derde kind;1997;0;0.0;1
4340;17 jaar;Niet-gehuwd;Derde kind;1998;2;0.02;2
4341;17 jaar;Niet-gehuwd;Derde kind;1999;0;0.0;1
4342;17 jaar;Niet-gehuwd;Derde kind;2000;0;0.0;0
4343;17 jaar;Niet-gehuwd;Derde kind;2001;0;0.0;0
4344;17 jaar;Niet-gehuwd;Derde kind;2002;2;0.02;0
4345;17 jaar;Niet-gehuwd;Derde kind;2003;0;0.0;0
4346;17 jaar;Niet-gehuwd;Derde kind;2004;1;0.01;1
4347;17 jaar;Niet-gehuwd;Derde kind;2005;0;0.0;0
4348;17 jaar;Niet-gehuwd;Derde kind;2006;0;0.0;0
4349;17 jaar;Niet-gehuwd;Derde kind;2007;1;0.01;1
4350;17 jaar;Niet-gehuwd;Derde kind;2008;0;0.0;0
4351;17 jaar;Niet-gehuwd;Derde kind;2009;1;0.01;1
4352;17 jaar;Niet-gehuwd;Derde kind;2010;0;0.0;0
4353;17 jaar;Niet-gehuwd;Derde kind;2011;0;0.0;1
4354;17 jaar;Niet-gehuwd;Derde kind;2012;0;0.0;0
4355;17 jaar;Niet-gehuwd;Derde kind;2013;0;0.0;0
4356;17 jaar;Niet-gehuwd;Derde kind;2014;0;0.0;0
4357;17 jaar;Niet-gehuwd;Derde kind;2015;0;0.0;0
4358;17 jaar;Niet-gehuwd;Derde kind;2016;0;0.0;0
4359;17 jaar;Niet-gehuwd;Derde kind;2017;0;0.0;0
4360;17 jaar;Niet-gehuwd;Derde kind;2018;1;0.01;1
4361;17 jaar;Niet-gehuwd;Derde kind;2019;0;0.0;0
4362;17 jaar;Niet-gehuwd;Derde kind;2020;0;0.0;0
4363;17 jaar;Niet-gehuwd;Derde kind;2021;0;0.0;0
4364;17 jaar;Niet-gehuwd;Derde kind;2022;0;0.0;1
4365;17 jaar;Niet-gehuwd;Derde kind;2023;0;0.0;0
4366;17 jaar;Niet-gehuwd;Vierde of volgende kind;1950;0;0.0;0
4367;17 jaar;Niet-gehuwd;Vierde of volgende kind;1951;0;0.0;0
4368;17 jaar;Niet-gehuwd;Vierde of volgende kind;1952;0;0.0;0
4369;17 jaar;Niet-gehuwd;Vierde of volgende kind;1953;0;0.0;0
4370;17 jaar;Niet-gehuwd;Vierde of volgende kind;1954;0;0.0;0
4371;17 jaar;Niet-gehuwd;Vierde of volgende kind;1955;0;0.0;0
4372;17 jaar;Niet-gehuwd;Vierde of volgende kind;1956;0;0.0;0
4373;17 jaar;Niet-gehuwd;Vierde of volgende kind;1957;1;0.01;0
4374;17 jaar;Niet-gehuwd;Vierde of volgende kind;1958;0;0.0;0
4375;17 jaar;Niet-gehuwd;Vierde of volgende kind;1959;0;0.0;0
4376;17 jaar;Niet-gehuwd;Vierde of volgende kind;1960;0;0.0;0
4377;17 jaar;Niet-gehuwd;Vierde of volgende kind;1961;0;0.0;0
4378;17 jaar;Niet-gehuwd;Vierde of volgende kind;1962;0;0.0;0
4379;17 jaar;Niet-gehuwd;Vierde of volgende kind;1963;0;0.0;0
4380;17 jaar;Niet-gehuwd;Vierde of volgende kind;1964;0;0.0;0
4381;17 jaar;Niet-gehuwd;Vierde of volgende kind;1965;0;0.0;0
4382;17 jaar;Niet-gehuwd;Vierde of volgende kind;1966;0;0.0;0
4383;17 jaar;Niet-gehuwd;Vierde of volgende kind;1967;0;0.0;0
4384;17 jaar;Niet-gehuwd;Vierde of volgende kind;1968;0;0.0;0
4385;17 jaar;Niet-gehuwd;Vierde of volgende kind;1969;0;0.0;0
4386;17 jaar;Niet-gehuwd;Vierde of volgende kind;1970;0;0.0;0
4387;17 jaar;Niet-gehuwd;Vierde of volgende kind;1971;0;0.0;0
4388;17 jaar;Niet-gehuwd;Vierde of volgende kind;1972;0;0.0;0
4389;17 jaar;Niet-gehuwd;Vierde of volgende kind;1973;0;0.0;0
4390;17 jaar;Niet-gehuwd;Vierde of volgende kind;1974;0;0.0;0
4391;17 jaar;Niet-gehuwd;Vierde of volgende kind;1975;0;0.0;0
4392;17 jaar;Niet-gehuwd;Vierde of volgende kind;1976;0;0.0;0
4393;17 jaar;Niet-gehuwd;Vierde of volgende kind;1977;0;0.0;0
4394;17 jaar;Niet-gehuwd;Vierde of volgende kind;1978;0;0.0;0
4395;17 jaar;Niet-gehuwd;Vierde of volgende kind;1979;0;0.0;0
4396;17 jaar;Niet-gehuwd;Vierde of volgende kind;1980;0;0.0;0
4397;17 jaar;Niet-gehuwd;Vierde of volgende kind;1981;0;0.0;0
4398;17 jaar;Niet-gehuwd;Vierde of volgende kind;1982;0;0.0;0
4399;17 jaar;Niet-gehuwd;Vierde of volgende kind;1983;0;0.0;0
4400;17 jaar;Niet-gehuwd;Vierde of volgende kind;1984;0;0.0;0
4401;17 jaar;Niet-gehuwd;Vierde of volgende kind;1985;0;0.0;0
4402;17 jaar;Niet-gehuwd;Vierde of volgende kind;1986;0;0.0;0
4403;17 jaar;Niet-gehuwd;Vierde of volgende kind;1987;0;0.0;0
4404;17 jaar;Niet-gehuwd;Vierde of volgende kind;1988;0;0.0;0
4405;17 jaar;Niet-gehuwd;Vierde of volgende kind;1989;0;0.0;1
4406;17 jaar;Niet-gehuwd;Vierde of volgende kind;1990;0;0.0;0
4407;17 jaar;Niet-gehuwd;Vierde of volgende kind;1991;0;0.0;0
4408;17 jaar;Niet-gehuwd;Vierde of volgende kind;1992;0;0.0;0
4409;17 jaar;Niet-gehuwd;Vierde of volgende kind;1993;0;0.0;0
4410;17 jaar;Niet-gehuwd;Vierde of volgende kind;1994;0;0.0;0
4411;17 jaar;Niet-gehuwd;Vierde of volgende kind;1995;0;0.0;0
4412;17 jaar;Niet-gehuwd;Vierde of volgende kind;1996;0;0.0;0
4413;17 jaar;Niet-gehuwd;Vierde of volgende kind;1997;0;0.0;0
4414;17 jaar;Niet-gehuwd;Vierde of volgende kind;1998;0;0.0;0
4415;17 jaar;Niet-gehuwd;Vierde of volgende kind;1999;0;0.0;0
4416;17 jaar;Niet-gehuwd;Vierde of volgende kind;2000;1;0.01;0
4417;17 jaar;Niet-gehuwd;Vierde of volgende kind;2001;0;0.0;0
4418;17 jaar;Niet-gehuwd;Vierde of volgende kind;2002;0;0.0;0
4419;17 jaar;Niet-gehuwd;Vierde of volgende kind;2003;0;0.0;0
4420;17 jaar;Niet-gehuwd;Vierde of volgende kind;2004;0;0.0;0
4421;17 jaar;Niet-gehuwd;Vierde of volgende kind;2005;0;0.0;0
4422;17 jaar;Niet-gehuwd;Vierde of volgende kind;2006;0;0.0;0
4423;17 jaar;Niet-gehuwd;Vierde of volgende kind;2007;0;0.0;0
4424;17 jaar;Niet-gehuwd;Vierde of volgende kind;2008;0;0.0;0
4425;17 jaar;Niet-gehuwd;Vierde of volgende kind;2009;0;0.0;0
4426;17 jaar;Niet-gehuwd;Vierde of volgende kind;2010;0;0.0;0
4427;17 jaar;Niet-gehuwd;Vierde of volgende kind;2011;0;0.0;0
4428;17 jaar;Niet-gehuwd;Vierde of volgende kind;2012;0;0.0;0
4429;17 jaar;Niet-gehuwd;Vierde of volgende kind;2013;0;0.0;0
4430;17 jaar;Niet-gehuwd;Vierde of volgende kind;2014;0;0.0;0
4431;17 jaar;Niet-gehuwd;Vierde of volgende kind;2015;0;0.0;0
4432;17 jaar;Niet-gehuwd;Vierde of volgende kind;2016;0;0.0;0
4433;17 jaar;Niet-gehuwd;Vierde of volgende kind;2017;0;0.0;0
4434;17 jaar;Niet-gehuwd;Vierde of volgende kind;2018;0;0.0;0
4435;17 jaar;Niet-gehuwd;Vierde of volgende kind;2019;0;0.0;0
4436;17 jaar;Niet-gehuwd;Vierde of volgende kind;2020;0;0.0;0
4437;17 jaar;Niet-gehuwd;Vierde of volgende kind;2021;0;0.0;0
4438;17 jaar;Niet-gehuwd;Vierde of volgende kind;2022;0;0.0;0
4439;17 jaar;Niet-gehuwd;Vierde of volgende kind;2023;0;0.0;0
4440;18 jaar;Totaal burgerlijke staat;Totaal;1950;1031;12.68;1458
4441;18 jaar;Totaal burgerlijke staat;Totaal;1951;1090;14.03;1597
4442;18 jaar;Totaal burgerlijke staat;Totaal;1952;1109;14.19;1644
4443;18 jaar;Totaal burgerlijke staat;Totaal;1953;1094;14.15;1598
4444;18 jaar;Totaal burgerlijke staat;Totaal;1954;1055;13.51;1492
4445;18 jaar;Totaal burgerlijke staat;Totaal;1955;1138;14.64;1633
4446;18 jaar;Totaal burgerlijke staat;Totaal;1956;1188;14.59;1669
4447;18 jaar;Totaal burgerlijke staat;Totaal;1957;1256;15.15;1742
4448;18 jaar;Totaal burgerlijke staat;Totaal;1958;1332;15.68;1864
4449;18 jaar;Totaal burgerlijke staat;Totaal;1959;1516;18.41;2039
4450;18 jaar;Totaal burgerlijke staat;Totaal;1960;1633;19.02;2186
4451;18 jaar;Totaal burgerlijke staat;Totaal;1961;1918;20.57;2523
4452;18 jaar;Totaal burgerlijke staat;Totaal;1962;2073;21.17;2788
4453;18 jaar;Totaal burgerlijke staat;Totaal;1963;2124;23.03;3010
4454;18 jaar;Totaal burgerlijke staat;Totaal;1964;2904;22.59;3291
4455;18 jaar;Totaal burgerlijke staat;Totaal;1965;2910;23.51;4091
4456;18 jaar;Totaal burgerlijke staat;Totaal;1966;2661;23.08;3672
4457;18 jaar;Totaal burgerlijke staat;Totaal;1967;2575;23.27;3625
4458;18 jaar;Totaal burgerlijke staat;Totaal;1968;2577;23.93;3480
4459;18 jaar;Totaal burgerlijke staat;Totaal;1969;2773;25.95;3606
4460;18 jaar;Totaal burgerlijke staat;Totaal;1970;2848;26.03;3676
4461;18 jaar;Totaal burgerlijke staat;Totaal;1971;2697;24.8;3628
4462;18 jaar;Totaal burgerlijke staat;Totaal;1972;2472;22.66;3171
4463;18 jaar;Totaal burgerlijke staat;Totaal;1973;2228;20.2;2908
4464;18 jaar;Totaal burgerlijke staat;Totaal;1974;1823;16.3;2440
4465;18 jaar;Totaal burgerlijke staat;Totaal;1975;1560;13.69;2087
4466;18 jaar;Totaal burgerlijke staat;Totaal;1976;1376;11.92;1852
4467;18 jaar;Totaal burgerlijke staat;Totaal;1977;1340;11.29;1744
4468;18 jaar;Totaal burgerlijke staat;Totaal;1978;1302;11.08;1672
4469;18 jaar;Totaal burgerlijke staat;Totaal;1979;1127;9.24;1529
4470;18 jaar;Totaal burgerlijke staat;Totaal;1980;1232;10.09;1626
4471;18 jaar;Totaal burgerlijke staat;Totaal;1981;1269;10.23;1596
4472;18 jaar;Totaal burgerlijke staat;Totaal;1982;1092;8.72;1472
4473;18 jaar;Totaal burgerlijke staat;Totaal;1983;955;7.81;1353
4474;18 jaar;Totaal burgerlijke staat;Totaal;1984;940;7.85;1229
4475;18 jaar;Totaal burgerlijke staat;Totaal;1985;810;6.83;1111
4476;18 jaar;Totaal burgerlijke staat;Totaal;1986;885;7.43;1108
4477;18 jaar;Totaal burgerlijke staat;Totaal;1987;869;6.97;1144
4478;18 jaar;Totaal burgerlijke staat;Totaal;1988;913;7.53;1201
4479;18 jaar;Totaal burgerlijke staat;Totaal;1989;912;7.88;1202
4480;18 jaar;Totaal burgerlijke staat;Totaal;1990;946;8.6;1193
4481;18 jaar;Totaal burgerlijke staat;Totaal;1991;851;8.46;1172
4482;18 jaar;Totaal burgerlijke staat;Totaal;1992;791;8.22;1051
4483;18 jaar;Totaal burgerlijke staat;Totaal;1993;720;7.84;995
4484;18 jaar;Totaal burgerlijke staat;Totaal;1994;621;6.88;854
4485;18 jaar;Totaal burgerlijke staat;Totaal;1995;541;6.08;701
4486;18 jaar;Totaal burgerlijke staat;Totaal;1996;493;5.48;726
4487;18 jaar;Totaal burgerlijke staat;Totaal;1997;523;5.82;721
4488;18 jaar;Totaal burgerlijke staat;Totaal;1998;537;5.79;736
4489;18 jaar;Totaal burgerlijke staat;Totaal;1999;591;6.43;838
4490;18 jaar;Totaal burgerlijke staat;Totaal;2000;681;7.64;878
4491;18 jaar;Totaal burgerlijke staat;Totaal;2001;738;8.31;957
4492;18 jaar;Totaal burgerlijke staat;Totaal;2002;757;8.28;977
4493;18 jaar;Totaal burgerlijke staat;Totaal;2003;714;7.62;941
4494;18 jaar;Totaal burgerlijke staat;Totaal;2004;600;6.23;836
4495;18 jaar;Totaal burgerlijke staat;Totaal;2005;539;5.63;726
4496;18 jaar;Totaal burgerlijke staat;Totaal;2006;507;5.31;691
4497;18 jaar;Totaal burgerlijke staat;Totaal;2007;528;5.46;676
4498;18 jaar;Totaal burgerlijke staat;Totaal;2008;509;5.08;757
4499;18 jaar;Totaal burgerlijke staat;Totaal;2009;570;5.68;763
4500;18 jaar;Totaal burgerlijke staat;Totaal;2010;503;5.09;730
4501;18 jaar;Totaal burgerlijke staat;Totaal;2011;452;4.6;674
4502;18 jaar;Totaal burgerlijke staat;Totaal;2012;432;4.39;638
4503;18 jaar;Totaal burgerlijke staat;Totaal;2013;381;3.97;544
4504;18 jaar;Totaal burgerlijke staat;Totaal;2014;363;3.81;494
4505;18 jaar;Totaal burgerlijke staat;Totaal;2015;281;2.89;401
4506;18 jaar;Totaal burgerlijke staat;Totaal;2016;282;2.82;403
4507;18 jaar;Totaal burgerlijke staat;Totaal;2017;263;2.59;364
4508;18 jaar;Totaal burgerlijke staat;Totaal;2018;237;2.26;358
4509;18 jaar;Totaal burgerlijke staat;Totaal;2019;227;2.21;333
4510;18 jaar;Totaal burgerlijke staat;Totaal;2020;221;2.16;328
4511;18 jaar;Totaal burgerlijke staat;Totaal;2021;186;1.81;286
4512;18 jaar;Totaal burgerlijke staat;Totaal;2022;204;2.03;292
4513;18 jaar;Totaal burgerlijke staat;Totaal;2023;194;1.97;265
4514;18 jaar;Totaal burgerlijke staat;Eerste kind;1950;967;11.9;1331
4515;18 jaar;Totaal burgerlijke staat;Eerste kind;1951;1011;13.01;1443
4516;18 jaar;Totaal burgerlijke staat;Eerste kind;1952;1031;13.19;1481
4517;18 jaar;Totaal burgerlijke staat;Eerste kind;1953;1021;13.2;1446
4518;18 jaar;Totaal burgerlijke staat;Eerste kind;1954;960;12.3;1324
4519;18 jaar;Totaal burgerlijke staat;Eerste kind;1955;1046;13.45;1459
4520;18 jaar;Totaal burgerlijke staat;Eerste kind;1956;1097;13.47;1496
4521;18 jaar;Totaal burgerlijke staat;Eerste kind;1957;1152;13.89;1561
4522;18 jaar;Totaal burgerlijke staat;Eerste kind;1958;1219;14.35;1664
4523;18 jaar;Totaal burgerlijke staat;Eerste kind;1959;1381;16.78;1798
4524;18 jaar;Totaal burgerlijke staat;Eerste kind;1960;1474;17.17;1911
4525;18 jaar;Totaal burgerlijke staat;Eerste kind;1961;1724;18.49;2204
4526;18 jaar;Totaal burgerlijke staat;Eerste kind;1962;1868;19.08;2430
4527;18 jaar;Totaal burgerlijke staat;Eerste kind;1963;1899;20.59;2606
4528;18 jaar;Totaal burgerlijke staat;Eerste kind;1964;2605;20.26;2851
4529;18 jaar;Totaal burgerlijke staat;Eerste kind;1965;2625;21.21;3580
4530;18 jaar;Totaal burgerlijke staat;Eerste kind;1966;2412;20.92;3220
4531;18 jaar;Totaal burgerlijke staat;Eerste kind;1967;2348;21.22;3214
4532;18 jaar;Totaal burgerlijke staat;Eerste kind;1968;2349;21.81;3081
4533;18 jaar;Totaal burgerlijke staat;Eerste kind;1969;2542;23.79;3222
4534;18 jaar;Totaal burgerlijke staat;Eerste kind;1970;2633;24.06;3292
4535;18 jaar;Totaal burgerlijke staat;Eerste kind;1971;2482;22.82;3264
4536;18 jaar;Totaal burgerlijke staat;Eerste kind;1972;2302;21.1;2857
4537;18 jaar;Totaal burgerlijke staat;Eerste kind;1973;2077;18.83;2654
4538;18 jaar;Totaal burgerlijke staat;Eerste kind;1974;1686;15.08;2201
4539;18 jaar;Totaal burgerlijke staat;Eerste kind;1975;1449;12.72;1874
4540;18 jaar;Totaal burgerlijke staat;Eerste kind;1976;1263;10.94;1639
4541;18 jaar;Totaal burgerlijke staat;Eerste kind;1977;1216;10.25;1555
4542;18 jaar;Totaal burgerlijke staat;Eerste kind;1978;1180;10.04;1503
4543;18 jaar;Totaal burgerlijke staat;Eerste kind;1979;1028;8.42;1360
4544;18 jaar;Totaal burgerlijke staat;Eerste kind;1980;1127;9.23;1446
4545;18 jaar;Totaal burgerlijke staat;Eerste kind;1981;1179;9.51;1425
