ID;LeeftijdReferentiepersoon;Perioden;TotaalReferentiepersonenMetKinderen_1;JongsteKind02Jaar_2;JongsteKind35Jaar_3;JongsteKind611Jaar_4;JongsteKind1217Jaar_5;JongsteKind18JaarEnOuder_6
0;Totaal over alle leeftijden;2000;2469177;535028.0;322650.0;539098.0;457537.0;614861.0
1;Totaal over alle leeftijden;2001;2479886;546146.0;317073.0;549719.0;461041.0;605906.0
2;Totaal over alle leeftijden;2002;2491052;551860.0;320344.0;554093.0;469639.0;595115.0
3;Totaal over alle leeftijden;2003;2502278;555647.0;325986.0;550815.0;484218.0;585611.0
4;Totaal over alle leeftijden;2004;2513517;550799.0;337835.0;546991.0;497954.0;579934.0
5;Totaal over alle leeftijden;2005;2524767;543450.0;345589.0;548349.0;507635.0;579744.0
6;Totaal over alle leeftijden;2006;2535259;534956.0;352345.0;548846.0;517183.0;581931.0
7;Totaal over alle leeftijden;2007;2544750;526735.0;350872.0;556362.0;527066.0;583713.0
8;Totaal over alle leeftijden;2008;2553226;518475.0;347062.0;568336.0;531286.0;588067.0
9;Totaal over alle leeftijden;2009;2561468;511471.0;341888.0;581693.0;528165.0;598251.0
10;Totaal over alle leeftijden;2010;2568568;506046.0;336520.0;593448.0;523914.0;608642.0
11;Totaal over alle leeftijden;2011;2574578;502791.0;330439.0;599012.0;524916.0;617420.0
12;Totaal over alle leeftijden;2012;2579296;500897.0;324953.0;602231.0;525030.0;626184.0
13;Totaal over alle leeftijden;2013;2582466;499909.0;320403.0;596843.0;531830.0;633477.0
14;Totaal over alle leeftijden;2014;2584149;499784.0;317500.0;588089.0;544114.0;634662.0
15;Totaal over alle leeftijden;2015;2585038;500381.0;315515.0;578319.0;558137.0;632686.0
16;Totaal over alle leeftijden;2016;2585653;501852.0;314065.0;569015.0;570235.0;630484.0
17;Totaal over alle leeftijden;2017;2586700;503965.0;313184.0;560419.0;575810.0;633320.0
18;Totaal over alle leeftijden;2018;2588062;506592.0;312761.0;553103.0;578941.0;636662.0
19;Totaal over alle leeftijden;2019;2590515;509631.0;312979.0;547067.0;573615.0;647223.0
20;Totaal over alle leeftijden;2020;2592739;512910.0;313670.0;543116.0;564908.0;658133.0
21;Totaal over alle leeftijden;2021;2594439;516248.0;314833.0;540389.0;555212.0;667754.0
22;Totaal over alle leeftijden;2022;2595306;519462.0;316454.0;538717.0;546005.0;674664.0
23;Totaal over alle leeftijden;2023;2595201;522478.0;318424.0;538001.0;537512.0;678786.0
24;Totaal over alle leeftijden;2024;2594158;525249.0;320561.0;538142.0;530307.0;679899.0
25;Totaal over alle leeftijden;2025;2592434;527787.0;322685.0;539352.0;524342.0;678263.0
26;Totaal over alle leeftijden;2026;2590498;530082.0;324760.0;541389.0;520415.0;673848.0
27;Totaal over alle leeftijden;2027;2588805;532103.0;326756.0;544092.0;517651.0;668204.0
28;Totaal over alle leeftijden;2028;2587700;533852.0;328637.0;547298.0;515875.0;662037.0
29;Totaal over alle leeftijden;2029;2587447;535336.0;330331.0;550868.0;515011.0;655903.0
30;Totaal over alle leeftijden;2030;2588156;536570.0;331769.0;554594.0;514972.0;650253.0
31;Totaal over alle leeftijden;2031;2589836;537511.0;332960.0;558269.0;515986.0;645111.0
32;Totaal over alle leeftijden;2032;2592386;538119.0;333921.0;561771.0;517810.0;640765.0
33;Totaal over alle leeftijden;2033;2595656;538356.0;334713.0;564979.0;520308.0;637302.0
34;Totaal over alle leeftijden;2034;2599479;538182.0;335374.0;567847.0;523330.0;634746.0
35;Totaal over alle leeftijden;2035;2603659;537544.0;335947.0;570314.0;526747.0;633108.0
36;Totaal over alle leeftijden;2036;2608028;536452.0;336424.0;572390.0;530342.0;632424.0
37;Totaal over alle leeftijden;2037;2612430;534963.0;336750.0;574118.0;533907.0;632689.0
38;Totaal over alle leeftijden;2038;2616726;533195.0;336840.0;575589.0;537314.0;633786.0
39;Totaal over alle leeftijden;2039;2620782;531245.0;336642.0;576886.0;540429.0;635580.0
40;Totaal over alle leeftijden;2040;2624501;529257.0;336137.0;578008.0;543198.0;637903.0
41;Totaal over alle leeftijden;2041;2627804;527321.0;335361.0;578913.0;545564.0;640644.0
42;Totaal over alle leeftijden;2042;2630659;525571.0;334355.0;579531.0;547540.0;643660.0
43;Totaal over alle leeftijden;2043;2633033;524068.0;333204.0;579765.0;549188.0;646808.0
44;Totaal over alle leeftijden;2044;2634934;522902.0;331959.0;579536.0;550595.0;649939.0
45;Totaal over alle leeftijden;2045;2636388;522096.0;330717.0;578790.0;551857.0;652926.0
46;Totaal over alle leeftijden;2046;2637460;521683.0;329524.0;577565.0;552975.0;655712.0
47;Totaal over alle leeftijden;2047;2638211;521646.0;328476.0;575915.0;553912.0;658264.0
48;Totaal over alle leeftijden;2048;2638688;521922.0;327617.0;573965.0;554593.0;660590.0
49;Totaal over alle leeftijden;2049;2638924;522429.0;327010.0;571834.0;554920.0;662730.0
50;Totaal over alle leeftijden;2050;2638992;523125.0;326678.0;569665.0;554805.0;664721.0
51;100;2000;45232;38940.0;5714.0;578.0;;
52;100;2001;45554;39237.0;5773.0;543.0;;
53;100;2002;46282;39591.0;6134.0;557.0;;
54;100;2003;46812;39548.0;6722.0;541.0;;
55;100;2004;46346;38817.0;6918.0;611.0;;
56;100;2005;46207;38453.0;7019.0;736.0;;
57;100;2006;45853;38223.0;6707.0;922.0;;
58;100;2007;45631;38196.0;6492.0;943.0;;
59;100;2008;45872;38681.0;6348.0;842.0;;
60;100;2009;46533;39435.0;6337.0;760.0;;
61;100;2010;47191;40117.0;6352.0;723.0;;
62;100;2011;47746;40685.0;6367.0;695.0;;
63;100;2012;47979;40985.0;6333.0;660.0;;
64;100;2013;48336;41374.0;6333.0;628.0;;
65;100;2014;48817;41830.0;6375.0;612.0;;
66;100;2015;49210;42191.0;6418.0;600.0;;
67;100;2016;49061;42117.0;6371.0;573.0;;
68;100;2017;48784;41938.0;6298.0;549.0;;
69;100;2018;48700;41908.0;6263.0;528.0;;
70;100;2019;48699;41957.0;6232.0;511.0;;
71;100;2020;48675;42002.0;6181.0;492.0;;
72;100;2021;49125;42428.0;6218.0;479.0;;
73;100;2022;49859;43062.0;6326.0;472.0;;
74;100;2023;50486;43596.0;6419.0;471.0;;
75;100;2024;50708;43789.0;6457.0;463.0;;
76;100;2025;50868;43913.0;6499.0;456.0;;
77;100;2026;50532;43635.0;6456.0;441.0;;
78;100;2027;50043;43226.0;6395.0;423.0;;
79;100;2028;49487;42763.0;6318.0;406.0;;
80;100;2029;48935;42307.0;6242.0;388.0;;
81;100;2030;48425;41886.0;6165.0;374.0;;
82;100;2031;47978;41522.0;6097.0;359.0;;
83;100;2032;47616;41231.0;6036.0;349.0;;
84;100;2033;47350;41021.0;5992.0;336.0;;
85;100;2034;47183;40893.0;5964.0;325.0;;
86;100;2035;47117;40851.0;5948.0;317.0;;
87;100;2036;47139;40885.0;5945.0;310.0;;
88;100;2037;47230;40974.0;5953.0;303.0;;
89;100;2038;47384;41114.0;5975.0;295.0;;
90;100;2039;47583;41292.0;5999.0;293.0;;
91;100;2040;47809;41490.0;6029.0;291.0;;
92;100;2041;48050;41696.0;6065.0;290.0;;
93;100;2042;48285;41896.0;6102.0;287.0;;
94;100;2043;48495;42067.0;6142.0;287.0;;
95;100;2044;48652;42189.0;6177.0;286.0;;
96;100;2045;48734;42251.0;6201.0;282.0;;
97;100;2046;48734;42251.0;6201.0;282.0;;
98;100;2047;48734;42251.0;6201.0;282.0;;
99;100;2048;48734;42251.0;6201.0;282.0;;
100;100;2049;48734;42251.0;6201.0;282.0;;
101;100;2050;48734;42251.0;6201.0;282.0;;
102;101;2000;589284;360264.0;135959.0;83568.0;9364.0;129.0
103;101;2001;579154;361312.0;128720.0;79889.0;9077.0;156.0
104;101;2002;568901;357589.0;126983.0;74986.0;9195.0;147.0
105;101;2003;557390;351793.0;126054.0;69809.0;9612.0;123.0
106;101;2004;543449;343308.0;124643.0;65382.0;9975.0;140.0
107;101;2005;523067;331650.0;119691.0;62184.0;9382.0;161.0
108;101;2006;503315;320717.0;113712.0;60007.0;8739.0;141.0
109;101;2007;486907;312358.0;109022.0;57436.0;7976.0;116.0
110;101;2008;473303;305220.0;104883.0;56061.0;7031.0;106.0
111;101;2009;466076;301756.0;102641.0;55291.0;6284.0;103.0
112;101;2010;462483;300301.0;101642.0;54378.0;6074.0;89.0
113;101;2011;463385;301822.0;101342.0;53784.0;6349.0;88.0
114;101;2012;466516;304358.0;102461.0;52587.0;7005.0;104.0
115;101;2013;469707;306655.0;103865.0;51609.0;7491.0;87.0
116;101;2014;472135;308412.0;105934.0;49874.0;7828.0;87.0
117;101;2015;475156;310199.0;107350.0;49789.0;7726.0;94.0
118;101;2016;476818;311704.0;107708.0;49824.0;7498.0;84.0
119;101;2017;479857;314049.0;108384.0;50102.0;7224.0;98.0
120;101;2018;485259;317465.0;109779.0;50992.0;6902.0;121.0
121;101;2019;491654;321114.0;111463.0;52179.0;6806.0;92.0
122;101;2020;497230;324193.0;112949.0;53235.0;6769.0;84.0
123;101;2021;501251;326258.0;114063.0;54112.0;6739.0;80.0
124;101;2022;503179;327202.0;114641.0;54614.0;6645.0;76.0
125;101;2023;505447;328269.0;115326.0;55174.0;6609.0;70.0
126;101;2024;508297;329646.0;116145.0;55804.0;6636.0;67.0
127;101;2025;510523;330699.0;116777.0;56322.0;6659.0;64.0
128;101;2026;510993;331164.0;116861.0;56334.0;6574.0;59.0
129;101;2027;511397;331743.0;116866.0;56262.0;6469.0;56.0
130;101;2028;512907;332888.0;117144.0;56416.0;6409.0;51.0
131;101;2029;514746;334149.0;117525.0;56672.0;6351.0;48.0
132;101;2030;516292;335202.0;117870.0;56895.0;6280.0;45.0
133;101;2031;519265;336716.0;118664.0;57525.0;6319.0;42.0
134;101;2032;522466;338049.0;119595.0;58353.0;6430.0;40.0
135;101;2033;524109;338384.0;120172.0;58978.0;6537.0;39.0
136;101;2034;523235;337375.0;120112.0;59138.0;6575.0;35.0
137;101;2035;521490;335824.0;119843.0;59177.0;6615.0;32.0
138;101;2036;517380;333154.0;118944.0;58698.0;6556.0;29.0
139;101;2037;512761;330313.0;117876.0;58076.0;6471.0;25.0
140;101;2038;508149;327569.0;116785.0;57399.0;6374.0;21.0
141;101;2039;503989;325157.0;115785.0;56755.0;6276.0;16.0
142;101;2040;500462;323165.0;114925.0;56178.0;6179.0;14.0
143;101;2041;497694;321661.0;114227.0;55705.0;6090.0;11.0
144;101;2042;495758;320659.0;113722.0;55349.0;6017.0;10.0
145;101;2043;494664;320158.0;113414.0;55120.0;5963.0;8.0
146;101;2044;494345;320112.0;113290.0;55013.0;5923.0;7.0
147;101;2045;494774;320489.0;113346.0;55033.0;5902.0;5.0
148;101;2046;495802;321198.0;113543.0;55156.0;5901.0;3.0
149;101;2047;497186;322094.0;113822.0;55356.0;5913.0;2.0
150;101;2048;498792;323085.0;114148.0;55623.0;5936.0;0.0
151;101;2049;500461;324067.0;114509.0;55914.0;5971.0;0.0
152;101;2050;502116;325011.0;114885.0;56208.0;6012.0;0.0
153;102;2000;1003504;135020.0;175651.0;392105.0;237592.0;63135.0
154;102;2001;1013685;144750.0;177024.0;399839.0;232965.0;59108.0
155;102;2002;1021107;153694.0;181262.0;402429.0;228607.0;55115.0
156;102;2003;1027147;163110.0;186762.0;398252.0;227526.0;51496.0
157;102;2004;1033890;167374.0;199112.0;393444.0;224725.0;49233.0
158;102;2005;1042530;171941.0;210828.0;392501.0;219505.0;47755.0
159;102;2006;1048909;174533.0;222831.0;391012.0;214427.0;46106.0
160;102;2007;1047877;174612.0;225643.0;395459.0;208412.0;43750.0
161;102;2008;1041423;172956.0;225687.0;402027.0;199328.0;41426.0
162;102;2009;1026765;168605.0;222338.0;408112.0;187189.0;40521.0
163;102;2010;1006912;163900.0;217557.0;411079.0;175135.0;39241.0
164;102;2011;984368;158543.0;211576.0;408087.0;168910.0;37252.0
165;102;2012;961475;153822.0;204956.0;403657.0;163242.0;35798.0
166;102;2013;938601;150149.0;198899.0;395696.0;159359.0;34496.0
167;102;2014;915179;147795.0;193730.0;385569.0;156058.0;32027.0
168;102;2015;887327;146190.0;189929.0;372024.0;150559.0;28624.0
169;102;2016;864479;146231.0;188031.0;360567.0;143152.0;26496.0
170;102;2017;846466;146219.0;186654.0;351790.0;136163.0;25640.0
171;102;2018;831242;145527.0;185163.0;345118.0;130073.0;25360.0
172;102;2019;822955;144957.0;184190.0;342142.0;126963.0;24702.0
173;102;2020;819469;145192.0;183914.0;341674.0;124135.0;24553.0
174;102;2021;821510;146095.0;184269.0;343099.0;123538.0;24507.0
175;102;2022;827092;147765.0;185406.0;345010.0;125076.0;23833.0
176;102;2023;832693;149195.0;186685.0;346779.0;126852.0;23181.0
177;102;2024;837534;150392.0;187931.0;347968.0;129099.0;22143.0
178;102;2025;843345;151750.0;189340.0;349569.0;130986.0;21700.0
179;102;2026;849091;153838.0;191215.0;351149.0;131391.0;21496.0
180;102;2027;856185;155692.0;193189.0;353669.0;132196.0;21439.0
181;102;2028;864746;156782.0;194932.0;357281.0;134068.0;21682.0
182;102;2029;873493;157478.0;196372.0;361107.0;136404.0;22132.0
183;102;2030;880942;158066.0;197487.0;364363.0;138457.0;22570.0
184;102;2031;885153;157844.0;197815.0;366513.0;140047.0;22934.0
185;102;2032;886551;157386.0;197682.0;367507.0;140870.0;23106.0
186;102;2033;889117;157491.0;197786.0;368673.0;141831.0;23336.0
187;102;2034;893718;158448.0;198441.0;370193.0;143009.0;23627.0
188;102;2035;897752;159397.0;199190.0;371303.0;144007.0;23855.0
189;102;2036;901085;160915.0;200371.0;371825.0;144173.0;23801.0
190;102;2037;904136;162170.0;201603.0;372457.0;144206.0;23699.0
191;102;2038;907776;163012.0;202725.0;373688.0;144638.0;23713.0
192;102;2039;910840;163310.0;203495.0;375071.0;145182.0;23781.0
193;102;2040;912648;163124.0;203804.0;376284.0;145601.0;23835.0
194;102;2041;915059;162509.0;203761.0;377982.0;146682.0;24124.0
195;102;2042;916881;161576.0;203291.0;379459.0;148017.0;24538.0
196;102;2043;916381;160408.0;202364.0;379819.0;148919.0;24871.0
197;102;2044;912855;159146.0;201059.0;378730.0;148939.0;24981.0
198;102;2045;908291;157897.0;199618.0;376998.0;148733.0;25045.0
199;102;2046;901354;156760.0;198054.0;374091.0;147604.0;24845.0
200;102;2047;894261;155826.0;196627.0;370991.0;146258.0;24559.0
201;102;2048;887641;155117.0;195423.0;368010.0;144852.0;24240.0
202;102;2049;882036;154657.0;194494.0;365396.0;143557.0;23932.0
203;102;2050;877618;154427.0;193863.0;363248.0;142428.0;23652.0
204;103;2000;665109;804.0;5324.0;62607.0;204364.0;392008.0
205;103;2001;677508;847.0;5555.0;69188.0;212702.0;389214.0
206;103;2002;682044;986.0;5963.0;75816.0;224027.0;375252.0
207;103;2003;691529;1196.0;6447.0;81901.0;238390.0;363596.0
208;103;2004;705451;1300.0;7162.0;87172.0;253747.0;356069.0
209;103;2005;724708;1406.0;8051.0;92567.0;268501.0;354182.0
210;103;2006;744606;1483.0;9095.0;96575.0;282766.0;354689.0
211;103;2007;767313;1569.0;9715.0;102190.0;298267.0;355571.0
212;103;2008;789152;1618.0;10144.0;109022.0;311423.0;356946.0
213;103;2009;811109;1675.0;10572.0;117178.0;319624.0;362062.0
214;103;2010;832274;1728.0;10969.0;126882.0;326367.0;366329.0
215;103;2011;849623;1741.0;11154.0;136044.0;332388.0;368295.0
216;103;2012;862733;1732.0;11203.0;144843.0;336676.0;368279.0
217;103;2013;873520;1731.0;11306.0;148380.0;345411.0;366691.0
218;103;2014;883772;1747.0;11461.0;151462.0;359261.0;359841.0
219;103;2015;896633;1801.0;11818.0;155290.0;377006.0;350718.0
220;103;2016;907075;1800.0;11955.0;157403.0;394821.0;341096.0
221;103;2017;911334;1759.0;11848.0;157291.0;405050.0;335384.0
222;103;2018;910703;1692.0;11556.0;155755.0;411734.0;329966.0
223;103;2019;902311;1603.0;11094.0;151498.0;407858.0;330259.0
224;103;2020;889012;1523.0;10626.0;146952.0;400335.0;329575.0
225;103;2021;871833;1467.0;10283.0;141932.0;390184.0;327967.0
226;103;2022;853514;1433.0;10081.0;137863.0;379124.0;325012.0
227;103;2023;834757;1418.0;9994.0;134819.0;368550.0;319976.0
228;103;2024;815785;1422.0;10028.0;133140.0;358561.0;312633.0
229;103;2025;794617;1425.0;10069.0;132214.0;349635.0;301273.0
230;103;2026;778610;1445.0;10228.0;132677.0;344916.0;289345.0
231;103;2027;766083;1442.0;10306.0;132972.0;341650.0;279714.0
232;103;2028;755071;1419.0;10243.0;132462.0;338730.0;272217.0
233;103;2029;749437;1402.0;10192.0;132008.0;336977.0;268860.0
234;103;2030;747834;1416.0;10247.0;132308.0;336305.0;267559.0
235;103;2031;750507;1429.0;10384.0;133244.0;336868.0;268582.0
236;103;2032;756233;1453.0;10608.0;134949.0;338541.0;270682.0
237;103;2033;761790;1460.0;10763.0;136385.0;340382.0;272801.0
238;103;2034;766539;1466.0;10857.0;137577.0;342218.0;274421.0
239;103;2035;771857;1472.0;10966.0;138903.0;344521.0;275996.0
240;103;2036;777997;1498.0;11164.0;140938.0;347604.0;276794.0
241;103;2037;785034;1506.0;11318.0;142666.0;351018.0;278525.0
242;103;2038;792441;1500.0;11355.0;143600.0;354259.0;281727.0
243;103;2039;799508;1486.0;11363.0;144166.0;357076.0;285418.0
244;103;2040;805463;1478.0;11379.0;144650.0;359371.0;288586.0
245;103;2041;808361;1455.0;11308.0;144330.0;360376.0;290892.0
246;103;2042;809065;1440.0;11240.0;143821.0;360483.0;292081.0
247;103;2043;810942;1435.0;11284.0;143920.0;360847.0;293455.0
248;103;2044;814829;1455.0;11433.0;144887.0;361966.0;295087.0
249;103;2045;818261;1459.0;11552.0;145852.0;363112.0;296285.0
250;103;2046;821834;1474.0;11726.0;147402.0;364769.0;296463.0
251;103;2047;825138;1475.0;11826.0;148647.0;366587.0;296604.0
252;103;2048;828597;1469.0;11845.0;149418.0;368497.0;297368.0
253;103;2049;831274;1454.0;11806.0;149617.0;370030.0;298366.0
254;103;2050;832715;1436.0;11729.0;149307.0;370934.0;299311.0
255;104;2000;129991;;2.0;240.0;6203.0;123545.0
256;104;2001;127928;;1.0;260.0;6283.0;121384.0
