ID;LeeftijdReferentiepersoon;Perioden;TotaalReferentiepersonenMetKinderen_1;JongsteKind02Jaar_2;JongsteKind35Jaar_3;JongsteKind611Jaar_4;JongsteKind1217Jaar_5;JongsteKind18JaarEnOuder_6
483;108;2024;6;;;;;6.0
484;108;2025;6;;;;;6.0
485;108;2026;6;;;;;6.0
486;108;2027;6;;;;;6.0
487;108;2028;6;;;;;6.0
488;108;2029;6;;;;;6.0
489;108;2030;6;;;;;6.0
490;108;2031;6;;;;;6.0
491;108;2032;5;;;;;5.0
492;108;2033;5;;;;;5.0
493;108;2034;5;;;;;5.0
494;108;2035;5;;;;;5.0
495;108;2036;5;;;;;5.0
496;108;2037;5;;;;;5.0
497;108;2038;5;;;;;5.0
498;108;2039;5;;;;;5.0
499;108;2040;5;;;;;5.0
500;108;2041;5;;;;;5.0
501;108;2042;7;;;;;7.0
502;108;2043;7;;;;;7.0
503;108;2044;8;;;;;8.0
504;108;2045;9;;;;;9.0
505;108;2046;10;;;;;10.0
506;108;2047;11;;;;;11.0
507;108;2048;11;;;;;11.0
508;108;2049;12;;;;;12.0
509;108;2050;13;;;;;13.0
510;1;2000;4429;4274.0;154.0;;;
511;1;2001;4409;4260.0;149.0;;;
512;1;2002;4387;4227.0;160.0;;;
513;1;2003;4219;4035.0;184.0;;;
514;1;2004;4143;3987.0;156.0;;;
515;1;2005;4129;3980.0;150.0;;;
516;1;2006;4122;3975.0;147.0;;;
517;1;2007;4077;3934.0;143.0;;;
518;1;2008;4061;3923.0;137.0;;;
519;1;2009;4083;3948.0;135.0;;;
520;1;2010;4108;3974.0;134.0;;;
521;1;2011;4069;3940.0;129.0;;;
522;1;2012;4020;3894.0;125.0;;;
523;1;2013;3988;3867.0;120.0;;;
524;1;2014;3958;3840.0;118.0;;;
525;1;2015;3914;3801.0;113.0;;;
526;1;2016;3925;3815.0;110.0;;;
527;1;2017;3980;3871.0;109.0;;;
528;1;2018;4037;3927.0;110.0;;;
529;1;2019;4057;3951.0;107.0;;;
530;1;2020;4082;3978.0;104.0;;;
531;1;2021;4059;3958.0;101.0;;;
532;1;2022;4020;3924.0;97.0;;;
533;1;2023;3972;3880.0;92.0;;;
534;1;2024;3922;3836.0;87.0;;;
535;1;2025;3877;3793.0;84.0;;;
536;1;2026;3832;3752.0;80.0;;;
537;1;2027;3795;3717.0;79.0;;;
538;1;2028;3764;3688.0;76.0;;;
539;1;2029;3744;3670.0;75.0;;;
540;1;2030;3731;3658.0;73.0;;;
541;1;2031;3727;3656.0;71.0;;;
542;1;2032;3725;3655.0;70.0;;;
543;1;2033;3730;3662.0;68.0;;;
544;1;2034;3744;3675.0;68.0;;;
545;1;2035;3758;3689.0;68.0;;;
546;1;2036;3776;3707.0;69.0;;;
547;1;2037;3796;3727.0;69.0;;;
548;1;2038;3820;3751.0;69.0;;;
549;1;2039;3838;3768.0;70.0;;;
550;1;2040;3850;3780.0;70.0;;;
551;1;2041;3850;3780.0;70.0;;;
552;1;2042;3850;3780.0;70.0;;;
553;1;2043;3850;3780.0;70.0;;;
554;1;2044;3850;3780.0;70.0;;;
555;1;2045;3850;3780.0;70.0;;;
556;1;2046;3850;3780.0;70.0;;;
557;1;2047;3850;3780.0;70.0;;;
558;1;2048;3850;3780.0;70.0;;;
559;1;2049;3850;3780.0;70.0;;;
560;1;2050;3850;3780.0;70.0;;;
561;2;2000;40803;34666.0;5560.0;578.0;;
562;2;2001;41145;34977.0;5624.0;543.0;;
563;2;2002;41895;35364.0;5974.0;557.0;;
564;2;2003;42593;35513.0;6538.0;541.0;;
565;2;2004;42203;34830.0;6762.0;611.0;;
566;2;2005;42078;34473.0;6869.0;736.0;;
567;2;2006;41731;34248.0;6560.0;922.0;;
568;2;2007;41554;34262.0;6349.0;943.0;;
569;2;2008;41811;34758.0;6211.0;842.0;;
570;2;2009;42450;35487.0;6202.0;760.0;;
571;2;2010;43083;36143.0;6218.0;723.0;;
572;2;2011;43677;36745.0;6238.0;695.0;;
573;2;2012;43959;37091.0;6208.0;660.0;;
574;2;2013;44348;37507.0;6213.0;628.0;;
575;2;2014;44859;37990.0;6257.0;612.0;;
576;2;2015;45296;38390.0;6305.0;600.0;;
577;2;2016;45136;38302.0;6261.0;573.0;;
578;2;2017;44804;38067.0;6189.0;549.0;;
579;2;2018;44663;37981.0;6153.0;528.0;;
580;2;2019;44642;38006.0;6125.0;511.0;;
581;2;2020;44593;38024.0;6077.0;492.0;;
582;2;2021;45066;38470.0;6117.0;479.0;;
583;2;2022;45839;39138.0;6229.0;472.0;;
584;2;2023;46514;39716.0;6327.0;471.0;;
585;2;2024;46786;39953.0;6370.0;463.0;;
586;2;2025;46991;40120.0;6415.0;456.0;;
587;2;2026;46700;39883.0;6376.0;441.0;;
588;2;2027;46248;39509.0;6316.0;423.0;;
589;2;2028;45723;39075.0;6242.0;406.0;;
590;2;2029;45191;38637.0;6167.0;388.0;;
591;2;2030;44694;38228.0;6092.0;374.0;;
592;2;2031;44251;37866.0;6026.0;359.0;;
593;2;2032;43891;37576.0;5966.0;349.0;;
594;2;2033;43620;37359.0;5924.0;336.0;;
595;2;2034;43439;37218.0;5896.0;325.0;;
596;2;2035;43359;37162.0;5880.0;317.0;;
597;2;2036;43363;37178.0;5876.0;310.0;;
598;2;2037;43434;37247.0;5884.0;303.0;;
599;2;2038;43564;37363.0;5906.0;295.0;;
600;2;2039;43745;37524.0;5929.0;293.0;;
601;2;2040;43959;37710.0;5959.0;291.0;;
602;2;2041;44200;37916.0;5995.0;290.0;;
603;2;2042;44435;38116.0;6032.0;287.0;;
604;2;2043;44645;38287.0;6072.0;287.0;;
605;2;2044;44802;38409.0;6107.0;286.0;;
606;2;2045;44884;38471.0;6131.0;282.0;;
607;2;2046;44884;38471.0;6131.0;282.0;;
608;2;2047;44884;38471.0;6131.0;282.0;;
609;2;2048;44884;38471.0;6131.0;282.0;;
610;2;2049;44884;38471.0;6131.0;282.0;;
611;2;2050;44884;38471.0;6131.0;282.0;;
612;3;2000;181403;133806.0;32913.0;14316.0;367.0;
613;3;2001;171505;127244.0;30593.0;13296.0;372.0;
614;3;2002;162613;120915.0;29552.0;11822.0;323.0;
615;3;2003;155133;115378.0;29011.0;10444.0;301.0;
616;3;2004;151745;113353.0;28209.0;9871.0;312.0;
617;3;2005;149669;111914.0;27755.0;9760.0;241.0;
618;3;2006;150048;112050.0;27816.0;9971.0;211.0;
619;3;2007;150706;112783.0;27196.0;10457.0;270.0;
620;3;2008;150750;112872.0;26483.0;11176.0;218.0;
621;3;2009;150068;113033.0;25587.0;11169.0;278.0;
622;3;2010;150414;113773.0;25534.0;10862.0;245.0;
623;3;2011;149933;113618.0;25475.0;10489.0;351.0;
624;3;2012;150438;114204.0;25617.0;10206.0;410.0;
625;3;2013;152441;115941.0;26091.0;10052.0;356.0;
626;3;2014;155206;118103.0;26716.0;10081.0;306.0;
627;3;2015;157741;120023.0;27282.0;10149.0;287.0;
628;3;2016;160272;121947.0;27842.0;10208.0;275.0;
629;3;2017;161832;123197.0;28185.0;10192.0;258.0;
630;3;2018;163419;124411.0;28521.0;10243.0;243.0;
631;3;2019;165157;125671.0;28901.0;10352.0;233.0;
632;3;2020;166544;126660.0;29222.0;10435.0;227.0;
633;3;2021;165963;126253.0;29134.0;10362.0;215.0;
634;3;2022;164875;125495.0;28932.0;10245.0;202.0;
635;3;2023;164554;125287.0;28894.0;10183.0;190.0;
636;3;2024;164899;125593.0;28984.0;10141.0;181.0;
637;3;2025;165251;125925.0;29053.0;10101.0;171.0;
638;3;2026;167303;127461.0;29461.0;10217.0;164.0;
639;3;2027;170046;129441.0;30006.0;10441.0;158.0;
640;3;2028;172224;130987.0;30441.0;10642.0;155.0;
641;3;2029;173029;131545.0;30609.0;10727.0;148.0;
642;3;2030;173407;131763.0;30699.0;10801.0;143.0;
643;3;2031;172227;130886.0;30476.0;10730.0;135.0;
644;3;2032;170550;129665.0;30148.0;10614.0;123.0;
645;3;2033;168650;128289.0;29770.0;10478.0;113.0;
646;3;2034;166786;126944.0;29397.0;10341.0;104.0;
647;3;2035;165049;125691.0;29057.0;10204.0;97.0;
648;3;2036;163540;124607.0;28759.0;10087.0;88.0;
649;3;2037;162331;123740.0;28515.0;9991.0;84.0;
650;3;2038;161456;123114.0;28339.0;9924.0;78.0;
651;3;2039;160902;122712.0;28240.0;9879.0;72.0;
652;3;2040;160696;122564.0;28202.0;9863.0;67.0;
653;3;2041;160778;122619.0;28218.0;9877.0;64.0;
654;3;2042;161093;122841.0;28285.0;9908.0;59.0;
655;3;2043;161603;123200.0;28389.0;9959.0;55.0;
656;3;2044;162269;123660.0;28529.0;10027.0;53.0;
657;3;2045;163040;124194.0;28690.0;10105.0;52.0;
658;3;2046;163886;124780.0;28862.0;10192.0;51.0;
659;3;2047;164655;125312.0;29012.0;10282.0;50.0;
660;3;2048;165291;125744.0;29128.0;10369.0;50.0;
661;3;2049;165720;126023.0;29213.0;10435.0;49.0;
662;3;2050;165943;126164.0;29261.0;10470.0;48.0;
663;4;2000;407881;226458.0;103046.0;69252.0;8997.0;129.0
664;4;2001;407649;234068.0;98127.0;66593.0;8705.0;156.0
665;4;2002;406288;236674.0;97431.0;63164.0;8872.0;147.0
666;4;2003;402257;236415.0;97043.0;59365.0;9311.0;123.0
667;4;2004;391704;229955.0;96434.0;55511.0;9663.0;140.0
668;4;2005;373398;219736.0;91936.0;52424.0;9141.0;161.0
669;4;2006;353267;208667.0;85896.0;50036.0;8528.0;141.0
670;4;2007;336201;199575.0;81826.0;46979.0;7706.0;116.0
671;4;2008;322553;192348.0;78400.0;44885.0;6813.0;106.0
672;4;2009;316008;188723.0;77054.0;44122.0;6006.0;103.0
673;4;2010;312069;186528.0;76108.0;43516.0;5829.0;89.0
674;4;2011;313452;188204.0;75867.0;43295.0;5998.0;88.0
675;4;2012;316078;190154.0;76844.0;42381.0;6595.0;104.0
676;4;2013;317266;190714.0;77774.0;41557.0;7135.0;87.0
677;4;2014;316929;190309.0;79218.0;39793.0;7522.0;87.0
678;4;2015;317415;190176.0;80068.0;39640.0;7439.0;94.0
679;4;2016;316546;189757.0;79866.0;39616.0;7223.0;84.0
680;4;2017;318025;190852.0;80199.0;39910.0;6966.0;98.0
681;4;2018;321840;193054.0;81258.0;40749.0;6659.0;121.0
682;4;2019;326497;195443.0;82562.0;41827.0;6573.0;92.0
683;4;2020;330686;197533.0;83727.0;42800.0;6542.0;84.0
684;4;2021;335288;200005.0;84929.0;43750.0;6524.0;80.0
685;4;2022;338304;201707.0;85709.0;44369.0;6443.0;76.0
686;4;2023;340893;202982.0;86432.0;44991.0;6419.0;70.0
687;4;2024;343398;204053.0;87161.0;45663.0;6455.0;67.0
688;4;2025;345272;204774.0;87724.0;46221.0;6488.0;64.0
689;4;2026;343690;203703.0;87400.0;46117.0;6410.0;59.0
690;4;2027;341351;202302.0;86860.0;45821.0;6311.0;56.0
691;4;2028;340683;201901.0;86703.0;45774.0;6254.0;51.0
692;4;2029;341717;202604.0;86916.0;45945.0;6203.0;48.0
693;4;2030;342885;203439.0;87171.0;46094.0;6137.0;45.0
694;4;2031;347038;205830.0;88188.0;46795.0;6184.0;42.0
695;4;2032;351916;208384.0;89447.0;47739.0;6307.0;40.0
696;4;2033;355459;210095.0;90402.0;48500.0;6424.0;39.0
697;4;2034;356449;210431.0;90715.0;48797.0;6471.0;35.0
698;4;2035;356441;210133.0;90786.0;48973.0;6518.0;32.0
699;4;2036;353840;208547.0;90185.0;48611.0;6468.0;29.0
700;4;2037;350430;206573.0;89361.0;48085.0;6387.0;25.0
701;4;2038;346693;204455.0;88446.0;47475.0;6296.0;21.0
702;4;2039;343087;202445.0;87545.0;46876.0;6204.0;16.0
703;4;2040;339766;200601.0;86723.0;46315.0;6112.0;14.0
704;4;2041;336916;199042.0;86009.0;45828.0;6026.0;11.0
705;4;2042;334665;197818.0;85437.0;45441.0;5958.0;10.0
706;4;2043;333061;196958.0;85025.0;45161.0;5908.0;8.0
707;4;2044;332076;196452.0;84761.0;44986.0;5870.0;7.0
708;4;2045;331734;196295.0;84656.0;44928.0;5850.0;5.0
709;4;2046;331916;196418.0;84681.0;44964.0;5850.0;3.0
710;4;2047;332531;196782.0;84810.0;45074.0;5863.0;2.0
711;4;2048;333501;197341.0;85020.0;45254.0;5886.0;0.0
712;4;2049;334741;198044.0;85296.0;45479.0;5922.0;0.0
713;4;2050;336173;198847.0;85624.0;45738.0;5964.0;0.0
714;5;2000;513503;115698.0;129360.0;201881.0;60601.0;5962.0
715;5;2001;516234;123669.0;128727.0;199896.0;58117.0;5825.0
716;5;2002;515588;130293.0;130592.0;193950.0;55139.0;5614.0
717;5;2003;514126;137136.0;133137.0;185395.0;53143.0;5314.0
718;5;2004;513411;139876.0;140812.0;176282.0;51480.0;4960.0
719;5;2005;515833;142994.0;147137.0;171781.0;49182.0;4739.0
720;5;2006;517861;144648.0;153227.0;168043.0;47493.0;4451.0
721;5;2007;516801;144414.0;154184.0;167557.0;46120.0;4526.0
722;5;2008;511042;142498.0;152933.0;167006.0;43981.0;4625.0
723;5;2009;496352;137752.0;148572.0;163972.0;41139.0;4917.0
724;5;2010;473278;132156.0;142222.0;156568.0;37314.0;5018.0
725;5;2011;448288;126375.0;135384.0;146559.0;35453.0;4517.0
726;5;2012;427071;121798.0;128827.0;138605.0;33784.0;4057.0
727;5;2013;410882;118700.0;123705.0;132909.0;31887.0;3680.0
728;5;2014;403354;117594.0;121017.0;130316.0;31198.0;3229.0
729;5;2015;399418;117250.0;120159.0;127878.0;31235.0;2896.0
730;5;2016;401913;118358.0;121147.0;128377.0;31095.0;2935.0
731;5;2017;404943;119027.0;121924.0;130377.0;30384.0;3230.0
732;5;2018;405786;118648.0;121853.0;132018.0;29511.0;3756.0
733;5;2019;404803;118019.0;121288.0;133489.0;28096.0;3911.0
734;5;2020;405196;118108.0;121024.0;134744.0;27287.0;4033.0
735;5;2021;404634;118593.0;120723.0;134252.0;27182.0;3883.0
736;5;2022;407217;120040.0;121446.0;134652.0;27376.0;3702.0
737;5;2023;412293;121590.0;122874.0;136334.0;28003.0;3492.0
738;5;2024;418022;122911.0;124398.0;138501.0;28818.0;3394.0
739;5;2025;423189;124137.0;125710.0;140444.0;29556.0;3342.0
740;5;2026;429188;125917.0;127248.0;142453.0;30263.0;3306.0
741;5;2027;433252;127229.0;128356.0;143700.0;30725.0;3242.0
742;5;2028;436407;127898.0;129217.0;144875.0;31215.0;3202.0
743;5;2029;439272;128286.0;129919.0;146121.0;31750.0;3197.0
744;5;2030;441417;128566.0;130350.0;147118.0;32181.0;3203.0
745;5;2031;439338;127826.0;129685.0;146561.0;32114.0;3152.0
746;5;2032;436432;126978.0;128815.0;145639.0;31911.0;3089.0
747;5;2033;435810;126941.0;128547.0;145384.0;31885.0;3053.0
748;5;2034;437596;127841.0;128990.0;145736.0;32007.0;3022.0
749;5;2035;439509;128728.0;129586.0;146083.0;32135.0;2976.0
750;5;2036;445020;130426.0;131155.0;147767.0;32691.0;2981.0
751;5;2037;451047;131859.0;132826.0;149905.0;33420.0;3036.0
752;5;2038;455228;132623.0;133948.0;151551.0;34023.0;3083.0
753;5;2039;456240;132559.0;134210.0;152101.0;34271.0;3099.0
754;5;2040;455907;132052.0;134016.0;152294.0;34425.0;3120.0
755;5;2041;452551;130960.0;133030.0;151295.0;34175.0;3090.0
756;5;2042;448265;129712.0;131789.0;149924.0;33789.0;3051.0
757;5;2043;443619;128421.0;130465.0;148382.0;33344.0;3006.0
758;5;2044;439181;127228.0;129206.0;146882.0;32906.0;2959.0
759;5;2045;435116;126159.0;128060.0;145486.0;32498.0;2913.0
760;5;2046;431671;125285.0;127092.0;144281.0;32142.0;2871.0
761;5;2047;428988;124632.0;126339.0;143319.0;31865.0;2833.0
762;5;2048;427128;124206.0;125830.0;142614.0;31673.0;2806.0
763;5;2049;426051;123998.0;125546.0;142156.0;31564.0;2787.0
764;5;2050;425768;123987.0;125490.0;141976.0;31539.0;2776.0
765;6;2000;490001;19322.0;46291.0;190224.0;176991.0;57173.0
766;6;2001;497451;21081.0;48297.0;199943.0;174848.0;53283.0
767;6;2002;505519;23401.0;50670.0;208479.0;173468.0;49501.0
768;6;2003;513021;25974.0;53625.0;212857.0;174383.0;46182.0
769;6;2004;520479;27498.0;58300.0;217162.0;173245.0;44273.0
770;6;2005;526697;28947.0;63691.0;220720.0;170323.0;43016.0
771;6;2006;531048;29885.0;69604.0;222969.0;166934.0;41655.0
772;6;2007;531076;30198.0;71459.0;227902.0;162292.0;39224.0
773;6;2008;530381;30458.0;72754.0;235021.0;155347.0;36801.0
774;6;2009;530413;30853.0;73766.0;244140.0;146050.0;35604.0
775;6;2010;533634;31744.0;75335.0;254511.0;137821.0;34223.0
776;6;2011;536080;32168.0;76192.0;261528.0;133457.0;32735.0
777;6;2012;534404;32024.0;76129.0;265052.0;129458.0;31741.0
778;6;2013;527719;31449.0;75194.0;262787.0;127472.0;30816.0
779;6;2014;511825;30201.0;72713.0;255253.0;124860.0;28798.0
780;6;2015;487909;28940.0;69770.0;244146.0;119324.0;25728.0
781;6;2016;462566;27873.0;66884.0;232190.0;112057.0;23561.0
782;6;2017;441523;27192.0;64730.0;221413.0;105779.0;22410.0
783;6;2018;425456;26879.0;63310.0;213100.0;100562.0;21604.0
784;6;2019;418152;26938.0;62902.0;208653.0;98867.0;20791.0
785;6;2020;414273;27084.0;62890.0;206930.0;96848.0;20520.0
786;6;2021;416876;27502.0;63546.0;208847.0;96356.0;20624.0
787;6;2022;419875;27725.0;63960.0;210358.0;97700.0;20131.0
788;6;2023;420400;27605.0;63811.0;210445.0;98849.0;19689.0
789;6;2024;419512;27481.0;63533.0;209467.0;100281.0;18749.0
790;6;2025;420156;27613.0;63630.0;209125.0;101430.0;18358.0
791;6;2026;419903;27921.0;63967.0;208696.0;101128.0;18190.0
792;6;2027;422933;28463.0;64833.0;209969.0;101471.0;18197.0
793;6;2028;428339;28884.0;65715.0;212406.0;102853.0;18480.0
794;6;2029;434221;29192.0;66453.0;214986.0;104654.0;18935.0
795;6;2030;439525;29500.0;67137.0;217245.0;106276.0;19367.0
796;6;2031;445815;30018.0;68130.0;219952.0;107933.0;19782.0
797;6;2032;450119;30408.0;68867.0;221868.0;108959.0;20017.0
798;6;2033;453307;30550.0;69239.0;223289.0;109946.0;20283.0
799;6;2034;456122;30607.0;69451.0;224457.0;111002.0;20605.0
800;6;2035;458243;30669.0;69604.0;225220.0;111872.0;20879.0
801;6;2036;456065;30489.0;69216.0;224058.0;111482.0;20820.0
802;6;2037;453089;30311.0;68777.0;222552.0;110786.0;20663.0
803;6;2038;452548;30389.0;68777.0;222137.0;110615.0;20630.0
804;6;2039;454600;30751.0;69285.0;222970.0;110911.0;20682.0
805;6;2040;456741;31072.0;69788.0;223990.0;111176.0;20715.0
806;6;2041;462508;31549.0;70731.0;226687.0;112507.0;21034.0
807;6;2042;468616;31864.0;71502.0;229535.0;114228.0;21487.0
808;6;2043;472762;31987.0;71899.0;231437.0;115575.0;21865.0
809;6;2044;473674;31918.0;71853.0;231848.0;116033.0;22022.0
810;6;2045;473175;31738.0;71558.0;231512.0;116235.0;22132.0
811;6;2046;469683;31475.0;70962.0;229810.0;115462.0;21974.0
812;6;2047;465273;31194.0;70288.0;227672.0;114393.0;21726.0
813;6;2048;460513;30911.0;69593.0;225396.0;113179.0;21434.0
814;6;2049;455985;30659.0;68948.0;223240.0;111993.0;21145.0
815;6;2050;451850;30440.0;68373.0;221272.0;110889.0;20876.0
816;7;2000;407710;782.0;5183.0;56213.0;155854.0;189677.0
817;7;2001;413027;825.0;5439.0;62048.0;161055.0;183660.0
818;7;2002;421235;969.0;5813.0;68068.0;169781.0;176604.0
819;7;2003;429066;1181.0;6292.0;73371.0;179206.0;169016.0
820;7;2004;438417;1285.0;7022.0;77798.0;189293.0;163018.0
821;7;2005;449813;1391.0;7904.0;82538.0;198393.0;159587.0
822;7;2006;460093;1468.0;8940.0;86133.0;206190.0;157363.0
823;7;2007;470386;1554.0;9543.0;90998.0;214041.0;154250.0
824;7;2008;479595;1603.0;9955.0;96890.0;219756.0;151391.0
825;7;2009;488150;1660.0;10371.0;103841.0;222398.0;149880.0
826;7;2010;495121;1711.0;10755.0;112271.0;223308.0;147077.0
827;7;2011;499966;1722.0;10929.0;119924.0;224383.0;143007.0
828;7;2012;501185;1710.0;10964.0;126823.0;224249.0;137439.0
829;7;2013;501630;1708.0;11055.0;129380.0;227565.0;131921.0
830;7;2014;502322;1724.0;11194.0;131575.0;233861.0;123968.0
831;7;2015;506398;1778.0;11542.0;134524.0;242945.0;115609.0
832;7;2016;509681;1777.0;11679.0;136169.0;251531.0;108525.0
833;7;2017;508807;1736.0;11575.0;135968.0;254405.0;105122.0
834;7;2018;503201;1669.0;11282.0;134269.0;253661.0;102320.0
835;7;2019;488647;1580.0;10814.0;129725.0;246543.0;99986.0
836;7;2020;466793;1500.0;10337.0;124531.0;235334.0;95091.0
837;7;2021;443195;1444.0;9995.0;119247.0;223112.0;89397.0
838;7;2022;423470;1413.0;9801.0;115360.0;212119.0;84777.0
839;7;2023;408481;1401.0;9723.0;112818.0;203572.0;80967.0
840;7;2024;401683;1408.0;9772.0;112080.0;198934.0;79489.0
841;7;2025;398195;1413.0;9830.0;112036.0;196446.0;78470.0
842;7;2026;401124;1433.0;9998.0;113234.0;198360.0;78100.0
843;7;2027;404558;1430.0;10082.0;113936.0;200356.0;78755.0
844;7;2028;405520;1407.0;10018.0;113616.0;200963.0;79517.0
845;7;2029;405237;1388.0;9965.0;113092.0;200441.0;80351.0
846;7;2030;406040;1402.0;10020.0;113287.0;200072.0;81259.0
847;7;2031;405899;1415.0;10155.0;113919.0;199321.0;81089.0
848;7;2032;408886;1439.0;10379.0;115481.0;200167.0;81420.0
849;7;2033;414052;1447.0;10534.0;117040.0;202374.0;82657.0
850;7;2034;419592;1453.0;10630.0;118340.0;204891.0;84278.0
851;7;2035;424578;1460.0;10739.0;119556.0;207079.0;85744.0
852;7;2036;430542;1487.0;10937.0;121349.0;209578.0;87192.0
853;7;2037;434636;1495.0;11085.0;122676.0;211280.0;88100.0
854;7;2038;437616;1489.0;11120.0;123325.0;212664.0;89017.0
855;7;2039;440204;1475.0;11125.0;123702.0;213890.0;90012.0
856;7;2040;442142;1467.0;11140.0;123980.0;214724.0;90831.0
857;7;2041;440028;1444.0;11065.0;123286.0;213644.0;90589.0
858;7;2042;437183;1429.0;10996.0;122507.0;212191.0;90060.0
859;7;2043;436665;1426.0;11041.0;122533.0;211729.0;89936.0
860;7;2044;438643;1447.0;11193.0;123486.0;212353.0;90163.0
861;7;2045;440710;1451.0;11312.0;124426.0;213145.0;90377.0
862;7;2046;446198;1466.0;11491.0;126121.0;215627.0;91493.0
863;7;2047;451949;1467.0;11592.0;127501.0;218406.0;92984.0
864;7;2048;455819;1461.0;11611.0;128203.0;220359.0;94185.0
865;7;2049;456631;1446.0;11567.0;128124.0;220854.0;94640.0
866;7;2050;456086;1428.0;11492.0;127591.0;220698.0;94879.0
867;8;2000;257399;22.0;141.0;6394.0;48510.0;202331.0
868;8;2001;264481;22.0;116.0;7140.0;51647.0;205554.0
869;8;2002;260809;17.0;150.0;7748.0;54246.0;198648.0
870;8;2003;262463;15.0;155.0;8530.0;59184.0;194580.0
871;8;2004;267034;15.0;140.0;9374.0;64454.0;193051.0
872;8;2005;274895;15.0;147.0;10029.0;70108.0;194595.0
873;8;2006;284513;15.0;155.0;10442.0;76576.0;197326.0
874;8;2007;296927;15.0;172.0;11192.0;84226.0;201321.0
875;8;2008;309557;15.0;189.0;12132.0;91667.0;205555.0
876;8;2009;322959;15.0;201.0;13337.0;97226.0;212182.0
877;8;2010;337153;17.0;214.0;14611.0;103059.0;219252.0
878;8;2011;349657;19.0;225.0;16120.0;108005.0;225288.0
879;8;2012;361548;22.0;239.0;18020.0;112427.0;230840.0
880;8;2013;371890;23.0;251.0;19000.0;117846.0;234770.0
881;8;2014;381450;23.0;267.0;19887.0;125400.0;235873.0
882;8;2015;390235;23.0;276.0;20766.0;134061.0;235109.0
883;8;2016;397394;23.0;276.0;21234.0;143290.0;232571.0
884;8;2017;402527;23.0;273.0;21323.0;150645.0;230262.0
885;8;2018;407502;23.0;274.0;21486.0;158073.0;227646.0
886;8;2019;413664;23.0;280.0;21773.0;161315.0;230273.0
887;8;2020;422219;23.0;289.0;22421.0;165001.0;234484.0
888;8;2021;428638;23.0;288.0;22685.0;167072.0;238570.0
889;8;2022;430044;20.0;280.0;22503.0;167005.0;240235.0
890;8;2023;426276;17.0;271.0;22001.0;164978.0;239009.0
891;8;2024;414102;14.0;256.0;21060.0;159627.0;233144.0
892;8;2025;396422;12.0;239.0;20178.0;153189.0;222803.0
893;8;2026;377486;12.0;230.0;19443.0;146556.0;211245.0
894;8;2027;361525;12.0;224.0;19036.0;141294.0;200959.0
895;8;2028;349551;12.0;225.0;18846.0;137767.0;192700.0
896;8;2029;344200;14.0;227.0;18916.0;136536.0;188509.0
897;8;2030;341794;14.0;227.0;19021.0;136233.0;186300.0
898;8;2031;344608;14.0;229.0;19325.0;137547.0;187493.0
899;8;2032;347347;14.0;229.0;19468.0;138374.0;189262.0
900;8;2033;347738;13.0;229.0;19345.0;138008.0;190144.0
901;8;2034;346947;13.0;227.0;19237.0;137327.0;190143.0
902;8;2035;347279;12.0;227.0;19347.0;137442.0;190252.0
903;8;2036;347455;11.0;227.0;19589.0;138026.0;189602.0
904;8;2037;350398;11.0;233.0;19990.0;139738.0;190425.0
905;8;2038;354825;11.0;235.0;20275.0;141595.0;192710.0
906;8;2039;359304;11.0;238.0;20464.0;143186.0;195406.0
907;8;2040;363321;11.0;239.0;20670.0;144647.0;197755.0
908;8;2041;368333;11.0;243.0;21044.0;146732.0;200303.0
909;8;2042;371882;11.0;244.0;21314.0;148292.0;202021.0
910;8;2043;374277;9.0;243.0;21387.0;149118.0;203519.0
911;8;2044;376186;8.0;240.0;21401.0;149613.0;204924.0
912;8;2045;377551;8.0;240.0;21426.0;149967.0;205908.0
913;8;2046;375636;8.0;235.0;21281.0;149142.0;204970.0
914;8;2047;373189;8.0;234.0;21146.0;148181.0;203620.0
915;8;2048;372778;8.0;234.0;21215.0;148138.0;203183.0
916;8;2049;374643;8.0;239.0;21493.0;149176.0;203726.0
917;8;2050;376629;8.0;237.0;21716.0;150236.0;204432.0
918;9;2000;90935;;2.0;232.0;5806.0;84895.0
919;9;2001;90037;;1.0;249.0;5902.0;83886.0
920;9;2002;100387;;2.0;295.0;7432.0;92658.0
921;9;2003;108191;;1.0;305.0;8277.0;99608.0
922;9;2004;113468;;;374.0;9059.0;104035.0
923;9;2005;117112;;;351.0;9793.0;106968.0
924;9;2006;121859;;;324.0;10775.0;110760.0
925;9;2007;122528;;;327.0;11826.0;110375.0
926;9;2008;126268;;;375.0;12904.0;112989.0
927;9;2009;131657;;;345.0;14367.0;116945.0
928;9;2010;138682;;;376.0;15582.0;122723.0
929;9;2011;146454;;;397.0;16517.0;129540.0
930;9;2012;155607;;;478.0;17370.0;137759.0
931;9;2013;164659;;;524.0;18797.0;145338.0
932;9;2014;173574;;;566.0;20131.0;152877.0
933;9;2015;182723;;;610.0;22002.0;160111.0
934;9;2016;190798;;;642.0;23876.0;166280.0
935;9;2017;198909;;;681.0;26346.0;171882.0
936;9;2018;206519;;;704.0;28996.0;176818.0
937;9;2019;214892;;;731.0;30643.0;183518.0
938;9;2020;223633;;;755.0;32216.0;190663.0
939;9;2021;231407;;;759.0;33221.0;197427.0
940;9;2022;237192;;;749.0;33539.0;202904.0
941;9;2023;242175;;;749.0;33829.0;207597.0
942;9;2024;246791;;;758.0;34279.0;211755.0
